一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
538,清瀬市旭が丘4-822,35.799038,139.542542,JGD2011,関越自動車道,A,2010-10-18,2010-10-19,1,6,18.8 ,1.2,59,55
539,東久留米市滝山3-11,35.740479,139.505096,JGD2011,都道新宿青梅線（新青梅街道）,b,2011-02-16,2011-02-17,4,4,3.8 ,1.2,70,66
540,東久留米市野火止1-1,35.761608,139.515976,JGD2011,都道府中清瀬線（小金井街道）,c,2011-02-16,2011-02-17,4,2,3.2 ,1.2,70,68
541,東久留米市南沢5-18,35.744312,139.524948,JGD2011,都道東京所沢線（所沢街道）,a,2011-02-16,2011-02-17,4,2,2.5 ,1.2,68,66
542,東久留米市滝山6-1,35.746067,139.504303,JGD2011,都道東久留米線（新小金井街道）,a,2011-02-16,2011-02-17,4,2,3.5 ,1.2,68,67
543,武蔵村山市三ツ木3-23-11,35.760361,139.371445,JGD2011,都道新宿青梅線（青梅街道）,b,2010-11-11,2010-11-12,4,2,2.5 ,1.2,71,68
544,武蔵村山市中藤4-18-1,35.757717,139.403427,JGD2011,都道新宿青梅線（青梅街道）,b,2010-11-11,2010-11-12,4,2,2.0 ,1.2,65,60
545,武蔵村山市三ツ藤3-7-8,35.756331,139.371374,JGD2011,都道新宿青梅線（新青梅街道）,b,2010-11-09,2010-11-10,4,4,2.8 ,1.2,73,70
546,武蔵村山市学園3-24-1,35.748326,139.405331,JGD2011,都道新宿青梅線（新青梅街道）,b,2010-11-08,2010-11-09,4,4,2.8 ,1.2,76,71
547,武蔵村山市残堀5-8-1,35.749798,139.373489,JGD2011,都道三ツ木八王子線,b,2010-11-11,2010-11-12,4,2,4.0 ,1.2,67,65
548,武蔵村山市榎3-113-6,35.749404,139.383198,JGD2011,都道八王子武蔵村山線,b,2010-11-08,2010-11-09,4,2,3.9 ,1.2,68,67
549,武蔵村山市伊奈平2-19-1,35.740856,139.382156,JGD2011,都道八王子武蔵村山線,c,2010-11-09,2010-11-10,4,2,3.9 ,1.2,67,64
550,武蔵村山市大南1-148,35.736668,139.395889,JGD2011,都道所沢武蔵村山立川線,c,2010-11-08,2010-11-09,4,2,3.1 ,1.2,66,63
551,武蔵村山市榎1-1-28,35.746030,139.387530,JGD2011,都道第２号線（江戸街道）,c,2010-11-09,2010-11-10,6,2,4.1 ,1.2,64,60
552,武蔵村山市本町3-22,35.758026,139.383163,JGD2011,都道所沢武蔵村山立川線,A,2010-11-04,2010-11-05,4,2,3.7 ,1.2,66,62
553,武蔵村山市三ツ藤1-82,35.748867,139.382401,JGD2011,都道八王子武蔵村山線,B,2010-11-04,2010-11-05,4,2,3.8 ,1.2,68,66
554,武蔵村山市岸3-1,35.761345,139.369415,JGD2011,都道新宿青梅線,B,2010-11-04,2010-11-05,4,2,2.6 ,1.2,69,66
555,多摩市一ノ宮4-40,35.651226,139.438278,JGD2011,都道府中相模原線（野猿街道）,c,2010-12-15,2010-12-21,4,8,4 ,1.2,68,65
556,多摩市貝取5,35.612305,139.440384,JGD2011,都道府中町田線（鎌倉街道）,b,2010-12-15,2010-12-21,4,4,4 ,1.2,66,63
557,多摩市関戸4-10,35.647438,139.452744,JGD2011,都道府中町田線（鎌倉街道）,c,2010-12-15,2010-12-21,4,7,4 ,1.2,70,67
558,多摩市鶴牧1-1-4,35.625220,139.421285,JGD2011,都道小山乞田線（多摩ニュータウン通り）,c,2010-12-15,2010-12-21,4,4,3.5 ,1.2,66,62
559,多摩市乞田712,35.631371,139.436386,JGD2011,都道小山乞田線（多摩ニュータウン通り）,b,2010-12-15,2010-12-21,4,4,4 ,1.2,68,63
560,多摩市関戸6-5,35.638508,139.449600,JGD2011,都道府中町田線,B,2010-10-26,2010-10-27,4,4,4.6 ,1.2,68,63
561,稲城市矢野口228,35.640774,139.520325,JGD2011,都道川崎府中線（川崎街道）,c,2010-08-19,2010-08-19,4,4,6 ,1.2,69,-
562,稲城市大丸928-1,35.648172,139.492174,JGD2011,都道稲城日野線（川崎街道）,c,2010-08-19,2010-08-19,4,4,6 ,1.2,70,-
563,稲城市坂浜418,35.627499,139.487488,JGD2011,都道町田調布線（鶴川街道）,a,2010-08-19,2010-08-19,4,2,2 ,1.2,68,-
564,稲城市東長沼1735,35.637405,139.509216,JGD2011,都道町田調布線（鶴川街道）,b,2010-08-19,2010-08-19,4,2,4 ,1.2,67,-
565,稲城市百村2129,35.634609,139.486862,JGD2011,都道南多摩尾根幹線（尾根幹線）,b,2010-08-19,2010-08-19,4,2,5 ,1.2,65,-
566,稲城市若葉台2-17-1,35.621517,139.478521,JGD2011,都道町田調布線（鶴川街道）,b,2010-08-19,2010-08-19,4,2,5 ,1.2,61,-
567,稲城市若葉台4-32,35.628891,139.470459,JGD2011,都道南多摩尾根幹線（尾根幹線）,a,2010-08-19,2010-08-19,4,2,4 ,1.2,67,-
568,稲城市東長沼1362,35.643494,139.506638,JGD2011,都道川崎府中線（川崎街道）,b,2010-08-19,2010-08-20,4,4,6 ,1.2,69,65
569,稲城市大丸1173,35.649818,139.481720,JGD2011,都道稲城日野線（川崎街道）,c,2010-08-19,2010-08-20,4,4,6 ,1.2,69,66
570,稲城市東長沼1052,35.642918,139.501526,JGD2011,都道川崎府中線,C,2010-10-18,2010-10-19,4,4,6.5 ,1.2,68,63
571,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2010-05-13,2010-05-14,4,2,1.5 ,1.2,69,63
572,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線（新奥多摩街道）,b,2010-05-13,2010-05-14,4,2,3.5 ,1.2,66,62
573,羽村市富士見平2-20-1,35.762592,139.325638,JGD2011,都道羽村瑞穂線（羽村街道）,a,2010-05-18,2010-05-18,4,4,2.5 ,1.2,65,-
574,羽村市緑ヶ丘5-2-1,35.767163,139.311026,JGD2011,羽村市道第１０１号線（市役所通り）,c,2010-05-10,2010-05-10,6,2,2.5 ,1.2,70,-
575,羽村市緑ヶ丘2-18-5,35.764785,139.319662,JGD2011,羽村市道第１０３号線（水道道路）,a,2010-05-12,2010-05-12,6,2,3.4 ,1.2,64,-
576,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2010-11-11,2010-11-12,4,2,1.5 ,1.2,69,64
577,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線（新奥多摩街道）,b,2010-11-11,2010-11-12,4,2,3.5 ,1.2,65,61
578,羽村市富士見平2-20-1,35.762592,139.325638,JGD2011,都道羽村瑞穂線（羽村街道）,a,2010-11-09,2010-11-09,4,4,2.5 ,1.2,65,-
579,羽村市緑ヶ丘5-2-1,35.767163,139.311026,JGD2011,羽村市道第１０１号線（市役所通り）,c,2010-11-08,2010-11-08,6,2,2.5 ,1.2,67,-
580,羽村市緑ヶ丘2-18-5,35.764785,139.319662,JGD2011,羽村市道第１０３号線（水道道路）,a,2010-11-10,2010-11-10,6,2,3.4 ,1.2,65,-
581,あきる野市小川638,35.721107,139.317123,JGD2011,都道１６６号線（瑞穂あきる野八王子線）,a,2010-10-14,2010-10-15,4,2,1 ,1.2,69,65
582,あきる野市菅生725,35.747017,139.289734,JGD2011,国道４１１号（滝山街道）,b,2010-10-14,2010-10-15,3,2,2 ,1.2,70,67
583,あきる野市舘谷230,35.731209,139.230316,JGD2011,都道杉並あきる野線（五日市街道）,c,2010-10-14,2010-10-15,4,4,3 ,1.2,65,58
584,あきる野市小川836,35.720715,139.319839,JGD2011,都道杉並あきる野線（睦橋通り）,b,2010-10-14,2010-10-15,4,4,3 ,1.2,66,62
585,あきる野市引田553,35.724789,139.267441,JGD2011,都道杉並あきる野線,B,2010-11-04,2010-11-05,4,4,5 ,1.2,69,63
586,あきる野市荷田子乙津,35.724284,139.180189,JGD2011,都道上野原あきる野線,B,2010-11-04,2010-11-05,4,2,3.5 ,1.2,66,59
587,あきる野市山田935,35.725582,139.255447,JGD2011,都道山田宮の前線,A,2010-11-04,2010-11-05,4,2,1.5 ,1.2,69,63
588,あきる野市瀬戸岡115,35.736153,139.292786,JGD2011,都道伊那福生線,A,2010-11-04,2010-11-05,4,2,2 ,1.2,67,60
589,西東京市住吉町6-1-5,35.743546,139.550903,JGD2011,都道保谷志木線,a,2011-01-24,2011-01-25,4,2,1.2 ,1.2,71,66
590,西東京市泉町3-12-35,35.741112,139.557114,JGD2011,都道東大泉田無線,a,2011-01-24,2011-01-25,4,2,2.8 ,1.2,68,66
591,西東京市保谷町1-19-11,35.732121,139.554703,JGD2011,都道杉並田無線(新青梅街道),b,2011-01-24,2011-01-25,4,2,2.5 ,1.2,69,66
592,西東京市谷戸町1-17-2,35.741058,139.543610,JGD2011,都道ひばりが丘停車場線,a,2011-01-24,2011-01-25,4,2,4.2 ,1.2,66,62
593,西東京市向台町2-5,35.720837,139.542542,JGD2011,都道調布田無線(武蔵境通り),a,2011-01-24,2011-01-25,4,2,4.7 ,1.2,65,64
594,西東京市柳沢2-18-46,35.725296,139.553818,JGD2011,都道東京所沢線(青梅街道),c,2011-01-24,2011-01-25,4,6,3.0 ,1.2,68,65
595,西東京市南町3-18-40,35.722900,139.542114,JGD2011,市道１１９号線,a,2011-01-24,2011-01-25,6,2,5.5 ,1.2,63,60
596,西東京市田無町7-3-30,35.730293,139.531357,JGD2011,都道新宿青梅線(青梅街道),c,2011-01-12,2011-01-13,4,2,1.4 ,1.2,71,68
597,西東京市西原町4-1,35.735031,139.527542,JGD2011,都道新宿青梅線,B,2010-10-18,2010-10-19,4,4,3 ,1.2,72,71
598,西多摩郡瑞穂町箱根ヶ崎西松原50,35.773102,139.335999,JGD2011,国道１６号,C,2010-11-04,2010-11-05,3,4,4.1 ,1.2,59,57
599,西多摩郡瑞穂町二本木907,35.789516,139.360397,JGD2011,国道１６号,B,2010-11-04,2010-11-05,3,4,5.6 ,1.2,70,69
600,西多摩郡奥多摩町海沢,35.787006,139.124954,JGD2011,都道奥多摩あきる野線,B,2010-11-04,2010-11-05,4,2,3.1 ,1.2,61,52
601,西多摩郡桧原村人里事貫,35.707058,139.097192,JGD2011,都道川野上川乗線,B,2010-11-04,2010-11-05,4,2,0.9 ,1.2,62,50
602,西多摩郡奥多摩町留浦,35.800583,138.999527,JGD2011,国道４１１号,B,2010-11-04,2010-11-05,3,2,1 ,1.2,61,52
603,西多摩郡桧原村人里上川乗,35.703567,139.112871,JGD2011,都道上野原あきる野線,B,2010-10-26,2010-10-27,4,2,2.6 ,1.2,57,50
