罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,青梅,新町交番,132055,東京都,青梅市,新町７丁目,2022/3/13,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,青梅,新町交番,132055,東京都,青梅市,新町８丁目,2022/6/20,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,青梅,新町交番,132055,東京都,青梅市,新町９丁目,2022/6/4,13,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,青梅,新町交番,132055,東京都,青梅市,末広町１丁目,2022/3/7,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,青梅,新町交番,132055,東京都,青梅市,野上町３丁目,2022/4/2,11,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,青梅,新町交番,132055,東京都,青梅市,藤橋２丁目,2022/6/10,22,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,青梅,東青梅駅前交番,132055,東京都,青梅市,東青梅５丁目,2022/3/10,23,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,青梅,河辺駅前交番,132055,東京都,青梅市,河辺町７丁目,2022/4/27,19,一戸建住宅,その他,その他
窃盗,部品ねらい,福生,下福生駐在所,132187,東京都,福生市,牛浜,2022/6/3,4,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,福生,五ノ神駐在所,132276,東京都,羽村市,五ノ神,2022/4/21,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,南田園駐在所,132187,東京都,福生市,南田園３丁目,2022/6/19,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,小作駅前交番,132276,東京都,羽村市,栄町１丁目,2022/5/4,18,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,福生,小作駅前交番,132276,東京都,羽村市,小作台５丁目,2022/9/6,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,福生,横田交番,132187,東京都,福生市,大字熊川,2022/4/28,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,福生,横田交番,132187,東京都,福生市,大字福生,2022/6/4,18,その他,その他,ナンバープレート
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野２丁目,2022/3/16,13,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,渕上駐在所,132284,東京都,あきる野市,引田,2022/6/24,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,福生,石畑上駐在所,133035,東京都,瑞穂町,大字石畑,2022/4/1,不明,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,福生,神明台交番,132276,東京都,羽村市,神明台２丁目,2022/2/26,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,福生駅前交番,132187,東京都,福生市,加美平４丁目,2022/6/20,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,福生,福生駅前交番,132187,東京都,福生市,本町,2022/11/21,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,秋川４丁目,2022/7/30,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,大字箱根ケ崎,2022/6/23,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,箱根ケ崎東松原,2022/4/24,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,南平２丁目,2022/2/15,19,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,南平２丁目,2022/12/17,6,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,福生,羽村駅前交番,132276,東京都,羽村市,緑ヶ丘４丁目,2022/6/23,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,福生,羽駐在所,132276,東京都,羽村市,羽中１丁目,2022/5/8,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,大字長岡下師岡,2022/6/26,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,大字長岡長谷部,2022/6/30,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡３丁目,2022/4/30,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,八王子,元横山交番,132012,東京都,八王子市,本町,2022/4/9,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,中町,2022/7/1,17,道路上,その他,その他
窃盗,部品ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,南新町,2022/6/17,19,道路上,その他,ナンバープレート
窃盗,部品ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町１丁目,2022/3/5,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町３丁目,2022/6/4,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,緑町,2022/3/26,15,一戸建住宅,その他,その他
窃盗,部品ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,万町,2022/6/4,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町４丁目,2022/5/14,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,八王子,宮下駐在所,132012,東京都,八王子市,宮下町,2022/11/5,15,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,富士森交番,132012,東京都,八王子市,台町４丁目,2022/9/22,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,富士森交番,132012,東京都,八王子市,緑町,2022/9/29,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,左入町駐在所,132012,東京都,八王子市,谷野町,2022/4/16,20,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町４丁目,2022/5/27,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,つくし野駅前交番,132098,東京都,町田市,つくし野１丁目,2022/11/8,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,つくし野駅前交番,132098,東京都,町田市,つくし野２丁目,2022/6/6,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,つくし野駅前交番,132098,東京都,町田市,つくし野４丁目,2022/7/5,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,つくし野駅前交番,132098,東京都,町田市,南つくし野４丁目,2022/5/12,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,三輪駐在所,132098,東京都,町田市,三輪町,2022/4/22,19,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,中町交番,132098,東京都,町田市,旭町１丁目,2022/12/12,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,町田,中町交番,132098,東京都,町田市,中町３丁目,2022/6/25,1,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,南町田グランベリーパーク駅前交,132098,東京都,町田市,南町田５丁目,2022/7/30,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,上小山田町,2022/11/3,22,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,下小山田町,2022/4/2,11,一戸建住宅,その他,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,下小山田町,2022/4/9,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,下小山田町,2022/8/25,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2022/3/7,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2022/3/12,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2022/4/4,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,常盤駐在所,132098,東京都,町田市,矢部町,2022/6/13,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2022/6/3,8,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽東２丁目,2022/1/5,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生駐在所,132098,東京都,町田市,忠生３丁目,2022/5/17,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2022/5/12,13,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,成瀬駅前交番,132098,東京都,町田市,成瀬が丘１丁目,2022/2/27,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,成瀬駐在所,132098,東京都,町田市,成瀬４丁目,2022/4/21,14,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,成瀬駐在所,132098,東京都,町田市,成瀬７丁目,2022/6/3,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東２丁目,2022/12/9,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東３丁目,2018/1/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2022/1/25,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2022/2/28,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2022/7/5,17,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2022/9/21,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2022/9/29,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,玉川学園駐在所,132098,東京都,町田市,玉川学園５丁目,2022/2/12,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,玉川学園駐在所,132098,東京都,町田市,玉川学園５丁目,2022/7/10,1,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,玉川学園駐在所,132098,東京都,町田市,玉川学園８丁目,2022/4/1,0,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2022/12/20,5,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2022/8/21,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2022/11/13,9,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,金井ヶ丘５丁目,2022/5/18,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,藤の台１丁目,2022/8/18,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,藤の台１丁目,2022/12/6,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,藤の台１丁目,2022/12/7,1,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森２丁目,2022/7/4,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森７丁目,2022/7/12,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森７丁目,2022/11/16,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森東４丁目,2022/10/10,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,鶴川駅前交番,132098,東京都,町田市,鶴川２丁目,2022/8/11,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,鶴川駅前交番,132098,東京都,町田市,鶴川４丁目,2022/7/21,15,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,町田,鶴川駅前交番,132098,東京都,町田市,金井ヶ丘４丁目,2022/5/19,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,小川２丁目,2021/12/27,17,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間８丁目,2021/9/9,22,その他,その他,ナンバープレート
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平２丁目,2022/8/10,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平２丁目,2022/8/10,21,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,日野本町５丁目,2022/9/30,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,平山交番,132128,東京都,日野市,南平９丁目,2022/7/9,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,日野駅前交番,132128,東京都,日野市,日野本町７丁目,2022/7/29,8,その他,その他,その他
窃盗,部品ねらい,日野,旭が丘駐在所,132128,東京都,日野市,旭が丘４丁目,2022/7/8,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,日野,滝合橋駐在所,132128,東京都,日野市,東平山２丁目,2022/8/14,21,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,日野,百草園交番,132128,東京都,日野市,高幡,2022/5/9,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,南平４丁目,2022/1/3,2,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/27,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/29,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/29,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/30,8,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/30,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/10/11,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/11/26,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/11/30,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/11/30,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/11/30,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/11/24,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/11/28,8,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/11/30,9,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/11/30,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/12/8,1,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,中神町２丁目,2022/5/19,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,福島町３丁目,2022/7/18,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,宮沢町２丁目,2022/5/26,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,大神駐在所,132071,東京都,昭島市,田中町３丁目,2022/7/23,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,昭島,大神駐在所,132071,東京都,昭島市,田中町３丁目,2022/9/1,0,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2022/1/3,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2022/9/28,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2022/10/5,8,その他,その他,その他
窃盗,部品ねらい,昭島,拝島駅前交番,132071,東京都,昭島市,松原町４丁目,2022/11/18,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,昭島,拝島駅前交番,132071,東京都,昭島市,緑町２丁目,2022/4/18,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,田中町,2022/12/26,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,つつじが丘２丁目,2022/12/2,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野２丁目,2022/6/3,19,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野３丁目,2022/11/26,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野３丁目,2022/11/29,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野３丁目,2022/11/30,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,立川,一番町六丁目駐在所,132021,東京都,立川市,一番町６丁目,2021/12/24,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,国立駅前交番,132152,東京都,国立市,北２丁目,2022/12/1,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町１丁目,2022/7/6,11,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町１丁目,2022/9/16,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,一番町３丁目,2022/7/4,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,一番町４丁目,2022/6/7,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,西砂町１丁目,2022/4/28,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,西砂町３丁目,2022/2/22,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,富士塚交番,132021,東京都,立川市,緑町,2022/9/25,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,立川,富士見町交番,132021,東京都,立川市,富士見町６丁目,2022/11/22,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,立川,東区駐在所,132152,東京都,国立市,東２丁目,2022/1/20,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町６丁目,2022/6/1,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町６丁目,2022/6/10,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町１丁目,2022/2/15,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町１丁目,2022/12/1,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町３丁目,2022/5/10,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町４丁目,2022/11/26,19,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町３丁目,2022/3/1,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町７丁目,2022/4/29,0,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町８丁目,2022/3/13,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町１丁目,2022/3/13,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022/4/2,7,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022/4/11,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022/6/12,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022/10/15,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,緑町,2022/12/3,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2022/7/30,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2022/8/25,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2022/8/27,18,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,立川,羽衣町交番,132152,東京都,国立市,西２丁目,2022/2/28,18,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,立川,若葉町駐在所,132021,東京都,立川市,若葉町１丁目,2022/11/15,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,立川,若葉町駐在所,132021,東京都,立川市,若葉町１丁目,2022/11/27,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,立川,谷保交番,132152,東京都,国立市,青柳２丁目,2022/7/8,21,道路上,その他,ナンバープレート
窃盗,部品ねらい,立川,谷保交番,132152,東京都,国立市,東４丁目,2022/8/5,23,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,立川,谷保交番,132152,東京都,国立市,泉４丁目,2022/5/7,17,その他,その他,タイヤ・ホイール
窃盗,部品ねらい,立川,錦町交番,132021,東京都,立川市,羽衣町３丁目,2022/6/21,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,高松町交番,132021,東京都,立川市,栄町６丁目,2022/8/2,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,府中,中河原交番,132063,東京都,府中市,住吉町１丁目,2022/3/13,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,府中,中河原交番,132063,東京都,府中市,住吉町１丁目,2022/3/19,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,府中,中河原交番,132063,東京都,府中市,住吉町２丁目,2022/12/3,22,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,府中,中河原交番,132063,東京都,府中市,住吉町３丁目,2019/11/21,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,府中,分梅駐在所,132063,東京都,府中市,本町４丁目,2022/8/25,5,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,府中,南町交番,132063,東京都,府中市,矢崎町５丁目,2022/8/9,11,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,府中,南町交番,132063,東京都,府中市,矢崎町５丁目,2022/11/11,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,府中,四谷駐在所,132063,東京都,府中市,四谷６丁目,2022/11/10,2,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/3/31,23,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,府中,是政交番,132063,東京都,府中市,是政３丁目,2022/4/15,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,府中,東府中駅前交番,132063,東京都,府中市,若松町２丁目,2022/7/8,21,４階建て以上共同住宅,その他,その他
