罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,葛飾,宝町交番,131229,東京都,葛飾区,宝町２丁目,2022/9/15,11,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,小松橋交番,131229,東京都,葛飾区,奥戸５丁目,2021/11/5,15,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,立石駅前交番,131229,東京都,葛飾区,立石２丁目,2022/5/19,14,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛飾,細田交番,131229,東京都,葛飾区,東新小岩１丁目,2022/7/6,22,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,今井交番,131237,東京都,江戸川区,西瑞江３丁目,2022/3/31,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,南篠崎交番,131237,東京都,江戸川区,篠崎町４丁目,2022/12/23,10,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,小松川一丁目交番,131237,東京都,江戸川区,小松川１丁目,2022/2/21,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,小松川一丁目交番,131237,東京都,江戸川区,小松川２丁目,2019/10/1,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,小松川一丁目交番,131237,東京都,江戸川区,小松川２丁目,2022/7/7,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,小松川四丁目交番,131237,東京都,江戸川区,平井１丁目,2022/8/8,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,小松川四丁目交番,131237,東京都,江戸川区,平井２丁目,2022/4/22,18,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,平井七丁目交番,131237,東京都,江戸川区,平井７丁目,2022/6/27,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,平井駅前交番,131237,東京都,江戸川区,平井４丁目,2016/12/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,松島四丁目交番,131237,東京都,江戸川区,松島３丁目,2022/9/1,14,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,椿町駐在所,131237,東京都,江戸川区,春江町２丁目,2022/12/19,19,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町４丁目,2022/1/10,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町７丁目,2022/12/26,15,道路上,その他,キーあり,なし,なし
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀１丁目,2022/1/7,22,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,谷河内１丁目,2022/10/30,20,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,一里塚交番,131237,東京都,江戸川区,東小岩２丁目,2022/1/25,13,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,一里塚交番,131237,東京都,江戸川区,東小岩２丁目,2022/9/9,13,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,北小岩二丁目交番,131237,東京都,江戸川区,北小岩３丁目,2022/6/10,14,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,北小岩駐在所,131237,東京都,江戸川区,北小岩８丁目,2021/1/15,不明,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,北小岩駐在所,131237,東京都,江戸川区,北小岩８丁目,2022/1/20,19,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,南小岩交番,131237,東京都,江戸川区,南小岩２丁目,2022/4/25,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,小岩駅前交番,131237,東京都,江戸川区,南小岩６丁目,2022/1/17,19,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,小岩駅前交番,131237,東京都,江戸川区,南小岩６丁目,2022/6/7,9,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨２丁目,2017/1/10,不明,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,共栄橋交番,131237,東京都,江戸川区,中葛西１丁目,2019/8/31,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,共栄橋交番,131237,東京都,江戸川区,中葛西３丁目,2022/12/9,8,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西２丁目,2022/9/29,19,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西４丁目,2022/7/20,12,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西５丁目,2022/12/2,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西７丁目,2022/2/23,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西７丁目,2022/4/22,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,東葛西五丁目交番,131237,東京都,江戸川区,東葛西１丁目,2022/11/25,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,東葛西五丁目交番,131237,東京都,江戸川区,東葛西４丁目,2022/11/24,5,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,東葛西五丁目交番,131237,東京都,江戸川区,東葛西４丁目,2022/11/30,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,江戸川六丁目交番,131237,東京都,江戸川区,江戸川６丁目,2022/9/25,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,清新町交番,131237,東京都,江戸川区,清新町１丁目,2021/1/1,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,清新町交番,131237,東京都,江戸川区,清新町２丁目,2021/4/1,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,清新町交番,131237,東京都,江戸川区,清新町２丁目,2022/2/21,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,臨海町６丁目,2022/9/20,22,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,臨海町６丁目,2022/9/20,22,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,臨海町６丁目,2022/11/12,17,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,一之江町,2022/5/27,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/5/1,22,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/7/20,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/8/8,14,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/9/2,19,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/10/11,9,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/10/22,9,その他,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西４丁目,2022/8/22,21,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,葛西橋東交番,131237,東京都,江戸川区,西葛西１丁目,2022/10/2,17,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,葛西駅前交番,131237,東京都,江戸川区,中葛西７丁目,2022/1/18,1,道路上,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西２丁目,2022/11/1,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西３丁目,2022/10/20,21,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西５丁目,2022/11/20,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2022/1/29,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2022/8/24,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,上柚木駐在所,132012,東京都,八王子市,上柚木,2021/3/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,越野,2021/8/17,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,打越町,2022/7/13,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,北野町,2022/3/26,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,北野町,2022/12/6,15,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢２丁目,2022/9/4,0,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,大塚,2022/6/30,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所２丁目,2021/3/1,12,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内２丁目,2022/10/20,8,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,大戸駐在所,132098,東京都,町田市,相原町,2022/8/11,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,大戸駐在所,132098,東京都,町田市,相原町,2022/12/1,9,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,小山駐在所,132098,東京都,町田市,小山町,2022/10/21,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,小山駐在所,132098,東京都,町田市,小山町,2022/11/6,2,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2022/5/17,16,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,松が谷交番,132012,東京都,八王子市,大塚,2022/7/11,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2022/7/17,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,高嶺交番,132012,東京都,八王子市,片倉町,2022/3/5,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,高嶺交番,132012,東京都,八王子市,片倉町,2022/7/23,17,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高尾,めじろ台交番,132012,東京都,八王子市,椚田町,2021/10/20,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高尾,めじろ台交番,132012,東京都,八王子市,椚田町,2022/5/15,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高尾,めじろ台交番,132012,東京都,八王子市,椚田町,2022/10/27,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高尾,めじろ台交番,132012,東京都,八王子市,めじろ台２丁目,2022/3/11,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高尾,めじろ台交番,132012,東京都,八王子市,山田町,2022/8/26,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高尾,諏訪交番,132012,東京都,八王子市,上壱分方町,2022/2/5,23,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高尾,諏訪交番,132012,東京都,八王子市,諏訪町,2022/5/18,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高尾,諏訪交番,132012,東京都,八王子市,大楽寺町,2022/3/25,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高尾,諏訪交番,132012,東京都,八王子市,弐分方町,2022/10/29,6,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高尾,長房町交番,132012,東京都,八王子市,長房町,2022/6/3,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高尾,長房町交番,132012,東京都,八王子市,長房町,2022/10/21,22,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高尾,館駐在所,132012,東京都,八王子市,館町,2022/5/25,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,向陽台駐在所,132250,東京都,稲城市,向陽台６丁目,2022/6/24,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241,東京都,多摩市,落合１丁目,2022/6/15,14,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241,東京都,多摩市,落合３丁目,2022/10/13,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2022/7/24,9,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2022/10/4,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2022/10/23,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,平尾交番,132250,東京都,稲城市,平尾１丁目,2022/7/23,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,愛宕交番,132241,東京都,多摩市,愛宕２丁目,2022/10/11,8,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,愛宕交番,132241,東京都,多摩市,和田,2022/2/19,22,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,桜ケ丘駅前交番,132241,東京都,多摩市,和田,2021/11/10,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,永山駅前交番,132241,東京都,多摩市,諏訪１丁目,2022/6/20,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,永山駅前交番,132241,東京都,多摩市,永山１丁目,2022/3/7,14,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,永山駅前交番,132241,東京都,多摩市,永山１丁目,2022/3/27,8,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,永山駅前交番,132241,東京都,多摩市,永山１丁目,2022/5/16,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,多摩中央,落合六丁目駐在所,132241,東京都,多摩市,南野３丁目,2022/7/29,23,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,貝取交番,132241,東京都,多摩市,貝取３丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,多摩中央,長峰駐在所,132250,東京都,稲城市,長峰１丁目,2022/4/29,17,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,けやき通交番,132209,東京都,東大和市,清水５丁目,2022/7/6,1,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,けやき通交番,132209,東京都,東大和市,向原１丁目,2018/3/1,不明,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,三ツ木交番,132233,東京都,武蔵村山市,残堀４丁目,2022/5/10,7,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,三ツ木交番,132233,東京都,武蔵村山市,残堀４丁目,2022/9/22,17,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,三ツ木交番,132233,東京都,武蔵村山市,残堀５丁目,2022/5/30,7,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,三ツ木交番,132233,東京都,武蔵村山市,中原１丁目,2022/6/17,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,中藤交番,132233,東京都,武蔵村山市,三ツ藤１丁目,2022/6/17,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,中藤交番,132233,東京都,武蔵村山市,三ツ藤１丁目,2022/7/11,17,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,中藤交番,132233,東京都,武蔵村山市,神明３丁目,2022/4/29,18,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,中藤交番,132233,東京都,武蔵村山市,中藤１丁目,2022/9/1,23,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,中藤交番,132233,東京都,武蔵村山市,本町２丁目,2022/4/19,20,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,中藤交番,132233,東京都,武蔵村山市,本町２丁目,2022/9/2,6,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,奈良橋交番,132209,東京都,東大和市,奈良橋３丁目,2021/12/25,13,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,榎１丁目,2022/4/17,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,大南１丁目,2022/9/8,19,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,緑が丘,2022/4/8,11,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,緑が丘,2022/6/23,15,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,緑が丘,2022/6/29,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,緑が丘,2022/8/30,8,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山交番,132233,東京都,武蔵村山市,緑が丘,2022/9/11,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,村山貯水池駐在所,132209,東京都,東大和市,多摩湖２丁目,2022/12/3,13,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東大和,残堀駐在所,132233,東京都,武蔵村山市,伊奈平３丁目,2022/2/4,10,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,残堀駐在所,132233,東京都,武蔵村山市,伊奈平５丁目,2022/10/31,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,残堀駐在所,132233,東京都,武蔵村山市,伊奈平５丁目,2022/11/1,0,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,玉川上水駅前交番,132233,東京都,武蔵村山市,大南４丁目,2022/8/13,12,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東大和,芋窪駐在所,132209,東京都,東大和市,芋窪６丁目,2022/7/30,20,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青梅,下長淵駐在所,132055,東京都,青梅市,友田町１丁目,2022/10/4,20,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,友田駐在所,132055,東京都,青梅市,友田町５丁目,2022/8/3,23,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青梅,大門駐在所,132055,東京都,青梅市,塩船,2021/12/14,16,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青梅,新町交番,132055,東京都,青梅市,新町２丁目,2022/9/13,15,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青梅,新町交番,132055,東京都,青梅市,新町３丁目,2022/7/26,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,新町交番,132055,東京都,青梅市,新町３丁目,2022/11/21,6,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,新町交番,132055,東京都,青梅市,新町４丁目,2022/3/5,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,新町交番,132055,東京都,青梅市,新町７丁目,2022/12/9,20,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,新町交番,132055,東京都,青梅市,新町９丁目,2022/9/4,16,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,新町交番,132055,東京都,青梅市,新町９丁目,2022/12/25,16,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,日向和田駐在所,132055,東京都,青梅市,日向和田３丁目,2022/6/19,19,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,東青梅駅前交番,132055,東京都,青梅市,東青梅２丁目,2019/9/15,不明,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青梅,畑中駐在所,132055,東京都,青梅市,畑中１丁目,2022/7/10,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
