罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西６丁目,2022/12/24,20,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西７丁目,2022/4/28,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西８丁目,2022/4/27,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,兵衛１丁目,2022/3/13,8,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,みなみ野１丁目,2022/7/24,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南大沢,下柚木交番,132012,東京都,八王子市,下柚木３丁目,2022/9/22,11,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,あり
窃盗,車上ねらい,南大沢,南大沢駅前交番,132012,東京都,八王子市,下柚木２丁目,2022/8/27,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,南大沢,南大沢駅前交番,132098,東京都,町田市,小山町,2022/7/27,0,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2022/7/8,12,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2022/7/19,11,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,南大沢,堀之内駐在所,132012,東京都,八王子市,東中野,2022/9/25,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南大沢,小山駐在所,132098,東京都,町田市,小山ヶ丘３丁目,2022/3/4,15,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2022/1/6,16,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2022/3/21,19,４階建て以上共同住宅,その他,施錠した,あり
窃盗,車上ねらい,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2022/10/3,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,南大沢,相原駅前交番,132098,東京都,町田市,小山ヶ丘４丁目,2022/11/11,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南大沢,相原駅前交番,132098,東京都,町田市,小山ヶ丘５丁目,2022/5/15,10,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高尾,めじろ台交番,132012,東京都,八王子市,椚田町,2022/8/24,18,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高尾,下恩方駐在所,132012,東京都,八王子市,下恩方町,2022/3/7,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高尾,並木町交番,132012,東京都,八王子市,散田町３丁目,2022/6/2,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高尾,並木町交番,132012,東京都,八王子市,散田町３丁目,2022/8/7,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,高尾,並木町交番,132012,東京都,八王子市,散田町３丁目,2022/9/1,7,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高尾,並木町交番,132012,東京都,八王子市,散田町５丁目,2022/2/18,13,その他,その他,施錠せず,なし
窃盗,車上ねらい,高尾,諏訪交番,132012,東京都,八王子市,泉町,2022/11/22,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高尾,諏訪交番,132012,東京都,八王子市,諏訪町,2022/8/25,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高尾,諏訪交番,132012,東京都,八王子市,四谷町,2022/9/4,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高尾,長房町交番,132012,東京都,八王子市,長房町,2022/8/19,9,道路上,その他,施錠せず,なし
窃盗,車上ねらい,高尾,館駐在所,132012,東京都,八王子市,館町,2022/3/25,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高尾,高尾駅前交番,132012,東京都,八王子市,横川町,2022/4/5,2,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2022/1/14,不明,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2022/8/20,23,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,多摩中央,愛宕交番,132241,東京都,多摩市,乞田,2022/4/9,21,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,多摩中央,矢野口交番,132250,東京都,稲城市,押立,2022/2/22,19,その他,その他,施錠せず,あり
窃盗,車上ねらい,多摩中央,落合六丁目駐在所,132241,東京都,多摩市,落合６丁目,2022/8/9,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,多摩中央,落合六丁目駐在所,132241,東京都,多摩市,南野２丁目,2022/2/25,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,多摩中央,貝取交番,132241,東京都,多摩市,落合４丁目,2022/11/30,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,多摩中央,貝取交番,132241,東京都,多摩市,南野２丁目,2022/11/14,19,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東大和,けやき通交番,132209,東京都,東大和市,狭山５丁目,2022/7/4,20,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東大和,けやき通交番,132209,東京都,東大和市,清水６丁目,2022/10/23,21,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,東大和,けやき通交番,132209,東京都,東大和市,新堀１丁目,2022/10/20,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,東大和,けやき通交番,132209,東京都,東大和市,仲原２丁目,2022/3/11,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東大和,けやき通交番,132209,東京都,東大和市,向原１丁目,2022/11/14,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東大和,三ツ木交番,132233,東京都,武蔵村山市,三ツ木２丁目,2022/3/1,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東大和,中藤交番,132233,東京都,武蔵村山市,学園１丁目,2022/7/2,21,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東大和,中藤交番,132233,東京都,武蔵村山市,中藤５丁目,2022/4/16,15,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,東大和,中藤交番,132233,東京都,武蔵村山市,中央２丁目,2022/12/25,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,東大和,中藤交番,132233,東京都,武蔵村山市,本町３丁目,2022/1/26,19,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東大和,奈良橋交番,132209,東京都,東大和市,蔵敷３丁目,2022/5/14,15,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,東大和,奈良橋交番,132209,東京都,東大和市,蔵敷３丁目,2022/7/24,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東大和,奈良橋交番,132209,東京都,東大和市,立野２丁目,2022/5/24,23,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東大和,村山交番,132233,東京都,武蔵村山市,榎１丁目,2022/9/27,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東大和,村山交番,132233,東京都,武蔵村山市,大南１丁目,2022/1/13,20,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東大和,村山交番,132233,東京都,武蔵村山市,大南２丁目,2022/6/29,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東大和,村山交番,132233,東京都,武蔵村山市,学園２丁目,2022/3/6,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東大和,村山交番,132233,東京都,武蔵村山市,学園４丁目,2022/9/29,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東大和,村山交番,132233,東京都,武蔵村山市,学園５丁目,2022/7/31,10,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東大和,村山貯水池駐在所,132209,東京都,東大和市,清水１丁目,2022/12/20,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東大和,残堀駐在所,132233,東京都,武蔵村山市,残堀１丁目,2022/2/14,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,東大和,玉川上水駅前交番,132209,東京都,東大和市,桜が丘３丁目,2022/4/20,21,その他,その他,施錠せず,なし
窃盗,車上ねらい,東大和,玉川上水駅前交番,132209,東京都,東大和市,桜が丘３丁目,2022/8/29,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青梅,今寺駐在所,132055,東京都,青梅市,今寺２丁目,2022/9/18,3,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,青梅,今寺駐在所,132055,東京都,青梅市,藤橋２丁目,2022/6/19,15,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,青梅,今寺駐在所,132055,東京都,青梅市,藤橋２丁目,2022/7/11,1,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青梅,小河内駐在所,133086,東京都,奥多摩町,原,2022/10/8,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町６丁目,2022/2/25,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町６丁目,2022/9/23,13,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町７丁目,2022/3/12,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町８丁目,2022/5/10,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町８丁目,2022/7/4,23,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町９丁目,2022/4/22,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,末広町２丁目,2022/6/9,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青梅,東青梅駅前交番,132055,東京都,青梅市,東青梅１丁目,2022/5/24,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青梅,東青梅駅前交番,132055,東京都,青梅市,東青梅１丁目,2022/9/17,15,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青梅,河辺駅前交番,132055,東京都,青梅市,河辺町７丁目,2022/5/22,12,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,青梅,鳩の巣駐在所,133086,東京都,奥多摩町,白丸,2022/9/25,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,上福生駐在所,132187,東京都,福生市,加美平３丁目,2022/6/20,7,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,福生,下福生駐在所,132187,東京都,福生市,大字福生,2021/11/10,20,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,中福生駐在所,132187,東京都,福生市,北田園１丁目,2021/10/14,20,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,福生,中福生駐在所,132187,東京都,福生市,本町,2021/10/21,不明,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,福生,二宮駐在所,132284,東京都,あきる野市,野辺,2022/6/13,7,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,元狭山駐在所,133035,東京都,瑞穂町,大字富士山栗原新田,2022/2/21,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,元狭山駐在所,133035,東京都,瑞穂町,大字富士山栗原新田,2022/10/10,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,小作駅前交番,132276,東京都,羽村市,栄町１丁目,2022/7/12,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,小作駅前交番,132276,東京都,羽村市,栄町２丁目,2022/11/16,12,その他,その他,施錠せず,なし
窃盗,車上ねらい,福生,小作駅前交番,132276,東京都,羽村市,栄町２丁目,2022/11/21,21,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,あり
窃盗,車上ねらい,福生,小川駐在所,132284,東京都,あきる野市,小川,2021/9/8,21,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,福生,小川駐在所,132284,東京都,あきる野市,小川東１丁目,2022/9/9,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,横田交番,132187,東京都,福生市,大字熊川,2022/2/27,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,横田交番,132187,東京都,福生市,大字熊川,2022/3/25,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2022/10/31,0,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,石畑駐在所,133035,東京都,瑞穂町,大字殿ケ谷,2022/3/28,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,石畑駐在所,133035,東京都,瑞穂町,大字殿ケ谷,2022/8/2,0,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,石畑駐在所,133035,東京都,瑞穂町,大字武蔵,2022/10/5,13,その他,その他,施錠せず,なし
窃盗,車上ねらい,福生,神明台交番,132276,東京都,羽村市,神明台２丁目,2021/11/3,17,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,福生,神明台交番,132276,東京都,羽村市,神明台４丁目,2022/2/26,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,福生駅前交番,132187,東京都,福生市,加美平２丁目,2021/10/27,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,福生,福生駅前交番,132187,東京都,福生市,加美平４丁目,2022/4/6,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,福生駅前交番,132187,東京都,福生市,大字福生,2021/11/9,18,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,福生駅前交番,132187,東京都,福生市,武蔵野台２丁目,2021/8/27,21,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,秋川３丁目,2022/10/26,21,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,秋川６丁目,2022/10/26,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,油平,2022/7/21,18,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,油平,2022/10/26,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,瀬戸岡,2022/10/26,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,箱根ケ崎北駐在所,133035,東京都,瑞穂町,大字箱根ケ崎,2022/8/22,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,箱根ケ崎西松原,2022/3/10,0,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,箱根ケ崎西松原,2022/3/30,14,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,福生,羽村駅前交番,132276,東京都,羽村市,五ノ神１丁目,2022/6/27,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,羽村駅前交番,132276,東京都,羽村市,羽東２丁目,2021/11/12,16,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,福生,羽村駅前交番,132276,東京都,羽村市,緑ヶ丘２丁目,2022/1/6,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,羽村駅前交番,132276,東京都,羽村市,緑ヶ丘４丁目,2022/8/8,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,福生,羽駐在所,132276,東京都,羽村市,羽中１丁目,2022/4/23,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,野辺駐在所,132284,東京都,あきる野市,野辺,2022/2/8,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,大字長岡長谷部,2021/12/22,20,一戸建住宅,その他,施錠した,なし
窃盗,車上ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡１丁目,2022/1/21,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡１丁目,2022/4/16,20,その他の住宅（３階建て以下共同住宅等）,その他,施錠した,あり
窃盗,車上ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡１丁目,2022/10/16,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡４丁目,2021/7/13,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡４丁目,2021/7/13,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡４丁目,2022/3/12,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,大横町,2022/8/2,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町３丁目,2022/1/10,不明,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町４丁目,2022/8/17,0,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,平岡町,2022/6/17,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,旭町,2021/12/29,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,新町,2022/11/15,5,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,天神町,2022/10/9,11,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,三崎町,2022/3/21,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町２丁目,2022/10/3,8,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,横山町,2022/7/31,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,八王子,富士森交番,132012,東京都,八王子市,上野町,2022/7/23,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,富士森交番,132012,東京都,八王子市,台町２丁目,2022/3/30,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,八王子,富士森交番,132012,東京都,八王子市,台町２丁目,2022/11/2,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,八王子,富士森交番,132012,東京都,八王子市,緑町,2022/12/7,9,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2022/8/18,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2022/5/20,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2022/5/30,18,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2022/5/30,21,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2022/8/12,9,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2022/8/29,9,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2022/9/30,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,大谷町,2022/11/4,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,暁町１丁目,2022/7/9,22,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,左入町,2022/5/30,13,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王２丁目,2022/11/22,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町２丁目,2022/7/7,16,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,追分交番,132012,東京都,八王子市,八幡町,2022/12/18,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,八王子,追分交番,132012,東京都,八王子市,元本郷町３丁目,2022/6/6,23,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町３丁目,2022/11/6,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,南町田グランベリーパーク駅前交,132098,東京都,町田市,鶴間３丁目,2022/5/29,12,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,南町田グランベリーパーク駅前交,132098,東京都,町田市,鶴間３丁目,2022/9/3,15,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,南町田グランベリーパーク駅前交,132098,東京都,町田市,鶴間４丁目,2022/6/6,22,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,南町田グランベリーパーク駅前交,132098,東京都,町田市,鶴間４丁目,2022/6/8,0,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,南町田グランベリーパーク駅前交,132098,東京都,町田市,鶴間７丁目,2022/8/8,3,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,南町田グランベリーパーク駅前交,132098,東京都,町田市,鶴間７丁目,2022/9/19,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,原町田交番,132098,東京都,町田市,原町田６丁目,2022/11/25,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2021/10/15,18,その他,その他,施錠せず,なし
窃盗,車上ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2021/11/26,18,その他,その他,施錠せず,なし
窃盗,車上ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2022/11/5,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,小山田駐在所,132098,東京都,町田市,上小山田町,2022/1/9,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台１丁目,2021/12/18,23,その他,その他,施錠せず,あり
窃盗,車上ねらい,町田,山崎交番,132098,東京都,町田市,野津田町,2022/5/26,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2022/12/2,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2022/12/20,19,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,根岸町,2022/4/21,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西１丁目,2022/10/29,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,町田,忠生駐在所,132098,東京都,町田市,忠生４丁目,2022/6/13,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬６丁目,2022/3/25,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,成瀬駐在所,132098,東京都,町田市,成瀬６丁目,2022/2/7,13,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,町田,成瀬駐在所,132098,東京都,町田市,西成瀬１丁目,2022/3/6,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,木曽交番,132098,東京都,町田市,本町田,2022/3/21,13,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2022/4/6,15,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2022/11/9,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,町田,木曽交番,132098,東京都,町田市,木曽東３丁目,2022/9/17,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2022/3/21,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2022/5/18,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2022/8/5,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田５丁目,2022/1/21,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2022/6/26,13,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2022/11/16,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
