罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町２丁目,2022/10/27,8,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町２丁目,2022/11/5,22,４階建て以上共同住宅,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町４丁目,2022/3/11,10,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町４丁目,2022/3/20,10,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町４丁目,2022/7/17,19,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町４丁目,2022/9/21,6,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町４丁目,2022/10/12,16,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町４丁目,2022/10/29,12,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町４丁目,2022/11/2,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町４丁目,2022/12/14,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町５丁目,2022/7/12,11,駐車（輪）場,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町５丁目,2022/7/27,8,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町５丁目,2022/10/14,16,その他,その他,50歳代,その他,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,住吉町５丁目,2022/11/17,8,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,分梅町２丁目,2022/3/17,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,分梅町５丁目,2022/8/20,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,本町２丁目,2022/7/17,7,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,四谷１丁目,2022/5/1,18,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,四谷２丁目,2022/9/25,7,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,府中,中河原交番,132063,東京都,府中市,四谷４丁目,2022/2/25,19,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,片町２丁目,2022/1/15,10,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,片町３丁目,2022/6/12,12,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,片町３丁目,2022/7/8,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,片町３丁目,2022/8/12,9,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,住吉町２丁目,2022/11/16,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,府中町３丁目,2022/11/25,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,分梅町１丁目,2022/7/26,16,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,分梅町２丁目,2022/11/10,11,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,分梅町３丁目,2022/10/26,8,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,分梅町３丁目,2022/11/19,9,その他,その他,20歳代,大学生,施錠した
窃盗,自転車盗,府中,分梅駐在所,132063,東京都,府中市,本町４丁目,2022/6/2,9,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,是政６丁目,2022/4/9,17,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,本町２丁目,2022/8/7,22,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,本町２丁目,2022/11/5,16,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,南町１丁目,2022/6/10,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,南町２丁目,2022/6/3,22,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,南町３丁目,2022/6/25,18,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,南町３丁目,2022/6/30,7,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町１丁目,2022/9/17,8,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町２丁目,2022/5/25,14,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町２丁目,2022/8/17,11,道路上,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町２丁目,2022/9/28,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町３丁目,2022/10/18,19,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町４丁目,2022/9/9,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町５丁目,2022/5/4,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町５丁目,2022/5/24,20,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町５丁目,2022/5/31,16,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町５丁目,2022/5/31,19,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,府中,南町交番,132063,東京都,府中市,矢崎町５丁目,2022/11/13,15,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,四谷駐在所,132063,東京都,府中市,四谷３丁目,2022/9/6,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,府中,四谷駐在所,132063,東京都,府中市,四谷５丁目,2022/6/10,17,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,府中,四谷駐在所,132063,東京都,府中市,四谷５丁目,2022/6/15,16,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,府中,四谷駐在所,132063,東京都,府中市,四谷５丁目,2022/8/6,1,その他,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,府中,四谷駐在所,132063,東京都,府中市,四谷５丁目,2022/10/21,14,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,府中,四谷駐在所,132063,東京都,府中市,四谷６丁目,2022/9/14,19,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,四谷駐在所,132063,東京都,府中市,四谷６丁目,2022/10/24,16,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町２丁目,2021/4/13,16,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町２丁目,2021/12/28,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町２丁目,2022/8/16,8,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2022/2/22,13,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2022/3/21,15,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2022/5/26,14,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2022/5/28,9,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2022/7/12,17,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2022/10/12,14,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2022/10/22,9,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2022/11/6,10,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2022/11/20,11,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,多磨町１丁目,2022/7/18,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,府中,多磨駐在所,132063,東京都,府中市,紅葉丘２丁目,2022/2/13,15,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,片町３丁目,2022/10/1,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,寿町１丁目,2022/5/27,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,寿町１丁目,2022/7/24,11,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,是政４丁目,2022/10/2,16,４階建て以上共同住宅,その他,10歳代,中学生,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,八幡町２丁目,2022/7/16,20,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,八幡町３丁目,2022/9/21,13,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2021/10/12,20,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2021/12/26,10,その他,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/2/12,17,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/2/26,11,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/3/4,17,その他,その他,20歳代,大学生,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/4/22,11,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/5/5,17,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/5/26,9,４階建て以上共同住宅,その他,40歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/5/30,13,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/6/21,23,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/8/12,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/8/12,9,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/8/14,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/8/26,13,道路上,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/9/18,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/10/9,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/10/15,18,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/11/9,18,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町１丁目,2022/11/22,11,その他,その他,20歳代,大学生,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2021/12/17,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/1/10,12,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/1/10,14,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/5/22,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/5/27,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/6/1,9,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/6/10,不明,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/7/10,18,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2022/10/30,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,府中町３丁目,2022/7/8,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,本町１丁目,2022/4/23,13,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,本町１丁目,2022/5/1,10,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,本町１丁目,2022/9/20,23,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,本町１丁目,2022/9/28,5,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,本町２丁目,2022/9/10,13,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,本町２丁目,2022/9/10,13,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,本町２丁目,2022/9/22,17,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,本町４丁目,2022/7/3,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,緑町１丁目,2022/3/13,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,緑町１丁目,2022/4/3,7,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,緑町１丁目,2022/4/29,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,緑町１丁目,2022/8/5,17,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,緑町１丁目,2022/9/23,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,緑町１丁目,2022/10/22,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,緑町２丁目,2022/6/15,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,緑町２丁目,2022/7/26,17,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町１丁目,2022/1/20,12,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町１丁目,2022/3/28,13,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町１丁目,2022/5/2,17,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町１丁目,2022/5/6,13,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町１丁目,2022/8/4,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町１丁目,2022/8/26,15,その他,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町１丁目,2022/9/28,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町２丁目,2022/4/7,19,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町２丁目,2022/4/22,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町４丁目,2021/12/30,8,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮西町４丁目,2022/8/23,11,その他,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/2/2,18,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/4/21,8,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/5/5,15,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/6/1,11,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/7/17,9,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/7/20,11,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/8/1,15,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/9/3,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/9/4,20,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/9/8,19,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/9/18,0,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/9/28,20,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/9/30,14,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/10/23,1,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/11/11,23,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/11/19,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,宮町２丁目,2022/7/21,7,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,矢崎町１丁目,2022/6/5,8,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,大国魂交番,132063,東京都,府中市,若松町４丁目,2022/9/11,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,日鋼町交番,132063,東京都,府中市,片町３丁目,2022/6/25,23,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,府中,日鋼町交番,132063,東京都,府中市,寿町３丁目,2022/9/16,18,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,府中,日鋼町交番,132063,東京都,府中市,東芝町,2022/9/11,11,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,府中,日鋼町交番,132063,東京都,府中市,日鋼町,2022/4/22,6,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,府中,日鋼町交番,132063,東京都,府中市,日鋼町,2022/8/21,10,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,府中,日鋼町交番,132063,東京都,府中市,日鋼町,2022/10/30,17,その他,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,府中,日鋼町交番,132063,東京都,府中市,美好町２丁目,2022/3/26,16,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,府中,日鋼町交番,132063,東京都,府中市,美好町２丁目,2022/11/19,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,日鋼町交番,132063,東京都,府中市,美好町３丁目,2022/7/29,17,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,小柳町２丁目,2022/4/11,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,小柳町２丁目,2022/9/30,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,小柳町４丁目,2022/9/22,8,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,小柳町５丁目,2022/4/9,19,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,是政２丁目,2022/2/25,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,是政２丁目,2022/7/1,0,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,是政３丁目,2022/4/8,18,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,是政３丁目,2022/6/6,15,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,是政３丁目,2022/8/8,12,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,是政３丁目,2022/8/8,12,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,是政３丁目,2022/8/25,21,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,是政３丁目,2022/8/30,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,府中,是政交番,132063,東京都,府中市,是政３丁目,2022/9/16,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
