サービス名,問い合わせ先名称,問い合わせ先電話番号,問い合わせ先FAX番号,サービス詳細webサイト,掲載順,目次,大分類,中分類,小分類,サービス備考,問い合わせ先備考,標準地域コード
戸山図書館,戸山図書館,03-3207-1191,03-3207-1192,https://www.city.shinjuku.lg.jp/shisetsu/map3-6.html,572,文化/スポーツ,図書館/博物館/文化センター,区立図書館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
北新宿図書館,北新宿図書館,03-3365-4755,03-3365-6770,https://www.city.shinjuku.lg.jp/shisetsu/map3-3.html,573,文化/スポーツ,図書館/博物館/文化センター,区立図書館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
中町図書館,中町図書館,03-3267-3121,03-3269-7329,https://www.city.shinjuku.lg.jp/shisetsu/map3-7.html,574,文化/スポーツ,図書館/博物館/文化センター,区立図書館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
四谷図書館,四谷図書館,03-3341-0095,03-3341-0328,https://www.city.shinjuku.lg.jp/shisetsu/map3-9.html,575,文化/スポーツ,図書館/博物館/文化センター,区立図書館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
大久保図書館,大久保図書館,03-3209-3812,03-3209-3905,https://www.city.shinjuku.lg.jp/shisetsu/map3-2.html,576,文化/スポーツ,図書館/博物館/文化センター,区立図書館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
角筈図書館,角筈図書館,03-5371-0010,03-5371-0029,https://www.city.shinjuku.lg.jp/shisetsu/map3-4.html,577,文化/スポーツ,図書館/博物館/文化センター,区立図書館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
下落合図書館,下落合図書館,03-3368-6100,03-6908-5165,https://www.city.shinjuku.lg.jp/shisetsu/map3-11.html,578,文化/スポーツ,図書館/博物館/文化センター,区立図書館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
中央図書館　区役所内分室（区政情報センター内）,中央図書館　区役所内分室（区政情報センター内）,03-3209-1111,"",https://www.city.shinjuku.lg.jp/library/,579,文化/スポーツ,図書館/博物館/文化センター,区立図書館,"",区立図書館とは異なり、分室内の行政資料のみの閲覧・貸出業務を行っています。,"",http://statdb.nstac.go.jp/lod/sac/C13104
新宿歴史博物館,新宿歴史博物館,03-3359-2131,03-3359-5036,https://www.city.shinjuku.lg.jp/shisetsu/map4-1.html,580,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
林芙美子記念館,林芙美子記念館,03-5996-9207,03-5982-5789,https://www.city.shinjuku.lg.jp/shisetsu/map4-2.html,581,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
漱石山房記念館,漱石山房記念館,03-3205-0209,03-3205-0211,https://www.city.shinjuku.lg.jp/shisetsu/map4-5.html,582,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
佐伯祐三アトリエ記念館,佐伯祐三アトリエ記念館,03-5988-0091,03-5988-0092,https://www.city.shinjuku.lg.jp/shisetsu/map4-3.html,583,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
中村彝（つね）アトリエ記念館,中村彝（つね）アトリエ記念館,03-5906-5671,03-5906-5672,https://www.city.shinjuku.lg.jp/shisetsu/map4-4.html,584,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿ミニ博物館,文化観光課文化資源係,03-5273-4126,03-3209-1500,https://www.city.shinjuku.lg.jp/kanko/file03_00012.html,585,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
染の里おちあい（新宿ミニ博物館）,染の里二葉苑,03-3368-8133,"","",586,文化/スポーツ,図書館/博物館/文化センター,新宿ミニ博物館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
須賀神社三十六歌仙絵（新宿ミニ博物館）,須賀神社,03-3351-7023,"","",587,文化/スポーツ,図書館/博物館/文化センター,新宿ミニ博物館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
つまみかんざし博物館（新宿ミニ博物館）,つまみかんざし博物館,03-3361-3083,"","",588,文化/スポーツ,図書館/博物館/文化センター,新宿ミニ博物館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
十二社熊野神社の文化財（新宿ミニ博物館）,熊野神社,03-3343-5521,"","",589,文化/スポーツ,図書館/博物館/文化センター,新宿ミニ博物館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
内藤新宿太宗寺の文化財（新宿ミニ博物館）,太宗寺,03-3356-7731,"","",590,文化/スポーツ,図書館/博物館/文化センター,新宿ミニ博物館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
目白学園遺跡（新宿ミニ博物館）,目白学園,03-5996-3115,"","",591,文化/スポーツ,図書館/博物館/文化センター,新宿ミニ博物館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
東京染ものがたり博物館（新宿ミニ博物館）,富田染工芸,03-3987-0701,"","",592,文化/スポーツ,図書館/博物館/文化センター,新宿ミニ博物館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
木組み博物館（新宿ミニ博物館）,木組み博物館,03-3209-0430,"","",593,文化/スポーツ,図書館/博物館/文化センター,新宿ミニ博物館,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
区民ギャラリー,エコギャラリー新宿,03-3348-6277,03-3344-4434,https://www.city.shinjuku.lg.jp/kanko/260500community_00002.html,594,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ギャラリー「みるっく」,生涯学習スポーツ課生涯学習スポーツ係,03-5273-4358,03-5273-3590,https://www.city.shinjuku.lg.jp/kanko/260500community_00022.html,595,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿文化センター,新宿文化センター,03-3350-1141,03-3350-4839,https://www.city.shinjuku.lg.jp/shisetsu/map2-1.html,596,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
プラネタリウムの一般公開,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.regasu-shinjuku.or.jp/?page_id=116732,597,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
神田川ふれあいコーナー,みどり公園課みどりの係,03-5273-3924,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/file14_03_00003.html,598,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
神田川親水テラス,みどり公園課みどりの係,03-5273-3924,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/file14_03_00003.html,599,文化/スポーツ,図書館/博物館/文化センター,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
一般社団法人新宿観光振興協会,一般社団法人新宿観光振興協会,03-3344-3160,03-3344-3190,https://www.city.shinjuku.lg.jp/kanko/index03.html,600,文化/スポーツ,観光,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿観光案内所,一般社団法人新宿観光振興協会,03-3344-3160,"","",601,文化/スポーツ,観光,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿観光情報発信協力拠点,一般社団法人新宿観光振興協会,03-3344-3160,03-3344-3190,"",602,文化/スポーツ,観光,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿まち歩きガイド,一般社団法人新宿観光振興協会,03-3344-3160,03-3344-3190,"",603,文化/スポーツ,観光,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
家庭教育講座,教育支援課地域連携・家庭教育推進係,03-3232-1078,03-3232-1079,https://www.city.shinjuku.lg.jp/kodomo/file03_09_00001.html,604,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区職員の地域派遣事業（ふれあいトーク宅配便）,生涯学習スポーツ課生涯学習スポーツ係,03-5273-4358,03-5273-3590,https://www.city.shinjuku.lg.jp/kanko/260500community_00007.html,605,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
スポーツ教室・イベント,生涯学習スポーツ課生涯学習スポーツ係,03-5273-4358,03-5273-3590,https://www.city.shinjuku.lg.jp/kanko/community01_001001.html,606,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿未来創造財団「レガス新宿」,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map17-5.html,607,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
地域スポーツ・文化事業,新宿未来創造財団「レガス新宿」,03-3232-5121,03-3209-1833,"",608,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
生涯学習相談・各種講座,新宿未来創造財団「レガス新宿」（新宿文化センター内）,03-3350-1141,03-3350-4839,"",609,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
生涯学習館,新宿未来創造財団「レガス新宿」（新宿文化センター内）,03-3350-1141,03-3350-4839,https://www.city.shinjuku.lg.jp/kanko/community01_000001.html,610,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
赤城生涯学習館,新宿未来創造財団「レガス新宿」（新宿文化センター内）,03-3269-2400,03-3266-1794,https://www.city.shinjuku.lg.jp/shisetsu/map5-1.html,611,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸山生涯学習館,新宿未来創造財団「レガス新宿」（新宿文化センター内）,03-3207-1181,03-5272-8270,https://www.city.shinjuku.lg.jp/shisetsu/map5-4.html,612,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
北新宿生涯学習館,新宿未来創造財団「レガス新宿」（新宿文化センター内）,03-3365-3541,03-3227-0905,https://www.city.shinjuku.lg.jp/shisetsu/map5-2.html,613,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住吉町生涯学習館,新宿未来創造財団「レガス新宿」（新宿文化センター内）,03-3351-6566,03-3351-6458,https://www.city.shinjuku.lg.jp/shisetsu/map5-3.html,614,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
西戸山生涯学習館,新宿未来創造財団「レガス新宿」（新宿文化センター内）,03-3368-3221,03-3227-3560,https://www.city.shinjuku.lg.jp/shisetsu/map5-5.html,615,文化/スポーツ,生涯学習,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
スポーツ施設,生涯学習スポーツ課生涯学習スポーツ係,03-5273-4358,03-5273-3590,https://www.city.shinjuku.lg.jp/kanko/260500community_00014.html,616,文化/スポーツ,スポーツ/余暇,"","",利用方法等は直接各施設へお問い合わせください。,"",http://statdb.nstac.go.jp/lod/sac/C13104
新宿スポーツセンター,新宿スポーツテック＆サイエンス共同事業体,03-3232-0171,03-3232-0173,https://www.city.shinjuku.lg.jp/shisetsu/map7-1.html,617,文化/スポーツ,スポーツ/余暇,スポーツ施設,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿コズミックスポーツセンター,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-2.html,618,文化/スポーツ,スポーツ/余暇,スポーツ施設,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
大久保スポーツプラザ,新宿未来創造財団「レガス新宿」,03-5285-1477,03-5285-1477,https://www.city.shinjuku.lg.jp/shisetsu/map7-3.html,619,文化/スポーツ,スポーツ/余暇,スポーツ施設,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
四谷スポーツスクエア,東急スポーツシステム株式会社,03-6273-2651,03-6273-2656,https://www.city.shinjuku.lg.jp/shisetsu/map7-15.html,620,文化/スポーツ,スポーツ/余暇,スポーツ施設,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
東京都立新宿山吹高等学校プール/体育施設等開放,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,"",621,文化/スポーツ,スポーツ/余暇,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
学校施設等,新宿未来創造財団「レガス新宿」,03-3232-5121,03-3209-1833,https://www.city.shinjuku.lg.jp/kanko/260500community_00006.html,622,文化/スポーツ,スポーツ/余暇,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
西戸山公園野球場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-13.html,623,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,野球場・サッカー場・庭球場,"",事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
落合中央公園野球場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-8.html,624,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,野球場・サッカー場・庭球場,"",事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
甘泉園公園庭球場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-9.html,625,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,野球場・サッカー場・庭球場,"",事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
西落合公園庭球場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-12.html,626,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,野球場・サッカー場・庭球場,"",事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
落合中央公園庭球場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-8.html,627,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,野球場・サッカー場・庭球場,"",事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
大久保スポーツプラザ庭球場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-3.html,628,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,野球場・サッカー場・庭球場,"",事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
西落合公園少年野球場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-12.html,629,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,主に小学生対象の施設・運動広場,※一部、中学生・一般の方が使用できる施設があります。,事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
北新宿公園多目的広場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-10.html,630,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,主に小学生対象の施設・運動広場,※一部、中学生・一般の方が使用できる施設があります。,事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
戸山公園（箱根山）多目的運動広場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-11.html,631,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,主に小学生対象の施設・運動広場,※一部、中学生・一般の方が使用できる施設があります。,事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
妙正寺川公園運動広場（サッカー）,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-14.html,632,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,主に小学生対象の施設・運動広場,※一部、中学生・一般の方が使用できる施設があります。,事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
妙正寺川公園運動広場（野球）,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-14.html,633,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,主に小学生対象の施設・運動広場,※一部、中学生・一般の方が使用できる施設があります。,事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
旧淀橋中学校多目的運動広場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-6.html,634,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,主に小学生対象の施設・運動広場,※一部、中学生・一般の方が使用できる施設があります。,事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
新宿ここ・から広場多目的運動広場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/shisetsu/map7-5.html,635,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,主に小学生対象の施設・運動広場,※一部、中学生・一般の方が使用できる施設があります。,事前に団体登録が必要です。,http://statdb.nstac.go.jp/lod/sac/C13104
上智大学真田堀運動場,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,"",636,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,その他の野外スポーツ施設,"","",http://statdb.nstac.go.jp/lod/sac/C13104
外濠公園運動施設,千代田区地域振興部生涯学習・スポーツ課,03-5211-3627,"","",637,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,その他の野外スポーツ施設,"","",http://statdb.nstac.go.jp/lod/sac/C13104
外濠公園運動施設,外濠公園管理事務所,03-3341-1731,"","",638,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,その他の野外スポーツ施設,"","",http://statdb.nstac.go.jp/lod/sac/C13104
大日本印刷（株）狭山総合グラウンドテニスコート,大日本印刷（株）狭山総合グラウンド管理事務所,04-2954-4714,"",https://www.city.shinjuku.lg.jp/kanko/260500community_00004.html,639,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,その他の野外スポーツ施設,"","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿中央フットサル施設,新宿中央公園フットサル施設管理棟,03-5321-6237,"",https://www.city.shinjuku.lg.jp/seikatsu/midori01_002037.html,640,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,その他の野外スポーツ施設,"",https://shinjukuchuo-park.jp/futsal/,http://statdb.nstac.go.jp/lod/sac/C13104
江戸川河川敷グラウンド,新宿未来創造財団「レガス新宿」,03-3232-7701,03-3209-1833,https://www.city.shinjuku.lg.jp/kusei/community01_002116.html,641,文化/スポーツ,スポーツ/余暇,屋外スポーツ施設,その他の野外スポーツ施設,"","",http://statdb.nstac.go.jp/lod/sac/C13104
スポーツ推進委員,生涯学習スポーツ課生涯学習スポーツ係,03-5273-4358,03-5273-3590,https://www.city.shinjuku.lg.jp/kanko/community01_000101.html,642,文化/スポーツ,スポーツ/余暇,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
集会施設（地域センター）,"","","",https://www.city.shinjuku.lg.jp/seikatsu/community01_000104.html,643,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
四谷地域センター,四谷地域センター,03-3351-3314,03-3351-3324,https://www.city.shinjuku.lg.jp/shisetsu/map2-13.html,644,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
牛込簞笥地域センター,牛込簞笥地域センター,03-3260-3677,03-3260-3324,https://www.city.shinjuku.lg.jp/shisetsu/map2-5.html,645,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
榎町地域センター,榎町地域センター,03-3202-8585,03-3202-2478,https://www.city.shinjuku.lg.jp/shisetsu/map2-6.html,646,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
若松地域センター,若松地域センター,03-3209-6030,03-3209-6031,https://www.city.shinjuku.lg.jp/shisetsu/map2-14.html,647,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
大久保地域センター,大久保地域センター,03-3209-3961,03-3209-3962,https://www.city.shinjuku.lg.jp/shisetsu/map2-7.html,648,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸塚地域センター,戸塚地域センター,03-3209-8001,03-3209-8331,https://www.city.shinjuku.lg.jp/shisetsu/map2-12.html,649,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
落合第一地域センター,落合第一地域センター,03-3954-1611,03-3951-5734,https://www.city.shinjuku.lg.jp/shisetsu/map2-8.html,650,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
落合第二地域センター,落合第二地域センター,03-3951-9941,03-3951-9310,https://www.city.shinjuku.lg.jp/shisetsu/map2-9.html,651,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
柏木地域センター,柏木地域センター,03-3363-7036,03-3363-3733,https://www.city.shinjuku.lg.jp/shisetsu/map2-10.html,652,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
角筈地域センター,角筈地域センター,03-3377-1373,03-3377-1375,https://www.city.shinjuku.lg.jp/shisetsu/map2-11.html,653,文化/スポーツ,スポーツ/余暇,集会施設（地域センター）,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
区民ホール,各区民ホール,"","",https://www.city.shinjuku.lg.jp/seikatsu/community01_000105.html,654,文化/スポーツ,スポーツ/余暇,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
四谷区民ホール,四谷区民ホール,03-3351-2118,03-3351-2118,https://www.city.shinjuku.lg.jp/kusei/yotsuya01_000106.html,655,文化/スポーツ,スポーツ/余暇,"","",令和3年6月から令和4年9月まで休館,"",http://statdb.nstac.go.jp/lod/sac/C13104
牛込簞笥区民ホール,牛込簞笥区民ホール,03-3260-3421,03-3260-3421,https://www.city.shinjuku.lg.jp/soshiki/261400tans_00012.html,656,文化/スポーツ,スポーツ/余暇,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
角筈区民ホール,角筈区民ホール,03-3377-1372,03-3377-1073,https://www.city.shinjuku.lg.jp/soshiki/tsunohazu01_000104.html,657,文化/スポーツ,スポーツ/余暇,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
宿泊施設（区民保養施設）,生涯学習スポーツ課生涯学習スポーツ係,03-5273-4358,03-5273-3590,https://www.city.shinjuku.lg.jp/kanko/index08_01.html,658,文化/スポーツ,スポーツ/余暇,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
中強羅区民保養所「箱根つつじ荘」,中強羅区民保養所「箱根つつじ荘」,0460-82-1144,0460-82-3218,https://www.city.shinjuku.lg.jp/kanko/file02_05_00006.html,659,文化/スポーツ,スポーツ/余暇,宿泊施設,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
区民健康村「グリーンヒル八ヶ岳」,区民健康村「グリーンヒル八ヶ岳」,0551-32-7011,0551-32-7010,https://www.city.shinjuku.lg.jp/kanko/file02_05_00009.html,660,文化/スポーツ,スポーツ/余暇,宿泊施設,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
宿泊施設（区外学習施設/ヴィレッジ女神湖（女神湖高原学園））,教育支援課教育活動支援係,03-3232-1058,03-3232-1079,https://www.city.shinjuku.lg.jp/kanko/kyoseisaku03_000101.html,661,文化/スポーツ,スポーツ/余暇,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
しんじゅく多文化共生プラザ,しんじゅく多文化共生プラザ,03-5291-5171,03-5291-5172,https://www.city.shinjuku.lg.jp/tabunka/file03_00001.html,662,文化/スポーツ,多文化共生,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
日本語教室,しんじゅく多文化共生プラザ,03-5291-5171,03-5291-5172,https://www.city.shinjuku.lg.jp/tabunka/tabunka01_000001_00001.html,663,文化/スポーツ,多文化共生,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
外国人の方への情報提供,多文化共生推進課多文化共生推進係,03-5273-3504,03-3209-7455,https://www.city.shinjuku.lg.jp/tabunka/261000bunka_10.html,664,文化/スポーツ,多文化共生,"","",http://www.foreign.city.shinjuku.lg.jp/jp/,"",http://statdb.nstac.go.jp/lod/sac/C13104
住宅相談（住み替え相談・不動産取引相談）,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/file07_02_00011.html,665,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住宅資金融資相談,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/jutaku01_001053.html,666,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
マンション管理相談・相談員の派遣,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/jutaku01_001022.html,667,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
空家等の適正管理/無料相談会（空家等の所有者・管理者へのご案内）,建築調整課,03-5273-3107,03-3209-9227,https://www.city.shinjuku.lg.jp/anzen/index_r01.html,668,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
近隣の空家等の相談,建築調整課,03-5273-3107,03-3209-9227,"",669,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
家賃等債務保証料助成（高齢者等入居支援）,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/file07_02_00009.html,670,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
入居者死亡保険料助成（高齢者等入居支援）,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/jutaku01_000001_00003.html,671,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住宅修繕工事等業者のあっ旋,住宅課居住支援係,03-5273-3567,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/file07_02_00010.html,672,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
不動産登記無料相談,東京司法書士会新宿支部,03-3369-0838,"","",673,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
不動産登記無料相談,東京土地家屋調査士会新宿支部,03-3364-6510,"","",674,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
マンション問題無料なんでも相談,東京都マンション管理士会新宿支部,090-1033-9386,"",https://www.city.shinjuku.lg.jp/seikatsu/file07_02_00012.html,675,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住宅宿泊事業（民泊）,"","","","",676,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
無料不動産相談所,東京都宅地建物取引業協会新宿区支部,03-3361-7171,"","",677,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
リフォーム無料相談,新宿区住宅リフォーム協議会,03-3362-2161,"","",678,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区立住宅（区営住宅）,住宅課区立住宅管理係,03-5273-3787,03-3204-2386,https://www.city.shinjuku.lg.jp/seikatsu/file07_01_00001.html,679,住宅/まちづくり,住宅,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
