名称,名称(英語),カテゴリ,ジャンル,所在地,持ち主,認定1,認定日1,認定2,認定日2,緯度,経度,説明(日本語),説明(英語),画像URL,サムネイル画像URL,ホームページアドレス
内村鑑三終焉の地（今井館聖書講堂跡）,"",指定史跡,"",東京都新宿区北新宿三丁目10-1,個人,"",2017-03-29,"","",35.701873,139.691552,"キリスト教思想家・聖書学者である内村鑑三（1861〜1930）が、明治40年（1907）11月から昭和5年（1930）3月28日に亡くなるまで暮らした住居の跡で、今井館聖書講堂が併設されていた。鑑三は、万延2年（1861）に江戸小石川に生まれ、札幌農学校に学び、在学中にキリスト教に入信した。第一高等中学校の教員であった明治24年（1891）には教育勅語に対する「不敬事件」を起こし辞任。その後新聞記者などを経て、聖書学者としての道を歩んだ。社会問題に関心が深く、日露戦争開戦前夜には幸徳秋水らと非戦論を唱え、米国で排日法案が可決されようとすると、徳富蘇峰（1863〜1957）らと反対運動を展開した。鑑三の交友関係は広く、教育者の新渡戸稲造（1862〜1933）、植物学者の宮部金吾（1860〜1951）、ジャーナリストの徳富蘇峰、社会主義者の幸徳秋水（1871〜1911）、同志社英学校を開校した新島襄（1843〜1890）や、白樺派の作家有島武郎（1878〜1923）など多岐にわたる。今井館聖書講堂は、鑑三に感化された事業家今井樟太郎（1869〜1906）の妻ノブの寄進により建設されたため命名されたもので、鑑三の研究・啓発の場であった。建物は道路新設計画のため、昭和10年（1935）現在の目黒区中根に移築された。
鑑三が新宿区内に居住した後半生から晩年にかけての31年間（角筈に8年間、柏木に23年間）は、聖書研究を中心とする著述・講演などの活動が世間から評価され、経済的にも安定した生活を送った時期にあたる。教会よりも十字架を重んじるべきと唱えた「無教会主義」や、キリスト再臨への確信を説いた「再臨運動」といった鑑三の代表的な思想は、新宿区内での活動において提唱された。特に再臨運動は各地の教会に熱心な信仰復興を起こし、キリスト教界に大きな影響を与えた。
明治期を代表するキリスト教思想家である内村鑑三が研究・講義を行い、生涯を閉じた地として、思想史上、文化史上の重要な史跡である。","","","",""
鈴木三重吉終焉の地（「赤い鳥」社跡）,"",指定史跡,"",東京都新宿区歌舞伎町二丁目23-12,株式会社チェックメイト,"",2017-03-29,"","",35.695485,139.704341,"小説家・児童文学作家の鈴木三重吉（1882〜1936）が、昭和4年（1929）から昭和11年（1936）6月27日に亡くなるまで暮らした住居の跡であり、児童文芸雑誌『赤い鳥』の編集・出版を行った「赤い鳥」社の跡である。明治15年（1892）に広島市猿楽町に生まれた三重吉は、中学校在学中より創作活動を行った。東京帝国大学英文科で夏目漱石（1867〜1916）に師事し、生涯の師と慕った。漱石の推薦を得て「千鳥」が『ホトトギス』に掲載されて以降は、漱石門下の一員として、漱石宅での「木曜会」に参加した。長女が生まれたことを契機に、児童文学作品も手掛けるようになり、従来の教訓的なお伽噺や学校唱歌に不満を持っていた三重吉は、大正7年（1918）に『赤い鳥』を創刊し「芸術として真価のある綺麗な童話と童謡を創作する、最初の運動」として位置付けた。『赤い鳥』には、芥川龍之介（1892〜1927）・北原白秋（1885〜1942）・島崎藤村（1872〜1943）らの作品が寄せられ、坪田譲治（1890〜1982）・新美南吉（1913〜1943）ら新たな児童文学作家を世に送り出した。『赤い鳥』は18年間にわたり計196冊を刊行し、学校や地方の青年会などで輪読され多くの青少年に影響を与えた。
三重吉の新宿時代は、児童文芸雑誌『赤い鳥』が休刊から復刊し、三重吉の逝去に伴い終刊する、晩年の7年間にあたる。三重吉は、師・漱石の没後に『赤い鳥』を創刊し、芸術性を取り入れた児童文学運動を展開した。三重吉の運動には、すぐれた文学者と芸術家が参画し、多くの子ども達に芸術性と文学への親しみを植え付けた。また、児童文学・芸術に携わる多くの作家・児童文学者や芸術家を育成した。数多くの大正期児童文学の名作を生み出した『赤い鳥』は、日本の近代児童文学の出発点であり、その後の礎となる記念すべき雑誌である。この地は、近代児童文学・童謡の発祥・発展の地として、文学史上、教育史上の重要な史跡である。","","","",""
鏑木清方旧居跡,"",指定史跡,"",東京都新宿区矢来町38-3,個人,"",2019-06-03,"","",35.70327,139.731319,"この地は、日本画家・鏑木清方（1878〜1972）が、大正15年（1926）9月から昭和19年（1944）まで暮らした住居、通称「夜蕾亭」の跡である。
清方は、本名を健一といい、明治11年（1878）に、東京日日新聞（現在の毎日新聞）の創設者である條野採菊（1832〜1902）を父として、東京神田に生まれた。13歳の時に浮世絵の流れを汲む水野年方（1866〜1908）へ弟子入りし、17歳の時にはじめて新聞に挿絵が掲載されて以降、新聞や雑誌を舞台に、美人画を得意とする画家として地位を固めていった。挿絵の仕事の傍ら、様々な流派の青年画家が集う烏合会展覧会へ作品を出品し、画力を磨いた。明治40年（1907）に開設された文展では、「霽れゆく村雨」（大正3年）で二等賞（最高賞）を受賞し、一流画家の仲間入りを果たした。矢来町の家は、大正15年（1926）9月より賃借し、のちに購入。昭和7年（1932）には、懇意の建築家吉田五十八（1894〜1974）へ依頼し、応接間や玄関を改築して制作環境を整えた。清方はこの家で、代表作となる「築地明石町」（昭和2年）を制作し、帝国美術院賞を受賞した。そのほか「三遊亭圓朝像」（昭和5年、重要文化財）や「一葉」（昭和10年）等、絵画史に名を残す名作を多く制作した。
清方は、忘れ去られた時代の風俗を、流麗な筆遣いで描き、人気を博した。矢来町に居住時は、画家としての成熟期にあったのみならず、官展を含む諸々の展覧会で審査員をつとめ、展覧会運営の立場からも深く美術界の動向に関与した。この地は近代日本画家を代表する鏑木清方が、その成熟期を過ごした旧居跡であり、近代絵画史上重要な史跡である。","","","",""
辰野金吾の墓,"",指定史跡,"",東京都新宿区西新宿七丁目13　常圓寺墓地,常圓寺,"",2022-11-04,"","",35.69459,139.69694,"明治・大正時代を代表する建築家・辰野金吾（1854〜1919）の墓地。辰野金吾は、嘉永7年（1854）8月22日に唐津藩（現在の佐賀県）の下級武士の次男として生まれた。明治元年（1868）に叔父である辰野宗安の養子となり、明治6年（1873）に工部省工学寮（のちの工部大学校）の第一期生として入学、建築家のジョサイア・コンドルから建築を学び、同12年に首席で卒業した。翌年から三年間イギリスへ留学して西洋建築を学び、帰国後は工部大学校で建築に関するすべての講座を担当した。明治31年（1898）に帝国大学工科大学長となった後、同35年に退官し、辰野葛西事務所（東京）や、辰野片岡事務所（大阪）を開設し、重要文化財に指定されている日本銀行本店本館、東京駅丸の内駅舎をはじめとする日本近代建築史上重要な作品を手掛けた。また、建築学会会長などを歴任し、日本の近代建築の発展の礎を築いた。
墓石は総高186.4センチの安山岩の墓石で、正面には金吾の名とともに、妻の秀子の名前が刻まれる。右側面には金吾の経歴、戒名と没年が、左側面には秀子の戒名と没年が刻まれている。辰野家は常圓寺の檀家であり、金吾は庫裡や客殿（ともに現存しない）の設計も手掛けるなど、同寺との縁は深いものがあった。","","","",""
牛込城跡,"",登録史跡,"",東京都新宿区袋町15,光照寺,"",1985-12-06,"","",35.7006,139.73819,"中世に牛込地区を拠点としていた牛込氏の城館跡。
牛込氏は、赤城山麓の上野国勢多郡大胡（現在の群馬県前橋市大胡町周辺）を領有していた大胡氏の出で、15世紀末にその一派が武蔵国に進出し北条氏に従った。「牛込家文書」（東京都指定有形文化財）によると、大永6年（1526）には牛込に定住していたことがわかる。天文24年（1555）北条氏康（1515〜1571）により牛込姓への改姓を認められ、牛込から日比谷あたりまで領有した、天正18年（1590）の北条氏滅亡後は徳川氏に従い幕臣となった。
牛込城の築城時期や詳細な規模・構造は、当時の資料がなく不明である。城館跡には、正保2年（1645）に現在の光照寺が神田から移転してきた。","","","",""
富塚跡,"",登録史跡,"",東京都新宿区西早稲田一丁目6,早稲田大学,"",1987-03-12,"","",35.70923,139.71909,"現在、早稲田大学9号館の建っているあたりは、昭和39年（1964）までは水稲荷神社の境内になっており、そこには富塚という古墳があった。富塚は古墳時代後期に造営された円墳と思われるが、考古学的な調査が実施されなかったため詳細は不明である。
かつてこのあたりは塚が多く、戸塚の地名は富塚、十塚などに由来するといわれる。また水稲荷神社境内には高田富士という江戸で最初に造られた富士塚もあったが、これも古墳を流用して築かれた可能性がある。なお、富塚・高田富士は、共に昭和38〜39年に早稲田大学と土地を交換して西早稲田三丁目に移転した水稲荷神社の境内に再築されている。","","","",""
便々館湖鯉鮒の墓,"",登録史跡,"",東京都新宿区袋町15,光照寺,"",1990-03-02,"","",35.7006,139.73819,"江戸時代中期の狂歌師便々館湖鯉鮒（1749〜1818） の墓地。湖鯉鮒は本名を大久保正武といい、幕府御家人で牛込山伏町に居住した。
初め朱楽菅江（山崎景貫、1738〜1798）に狂歌を学び、その後唐衣橘州（小島源之助、1743〜1802）門下に移り、世に知られるようになった。
新宿区西新宿7-12-5にある日蓮宗常圓寺には、湖鯉鮒の没した翌年の文政2年（1819）に建てられた「三度たく米さへこわし 柔らかし 思ふまゝには ならぬ世の中」という狂歌を、親交のあった大田南畝（蜀山人、1749〜1823）が揮毫した狂歌碑がある。","","","",""
成子天神社の富士塚,"",登録史跡,"",東京都新宿区西新宿八丁目14-10,成子天神社,"",1990-06-01,"","",35.69624,139.69225,"大正9年（1920）8月に、成子天神社境内にあった天神山という小山に富士山の溶岩を加えて築造した富士塚で、高さ約12ｍと区内で最大規模をもつ。
元々は、地元の丸藤成子講社が奉祀していたもので、全盛期は200名もの講員を抱えていたというが、現在は活動していない。塚には成子講社の石碑のほか、近在のさまざまな業種の組合による寄進碑が建てられている。また、塚の北側には富士浅間神社の小祠が祀られている。
平成23年（2011）3月11日に起こった東日本大震災では山頂部分が一部崩落したが、その後修築され、山頂まで登拝できるようになった。","","","",""
生田春月旧居跡,"",登録史跡,"",東京都新宿区天神町63,個人,"",1995-02-03,"","",35.70526,139.73058,"詩人生田春月（1892〜1930）が、大正4年（1915）から11年間住んでいたところ。春月は本名を清平といい、鳥取県米子市に生まれた。9歳から詩作をはじめ16歳で上京、大正7年（1918）にこの地で発表した詩集『感傷の春』によって詩人としての地位を確立した。
なお、この前後にも横寺町・榎町・弁天町に住み、牛込在住は足掛け16年に及ぶ。昭和5年（1930）5月19日播磨灘で投身自殺した。
近くの多聞院（弁天町100番地）境内には、昭和62年（1987）に廣野晴彦が撰文・建立した詩碑が建ち、「わが空しくも斃れなば　あまたの友よあとつぎて　われにまされる詩を書けよ　ジャン・コクトオやワレリイの　伊達のすさびをやめにして　書けよ心の血の叫び」という詩が刻まれている。","","","",""
泉鏡花旧居跡,"",登録史跡,"",東京都新宿区南榎町22,個人,"",1995-02-03,"","",35.70191,139.72987,小説家泉鏡花（1873〜1939）が、明治32年（1899）から4年間住んでいたところ。鏡花は本名を鏡太郎といい、石川県金沢市に生まれた。尾崎紅葉に傾倒し明治24年（1891）上京して紅葉宅で玄関番をしながら師事した。この地では、代表作『湯島詣』『高野聖』などを発表した場所であり、その後に転居した現在の新宿区神楽坂2-22（東京理科大学が設置した説明板がある）とともに、鏡花の文学の開花した場所であった。,"","","",""
林芙美子終焉の地,"",登録史跡,"",東京都新宿区中井二丁目20-1（新宿区立林芙美子記念館）,新宿区,"",1995-02-03,"","",35.71557,139.68381,"小説家林芙美子（1903〜51）が、昭和16年（1941）8月から昭和26年（1951）6月28日に亡くなるまで住んでいたところ。
代表作『うず潮』『晩菊』『浮雲』などが執筆された。芙美子は福岡県門司市に生まれ（戸籍上）、幼年期、両親の行商について各地を転々とするが、やがて尾道に移り思春期を迎える。この頃より文学を志し大正11年（1922）上京、カフェーの女給など職を転々としながら創作活動に励み、昭和5年（1930）自伝的小説『放浪記』がベストセラーになり文壇での地位を確立した。
この地は昭和14年（1939）に一帯の土地を所有していた島津製作所から敷地を購入し、モダニズム建築と同時に和風建築も数多く手がけた建築家山口文象（1902〜1978）の設計により家屋を新築したもので、設計には芙美子の意見も反映している。戦時下で1棟あたりの建坪制限が30.25坪であったため、芙美子と夫で画家の緑敏（1902〜1989）別々の名義で1棟ずつ建てている。
なお、現在の庭は、芙美子の没後に緑敏が整備したもので、芙美子生前は竹林であったという。","","","",""
塚本明毅の墓碑,"",登録史跡,"",東京都新宿区新宿二丁目15-18,成覚寺,"",2000-03-02,"","",35.69101,139.70885,"幕末から明治初期に地誌編纂や改暦の推進に功績のあった幕臣・官吏塚本明毅（1833〜85）の墓碑。墓石は昭和30年代に整理され、現在は塚本家墓地内にこの墓碑が残る。
明毅は、幕府海軍に参加し、維新後は明治政府に出仕して『皇国地誌』など地誌の編纂や、暦日の対象表『三正綜覧』の発行に当たった。特に明治6年（1873） に、旧暦（ 天保暦・太陰太陽暦）から新暦（グレゴリオ暦・太陽暦）に改暦する際、その推進に寄与し、わが国の近代化の一翼を担った。
墓碑は没後10年を経て建てられたもので、篆額を榎本武揚（1836〜1908）、撰文を川田剛（甕江、1830〜1896）など、当時の一流の顕官・学者の手によるものである。","","","",""
萩原宗固の墓,"",登録史跡,"",東京都新宿区須賀町13,本性寺,"",2000-03-02,"","",35.68414,139.72127,"江戸時代中期の国学者・歌人萩原宗固（1703〜84）の墓地。平成6年（1994）に改葬整備され、北側に宗固の養父母の墓石が並べて建てられている。
宗固は江戸の市谷本村町生まれ、享保から天明年間に国学者・歌人として活躍し、門人として塙保己一（1746〜1821）や松平定信（1759〜1829）ら著名な人物を輩出した。特に保己一は『群書類従』の編纂にあたって、宗固の影響が大きかったという。現在の左門町や荒木町付近に居住するなど、四谷との縁が深い。","","","",""
吉川湊一の墓,"",登録史跡,"",東京都新宿区弁天町100,多聞院,"",2002-02-01,"","",35.70324,139.72742,"江戸時代中期の平家琵琶奏者、吉川湊一（1748〜1829）の墓地。吉川湊一は、江戸時代の視覚障害者社会組織である当道座の頂点である総検校を勤めるなど、当道座において重要な位置にあった人物である。また、当時の幕藩領主層の法要における儀礼音楽として採り入れられていた、平曲の名手でもあった。
竿石側面から裏面にかけて、湊一の出自、経歴が陰刻されている。","","","",""
東京府仮小学第三校跡,"",登録史跡,"",筑土八幡町6-12,個人,"",2016-03-04,"","",35.704146,139.739647,"この地は、明治3年（1870）東京府によって設置された教育施設である仮小学の跡である。
仮小学は、六校が市内の寺院の堂塔を利用して設けられたが、その第三校は曹洞宗久宝山萬昌院（現在は中野区上高田に移転し萬昌院運寺となっている）の境内に置かれた。明治5年(1872)に日本近代教育の基礎となった学制が発布されたが、明治政府はこれに先立つ明治2年(1869)、東京府に仮小学の設置を求めていた。これを受け府は、翌年に仮小学六校を開校し、そのうち第二校と第三校が現在の新宿区内に設置された。仮小学は、学制の原則である国民皆学・教育の機会均等をめざした小学校とは性格を異にし、当時の華士族を対象とした教育の場であった。教育内容は漢学中心で近世における藩校の特徴を色濃く残していた。仮小学は、明治4年（1871）文部省の管轄となり、その第三校は日蓮宗善国寺（神楽坂五丁目36番）境内に移転して「文部省小学第三校」と校名を変える。同6年（1873）には、再び府の管轄となり、市ヶ谷加賀町16番地に移転し、学制下の公立小学校として「第三中学区第二番公立小学牛籠学校」と改称する。その後、「同公立小学吉井学校」と校名を変更し、同13年（1880）に市谷柳町の「第三中学区第四番公立小学市ヶ谷学校」と合併し、牛込区北町26番地の「愛日小学」（現新宿区立愛日小学校の前身）となり現在に至っている。
仮小学は、日本の近代教育制度確立への過渡期に設けられた教育機関として記録すべきであり、その跡地は地域史上、教育史上の史跡として重要である。","","","",""
シイ,"",指定天然記念物,"",東京都新宿区霞ヶ丘町10-1(国立競技場),独立行政法人日本スポーツ振興センター,"",1984-12-07,"","",35.675804,139.714774,"高さ約4ｍ、根廻り約4ｍ、樹齢は約400年程と推定されるスダジイの古木。
もとは本塩町の雪印乳業本社前にあり、四谷では知られた名木で、江戸時代の椎木屋敷（村松備中守邸）のほか、現在も椎木坂・椎木横丁などに名を残している。平成8年（1996）7月、外堀通りの拡幅にともない都立明治公園に移植され、さらに新国立競技場建設工事に伴い一時明治神宮外苑に仮移植された後、令和元年(2019)7月に新国立競技場の敷地内に移植された。


","","","",""
イチョウ,"",指定天然記念物,"",東京都新宿区原町二丁目20,幸国寺,"",1987-04-03,"","",35.70074,139.72375,"幸国寺墓地内にある区内最大のイチョウの大木で2本ある。
高さはともに約16ｍ、幹廻りは①（墓地入口手前）が4.3ｍ、②（墓地入口奥）が4.85ｍ、根廻りは①が7.65ｍ、②が6.6ｍである。樹齢はともに約500年と推定される。","","","",""
末広亭,"",地域文化財,都市・産業、文化・芸術,東京都新宿区新宿三丁目6-12,新宿末広亭,"",2011-10-03,"","",35.69127,139.70581,昭和21年3月、建築業を営んでいた北村銀太郎が、戦災で焼失した元の建物・地所を買い取って開業した。都内に４軒残る落語定席の一つであり、現在も落語協会と落語芸術協会が10日ずつ交代で興行を続けている。客席は1階と2階があり、計313席を有する。寄席のビル化が進んでいるなかで、東京の定席としては唯一の木造建築であり、江戸時代の寄席の風情をとどめる建造物である。,"","","",""
歌舞伎町建設記念碑,"",地域文化財,都市・産業、歴史,東京都新宿区歌舞伎町一丁目20と21の間,新宿区,"",2011-10-03,"","",35.69585,139.70139,昭和32年1月、新宿第一復興土地区画整理組合により建立された。昭和20年4月13日の空襲で焼け野原となった新宿駅周辺で、当時の角筈一丁目が新たに歌舞伎町として再開発された復興事業の経緯と、それに尽力した組合役員の名前が記されている。戦後焼け野原から国内有数の繁華街を生み出した、地元住民の声を伝えるモニュメントである。総高228㎝、周囲204㎝。,"","","",""
六桜社跡　,"",地域文化財,都市・産業、歴史,東京都新宿区西新宿二丁目11 新宿中央公園内,新宿区,"",2011-10-03,"","",35.69091,139.6882,国産初のカラーフィルムを作った小西六写真工業（現コニカミノルタ）が、明治35年から昭和38年まで操業した工場の跡地である。小西六写真工業は、明治35年5月に淀橋町に移転し、「六桜社」と改称した。玉川上水助水堀から良質な水を得られる当地に移転したのは、写真感光材料の国産化を目指してのことであった。,"","","",""
佐々木活字店,"",地域文化財,都市・産業,東京都新宿区榎町75,有限会社佐々木活字店,"",2011-10-03,"","",35.70493,139.72737,日清印刷（大日本印刷の前身）鋳造部の責任者をしていた佐々木巳之八氏が大正6年に独立して設立した佐々木活版製造所を前身とする。現在、活版印刷は減少し、活字店は都内でも5軒程度となった。また、印刷所が文撰・植字等の工程を行わなくなったため、当店では鋳造から植字、印刷に至る活版印刷の全工程を行うようになった。日本の出版文化史上、貴重な技術を保持している。,"","","",""
近衛篤麿公記念碑,"",地域文化財,歴史,東京都新宿区下落合二丁目19-23付近,財団法人霞山会,"",2011-10-03,"","",35.71921,139.70291,五摂家筆頭近衛家当主近衛篤麿を顕彰する記念碑で、大正13年に建立された。明治37年の篤麿死後、大正11年よりその邸宅が「近衛町」と銘打ち分譲されていることから、近衛家の足跡を記すために建立されたと考えられる。現在でも建物名等に「近衛町」の名称が残るなど、土地の記憶・まちの記憶として継承されている。総高240.5×幅75.5×奥行31.3㎝。,"","","",""
花園神社の二宮尊徳像,"",地域文化財,歴史,東京都新宿区新宿五丁目17-3 花園神社境内,花園神社,"",2011-10-03,"","",35.69283,139.70569,四谷第五小学校建設中の昭和8年（1933）、長崎武文（昭和8年卒業）の父・佐次郎が千葉から荷車で運んできたものという。同校が廃校になるに伴い現在地に移設された。撤去が相次ぐ中で保存された、戦前の修身教育の名残をとどめる資料である。総高193.5×幅44×奥行60.5㎝。,"","","",""
長谷川平蔵埋葬の地,"",地域文化財,歴史,東京都新宿区須賀町9-3 戒行寺境内,戒行寺,"",2011-10-03,"","",35.68442,139.72362,池波正太郎原作『鬼平犯科帳』の主人公「鬼平」のモデルとなっている旗本長谷川平蔵の菩提所であり、かつては墓所が営まれた。平蔵は火付盗賊改役等を務め、寛政改革では石川島人足寄場を献策するなど、江戸の治安維持等に功績があった。長谷川家はその後子孫が絶え、墓所は戒行寺墓地が明治末に現杉並区に移転した際に整理合葬された。現在境内には平成6年7月に建立された供養碑がある。,"","","",""
神楽坂の東八拳,"",地域文化財,生活,東京都新宿区矢来町,東水舎,"",2011-10-03,"","",35.70348,139.73259,「東水舎」社中が伝えるお座敷遊び「東八拳」。東八拳は、腕を使って狐・猟師・庄屋を表し、この三すくみの勝敗を競う遊びで、文政年間の江戸風俗に由来するとされ、近代以降はお座敷遊びとして受け継がれた。かつては神楽坂のお座敷でも興じられていたが、現在はイベントなどの際に公開されている。,"","","",""
神楽坂をどり,"",地域文化財,生活,東京都新宿区神楽坂3丁目6,東京神楽坂組合,"",2011-10-03,"","",35.70137,139.73985,神楽坂芸妓の修練する芸事を一般に披露する場として、東京神楽坂組合が開催するもので、平成23年で29回を数える。専業者による都市部の無形文化として芸術的側面を持つと同時に、花柳界の歴史も反映させており、神楽坂の歴史と文化を担う催しである。,"","","",""
旧近衛邸のケヤキ,"",地域文化財,自然,東京都新宿区下落合二丁目17・18間の区道上,新宿区,"",2011-10-03,"","",35.71976,139.70462,樹齢100年を超える欅の大木で、区道の中央に残っている。五摂家筆頭の近衛家の邸宅の車廻しにあったと伝えられ、当時の当主篤麿が好んだという。大正11年の近衛邸分譲後も地域住民の要望により残された。現在は区道の真ん中に残るかたちとなっており、木を迂回するように二股に分かれる道路は、一風変わった景観を形成している。明治から大正にかけて、華族屋敷の分譲により宅地化が進んだ下落合地区の町の形成を物語る樹木である。高さ1100×周囲283㎝。,"","","",""
オブジェ「歓び（PLAISIR)」,"",地域文化財,文化・芸術,東京都新宿区四谷一丁目7 持田製薬株式会社,持田製薬株式会社,"",2012-03-16,"","",35.68677,139.72882,持田製薬創業65周年を記念して、当時の社長と懇意であった岡本太郎が制作したブロンズ製のオブジェ。岡本作品としては、太陽の塔以降の顔をモティーフとした一連の作品のひとつであり、パブリックアートとして地域で親しまれている。,"","","",""
源兵衛子育地蔵尊の石造物群,"",地域文化財,歴史,東京都新宿区西早稲田二丁目18-26隣,個人,"",2012-03-16,"","",35.71052,139.71127,旧源兵衛村の源兵衛子育地蔵尊に安置されている地蔵尊と石造物群である。ここには、江戸中期の製作と推定される地蔵尊のほか、寛文13年(1673)建立の庚申塔や、明治33年(1900)及び大正11年(1922)建立の馬頭観音、年代不明の道標が集められている。戦後に境内を整備し、現在は西早稲田商店会が管理しているが、地蔵尊は地域住民の日常的な信仰の対象として、地域社会の紐帯ともなっている。,"","","",""
彰忠碑,"",地域文化財,平和,東京都新宿区西早稲田二丁目18-26隣,個人,"",2012-03-16,"","",35.71052,139.71127,旧源兵衛村の源兵衛子育地蔵堂の境内奥に建立されている。伊予青石(緑泥片岩)の一枚岩を使用している。この碑は、大正3年、戸塚町兵員慰労義友会が建立したもので、日清・日露戦争に戸塚町から出征した人々の名前を伝えている。総高279㎝、幅242㎝、奥行23㎝。,"","","",""
太平洋戦争本土初空襲の地跡,"",地域文化財,平和,東京都新宿区早稲田鶴巻町519,医療法人社団早正会岡崎医院,"",2012-03-16,"","",35.70781,139.72351,岡崎医院付近は、昭和17年4月18日にあった太平洋戦争本土初空襲により被災した場所である。航空母艦ホーネットから飛来したジェームズ・ドーリットル中佐率いる中型爆撃機（B25爆撃機）部隊により、早稲田鶴巻町・馬場下町付近に焼夷弾が投下され被害を受けたが、その時延焼したのが岡崎医院(当時は岡崎病院)であった。,"","","",""
名曲喫茶らんぶる,"",地域文化財,都市・産業、生活,東京都新宿区新宿三丁目31-3,建成産業株式会社,"",2012-03-16,"","",35.69073,139.7039,クラシックレコードを聴かせる名曲喫茶として、昭和25年に開店した。元は現在の中央通りで営業していたが、昭和30年の区画整理によって通りの向かい側の現在地に移転した。昭和49年1月には現在の建物に改築しているが、内装には昭和30年当時の椅子やテーブルが使用されている。高度成長期の新宿の風俗や文化を今に伝える店舗である。,"","","",""
西落合耕地整理記念碑,"",地域文化財,都市・産業,東京都新宿区西落合二丁目17-17 御霊神社境内,葛谷御霊神社,"",2013-03-25,"","",35.72188,139.67607,西落合の耕地整理記念碑は、大正14年(1925)に設立された「葛谷耕地整理組合」が昭和11年(1936)に解散した際、建立した記念碑である。60名の組合員の名が刻まれており、境内の富士塚の跡に建てられている。題字は第30代東京府知事横山助成(1884〜1963)の揮毫になる。高さは300㎝。関東大震災以後の落合地区の町並み整理の起源を示すものである。,"","","",""
旧淀橋浄水場蝶型弁,"",地域文化財,都市・産業,東京都新宿区西新宿二丁目6-1 新宿住友ビル,"住友不動産
株式会社","",2013-03-25,"","",35.69144,139.69254,昭和40年（1965）に廃止された淀橋浄水場で使用された内径100㎝の鉄管に蝶型の止水弁がついた配水バルブである。中央部には東京都水道局のマークと「昭和十二年」という文字が刻まれている。昭和初期、関東大震災後の施設改良が進められ、昭和12年7月には震災で決壊した玉川新水路〔和田堀(杉並区)〜淀橋〕に替わる導水暗渠(内径210㎝)を甲州街道下に通水した。この弁は改良工事の一環として設置されたものと推定される。傍らの壁面には「東京水道発祥の地」という銘板が掲げられている。,"","","",""
旧淀橋浄水場六角堂,"",地域文化財,都市・産業,東京都新宿区西新宿二丁目11（新宿区立新宿中央公園）,新宿区,"",2013-03-25,"","",35.69091,139.6882,旧淀橋浄水場の洋風東屋で、新宿中央公園の富士見台と呼ばれる築山上に所在する。富士見台は4号沈澄池増設工事に際して出た残土を利用して造られた。東屋の建築時期は、富士見台が造られた明治39年（1906）から写真に残る昭和2年（1927）の間と考えられる。浄水場操業当時の施設等の遺構はほぼすべて消滅しており、この六角堂と富士見台は唯一の現存する遺構である。,"","","",""
巴講睦の獅子図屏風,"",地域文化財,文化・芸術,東京都新宿区四谷三栄町12-16（新宿歴史博物館）※新宿区に寄託中,鎧神社巴講睦,"",2013-03-25,"","",35.69006,139.72568,大正7年（1918）7月、鎧神社の氏子淀橋町寿賀多会の求めにより、柏木字蜀江山に住んでいた日本画家山内多門（1878〜1932）が、御神酒所に供えるために描いた雌雄一対の唐獅子図。多門は、宮崎県都城市出身で川合玉堂・橋本雅邦に学び、明治から昭和初期にかけて活躍した日本画家。大正2年淀橋町柏木896番地に移り、亡くなるまでこの地で過ごした。自宅周辺は「蜀江山」と呼ばれたことから、画室を「蜀江山房」と名付け、画号ともした。,"","","",""
服部良一旧居跡,"",地域文化財,文化・芸術、歴史,東京都新宿区若松町24-1,"株式会社
山口銀行","",2013-03-25,"","",35.70074,139.7169,作曲家・編曲家として和製ポップスの分野を確立し、昭和の歌謡史に大きな足跡を残した服部良一(1907〜93)が、昭和27年から34年まで7年間暮らした場所である。大阪に生まれた服部は、オーケストラで管楽器を演奏する傍らウクライナ人指揮者メッテルに作曲を学び、昭和11年(1936)コロムビアの専属作曲家となって、ジャズの手法を取り入れた数多くの曲を残した。代表作は『別れのブルース』『東京ブギウギ』『青い山脈』等多数。『青い山脈』ヒット直後、木造2階建て和洋折衷様式のこの邸宅を購入して居住し、作曲活動を行った。,"","","",""
天祖神社の神門,"",地域文化財,歴史,東京都新宿区原町一丁目42 天祖神社,原町一丁目町会,"",2013-03-25,"","",35.70068,139.72572,天祖神社は、江戸時代には神明宮と称し、慶長19年（1614）に名主長兵衛により当地に祀られたと伝わる。構造形式は薬医門、潜戸・袖壁を付す。境内の石井戸の刻銘によると、現在の門は、弘化2年（1845）、町内氏子中・家主中が施主となり、大工立川清三郎によって建立されたものである。小振りながら彫物の装飾を多用し、全体的に技巧的な作りになっている。度重なる改修・改変も認められるが、当初の材を良く残した江戸時代の遺構である。,"","","",""
戸山射撃場跡,"",地域文化財,平和,東京都新宿区大久保三丁目1-2 新宿コズミックスポーツセンター,新宿区,"",2013-03-25,"","",35.70489,139.70763,新宿コズミックスポーツセンター一帯は、明治7年（1874）陸軍用地となり、射撃の練習に用いられた。流れ弾により負傷者が出たため、昭和3年（1928）に長さ300ｍの鉄筋コンクリートのトンネル式の射撃場が7棟造られた。戦後は占領軍が接収・使用し、昭和33年に返還された。その後順次解体され、早稲田大学理工学部の建設工事に伴い、昭和40年に最後のトンネル式射撃場が解体された。,"","","",""
