"施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"麻布十番駅前歯科クリニック","東京都港区三田一丁目1番12号","レジディアタワー麻布十番201号室","03-6435-2500","2023/2/1","歯科、矯正歯科、小児歯科、歯科口腔外科、内科","35.655263","139.739303"
"医療法人社団　ＤＳ会　曽根田歯科診療室","東京都港区三田一丁目2番16号","プラザ麻布ビル1階","03-3451-7200","2011/9/1","歯科、小児歯科","35.654815","139.740994"
"港区口腔保健センター","東京都港区三田一丁目4番10号","2階","03-3455-4927","2012/2/6","歯科","35.653958","139.74304"
"医療法人社団弘進会　宮田歯科三田診療所","東京都港区三田一丁目4番28号","三田国際ビルアネックス1階","03-3455-6751","2015/11/1","歯科、歯科口腔外科、小児歯科、矯正歯科","35.653633","139.744765"
"麻布十番ザ・タワーデンタル","東京都港区三田一丁目7番1号","パークコート麻布十番ザ・タワー104","03-6453-8791","2015/6/5","歯科、矯正歯科、小児歯科、歯科口腔外科","35.654622","139.739576"
"医療法人社団喜拓会　山中歯科医院","東京都港区三田二丁目7番12号","徳文堂ビル1階","03-6381-7778","2022/4/1","歯科、小児歯科、歯科口腔外科","35.651675","139.744706"
"三穂デンタルクリニック","東京都港区三田三丁目1番14号","M・A21ー1階2階","03-5444-3361","2021/10/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.647416","139.74425"
"医療法人社団瑞鶴会　鶴木クリニック医科歯科　三田分院","東京都港区三田三丁目2番1号","(弓和三田ビジデンス102号室)","03-6435-0993","2009/9/15","歯科、矯正歯科、歯科口腔外科、形成外科、美容外科、皮膚科、美容皮膚科、小児歯科、外科","35.647688","139.742191"
"三慶歯科クリニック","東京都港区三田三丁目4番12号","田村ビル3、4階","03-3451-2517","2012/1/1","歯科、矯正歯科、小児歯科","35.647087","139.744201"
"ゆあさ歯科医院","東京都港区三田三丁目4番18号","二葉ビル2階","03-3456-8148","1997/9/17","歯科","35.646594","139.744111"
"おく村矯正歯科医院","東京都港区三田三丁目7番16号","八幡ビル301号","03-3453-2414","1984/5/11","歯科、矯正歯科、小児歯科","35.642825","139.741871"
"泉岳寺駅前歯科クリニック","東京都港区三田三丁目10番1号","アーバンネット三田ビル1階","03-6722-6741","2021/9/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.640512","139.740534"
"医療法人社団杏里会　杏里会歯科","東京都港区三田四丁目19番18号","三田杏里ビル2・3階","03-3446-2425","1997/6/5","歯科","35.640331","139.740005"
"かとうまみ歯科","東京都港区三田五丁目6番8号","中村ビル2階","03-6435-2310","2011/3/28","歯科、矯正歯科、小児歯科、歯科口腔外科","35.646634","139.739817"
"サンヒルズ歯科クリニック","東京都港区三田五丁目11番10号","サンヒルズビル2階","03-3456-0418","2007/10/23","歯科、矯正歯科、小児歯科、歯科口腔外科","35.645458","139.738631"
"くぼた歯科医院","東京都港区三田五丁目20番3号",,"03-3447-8148","2002/6/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.644660","139.736560"
"医療法人社団正衛会　田中歯科医院","東京都港区南青山一丁目1番1号","新青山ビル西館3階","03-3475-1188","1997/3/1","歯科","35.672567","139.724714"
"医療法人社団友歯会　新青山ビル・ユー歯科","東京都港区南青山一丁目1番1号","新青山ビル西館3階","03-3475-1841","1978/10/31","歯科","35.672567","139.724714"
"医療法人社団青山創心会　萬屋歯科医院","東京都港区南青山一丁目1番1号","新青山ビル西館3階","03-3475-1888","2011/11/1","歯科","35.672567","139.724714"
"医療法人社団Ｃｏｓｍｅ　Ｄｅｎｔａｌ　Ｃｏｎｃｅｐｔ　青山一丁目タワーデンタルサロン","東京都港区南青山一丁目3番2号","1階","03-6721-1811","2013/3/27","歯科、矯正歯科、小児歯科、歯科口腔外科","35.671601","139.725579"
"医療法人社団ＫＥＩメディカル　青山外苑東通り歯科クリニック","東京都港区南青山一丁目3番6号","都営南青山一丁目アパート112号室","03-3479-6480","2018/4/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.671532","139.725986"
"西村デンタルオフィス","東京都港区南青山一丁目8番17号","ハウゼ小森1階","03-3479-2823","2002/4/1","歯科、矯正歯科、小児歯科","35.671014","139.725956"
"佐藤歯科医院","東京都港区南青山一丁目10番3号","南青山Dビル2階","03-5411-1525","2019/3/1","歯科、小児歯科、歯科口腔外科","35.670833","139.726219"
"医療法人社団アール　青山アール矯正歯科","東京都港区南青山一丁目15番2号","越山ビル2階","03-3746-4180","2013/10/4","矯正歯科","35.670003","139.72647"
"医療法人社団アール　青山アール矯正歯科ａｎｎｅｘ","東京都港区南青山一丁目15番2号","越山ビル3階","03-3746-4180","2016/2/26","矯正歯科","35.670003","139.72647"
"南青山貴寿デンタルオフィス","東京都港区南青山一丁目15番16号","山城ビル2階","03-5413-4523","1997/7/24","歯科、矯正歯科、小児歯科","35.668233","139.726934"
"デンタルクリニックファインビュー","東京都港区南青山一丁目15番18号","リーラ乃木坂1003","03-5785-3221","2006/4/28","矯正歯科","35.668159","139.726794"
"浅川歯科医院","東京都港区南青山一丁目17番4号",,"03-3403-3732","2007/7/3","歯科","35.668030","139.725703"
"ＬＩＮＯ　ＤＥＮＴＡＬ　ＯＦＦＩＣＥ","東京都港区南青山一丁目26番4号","六本木ダイヤビル2階","03-5843-0113","2023/5/1","歯科、小児歯科、歯科口腔外科、矯正歯科","35.666789","139.727303"
"医療法人社団綴周会　南青山デンタルオフィス","東京都港区南青山二丁目2番15号","ウイン青山ビル3階","03-3403-9564","1989/12/4","歯科","35.671444","139.723779"
"朝倉歯科医院","東京都港区南青山二丁目4番18号","(2階)","03-3401-2590","2008/9/1","歯科","35.671502","139.723551"
"デンタルクリニック大島","東京都港区南青山二丁目7番2号",,"03-5785-2694","2003/2/24","歯科、小児歯科、歯科口腔外科","35.671038","139.722783"
"マイクロデンタル","東京都港区南青山二丁目7番27号","フォレストサイドI1階・2階","03-6804-1180","2022/4/1","歯科、歯科口腔外科、矯正歯科","35.671015","139.722201"
"エスト　デンタル　ケア　南青山","東京都港区南青山二丁目11番11号","ARISTO南青山4階","03-6384-5430","2021/12/8","歯科、矯正歯科、歯科口腔外科","35.671299","139.721123"
"柏村歯科医院","東京都港区南青山二丁目11番14号","青山コシビル601","03-3402-1073","2016/9/1","歯科","35.671459","139.721053"
"ＹＯＳＨＩＥ　ＤＥＮＴＡＬ　ＯＦＦＩＣＥ","東京都港区南青山二丁目11番15号","セピア絵画館3階","03-3402-1181","2017/7/14","歯科口腔外科、小児歯科、矯正歯科、歯科","35.671530","139.721163"
"医療法人社団光揚会　津田歯科医院","東京都港区南青山二丁目12番2号",,"03-3401-3371","2007/4/1","歯科","35.671176","139.720759"
"医療法人社団健青会南青山デンタルクリニック","東京都港区南青山二丁目12番15号","ユニマット外苑ビル6階","03-3401-3016","2008/3/25","歯科、矯正歯科、小児歯科、歯科口腔外科","35.671194","139.720516"
"南青山パーソン歯科","東京都港区南青山二丁目12番15号","南青山2丁目ビル7階","03-6459-2711","2023/12/1","歯科、小児歯科、歯科口腔外科","35.671275","139.720594"
"医療法人社団京和会　青山外苑前ＫＵ歯科・矯正歯科","東京都港区南青山二丁目12番16号","石塚商事ビル4階","03-3479-0788","2010/11/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.671322","139.720644"
"吉田歯科クリニック","東京都港区南青山二丁目14番14号","KFKビル1階","03-3401-0150","2017/11/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.670137","139.720280"
"タジマデンタルクリニック","東京都港区南青山二丁目14番17号","ジョワレ南青山第18吉田ビル1階","03-3403-8110","2010/8/17","歯科、矯正歯科、小児歯科、歯科口腔外科","35.670379","139.720300"
"外苑前ＴＡメディカルデンタルクリニック","東京都港区南青山二丁目14番21号","平岡ビル1階","03-3403-1995","2022/8/1","内科、歯科、矯正歯科、小児歯科","35.670569","139.720835"
"歯科矯正クイン","東京都港区南青山二丁目22番2号","クインビル5階","03-3746-8666","1995/12/12","歯科","35.670576","139.719300"
"医療法人社団桜路会　ＬＵＣＡ　ｄｅｎｔａｌ　ｃｌｉｎｉｃ","東京都港区南青山二丁目22番4号","秀和南青山レジデンス1階","03-6804-1293","2015/4/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.670489","139.719502"
"医療法人社団昴会　南青山林歯科クリニック","東京都港区南青山二丁目24番10号","ヒロビル3階","03-3404-7870","2003/8/19","歯科","35.670054","139.718027"
"米田耕造歯科クリニック","東京都港区南青山二丁目26番35号","青山KKビル4階","03-3479-2283","1994/5/18","歯科","35.669932","139.717088"
"小見山歯科医院","東京都港区南青山二丁目27番21号","青山エムエービルディング3階","03-3746-4182","2010/5/28","歯科、矯正歯科、小児歯科、歯科口腔外科","35.669036","139.716385"
"医療法人社団真善美会南青山矯正歯科クリニック","東京都港区南青山二丁目27番22号","青山安田ビル4階","03-3475-8536","2017/11/1","歯科、矯正歯科","35.669104","139.716303"
"ＡＫＩデンタルクリニック","東京都港区南青山三丁目8番39号","西野ビル2階","03-3408-7060","2005/2/24","歯科、矯正歯科、歯科口腔外科","35.667432","139.714903"
"南青山添野歯科医院","東京都港区南青山三丁目12番11号","ボワゼ青山8階","03-6450-5788","2021/3/1","歯科、小児歯科、歯科口腔外科","35.666099","139.713702"
"ＡＲＴＩＳＡＮ　ＤＥＮＴＡＬ　ＯＦＦＩＣＥ　Ｏｍｏｔｅｓａｎｄｏ","東京都港区南青山三丁目13番22号","善光堂ビル4階",,"2023/7/10","歯科口腔外科、小児歯科、矯正歯科、歯科","35.665741","139.713440"
"明石歯科・美容皮膚科","東京都港区南青山三丁目14番24号","ピロティ青山1階","03-3401-5301","1981/6/11","歯科、美容皮膚科","35.665221","139.714733"
"オーラルケアクリニック青山","東京都港区南青山三丁目15番6号","ripple square D3階","03-6447-0046","2017/9/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.665145","139.715611"
"青山ホワイテリアデンタルクリニック","東京都港区南青山三丁目15番9号","ウォールナットビラ2階","03-3402-4618","2006/1/10","歯科","35.664697","139.715282"
"表参道歯科矯正クリニックＬＵＣＥＮＴ","東京都港区南青山三丁目15番19号","フラット竹田205","03-6447-0419","2020/11/1","歯科、矯正歯科","35.665187","139.715452"
"牧田歯科医院","東京都港区南青山三丁目18番11号","ヴァンセットビル402号室","03-6432-9787","2018/5/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.664675","139.713596"
"さいた歯科クリニック","東京都港区南青山三丁目18番16号","ル・ボワ501","03-3402-1516","2015/8/5","歯科、矯正歯科、小児歯科、歯科口腔外科","35.665049","139.713277"
"表参道矯正歯科","東京都港区南青山三丁目18番17号","青山十八番館5F","03-6276-6277","2013/11/1","矯正歯科","35.665034","139.713018"
"あさか歯科医院","東京都港区南青山三丁目18番19号","君島ビル8階","03-5410-0951","1993/5/24","歯科、矯正歯科、小児歯科","35.665264","139.712988"
"Ｍｉｍｉ　ｄｅｎｔａｌ　ｃｌｉｎｉｃ","東京都港区南青山三丁目18番19号","東亜バッヂビル5階","03-6459-2139","2022/9/21","矯正歯科、歯科口腔外科、歯科","35.665213","139.712948"
"医療法人社団孝歯会　タカシデンタルクリニック","東京都港区南青山三丁目18番20号","ワークス南青山6階","03-5771-5807","2004/10/21","歯科、矯正歯科、小児歯科、歯科口腔外科","35.665298","139.713028"
"医療法人Ｗｈｉｔｅ　Ｒｏｃｋ　ザ・デンティスト南青山","東京都港区南青山四丁目2番6号","南青山426ビル2階","03-6455-5532","2022/5/2","歯科、歯科口腔外科、矯正歯科","35.665918","139.720399"
"青山高橋矯正歯科医院","東京都港区南青山四丁目6番2号",,"03-3401-3663","2004/4/9","歯科、矯正歯科、小児歯科","35.666683","139.719602"
"大塚歯科医院","東京都港区南青山四丁目9番17号",,"03-3401-6480","1995/8/1","歯科、小児歯科、歯科口腔外科","35.666468","139.718056"
"高橋歯科医院","東京都港区南青山四丁目9番30号","三恵ビル2階","03-3402-7744","1972/1/18","歯科","35.667433","139.718076"
"医療法人社団桐栄会　コルテス　デンティスタ表参道","東京都港区南青山四丁目21番26号","RUELLE青山C棟","03-6438-9901","2015/4/3","歯科、矯正歯科、小児歯科、歯科口腔外科","35.663793","139.715531"
"医療法人社団大坪矯正歯科医院","東京都港区南青山五丁目1番22号","青山ライズスクエア3階","03-3407-8989","2003/4/14","矯正歯科","35.664146","139.71223"
"医療法人社団青山歯科医院","東京都港区南青山五丁目1番22号","青山ライズスクエア3階","03-3400-5200","2003/4/14","歯科、小児歯科、歯科口腔外科","35.664146","139.71223"
"医療法人社団　川崎歯科診療所","東京都港区南青山五丁目4番35号","たつむら青山マンション4階","03-3400-4978","1987/12/28","歯科","35.661957","139.713437"
"ルーチェＭＰ矯正歯科","東京都港区南青山五丁目5番4号","ルーチェ南青山A棟B1F","03-6427-4688","2023/4/15","矯正歯科","35.663280","139.713516"
"タイラデンタルクリニック","東京都港区南青山五丁目5番25号","T・PLACE201","03-5467-5777","1992/10/26","歯科、矯正歯科","35.663661","139.713208"
"医療法人社団凰佳会ノア歯科クリニック表参道","東京都港区南青山五丁目6番2号","青山菊正ビル2階","03-6450-6760","2022/12/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.663897","139.71206"
"ホワイトマイスターデンタルクリニック","東京都港区南青山五丁目10番1号","二葉ビル9階","03-6433-5354","2022/6/1","歯科","35.662781","139.710999"
"医療法人社団真洋会　天野歯科","東京都港区南青山五丁目10番19号","真洋ビル4階","03-3499-0648","2007/4/1","歯科","35.662878","139.71072"
"リンカク　デンタルクリニック","東京都港区南青山五丁目11番22号","テスラ南青山203号","03-6721-1418","2024/3/6","歯科","35.672358","139.723534"
"フジタデンタルクリニック","東京都港区南青山五丁目13番1号","第42荒井ビル7階","03-6427-3633","2022/1/7","歯科、矯正歯科、歯科口腔外科","35.661306","139.713739"
"片桐歯科医院","東京都港区南青山五丁目13番2号","菊家ビル3階","03-5766-4180","2021/12/1","歯科口腔外科、小児歯科、矯正歯科、歯科","35.661268","139.713886"
"青山表参道桜井矯正歯科クリニック","東京都港区南青山五丁目13番7号","ビューメッドスクウェア1階イースト","03-3797-8111","2010/6/1","矯正歯科、小児歯科","35.660848","139.713576"
"Ａ．Ｉ．ＤＥＮＴＡＬ　ＯＦＦＩＣＥ（エイ．アイ．デンタルオフィス）","東京都港区南青山五丁目14番4号","河合ビル2階","03-3499-5287","2012/6/26","歯科、矯正歯科","35.660531","139.713336"
"歯科石上医院","東京都港区南青山五丁目14番4号",,"03-3409-6889","2022/5/1","歯科","35.660531","139.713336"
"Ｍｏｒｉ　Ｄｅｎｔａｌ　Ｃｌｉｎｉｃ","東京都港区南青山六丁目2番9号","NYKビル2階","03-6805-1526","2017/8/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.660861","139.715613"
"一般社団法人日本オーラルヘルス協会　ミライズクリニック南青山","東京都港区南青山六丁目10番18号","Tri‐Angle南青山1階","03-6450-5915","2021/12/15","歯科、歯科口腔外科、矯正歯科、形成外科、整形外科、皮膚科","35.659636","139.715297"
"一般社団法人日本オーラルヘルス協会　ミライズオーラルヘルス南青山","東京都港区南青山六丁目12番10号","ユニティ1階101号室","03-6803-8633","2021/11/15","歯科口腔外科、小児歯科、矯正歯科、歯科","35.660336","139.715360"
"ミライズ矯正歯科南青山","東京都港区南青山六丁目13番5号","ポルトポヌール1階","03-5468-5585","2018/5/16","歯科、矯正歯科、歯科口腔外科","35.660122","139.715257"
"２８ＣｌｉｎｉＣ南青山","東京都港区南青山七丁目7番21号",,"03-6450-5628","2019/7/3","歯科、内科","35.657948","139.716316"
"南青山アイリス歯科","東京都港区南青山七丁目11番5号","HOUSE7115 1階","03-6427-4408","2012/7/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.658621","139.718664"
"刀根歯科医院","東京都港区南青山七丁目12番10号","刀根ビル1階","03-5485-4618","1998/5/19","歯科","35.657995","139.718447"
"けやき坂ゆみ歯科医院","東京都港区南青山七丁目14番6号","南青山TCビル4階","03-6427-3253","2023/5/21","歯科、小児歯科、歯科口腔外科","35.656733","139.717955"
"デンタルクリニック麻布仙台坂","東京都港区南麻布一丁目3番7号","プレール麻布仙台坂1階","03-3456-6411","2019/9/26","歯科、小児歯科、矯正歯科、歯科口腔外科","35.652323","139.733078"
"医療法人社団スーパースマイル　ソウ麻布矯正歯科","東京都港区南麻布一丁目6番2号","SOビル2階","03-5730-1455","2002/5/13","歯科、矯正歯科、小児歯科、歯科口腔外科","35.652492","139.735384"
"榊原デンタルクリニック","東京都港区南麻布二丁目5番15号","エントピアコート麻布2階","03-3456-2507","1984/1/5","歯科、矯正歯科、小児歯科","35.649161","139.737141"
"麻布南デンタルクリニック","東京都港区南麻布二丁目8番17号","鳥海ビル2階","03-5232-6481","2002/3/15","歯科、矯正歯科、小児歯科、歯科口腔外科","35.648399","139.735761"
"医療法人社団健耕会　麻布なかすじデンタルクリニック","東京都港区南麻布二丁目10番10号","マンション麻布三の橋1階","03-3455-3338","2017/4/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.647916","139.736183"
"白金高輪姫歯科室","東京都港区南麻布二丁目13番21号","ライワマンション南麻布1階","03-5418-7750","2003/12/1","歯科、矯正歯科、小児歯科","35.646946","139.734527"
"ゴールド麻布デンタルクリニック","東京都港区南麻布三丁目21番17号","BCityTower麻布東京12階","03-6432-5845","2017/11/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.647720","139.732252"
"オグマ歯科","東京都港区南麻布四丁目1番29号","ガ-デンプラザ広尾3階","03-3442-1441","2002/2/26","歯科","35.649909","139.722641"
"医療法人社団永昇会　ゴウデンタルオフィス","東京都港区南麻布四丁目2番48号","TTCビル2階","03-6459-3339","2010/2/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.648927","139.722973"
"ＴＯＫＹＯ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＤＥＮＴＡＬ　ＨＥＡＬＴＨ　ＣＡＲＥ　ＨＩＲＯＳＨＩ　ＴＳＵＲＵＢＵＣＨＩ　ＤＤＳ，Ｐｈ．Ｄ，ＤＭＤ　ＹＯＳＨＩＮＯＲＩ　ＫＯＳＵＧＩ　ＤＤＳ","東京都港区南麻布四丁目2番49号","麻布サンパレス303","03-5475-1231","2016/6/22","歯科、矯正歯科、小児歯科、歯科口腔外科、小児矯正歯科","35.649057","139.722933"
"医療法人財団蒼仁会　岡村歯科医院","東京都港区南麻布四丁目11番28号","元山ビル1階","03-3444-7911","1988/2/17","歯科","35.646966","139.727423"
"麻布東京デンタルクリニック","東京都港区南麻布四丁目12番25号","南麻布セントレ7階","03-5422-7518","2018/4/1","歯科、歯科口腔外科","35.647156","139.724230"
"医療法人社団晴明会　西山歯科医院","東京都港区南麻布四丁目13番2号","麻布高橋ビル2階","03-3445-2480","2022/4/1","歯科、矯正歯科、小児歯科","35.647230","139.723432"
"フィリオン矯正歯科東京","東京都港区南麻布五丁目1番28号","高島ビル3階301号室","03-6721-7201","2019/5/1","歯科、矯正歯科、小児歯科","35.652766","139.722005"
"医療法人社団明英会　貴美島デンタルオフィス","東京都港区南麻布五丁目2番35号","イシマルマンション501号","03-6277-4217","2019/10/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.655053","139.723352"
"医療法人社団ナイルチドリ　なごみ小児歯科クリニック広尾","東京都港区南麻布五丁目10番24号","第二佐野ビル6階","03-5422-7789","2022/8/2","小児歯科、歯科","35.652589","139.722395"
"田山歯科医院","東京都港区南麻布五丁目12番16号","有栖川ハウス1階","03-3448-1369","1988/4/14","歯科","35.652658","139.723552"
"洋デンタルオフィス広尾","東京都港区南麻布五丁目14番14号","HIROO23 1階","03-5969-8241","2008/2/25","歯科、矯正歯科、小児歯科、歯科口腔外科","35.651682","139.723251"
"ＤＥＮＴＡＬ　ＭｚＸ","東京都港区南麻布五丁目15番9号","バルビゾン70　2階",,"2023/12/9","歯科、歯科口腔外科、小児歯科、矯正歯科","35.651493","139.722794"
"アラナ矯正歯科広尾","東京都港区南麻布五丁目15番16号","ナガツビル4階","03-3444-8241","2014/10/1","矯正歯科","35.650912","139.722484"
"ファイブデンタルオフィス広尾","東京都港区南麻布五丁目15番20号","南麻布フラワーマンション2階","03-5422-8105","2022/9/3","歯科、矯正歯科、小児歯科、歯科口腔外科","35.651303","139.722455"
"医療法人社団瑞の木会　広尾ほしの矯正歯科","東京都港区南麻布五丁目15番27号","広尾リープレックスビズ4階","03-5449-7700","2010/12/1","歯科、矯正歯科","35.652073","139.722446"
"ｙｕｋｉ　ＤＥＮＴＡＬ　ｃａｒｅ","東京都港区南麻布五丁目16番8号","el Sur広尾 3階","03-6447-7367","2022/2/1","歯科","35.651144","139.723352"
"元赤坂デンタルクリニック","東京都港区元赤坂一丁目1番7号","オリエント赤坂モードサイド505","03-3478-5248","2021/7/1","歯科、歯科口腔外科","35.678121","139.734587"
"医療法人社団利光会　元赤坂歯科クリニック","東京都港区元赤坂一丁目5番31号","新井ビル1階","03-3478-1181","1988/2/17","歯科","35.677938","139.733729"
"麻布安藤歯科クリニック","東京都港区元麻布一丁目2番13号","元麻布ガーデン地下1階","03-3455-4182","2010/2/22","歯科、矯正歯科、小児歯科、歯科口腔外科","35.655087","139.734028"
"医療法人社団　順健会　元麻布ヒルズデンタルクリニック","東京都港区元麻布一丁目3番3号","元麻布ヒルズフォレストテラス ウェスト地下1階","03-5730-3900","2008/4/1","歯科、矯正歯科、小児歯科、歯科口腔外科、内科","35.653775","139.731474"
"こどもと女性の歯科クリニック","東京都港区元麻布一丁目4番27号","東光麻布ハイム101","03-6435-2281","2017/6/6","歯科、小児歯科、矯正歯科","35.653393","139.736423"
"元麻布ファミリエデンタルクリニック","東京都港区元麻布三丁目1番30号","フォルトゥナ元麻布101","03-6434-0090","2013/7/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.657700","139.727982"
"欅坂上医科歯科クリニック","東京都港区元麻布三丁目2番19号","モモンビル5階","03-6804-2211","2022/4/1","歯科、歯科口腔外科、矯正歯科、循環器内科、内科","35.657418","139.727323"
"医療法人社団樹英会　泉ガーデンデンタルクリニック","東京都港区六本木一丁目6番3号","泉ガーデンウィング地下1階","03-3588-0896","2002/7/27","歯科、矯正歯科、小児歯科、歯科口腔外科","35.664205","139.739063"
"六本木一丁目歯科クリニック","東京都港区六本木一丁目7番28号","落合麻布台ビル2階","03-6277-7065","2013/4/25","歯科、矯正歯科、小児歯科、歯科口腔外科","35.663999","139.738898"
"ウィングＴ－ＣＵＢＥクリニック","東京都港区六本木三丁目1番1号","六本木ティーキューブ3階301号室","03-3505-3131","2016/4/5","歯科、矯正歯科、小児歯科、歯科口腔外科、内科","35.665431","139.738132"
"六本木グランドタワー歯科","東京都港区六本木三丁目2番1号","住友不動産六本木グランドタワー3階","03-6459-1902","2016/12/5","歯科、矯正歯科、歯科口腔外科","35.664718","139.737760"
"医療法人社団歯周会　豊田歯科","東京都港区六本木三丁目3番7号","NKビル3階","03-3582-4731","2001/5/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.663452","139.737485"
"岩本歯科医院","東京都港区六本木三丁目3番18号",,"03-3583-0968","2008/9/1","歯科、歯科口腔外科","35.662728","139.738004"
"医療法人社団　世航会　デンタルオフィス六本木東京","東京都港区六本木三丁目7番1号","THE ROPPONGI TOKYO 2階","03-5574-4221","2012/2/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.663913","139.734812"
"医療法人社団　渡辺歯科医院","東京都港区六本木三丁目10番9号","枻川誠志堂ビル3階A室","03-3402-1439","1988/1/20","歯科","35.663390","139.733109"
"医療法人社団済洋会　久松歯科六本木診療所","東京都港区六本木三丁目11番7号","石渡ビル7階","03-3403-8668","2000/4/19","歯科","35.663149","139.732891"
"ＳＦ六本木東京ｄｅｎｔａｌ　ｏｒｔｈｏｄｏｎｔｉｃｓ","東京都港区六本木三丁目12番5号","STELLA六本木3階","03-3408-8200","2022/3/1","歯科、矯正歯科","35.662842","139.733517"
"医療法人社団北斗会　北斗歯科医院","東京都港区六本木三丁目14番9号","妹尾ビル2階","03-3470-4427","2010/9/1","歯科","35.662319","139.734902"
"ホワイトスマイルクリニック","東京都港区六本木四丁目3番11号","六本木ユニハウス221号","03-6803-8720","2023/6/20","歯科","35.666070","139.733868"
"グローバル六本木歯科","東京都港区六本木四丁目8番4号","アルガ六本木3階","03-5843-0572","2020/4/1","歯科、矯正歯科、歯科口腔外科","35.664136","139.733507"
"医療法人社団矯相会　ソフィア歯列矯正歯科医院","東京都港区六本木四丁目8番7号","六本木嶋田ビル2階","03-3403-3795","2016/10/1","矯正歯科","35.664020","139.733018"
"ロイヤル歯科医院","東京都港区六本木四丁目10番11号","小室ビル2階","03-3404-0819","1971/9/17","歯科","35.663976","139.732047"
"医療法人社団建部会　タケルデンタルクリニック","東京都港区六本木四丁目12番11号","竹岡ビル6階","03-6804-6107","2012/4/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.664629","139.731573"
"ニコラデンタルクリニック","東京都港区六本木五丁目1番3号","ゴトウビルディング1st9階","03-5770-8469","2013/12/25","歯科、矯正歯科、小児歯科、歯科口腔外科","35.662680","139.732751"
"氏家歯科医院","東京都港区六本木五丁目5番1号","六本木ミニヨンビル3階","03-3479-1722","1980/6/9","歯科","35.662050","139.734198"
"六本木しみず歯科","東京都港区六本木五丁目13番3号","ニューキャッスル麻布502","03-6277-8884","2014/9/3","歯科","35.659473","139.736243"
"医療法人社団ＥＰＳＤＣ　東京国際歯科六本木","東京都港区六本木五丁目13番25号","TID'sビル2階","03-5544-8544","2014/11/13","歯科、矯正歯科、小児歯科、歯科口腔外科","35.658664","139.735556"
"武川歯科医院","東京都港区六本木五丁目16番4号","三河台ビル6階","03-3589-6480","1995/5/20","歯科、矯正歯科、小児歯科","35.661738","139.735691"
"ジミー・デンタルオフィス","東京都港区六本木五丁目16番5号","インペリアル六本木1号館S103A","03-5545-4750","2002/6/22","歯科、矯正歯科、小児歯科","35.661819","139.735056"
"国際歯科クリニック","東京都港区六本木六丁目1番26号","六本木天城ビル9階","03-3478-4633","2019/3/27","歯科、矯正歯科、小児歯科、歯科口腔外科","35.662959","139.732196"
"六本木川本歯科クリニック","東京都港区六本木六丁目7番9号","川本ビル1階","03-3401-8580","2001/6/22","歯科、小児歯科","35.66233","139.732488"
"医療法人社団優愛歯会　六本木駅前歯科","東京都港区六本木六丁目7番10号","簗場ビル5階","03-5414-8041","2016/6/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.662278","139.732523"
"野村歯科医院","東京都港区六本木六丁目8番29号","六本木シローマンション103","03-3478-8241","2003/3/24","歯科、矯正歯科、小児歯科、歯科口腔外科","35.660198","139.731973"
"医療法人社団歯周会　六本木ヒルズ西堀歯科","東京都港区六本木六丁目10番1号","六本木ヒルズ森タワー6階","03-5772-8668","2003/7/30","歯科、矯正歯科、小児歯科、歯科口腔外科","35.660552","139.729276"
"医療法人社団　世航会　アールケーデンタルオフィス六本木","東京都港区六本木六丁目17番1号","蟻川ビル2階","03-6459-2560","2016/2/2","歯科、矯正歯科、小児歯科、歯科口腔外科","35.658118","139.732332"
"ＲＵＩ　ＤＥＮＴＡＬ　ＯＦＦＩＣＥ","東京都港区六本木七丁目3番12号","六本木インターナショナルビルB1E号室","03-3478-4995","2022/4/25","歯科、矯正歯科、歯科口腔外科","35.665926","139.728460"
"六本木カマエデンタルオフィス","東京都港区六本木七丁目4番1号","スマイリービル1階","03-5772-4618","2020/10/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.665716","139.728744"
"牧山清志オーラルクリニック","東京都港区六本木七丁目5番9号","FLEG六本木Primoビル4階","03-6447-4118","2017/6/1","歯科、歯科口腔外科","35.665051","139.728097"
