都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
131164,302,東京都,豊島区,スパ＆リハビリ　こころ目白台,スパアンドリハビリ　ココロメジロダイ,地域密着型通所介護,東京都豊島区高田1-17-20,ヨウコースクエア１階,35.71368881,139.7169836,03 6907 2527,,03 6907 2883,9.0118E+12,アイリスフレール株式会社,1371604909,,,,,
131164,303,東京都,豊島区,リハビリデイサービスまんぞく,リハビリデイサービスマンゾク,地域密着型通所介護,東京都豊島区池袋本町3-28-6,1Ｆ,35.7448101,139.7127685,03 5904 8600,,03 5904 8601,5.0133E+12,株式会社まんぞく介護,1371604966,,,,,
131164,304,東京都,豊島区,トータルリハセンター椎名町,トータルリハセンターシイナマチ,地域密着型通所介護,東京都豊島区南長崎2-21-9,オーシャンナイン１階,35.7264497,139.690127,03 5996 1661,,03 5996 1662,3.04E+12,ＤＳセルリア株式会社,1371605138,,,,,
131164,305,東京都,豊島区,オハナohanaリハビリデイサービス,オハナオハナリハビリデイサービス,地域密着型通所介護,東京都豊島区南長崎5-6-9,セイケーパークマンション１Ｆ,35.7286254,139.6810278,03 3565 1087,,03 3565 1087,9.0114E+12,合同会社プログレス,1371605278,,,,,
131164,306,東京都,豊島区,有限会社　ふくろう介護サービス,ユウゲンガイシャ　フクロウカイゴサービス,地域密着型通所介護,東京都豊島区池袋本町 1-25-7,馬場ビル1階,35.73982353,139.7124316,03 5992 3667,,03 6907 0304,9.0133E+12,有限会社　ふくろう介護サービス,1391600234,,,,,
131164,307,東京都,豊島区,だんらんの家　千川,ダンランノイエ　センカワ,地域密着型通所介護,東京都豊島区千川1-23-17,,35.7389234,139.6913595,03 6905 8600,,03 6905 8620,5.02E+12,株式会社オールワン,1391600317,,,,,
131164,308,東京都,豊島区,デイサービスまんぞく,デイサービスマンゾク,地域密着型通所介護,東京都豊島区池袋3-54-7,FM７池袋ハウス101,35.7363329,139.7075276,03 6912 5948,,03 6912 5948,,株式会社まんぞく介護,1371604586,,,,,
131164,309,東京都,豊島区,ほいっぽ東池袋,ホイッポヒガシイケブクロ,地域密着型通所介護,東京都豊島区東池袋4-18-15,東池袋グリーンハイツ　１Ｆ,35.7265213,139.7207029,03 5944 9358,,03 5944 9358,,株式会社ラポールケアサービス,1371604602,,,,,
131164,310,東京都,豊島区,リハビリデイサービスnagomi椎名町店,リハビリデイサービスナゴミシイナマチテン,地域密着型通所介護,東京都豊島区長崎1-11-11,鹿鳴館2　1Ｆ,35.72875892,139.6965538,03 5926 6856,,03 5964 1577,4.0133E+12,株式会社　nCS,1371604677,,,,,
131164,311,東京都,豊島区,デイサービスありがたい池袋,デイサービスアリガタイイケブクロ,地域密着型通所介護,東京都豊島区西池袋2-30-4,,35.7272348,139.7067939,03 6912 7498,,03 6912 7498,2.0111E+12,株式会社ありがたい,1391600325,,,,,
131164,312,東京都,豊島区,デイサービスすずめが丘,デイサービススズメガオカ,地域密着型通所介護,東京都豊島区要町1-28-17,,35.7352824,139.6969342,03 5986 0603,,03 5986 0604,8.0104E+12,株式会社KsHolding,1371603687,,,,,
131164,313,東京都,豊島区,デイサービスＰＡＯすがも,デイサービスパオスガモ,地域密着型通所介護,東京都豊島区北大塚1-11-5,,35.7328619,139.7333313,03 5980 0830,,03 5980 1255,,株式会社ＰＡＯ,1371604164,,,,,
131164,314,東京都,豊島区,デイサービス　りらく,デイサービス　リラク,地域密着型通所介護,東京都豊島区池袋本町1-29-5,,35.7397191,139.7142963,03 5956 1426,,03 5956 1427,7.0133E+12,株式会社　ウェルネスセントラルケア,1371604446,,,,,
131164,315,東京都,豊島区,デイサービス元気としま,デイサービスゲンキトシマ,地域密着型通所介護,東京都豊島区南大塚3-51-5,HKアークビル１F,35.7299816,139.7283678,03 3982 3500,,03 3982 3677,7.0133E+12,有限会社ケイワイエム,1371604057,,,,,
131164,316,東京都,豊島区,東池袋桑の実園デイサービスセンター,ヒガシイケブクロクワノミエンデイサービスセンター,地域密着型通所介護,東京都豊島区東池袋5-39-18,,35.7281303,139.7255671,03 5928 3001,,03 5928 1361,2.14001E+12,社会福祉法人桑の実園福祉会,1371605237,,,,,
131164,317,東京都,豊島区,マルシモデイサービス巣鴨館,マルシモデイサービススガモカン,地域密着型通所介護,東京都豊島区巣鴨3?19?8,,35.73485445,139.7352181,03 5972 1404,,03 5972 1405,7.0133E+12,有限会社マルシモ,1391600366,,,,,
