"都道府県コード又は市区町村コード","NO","都道府県名","市区町村名","介護サービス事業所名称","介護サービス事業所名称_カナ","実施サービス","住所","方書","電話番号","内線番号","FAX番号","法人番号","法人の名称","事業所番号","利用可能曜日","利用可能曜日特記事項","定員","URL","備考","経度","緯度","分類"
"","","","","東中野地域包括支援センター","ヒガシナカノチイキホウカツシエンセンター","介護予防支援","中野区東中野１－５－１","","03-3366-3318","","","","社会福祉法人　中野区福祉サービス事業団","1301400030","","","","","","139.685194078691","35.7016099985955","介護サービス事業所所在地"
"","","","","東電さわやかケア中野・訪問介護","トウデンサワヤカケアナカノ・ホウモンカイゴ","訪問型サービス（独自／定率）","中野区中央１－１－３","新都心中央ビル１階","03-5348-6208","","","","東電パートナーズ株式会社","1371402544","","","","","","139.686650529661","35.6967642342543","介護サービス事業所所在地"
"","","","","東電さわやかケア中野・訪問看護","トウデンサワヤカケアナカノ・ホウモンカンゴ","訪問看護","中野区中央１－１－３","新都心中央ビル１階","03-5348-6216","","","","東電パートナーズ株式会社","1367198393","","","","","","139.686650529661","35.6967642342543","介護サービス事業所所在地"
"","","","","特別養護老人ホーム　しらさぎホーム","トクベツヨウゴロウジンホーム　シラサギホーム","介護老人福祉施設","中野区白鷺２－５１－５","","03-3336-6511","","","","社会福祉法人中野区福祉サービス事業団","1371401546","","","","","","139.632032245668","35.7200813265781","介護サービス事業所所在地"
"","","","","特別養護老人ホーム　小淀ホーム","トクベツヨウゴロウジンホーム　コヨドホーム","短期入所生活介護","中野区中央１－１８－３","","03-3366-6511","","","","社会福祉法人中野区福祉サービス事業団","1371401561","","","","","","139.687231032454","35.7002042347016","介護サービス事業所所在地"
"","","","","特別養護老人ホーム　中野すみれ園","トクベツヨウゴロウジンホーム　ナカノスミレエン","短期入所生活介護","中野区弥生町６－７－１６","","03-6382-6511","","","","社会福祉法人すみれ福祉会","1371405836","","","","","","139.661085518742","35.6859761249778","介護サービス事業所所在地"
"","","","","特別養護老人ホーム　弥生ホーム","トクベツヨウゴロウジンホーム　ヤヨイホーム","介護老人福祉施設","中野区弥生町２－４２－２","","03-5342-0820","","","","社会福祉法人ケアネット","1371401066","","","","","","139.672492645076","35.6919265889577","介護サービス事業所所在地"
"","","","","特別養護老人ホーム江古田の森","トクベツヨウゴロウジンホームエゴタノモリ","介護老人福祉施設","中野区江古田３－１４－１９","","03-5318-3711","","","","社会福祉法人南東北福祉事業団","1371402874","","","","","","139.665607841044","35.7298000144351","介護サービス事業所所在地"
"","","","","南中野地域包括支援センター","ミナミナカノチイキホウカツシエンセンターーー","介護予防支援","中野区弥生町５－１１－２６","","03-5340-7885","","","","社会福祉法人奉優会","1301400014","","","","","","139.66850453217","35.6881107502144","介護サービス事業所所在地"
"","","","","日本リック訪問介護事業所　りんく中野","ニホンリックホウモンカイゴジギョウショ　リンクナカノ","訪問介護","中野区中央４－２１－１８","コリンズ１４ビル１階","03-6382-8622","","","","日本リック株式会社","1371405927","","","","","","139.670238275795","35.6999904662246","介護サービス事業所所在地"
"","","","","日本リック訪問介護事業所　りんく野方","ニホンリックホウモンカイゴジギョウショ　リンクノガタ","訪問介護","中野区野方５－２９－１０","アネックスノガタ１階","03-5356-8993","","","","日本リック株式会社","1371406180","","","","","","139.652805444912","35.7190996244048","介護サービス事業所所在地"
"","","","","日本リック訪問介護中野南事業所","ニホンリックホウモンカイゴナカノミナミジギョウショ","訪問介護","中野区弥生町４－２２－４","","03-5328-2631","","","","日本リック株式会社","1371403609","","","","","","139.670701476858","35.6865097179994","介護サービス事業所所在地"
"","","","","日本リック訪問介護中野北事業所","ニホンリックホウモンカイゴナカノキタジギョウショ","訪問介護","中野区江古田２－１９－８","両国風月堂ビル１０１号室","03-3228-5072","","","","日本リック株式会社","1371403724","","","","","","139.665740913292","35.7269514577203","介護サービス事業所所在地"
"","","","","楓","カエデ","通所型サービス（独自）","中野区鷺宮３－４３－７","グランブルージュ１階","8067501949","","","","株式会社ＴｗｏＴｗｏ","1391400650","","","","","","139.64167471265","35.7255072772118","介護サービス事業所所在地"
"","","","","福祉用具のひばりケア","フクシヨウグノヒバリケア","福祉用具貸与","中野区本町５－４７－１０","鈴木ビル２Ｆ","03-6382-6263","","","","株式会社ひばりケア","1371406172","","","","","","139.667543078471","35.6935773741046","介護サービス事業所所在地"
"","","","","奉優デイサービス中野","ホウユウデイサービスナカノ","通所介護","中野区中野３－２３－４７","","03-6304-8570","","","","社会福祉法人奉優会","1371406131","","","","","","139.664106327902","35.7016301783916","介護サービス事業所所在地"
"","","","","奉優会　弥生の園　居宅介護支援事業所","ホウユウカイ　ヤヨイノソノ　キョタクカイゴシエンジギョウショ","居宅介護支援","中野区弥生町３－３３－８","","03-5358-5730","","","","社会福祉法人奉優会","1371401579","","","","","","139.674376638726","35.6887961717645","介護サービス事業所所在地"
"","","","","奉優会中野居宅介護支援事業所","ホウユウカイナカノキョタクカイゴシエンジギョウショ","居宅介護支援","中野区中野３－２３－４７","","03-6304-8576","","","","社会福祉法人奉優会","1371406149","","","","","","139.664106327902","35.7016301783916","介護サービス事業所所在地"
"","","","","訪問サービスえごた","ホウモンサービスエゴタ","訪問型サービス（独自）","中野区江古田３－３－２２","","03-5913-1873","","","","社会福祉法人悠遊","1371405885","","","","","","139.669627226576","35.7270934863134","介護サービス事業所所在地"
"","","","","訪問介護　なべ","ホウモンカイゴ　ナベ","訪問介護","中野区本町４－４８－１７","新中野駅上プラザ５０５","03-6304-8651","","","","特定非営利活動法人なかのドリーム","1371405232","","","","","","139.667787581198","35.697181767903","介護サービス事業所所在地"
"","","","","訪問看護ステーション　はな　中野","ホウモンカンゴステーション　ハナ　ナカノ","訪問看護","中野区東中野３－６－１４","鈴木ビル２階","03-6820-2378","","","","株式会社はな","1361490384","","","","","","139.681722035962","35.7083363219997","介護サービス事業所所在地"
"","","","","訪問看護ステーション　ホームケア中野","ホウモンカンゴステーション　ホームケアナカノ","訪問看護","中野区東中野１－５９－６","信菱ビル５階","03-5337-7012","","","","株式会社ミレニア","1361490012","","","","","","139.682858360455","35.7052569441718","介護サービス事業所所在地"
"","","","","訪問看護ステーション　ホームケア都立家政","ホウモンカンゴステーション　ホームケアトリツカセイ","訪問看護","中野区若宮３－４０－１４","","03-5356-6755","","","","株式会社ミレニア","1361490178","","","","","","139.645585196229","35.7197667907828","介護サービス事業所所在地"
"","","","","訪問看護ステーション　リライブ","ホウモンカンゴステーション　リライブ","訪問看護","中野区東中野４－２３－３","サングロウ１００号","03-6279-3696","","","","株式会社ＲｅＬｉｖｅ","1361490152","","","","","","139.687369332998","35.7092482586311","介護サービス事業所所在地"
"","","","","訪問看護ステーション　江古田の森","ホウモンカンゴステーション　エゴタノモリ","訪問看護","中野区江古田３－１４－１９","","03-5318-3701","","","","社会福祉法人南東北福祉事業団","1361490079","","","","","","139.665607841044","35.7298000144351","介護サービス事業所所在地"
"","","","","明治ライフサービス訪問介護ステーション","メイジライフサービスホウモンカイゴステーション","訪問介護","中野区中央２－５８－１７","","03-6750-5086","","","","明治ライフサービス株式会社","1371406305","","","","","","139.677922915791","35.7012830822312","介護サービス事業所所在地"
"","","","","夜間ホームケアえごた","ヤカンホームケアエゴタ","夜間対応型訪問介護","中野区江古田３－３－２２","","03-5913-1872","","","","社会福祉法人悠遊","1391400643","","","","","","139.669627226576","35.7270934863134","介護サービス事業所所在地"
"","","","","野方デイサービスセンター","ノガタデイサービスセンター","通所介護","中野区野方６－５３－８","","5033177073","","","","アサヒサンクリーン株式会社","1371401371","","","","","","139.649424442281","35.7236365182801","介護サービス事業所所在地"
"","","","","弥生ホーム","ヤヨイホーム","通所介護","中野区弥生町２－４２－２","","03-5342-0820","","","","社会福祉法人ケアネット","1371401058","","","","","","139.672492645076","35.6919265889577","介護サービス事業所所在地"
"","","","","弥生居宅介護支援事業所","ヤヨイキョタクカイゴシエンジギョウショ","居宅介護支援","中野区弥生町５－２－１９","","03-6303-6336","","","","社会福祉法人ケアネット","1371402726","","","","","","139.668221334269","35.686936717261","介護サービス事業所所在地"
"","","","","弥生高齢者在宅サービスセンター","ヤヨイコウレイシャザイタクサービスセンター","通所介護","中野区弥生町３－３３－８","","03-3370-9841","","","","社会福祉法人奉優会","1371401587","","","","","","139.674376638726","35.6887961717645","介護サービス事業所所在地"
"","","","","癒しのデイサービス新井薬師","イヤシノデイサービスアライヤクシ","地域密着型通所介護","中野区上高田３－３９－７","","03-3386-6332","","","","ジェイシーサービス株式会社","1371401686","","","","","","139.671500265354","35.7150612143286","介護サービス事業所所在地"
"","","","","癒しの新井薬師","イヤシノアライヤクシ","特定施設入居者生活介護","中野区上高田３－３９－７","","03-3386-6332","","","","ジェイシーサービス株式会社","1371401652","","","","","","139.671500265354","35.7150612143286","介護サービス事業所所在地"
"","","","","有限会社　城西","ユウゲンガイシャジョウサイ","訪問介護","中野区江古田３－６－９","Ｊビル１Ｆ","03-5318-5010","","","","有限会社城西","1371401116","","","","","","139.668551667033","35.7265543793743","介護サービス事業所所在地"
"","","","","有限会社つくしの会","ユウゲンカイシャツクシノカイ","訪問介護","中野区弥生町３－７－５","","03-5302-9931","","","","有限会社　つくしの会","1371401504","","","","","","139.675403886494","35.6883785300068","介護サービス事業所所在地"
"","","","","有限会社城西　介護支援事業部","ユウゲンガイシャジョウサイ　カイゴシエンジギョウブ","居宅介護支援","中野区江古田３－６－９","Ｊビル１階","03-5318-5010","","","","有限会社城西","1371401165","","","","","","139.668551667033","35.7265543793743","介護サービス事業所所在地"
"","","","","有料老人ホーム　サニーライフ中野","ユウリョウロウジンホーム　サニーライフナカノ","特定施設入居者生活介護","中野区白鷺２－１４－２０","","03-3310-3600","","","","株式会社川島コーポレーション","1371406214","","","","","","139.631914539483","35.7176611125995","介護サービス事業所所在地"
"","","","","老人デイサービスセンターふじみ苑","ロウジンデイサービスセンターフジミエン","通所介護","中野区弥生町５－２－１９","","03-3382-0566","","","","社会福祉法人ケアネット","1371402551","","","","","","139.668221334269","35.686936717261","介護サービス事業所所在地"
"","","","","老人短期入所施設　弥生ホーム","ロウジンタンキニュウショシセツ　ヤヨイホーム","短期入所生活介護","中野区弥生町２－４２－２","","03-5342-0820","","","","社会福祉法人ケアネット","1371401231","","","","","","139.672492645076","35.6919265889577","介護サービス事業所所在地"
"131148","0002100004","東京都","中野区","はぴね中野坂上","ハピネナカノサカウエ","認知症対応型共同生活介護","東京都中野区中央１-１１-８","","03-5348-7753","","03-5348-7754","","グリーンライフ東日本株式会社","1391400262","","","","","","139.687681142426","35.7003093628142","介護サービス事業所所在地"
"131148","0002100005","東京都","中野区","生活協同組合パルシステム東京　グループホーム「中野中央陽だまり」","セイカツキョウドウクミアイパルシステムトウキョウ　グループホーム「ナカノチュウオウヒダマリ」","認知症対応型共同生活介護","東京都中野区中央５－４１－１８－５Ｆ","","03-5340-1901","","03-5340-1902","","生活協同組合パルシステム東京","1391400411","","","","","","139.666083172881","35.7019406218173","介護サービス事業所所在地"
"131148","0002100006","東京都","中野区","ニチイケアセンター中野本町","ニチイケアセンターナカノホンチョウ","認知症対応型共同生活介護","東京都中野区本町４－４－１８","","03-3380-5681","","03-3380-5682","","株式会社ニチイ学館","1391400122","","","","","","139.673900441091","35.69604130897","介護サービス事業所所在地"
"131148","0002100007","東京都","中野区","愛の家グループホーム中野弥生町","アイノイエグループホームナカノヤヨイチョウ","認知症対応型共同生活介護","東京都中野区弥生町２-１１-６","","03-5353-9080","","03-5353-9081","","メディカル・ケア・サービス株式会社","1391400239","","","","","","139.675611327569","35.6927449748375","介護サービス事業所所在地"
"131148","0002100008","東京都","中野区","ほっとステーション　鐵庵","ホットステーション　テツアン","認知症対応型共同生活介護","東京都中野区弥生町三丁目１６番１号","","03-3379-5399","","03-3579-5309","","特定非営利活動法人ほっとステーション","1371402320","","","","","","139.674806411152","35.6871260044218","介護サービス事業所所在地"
"131148","0002100009","東京都","中野区","グループホーム　たのしい家　中野南台","グループホーム　タノシイイエ　ナカノミナミダイ","認知症対応型共同生活介護","東京都中野区南台４‐２６‐１４","","03-5328-0821","","03-5385-2721","","株式会社ケア２１","1391400296","","","","","","139.668175724392","35.6808960835777","介護サービス事業所所在地"
"131148","0002100010","東京都","中野区","グループホームｃａｒｎａ中野丸山","グループホームカルナナカノマルヤマ","認知症対応型共同生活介護","東京都中野区丸山１‐２５‐１４","","03-5318-5410","","03-5318-5420","","医療法人社団武蔵野会","1391400312","","","","","","139.655837452885","35.7250144105634","介護サービス事業所所在地"
"131148","0002100011","東京都","中野区","グループホーム　ゆうあい","グループホーム　ユウアイ","認知症対応型共同生活介護","東京都中野区江古田２‐２４‐１１","","03-3389-5576","","03-5318-5992","","社会福祉法人武蔵野療園","1371401678","","","","","","139.664151126357","35.7273154224424","介護サービス事業所所在地"
"131148","0002100012","東京都","中野区","グループホーム　たのしい家　中野江古田","グループホーム　タノシイイエ　ナカノエコダ","認知症対応型共同生活介護","東京都中野区江古田３‐３‐１０","","03-5318-3621","","03-3385-1721","","株式会社ケア２１","1391400494","","","","","","139.669373045514","35.7273336416055","介護サービス事業所所在地"
"131148","0002100013","東京都","中野区","グループホーム　えごた","グループホーム　エゴタ","認知症対応型共同生活介護","東京都中野区江古田３‐３‐２２","","03-5913-1871","","03-5913-1052","","社会福祉法人悠遊","1391400544","","","","","","139.669627226576","35.7270934863134","介護サービス事業所所在地"
"131148","0002100014","東京都","中野区","コル・テンポ薬師の家","コル・テンポヤクシノイエ","認知症対応型共同生活介護","東京都中野区新井１－４１－２","","03-3388-7211","","03-3388-7213","","特定非営利活動法人中野の和","1391400080","","","","","","139.667214522635","35.7135433075898","介護サービス事業所所在地"
"131148","0002100015","東京都","中野区","グループホーム　夢","グループホーム　ユメ","認知症対応型共同生活介護","東京都中野区新井４‐２９‐２","","03-5942-8810","","03-5343-7878","","社会福祉法人武蔵野療園","1391400155","","","","","","139.665221707591","35.717553430869","介護サービス事業所所在地"
"131148","0002100016","東京都","中野区","高齢者グループホームおさたけ","コウレイシャグループホームオサタケ","認知症対応型共同生活介護","東京都中野区野方６‐４７‐５","","03-3336-0930","","03-3336-0931","","社会福祉法人フロンティア","1391400114","","","","","","139.649534392673","35.7229273404616","介護サービス事業所所在地"
"131148","0002100017","東京都","中野区","グループホーム東京中野の家","グループホームトウキョウナカノノイエ","認知症対応型共同生活介護","東京都中野区上鷺宮１－７－３５","","03-3970-3200","","050-3803-3116","","医療法人社団長啓会","1391400148","","","","","","139.638988596347","35.7277965163972","介護サービス事業所所在地"
"131148","0002100018","東京都","中野区","グループホームみんなの家・中野鷺宮","グループホームミンナノイエ・ナカノサギノミヤ","認知症対応型共同生活介護","東京都中野区鷺宮１‐１１‐１４","","03-5327-5755","","03-5327-5855","","ＡＬＳＯＫ介護株式会社","1391400247","","","","","","139.648268816441","35.7233858173129","介護サービス事業所所在地"
"131148","0002100019","東京都","中野区","もえぎ中野白鷺","モエギナカノシラサギ","認知症対応型共同生活介護","東京都中野区白鷺１－６－３","","03-5327-4240","","03-3339-2570","","株式会社　ビアン","1391400056","","","","","","139.638046370643","35.7163998070501","介護サービス事業所所在地"
"131148","0002100020","東京都","中野区","グループホーム　ふぁいん　鷺宮","グループホーム　ファイン　サギノミヤ","認知症対応型共同生活介護","東京都中野区白鷺２－４８－９","","03-3337-6331","","03-3337-6331","","ディーケア　株式会社","1391400163","","","","","","139.637354965093","35.7218489650492","介護サービス事業所所在地"
"131148","0002400001","東京都","中野区","株式会社　アースシステム","カブシキカイシャ　アースシステム","福祉用具貸与","東京都中野区上高田２－１９－１１","","03-5318-5733","","03-5318-5734","","株式会社アースシステム","1371400860","","","","","","139.67242473359","35.7134379360055","介護サービス事業所所在地"
"131148","0002400002","東京都","中野区","Ｃｕｒｅステーション　スマイル","キュアステーション　スマイル","福祉用具貸与","東京都中野区東中野４－２３－１","グリーンハイムＫ１０１","03-5332-3558","","03-5332-3559","","株式会社ヒロ・コーポレーション","1371403021","","","","","","139.68747273003","35.7092125227858","介護サービス事業所所在地"
"131148","0002400003","東京都","中野区","つばさ　Ｆor　you　ステーション","ツバサ　フォー　ユウ　ステーション","福祉用具貸与","東京都中野区東中野３－１７－１９","メゾンタケイ１０１","03-5348-7551","","03-5348-7552","","株式会社キングマザー","1371403666","","","","","","139.681591246293","35.708539123885","介護サービス事業所所在地"
"131148","0002400004","東京都","中野区","ケアプラザ・みやぞの","ケアプラザ・ミヤゾノ","福祉用具貸与","東京都中野区中央３－１３－１１","ＭＧビル３０２","03-3362-7566","","03-3362-6228","","宮園自動車株式会社","1372004083","","","","","","139.673995154894","35.7020539787528","介護サービス事業所所在地"
"131148","0002400005","東京都","中野区","株式会社トーカイ　中野営業所","カブシキガイシャトーカイ　ナカノエイギョウショ","福祉用具貸与","東京都中野区中央４－１－２","ＫＩビル６０１","03-5342-2931","","03-5342-2932","","株式会社トーカイ","1371404284","","","","","","139.670570451598","35.6977516625889","介護サービス事業所所在地"
"131148","0002400006","東京都","中野区","クリオケアセンター","クリオケアセンター","福祉用具貸与","東京都中野区中央５－８－１１","スペースクリオⅡ　３階","03-5328-7301","","03-5341-8628","","株式会社ＣＣＣ","1371404771","","","","","","139.665442352789","35.6984493460316","介護サービス事業所所在地"
"131148","0002400007","東京都","中野区","すりいでぃ","スリイディ","福祉用具貸与","東京都中野区中央五丁目２９番１１号　サンメゾン中野１０２","","03-5385-3755","","03-5385-3772","","株式会社スリーディメンション","1371401074","","","","","","139.663862413046","35.7001771367614","介護サービス事業所所在地"
"131148","0002400008","東京都","中野区","あおば　福祉用具サービス","アオバ　フクシヨウグサービス","福祉用具貸与","東京都中野区本町３－５－４","メゾンシルクロード１Ｆ","03-5358-8200","","03-5358-8338","","特定非営利活動法人あおば","1371402809","","","","","","139.675573248802","35.6935691596982","介護サービス事業所所在地"
"131148","0002400009","東京都","中野区","ニチイケアセンター中野本町","ニチイケアセンターナカノホンチョウ","訪問介護","東京都中野区本町４－４－１８","","03-5342-3762","","03-5342-3767","","株式会社ニチイ学館","1371400357","","","","","","139.673900441091","35.69604130897","介護サービス事業所所在地"
"131148","0002400010","東京都","中野区","株式会社　ウシクボ","カブシキガイシャ　ウシクボ","福祉用具貸与","東京都中野区本町５－６－１０","ビアンカビル１０１","03-6382-5755","","03-6382-5756","","株式会社ウシクボ","1371403120","","","","","","139.673565518819","35.6935962615709","介護サービス事業所所在地"
"131148","0002400011","東京都","中野区","日本リック福祉用具中野北事業所","ニホンリックフクシヨウグナカノキタジギョウショ","福祉用具貸与","東京都中野区江古田2-19-8","両国?月堂ビル 101号室","03-6454-0081","","03-3228-5073","","","1371405471","","","","","","139.665740913292","35.7269514577203","介護サービス事業所所在地"
"131148","0002400012","東京都","中野区","在宅介護センター・アスモ","ザイタクカイゴセンター・アスモ","福祉用具貸与","東京都中野区新井１－２６－４","","03-5318-4007","","03-5318-4008","","株式会社アスモ","1371404508","","","","","","139.66587946897","35.7121942112703","介護サービス事業所所在地"
"131148","0002400013","東京都","中野区","あけぼの介護センター","アケボノカイゴセンター","福祉用具貸与","東京都中野区新井１－１２－１４","秀光建設本社ビル６階","03-5318-5888","","03-5318-5886","","ケアゲート株式会社","1371405158","","","","","","139.66568651426","35.7114466424648","介護サービス事業所所在地"
"131148","0002400014","東京都","中野区","株式会社リップ","カブシキガイシャリップ","福祉用具貸与","東京都中野区大和町１－１４－６","中野ＥＳビル１階","03-5327-8340","","03-3336-2282","","株式会社リップ","1371404862","","","","","","139.653570364275","35.7141423973614","介護サービス事業所所在地"
"131148","0002400015","東京都","中野区","生活さぽーとぷらざみやじま","セイカツサポートプラザミヤジマ","福祉用具貸与","東京都中野区大和町2-2-14","","03-3337-6340","","03-3339-0888","","","1371403369","","","","","","139.653542801934","35.715344981055","介護サービス事業所所在地"
"131148","0003000001","東京都","中野区","しあわせケアサービス","シアワセケアサービス","居宅介護支援","東京都中野区鷺宮３‐２０‐９‐３０４号","","03-6326-0771","","03-6322-7398","","株式会社しあわせケアサービス","1371405984","","","","","","139.638653596287","35.7237258944809","介護サービス事業所所在地"
"131148","0003000002","東京都","中野区","朝焼け中野事業所","アサヤケナカノジギョウショ","居宅介護支援","東京都中野区白鷺１‐３０‐６","深澤ビル１階Ａ号室","03-5356-7518","","03-3310-6633","","株式会社朝焼け","1371405919","","","","","","139.637377899515","35.7215104462828","介護サービス事業所所在地"
"131148","0003000003","東京都","中野区","日本リック訪問介護事業所　りんく中野","ニホンリックホウモンカイゴジギョウショ　リンクナカノ","訪問介護","東京都中野区中央４－２１－１８","コリンズ１４ビル１階","03-6382-8622","","03-6382-8624","","日本リック株式会社","1371405927","","","","","","139.670238275795","35.6999904662246","介護サービス事業所所在地"
"131148","0003000004","東京都","中野区","訪問サービスえごた","ホウモンサービスエゴタ","訪問介護","東京都中野区江古田３－３－２２","","03-5913-1873","","03-5343-5510","","社会福祉法人悠遊","1371405885","","","","","","139.669627226576","35.7270934863134","介護サービス事業所所在地"
"131148","0003000005","東京都","中野区","ケアリッツ鷺ノ宮","ケアリッツサギノミヤ","訪問介護","東京都中野区若宮２－４０－１３","サンハイツ中野１０１","03-5327-8518","","03-5327-8519","","株式会社ケアリッツ・アンド・パートナーズ","1371405943","","","","","","139.64342811896","35.7162980605961","介護サービス事業所所在地"
"131148","0003000006","東京都","中野区","ニチイケアセンターかみさぎ","ニチイケアセンターカミサギ","訪問介護","東京都中野区上鷺宮５－８－５","ベル・ヴィベール１０１","03-5987-7008","","03-3577-0056","","株式会社ニチイ学館","1371405935","","","","","","139.627149839523","35.7274709092781","介護サービス事業所所在地"
"131148","0003000007","東京都","中野区","ソフィアメディ訪問看護ステーション中野新橋","ソフィアメディホウモンカンゴステーションナカノシンバシ","訪問看護","東京都中野区本町４－８－１","","03-6382-4300","","03-6382-4311","","ソフィアメディ株式会社","1361490277","","","","","","139.673440530356","35.6950515069072","介護サービス事業所所在地"
"131148","0003000008","東京都","中野区","ソフィアメディ訪問看護ステーション野方","ソフィアメディホウモンカンゴステーションノガタ","訪問看護","東京都中野区野方５－３０－２０","三宅ビル２階","03-6383-0215","","03-6383-0216","","ソフィアメディ株式会社","1361490285","","","","","","139.652454443957","35.7191304200567","介護サービス事業所所在地"
"131148","0003000009","東京都","中野区","訪問看護ステーション春","ホウモンカンゴステーションハル","訪問看護","東京都中野区上鷺宮4-17-13","","03-5848-2196","","03-5848-219７","","","1361490293","","","","","","139.62954918643","35.7348541163433","介護サービス事業所所在地"
"131148","0003000010","東京都","中野区","介護老人保健施設中野すみれ苑","カイゴロウジンホケンシセツナカノスミレエン","短期入所療養介護","東京都中野区弥生町六丁目７番１６号","","03-6382-6360","","03-6382-6512","","社会福祉法人すみれ佑和会","1351480015","","","","","","139.661085518742","35.6859761249778","介護サービス事業所所在地"
"131148","0003000011","東京都","中野区","介護老人保健施設中野すみれ苑","カイゴロウジンホケンシセツナカノスミレエン","介護老人保健施設","東京都中野区弥生町六丁目７番１６号","","03-6382-6360","","03-6382-6512","","社会福祉法人すみれ佑和会","1351480015","","","","","","139.661085518742","35.6859761249778","介護サービス事業所所在地"
"131148","0003000012","東京都","中野区","ハート介護サービス中野","ハートカイゴサービスナカノ","居宅介護支援","東京都中野区中央３－５０－９","ワタナベセカンドビル４階","03-6304-0615","","03-6304-0616","","株式会社ハート介護サービス","1371401959","","","","","","139.673137884327","35.7022034908466","介護サービス事業所所在地"
"131148","0003000013","東京都","中野区","東京令和館　中野","トウキョウレイワカン　ナカノ","短期入所生活介護","東京都中野区江古田４－４３－５","","03-3386-8038","","03-3386-8037","","社会福祉法人東京武尊会","1371405976","","","","","","139.658487717274","35.7254671033933","介護サービス事業所所在地"
"131148","0003000014","東京都","中野区","武蔵野療園病院介護医療院","ムサシノリョウエンビョウインカイゴイリョウイン","介護医療院","東京都中野区江古田2-24-11","","03-3389-5511","","03-3389-5871","","","","","","","","","139.664151126357","35.7273154224424","介護サービス事業所所在地"
"131148","0003000015","東京都","中野区","サロン・ド・ゴールド","サロンドゴールド","地域密着型通所介護","東京都中野区中央１‐５２‐７","","03-5937-4211","","03-5937-2851","","有限会社ぬくもり介護","1391400627","","","","","","139.683813682828","35.7011150795444","介護サービス事業所所在地"
"131148","0003000016","東京都","中野区","レコードブック新江古田","レコードブックシンエゴタ","地域密着型通所介護","東京都中野区江原町１-１２-２","","03-6908-3952","","03-6908-3953","","株式会社縁咲","1391400601","","","","","","139.676691102816","35.7297592487241","介護サービス事業所所在地"
"131148","0003000017","東京都","中野区","シルバーエイジクラブ　松風","シルバーエイジクラブ　ショウフウ","地域密着型通所介護","東京都中野区若宮１－２１－１７","","03-5373-1410","","03-5373-1410","","株式会社ジロ寿・アシスト","1371404730","","","","","","139.648334412421","35.7181898868251","介護サービス事業所所在地"
"131148","0003000018","東京都","中野区","東京令和館　中野","トウキョウレイワカン　ナカノ","認知症対応型共同生活介護","東京都中野区江古田４‐４３‐５","","03-3386-8038","","03-3386-8037","","社会福祉法人東京武尊会","1391400635","","","","","","139.658487717274","35.7254671033933","介護サービス事業所所在地"
"131148","0003000019","東京都","中野区","看護小規模多機能型居宅介護　ｍｉｋｅｔａ中野弥生町","カンゴショウキボタキノウガタキョタクカイゴ　ミケタナカノヤヨイチョウ","複合型サービス（看護小規模多機能型居宅介護）","東京都中野区弥生町２‐４‐９","ツナシマ第３ビル３階","03-3373-0662","","03-3373-0676","","株式会社カレア","1391400437","","","","","","139.676739425038","35.6913436808761","介護サービス事業所所在地"
"131148","0003000020","東京都","中野区","定期巡回随時対応型訪問介護看護　中野すみれ園","テイキジュンカイズイジタイオウガタホウモンカイゴカンゴ　ナカノスミレエン","定期巡回・随時対応型訪問介護看護","東京都中野区弥生町６‐７‐１６","","03-6382-6683","","03-6382-6691","","社会福祉法人すみれ祐和会","1391400619","","","","","","139.661085518742","35.6859761249778","介護サービス事業所所在地"
"131148","0003000021","東京都","中野区","東京令和館　中野","トウキョウレイワカン　ナカノ","介護老人福祉施設","東京都中野区江古田４－４３－５","","03-3386-8038","","03-3386-8037","","社会福祉法人東京武尊会","1371405976","","","","","","139.658487717274","35.7254671033933","介護サービス事業所所在地"
