産業分類階層,産業コード,産業細分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
3,3211,貴金属・宝石製装身具（ジュエリー）製品製造業,34,595,322,1,595,321,1,264011,1023071,1511440,1298263,92072,934,-,120171,452739,465222,54787,5114,28,7184
3,3212,貴金属・宝石製装身具（ジュエリー）附属品・同材料加工業,5,77,45,-,77,45,-,31205,45581,96785,93861,2924,-,-,-,47639,47713,36077,714,-,769
3,3219,その他の貴金属製品製造業,20,194,127,1,195,128,-,75743,222351,365420,260709,99706,-,-,5005,132470,132470,-,-,-,-
2,3220,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,68,704,364,1,704,363,1,255433,639267,1154469,997219,57755,-,276,99219,472656,477777,159656,2358,109,4804
3,3221,装身具・装飾品製造業（貴金属・宝石製を除く）,51,514,274,1,514,273,1,180627,512155,870177,747035,23647,-,276,99219,329740,331952,124302,1415,-,1839
3,3222,造花・装飾用羽毛製造業,6,38,10,-,38,10,-,8958,11167,26996,20406,6590,-,-,-,14656,14656,-,-,-,-
3,3223,ボタン製造業,1,7,1,-,7,1,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,3224,針・ピン・ホック・スナップ・同関連品製造業,6,101,69,-,101,69,-,43088,96468,195248,167730,27518,-,-,-,88842,91751,35354,943,109,2965
3,3229,その他の装身具・装飾品製造業,4,44,10,-,44,10,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,3230,時計・同部分品製造業,8,362,287,5,367,292,-,175233,327557,463512,396184,17529,35607,-,14192,112150,127816,56595,13491,872,13795
3,3231,時計・同部分品製造業,8,362,287,5,367,292,-,175233,327557,463512,396184,17529,35607,-,14192,112150,127816,56595,13491,872,13795
2,3240,楽器製造業,11,210,157,1,209,157,2,102599,128622,305747,244366,18262,11045,-,32074,173208,172871,81509,5813,697,1257
3,3249,その他の楽器・楽器部品・同材料製造業,11,210,157,1,209,157,2,102599,128622,305747,244366,18262,11045,-,32074,173208,172871,81509,5813,697,1257
2,3250,がん具・運動用具製造業,68,1788,1187,53,1839,1237,2,882684,3570067,6128879,4278299,71187,767,112,1778514,2321268,2449965,690130,159166,8896,96074
3,3251,娯楽用具・がん具製造業（人形を除く）,36,470,250,2,470,249,2,157648,430513,811349,702017,43261,5,112,65954,354645,354688,29565,22395,-,1676
3,3252,人形製造業,10,78,41,1,79,42,-,28299,129931,180340,162743,4889,205,-,12503,46676,46676,-,-,-,-
3,3253,運動用具製造業,22,1240,896,50,1290,946,-,696737,3009623,5137190,3413539,23037,557,-,1700057,1919947,2048601,660565,136771,8896,94398
2,3260,ペン・鉛筆・絵画用品・その他の事務用品製造業,59,861,484,3,861,484,3,297212,693662,1402553,1195512,153672,-,-,53369,655470,660846,320317,42154,1171,8093
3,3261,万年筆・ぺン類・鉛筆製造業,27,404,249,-,403,248,1,153697,414117,789316,662968,99573,-,-,26775,349949,351852,106805,41271,-,4609
3,3262,毛筆・絵画用品製造業（鉛筆を除く）,3,36,15,-,36,15,-,7648,10216,17877,17618,-,-,-,259,7093,7093,-,-,-,-
3,3269,その他の事務用品製造業,29,421,220,3,422,221,2,135867,269329,595360,514926,54099,-,-,26335,298428,301901,213512,883,1171,3484
2,3280,畳等生活雑貨製品製造業,35,456,233,-,455,232,1,174184,699075,1060121,976039,56359,-,108,27615,324274,336481,57102,22872,748,6496
3,3282,畳製造業,11,63,40,-,63,40,-,23598,47824,99662,81614,10646,-,108,7294,48263,48263,-,-,-,-
3,3283,うちわ・扇子・ちょうちん製造業,1,11,4,-,11,4,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,3284,ほうき・ブラシ製造業,16,245,133,-,244,132,1,91704,324084,478686,458785,916,-,-,18985,136262,143270,50940,2442,-,4680
3,3285,喫煙用具製造業（貴金属・宝石製を除く）,1,13,5,-,13,5,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,3289,その他の生活雑貨製品製造業,6,124,51,-,124,51,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,3290,他に分類されない製造業,228,4139,2919,9,4138,2918,10,2000567,4562843,8980092,7745262,374361,20655,206,839608,4017287,4109343,1866288,155652,13149,119822
3,3291,煙火製造業,1,106,74,1,107,75,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
3,3292,看板・標識機製造業,95,1363,1044,7,1369,1048,1,700351,1576050,3265347,2540753,162460,5732,-,556402,1571852,1568528,570084,49504,5275,28009
3,3293,パレット製造業,7,54,47,-,53,46,1,28169,89767,128621,107628,3028,-,-,17965,35974,35974,-,-,-,-
3,3294,モデル・模型製造業,22,410,280,-,410,280,-,204475,248409,639427,635229,385,-,-,3813,357930,362350,196082,1325,14,6332
3,3295,工業用模型製造業,44,784,642,-,783,641,1,405592,501372,1289606,1209499,69255,5735,-,5117,710204,730638,243806,46287,1508,19495
3,3296,情報記録物製造業（新聞、書籍等の印刷物を除く）,7,242,142,-,242,142,-,108068,141738,356588,179182,69266,-,206,107934,205289,204884,17080,17273,-,-
3,3297,眼鏡製造業（枠を含む）,5,51,20,-,51,20,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,3299,他に分類されないその他の製造業,47,1129,670,1,1123,666,7,482577,1905383,3068730,2863147,65149,9188,-,131246,1014593,1082965,661375,36044,3816,60425
,,,,,,,,,,,,,,,,,,,,,,,
2019東京の工業　2019年工業統計調査報告（平成30年実績）,,,,,,,,,,,,,,,,,,,,,,,
第1表　産業細分類別統計表（従業者４人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類　2：産業小分類　3：産業細分類）,,,,,,,,,,,,,,,,,,,,,,,
