地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等／総額(万円),原材料使用額等／うち原材料使用額(万円),原材料使用額等／うち燃料使用額(万円),原材料使用額等／うち電力使用額(万円),原材料使用額等／うち委託生産費(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(万円),粗付加価値額(万円)
2,13215,国立市,0,00,総数,3,157,85,-,-,-,92,75,58,3,7,7,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13215,国立市,1,09,食料品製造業,1,78,23,-,-,-,13,13,58,3,7,7,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13215,国立市,1,27,業務用機械器具製造業,2,79,62,-,-,-,79,62,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13218,福生市,0,00,総数,7,735,534,-,-,-,499,436,207,72,29,26,7,-,367401,778235,465622,5705,28359,247126,1552838,1534309,-,-,x,x,705246,716293
2,13218,福生市,1,09,食料品製造業,1,60,32,-,-,-,25,19,35,13,-,-,7,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13218,福生市,1,15,印刷・同関連業,1,417,287,-,-,-,260,236,149,43,8,8,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,1,24,金属製品製造業,1,48,41,-,-,-,36,33,7,3,5,5,-,-,x,x,x,-,x,-,x,x,-,-,x,-,x,x
2,13218,福生市,1,27,業務用機械器具製造業,1,39,28,-,-,-,31,22,5,4,3,2,-,-,x,x,x,-,-,x,x,x,-,-,-,x,x,x
2,13218,福生市,1,29,電気機械器具製造業,1,52,38,-,-,-,52,38,-,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,1,31,輸送用機械器具製造業,2,119,108,-,-,-,95,88,11,9,13,11,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13219,狛江市,0,00,総数,4,203,113,-,-,-,131,98,66,9,6,6,-,-,73443,230189,169611,252,2454,26307,385869,324326,23569,434,-,37540,137797,145937
2,13219,狛江市,1,15,印刷・同関連業,3,165,79,-,-,-,93,64,66,9,6,6,-,-,x,x,x,x,x,x,x,x,x,x,-,37540,x,x
2,13219,狛江市,1,27,業務用機械器具製造業,1,38,34,-,-,-,38,34,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13220,東大和市,0,00,総数,6,965,738,2,-,-,669,557,291,178,7,5,-,-,532259,5244807,4805043,71416,79276,145330,7581001,7574979,-,-,-,6022,1933388,2208997
2,13220,東大和市,1,09,食料品製造業,1,632,484,-,-,-,396,338,235,145,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13220,東大和市,1,24,金属製品製造業,1,44,33,-,-,-,34,25,10,8,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13220,東大和市,1,27,業務用機械器具製造業,2,110,74,-,-,-,75,58,29,12,6,4,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13220,東大和市,1,29,電気機械器具製造業,1,145,123,2,-,-,132,113,15,12,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13220,東大和市,1,30,情報通信機械器具製造業,1,34,24,-,-,-,32,23,2,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13221,清瀬市,0,00,総数,7,897,538,-,-,-,591,448,290,85,16,5,-,-,461121,953085,830320,2738,29247,47976,1845012,1800540,5385,-,-,39087,788600,837120
2,13221,清瀬市,1,09,食料品製造業,1,50,2,-,-,-,5,2,45,-,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,14,パルプ・紙・紙加工品製造業,1,62,44,-,-,-,44,42,18,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13221,清瀬市,1,16,化学工業,2,292,137,-,-,-,181,120,95,12,16,5,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13221,清瀬市,1,29,電気機械器具製造業,1,40,24,-,-,-,33,23,7,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,31,輸送用機械器具製造業,2,453,331,-,-,-,328,261,125,70,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13222,東久留米市,0,00,総数,7,3074,2288,50,-,-,2120,1713,762,414,242,211,188,86,1648017,8406648,4948954,96602,91294,1328995,13298710,10808455,18000,-,-,2472255,4556031,4630584
2,13222,東久留米市,1,09,食料品製造業,3,1543,1131,-,-,-,1152,889,380,235,11,7,188,86,842138,2532354,1736685,62810,22656,5505,5219752,x,18000,-,-,x,2369389,2501754
2,13222,東久留米市,1,10,飲料・たばこ・飼料製造業,1,188,166,-,-,-,105,93,7,7,76,66,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,26,生産用機械器具製造業,1,138,104,-,-,-,127,97,9,6,2,1,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,30,情報通信機械器具製造業,1,47,39,-,-,-,43,35,4,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,32,その他の製造業,1,1158,848,50,-,-,693,599,362,162,153,137,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13223,武蔵村山市,0,00,総数,30,3105,1658,8,-,-,1496,1183,1435,389,182,93,12,8,1220449,4031950,3239971,29781,80123,515492,7923413,7305846,509573,8101,-,99893,3393021,3690204
2,13223,武蔵村山市,1,09,食料品製造業,8,1634,587,-,-,-,435,306,1131,257,68,24,12,8,446590,1690486,1469318,21813,40326,135131,3178218,3176657,-,-,-,1561,1312498,1384262
2,13223,武蔵村山市,1,11,繊維工業,1,72,23,-,-,-,30,20,42,3,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13223,武蔵村山市,1,13,家具・装備品製造業,1,126,84,6,-,-,115,82,12,6,5,2,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13223,武蔵村山市,1,15,印刷・同関連業,1,32,20,-,-,-,26,17,6,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13223,武蔵村山市,1,24,金属製品製造業,4,232,173,-,-,-,173,137,42,21,17,15,-,-,116089,84322,61509,5379,13459,2931,414682,-,414682,-,-,-,282038,307534
2,13223,武蔵村山市,1,25,はん用機械器具製造業,1,44,28,-,-,-,31,23,9,1,4,4,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13223,武蔵村山市,1,26,生産用機械器具製造業,5,346,283,-,-,-,265,226,57,44,24,13,-,-,224083,847139,744862,136,4893,71975,1566721,1564346,1799,-,-,576,534050,740248
2,13223,武蔵村山市,1,27,業務用機械器具製造業,1,46,34,-,-,-,35,32,11,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13223,武蔵村山市,1,28,電子部品・デバイス・電子回路製造業,1,52,30,2,-,-,33,21,20,9,1,1,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13223,武蔵村山市,1,29,電気機械器具製造業,4,166,105,-,-,-,92,77,74,28,-,-,-,-,67838,121021,49467,1227,2761,67042,269332,269332,-,-,-,-,132488,137059
2,13223,武蔵村山市,1,30,情報通信機械器具製造業,1,61,54,-,-,-,49,44,9,9,3,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13223,武蔵村山市,1,31,輸送用機械器具製造業,2,294,237,-,-,-,212,198,22,6,60,33,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13224,多摩市,0,00,総数,9,745,445,-,-,-,474,365,238,66,33,14,-,-,360849,1270392,956930,2829,13503,149559,2234512,2099123,16123,-,-,119266,950243,939007
2,13224,多摩市,1,09,食料品製造業,2,103,30,-,-,-,57,30,46,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13224,多摩市,1,15,印刷・同関連業,2,311,173,-,-,-,143,113,142,52,26,8,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13224,多摩市,1,18,プラスチック製品製造業（別掲を除く）,1,30,14,-,-,-,19,11,9,1,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13224,多摩市,1,27,業務用機械器具製造業,1,166,150,-,-,-,164,150,2,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13224,多摩市,1,28,電子部品・デバイス・電子回路製造業,2,78,38,-,-,-,56,36,22,2,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13224,多摩市,1,29,電気機械器具製造業,1,57,40,-,-,-,35,25,17,11,5,4,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13225,稲城市,0,00,総数,9,1084,703,13,-,-,670,547,369,139,58,29,-,-,491063,896901,621800,31188,61404,129772,1733511,1268537,462948,-,-,2026,514259,781774
2,13225,稲城市,1,09,食料品製造業,2,384,180,-,-,-,78,68,298,106,8,6,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13225,稲城市,1,10,飲料・たばこ・飼料製造業,1,119,101,-,-,-,110,101,-,-,9,-,-,-,x,x,x,x,x,-,x,-,x,-,-,-,x,x
2,13225,稲城市,1,18,プラスチック製品製造業（別掲を除く）,1,99,78,-,-,-,85,70,6,5,8,3,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13225,稲城市,1,24,金属製品製造業,1,311,228,13,-,-,265,203,26,17,33,20,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13225,稲城市,1,28,電子部品・デバイス・電子回路製造業,2,93,60,-,-,-,67,51,26,9,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13225,稲城市,1,29,電気機械器具製造業,1,34,17,-,-,-,21,15,13,2,-,-,-,-,x,x,x,x,x,x,x,-,x,-,-,x,x,x
2,13225,稲城市,1,30,情報通信機械器具製造業,1,44,39,-,-,-,44,39,-,-,-,-,-,-,x,x,-,-,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,0,00,総数,29,7093,6302,49,-,-,5675,5264,858,557,609,530,-,-,4224001,48067138,45799315,157774,256305,1470373,59031755,58624020,293548,2790,166,111231,9466570,10312132
2,13227,羽村市,1,14,パルプ・紙・紙加工品製造業,1,101,63,-,-,-,59,50,42,13,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,15,印刷・同関連業,1,78,72,-,-,-,70,69,8,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,16,化学工業,1,121,87,1,-,-,107,78,5,2,10,8,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13227,羽村市,1,22,鉄鋼業,1,266,235,2,-,-,216,191,16,13,36,33,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13227,羽村市,1,23,非鉄金属製造業,1,50,44,-,-,-,32,28,17,16,1,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13227,羽村市,1,25,はん用機械器具製造業,2,598,548,-,-,-,494,463,85,67,19,18,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13227,羽村市,1,26,生産用機械器具製造業,3,402,349,-,-,-,309,283,30,11,63,55,-,-,180253,587946,493183,223,20316,74224,939939,901622,36747,1570,-,-,313738,348128
2,13227,羽村市,1,28,電子部品・デバイス・電子回路製造業,1,133,91,-,-,-,117,84,9,1,7,6,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13227,羽村市,1,29,電気機械器具製造業,5,363,181,6,-,-,180,140,115,24,74,23,-,-,x,x,507747,x,2951,783377,x,x,-,x,-,-,x,x
2,13227,羽村市,1,31,輸送用機械器具製造業,9,4634,4427,40,-,-,3904,3731,375,351,395,385,-,-,3020728,42197106,41545948,71459,127971,123004,50498064,50280656,216938,-,-,470,7170379,7726057
2,13227,羽村市,1,32,その他の製造業,4,347,205,-,-,-,187,147,156,56,4,2,-,-,169819,451087,382039,1148,17031,31862,912739,808119,19884,-,166,84570,403506,433293
2,13228,あきる野市,0,00,総数,12,1208,975,6,-,-,1000,871,153,81,61,29,-,-,650170,1452907,1147853,5041,22001,178428,2532316,2458977,10567,-,-,62772,885371,1025303
2,13228,あきる野市,1,09,食料品製造業,1,83,42,-,-,-,15,11,68,31,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,-,x,x
2,13228,あきる野市,1,14,パルプ・紙・紙加工品製造業,1,31,25,-,-,-,27,24,4,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,18,プラスチック製品製造業（別掲を除く）,1,31,15,-,-,-,11,8,20,7,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,23,非鉄金属製造業,2,154,138,-,-,-,153,138,1,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13228,あきる野市,1,25,はん用機械器具製造業,1,143,128,-,-,-,137,123,6,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13228,あきる野市,1,26,生産用機械器具製造業,2,91,73,-,-,-,82,69,9,4,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13228,あきる野市,1,27,業務用機械器具製造業,1,81,69,-,-,-,81,69,-,-,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,29,電気機械器具製造業,1,336,278,-,-,-,269,244,7,6,60,28,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13228,あきる野市,1,31,輸送用機械器具製造業,1,155,131,5,-,-,130,116,29,19,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,32,その他の製造業,1,103,76,1,-,-,95,69,9,8,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13229,西東京市,0,00,総数,6,749,610,1,-,-,603,534,143,73,4,3,-,-,441703,1506351,1402148,3050,23542,50429,2570754,2337047,111087,-,-,122620,986977,1083371
2,13229,西東京市,1,09,食料品製造業,1,86,36,-,-,-,16,11,70,25,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13229,西東京市,1,15,印刷・同関連業,1,57,55,-,-,-,49,48,8,7,-,-,-,-,x,x,x,x,x,-,x,-,x,-,-,-,x,x
2,13229,西東京市,1,25,はん用機械器具製造業,2,384,333,1,-,-,380,330,1,-,4,3,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13229,西東京市,1,27,業務用機械器具製造業,1,126,98,-,-,-,83,76,43,22,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13229,西東京市,1,32,その他の製造業,1,96,88,-,-,-,75,69,21,19,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,0,00,総数,50,5905,4421,70,-,-,4334,3719,1028,334,613,433,1,1,3232276,19067731,17328907,194155,203882,943676,52066662,51402495,319220,27439,6629,310879,32496798,30694881
1,13300,郡部,1,09,食料品製造業,6,477,232,-,-,-,211,159,178,27,88,46,-,-,170767,1454240,1134559,51470,29193,168741,1750321,1697132,-,-,-,53189,241819,277088
1,13300,郡部,1,14,パルプ・紙・紙加工品製造業,2,77,35,-,-,-,45,29,32,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
1,13300,郡部,1,15,印刷・同関連業,2,244,159,-,-,-,162,140,81,19,1,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
1,13300,郡部,1,16,化学工業,2,211,182,-,-,-,200,173,7,6,4,3,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13300,郡部,1,18,プラスチック製品製造業（別掲を除く）,3,165,93,6,-,-,74,64,87,30,10,5,-,-,64486,258825,183640,199,8324,23394,397365,346032,-,-,1125,50208,119708,130012
1,13300,郡部,1,21,窯業・土石製品製造業,2,133,122,1,-,-,110,104,7,5,17,14,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,1,22,鉄鋼業,1,56,47,-,-,-,51,42,5,5,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13300,郡部,1,23,非鉄金属製造業,1,77,73,-,-,-,66,63,8,7,3,3,-,-,x,x,x,x,x,x,x,x,x,-,x,-,x,x
1,13300,郡部,1,24,金属製品製造業,1,87,65,-,-,-,61,51,26,14,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
1,13300,郡部,1,25,はん用機械器具製造業,1,30,29,-,-,-,29,28,1,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,1,26,生産用機械器具製造業,2,82,71,-,-,-,69,61,13,10,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
1,13300,郡部,1,27,業務用機械器具製造業,5,495,360,8,-,-,367,308,107,43,29,16,-,-,292833,757545,714735,1284,7823,24602,1042952,1011972,15,26546,-,4419,278399,263640
1,13300,郡部,1,28,電子部品・デバイス・電子回路製造業,4,170,108,-,-,-,113,95,51,13,6,-,-,-,65733,63292,33871,5,6273,21215,177499,x,x,-,x,-,96963,105739
1,13300,郡部,1,29,電気機械器具製造業,6,445,309,12,-,-,295,249,123,44,39,28,1,1,201272,980436,807668,98,5412,166452,1503533,1392660,110873,-,-,-,748094,558116
1,13300,郡部,1,30,情報通信機械器具製造業,1,158,90,-,-,-,145,90,13,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,1,31,輸送用機械器具製造業,9,2816,2305,42,-,-,2160,1926,284,101,414,316,-,-,1803210,13487029,13002316,9540,58359,329152,43471692,43380103,60484,893,-,30212,29545421,27804073
1,13300,郡部,1,32,その他の製造業,2,182,141,1,-,-,176,137,5,3,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,0,00,総数,35,4589,3502,54,-,-,3365,2932,785,259,493,360,-,-,2588232,16471287,15171770,181549,162604,675590,48316006,47882711,208347,27439,6566,190943,31196064,29548940
2,13303,瑞穂町,1,09,食料品製造業,5,362,156,-,-,-,165,122,160,19,37,15,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,14,パルプ・紙・紙加工品製造業,1,35,19,-,-,-,20,14,15,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,-,x,x
2,13303,瑞穂町,1,15,印刷・同関連業,1,127,106,-,-,-,109,97,17,9,1,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13303,瑞穂町,1,16,化学工業,2,211,182,-,-,-,200,173,7,6,4,3,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13303,瑞穂町,1,18,プラスチック製品製造業（別掲を除く）,2,112,54,3,-,-,35,29,76,24,4,4,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13303,瑞穂町,1,21,窯業・土石製品製造業,2,133,122,1,-,-,110,104,7,5,17,14,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13303,瑞穂町,1,22,鉄鋼業,1,56,47,-,-,-,51,42,5,5,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13303,瑞穂町,1,23,非鉄金属製造業,1,77,73,-,-,-,66,63,8,7,3,3,-,-,x,x,x,x,x,x,x,x,x,-,x,-,x,x
2,13303,瑞穂町,1,24,金属製品製造業,1,87,65,-,-,-,61,51,26,14,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,26,生産用機械器具製造業,2,82,71,-,-,-,69,61,13,10,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13303,瑞穂町,1,27,業務用機械器具製造業,3,145,114,8,-,-,98,92,50,24,5,5,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13303,瑞穂町,1,28,電子部品・デバイス・電子回路製造業,2,102,53,-,-,-,53,44,43,9,6,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13303,瑞穂町,1,29,電気機械器具製造業,3,146,94,-,-,-,76,67,66,25,4,2,-,-,x,x,121994,x,1100,33470,x,x,-,-,-,-,x,x
2,13303,瑞穂町,1,30,情報通信機械器具製造業,1,158,90,-,-,-,145,90,13,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13303,瑞穂町,1,31,輸送用機械器具製造業,8,2756,2256,42,-,-,2107,1883,279,97,412,314,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13305,日の出町,0,00,総数,15,1316,919,16,-,-,969,787,243,75,120,73,1,1,644044,2596444,2157137,12606,41278,268086,3750656,3519784,110873,-,63,119936,1300734,1145941
2,13305,日の出町,1,09,食料品製造業,1,115,76,-,-,-,46,37,18,8,51,31,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13305,日の出町,1,14,パルプ・紙・紙加工品製造業,1,42,16,-,-,-,25,15,17,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13305,日の出町,1,15,印刷・同関連業,1,117,53,-,-,-,53,43,64,10,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13305,日の出町,1,18,プラスチック製品製造業（別掲を除く）,1,53,39,3,-,-,39,35,11,6,6,1,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13305,日の出町,1,25,はん用機械器具製造業,1,30,29,-,-,-,29,28,1,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,27,業務用機械器具製造業,2,350,246,-,-,-,269,216,57,19,24,11,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,28,電子部品・デバイス・電子回路製造業,2,68,55,-,-,-,60,51,8,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,-,x,x
2,13305,日の出町,1,29,電気機械器具製造業,3,299,215,12,-,-,219,182,57,19,35,26,1,1,x,x,685674,x,4312,132982,x,x,110873,-,-,-,x,x
2,13305,日の出町,1,31,輸送用機械器具製造業,1,60,49,-,-,-,53,43,5,4,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,32,その他の製造業,2,182,141,1,-,-,176,137,5,3,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13307,檜原村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13308,奥多摩町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13350,島部,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13361,大島町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13362,利島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13363,新島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13364,神津島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13381,三宅村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13382,御蔵島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13401,八丈町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13402,青ヶ島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13421,小笠原村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020東京の工業　2020年工業統計調査報告（2019年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第5-1-a表　区市町村，産業中分類別統計表（従業者30人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都　1：区部・市部・郡部・島部　2：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
