産業分類階層,産業コード,産業細分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
3,3151,フォークリフトトラック・同部分品・附属品製造業,5,93,73,-,93,73,-,35589,88425,162445,159595,2850,-,-,-,63017,69259,69155,13015,12,6251
3,3159,その他の産業用運搬車両・同部分品・附属品製造業,4,43,35,-,43,35,-,18402,18902,48688,46257,634,1797,-,-,27452,27452,-,-,-,-
2,3190,その他の輸送用機械器具製造業,20,199,125,-,199,125,-,64520,91147,243969,181420,42936,9845,-,9768,142581,142581,-,-,-,-
3,3191,自転車・同部分品製造業,6,44,27,-,44,27,-,11031,12552,33518,32168,353,727,-,270,20675,20675,-,-,-,-
3,3199,他に分類されない輸送用機械器具製造業,14,155,98,-,155,98,-,53489,78595,210451,149252,42583,9118,-,9498,121906,121906,-,-,-,-
1,3200,その他の製造業,534,9587,6243,69,9634,6292,22,4386459,13415710,23165571,18940981,997741,63021,622,3163206,9162306,9150198,3546836,394829,24121,267876
2,3210,貴金属・宝石製品製造業,64,926,512,1,926,512,1,407619,1305845,2049608,1689072,246279,775,-,113482,695914,706617,90462,8085,17,8349
3,3211,貴金属・宝石製装身具（ジュエリー）製品製造業,38,646,343,-,645,342,1,290480,1031287,1543194,1300815,131009,775,-,110595,483432,492106,54417,6539,5,7561
3,3212,貴金属・宝石製装身具（ジュエリー）附属品・同材料加工業,5,80,47,-,80,47,-,34816,47579,108656,105433,3223,-,-,-,55081,57110,36045,1546,12,788
3,3219,その他の貴金属製品製造業,21,200,122,1,201,123,-,82323,226979,397758,282824,112047,-,-,2887,157401,157401,-,-,-,-
2,3220,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,70,738,383,1,737,381,2,272278,642843,1200789,1047468,54058,-,171,99092,511277,516076,190255,2974,235,6716
3,3221,装身具・装飾品製造業（貴金属・宝石製を除く）,50,486,251,1,485,249,2,171407,501694,862966,745156,22383,-,171,95256,333789,334493,123784,2449,64,1987
3,3222,造花・装飾用羽毛製造業,6,35,7,-,35,7,-,8034,6372,19754,14212,5542,-,-,-,12335,12335,-,-,-,-
3,3223,ボタン製造業,3,25,10,-,25,10,-,9255,9435,15690,14540,-,-,-,1150,5765,5765,-,-,-,-
3,3224,針・ピン・ホック・スナップ・同関連品製造業,6,102,70,-,102,70,-,43356,90568,187828,161695,26133,-,-,-,87951,89935,34306,169,171,3157
3,3229,その他の装身具・装飾品製造業,5,90,45,-,90,45,-,40226,34774,114551,111865,-,-,-,2686,71437,73548,32165,356,-,1572
2,3230,時計・同部分品製造業,7,358,287,4,362,291,-,181584,258756,390966,322819,12340,36043,-,19764,122609,127334,102893,64231,7770,15241
3,3231,時計・同部分品製造業,7,358,287,4,362,291,-,181584,258756,390966,322819,12340,36043,-,19764,122609,127334,102893,64231,7770,15241
2,3240,楽器製造業,12,234,164,1,234,164,1,106486,133153,301396,236511,21906,9286,-,33693,165475,165943,87829,1408,63,1324
3,3249,その他の楽器・楽器部品・同材料製造業,12,234,164,1,234,164,1,106486,133153,301396,236511,21906,9286,-,33693,165475,165943,87829,1408,63,1324
2,3250,がん具・運動用具製造業,64,1916,1315,51,1964,1364,3,915991,3629330,6149433,4154010,83209,545,122,1911547,2455796,2414375,761249,120655,4436,103077
3,3251,娯楽用具・がん具製造業（人形を除く）,34,451,266,-,449,265,2,159450,483771,944485,658471,57584,5,122,228303,442030,426526,51777,584,217,2818
3,3252,人形製造業,9,66,33,-,65,32,1,21221,114624,156167,151976,3958,145,-,88,38288,38288,-,-,-,-
3,3253,運動用具製造業,21,1399,1016,51,1450,1067,-,735320,3030935,5048781,3343563,21667,395,-,1683156,1975478,1949561,709472,120071,4219,100259
2,3260,ペン・鉛筆・絵画用品・その他の事務用品製造業,57,795,433,2,793,432,4,287208,617734,1265786,1068701,146397,42,-,50646,586713,600254,358192,9945,465,10189
3,3261,万年筆・ぺン類・鉛筆製造業,25,368,220,-,367,219,1,x,x,x,x,x,42,-,24114,x,x,142344,8181,-,6589
3,3262,毛筆・絵画用品製造業（鉛筆を除く）,2,23,6,-,23,6,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,3269,その他の事務用品製造業,30,404,207,2,403,207,3,132927,256445,559538,475160,57846,-,-,26532,276007,279483,215848,1764,465,3600
2,3280,畳等生活雑貨製品製造業,34,478,231,-,476,230,2,174190,583843,914270,858851,32946,-,163,22310,298769,307216,83137,9251,786,8377
3,3282,畳製造業,12,65,41,-,65,41,-,22435,69476,152254,130404,7364,-,163,14323,76617,76617,-,-,-,-
3,3283,うちわ・扇子・ちょうちん製造業,1,10,4,-,10,4,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,3284,ほうき・ブラシ製造業,15,279,143,-,277,142,2,100517,331275,491510,484902,-,-,-,6608,131534,148602,63277,7427,-,6807
3,3285,喫煙用具製造業（貴金属・宝石製を除く）,1,9,5,-,9,5,-,x,x,x,-,x,-,-,x,x,x,-,-,-,-
3,3289,その他の生活雑貨製品製造業,5,115,38,-,115,38,-,x,x,x,x,x,-,-,x,x,x,19860,1824,786,1570
2,3290,他に分類されない製造業,226,4142,2918,9,4142,2918,9,2041103,6244206,10893323,9563549,400606,16330,166,912672,4325753,4312383,1872819,178280,10349,114603
3,3291,煙火製造業,1,103,76,1,104,77,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
3,3292,看板・標識機製造業,95,1408,1067,7,1414,1071,1,742992,2069108,3988331,3184774,177433,5283,-,620841,1816050,1777641,575863,111201,675,26214
3,3293,パレット製造業,7,59,51,-,59,51,-,29262,83756,119325,103591,2983,-,-,12751,32783,32783,-,-,-,-
3,3294,モデル・模型製造業,18,291,207,-,291,207,-,134887,179663,479910,476301,83,-,-,3526,276023,278083,111220,951,-,2935
3,3295,工業用模型製造業,44,785,642,-,784,641,1,425685,468610,1218188,1147721,63026,5713,-,1728,674548,692116,359017,13976,211,16602
3,3296,情報記録物製造業（新聞、書籍等の印刷物を除く）,7,228,131,-,228,131,-,109327,147956,356847,174940,80259,-,166,101482,193601,198597,12812,14211,-,4813
3,3297,眼鏡製造業（枠を含む）,4,45,16,-,45,16,-,x,x,x,x,5771,182,-,x,x,x,x,x,x,x
3,3299,他に分類されないその他の製造業,50,1223,728,1,1217,724,7,524936,3201084,4511938,4280550,71051,5152,-,155185,1216143,1215964,635774,31031,6770,57874
,,,,,,,,,,,,,,,,,,,,,,,
2020東京の工業　2020年工業統計調査報告（2019年実績）,,,,,,,,,,,,,,,,,,,,,,,
第1表　産業細分類別統計表（従業者４人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類　2：産業小分類　3：産業細分類）,,,,,,,,,,,,,,,,,,,,,,,
