地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円)
2,13207,昭島市,1,22,鉄鋼業,1,7,3,-,7,3,-,x,x,x,x,x,-,-,-,x,x
2,13207,昭島市,1,23,非鉄金属製造業,2,21,6,-,21,6,-,x,x,x,x,x,-,-,-,x,x
2,13207,昭島市,1,24,金属製品製造業,13,167,128,-,165,127,2,56221,48730,158119,64827,93081,-,-,211,100837,100837
2,13207,昭島市,1,25,はん用機械器具製造業,3,35,26,-,35,26,-,15114,18088,49963,32912,17051,-,-,-,29379,29379
2,13207,昭島市,1,26,生産用機械器具製造業,15,194,160,1,195,160,-,80837,146495,347045,342143,4271,431,-,200,185434,185434
2,13207,昭島市,1,27,業務用機械器具製造業,8,138,102,-,138,102,-,x,x,x,x,x,x,-,x,x,x
2,13207,昭島市,1,28,電子部品・デバイス・電子回路製造業,1,6,4,-,6,4,-,x,x,x,x,-,-,-,-,x,x
2,13207,昭島市,1,29,電気機械器具製造業,13,142,108,7,149,115,-,65843,279032,443853,374563,9226,448,-,59616,154317,154317
2,13207,昭島市,1,30,情報通信機械器具製造業,1,19,12,-,19,12,-,x,x,x,x,-,-,-,-,x,x
2,13207,昭島市,1,31,輸送用機械器具製造業,8,105,91,-,105,91,-,x,x,x,x,x,-,-,x,x,x
2,13207,昭島市,1,32,その他の製造業,5,49,29,-,48,28,1,x,x,x,x,x,x,-,x,x,x
2,13208,調布市,0,00,総数,67,756,457,-,751,454,5,287079,842325,1611420,1379718,105014,12918,-,113770,710302,710302
2,13208,調布市,1,09,食料品製造業,6,69,44,-,69,44,-,x,x,x,x,x,-,-,x,x,x
2,13208,調布市,1,11,繊維工業,2,36,4,-,36,4,-,x,x,x,x,x,-,-,x,x,x
2,13208,調布市,1,13,家具・装備品製造業,3,19,7,-,19,7,-,7307,5368,15815,13003,2812,-,-,-,9629,9629
2,13208,調布市,1,14,パルプ・紙・紙加工品製造業,2,17,10,-,17,10,-,x,x,x,x,x,-,-,-,x,x
2,13208,調布市,1,15,印刷・同関連業,10,145,77,-,145,77,-,51018,78820,169916,148183,20260,-,-,1473,83959,83959
2,13208,調布市,1,16,化学工業,1,9,2,-,9,2,-,x,x,x,x,-,-,-,x,x,x
2,13208,調布市,1,18,プラスチック製品製造業（別掲を除く）,3,21,11,-,21,11,-,x,x,x,x,-,-,-,x,x,x
2,13208,調布市,1,21,窯業・土石製品製造業,3,39,29,-,37,28,2,18582,182200,284739,284732,x,-,-,x,94506,94506
2,13208,調布市,1,22,鉄鋼業,1,15,12,-,15,12,-,x,x,x,x,-,-,-,-,x,x
2,13208,調布市,1,23,非鉄金属製造業,1,5,2,-,5,2,-,x,x,x,x,x,-,-,-,x,x
2,13208,調布市,1,24,金属製品製造業,5,62,43,-,59,41,3,x,x,x,x,x,-,-,-,x,x
2,13208,調布市,1,25,はん用機械器具製造業,3,35,23,-,35,23,-,12908,22454,52485,35188,5071,12226,-,-,27685,27685
2,13208,調布市,1,26,生産用機械器具製造業,2,32,24,-,32,24,-,x,x,x,x,-,x,-,x,x,x
2,13208,調布市,1,27,業務用機械器具製造業,5,53,35,-,53,35,-,x,x,x,x,x,-,-,-,x,x
2,13208,調布市,1,28,電子部品・デバイス・電子回路製造業,7,96,64,-,96,64,-,36767,52395,123568,71332,42445,69,-,9722,65597,65597
2,13208,調布市,1,29,電気機械器具製造業,7,57,47,-,57,47,-,19247,26756,72675,68278,2678,-,-,1719,42346,42346
2,13208,調布市,1,30,情報通信機械器具製造業,2,18,9,-,18,9,-,x,x,x,x,-,x,-,x,x,x
2,13208,調布市,1,32,その他の製造業,4,28,14,-,28,14,-,11834,21795,50201,47355,2804,-,-,42,26181,26181
2,13209,町田市,0,00,総数,103,1344,780,1,1345,781,-,492489,1156826,2195852,1915031,189048,15086,-,76687,958777,958777
2,13209,町田市,1,09,食料品製造業,8,86,37,-,86,37,-,21516,37659,95674,95011,430,-,-,233,53724,53724
2,13209,町田市,1,10,飲料・たばこ・飼料製造業,1,15,5,-,15,5,-,x,x,x,x,-,-,-,-,x,x
2,13209,町田市,1,11,繊維工業,3,50,15,-,50,15,-,18753,17294,47204,47204,-,-,-,-,27567,27567
2,13209,町田市,1,12,木材・木製品製造業（家具を除く）,1,6,5,-,6,5,-,x,x,x,x,x,-,-,x,x,x
2,13209,町田市,1,14,パルプ・紙・紙加工品製造業,2,36,26,-,36,26,-,x,x,x,x,-,-,-,x,x,x
2,13209,町田市,1,15,印刷・同関連業,7,67,38,-,67,38,-,27770,32508,74139,65119,5592,-,-,3428,38371,38371
2,13209,町田市,1,16,化学工業,1,8,2,-,8,2,-,x,x,x,x,-,-,-,x,x,x
2,13209,町田市,1,17,石油製品・石炭製品製造業,1,7,5,-,7,5,-,x,x,x,x,-,-,-,-,x,x
2,13209,町田市,1,18,プラスチック製品製造業（別掲を除く）,9,118,62,-,118,62,-,x,x,x,x,x,-,-,-,x,x
2,13209,町田市,1,19,ゴム製品製造業,1,16,7,-,16,7,-,x,x,x,x,-,-,-,-,x,x
2,13209,町田市,1,22,鉄鋼業,2,23,17,-,23,17,-,x,x,x,x,x,-,-,x,x,x
2,13209,町田市,1,23,非鉄金属製造業,1,21,19,-,21,19,-,x,x,x,x,-,-,-,-,x,x
2,13209,町田市,1,24,金属製品製造業,15,219,162,-,219,162,-,100071,216964,454445,371900,82545,-,-,-,218971,218971
2,13209,町田市,1,25,はん用機械器具製造業,5,31,22,-,31,22,-,11128,13656,45781,44767,-,1014,-,-,29619,29619
2,13209,町田市,1,26,生産用機械器具製造業,11,154,90,-,154,90,-,x,x,x,x,x,x,-,x,x,x
2,13209,町田市,1,27,業務用機械器具製造業,5,65,47,1,66,48,-,23472,60043,135182,130351,150,4642,-,39,69253,69253
2,13209,町田市,1,28,電子部品・デバイス・電子回路製造業,7,88,38,-,88,38,-,20805,19907,64895,47462,17159,-,-,274,41465,41465
2,13209,町田市,1,29,電気機械器具製造業,8,155,61,-,155,61,-,43449,92199,180839,152394,18417,5983,-,4045,81705,81705
2,13209,町田市,1,30,情報通信機械器具製造業,2,12,4,-,12,4,-,x,x,x,x,-,x,-,x,x,x
2,13209,町田市,1,31,輸送用機械器具製造業,7,110,80,-,110,80,-,38223,62203,153962,145669,8266,27,-,-,85345,85345
2,13209,町田市,1,32,その他の製造業,6,57,38,-,57,38,-,19394,39121,85460,63975,2000,3389,-,16096,42709,42709
2,13210,小金井市,0,00,総数,14,188,132,-,188,132,-,x,x,x,x,x,-,-,x,x,x
2,13210,小金井市,1,09,食料品製造業,2,13,9,-,13,9,-,x,x,x,x,x,-,-,-,x,x
2,13210,小金井市,1,14,パルプ・紙・紙加工品製造業,1,16,10,-,16,10,-,x,x,x,x,x,-,-,-,x,x
2,13210,小金井市,1,15,印刷・同関連業,1,4,2,-,4,2,-,x,x,x,x,-,-,-,x,x,x
2,13210,小金井市,1,16,化学工業,1,28,14,-,28,14,-,x,x,x,x,-,-,-,-,x,x
2,13210,小金井市,1,18,プラスチック製品製造業（別掲を除く）,2,19,15,-,19,15,-,x,x,x,x,x,-,-,-,x,x
2,13210,小金井市,1,24,金属製品製造業,1,10,5,-,10,5,-,x,x,x,x,x,-,-,-,x,x
2,13210,小金井市,1,25,はん用機械器具製造業,1,8,5,-,8,5,-,x,x,x,x,x,-,-,-,x,x
2,13210,小金井市,1,26,生産用機械器具製造業,2,19,15,-,19,15,-,x,x,x,x,x,-,-,-,x,x
2,13210,小金井市,1,27,業務用機械器具製造業,1,24,16,-,24,16,-,x,x,x,x,-,-,-,x,x,x
2,13210,小金井市,1,31,輸送用機械器具製造業,2,47,41,-,47,41,-,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,0,00,総数,52,575,343,1,575,343,1,227065,370714,777097,581806,157779,x,x,37138,374776,374776
2,13211,小平市,1,09,食料品製造業,3,43,18,-,42,17,1,13555,30132,46799,46799,-,-,-,-,15438,15438
2,13211,小平市,1,11,繊維工業,3,35,14,-,35,14,-,8835,3534,16059,7478,8581,-,-,-,11545,11545
2,13211,小平市,1,13,家具・装備品製造業,3,17,13,-,17,13,-,4513,10005,15732,13336,2396,-,-,-,5278,5278
2,13211,小平市,1,14,パルプ・紙・紙加工品製造業,3,29,14,-,29,14,-,8872,32891,46396,2691,31246,-,-,12459,12447,12447
2,13211,小平市,1,15,印刷・同関連業,3,35,20,-,35,20,-,x,x,x,x,x,-,-,-,x,x
2,13211,小平市,1,16,化学工業,1,7,2,-,7,2,-,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,18,プラスチック製品製造業（別掲を除く）,4,37,19,-,37,19,-,13902,25427,57344,17589,24011,-,-,15744,29418,29418
2,13211,小平市,1,19,ゴム製品製造業,1,8,4,-,8,4,-,x,x,x,x,x,-,x,-,x,x
2,13211,小平市,1,21,窯業・土石製品製造業,1,23,19,1,24,20,-,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,23,非鉄金属製造業,1,15,4,-,15,4,-,x,x,x,x,x,-,-,-,x,x
2,13211,小平市,1,24,金属製品製造業,5,53,36,-,53,36,-,20351,22571,83868,48727,33141,-,-,2000,56494,56494
2,13211,小平市,1,25,はん用機械器具製造業,3,48,31,-,48,31,-,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,26,生産用機械器具製造業,8,99,78,-,99,78,-,x,x,x,x,x,x,-,x,x,x
2,13211,小平市,1,27,業務用機械器具製造業,1,11,8,-,11,8,-,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,28,電子部品・デバイス・電子回路製造業,5,39,23,-,39,23,-,x,x,x,x,x,-,-,-,x,x
2,13211,小平市,1,29,電気機械器具製造業,5,43,31,-,43,31,-,x,x,x,x,-,-,-,x,x,x
2,13211,小平市,1,30,情報通信機械器具製造業,1,27,5,-,27,5,-,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,32,その他の製造業,1,6,4,-,6,4,-,x,x,x,x,x,-,-,-,x,x
2,13212,日野市,0,00,総数,43,473,304,21,493,320,1,208332,331251,676284,547091,90300,849,-,38044,318065,318065
2,13212,日野市,1,09,食料品製造業,1,24,6,-,24,6,-,x,x,x,x,-,-,-,-,x,x
2,13212,日野市,1,10,飲料・たばこ・飼料製造業,1,7,5,-,7,5,-,x,x,x,x,-,-,-,-,x,x
2,13212,日野市,1,11,繊維工業,1,5,1,-,5,1,-,x,x,x,-,x,-,-,-,x,x
2,13212,日野市,1,14,パルプ・紙・紙加工品製造業,2,15,8,-,15,8,-,x,x,x,-,x,-,-,-,x,x
2,13212,日野市,1,15,印刷・同関連業,6,45,29,-,45,29,-,x,x,x,x,x,-,-,x,x,x
2,13212,日野市,1,18,プラスチック製品製造業（別掲を除く）,2,16,8,-,16,8,-,x,x,x,x,x,-,-,-,x,x
2,13212,日野市,1,21,窯業・土石製品製造業,2,36,30,-,36,30,-,x,x,x,x,-,-,-,x,x,x
2,13212,日野市,1,23,非鉄金属製造業,1,4,1,-,3,-,1,x,x,x,-,x,-,-,x,x,x
2,13212,日野市,1,24,金属製品製造業,4,47,31,-,47,31,-,x,x,x,x,-,-,-,-,x,x
2,13212,日野市,1,25,はん用機械器具製造業,2,10,6,-,10,6,-,x,x,x,x,x,-,-,-,x,x
2,13212,日野市,1,26,生産用機械器具製造業,4,25,17,-,25,17,-,x,x,x,x,x,-,-,-,x,x
2,13212,日野市,1,27,業務用機械器具製造業,2,54,36,-,54,36,-,x,x,x,x,-,-,-,-,x,x
2,13212,日野市,1,28,電子部品・デバイス・電子回路製造業,7,74,46,21,95,63,-,x,x,x,x,x,-,-,-,x,x
2,13212,日野市,1,29,電気機械器具製造業,5,60,36,-,60,36,-,26922,58782,104518,88129,16089,-,-,300,42153,42153
2,13212,日野市,1,30,情報通信機械器具製造業,2,44,38,-,44,38,-,x,x,x,x,-,x,-,x,x,x
2,13212,日野市,1,32,その他の製造業,1,7,6,-,7,6,-,x,x,x,x,-,x,-,-,x,x
2,13213,東村山市,0,00,総数,54,670,387,2,671,388,1,238108,786625,1459083,1264468,157559,6557,-,30499,620516,620516
2,13213,東村山市,1,09,食料品製造業,3,57,31,1,58,32,-,15652,184546,210347,198202,65,-,-,12080,23905,23905
2,13213,東村山市,1,11,繊維工業,2,22,2,-,22,2,-,x,x,x,x,x,-,-,-,x,x
2,13213,東村山市,1,13,家具・装備品製造業,1,13,9,-,13,9,-,x,x,x,x,x,-,-,-,x,x
2,13213,東村山市,1,14,パルプ・紙・紙加工品製造業,1,24,19,-,24,19,-,x,x,x,x,-,-,-,-,x,x
2,13213,東村山市,1,15,印刷・同関連業,6,55,35,-,55,35,-,15735,14295,42046,13896,27621,-,-,529,25577,25577
2,13213,東村山市,1,16,化学工業,2,28,16,-,28,16,-,x,x,x,x,-,-,-,-,x,x
2,13213,東村山市,1,18,プラスチック製品製造業（別掲を除く）,7,103,54,-,103,54,-,40433,73425,208822,207313,1509,-,-,-,124790,124790
2,13213,東村山市,1,19,ゴム製品製造業,2,37,9,1,38,10,-,x,x,x,x,x,-,-,-,x,x
2,13213,東村山市,1,21,窯業・土石製品製造業,1,20,16,-,20,16,-,x,x,x,x,-,-,-,-,x,x
2,13213,東村山市,1,23,非鉄金属製造業,2,10,8,-,10,8,-,x,x,x,-,x,-,-,-,x,x
2,13213,東村山市,1,24,金属製品製造業,5,51,42,-,51,42,-,x,x,x,x,x,-,-,x,x,x
2,13213,東村山市,1,25,はん用機械器具製造業,1,18,12,-,18,12,-,x,x,x,x,-,-,-,-,x,x
2,13213,東村山市,1,26,生産用機械器具製造業,3,32,27,-,32,27,-,9853,33133,49183,47519,1664,-,-,-,14793,14793
2,13213,東村山市,1,27,業務用機械器具製造業,3,24,16,-,24,16,-,12091,11332,59968,54729,-,1247,-,3992,44918,44918
2,13213,東村山市,1,28,電子部品・デバイス・電子回路製造業,3,54,20,-,54,20,-,12505,12737,34617,8573,26044,-,-,-,20166,20166
2,13213,東村山市,1,29,電気機械器具製造業,8,80,55,-,79,54,1,x,x,x,x,x,x,-,x,x,x
2,13213,東村山市,1,30,情報通信機械器具製造業,1,13,4,-,13,4,-,x,x,x,-,x,-,-,-,x,x
2,13213,東村山市,1,31,輸送用機械器具製造業,2,17,9,-,17,9,-,x,x,x,x,-,-,-,-,x,x
2,13213,東村山市,1,32,その他の製造業,1,12,3,-,12,3,-,x,x,x,x,-,x,-,-,x,x
2,13214,国分寺市,0,00,総数,16,123,76,1,124,77,-,47063,39255,158393,135091,7095,3418,-,12789,110167,110167
2,13214,国分寺市,1,11,繊維工業,1,7,1,-,7,1,-,x,x,x,x,-,-,-,-,x,x
2,13214,国分寺市,1,15,印刷・同関連業,5,31,17,-,31,17,-,x,x,x,x,x,-,-,x,x,x
2,13214,国分寺市,1,16,化学工業,1,7,4,-,7,4,-,x,x,x,x,x,-,-,-,x,x
2,13214,国分寺市,1,24,金属製品製造業,1,4,4,-,4,4,-,x,x,x,x,x,-,-,-,x,x
2,13214,国分寺市,1,26,生産用機械器具製造業,2,23,18,1,24,19,-,x,x,x,x,x,x,-,x,x,x
2,13214,国分寺市,1,27,業務用機械器具製造業,2,30,20,-,30,20,-,x,x,x,x,-,-,-,-,x,x
2,13214,国分寺市,1,29,電気機械器具製造業,1,4,3,-,4,3,-,x,x,x,x,x,-,-,-,x,x
2,13214,国分寺市,1,30,情報通信機械器具製造業,1,4,1,-,4,1,-,x,x,x,x,x,x,-,-,x,x
2,13214,国分寺市,1,32,その他の製造業,2,13,8,-,13,8,-,x,x,x,x,-,-,-,-,x,x
2,13215,国立市,0,00,総数,16,196,127,1,196,127,1,x,x,x,x,x,x,-,x,x,x
2,13215,国立市,1,09,食料品製造業,5,63,31,-,63,31,-,x,x,x,x,-,-,-,x,x,x
2,13215,国立市,1,18,プラスチック製品製造業（別掲を除く）,1,8,7,-,8,7,-,x,x,x,x,-,-,-,-,x,x
2,13215,国立市,1,24,金属製品製造業,1,6,5,-,6,5,-,x,x,x,x,-,-,-,-,x,x
2,13215,国立市,1,26,生産用機械器具製造業,1,10,9,-,10,9,-,x,x,x,x,-,-,-,-,x,x
2,13215,国立市,1,27,業務用機械器具製造業,2,36,27,-,36,27,-,x,x,x,x,-,-,-,-,x,x
2,13215,国立市,1,29,電気機械器具製造業,1,19,14,1,20,15,-,x,x,x,x,-,-,-,-,x,x
2,13215,国立市,1,30,情報通信機械器具製造業,1,21,10,-,21,10,-,x,x,x,x,x,x,-,-,x,x
2,13215,国立市,1,31,輸送用機械器具製造業,3,25,18,-,24,17,1,10921,7307,23328,8855,x,377,-,x,14767,14767
2,13215,国立市,1,32,その他の製造業,1,8,6,-,8,6,-,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,0,00,総数,32,368,242,-,367,241,1,130162,239656,512224,387963,88587,2294,-,33380,242160,242160
2,13218,福生市,1,09,食料品製造業,2,29,20,-,29,20,-,x,x,x,x,x,-,-,-,x,x
2,13218,福生市,1,10,飲料・たばこ・飼料製造業,2,46,29,-,45,28,1,x,x,x,x,x,-,-,-,x,x
2,13218,福生市,1,11,繊維工業,1,9,7,-,9,7,-,x,x,x,x,x,-,-,-,x,x
2,13218,福生市,1,15,印刷・同関連業,3,30,19,-,30,19,-,x,x,x,x,x,-,-,-,x,x
2,13218,福生市,1,18,プラスチック製品製造業（別掲を除く）,1,7,2,-,7,2,-,x,x,x,-,x,-,-,-,x,x
2,13218,福生市,1,21,窯業・土石製品製造業,1,27,22,-,27,22,-,x,x,x,x,-,-,-,x,x,x
2,13218,福生市,1,23,非鉄金属製造業,2,13,4,-,13,4,-,x,x,x,x,x,-,-,-,x,x
2,13218,福生市,1,24,金属製品製造業,5,52,37,-,52,37,-,x,x,x,x,x,-,-,-,x,x
2,13218,福生市,1,25,はん用機械器具製造業,1,8,7,-,8,7,-,x,x,x,-,x,x,-,-,x,x
2,13218,福生市,1,26,生産用機械器具製造業,2,49,30,-,49,30,-,x,x,x,x,x,x,-,-,x,x
2,13218,福生市,1,27,業務用機械器具製造業,2,25,19,-,25,19,-,x,x,x,x,x,x,-,-,x,x
2,13218,福生市,1,29,電気機械器具製造業,6,41,26,-,41,26,-,x,x,x,x,x,-,-,x,x,x
2,13218,福生市,1,31,輸送用機械器具製造業,2,17,13,-,17,13,-,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,1,32,その他の製造業,2,15,7,-,15,7,-,x,x,x,x,-,-,-,-,x,x
2,13219,狛江市,0,00,総数,20,218,151,-,217,150,1,93598,301460,457931,294264,105435,239,-,57993,144583,144583
2,13219,狛江市,1,09,食料品製造業,2,27,10,-,27,10,-,x,x,x,x,-,-,-,x,x,x
2,13219,狛江市,1,11,繊維工業,1,6,2,-,6,2,-,x,x,x,x,x,-,-,x,x,x
2,13219,狛江市,1,13,家具・装備品製造業,1,6,4,-,6,4,-,x,x,x,x,-,-,-,-,x,x
2,13219,狛江市,1,15,印刷・同関連業,1,6,4,-,6,4,-,x,x,x,x,x,-,-,-,x,x
2,13219,狛江市,1,16,化学工業,1,29,22,-,29,22,-,x,x,x,x,x,-,-,x,x,x
2,13219,狛江市,1,24,金属製品製造業,4,48,36,-,48,36,-,25197,11777,72346,5042,67304,-,-,-,55824,55824
2,13219,狛江市,1,25,はん用機械器具製造業,3,39,34,-,38,33,1,13214,18963,42296,36356,5940,-,-,-,21505,21505
2,13219,狛江市,1,26,生産用機械器具製造業,1,14,1,-,14,1,-,x,x,x,-,x,-,-,-,x,x
2,13219,狛江市,1,29,電気機械器具製造業,3,23,20,-,23,20,-,9925,13718,28741,25651,3090,-,-,-,13845,13845
2,13219,狛江市,1,30,情報通信機械器具製造業,2,15,14,-,15,14,-,x,x,x,x,x,x,-,-,x,x
2,13219,狛江市,1,32,その他の製造業,1,5,4,-,5,4,-,x,x,x,x,-,x,-,x,x,x
2,13220,東大和市,0,00,総数,29,289,166,-,289,166,-,85708,305590,481769,415773,64483,-,-,1513,162554,162554
2,13220,東大和市,1,09,食料品製造業,2,16,8,-,16,8,-,x,x,x,x,-,-,-,-,x,x
2,13220,東大和市,1,10,飲料・たばこ・飼料製造業,1,7,3,-,7,3,-,x,x,x,x,x,-,-,-,x,x
2,13220,東大和市,1,13,家具・装備品製造業,1,5,3,-,5,3,-,x,x,x,x,-,-,-,-,x,x
2,13220,東大和市,1,14,パルプ・紙・紙加工品製造業,1,10,7,-,10,7,-,x,x,x,x,-,-,-,-,x,x
2,13220,東大和市,1,15,印刷・同関連業,3,38,28,-,38,28,-,13770,14805,33165,32899,-,-,-,266,16942,16942
2,13220,東大和市,1,18,プラスチック製品製造業（別掲を除く）,1,9,4,-,9,4,-,x,x,x,x,x,-,-,x,x,x
2,13220,東大和市,1,23,非鉄金属製造業,1,4,3,-,4,3,-,x,x,x,x,x,-,-,-,x,x
2,13220,東大和市,1,24,金属製品製造業,4,58,39,-,58,39,-,x,x,x,x,x,-,-,x,x,x
2,13220,東大和市,1,26,生産用機械器具製造業,3,24,20,-,24,20,-,9645,204932,240353,234788,5565,-,-,-,32645,32645
2,13220,東大和市,1,27,業務用機械器具製造業,1,6,4,-,6,4,-,x,x,x,x,-,-,-,-,x,x
2,13220,東大和市,1,28,電子部品・デバイス・電子回路製造業,4,29,10,-,29,10,-,4444,12280,19567,9744,9823,-,-,-,6744,6744
2,13220,東大和市,1,29,電気機械器具製造業,6,69,34,-,69,34,-,x,x,x,x,x,-,-,x,x,x
2,13220,東大和市,1,30,情報通信機械器具製造業,1,14,3,-,14,3,-,x,x,x,-,x,-,-,-,x,x
2,13221,清瀬市,0,00,総数,12,130,60,-,130,60,-,36343,77509,142514,139736,2741,-,-,37,59964,59964
2,13221,清瀬市,1,09,食料品製造業,2,34,8,-,34,8,-,x,x,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,10,飲料・たばこ・飼料製造業,1,11,8,-,11,8,-,x,x,x,x,x,-,-,x,x,x
2,13221,清瀬市,1,13,家具・装備品製造業,1,4,3,-,4,3,-,x,x,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,15,印刷・同関連業,1,5,3,-,5,3,-,x,x,x,x,-,-,-,x,x,x
2,13221,清瀬市,1,16,化学工業,2,35,17,-,35,17,-,x,x,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,18,プラスチック製品製造業（別掲を除く）,1,10,3,-,10,3,-,x,x,x,x,x,-,-,-,x,x
2,13221,清瀬市,1,24,金属製品製造業,1,6,4,-,6,4,-,x,x,x,x,x,-,-,x,x,x
2,13221,清瀬市,1,25,はん用機械器具製造業,1,9,5,-,9,5,-,x,x,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,27,業務用機械器具製造業,2,16,9,-,16,9,-,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,0,00,総数,42,450,265,-,450,265,-,158899,328270,650303,558201,73326,2932,106,15738,297802,297802
2,13222,東久留米市,1,09,食料品製造業,6,107,46,-,107,46,-,24634,34712,76143,x,9936,-,-,x,38326,38326
2,13222,東久留米市,1,13,家具・装備品製造業,4,23,14,-,23,14,-,7099,13800,26135,26135,-,-,-,-,11369,11369
2,13222,東久留米市,1,15,印刷・同関連業,3,46,30,-,46,30,-,17841,72893,101155,93480,4748,-,106,2821,26048,26048
2,13222,東久留米市,1,18,プラスチック製品製造業（別掲を除く）,1,7,3,-,7,3,-,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,21,窯業・土石製品製造業,2,18,16,-,18,16,-,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,24,金属製品製造業,7,75,64,-,75,64,-,28363,42015,95590,74908,20526,-,-,156,49394,49394
2,13222,東久留米市,1,25,はん用機械器具製造業,3,33,24,-,33,24,-,12728,30845,57763,57763,-,-,-,-,25001,25001
2,13222,東久留米市,1,26,生産用機械器具製造業,1,13,5,-,13,5,-,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,27,業務用機械器具製造業,4,30,19,-,30,19,-,14079,10664,31882,17744,11309,2326,-,503,19595,19595
2,13222,東久留米市,1,28,電子部品・デバイス・電子回路製造業,3,28,8,-,28,8,-,10461,7049,20542,15978,x,606,-,x,12446,12446
2,13222,東久留米市,1,29,電気機械器具製造業,3,27,12,-,27,12,-,6928,6650,25835,25515,310,-,-,10,17683,17683
2,13222,東久留米市,1,30,情報通信機械器具製造業,1,6,5,-,6,5,-,x,x,x,x,x,-,-,-,x,x
2,13222,東久留米市,1,31,輸送用機械器具製造業,1,7,3,-,7,3,-,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,32,その他の製造業,3,30,16,-,30,16,-,x,x,x,-,x,-,-,x,x,x
2,13223,武蔵村山市,0,00,総数,93,1020,693,1,1020,693,1,388907,755295,1585534,1234008,335344,7830,26,8326,765414,765414
2,13223,武蔵村山市,1,09,食料品製造業,5,67,35,-,67,35,-,14385,42321,77365,68330,2258,-,-,6777,32444,32444
2,13223,武蔵村山市,1,13,家具・装備品製造業,4,40,36,-,40,36,-,x,x,x,x,x,-,x,-,x,x
2,13223,武蔵村山市,1,14,パルプ・紙・紙加工品製造業,2,26,18,-,26,18,-,x,x,x,x,x,-,-,x,x,x
2,13223,武蔵村山市,1,15,印刷・同関連業,6,65,41,-,65,41,-,x,x,x,x,x,-,x,-,x,x
2,13223,武蔵村山市,1,18,プラスチック製品製造業（別掲を除く）,6,45,26,-,45,26,-,12631,17937,50001,37879,11420,-,-,702,29553,29553
2,13223,武蔵村山市,1,21,窯業・土石製品製造業,2,28,24,-,28,24,-,x,x,x,x,x,-,-,x,x,x
2,13223,武蔵村山市,1,24,金属製品製造業,18,146,114,-,146,114,-,63011,54110,162053,88796,72714,-,3,540,99529,99529
2,13223,武蔵村山市,1,25,はん用機械器具製造業,2,37,23,-,37,23,-,x,x,x,x,x,x,-,-,x,x
2,13223,武蔵村山市,1,26,生産用機械器具製造業,19,258,188,-,258,188,-,124583,297140,553439,496959,56236,-,-,244,236239,236239
2,13223,武蔵村山市,1,27,業務用機械器具製造業,6,66,47,-,66,47,-,x,x,x,x,x,x,-,-,x,x
2,13223,武蔵村山市,1,28,電子部品・デバイス・電子回路製造業,5,41,19,1,41,19,1,x,x,x,x,x,-,-,-,x,x
2,13223,武蔵村山市,1,29,電気機械器具製造業,10,116,57,-,116,57,-,38105,83671,160798,100481,60227,90,-,-,71086,71086
2,13223,武蔵村山市,1,31,輸送用機械器具製造業,4,60,52,-,60,52,-,x,x,x,x,x,-,x,-,x,x
2,13223,武蔵村山市,1,32,その他の製造業,4,25,13,-,25,13,-,10376,7287,36031,29855,6176,-,-,-,26492,26492
2,13224,多摩市,0,00,総数,13,180,94,-,180,94,-,67692,113430,295515,234370,60707,438,-,-,170496,170496
2,13224,多摩市,1,09,食料品製造業,2,24,9,-,24,9,-,x,x,x,x,-,-,-,-,x,x
2,13224,多摩市,1,15,印刷・同関連業,1,25,13,-,25,13,-,x,x,x,x,x,-,-,-,x,x
2,13224,多摩市,1,24,金属製品製造業,1,4,3,-,4,3,-,x,x,x,-,x,-,-,-,x,x
2,13224,多摩市,1,26,生産用機械器具製造業,2,23,18,-,23,18,-,x,x,x,x,x,-,-,-,x,x
2,13224,多摩市,1,27,業務用機械器具製造業,1,18,8,-,18,8,-,x,x,x,x,-,x,-,-,x,x
