2022/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
平均,0.33,2.9,0.17,2.9,,WSW,1.3,SSE,2.7,136,,
2022/9/30,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.12,3,0.07,2.7,,S,4,ESE,1.9,37,,
2,0.3,3,0.09,3.1,,W,6,N,1.4,35,,
3,0.22,3.5,0.11,3.2,,NW,7,N,2,56,,
4,0.11,3,0.06,2.8,,W,8,NNE,2.3,93,,
5,0.3,4.5,0.17,3.8,,NW,8,NE,2.9,137,,
6,0.2,3,0.12,3,,WNW,14,N,2.5,170,,
7,0.41,3,0.2,3.3,,SW,6,N,3.1,187,,
8,0.34,4,0.2,3.1,,S,5,N,3.8,186,,
9,0.2,2.5,0.12,2.8,,W,5,N,3.6,178,,
10,0.38,2.5,0.19,3,,NNW,1,NNE,2.8,163,,
11,0.24,3,0.14,2.9,,NNE,1,N,3.5,143,,
12,0.22,3,0.14,2.8,,ESE,2,NNE,2.7,119,,
13,0.4,2,0.17,2.5,,E,6,E,1.3,97,,
14,0.29,2.5,0.15,2.6,,SE,8,E,3.1,90,,
15,0.29,3,0.18,3,,E,4,E,3.3,108,,
16,0.41,3,0.21,2.9,,ESE,4,E,5.6,138,,
17,0.53,3,0.28,2.6,ENE,S,2,ENE,6.6,169,,
18,0.62,2,0.37,2.7,SE,ENE,3,ENE,7.3,190,,
19,0.58,2.5,0.35,2.8,E,ENE,4,ENE,7.1,194,,
20,0.84,3,0.35,2.8,ENE,ESE,7,NE,4.2,180,,
21,0.42,2.5,0.27,2.6,N,ESE,11,NNE,3.5,156,,
22,0.5,3,0.26,2.6,N,SE,9,NNE,4.2,128,,
23,0.38,2.5,0.21,2.6,,SE,8,N,4.5,101,,
24,0.31,2,0.16,2.4,,SE,13,N,5.3,72,,
最大,0.84,4.5,0.37,3.8,最多,平均,14,最多,7.3,平均,平均,
平均,0.36,2.9,0.19,2.9,N,SSE,1.5,N,3.7,130,,
2022/10/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.24,2.5,0.12,2.6,,ESE,17,NNW,5.6,47,,
2,0.17,1.5,0.1,2.2,,SE,6,NNW,6.8,34,,
3,0.21,2,0.11,2.1,,WSW,1,NNW,6.9,39,,
4,0.16,1.5,0.1,2.2,,NW,6,NNW,6.6,60,,
5,0.38,3,0.15,2.9,,NNW,10,N,5.6,94,,
6,0.37,3,0.15,2.8,,NW,6,NNW,6.1,127,,
7,0.5,3,0.22,3,,W,5,NNW,6.4,150,,
8,0.41,2,0.22,3,,SW,5,N,7.3,162,,
9,0.32,3.5,0.17,2.9,,SSW,5,NNW,7,166,,
10,0.33,2.5,0.18,3.1,,S,6,N,6.1,159,,
11,0.3,3.5,0.18,2.8,,SSE,3,NNE,4.4,148,,
12,0.28,3,0.17,2.8,,SE,3,N,5.1,134,,
13,0.28,2.5,0.18,2.6,,SE,11,NNE,3.4,120,,
14,0.4,2.5,0.23,2.9,,SSE,5,ESE,2.9,111,,
15,0.34,3,0.23,2.8,,ESE,5,E,3.2,115,,
16,0.5,2,0.24,2.5,,WNW,7,E,6.3,130,,
17,0.55,2.5,0.3,2.5,ESE,WNW,7,ENE,7.7,152,,
18,0.45,2.5,0.29,2.6,ESE,W,4,ENE,6.1,171,,
19,0.41,2.5,0.23,2.6,,NW,3,NE,5.1,179,,
20,0.46,3,0.27,2.7,W,ESE,3,ENE,6.5,174,,
21,0.42,2.5,0.24,2.5,,E,3,NE,4.3,157,,
22,0.56,2.5,0.26,2.6,SW,ESE,2,N,3.5,130,,
23,0.33,3,0.21,2.7,,SE,9,NNW,2.9,102,,
24,0.2,2.5,0.12,2.5,,ESE,8,NNE,3.5,75,,
最大,0.56,3.5,0.3,3.1,最多,平均,17,最多,7.7,平均,平均,
平均,0.36,2.6,0.19,2.7,ESE,SSE,1.3,NNW,5.4,122,,
2022/10/2,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,2.5,0.09,2.4,,SE,8,N,3.1,54,,
2,0.12,2,0.08,2.4,,SE,4,N,2.2,45,,
3,0.12,2,0.06,2.6,,W,5,NNW,2.5,43,,
4,0.11,2,0.06,2.8,,WNW,10,NNW,2.4,49,,
5,0.18,2,0.09,2.8,,WNW,9,NNW,2.5,65,,
6,0.37,2.5,0.17,3.2,,WNW,8,N,2.8,91,,
7,0.2,2.5,0.12,2.6,,W,8,NNW,4.1,116,,
8,0.29,2.5,0.16,2.8,,W,8,NNW,6.7,137,,
9,0.31,3.5,0.18,3,,W,6,N,5.4,148,,
10,0.53,2,0.21,2.7,,WSW,7,N,4.4,151,,
11,0.28,3,0.16,2.7,,S,3,NNE,4.5,147,,
12,0.5,3,0.22,3,,SE,4,ESE,2.7,142,,
13,0.47,3,0.2,2.9,,SE,6,ESE,3,135,,
14,0.5,3,0.25,3.1,NNW,SE,8,ESE,2.6,129,,
15,0.45,3,0.23,3.1,,SE,2,ESE,2.6,126,,
16,0.37,2.5,0.2,3,,NW,7,E,2.9,129,,
17,0.39,3.5,0.22,2.9,,WNW,5,ENE,5.6,141,,
18,0.39,4,0.19,2.7,,NNW,7,ENE,6,156,,
19,0.51,2.5,0.27,2.5,NW,NNW,4,ENE,6.6,166,,
20,0.39,2.5,0.24,2.5,,ENE,3,ENE,5.8,167,,
21,0.41,2,0.24,2.5,,E,5,ENE,5.8,158,,
22,0.33,2.5,0.2,2.5,,E,5,NE,4,139,,
23,0.33,4,0.16,2.5,,ESE,7,N,2.4,119,,
24,0.21,2.5,0.13,2.7,,SE,7,N,2.8,99,,
最大,0.53,4,0.27,3.2,最多,平均,10,最多,6.7,平均,平均,
平均,0.33,2.7,0.17,2.7,,W,1,N,3.9,119,,
2022/10/3,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.16,2,0.08,2.5,,ESE,7,N,3.4,81,,
2,0.12,2,0.08,2.4,,ESE,7,N,3.1,66,,
3,0.08,2,0.06,2.6,,ESE,5,N,4,54,,
4,0.11,3,0.07,2.7,,E,4,N,4.3,46,,
5,0.23,3,0.11,3.2,,NNE,4,N,5,47,,
6,0.48,3,0.16,3,,NNE,6,N,4.9,59,,
7,0.44,2,0.2,3,,N,4,NNE,4.9,79,,
8,0.31,2.5,0.17,2.7,,ENE,1,N,4.7,103,,
9,0.29,3,0.16,2.8,,SE,2,N,4.1,122,,
10,0.42,3.5,0.22,3.3,,SE,4,NNE,2.4,133,,
11,0.32,3.5,0.2,3.2,,SSW,4,N,2.6,136,,
12,0.38,2.5,0.19,2.7,,S,2,ESE,2.5,140,,
13,0.34,2,0.2,3.1,,E,3,E,1.9,143,,
14,0.37,4.5,0.2,3.1,,S,1,ESE,0.9,143,,
15,0.42,3.5,0.21,3,,S,1,ESE,1.8,141,,
16,0.4,3.5,0.23,3.1,,E,4,SSW,0.4,141,,
17,0.63,3.5,0.3,3.2,SSE,SW,3,SE,2.6,144,,
18,0.38,2,0.16,2.7,,SE,5,SSE,4.7,145,,
19,0.26,2.5,0.16,2.9,,N,3,S,3.6,149,,
20,0.36,3,0.15,2.7,,NNE,4,SSW,4.6,155,,
21,0.21,2,0.12,2.4,,NE,2,S,4.8,156,,
22,0.28,2.5,0.14,2.7,,SSE,4,SSE,3.1,147,,
23,0.24,3.5,0.13,2.8,,ESE,7,SSE,3.7,138,,
24,0.37,3,0.15,2.8,,ESE,8,S,3.7,127,,
最大,0.63,4.5,0.3,3.3,最多,平均,8,最多,5,平均,平均,
平均,0.32,2.8,0.16,2.9,,ESE,2.3,N,3.4,116,,
2022/10/4,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.24,3,0.12,2.6,,ESE,10,SSE,4.5,114,,
2,0.19,2,0.1,2,,ESE,12,SSW,3.3,100,,
3,0.21,1.5,0.11,1.9,,ESE,12,S,4.4,86,,
4,0.25,1.5,0.14,1.8,,ESE,8,S,6,71,,
5,0.38,2.5,0.19,2.3,,ESE,8,S,5.3,60,,
6,0.35,2,0.18,2.2,,SE,6,S,6.2,56,,
7,0.63,2.5,0.23,2.2,,ENE,4,S,6.4,64,,
8,0.61,3,0.26,2.5,NNE,NNE,1,S,7.5,77,,
9,0.79,4.5,0.29,2.4,S,NNE,3,SSW,10.4,96,,
10,0.58,2.5,0.29,2.3,SSW,ENE,3,SSW,12.7,116,,
11,0.63,2.5,0.34,2.5,ENE,W,2,S,12.5,136,,
12,0.75,2.5,0.41,2.6,E,SSW,2,S,11.7,151,,
13,0.74,3,0.42,2.7,N,NNE,1,S,13.5,164,,
14,0.72,2.5,0.45,2.8,SSW,NE,2,S,13.1,174,,
15,0.86,2.5,0.51,2.9,SSE,E,2,S,13.7,177,,
16,0.84,3.5,0.53,3,SSE,E,4,S,13.3,174,,
17,0.88,3,0.49,2.9,SSE,ESE,6,SSW,12.8,166,,
18,0.83,3,0.51,3.1,SE,ENE,6,SSW,13.3,157,,
19,0.81,3,0.45,2.9,SE,E,6,SSW,11.1,152,,
20,0.75,2,0.44,3,SSW,N,3,SSW,11.8,153,,
21,0.67,3.5,0.42,2.9,ESE,NNW,6,SSW,10.6,156,,
22,0.7,2.5,0.4,2.9,SSE,W,4,SSW,10.4,160,,
23,0.66,2.5,0.42,2.9,ESE,WSW,2,SSW,10,160,,
24,0.88,3.5,0.43,2.8,ESE,W,9,SSW,11.2,155,,
最大,0.88,4.5,0.53,3.1,最多,平均,12,最多,13.7,平均,平均,
平均,0.62,2.7,0.34,2.6,SSE,ESE,2.6,S,9.8,128,,
2022/10/5,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.77,2.5,0.36,2.9,SSE,W,5,SSW,9.8,150,,
2,0.55,3,0.31,2.9,SSE,WNW,6,SW,6.9,141,,
3,0.42,3,0.27,3,SE,WNW,5,WSW,7.3,129,,
4,0.41,3,0.22,3.1,,SE,2,WSW,4.7,111,,
5,0.52,3.5,0.21,3.4,,E,7,W,3.1,90,,
6,0.35,3,0.18,3,,S,2,WNW,2.6,69,,
7,0.37,2.5,0.17,2.9,,WNW,2,NNW,6.2,56,,
8,0.33,3.5,0.16,2.8,,NW,6,N,5.9,58,,
9,0.21,3,0.13,3,,WNW,6,N,6,67,,
10,0.25,3,0.13,2.7,,WNW,9,NNE,5.5,83,,
11,0.39,2.5,0.23,2.6,,NW,7,NNE,5.6,103,,
12,0.58,2.5,0.29,2.7,E,N,4,NNE,6.6,127,,
13,0.77,3,0.39,2.9,E,W,3,NE,5.8,147,,
14,0.71,3,0.47,3,ENE,W,2,NE,7.1,166,,
15,0.79,3,0.46,3.1,E,WNW,4,ENE,9.7,172,,
16,1.01,3,0.55,3.2,ESE,WSW,1,NE,9.7,171,,
17,1.02,3,0.53,3.2,ENE,NNW,1,NE,7.5,159,,
18,0.97,3,0.4,3,ENE,NNW,3,NE,7.1,144,,
19,0.69,3,0.4,3.1,ESE,NW,4,NNE,6.3,125,,
20,0.58,3,0.33,2.9,SSW,N,6,NNE,5.3,119,,
21,0.88,3,0.42,3,ENE,NNW,6,N,7.2,115,,
22,0.61,3,0.35,3,ESE,NNE,3,NNE,6.1,121,,
23,0.63,3,0.31,3.2,SE,WNW,2,N,6,131,,
24,0.47,2.5,0.25,2.7,ESE,NW,5,N,7.6,141,,
最大,1.02,3.5,0.55,3.4,最多,平均,9,最多,9.8,平均,平均,
平均,0.6,2.9,0.31,3,ESE,NW,2.8,NNE,6.5,121,,
2022/10/6,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.51,2.5,0.29,2.6,WNW,N,4,NNE,8.3,141,,
2,0.43,2.5,0.26,2.6,NW,,0,NNE,7.9,136,,
3,0.49,2.5,0.28,2.7,N,SE,6,NNE,8,127,,
4,0.79,3,0.41,2.8,E,E,8,NE,7.9,114,,
5,0.69,3,0.36,2.8,SE,ESE,7,NNE,5.7,95,,
6,0.5,3,0.29,2.7,ENE,ESE,7,NNE,6.5,78,,
7,0.55,3,0.32,2.8,SSE,E,7,NNE,8.3,57,,
8,0.6,3,0.29,2.8,E,ESE,7,NNE,7.2,37,,
9,0.45,3,0.27,2.9,ENE,ESE,6,NNE,7.7,31,,
10,0.48,3.5,0.25,2.9,NE,NNE,6,NNE,6.7,43,,
11,0.46,3,0.25,2.8,E,NNE,4,N,8.9,66,,
12,0.38,3,0.24,2.8,,W,6,NNE,8.6,97,,
13,0.59,3,0.33,2.9,E,NW,6,NNE,8.1,129,,
14,0.67,3,0.38,3.1,E,W,3,NNE,7.4,152,,
15,0.49,3,0.31,3.1,ESE,SSE,2,NNE,5.9,167,,
16,0.61,2.5,0.32,2.9,ESE,ESE,6,NE,5.7,173,,
17,0.63,3,0.33,3,SE,W,5,NNE,5.1,170,,
18,0.66,4,0.28,3.2,NE,W,9,NNE,5.1,154,,
19,0.34,3,0.18,2.9,,W,6,N,5.4,132,,
20,0.28,2.5,0.16,2.8,,WNW,8,N,6.3,113,,
21,0.25,3,0.14,3,,WNW,5,N,6.1,100,,
22,0.21,4,0.11,3,,W,6,N,5.5,99,,
23,0.29,3.5,0.16,3,,WNW,3,N,5.8,112,,
24,0.19,3,0.11,2.6,,WNW,4,N,6.1,135,,
最大,0.79,4,0.41,3.2,最多,平均,9,最多,8.9,平均,平均,
平均,0.48,3,0.26,2.9,E,NNW,0.5,NNE,6.8,111,,
2022/10/7,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,3.5,0.1,2.7,,WNW,6,NNW,5,156,,
2,0.19,1.5,0.1,2.3,,W,8,N,7.1,166,,
3,0.18,1.5,0.11,2.2,,WSW,5,NNW,5.6,170,,
4,0.2,2,0.11,2.7,,SW,3,N,3.5,162,,
5,0.36,4,0.17,3.2,,NE,4,NNW,4.8,139,,
6,0.24,3,0.13,2.8,,SE,7,NNW,5,107,,
7,0.41,2.5,0.18,3.2,,SW,1,NNW,6.4,76,,
8,0.35,3,0.17,2.7,,WNW,3,NNW,6.7,52,,
9,0.33,3.5,0.16,2.7,,W,12,NNW,6.8,37,,
10,0.25,3.5,0.14,2.8,,WNW,6,NW,6.1,37,,
11,0.4,3,0.17,2.9,,WNW,10,NNW,6.2,52,,
12,0.37,3,0.15,2.5,,WNW,7,NNW,7,81,,
13,0.31,2.5,0.18,2.5,,WNW,11,NNW,7.8,118,,
14,0.39,2.5,0.24,2.6,,W,14,NNW,9.8,153,,
15,0.44,2.5,0.19,2.5,,WSW,17,NNW,9.5,182,,
16,0.63,2.5,0.27,2.7,N,W,12,N,8.7,193,,
17,0.47,4.5,0.26,3.1,SE,NW,11,NNW,11.3,184,,
18,0.44,5.5,0.27,4,SE,NW,6,NW,12.6,161,,
19,0.32,1.5,0.19,2.3,,NW,4,N,11.2,136,,
20,0.44,4.5,0.24,2.7,,N,5,NNW,11.1,105,,
21,0.38,2,0.23,2.3,,N,5,NW,10.3,85,,
22,0.58,3,0.23,2.7,,WNW,3,NNW,10,86,,
23,0.26,2,0.18,2.7,,WNW,4,NNW,8.5,92,,
24,0.28,3,0.14,2.6,,NW,11,NNW,6.7,113,,
最大,0.63,5.5,0.27,4,最多,平均,17,最多,12.6,平均,平均,
平均,0.35,2.9,0.18,2.7,SE,WNW,5.6,NNW,7.8,118,,
2022/10/8,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.23,4,0.15,3.5,,WNW,10,NNW,4.3,141,,
2,0.2,3.5,0.12,3.3,,W,9,NNW,3,166,,
3,0.21,3,0.14,3.4,,W,10,N,2,185,,
4,0.22,3,0.11,3,,NW,8,NNE,2.2,191,,
5,0.4,3.5,0.14,3.2,,SW,4,N,2.9,176,,
6,0.32,2.5,0.15,2.7,,SE,4,N,2.4,147,,
7,0.49,3,0.22,2.9,,ESE,16,NNE,2.7,112,,
8,0.32,3,0.19,2.7,,SE,15,N,2.8,75,,
9,0.4,2.5,0.18,3.2,,ESE,14,NE,2.9,49,,
10,0.3,2.5,0.14,3,,ESE,10,NNE,3.2,36,,
11,0.32,3,0.17,2.8,,E,8,NE,2.2,44,,
12,0.36,3.5,0.2,3.2,,SE,5,ENE,2.7,65,,
13,0.35,2.5,0.2,2.7,,NNE,11,ENE,4,101,,
14,0.35,3,0.2,2.9,,NNW,6,E,4.3,142,,
15,0.71,3,0.27,2.9,WSW,WNW,10,ENE,5.2,176,,
16,0.51,2,0.28,2.7,SE,WSW,8,ENE,4.8,195,,
17,0.51,3,0.28,2.9,N,W,7,NE,3.6,196,,
18,0.45,2.5,0.26,2.8,WNW,S,2,NNE,2.3,177,,
19,0.51,2.5,0.27,2.6,NNE,ESE,11,NE,2.8,145,,
20,0.63,3,0.32,2.8,ENE,ESE,13,NE,4.7,106,,
21,0.4,2,0.21,2.4,,SE,11,NNE,3.8,72,,
22,0.48,4.5,0.21,2.7,,SSE,9,NNE,4.1,55,,
23,0.3,4.5,0.17,2.6,,W,9,NNE,4.6,58,,
24,0.22,2,0.13,2.4,,W,12,N,4.4,77,,
最大,0.71,4.5,0.32,3.5,最多,平均,16,最多,5.2,平均,平均,
平均,0.38,3,0.2,2.9,,SSE,1.7,NNE,3.4,120,,
2022/10/9,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.19,2.5,0.12,2.5,,NNW,5,N,4.5,110,,
2,0.21,2,0.12,2.5,,NW,9,N,5.6,145,,
3,0.25,2.5,0.13,2.3,,W,6,N,6.2,175,,
4,0.25,2,0.13,2.3,,WSW,7,NNW,5.8,191,,
5,0.32,3,0.17,2.7,,SW,10,N,5.9,189,,
6,0.28,2.5,0.16,2.8,,SW,9,N,6.3,171,,
7,0.25,2.5,0.14,2.7,,SSE,5,NNW,5.6,136,,
8,0.32,3,0.18,3,,SE,7,NNW,6.2,96,,
9,0.33,2,0.15,3,,SSE,7,N,6.2,62,,
10,0.39,3,0.18,3,,WSW,8,N,6.1,39,,
11,0.35,2.5,0.17,2.7,,W,13,N,6,35,,
12,0.31,2.5,0.17,2.7,,W,10,N,5.3,53,,
13,0.41,3,0.2,2.7,,W,6,NNE,5.6,82,,
14,0.55,3,0.26,2.9,WNW,N,4,NNE,6,118,,
15,0.67,4.5,0.31,2.9,SE,W,4,NNE,7,155,,
16,0.5,3,0.29,2.8,WNW,WSW,6,N,6.8,182,,
17,0.53,3,0.28,2.9,NE,SSW,3,NNW,4.3,192,,
18,0.28,2.5,0.16,2.8,,SE,7,N,5.3,181,,
19,0.25,2.5,0.12,2.8,,SE,9,NNW,3.1,150,,
20,0.39,3,0.18,3.2,,SSE,4,NNW,3.3,110,,
21,0.24,3,0.14,2.9,,SE,2,NNW,4.1,72,,
22,0.17,3,0.1,2.9,,W,4,NNW,3.5,48,,
23,0.28,3.5,0.13,3.1,,WNW,12,N,4.3,41,,
24,0.19,3.5,0.09,2.9,,W,12,NNW,4.4,54,,
最大,0.67,4.5,0.31,3.2,最多,平均,13,最多,7,平均,平均,
平均,0.33,2.8,0.17,2.8,WNW,WSW,3.8,N,5.3,116,,
2022/10/10,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.15,3,0.07,2.6,,W,16,NNW,2.9,85,,
2,0.11,2.5,0.07,2.5,,WNW,11,NNW,5.6,122,,
3,0.16,3,0.08,2.4,,W,22,NNW,3.4,164,,
4,0.38,2.5,0.1,2.5,,WSW,12,N,3.7,194,,
5,0.28,2,0.15,2.9,,WSW,13,NNE,3.5,210,,
6,0.67,4,0.23,3,,SSW,4,N,1.8,206,,
7,0.43,3.5,0.19,3,,SE,9,NNW,1.3,181,,
8,0.32,2.5,0.17,2.7,,ESE,18,NNW,0.7,146,,
9,0.32,2,0.15,3.1,,SE,16,S,1.5,107,,
10,0.36,3,0.16,2.7,,ESE,7,SSE,2.1,75,,
11,0.4,3.5,0.19,3.1,,SSE,3,SE,3.4,61,,
12,0.22,3,0.12,3.1,,W,12,S,3.5,70,,
13,0.27,3,0.15,3,,WSW,11,ESE,1,97,,
14,0.29,3,0.16,3.3,,NW,9,ENE,2.1,135,,
15,0.52,3,0.3,2.7,S,WNW,11,S,8.3,174,,
16,0.58,2.5,0.36,2.8,SE,WNW,13,S,8.3,208,,
17,0.79,3,0.42,3,ESE,W,17,S,9.9,224,,
18,0.76,2.5,0.41,2.9,ESE,W,12,S,11,219,,
19,1,3.5,0.53,3.1,SSE,S,3,S,13.5,194,,
20,1,3,0.53,2.9,E,E,12,S,12.4,152,,
21,0.75,2,0.48,3.1,SE,SE,14,S,13.4,105,,
22,0.73,2.5,0.38,2.9,NE,SE,5,S,11.8,64,,
23,0.55,2.5,0.32,2.9,NE,ESE,5,S,9.6,45,,
24,0.48,2,0.24,2.7,,NNE,1,S,8.9,47,,
最大,1,4,0.53,3.3,最多,平均,22,最多,13.5,平均,平均,
平均,0.48,2.8,0.25,2.9,SE,WSW,3.9,S,6,137,,
2022/10/11,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.48,2.5,0.27,2.5,SE,W,4,S,9.8,69,,
2,0.47,3,0.31,2.5,S,NW,15,S,12.1,106,,
3,0.62,2.5,0.38,2.7,SE,WNW,12,SSW,12,151,,
4,0.95,3.5,0.49,2.8,SE,WNW,10,SSW,13.5,190,,
5,0.76,2.5,0.46,2.9,SE,W,12,SSW,12.1,212,,
6,0.87,2.5,0.54,3,SSE,W,9,SSW,13.3,214,,
7,0.72,3.5,0.44,3.4,E,NNW,4,SW,11.2,199,,
8,0.55,3,0.35,3.5,ESE,E,6,WSW,3.1,166,,
9,0.77,4.5,0.33,3.5,E,ESE,5,WSW,6.4,128,,
10,0.46,3.5,0.26,3.5,E,E,7,WSW,2.3,95,,
11,0.44,2.5,0.23,3.2,,ESE,8,SSE,5,72,,
12,0.46,3.5,0.25,2.6,SW,SSE,7,S,4.5,64,,
13,0.54,2.5,0.25,2.8,NE,SSW,2,SSE,5,81,,
14,0.4,3,0.23,3.1,,NW,10,SSE,3.8,113,,
15,0.32,3,0.17,2.7,,W,14,SSE,3,147,,
16,0.32,2.5,0.19,2.8,,WNW,10,SSE,3.1,175,,
17,0.47,3.5,0.22,2.9,,W,10,ESE,1.6,192,,
18,0.39,2.5,0.22,2.5,,W,5,NE,4.7,188,,
19,0.66,2,0.31,2.6,E,W,5,ENE,4.8,166,,
20,0.45,3,0.26,2.7,ENE,ESE,2,NE,2.6,130,,
21,0.35,2,0.19,2.4,,E,7,N,2.7,90,,
22,0.29,3,0.15,2.4,,ESE,3,N,3.3,51,,
23,0.25,3,0.15,2.6,,NNE,3,N,4.2,24,,
24,0.27,1.5,0.13,2.3,,NNW,3,NNW,3.9,13,,
最大,0.95,4.5,0.54,3.5,最多,平均,15,最多,13.5,平均,平均,
平均,0.51,2.9,0.28,2.8,SE,WNW,3.1,SSE,6.2,127,,
2022/10/12,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,2.5,0.12,2.5,,WNW,7,N,5.3,24,,
2,0.2,2,0.1,2.7,,WNW,6,N,5.4,55,,
3,0.16,2,0.09,2.6,,WNW,8,N,5.3,98,,
4,0.23,2.5,0.12,2.4,,NW,10,N,5.8,142,,
5,0.33,4,0.17,2.7,,W,13,N,5,169,,
6,0.3,2,0.16,2.3,,WNW,7,NE,3.2,179,,
7,0.48,2.5,0.25,2.7,SSE,W,3,NNE,4.5,173,,
8,0.35,2.5,0.22,2.7,,W,3,N,4.5,156,,
9,0.33,2.5,0.18,2.8,,SSW,2,N,4.5,130,,
10,0.36,3.5,0.17,3.1,,WNW,3,N,4.6,101,,
11,0.35,3.5,0.17,2.9,,S,4,NNE,4.5,77,,
12,0.37,2.5,0.19,2.7,,SW,2,NNE,4.5,65,,
13,0.4,2.5,0.2,2.6,,WNW,2,NE,5.2,69,,
14,0.39,3,0.22,3.1,,NW,3,N,4.6,91,,
15,0.36,2.5,0.22,2.8,,NNW,13,NNE,5.4,125,,
16,0.57,3,0.25,2.7,NE,NNW,13,NNE,5.1,158,,
17,0.64,3.5,0.32,2.9,SSE,NW,13,NNE,5,178,,
18,0.5,3,0.24,2.8,,WNW,8,NNE,4.3,182,,
19,0.3,2.5,0.19,2.5,,SSW,2,N,4.6,167,,
20,0.3,2.5,0.18,2.4,,S,3,NNE,4.8,140,,
21,0.38,3,0.22,2.8,,SSW,3,N,5.7,103,,
22,0.29,2.5,0.14,2.4,,WNW,1,N,5,65,,
23,0.29,2.5,0.16,2.8,,SSW,1,N,5.8,33,,
24,0.25,2.5,0.11,2.5,,NNW,4,N,5.4,13,,
最大,0.64,4,0.32,3.1,最多,平均,13,最多,5.8,平均,平均,
平均,0.35,2.7,0.18,2.7,SSE,WNW,4.3,N,4.9,112,,
2022/10/13,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,2.5,0.1,2.5,,NNW,4,N,6.1,12,,
2,0.2,1.5,0.11,2.5,,NNW,10,N,6,31,,
3,0.2,4,0.1,2.5,,NNW,16,N,5.9,67,,
4,0.2,3,0.11,2.8,,NW,17,N,6.4,107,,
5,0.37,2.5,0.19,3.2,,WNW,14,N,7.4,143,,
6,0.37,3,0.15,2.8,,W,6,NNW,5.8,170,,
7,0.44,3,0.2,2.9,,WSW,7,NNW,5.7,178,,
8,0.63,3,0.24,3.2,,SSE,4,N,6.4,166,,
9,0.3,2.5,0.15,2.7,,SSE,3,N,5.3,143,,
10,0.26,3,0.15,2.9,,SE,2,N,4.8,117,,
11,0.33,3,0.16,2.9,,SE,5,NNW,6.9,93,,
12,0.24,2,0.13,2.6,,SE,3,N,6.7,81,,
13,0.25,3,0.14,2.5,,WNW,8,NNW,7.4,79,,
14,0.34,3.5,0.17,3,,WNW,9,N,6.9,95,,
15,0.3,3.5,0.17,3,,NW,12,N,7.1,118,,
16,0.54,3,0.27,3.3,E,NW,10,NNW,7.4,145,,
17,0.46,3,0.2,2.9,,NW,10,N,6.9,169,,
