産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数／総数（人）,経営組織／個人／従業者数／男（人）,経営組織／個人／従業者数／女（人）,経営組織／個人／従業者数／うち常用雇用者数／総数（人）,経営組織／個人／従業者数／うち常用雇用者数／男（人）,経営組織／個人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／事業所数（事業所）,経営組織／法人／従業者数／総数（人）,経営組織／法人／従業者数／男（人）,経営組織／法人／従業者数／女（人）,経営組織／法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／事業所数（事業所）,経営組織／法人／会社／従業者数／総数（人）,経営組織／法人／会社／従業者数／男（人）,経営組織／法人／会社／従業者数／女（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／女（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／男（人）,経営組織／法人／会社／合同会社／従業者数／女（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／女（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／男（人）,経営組織／法人／会社以外の法人／従業者数／女（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数／総数（人）,経営組織／法人でない団体／従業者数／男（人）,経営組織／法人でない団体／従業者数／女（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／総数（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／男（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／女（人）
3,L,72,726,デザイン業,3045,19200,10924,8102,15026,7978,6879,387,647,398,236,200,73,119,2656,18549,10523,7865,14823,7903,6759,2654,18528,10509,7858,14807,7894,6752,2617,18424,10456,7810,14742,7867,6717,2,3,2,1,1,1,-,31,78,43,32,44,19,22,4,23,8,15,20,7,13,2,21,14,7,16,9,7,2,4,3,1,3,2,1
3,L,72,727,著述・芸術家業,153,261,163,93,59,9,46,153,261,163,93,59,9,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,728,経営コンサルタント業，純粋持株会社,3743,83403,56097,26037,74858,48998,24602,86,151,103,44,47,16,29,3646,83165,55928,25972,74739,48930,24553,3594,82320,55384,25672,74030,48507,24268,3492,79499,53395,24896,71496,46771,23526,7,50,31,19,33,19,14,70,2481,1788,638,2244,1575,614,25,290,170,119,257,142,114,52,845,544,300,709,423,285,11,87,66,21,72,52,20
3,L,72,729,その他の専門サービス業,4790,54088,31350,21994,46508,25845,19926,249,537,355,176,236,124,109,4503,53347,30872,21740,46106,25630,19745,4300,50947,29414,20874,43995,24411,18929,4145,49600,28525,20461,42829,23664,18555,13,69,57,12,42,33,9,102,893,621,250,759,520,217,40,385,211,151,365,194,148,203,2400,1458,866,2111,1219,816,38,204,123,78,166,91,72
2,L,73,000,広告業,2820,65507,42624,22153,60195,38612,20868,26,66,45,18,31,16,13,2794,65441,42579,22135,60164,38596,20855,2785,65393,42556,22110,60118,38575,20830,2762,64735,42211,21806,59643,38331,20608,6,113,86,27,105,79,26,14,522,245,268,348,152,187,3,23,14,9,22,13,9,9,48,23,25,46,21,25,-,-,-,-,-,-,-
3,L,73,730,管理，補助的経済活動を行う事業所,3,4,2,2,1,-,1,-,-,-,-,-,-,-,3,4,2,2,1,-,1,3,4,2,2,1,-,1,3,4,2,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,73,731,広告業,2817,65503,42622,22151,60194,38612,20867,26,66,45,18,31,16,13,2791,65437,42577,22133,60163,38596,20854,2782,65389,42554,22108,60117,38575,20829,2759,64731,42209,21804,59642,38331,20607,6,113,86,27,105,79,26,14,522,245,268,348,152,187,3,23,14,9,22,13,9,9,48,23,25,46,21,25,-,-,-,-,-,-,-
2,L,74,000,技術サービス業（他に分類されないもの）,11805,140400,103841,35807,120820,88413,31684,2151,4854,2610,2189,2150,578,1541,9639,135467,101159,33611,118616,87787,30137,9395,127115,95462,30956,110915,82644,27579,9293,126577,95127,30758,110506,82412,27407,21,49,31,18,17,8,9,61,211,115,91,130,50,75,20,278,189,89,262,174,88,244,8352,5697,2655,7701,5143,2558,15,79,72,7,54,48,6
3,L,74,740,管理，補助的経済活動を行う事業所,72,1369,1048,321,1189,884,305,-,-,-,-,-,-,-,72,1369,1048,321,1189,884,305,68,1253,957,296,1087,806,281,68,1253,957,296,1087,806,281,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,116,91,25,102,78,24,-,-,-,-,-,-,-
3,L,74,741,獣医業,1204,6398,2031,4332,4744,1018,3698,618,1960,661,1276,1232,161,1055,586,4438,1370,3056,3512,857,2643,583,4387,1349,3026,3462,837,2613,567,4299,1327,2960,3393,828,2553,2,9,2,7,6,-,6,14,79,20,59,63,9,54,-,-,-,-,-,-,-,3,51,21,30,50,20,30,-,-,-,-,-,-,-
3,L,74,742,土木建築サービス業,6863,71695,54322,16992,61119,45826,14927,970,1730,1204,499,544,268,264,5885,69943,53099,16490,60556,45542,14660,5822,68905,52298,16253,59594,44813,14427,5774,68606,52100,16154,59368,44675,14341,13,29,23,6,8,7,1,30,91,67,22,45,29,14,5,179,108,71,173,102,71,63,1038,801,237,962,729,233,8,22,19,3,19,16,3
3,L,74,743,機械設計業,840,20849,17754,2890,19652,16775,2672,56,91,59,32,19,3,16,784,20758,17695,2858,19633,16772,2656,783,20694,17638,2851,19573,16719,2649,771,20627,17583,2841,19516,16672,2641,2,3,2,1,-,-,-,4,12,4,6,8,1,5,6,52,49,3,49,46,3,1,64,57,7,60,53,7,-,-,-,-,-,-,-
3,L,74,744,商品・非破壊検査業,319,9570,6542,2943,7853,5006,2767,3,6,3,3,3,-,3,315,9561,6536,2940,7848,5004,2764,222,5692,4076,1531,4208,2701,1427,219,5672,4062,1525,4190,2689,1421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,20,14,6,18,12,6,93,3869,2460,1409,3640,2303,1337,1,3,3,-,2,2,-
3,L,74,745,計量証明業,176,3325,2046,1278,3005,1804,1200,4,5,4,1,-,-,-,171,3318,2040,1277,3004,1803,1200,159,2506,1795,710,2217,1577,639,159,2506,1795,710,2217,1577,639,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,812,245,567,787,226,561,1,2,2,-,1,1,-
3,L,74,746,写真業,1418,7859,4004,3827,5878,2668,3183,422,901,566,331,289,112,174,995,6941,3423,3494,5572,2541,3007,995,6941,3423,3494,5572,2541,3007,989,6928,3414,3490,5566,2537,3005,4,8,4,4,3,1,2,2,5,5,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,15,2,17,15,2
3,L,74,749,その他の技術サービス業,913,19335,16094,3224,17380,14432,2932,78,161,113,47,63,34,29,831,19139,15948,3175,17302,14384,2902,763,16737,13926,2795,15202,12650,2536,746,16686,13889,2782,15169,12628,2526,-,-,-,-,-,-,-,11,24,19,4,11,8,2,6,27,18,9,22,14,8,68,2402,2022,380,2100,1734,366,4,35,33,2,15,14,1
1,M,00,000,宿泊業，飲食サービス業,89160,865996,419404,437868,749119,354245,386658,39562,125156,55557,68964,68211,24597,43114,49566,740525,363752,368684,680663,329575,343372,49208,735857,361817,365951,676458,327852,340890,48735,732808,360311,364446,674109,326775,339656,148,927,411,516,688,276,412,312,1992,1015,939,1541,728,775,13,130,80,50,120,73,47,358,4668,1935,2733,4205,1723,2482,32,315,95,220,245,73,172
2,M,75,000,宿泊業,3082,68642,35697,32580,61307,31978,28985,448,1487,570,914,622,194,427,2629,67072,35090,31620,60612,31757,28512,2447,65684,34260,31062,59401,31040,28018,2442,65653,34244,31047,59376,31028,28005,3,10,6,4,6,3,3,1,2,1,1,-,-,-,1,19,9,10,19,9,10,182,1388,830,558,1211,717,494,5,83,37,46,73,27,46
3,M,75,750,管理，補助的経済活動を行う事業所,55,1339,863,476,1247,782,465,-,-,-,-,-,-,-,55,1339,863,476,1247,782,465,54,1248,799,449,1160,722,438,54,1248,799,449,1160,722,438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,91,64,27,87,60,27,-,-,-,-,-,-,-
3,M,75,751,旅館，ホテル,1931,60492,31797,28391,53905,28533,25088,354,1205,452,751,515,155,359,1575,59234,31326,27606,53337,28359,24695,1565,59014,31181,27531,53160,28241,24636,1563,58988,31168,27518,53135,28229,24623,1,7,4,3,6,3,3,-,-,-,-,-,-,-,1,19,9,10,19,9,10,10,220,145,75,177,118,59,2,53,19,34,53,19,34
3,M,75,752,簡易宿所,218,1373,792,570,1049,608,431,61,178,80,97,77,33,44,157,1195,712,473,972,575,387,152,1159,689,460,956,564,382,150,1155,687,458,956,564,382,1,2,1,1,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,5,36,23,13,16,11,5,-,-,-,-,-,-,-
3,M,75,753,下宿業,23,86,26,60,54,12,42,9,18,7,11,3,1,2,14,68,19,49,51,11,40,14,68,19,49,51,11,40,14,68,19,49,51,11,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,75,759,その他の宿泊業,851,5225,2177,2998,4925,2001,2874,24,86,31,55,27,5,22,824,5109,2128,2931,4878,1988,2840,658,4068,1530,2488,3947,1460,2437,657,4067,1529,2488,3947,1460,2437,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166,1041,598,443,931,528,403,3,30,18,12,20,8,12
2,M,76,000,飲食店,79601,718040,353279,358645,612600,294224,312387,38637,121582,54026,66946,66216,23868,41864,40938,596228,299195,291527,546214,270310,270399,40797,593902,298365,290031,544015,269533,268977,40350,591063,296956,288639,541840,268530,267843,144,916,404,512,682,273,409,291,1812,934,840,1392,666,688,12,111,71,40,101,64,37,141,2326,830,1496,2199,777,1422,26,230,58,172,170,46,124
3,M,76,760,管理，補助的経済活動を行う事業所,534,10262,6726,3363,9280,6044,3063,4,30,19,11,26,15,11,530,10232,6707,3352,9254,6029,3052,529,10231,6707,3351,9253,6029,3051,528,10228,6704,3351,9253,6029,3051,-,-,-,-,-,-,-,1,3,3,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-
3,M,76,761,食堂，レストラン（専門料理店を除く）,4369,61659,24626,36778,57004,21930,34819,1502,4255,1832,2423,2024,592,1432,2864,57372,22791,34326,54957,21335,33367,2802,55796,22216,33325,53442,20799,32388,2790,55719,22199,33267,53376,20788,32335,5,14,5,9,8,2,6,7,63,12,49,58,9,47,-,-,-,-,-,-,-,62,1576,575,1001,1515,536,979,3,32,3,29,23,3,20
3,M,76,762,専門料理店,28057,270891,142600,125299,236104,120468,112702,11186,39104,20657,18186,22796,10001,12591,16867,231769,121930,107108,213293,110457,100106,16850,231435,121755,106949,212983,110287,99966,16648,230252,121076,106463,212056,109785,99559,51,282,151,131,206,100,106,142,818,472,328,647,352,277,9,83,56,27,74,50,24,17,334,175,159,310,170,140,4,18,13,5,15,10,5
3,M,76,763,そば・うどん店,4474,30837,14406,16208,25120,10757,14143,2106,7537,3463,4063,4332,1331,2993,2368,23300,10943,12145,20788,9426,11150,2364,23274,10941,12121,20762,9424,11126,2326,23068,10843,12013,20625,9361,11052,33,181,91,90,119,58,61,5,25,7,18,18,5,13,-,-,-,-,-,-,-,4,26,2,24,26,2,24,-,-,-,-,-,-,-
3,M,76,764,すし店,3327,29979,15791,14004,25651,12847,12622,1595,4554,2585,1963,2135,886,1245,1732,25425,13206,12041,23516,11961,11377,1732,25425,13206,12041,23516,11961,11377,1718,25366,13178,12010,23472,11946,11348,6,17,7,10,11,2,9,8,42,21,21,33,13,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,765,酒場，ビヤホール,19497,151491,88354,61824,123679,72475,49940,10557,29987,14195,15510,15584,6449,8902,8936,121482,74150,46301,108076,66018,41027,8935,121480,74148,46301,108074,66016,41027,8851,120867,73826,46020,107640,65797,40822,17,112,48,64,91,36,55,66,500,273,217,343,183,150,1,1,1,-,-,-,-,1,2,2,-,2,2,-,4,22,9,13,19,8,11
3,M,76,766,バー，キャバレー，ナイトクラブ,9879,47113,15948,30947,31827,10693,20925,7600,24332,6637,17673,13393,2728,10652,2278,22773,9304,13273,18427,7959,10272,2274,22751,9294,13261,18411,7952,10263,2225,22540,9212,13140,18270,7905,10177,13,78,18,60,46,8,38,36,133,64,61,95,39,48,-,-,-,-,-,-,-,4,22,10,12,16,7,9,1,8,7,1,7,6,1
3,M,76,767,喫茶店,6710,64949,22171,42175,56002,17896,37508,3220,8773,3227,5536,4222,1149,3068,3478,56038,18926,36519,51686,16736,34357,3428,55691,18866,36232,51373,16681,34099,3394,55443,18770,36080,51165,16607,33965,13,148,62,86,133,53,80,20,90,33,57,65,20,45,1,10,1,9,10,1,9,50,347,60,287,313,55,258,12,138,18,120,94,11,83
3,M,76,769,その他の飲食店,2754,50859,22657,28047,47933,21114,26665,867,3010,1411,1581,1704,717,970,1885,47837,21238,26462,46217,20389,25691,1883,47819,21232,26450,46201,20384,25680,1870,47580,21148,26295,45983,20312,25534,6,84,22,62,68,14,54,6,138,49,89,133,45,88,1,17,13,4,17,13,4,2,18,6,12,16,5,11,2,12,8,4,12,8,4
2,M,77,000,持ち帰り・配達飲食サービス業,6438,78513,30035,46235,74501,27693,44925,475,2038,930,1086,1327,507,805,5962,76473,29105,45147,73172,27186,44118,5927,75519,28830,44468,72377,26957,43552,5906,75340,28749,44370,72228,26895,43465,1,1,1,-,-,-,-,20,178,80,98,149,62,87,-,-,-,-,-,-,-,35,954,275,679,795,229,566,1,2,-,2,2,-,2
3,M,77,770,管理，補助的経済活動を行う事業所,62,2317,966,689,1899,909,670,-,-,-,-,-,-,-,62,2317,966,689,1899,909,670,62,2317,966,689,1899,909,670,62,2317,966,689,1899,909,670,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,77,771,持ち帰り飲食サービス業,1189,8892,3344,5514,7974,2804,5139,331,1263,512,748,776,231,545,858,7629,2832,4766,7198,2573,4594,858,7629,2832,4766,7198,2573,4594,841,7461,2759,4671,7056,2515,4510,-,-,-,-,-,-,-,17,168,73,95,142,58,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,77,772,配達飲食サービス業,5187,67304,25725,40032,64628,23980,39116,144,775,418,338,551,276,260,5042,66527,25307,39692,64075,23704,38854,5007,65573,25032,39013,63280,23475,38288,5003,65562,25024,39010,63273,23471,38285,1,1,1,-,-,-,-,3,10,7,3,7,4,3,-,-,-,-,-,-,-,35,954,275,679,795,229,566,1,2,-,2,2,-,2
1,N,00,000,生活関連サービス業，娯楽業,46450,332189,151233,175164,269113,116702,146724,22444,49841,22071,27460,21770,7206,14353,23952,281709,128834,147394,246761,109217,132069,23257,269588,122096,142054,238269,104042,128795,22997,268074,121410,141273,237103,103549,128169,81,375,181,194,277,121,156,157,881,386,448,643,261,335,22,258,119,139,246,111,135,695,12121,6738,5340,8492,5175,3274,54,639,328,310,582,279,302
2,N,78,000,洗濯・理容・美容・浴場業,32225,135372,51092,83199,99785,32317,66477,19788,42257,18361,23626,18314,5507,12623,12433,93094,32716,59567,81453,26798,53848,12412,92975,32668,59520,81347,26758,53806,12252,92214,32367,59097,80765,26561,53458,66,279,115,164,209,72,137,93,476,183,256,367,122,208,1,6,3,3,6,3,3,21,119,48,47,106,40,42,4,21,15,6,18,12,6
3,N,78,780,管理，補助的経済活動を行う事業所,103,1484,509,971,1036,323,710,-,-,-,-,-,-,-,103,1484,509,971,1036,323,710,103,1484,509,971,1036,323,710,103,1484,509,971,1036,323,710,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,781,洗濯業,6553,34158,13247,20870,26769,9066,17662,2844,6252,3184,3068,2335,718,1617,3706,27891,10054,17796,24421,8341,16039,3703,27865,10039,17785,24395,8326,16028,3673,27760,10002,17717,24318,8308,15969,28,95,34,61,69,17,52,2,10,3,7,8,1,7,-,-,-,-,-,-,-,3,26,15,11,26,15,11,3,15,9,6,13,7,6
3,N,78,782,理容業,7081,16536,9698,6800,8266,3914,4315,6050,12062,7031,5029,4685,1831,2853,1031,4474,2667,1771,3581,2083,1462,1022,4427,2651,1761,3541,2072,1454,1011,4377,2625,1737,3505,2054,1436,8,36,16,20,25,11,14,3,14,10,4,11,7,4,-,-,-,-,-,-,-,9,47,16,10,40,11,8,-,-,-,-,-,-,-
3,N,78,783,美容業,14276,54978,20573,33768,39937,13747,25612,9293,19773,6988,12602,9167,2565,6475,4982,35199,13579,21166,30765,11177,19137,4978,35189,13575,21163,30759,11175,19136,4894,34745,13379,20948,30410,11037,18958,20,110,49,61,87,36,51,64,334,147,154,262,102,127,-,-,-,-,-,-,-,4,10,4,3,6,2,1,1,6,6,-,5,5,-
3,N,78,784,一般公衆浴場業,565,2723,1213,1510,1787,617,1170,241,845,417,428,477,163,314,324,1878,796,1082,1310,454,856,324,1878,796,1082,1310,454,856,316,1843,780,1063,1284,446,838,8,35,16,19,26,8,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,785,その他の公衆浴場業,166,4307,2178,2027,3976,2016,1858,19,73,26,47,43,17,26,147,4234,2152,1980,3933,1999,1832,146,4213,2141,1970,3912,1988,1822,146,4213,2141,1970,3912,1988,1822,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,21,11,10,21,11,10,-,-,-,-,-,-,-
3,N,78,789,その他の洗濯・理容・美容・浴場業,3481,21186,3674,17253,18014,2634,15150,1341,3252,715,2452,1607,213,1338,2140,17934,2959,14801,16407,2421,13812,2136,17919,2957,14788,16394,2420,13800,2109,17792,2931,14691,16300,2405,13725,2,3,-,3,2,-,2,24,118,23,91,86,12,70,1,6,3,3,6,3,3,4,15,2,13,13,1,12,-,-,-,-,-,-,-
2,N,79,000,その他の生活関連サービス業,6969,75237,32722,38709,65586,26516,35274,1419,3104,1074,2014,1242,252,983,5543,72077,31630,36657,64295,26252,34254,5158,68974,29514,35673,61955,24682,33487,5103,68587,29342,35458,61647,24542,33319,11,68,47,21,45,34,11,25,101,26,75,56,14,42,19,218,99,119,207,92,115,385,3103,2116,984,2340,1570,767,7,56,18,38,49,12,37
3,N,79,790,管理，補助的経済活動を行う事業所,30,1934,1515,419,840,463,377,-,-,-,-,-,-,-,30,1934,1515,419,840,463,377,30,1934,1515,419,840,463,377,30,1934,1515,419,840,463,377,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,791,旅行業,1659,33213,14301,15490,31372,12917,15034,45,96,55,41,32,15,17,1614,33117,14246,15449,31340,12902,15017,1605,33080,14225,15433,31310,12888,15001,1588,32878,14130,15326,31122,12800,14901,-,-,-,-,-,-,-,3,9,5,4,4,4,-,14,193,90,103,184,84,100,9,37,21,16,30,14,16,-,-,-,-,-,-,-
3,N,79,793,衣服裁縫修理業,837,3724,887,2833,3040,594,2444,427,741,239,498,207,21,184,410,2983,648,2335,2833,573,2260,409,2978,647,2331,2828,572,2256,403,2969,645,2324,2821,570,2251,-,-,-,-,-,-,-,6,9,2,7,7,2,5,-,-,-,-,-,-,-,1,5,1,4,5,1,4,-,-,-,-,-,-,-
3,N,79,794,物品預り業,422,2829,2550,228,2278,2077,150,62,119,57,62,33,13,20,359,2701,2484,166,2238,2057,130,119,1421,1271,99,1375,1239,85,119,1421,1271,99,1375,1239,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,1280,1213,67,863,818,45,1,9,9,-,7,7,-
3,N,79,795,火葬・墓地管理業,113,994,563,426,890,491,394,1,2,1,1,2,1,1,111,989,561,423,886,490,391,74,755,411,339,677,361,311,74,755,411,339,677,361,311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,234,150,84,209,129,80,1,3,1,2,2,-,2
3,N,79,796,冠婚葬祭業,1059,12971,6564,6237,10705,5157,5379,65,224,111,110,124,34,88,993,12745,6452,6126,10580,5122,5291,968,12138,6139,5832,10129,4848,5114,961,12083,6101,5815,10094,4822,5105,5,52,36,16,34,26,8,2,3,2,1,1,-,1,-,-,-,-,-,-,-,25,607,313,294,451,274,177,1,2,1,1,1,1,-
3,N,79,799,他に分類されない生活関連サービス業,2849,19572,6342,13076,16461,4817,11496,819,1922,611,1302,844,168,673,2026,17608,5724,11739,15578,4645,10788,1953,16668,5306,11220,14796,4311,10343,1928,16547,5269,11136,14718,4287,10289,6,16,11,5,11,8,3,14,80,17,63,44,8,36,5,25,9,16,23,8,15,73,940,418,519,782,334,445,4,42,7,35,39,4,35
2,N,80,000,娯楽業,7245,121529,67403,53221,103693,57855,44938,1237,4480,2636,1820,2214,1447,747,5965,116487,64472,51135,100964,56153,43932,5676,107588,59898,46826,94918,52588,41467,5631,107222,59685,46683,94642,52432,41357,4,28,19,9,23,15,8,39,304,177,117,220,125,85,2,34,17,17,33,16,17,289,8899,4574,4309,6046,3565,2465,43,562,295,266,515,255,259
3,N,80,800,管理，補助的経済活動を行う事業所,121,2390,1637,668,2146,1443,618,-,-,-,-,-,-,-,121,2390,1637,668,2146,1443,618,121,2390,1637,668,2146,1443,618,121,2390,1637,668,2146,1443,618,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,801,映画館,79,3912,1822,2090,3529,1640,1889,-,-,-,-,-,-,-,79,3912,1822,2090,3529,1640,1889,79,3912,1822,2090,3529,1640,1889,78,3908,1820,2088,3527,1639,1888,-,-,-,-,-,-,-,1,4,2,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,802,興行場（別掲を除く），興行団,1499,18319,9120,9032,14585,7100,7319,116,989,453,536,265,194,71,1370,17185,8588,8430,14181,6831,7184,1277,14853,7317,7378,12054,5686,6211,1265,14797,7289,7350,12019,5674,6188,-,-,-,-,-,-,-,12,56,28,28,35,12,23,-,-,-,-,-,-,-,93,2332,1271,1052,2127,1145,973,13,145,79,66,139,75,64
3,N,80,803,競輪・競馬等の競走場，競技団,59,3247,1901,1346,1777,1368,409,29,197,184,13,162,152,10,29,3049,1717,1332,1615,1216,399,18,669,494,175,619,449,170,18,669,494,175,619,449,170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,2380,1223,1157,996,767,229,1,1,-,1,-,-,-
3,N,80,804,スポーツ施設提供業,1465,29423,14499,14594,26909,12801,13779,100,291,183,105,162,89,71,1351,29062,14283,14452,26677,12679,13671,1279,27326,13357,13649,25105,11847,12938,1256,27091,13197,13581,24930,11724,12893,1,1,1,-,-,-,-,20,200,142,51,142,107,28,2,34,17,17,33,16,17,72,1736,926,803,1572,832,733,14,70,33,37,70,33,37
3,N,80,805,公園，遊園地,163,6074,2593,3481,4836,2327,2509,2,4,2,2,1,-,1,157,5804,2458,3346,4571,2195,2376,78,4661,1788,2873,3475,1558,1917,78,4661,1788,2873,3475,1558,1917,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,1143,670,473,1096,637,459,4,266,133,133,264,132,132
3,N,80,806,遊戯場,1996,31895,20567,11140,28709,18664,9858,633,1964,1300,661,1089,765,322,1362,29930,19266,10479,27620,17899,9536,1357,29855,19245,10425,27610,17890,9535,1355,29831,19229,10417,27588,17876,9527,2,24,16,8,22,14,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,75,21,54,10,9,1,1,1,1,-,-,-,-
3,N,80,809,その他の娯楽業,1863,26269,15264,10870,21202,12512,8557,357,1035,514,503,535,247,272,1496,25155,14701,10338,20625,12250,8259,1467,23922,14238,9568,20380,12075,8189,1460,23875,14231,9531,20338,12069,8156,1,3,2,1,1,1,-,6,44,5,36,41,5,33,-,-,-,-,-,-,-,29,1233,463,770,245,175,70,10,79,49,29,42,15,26
1,O,00,000,教育，学習支援業,18381,348350,177659,169449,309237,156920,151116,6899,22308,6971,15117,13200,3601,9417,11419,325574,170479,154073,295692,153185,141488,8449,119872,60121,58817,102679,51013,50735,8344,119406,59840,58645,102360,50830,50612,24,96,47,49,57,24,33,78,357,227,117,254,156,85,3,13,7,6,8,3,5,2970,205702,110358,95256,193013,102172,90753,63,468,209,259,345,134,211
2,O,81,000,学校教育,2506,200037,106733,93290,188318,99195,89109,179,2791,549,2242,2557,404,2153,2327,197246,106184,91048,185761,98791,86956,105,1677,810,867,1433,648,785,105,1677,810,867,1433,648,785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2222,195569,105374,90181,184328,98143,86171,-,-,-,-,-,-,-
