地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,事業所数（事業所）,従業者数（人）,売上（収入）金額（百万円）
4,13307,檜原村,2,R,91,職業紹介・労働者派遣業,1,4,X
4,13307,檜原村,2,R,92,その他の事業サービス業,1,1,X
4,13307,檜原村,2,R,93,政治・経済・文化団体,-,-,…
4,13307,檜原村,2,R,94,宗教,8,15,…
4,13307,檜原村,2,R,95,その他のサービス業,-,-,-
4,13308,奥多摩町,1,A,00,農業，林業,3,28,307
4,13308,奥多摩町,2,A,01,農業,-,-,-
4,13308,奥多摩町,2,A,02,林業,3,28,307
4,13308,奥多摩町,1,B,00,漁業,2,13,X
4,13308,奥多摩町,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13308,奥多摩町,2,B,04,水産養殖業,2,13,X
4,13308,奥多摩町,1,C,00,鉱業，採石業，砂利採取業,2,84,X
4,13308,奥多摩町,2,C,05,鉱業，採石業，砂利採取業,2,84,X
4,13308,奥多摩町,1,D,00,建設業,39,220,…
4,13308,奥多摩町,2,D,06,総合工事業,30,187,…
4,13308,奥多摩町,2,D,07,職別工事業（設備工事業を除く）,5,19,…
4,13308,奥多摩町,2,D,08,設備工事業,4,14,…
4,13308,奥多摩町,1,E,00,製造業,20,153,2050
4,13308,奥多摩町,2,E,09,食料品製造業,3,35,X
4,13308,奥多摩町,2,E,10,飲料・たばこ・飼料製造業,-,-,-
4,13308,奥多摩町,2,E,11,繊維工業,-,-,-
4,13308,奥多摩町,2,E,12,木材・木製品製造業（家具を除く）,1,2,X
4,13308,奥多摩町,2,E,13,家具・装備品製造業,3,5,15
4,13308,奥多摩町,2,E,14,パルプ・紙・紙加工品製造業,-,-,-
4,13308,奥多摩町,2,E,15,印刷・同関連業,2,6,X
4,13308,奥多摩町,2,E,16,化学工業,-,-,-
4,13308,奥多摩町,2,E,17,石油製品・石炭製品製造業,-,-,-
4,13308,奥多摩町,2,E,18,プラスチック製品製造業（別掲を除く）,-,-,-
4,13308,奥多摩町,2,E,19,ゴム製品製造業,-,-,-
4,13308,奥多摩町,2,E,20,なめし革・同製品・毛皮製造業,-,-,-
4,13308,奥多摩町,2,E,21,窯業・土石製品製造業,1,36,X
4,13308,奥多摩町,2,E,22,鉄鋼業,-,-,-
4,13308,奥多摩町,2,E,23,非鉄金属製造業,-,-,-
4,13308,奥多摩町,2,E,24,金属製品製造業,3,14,107
4,13308,奥多摩町,2,E,25,はん用機械器具製造業,1,5,X
4,13308,奥多摩町,2,E,26,生産用機械器具製造業,1,5,X
4,13308,奥多摩町,2,E,27,業務用機械器具製造業,2,22,X
4,13308,奥多摩町,2,E,28,電子部品・デバイス・電子回路製造業,2,16,X
4,13308,奥多摩町,2,E,29,電気機械器具製造業,-,-,-
4,13308,奥多摩町,2,E,30,情報通信機械器具製造業,-,-,-
4,13308,奥多摩町,2,E,31,輸送用機械器具製造業,1,7,X
4,13308,奥多摩町,2,E,32,その他の製造業,-,-,-
4,13308,奥多摩町,1,F,00,電気・ガス・熱供給・水道業,3,16,…
4,13308,奥多摩町,2,F,33,電気業,-,-,…
4,13308,奥多摩町,2,F,34,ガス業,-,-,…
4,13308,奥多摩町,2,F,35,熱供給業,-,-,…
4,13308,奥多摩町,2,F,36,水道業,3,16,…
4,13308,奥多摩町,1,G,00,情報通信業,-,-,…
4,13308,奥多摩町,2,G,37,通信業,-,-,…
4,13308,奥多摩町,2,G,38,放送業,-,-,…
4,13308,奥多摩町,2,G,39,情報サービス業,-,-,-
4,13308,奥多摩町,2,G,40,インターネット附随サービス業,-,-,-
4,13308,奥多摩町,2,G,41,映像・音声・文字情報制作業,-,-,…
4,13308,奥多摩町,1,H,00,運輸業，郵便業,8,77,…
4,13308,奥多摩町,2,H,42,鉄道業,1,7,…
4,13308,奥多摩町,2,H,43,道路旅客運送業,1,23,…
4,13308,奥多摩町,2,H,44,道路貨物運送業,5,41,…
4,13308,奥多摩町,2,H,45,水運業,-,-,…
4,13308,奥多摩町,2,H,46,航空運輸業,-,-,…
4,13308,奥多摩町,2,H,47,倉庫業,-,-,…
4,13308,奥多摩町,2,H,48,運輸に附帯するサービス業,1,6,…
4,13308,奥多摩町,2,H,49,郵便業（信書便事業を含む）,-,-,…
4,13308,奥多摩町,1,I,00,卸売業，小売業,47,195,1842
4,13308,奥多摩町,2,I,50,各種商品卸売業,-,-,-
4,13308,奥多摩町,2,I,51,繊維・衣服等卸売業,-,-,-
4,13308,奥多摩町,2,I,52,飲食料品卸売業,1,2,X
4,13308,奥多摩町,2,I,53,建築材料，鉱物・金属材料等卸売業,1,11,X
4,13308,奥多摩町,2,I,54,機械器具卸売業,2,6,X
4,13308,奥多摩町,2,I,55,その他の卸売業,1,3,X
4,13308,奥多摩町,2,I,56,各種商品小売業,-,-,-
4,13308,奥多摩町,2,I,57,織物・衣服・身の回り品小売業,2,6,X
4,13308,奥多摩町,2,I,58,飲食料品小売業,25,95,822
4,13308,奥多摩町,2,I,59,機械器具小売業,1,2,X
4,13308,奥多摩町,2,I,60,その他の小売業,14,70,752
4,13308,奥多摩町,2,I,61,無店舗小売業,-,-,-
4,13308,奥多摩町,1,J,00,金融業，保険業,2,14,…
4,13308,奥多摩町,2,J,62,銀行業,-,-,…
4,13308,奥多摩町,2,J,63,協同組織金融業,1,11,…
4,13308,奥多摩町,2,J,64,貸金業，クレジットカード業等非預金信用機関,-,-,…
4,13308,奥多摩町,2,J,65,金融商品取引業，商品先物取引業,-,-,…
4,13308,奥多摩町,2,J,66,補助的金融業等,-,-,…
4,13308,奥多摩町,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,3,…
4,13308,奥多摩町,1,K,00,不動産業，物品賃貸業,1,-,X
4,13308,奥多摩町,2,K,68,不動産取引業,-,-,-
4,13308,奥多摩町,2,K,69,不動産賃貸業・管理業,1,-,X
4,13308,奥多摩町,2,K,70,物品賃貸業,-,-,-
4,13308,奥多摩町,1,L,00,学術研究，専門・技術サービス業,3,11,X
4,13308,奥多摩町,2,L,71,学術・開発研究機関,-,-,-
4,13308,奥多摩町,2,L,72,専門サービス業（他に分類されないもの）,-,-,-
4,13308,奥多摩町,2,L,73,広告業,-,-,-
4,13308,奥多摩町,2,L,74,技術サービス業（他に分類されないもの）,3,11,X
4,13308,奥多摩町,1,M,00,宿泊業，飲食サービス業,71,358,1263
4,13308,奥多摩町,2,M,75,宿泊業,25,175,687
4,13308,奥多摩町,2,M,76,飲食店,42,156,449
4,13308,奥多摩町,2,M,77,持ち帰り・配達飲食サービス業,4,27,127
4,13308,奥多摩町,1,N,00,生活関連サービス業，娯楽業,15,75,401
4,13308,奥多摩町,2,N,78,洗濯・理容・美容・浴場業,9,38,X
4,13308,奥多摩町,2,N,79,その他の生活関連サービス業,2,18,X
4,13308,奥多摩町,2,N,80,娯楽業,4,19,223
4,13308,奥多摩町,1,O,00,教育，学習支援業,2,6,…
4,13308,奥多摩町,2,O,81,学校教育,1,3,…
4,13308,奥多摩町,2,O,82,その他の教育，学習支援業,1,3,X
4,13308,奥多摩町,1,P,00,医療，福祉,15,484,X
4,13308,奥多摩町,2,P,83,医療業,5,48,X
4,13308,奥多摩町,2,P,84,保健衛生,-,-,-
4,13308,奥多摩町,2,P,85,社会保険・社会福祉・介護事業,10,436,2713
4,13308,奥多摩町,1,Q,00,複合サービス事業,4,29,…
4,13308,奥多摩町,2,Q,86,郵便局,3,14,…
4,13308,奥多摩町,2,Q,87,協同組合（他に分類されないもの）,1,15,X
4,13308,奥多摩町,1,R,00,サービス業（他に分類されないもの）,17,63,…
4,13308,奥多摩町,2,R,88,廃棄物処理業,1,14,X
4,13308,奥多摩町,2,R,89,自動車整備業,4,19,X
4,13308,奥多摩町,2,R,90,機械等修理業（別掲を除く）,-,-,-
4,13308,奥多摩町,2,R,91,職業紹介・労働者派遣業,1,6,X
4,13308,奥多摩町,2,R,92,その他の事業サービス業,1,1,X
4,13308,奥多摩町,2,R,93,政治・経済・文化団体,2,4,…
4,13308,奥多摩町,2,R,94,宗教,8,19,…
4,13308,奥多摩町,2,R,95,その他のサービス業,-,-,-
2,13350,島部,1,A,00,農業，林業,6,85,518
2,13350,島部,2,A,01,農業,4,74,X
2,13350,島部,2,A,02,林業,2,11,X
2,13350,島部,1,B,00,漁業,-,-,-
2,13350,島部,2,B,03,漁業（水産養殖業を除く）,-,-,-
2,13350,島部,2,B,04,水産養殖業,-,-,-
2,13350,島部,1,C,00,鉱業，採石業，砂利採取業,1,1,X
2,13350,島部,2,C,05,鉱業，採石業，砂利採取業,1,1,X
2,13350,島部,1,D,00,建設業,238,2030,…
2,13350,島部,2,D,06,総合工事業,142,1651,…
2,13350,島部,2,D,07,職別工事業（設備工事業を除く）,41,133,…
2,13350,島部,2,D,08,設備工事業,55,246,…
2,13350,島部,1,E,00,製造業,103,491,4413
2,13350,島部,2,E,09,食料品製造業,57,256,1288
2,13350,島部,2,E,10,飲料・たばこ・飼料製造業,11,54,408
2,13350,島部,2,E,11,繊維工業,5,18,89
2,13350,島部,2,E,12,木材・木製品製造業（家具を除く）,1,1,X
2,13350,島部,2,E,13,家具・装備品製造業,1,1,X
2,13350,島部,2,E,14,パルプ・紙・紙加工品製造業,-,-,-
2,13350,島部,2,E,15,印刷・同関連業,3,6,27
2,13350,島部,2,E,16,化学工業,9,73,709
2,13350,島部,2,E,17,石油製品・石炭製品製造業,-,-,-
2,13350,島部,2,E,18,プラスチック製品製造業（別掲を除く）,-,-,-
2,13350,島部,2,E,19,ゴム製品製造業,-,-,-
2,13350,島部,2,E,20,なめし革・同製品・毛皮製造業,-,-,-
2,13350,島部,2,E,21,窯業・土石製品製造業,10,73,1820
2,13350,島部,2,E,22,鉄鋼業,-,-,-
2,13350,島部,2,E,23,非鉄金属製造業,-,-,-
2,13350,島部,2,E,24,金属製品製造業,1,1,X
2,13350,島部,2,E,25,はん用機械器具製造業,-,-,-
2,13350,島部,2,E,26,生産用機械器具製造業,-,-,-
2,13350,島部,2,E,27,業務用機械器具製造業,-,-,-
2,13350,島部,2,E,28,電子部品・デバイス・電子回路製造業,-,-,-
2,13350,島部,2,E,29,電気機械器具製造業,-,-,-
2,13350,島部,2,E,30,情報通信機械器具製造業,-,-,-
2,13350,島部,2,E,31,輸送用機械器具製造業,2,5,X
2,13350,島部,2,E,32,その他の製造業,3,3,43
2,13350,島部,1,F,00,電気・ガス・熱供給・水道業,9,604,…
2,13350,島部,2,F,33,電気業,9,604,…
2,13350,島部,2,F,34,ガス業,-,-,…
2,13350,島部,2,F,35,熱供給業,-,-,…
2,13350,島部,2,F,36,水道業,-,-,…
2,13350,島部,1,G,00,情報通信業,1,7,…
2,13350,島部,2,G,37,通信業,-,-,…
2,13350,島部,2,G,38,放送業,-,-,…
2,13350,島部,2,G,39,情報サービス業,-,-,-
2,13350,島部,2,G,40,インターネット附随サービス業,-,-,-
2,13350,島部,2,G,41,映像・音声・文字情報制作業,1,7,…
2,13350,島部,1,H,00,運輸業，郵便業,77,485,…
2,13350,島部,2,H,42,鉄道業,-,-,…
2,13350,島部,2,H,43,道路旅客運送業,20,69,…
2,13350,島部,2,H,44,道路貨物運送業,20,167,…
2,13350,島部,2,H,45,水運業,9,43,…
2,13350,島部,2,H,46,航空運輸業,6,24,…
2,13350,島部,2,H,47,倉庫業,-,-,…
2,13350,島部,2,H,48,運輸に附帯するサービス業,22,182,…
2,13350,島部,2,H,49,郵便業（信書便事業を含む）,-,-,…
2,13350,島部,1,I,00,卸売業，小売業,436,1948,24615
2,13350,島部,2,I,50,各種商品卸売業,-,-,-
2,13350,島部,2,I,51,繊維・衣服等卸売業,1,2,X
2,13350,島部,2,I,52,飲食料品卸売業,21,103,1187
2,13350,島部,2,I,53,建築材料，鉱物・金属材料等卸売業,9,36,373
2,13350,島部,2,I,54,機械器具卸売業,4,23,421
2,13350,島部,2,I,55,その他の卸売業,9,51,1173
2,13350,島部,2,I,56,各種商品小売業,2,24,X
2,13350,島部,2,I,57,織物・衣服・身の回り品小売業,28,83,316
2,13350,島部,2,I,58,飲食料品小売業,144,779,10158
2,13350,島部,2,I,59,機械器具小売業,41,168,1725
2,13350,島部,2,I,60,その他の小売業,171,656,8647
2,13350,島部,2,I,61,無店舗小売業,6,23,207
2,13350,島部,1,J,00,金融業，保険業,16,121,…
2,13350,島部,2,J,62,銀行業,2,20,…
2,13350,島部,2,J,63,協同組織金融業,10,96,…
2,13350,島部,2,J,64,貸金業，クレジットカード業等非預金信用機関,-,-,…
2,13350,島部,2,J,65,金融商品取引業，商品先物取引業,-,-,…
2,13350,島部,2,J,66,補助的金融業等,-,-,…
2,13350,島部,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,4,5,…
2,13350,島部,1,K,00,不動産業，物品賃貸業,47,167,980
2,13350,島部,2,K,68,不動産取引業,3,4,40
2,13350,島部,2,K,69,不動産賃貸業・管理業,33,118,683
2,13350,島部,2,K,70,物品賃貸業,11,45,256
2,13350,島部,1,L,00,学術研究，専門・技術サービス業,35,111,609
2,13350,島部,2,L,71,学術・開発研究機関,6,60,310
2,13350,島部,2,L,72,専門サービス業（他に分類されないもの）,10,17,106
2,13350,島部,2,L,73,広告業,-,-,-
2,13350,島部,2,L,74,技術サービス業（他に分類されないもの）,19,34,193
2,13350,島部,1,M,00,宿泊業，飲食サービス業,615,2054,8328
2,13350,島部,2,M,75,宿泊業,317,1179,5099
2,13350,島部,2,M,76,飲食店,286,795,3019
2,13350,島部,2,M,77,持ち帰り・配達飲食サービス業,12,80,210
2,13350,島部,1,N,00,生活関連サービス業，娯楽業,190,503,5622
2,13350,島部,2,N,78,洗濯・理容・美容・浴場業,85,152,446
2,13350,島部,2,N,79,その他の生活関連サービス業,22,64,423
2,13350,島部,2,N,80,娯楽業,83,287,4752
2,13350,島部,1,O,00,教育，学習支援業,29,88,…
2,13350,島部,2,O,81,学校教育,-,-,…
2,13350,島部,2,O,82,その他の教育，学習支援業,29,88,289
2,13350,島部,1,P,00,医療，福祉,66,1003,5286
2,13350,島部,2,P,83,医療業,27,92,822
2,13350,島部,2,P,84,保健衛生,-,-,-
2,13350,島部,2,P,85,社会保険・社会福祉・介護事業,39,911,4464
2,13350,島部,1,Q,00,複合サービス事業,33,182,…
2,13350,島部,2,Q,86,郵便局,26,126,…
2,13350,島部,2,Q,87,協同組合（他に分類されないもの）,7,56,517
2,13350,島部,1,R,00,サービス業（他に分類されないもの）,89,539,…
2,13350,島部,2,R,88,廃棄物処理業,9,85,440
2,13350,島部,2,R,89,自動車整備業,22,148,1660
2,13350,島部,2,R,90,機械等修理業（別掲を除く）,5,7,49
2,13350,島部,2,R,91,職業紹介・労働者派遣業,4,20,457
2,13350,島部,2,R,92,その他の事業サービス業,15,182,665
2,13350,島部,2,R,93,政治・経済・文化団体,10,51,…
2,13350,島部,2,R,94,宗教,24,46,…
2,13350,島部,2,R,95,その他のサービス業,-,-,-
3,13360,大島支庁,1,A,00,農業，林業,2,14,X
3,13360,大島支庁,2,A,01,農業,1,4,X
3,13360,大島支庁,2,A,02,林業,1,10,X
3,13360,大島支庁,1,B,00,漁業,-,-,-
3,13360,大島支庁,2,B,03,漁業（水産養殖業を除く）,-,-,-
3,13360,大島支庁,2,B,04,水産養殖業,-,-,-
3,13360,大島支庁,1,C,00,鉱業，採石業，砂利採取業,1,1,X
3,13360,大島支庁,2,C,05,鉱業，採石業，砂利採取業,1,1,X
3,13360,大島支庁,1,D,00,建設業,128,980,…
3,13360,大島支庁,2,D,06,総合工事業,75,785,…
3,13360,大島支庁,2,D,07,職別工事業（設備工事業を除く）,21,54,…
3,13360,大島支庁,2,D,08,設備工事業,32,141,…
3,13360,大島支庁,1,E,00,製造業,46,221,2159
3,13360,大島支庁,2,E,09,食料品製造業,25,110,600
3,13360,大島支庁,2,E,10,飲料・たばこ・飼料製造業,3,9,97
3,13360,大島支庁,2,E,11,繊維工業,2,3,X
3,13360,大島支庁,2,E,12,木材・木製品製造業（家具を除く）,-,-,-
3,13360,大島支庁,2,E,13,家具・装備品製造業,1,1,X
3,13360,大島支庁,2,E,14,パルプ・紙・紙加工品製造業,-,-,-
3,13360,大島支庁,2,E,15,印刷・同関連業,2,4,X
3,13360,大島支庁,2,E,16,化学工業,5,57,706
3,13360,大島支庁,2,E,17,石油製品・石炭製品製造業,-,-,-
3,13360,大島支庁,2,E,18,プラスチック製品製造業（別掲を除く）,-,-,-
3,13360,大島支庁,2,E,19,ゴム製品製造業,-,-,-
3,13360,大島支庁,2,E,20,なめし革・同製品・毛皮製造業,-,-,-
3,13360,大島支庁,2,E,21,窯業・土石製品製造業,5,31,660
3,13360,大島支庁,2,E,22,鉄鋼業,-,-,-
3,13360,大島支庁,2,E,23,非鉄金属製造業,-,-,-
3,13360,大島支庁,2,E,24,金属製品製造業,-,-,-
3,13360,大島支庁,2,E,25,はん用機械器具製造業,-,-,-
3,13360,大島支庁,2,E,26,生産用機械器具製造業,-,-,-
3,13360,大島支庁,2,E,27,業務用機械器具製造業,-,-,-
3,13360,大島支庁,2,E,28,電子部品・デバイス・電子回路製造業,-,-,-
3,13360,大島支庁,2,E,29,電気機械器具製造業,-,-,-
3,13360,大島支庁,2,E,30,情報通信機械器具製造業,-,-,-
3,13360,大島支庁,2,E,31,輸送用機械器具製造業,2,5,X
3,13360,大島支庁,2,E,32,その他の製造業,1,1,X
3,13360,大島支庁,1,F,00,電気・ガス・熱供給・水道業,4,301,…
3,13360,大島支庁,2,F,33,電気業,4,301,…
3,13360,大島支庁,2,F,34,ガス業,-,-,…
3,13360,大島支庁,2,F,35,熱供給業,-,-,…
3,13360,大島支庁,2,F,36,水道業,-,-,…
3,13360,大島支庁,1,G,00,情報通信業,-,-,…
3,13360,大島支庁,2,G,37,通信業,-,-,…
3,13360,大島支庁,2,G,38,放送業,-,-,…
3,13360,大島支庁,2,G,39,情報サービス業,-,-,-
3,13360,大島支庁,2,G,40,インターネット附随サービス業,-,-,-
3,13360,大島支庁,2,G,41,映像・音声・文字情報制作業,-,-,…
3,13360,大島支庁,1,H,00,運輸業，郵便業,31,197,…
3,13360,大島支庁,2,H,42,鉄道業,-,-,…
3,13360,大島支庁,2,H,43,道路旅客運送業,6,18,…
3,13360,大島支庁,2,H,44,道路貨物運送業,9,81,…
3,13360,大島支庁,2,H,45,水運業,4,17,…
3,13360,大島支庁,2,H,46,航空運輸業,3,17,…
3,13360,大島支庁,2,H,47,倉庫業,-,-,…
3,13360,大島支庁,2,H,48,運輸に附帯するサービス業,9,64,…
3,13360,大島支庁,2,H,49,郵便業（信書便事業を含む）,-,-,…
3,13360,大島支庁,1,I,00,卸売業，小売業,250,933,10619
3,13360,大島支庁,2,I,50,各種商品卸売業,-,-,-
3,13360,大島支庁,2,I,51,繊維・衣服等卸売業,-,-,-
3,13360,大島支庁,2,I,52,飲食料品卸売業,14,77,875
3,13360,大島支庁,2,I,53,建築材料，鉱物・金属材料等卸売業,6,28,335
3,13360,大島支庁,2,I,54,機械器具卸売業,2,8,X
3,13360,大島支庁,2,I,55,その他の卸売業,5,38,1095
3,13360,大島支庁,2,I,56,各種商品小売業,1,17,X
3,13360,大島支庁,2,I,57,織物・衣服・身の回り品小売業,13,29,117
3,13360,大島支庁,2,I,58,飲食料品小売業,87,327,3802
3,13360,大島支庁,2,I,59,機械器具小売業,25,107,990
3,13360,大島支庁,2,I,60,その他の小売業,95,299,2938
3,13360,大島支庁,2,I,61,無店舗小売業,2,3,X
3,13360,大島支庁,1,J,00,金融業，保険業,8,76,…
3,13360,大島支庁,2,J,62,銀行業,1,11,…
3,13360,大島支庁,2,J,63,協同組織金融業,5,63,…
3,13360,大島支庁,2,J,64,貸金業，クレジットカード業等非預金信用機関,-,-,…
3,13360,大島支庁,2,J,65,金融商品取引業，商品先物取引業,-,-,…
3,13360,大島支庁,2,J,66,補助的金融業等,-,-,…
3,13360,大島支庁,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,2,2,…
3,13360,大島支庁,1,K,00,不動産業，物品賃貸業,7,36,197
3,13360,大島支庁,2,K,68,不動産取引業,-,-,-
3,13360,大島支庁,2,K,69,不動産賃貸業・管理業,2,5,X
3,13360,大島支庁,2,K,70,物品賃貸業,5,31,X
3,13360,大島支庁,1,L,00,学術研究，専門・技術サービス業,13,31,183
3,13360,大島支庁,2,L,71,学術・開発研究機関,2,15,X
3,13360,大島支庁,2,L,72,専門サービス業（他に分類されないもの）,6,7,31
3,13360,大島支庁,2,L,73,広告業,-,-,-
3,13360,大島支庁,2,L,74,技術サービス業（他に分類されないもの）,5,9,X
3,13360,大島支庁,1,M,00,宿泊業，飲食サービス業,291,985,3786
3,13360,大島支庁,2,M,75,宿泊業,173,641,2474
3,13360,大島支庁,2,M,76,飲食店,110,275,1133
3,13360,大島支庁,2,M,77,持ち帰り・配達飲食サービス業,8,69,180
3,13360,大島支庁,1,N,00,生活関連サービス業，娯楽業,82,222,2028
3,13360,大島支庁,2,N,78,洗濯・理容・美容・浴場業,42,85,320
3,13360,大島支庁,2,N,79,その他の生活関連サービス業,4,6,34
3,13360,大島支庁,2,N,80,娯楽業,36,131,1674
3,13360,大島支庁,1,O,00,教育，学習支援業,14,52,…
3,13360,大島支庁,2,O,81,学校教育,-,-,…
3,13360,大島支庁,2,O,82,その他の教育，学習支援業,14,52,169
3,13360,大島支庁,1,P,00,医療，福祉,33,590,3664
3,13360,大島支庁,2,P,83,医療業,11,29,480
3,13360,大島支庁,2,P,84,保健衛生,-,-,-
3,13360,大島支庁,2,P,85,社会保険・社会福祉・介護事業,22,561,3184
3,13360,大島支庁,1,Q,00,複合サービス事業,16,73,…
3,13360,大島支庁,2,Q,86,郵便局,12,54,…
3,13360,大島支庁,2,Q,87,協同組合（他に分類されないもの）,4,19,367
3,13360,大島支庁,1,R,00,サービス業（他に分類されないもの）,45,241,…
3,13360,大島支庁,2,R,88,廃棄物処理業,6,56,209
3,13360,大島支庁,2,R,89,自動車整備業,14,72,725
3,13360,大島支庁,2,R,90,機械等修理業（別掲を除く）,1,2,X
3,13360,大島支庁,2,R,91,職業紹介・労働者派遣業,3,15,X
3,13360,大島支庁,2,R,92,その他の事業サービス業,3,49,207
3,13360,大島支庁,2,R,93,政治・経済・文化団体,4,18,…
3,13360,大島支庁,2,R,94,宗教,14,29,…
3,13360,大島支庁,2,R,95,その他のサービス業,-,-,-
4,13361,大島町,1,A,00,農業，林業,1,4,X
4,13361,大島町,2,A,01,農業,1,4,X
4,13361,大島町,2,A,02,林業,-,-,-
4,13361,大島町,1,B,00,漁業,-,-,-
4,13361,大島町,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13361,大島町,2,B,04,水産養殖業,-,-,-
4,13361,大島町,1,C,00,鉱業，採石業，砂利採取業,1,1,X
4,13361,大島町,2,C,05,鉱業，採石業，砂利採取業,1,1,X
4,13361,大島町,1,D,00,建設業,73,564,…
4,13361,大島町,2,D,06,総合工事業,45,449,…
4,13361,大島町,2,D,07,職別工事業（設備工事業を除く）,12,39,…
4,13361,大島町,2,D,08,設備工事業,16,76,…
4,13361,大島町,1,E,00,製造業,23,119,959
4,13361,大島町,2,E,09,食料品製造業,13,49,199
4,13361,大島町,2,E,10,飲料・たばこ・飼料製造業,1,6,X
4,13361,大島町,2,E,11,繊維工業,2,3,X
4,13361,大島町,2,E,12,木材・木製品製造業（家具を除く）,-,-,-
4,13361,大島町,2,E,13,家具・装備品製造業,-,-,-
4,13361,大島町,2,E,14,パルプ・紙・紙加工品製造業,-,-,-
4,13361,大島町,2,E,15,印刷・同関連業,2,4,X
4,13361,大島町,2,E,16,化学工業,5,57,706
4,13361,大島町,2,E,17,石油製品・石炭製品製造業,-,-,-
4,13361,大島町,2,E,18,プラスチック製品製造業（別掲を除く）,-,-,-
4,13361,大島町,2,E,19,ゴム製品製造業,-,-,-
4,13361,大島町,2,E,20,なめし革・同製品・毛皮製造業,-,-,-
4,13361,大島町,2,E,21,窯業・土石製品製造業,-,-,-
4,13361,大島町,2,E,22,鉄鋼業,-,-,-
4,13361,大島町,2,E,23,非鉄金属製造業,-,-,-
4,13361,大島町,2,E,24,金属製品製造業,-,-,-
4,13361,大島町,2,E,25,はん用機械器具製造業,-,-,-
4,13361,大島町,2,E,26,生産用機械器具製造業,-,-,-
4,13361,大島町,2,E,27,業務用機械器具製造業,-,-,-
4,13361,大島町,2,E,28,電子部品・デバイス・電子回路製造業,-,-,-
4,13361,大島町,2,E,29,電気機械器具製造業,-,-,-
4,13361,大島町,2,E,30,情報通信機械器具製造業,-,-,-
4,13361,大島町,2,E,31,輸送用機械器具製造業,-,-,-
4,13361,大島町,2,E,32,その他の製造業,-,-,-
4,13361,大島町,1,F,00,電気・ガス・熱供給・水道業,1,98,…
4,13361,大島町,2,F,33,電気業,1,98,…
4,13361,大島町,2,F,34,ガス業,-,-,…
4,13361,大島町,2,F,35,熱供給業,-,-,…
4,13361,大島町,2,F,36,水道業,-,-,…
4,13361,大島町,1,G,00,情報通信業,-,-,…
4,13361,大島町,2,G,37,通信業,-,-,…
4,13361,大島町,2,G,38,放送業,-,-,…
4,13361,大島町,2,G,39,情報サービス業,-,-,-
4,13361,大島町,2,G,40,インターネット附随サービス業,-,-,-
4,13361,大島町,2,G,41,映像・音声・文字情報制作業,-,-,…
4,13361,大島町,1,H,00,運輸業，郵便業,14,113,…
4,13361,大島町,2,H,42,鉄道業,-,-,…
4,13361,大島町,2,H,43,道路旅客運送業,4,13,…
4,13361,大島町,2,H,44,道路貨物運送業,5,53,…
4,13361,大島町,2,H,45,水運業,-,-,…
4,13361,大島町,2,H,46,航空運輸業,1,6,…
4,13361,大島町,2,H,47,倉庫業,-,-,…
4,13361,大島町,2,H,48,運輸に附帯するサービス業,4,41,…
4,13361,大島町,2,H,49,郵便業（信書便事業を含む）,-,-,…
4,13361,大島町,1,I,00,卸売業，小売業,154,529,6126
4,13361,大島町,2,I,50,各種商品卸売業,-,-,-
4,13361,大島町,2,I,51,繊維・衣服等卸売業,-,-,-
4,13361,大島町,2,I,52,飲食料品卸売業,7,18,156
4,13361,大島町,2,I,53,建築材料，鉱物・金属材料等卸売業,4,13,X
4,13361,大島町,2,I,54,機械器具卸売業,-,-,-
4,13361,大島町,2,I,55,その他の卸売業,1,10,X
4,13361,大島町,2,I,56,各種商品小売業,1,17,X
4,13361,大島町,2,I,57,織物・衣服・身の回り品小売業,10,25,107
4,13361,大島町,2,I,58,飲食料品小売業,50,185,2361
4,13361,大島町,2,I,59,機械器具小売業,19,82,755
4,13361,大島町,2,I,60,その他の小売業,60,176,1775
4,13361,大島町,2,I,61,無店舗小売業,2,3,X
4,13361,大島町,1,J,00,金融業，保険業,6,56,…
4,13361,大島町,2,J,62,銀行業,1,11,…
4,13361,大島町,2,J,63,協同組織金融業,3,43,…
4,13361,大島町,2,J,64,貸金業，クレジットカード業等非預金信用機関,-,-,…
4,13361,大島町,2,J,65,金融商品取引業，商品先物取引業,-,-,…
4,13361,大島町,2,J,66,補助的金融業等,-,-,…
4,13361,大島町,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,2,2,…
4,13361,大島町,1,K,00,不動産業，物品賃貸業,7,36,197
4,13361,大島町,2,K,68,不動産取引業,-,-,-
4,13361,大島町,2,K,69,不動産賃貸業・管理業,2,5,X
4,13361,大島町,2,K,70,物品賃貸業,5,31,X
4,13361,大島町,1,L,00,学術研究，専門・技術サービス業,10,27,165
4,13361,大島町,2,L,71,学術・開発研究機関,2,15,X
4,13361,大島町,2,L,72,専門サービス業（他に分類されないもの）,4,4,X
4,13361,大島町,2,L,73,広告業,-,-,-
4,13361,大島町,2,L,74,技術サービス業（他に分類されないもの）,4,8,38
4,13361,大島町,1,M,00,宿泊業，飲食サービス業,142,530,2040
