地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数のうち常用雇用者数／総数（人）,総数／従業者数のうち常用雇用者数／男（人）,総数／従業者数のうち常用雇用者数／女（人）,従業者規模／１～４人／事業所数（事業所）,従業者規模／１～４人／従業者数／総数（人）,従業者規模／１～４人／従業者数／男（人）,従業者規模／１～４人／従業者数／女（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／総数（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／男（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／女（人）,従業者規模／５～９人／事業所数（事業所）,従業者規模／５～９人／従業者数／総数（人）,従業者規模／５～９人／従業者数／男（人）,従業者規模／５～９人／従業者数／女（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／総数（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／男（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／女（人）,従業者規模／10～19人／事業所数（事業所）,従業者規模／10～19人／従業者数／総数（人）,従業者規模／10～19人／従業者数／男（人）,従業者規模／10～19人／従業者数／女（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／総数（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／男（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／女（人）,従業者規模／20～29人／事業所数（事業所）,従業者規模／20～29人／従業者数／総数（人）,従業者規模／20～29人／従業者数／男（人）,従業者規模／20～29人／従業者数／女（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／総数（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／男（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／女（人）,従業者規模／30～49人／事業所数（事業所）,従業者規模／30～49人／従業者数／総数（人）,従業者規模／30～49人／従業者数／男（人）,従業者規模／30～49人／従業者数／女（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／総数（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／男（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／女（人）,従業者規模／50～99人／事業所数（事業所）,従業者規模／50～99人／従業者数／総数（人）,従業者規模／50～99人／従業者数／男（人）,従業者規模／50～99人／従業者数／女（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／総数（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／男（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／女（人）,従業者規模／100～199人／事業所数（事業所）,従業者規模／100～199人／従業者数／総数（人）,従業者規模／100～199人／従業者数／男（人）,従業者規模／100～199人／従業者数／女（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／総数（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／男（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／女（人）,従業者規模／200～299人／事業所数（事業所）,従業者規模／200～299人／従業者数／総数（人）,従業者規模／200～299人／従業者数／男（人）,従業者規模／200～299人／従業者数／女（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／総数（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／男（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／女（人）,従業者規模／300～499人／事業所数（事業所）,従業者規模／300～499人／従業者数／総数（人）,従業者規模／300～499人／従業者数／男（人）,従業者規模／300～499人／従業者数／女（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／総数（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／男（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／女（人）,従業者規模／500人以上／事業所数（事業所）,従業者規模／500人以上／従業者数／総数（人）,従業者規模／500人以上／従業者数／男（人）,従業者規模／500人以上／従業者数／女（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／総数（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／男（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／女（人）,従業者規模／出向・派遣従業者のみの事業所数（事業所）
4,13227,羽村市,2,E,29,電気機械器具製造業,10,301,159,142,272,132,140,5,17,12,5,7,4,3,-,-,-,-,-,-,-,1,18,17,1,18,17,1,-,-,-,-,-,-,-,1,31,22,9,27,18,9,3,235,108,127,220,93,127,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,30,情報通信機械器具製造業,3,37,24,13,27,20,7,-,-,-,-,-,-,-,2,14,11,3,9,8,1,-,-,-,-,-,-,-,1,23,13,10,18,12,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,31,輸送用機械器具製造業,19,4944,4717,227,4923,4701,222,5,14,10,4,8,6,2,3,23,19,4,19,17,2,-,-,-,-,-,-,-,2,45,30,15,45,30,15,2,83,68,15,81,66,15,4,263,240,23,255,233,22,2,258,237,21,258,237,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4258,4113,145,4257,4112,145,-
4,13227,羽村市,2,E,32,その他の製造業,8,403,258,145,397,253,144,2,5,3,2,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,57,48,9,57,48,9,2,74,55,19,73,54,19,-,-,-,-,-,-,-,2,267,152,115,264,149,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,F,00,電気・ガス・熱供給・水道業,2,49,47,2,49,47,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,14,14,-,14,14,-,-,-,-,-,-,-,-,1,35,33,2,35,33,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,F,33,電気業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,F,34,ガス業,1,35,33,2,35,33,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,35,33,2,35,33,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,F,35,熱供給業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,F,36,水道業,1,14,14,-,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,14,14,-,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,G,00,情報通信業,15,216,137,79,203,128,75,8,15,9,6,7,4,3,4,20,14,6,18,13,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,33,22,11,32,21,11,2,148,92,56,146,90,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,37,通信業,3,11,7,4,10,7,3,1,1,1,-,1,1,-,2,10,6,4,9,6,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,38,放送業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,39,情報サービス業,9,201,129,72,191,121,70,4,10,7,3,4,3,1,2,10,8,2,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,33,22,11,32,21,11,2,148,92,56,146,90,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,40,インターネット附随サービス業,1,1,-,1,1,-,1,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,41,映像・音声・文字情報制作業,2,3,1,2,1,-,1,2,3,1,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,H,00,運輸業，郵便業,47,1043,843,195,991,807,179,10,29,22,7,21,14,7,8,52,35,12,49,32,12,13,177,134,43,156,116,40,5,120,80,40,108,80,28,7,306,269,37,299,263,36,3,238,182,56,238,182,56,1,121,121,-,120,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,42,鉄道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,43,道路旅客運送業,3,88,81,7,85,78,7,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,86,79,7,85,78,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,44,道路貨物運送業,28,608,519,89,580,494,86,6,17,13,4,14,10,4,4,28,27,1,25,24,1,9,124,102,22,107,87,20,4,93,79,14,93,79,14,3,130,124,6,126,121,5,1,95,53,42,95,53,42,1,121,121,-,120,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,45,水運業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,46,航空運輸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,47,倉庫業,5,82,38,39,80,36,39,-,-,-,-,-,-,-,3,18,3,10,18,3,10,1,17,6,11,17,6,11,-,-,-,-,-,-,-,1,47,29,18,45,27,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,48,運輸に附帯するサービス業,11,265,205,60,246,199,47,3,10,7,3,7,4,3,1,6,5,1,6,5,1,3,36,26,10,32,23,9,1,27,1,26,15,1,14,1,43,37,6,43,37,6,2,143,129,14,143,129,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,49,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,I,00,卸売業，小売業,302,3303,1722,1560,3019,1541,1457,106,238,130,108,130,56,74,77,502,259,243,453,227,226,75,1045,580,465,969,532,437,28,650,353,276,629,338,270,9,313,157,156,297,154,143,4,297,96,201,287,91,196,2,258,147,111,254,143,111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13227,羽村市,2,I,50,各種商品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,51,繊維・衣服等卸売業,2,22,10,12,20,8,12,1,2,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,20,9,11,19,8,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,52,飲食料品卸売業,11,111,83,28,101,76,25,5,12,7,5,5,2,3,2,18,10,8,16,9,7,2,28,18,10,27,17,10,2,53,48,5,53,48,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,53,建築材料，鉱物・金属材料等卸売業,21,170,132,38,149,113,36,5,9,6,3,2,-,2,9,60,46,14,49,36,13,6,79,61,18,76,58,18,1,22,19,3,22,19,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,54,機械器具卸売業,28,422,326,96,392,302,90,12,26,18,8,11,7,4,8,57,42,15,57,42,15,5,80,66,14,71,59,12,-,-,-,-,-,-,-,1,38,29,9,36,27,9,1,87,47,40,87,47,40,1,134,124,10,130,120,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,55,その他の卸売業,16,118,81,37,102,69,33,8,12,9,3,5,3,2,3,22,17,5,19,15,4,4,60,43,17,56,40,16,1,24,12,12,22,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,56,各種商品小売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,57,織物・衣服・身の回り品小売業,15,119,34,85,103,27,76,5,12,5,7,4,2,2,5,32,10,22,25,7,18,3,33,16,17,32,15,17,2,42,3,39,42,3,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,58,飲食料品小売業,67,1167,372,774,1096,335,740,14,35,13,22,25,7,18,10,69,15,54,62,12,50,24,347,120,227,312,102,210,12,286,121,144,278,117,140,3,96,31,65,95,30,65,3,210,49,161,200,44,156,1,124,23,101,124,23,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,59,機械器具小売業,39,318,240,78,272,215,57,17,35,26,9,18,14,4,9,59,39,20,52,35,17,10,137,107,30,127,98,29,2,51,46,5,51,46,5,1,36,22,14,24,22,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,60,その他の小売業,91,739,370,369,673,326,347,33,85,39,46,53,18,35,28,169,70,99,159,62,97,20,265,133,132,252,127,125,7,152,95,57,142,86,56,2,68,33,35,67,33,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13227,羽村市,2,I,61,無店舗小売業,12,117,74,43,111,70,41,6,10,6,4,6,3,3,3,16,10,6,14,9,5,1,16,16,-,16,16,-,-,-,-,-,-,-,-,2,75,42,33,75,42,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,J,00,金融業，保険業,23,338,101,237,325,91,234,6,11,3,8,8,2,6,4,26,18,8,18,11,7,7,99,36,63,97,34,63,2,44,11,33,44,11,33,4,158,33,125,158,33,125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,62,銀行業,1,9,7,2,9,7,2,-,-,-,-,-,-,-,1,9,7,2,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,63,協同組織金融業,5,102,50,52,102,50,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,47,24,23,47,24,23,1,21,10,11,21,10,11,1,34,16,18,34,16,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,64,貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,65,金融商品取引業，商品先物取引業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,66,補助的金融業等,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,16,194,29,165,181,19,162,6,11,3,8,8,2,6,3,17,11,6,9,4,5,4,52,12,40,50,10,40,1,23,1,22,23,1,22,2,91,2,89,91,2,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,K,00,不動産業，物品賃貸業,107,374,204,170,198,102,96,86,210,104,106,75,28,47,16,98,58,40,63,35,28,5,66,42,24,60,39,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,K,68,不動産取引業,37,157,92,65,108,58,50,26,64,36,28,33,13,20,8,50,30,20,37,21,16,3,43,26,17,38,24,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,K,69,不動産賃貸業・管理業,65,187,91,96,62,23,39,58,139,65,74,37,12,25,6,36,20,16,14,6,8,1,12,6,6,11,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,K,70,物品賃貸業,5,30,21,9,28,21,7,2,7,3,4,5,3,2,2,12,8,4,12,8,4,1,11,10,1,11,10,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,L,00,学術研究，専門・技術サービス業,29,1723,1434,289,1638,1390,248,18,38,27,11,19,11,8,2,12,9,3,10,7,3,5,61,50,11,55,47,8,-,-,-,-,-,-,-,1,45,35,10,45,35,10,-,-,-,-,-,-,-,2,284,194,90,226,171,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1283,1119,164,1283,1119,164,-
4,13227,羽村市,2,L,71,学術・開発研究機関,2,1284,1120,164,1283,1119,164,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1283,1119,164,1283,1119,164,-
4,13227,羽村市,2,L,72,専門サービス業（他に分類されないもの）,7,29,15,14,20,9,11,5,14,9,5,8,4,4,1,5,3,2,5,3,2,1,10,3,7,7,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,L,73,広告業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,L,74,技術サービス業（他に分類されないもの）,20,410,299,111,335,262,73,12,23,17,6,11,7,4,1,7,6,1,5,4,1,4,51,47,4,48,45,3,-,-,-,-,-,-,-,1,45,35,10,45,35,10,-,-,-,-,-,-,-,2,284,194,90,226,171,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,M,00,宿泊業，飲食サービス業,122,1646,701,945,1554,650,904,34,86,47,39,64,31,33,34,229,90,139,206,77,129,33,452,231,221,438,221,217,8,201,87,114,201,87,114,10,362,126,236,331,115,216,2,153,73,80,152,72,80,1,163,47,116,162,47,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,M,75,宿泊業,7,46,20,26,41,18,23,4,9,6,3,9,6,3,-,-,-,-,-,-,-,3,37,14,23,32,12,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,M,76,飲食店,93,1415,613,802,1333,568,765,22,59,35,24,39,20,19,24,161,64,97,140,53,87,28,384,208,176,375,200,175,7,176,84,92,176,84,92,9,319,102,217,289,92,197,2,153,73,80,152,72,80,1,163,47,116,162,47,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,M,77,持ち帰り・配達飲食サービス業,22,185,68,117,180,64,116,8,18,6,12,16,5,11,10,68,26,42,66,24,42,2,31,9,22,31,9,22,1,25,3,22,25,3,22,1,43,24,19,42,23,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,N,00,生活関連サービス業，娯楽業,62,460,175,285,419,150,269,37,103,27,76,83,12,71,11,76,18,58,72,17,55,9,135,58,77,128,55,73,3,67,31,36,57,25,32,2,79,41,38,79,41,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,N,78,洗濯・理容・美容・浴場業,43,201,44,157,182,34,148,29,75,17,58,61,8,53,11,76,18,58,72,17,55,2,30,3,27,29,3,26,1,20,6,14,20,6,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,N,79,その他の生活関連サービス業,7,36,12,24,29,5,24,6,22,10,12,16,4,12,-,-,-,-,-,-,-,1,14,2,12,13,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,N,80,娯楽業,12,223,119,104,208,111,97,2,6,-,6,6,-,6,-,-,-,-,-,-,-,6,91,53,38,86,51,35,2,47,25,22,37,19,18,2,79,41,38,79,41,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,O,00,教育，学習支援業,40,523,250,273,494,237,257,11,22,11,11,20,10,10,9,68,35,33,64,35,29,9,128,66,62,112,59,53,7,159,89,70,152,84,68,2,91,41,50,91,41,50,1,55,8,47,55,8,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13227,羽村市,2,O,81,学校教育,6,179,41,138,178,40,138,-,-,-,-,-,-,-,1,9,2,7,9,2,7,-,-,-,-,-,-,-,3,69,25,44,68,24,44,1,46,6,40,46,6,40,1,55,8,47,55,8,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,O,82,その他の教育，学習支援業,34,344,209,135,316,197,119,11,22,11,11,20,10,10,8,59,33,26,55,33,22,9,128,66,62,112,59,53,4,90,64,26,84,60,24,1,45,35,10,45,35,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13227,羽村市,1,P,00,医療，福祉,94,2682,656,2024,2534,572,1960,10,30,9,19,21,5,14,26,174,44,130,151,30,121,19,258,62,196,221,40,181,11,256,44,212,227,33,194,14,554,123,431,544,114,430,8,596,175,421,584,163,421,6,814,199,615,786,187,599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
