産業分類階層,大分類,中分類,小分類,分類名,東京都／事業所数（事業所）,東京都／従業者数（人）,区部／事業所数（事業所）,区部／従業者数（人）,千代田区／事業所数（事業所）,千代田区／従業者数（人）,中央区／事業所数（事業所）,中央区／従業者数（人）,港区／事業所数（事業所）,港区／従業者数（人）,新宿区／事業所数（事業所）,新宿区／従業者数（人）,文京区／事業所数（事業所）,文京区／従業者数（人）,台東区／事業所数（事業所）,台東区／従業者数（人）,墨田区／事業所数（事業所）,墨田区／従業者数（人）,江東区／事業所数（事業所）,江東区／従業者数（人）,品川区／事業所数（事業所）,品川区／従業者数（人）,目黒区／事業所数（事業所）,目黒区／従業者数（人）,大田区／事業所数（事業所）,大田区／従業者数（人）,世田谷区／事業所数（事業所）,世田谷区／従業者数（人）,渋谷区／事業所数（事業所）,渋谷区／従業者数（人）,中野区／事業所数（事業所）,中野区／従業者数（人）,杉並区／事業所数（事業所）,杉並区／従業者数（人）,豊島区／事業所数（事業所）,豊島区／従業者数（人）,北区／事業所数（事業所）,北区／従業者数（人）,荒川区／事業所数（事業所）,荒川区／従業者数（人）,板橋区／事業所数（事業所）,板橋区／従業者数（人）,練馬区／事業所数（事業所）,練馬区／従業者数（人）,足立区／事業所数（事業所）,足立区／従業者数（人）,葛飾区／事業所数（事業所）,葛飾区／従業者数（人）,江戸川区／事業所数（事業所）,江戸川区／従業者数（人）,境界未定地域／事業所数（事業所）,境界未定地域／従業者数（人）,市部／事業所数（事業所）,市部／従業者数（人）,八王子市／事業所数（事業所）,八王子市／従業者数（人）,立川市／事業所数（事業所）,立川市／従業者数（人）,武蔵野市／事業所数（事業所）,武蔵野市／従業者数（人）,三鷹市／事業所数（事業所）,三鷹市／従業者数（人）,青梅市／事業所数（事業所）,青梅市／従業者数（人）,府中市／事業所数（事業所）,府中市／従業者数（人）,昭島市／事業所数（事業所）,昭島市／従業者数（人）,調布市／事業所数（事業所）,調布市／従業者数（人）,町田市／事業所数（事業所）,町田市／従業者数（人）,小金井市／事業所数（事業所）,小金井市／従業者数（人）,小平市／事業所数（事業所）,小平市／従業者数（人）,日野市／事業所数（事業所）,日野市／従業者数（人）,東村山市／事業所数（事業所）,東村山市／従業者数（人）,国分寺市／事業所数（事業所）,国分寺市／従業者数（人）,国立市／事業所数（事業所）,国立市／従業者数（人）,福生市／事業所数（事業所）,福生市／従業者数（人）,狛江市／事業所数（事業所）,狛江市／従業者数（人）,東大和市／事業所数（事業所）,東大和市／従業者数（人）,清瀬市／事業所数（事業所）,清瀬市／従業者数（人）,東久留米市／事業所数（事業所）,東久留米市／従業者数（人）,武蔵村山市／事業所数（事業所）,武蔵村山市／従業者数（人）,多摩市／事業所数（事業所）,多摩市／従業者数（人）,稲城市／事業所数（事業所）,稲城市／従業者数（人）,羽村市／事業所数（事業所）,羽村市／従業者数（人）,あきる野市／事業所数（事業所）,あきる野市／従業者数（人）,西東京市／事業所数（事業所）,西東京市／従業者数（人）,町村部／事業所数（事業所）,町村部／従業者数（人）,西多摩郡／事業所数（事業所）,西多摩郡／従業者数（人）,瑞穂町／事業所数（事業所）,瑞穂町／従業者数（人）,日の出町／事業所数（事業所）,日の出町／従業者数（人）,檜原村／事業所数（事業所）,檜原村／従業者数（人）,奥多摩町／事業所数（事業所）,奥多摩町／従業者数（人）,島部／事業所数（事業所）,島部／従業者数（人）,大島支庁／事業所数（事業所）,大島支庁／従業者数（人）,大島町／事業所数（事業所）,大島町／従業者数（人）,利島村／事業所数（事業所）,利島村／従業者数（人）,新島村／事業所数（事業所）,新島村／従業者数（人）,神津島村／事業所数（事業所）,神津島村／従業者数（人）,三宅支庁／事業所数（事業所）,三宅支庁／従業者数（人）,三宅村／事業所数（事業所）,三宅村／従業者数（人）,御蔵島村／事業所数（事業所）,御蔵島村／従業者数（人）,八丈支庁／事業所数（事業所）,八丈支庁／従業者数（人）,八丈町／事業所数（事業所）,八丈町／従業者数（人）,青ヶ島村／事業所数（事業所）,青ヶ島村／従業者数（人）,小笠原支庁／事業所数（事業所）,小笠原支庁／従業者数（人）,小笠原村／事業所数（事業所）,小笠原村／従業者数（人）
3,M,76,766,バー，キャバレー，ナイトクラブ,9879,47113,7622,37491,129,1252,983,6676,601,4614,917,4420,131,536,337,1684,164,654,130,478,314,1084,197,705,524,1722,370,1404,475,3182,230,955,403,1526,301,1673,191,587,72,199,249,755,273,879,257,1158,193,641,174,612,7,95,2169,9420,273,1181,114,752,158,750,60,213,66,178,139,599,102,298,113,443,216,1414,48,169,63,219,58,253,77,321,80,402,45,187,80,261,32,60,54,179,38,134,35,136,30,96,54,414,23,47,91,288,16,50,104,376,88,202,15,35,10,19,3,10,-,-,2,6,73,167,22,40,14,22,-,-,3,7,5,11,7,18,7,18,-,-,39,99,39,99,-,-,5,10,5,10
3,M,76,767,喫茶店,6710,64949,5465,53637,425,6276,365,3852,423,5476,473,6366,145,1150,330,2169,177,1124,172,1518,171,2026,149,1409,209,1562,341,2713,471,6150,135,887,274,1616,248,3226,134,841,95,503,160,865,140,1125,150,1003,132,772,131,646,15,362,1198,11124,171,1203,70,1058,133,1553,52,372,43,208,62,446,30,230,76,742,135,1716,29,187,55,288,30,205,25,162,29,280,49,441,14,89,13,122,16,113,18,106,23,124,8,127,38,561,12,136,11,219,19,128,37,308,47,188,21,137,6,47,5,66,2,6,8,18,26,51,11,20,9,13,-,-,1,1,1,6,-,-,-,-,-,-,13,28,13,28,-,-,2,3,2,3
3,M,76,769,その他の飲食店,2754,50859,2208,40219,82,1732,123,1372,121,2344,144,4833,44,679,107,1411,95,1094,128,2048,103,1935,47,620,100,1900,121,2284,163,2832,47,721,72,1152,88,1939,60,1749,63,606,89,1531,81,1607,146,2602,87,1210,87,1624,10,394,528,10327,83,1267,31,679,46,827,15,285,14,279,29,541,15,317,30,547,50,1181,14,304,17,336,14,345,18,353,11,279,8,118,14,156,7,94,12,405,6,136,22,365,10,196,18,390,8,144,11,215,7,109,18,459,18,313,16,307,9,168,7,139,-,-,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,1,4,1,4
2,M,77,000,持ち帰り・配達飲食サービス業,6438,78513,4869,60081,218,5845,200,3351,279,4091,248,2852,121,1327,135,1333,147,3238,244,3032,234,2385,134,1131,318,3734,319,3326,173,3736,144,1248,250,2271,159,1499,207,2080,85,683,263,2555,241,2542,308,3484,168,1480,268,2804,6,54,1527,18076,184,2448,68,1066,67,881,73,1129,61,673,115,1283,56,459,86,1121,139,1731,44,454,61,775,82,936,53,548,40,336,25,215,23,214,23,290,35,340,27,295,40,392,26,351,58,813,22,279,23,186,26,199,70,662,42,356,29,275,12,128,13,120,-,-,4,27,13,81,9,70,7,58,-,-,1,10,1,2,-,-,-,-,-,-,1,7,1,7,-,-,3,4,3,4
3,M,77,770,管理，補助的経済活動を行う事業所,62,2317,53,2247,3,81,3,331,25,878,2,19,1,65,-,-,-,-,2,38,3,19,-,-,2,15,4,20,2,663,-,-,-,-,2,86,1,7,-,-,1,21,1,3,-,-,1,1,-,-,-,-,9,70,-,-,1,13,-,-,-,-,-,-,1,1,-,-,3,35,1,2,-,-,1,12,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,77,771,持ち帰り飲食サービス業,1189,8892,883,6558,25,190,38,372,37,239,47,354,25,204,39,191,34,422,38,281,35,204,24,141,55,548,68,472,34,309,28,189,46,288,37,255,27,209,20,126,40,277,35,243,52,361,36,210,63,473,-,-,299,2293,33,228,19,146,25,178,6,32,11,75,23,168,8,42,19,281,23,190,6,30,13,109,12,74,6,43,5,33,5,35,6,32,6,41,13,71,4,48,12,90,9,74,10,90,5,39,4,22,3,29,13,93,7,41,3,28,-,-,3,28,-,-,-,-,4,13,2,11,1,1,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2
3,M,77,772,配達飲食サービス業,5187,67304,3933,51276,190,5574,159,2648,217,2974,199,2479,95,1058,96,1142,113,2816,204,2713,196,2162,110,990,261,3171,247,2834,137,2764,116,1059,204,1983,120,1158,179,1864,65,557,222,2257,205,2296,256,3123,131,1269,205,2331,6,54,1219,15713,151,2220,48,907,42,703,67,1097,50,598,91,1114,48,417,64,805,115,1539,38,424,47,654,70,862,46,502,35,303,20,180,17,182,17,249,22,269,23,247,28,302,17,277,48,723,16,236,19,164,23,170,57,569,35,315,26,247,12,128,10,92,-,-,4,27,9,68,7,59,6,57,-,-,-,-,1,2,-,-,-,-,-,-,1,7,1,7,-,-,1,2,1,2
1,N,00,000,生活関連サービス業，娯楽業,46450,332189,34762,260498,907,12351,1375,18918,2009,25297,2090,22779,649,5758,1064,7529,923,6274,1134,9757,1390,17622,1128,6556,2087,11309,2682,13619,2617,26109,1142,5724,1757,8366,1528,13374,1063,4887,640,3160,1565,8521,1979,9195,1853,8421,1404,6329,1748,8144,28,499,11336,69899,1578,9837,634,5817,724,4571,370,1721,390,2145,645,5131,341,1825,619,3793,1167,7665,301,1550,454,2599,388,1589,387,1890,299,1534,238,1135,218,913,185,685,240,1145,207,895,267,1471,162,1015,348,3642,179,2004,198,721,216,1547,581,3059,352,1792,157,1273,88,872,44,267,7,27,18,107,195,519,83,226,45,128,4,7,14,26,20,65,31,54,26,47,5,7,57,147,57,147,-,-,24,92,24,92
2,N,78,000,洗濯・理容・美容・浴場業,32225,135372,23626,100978,291,1605,680,5427,951,7461,1130,6725,478,1587,693,3103,676,2282,765,2774,944,3810,817,3052,1571,6681,2004,7700,1679,11912,814,2422,1296,4347,997,4783,797,2401,486,1592,1177,4317,1467,4731,1431,4495,1073,3275,1396,4393,13,103,8407,33580,1145,4218,445,1965,532,2362,288,905,293,1130,465,2094,250,1013,440,1643,848,4045,220,830,348,1652,292,857,299,958,225,741,191,785,162,432,149,486,188,538,155,518,209,960,119,491,241,1351,132,807,168,433,161,538,442,1828,192,814,106,660,64,503,27,103,6,16,9,38,86,154,42,85,26,64,1,2,9,11,6,8,11,14,10,13,1,1,30,50,30,50,-,-,3,5,3,5
3,N,78,780,管理，補助的経済活動を行う事業所,103,1484,74,1341,3,84,8,387,7,70,9,391,2,12,1,12,4,26,1,6,2,44,2,8,3,58,1,1,8,142,-,-,2,6,3,17,-,-,2,6,3,21,7,31,4,17,1,1,1,1,-,-,28,141,4,18,-,-,-,-,1,4,-,-,2,22,4,16,1,1,2,29,2,5,3,11,2,2,1,5,-,-,-,-,-,-,-,-,-,-,-,-,2,6,-,-,2,16,-,-,-,-,-,-,2,6,1,2,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,781,洗濯業,6553,34158,4793,23103,53,258,88,519,125,798,207,1209,138,423,113,378,144,496,173,836,226,1029,153,636,398,3035,435,2118,137,617,196,691,301,1215,160,621,176,622,98,558,290,1558,352,1677,302,1511,227,1010,301,1288,-,-,1729,10603,204,1132,81,425,78,359,72,344,61,508,116,931,47,328,102,395,170,1248,53,337,67,566,55,242,73,257,39,154,27,228,27,145,43,224,40,176,33,213,57,399,24,279,52,204,37,406,26,74,29,130,116,899,31,452,21,422,14,392,4,23,1,2,2,5,10,30,6,15,4,11,-,-,1,2,1,2,-,-,-,-,-,-,3,12,3,12,-,-,1,3,1,3
3,N,78,782,理容業,7081,16536,5015,11877,97,350,110,461,140,488,192,552,90,194,147,344,178,456,206,451,192,439,114,289,367,811,326,703,121,424,172,408,265,600,180,458,201,461,138,282,297,655,358,797,425,841,295,597,401,803,3,13,1998,4542,286,656,98,261,88,221,74,171,94,208,121,286,67,141,94,204,163,320,55,132,103,224,81,183,62,144,40,95,46,133,34,55,38,97,54,102,41,88,50,120,32,61,50,123,31,66,42,82,49,102,105,267,68,117,38,80,22,51,9,19,3,4,4,6,30,37,16,20,9,12,1,2,4,4,2,2,3,4,3,4,-,-,10,12,10,12,-,-,1,1,1,1
3,N,78,783,美容業,14276,54978,10310,41892,76,549,268,2336,435,3609,430,2079,186,691,205,663,270,804,311,1028,386,1416,434,1707,651,2078,1030,4110,971,6300,364,1008,589,1820,420,1996,337,1005,199,540,482,1587,647,1895,600,1676,441,1280,572,1648,6,67,3886,12944,560,1853,194,777,279,1275,121,329,123,291,195,622,113,339,199,749,398,1498,93,328,152,495,141,409,147,504,117,401,95,294,86,198,60,148,80,222,72,198,85,269,58,141,110,454,55,180,92,257,77,174,184,539,80,142,39,80,25,46,11,30,1,2,2,2,41,62,19,29,12,20,-,-,4,5,3,4,7,9,6,8,1,1,15,24,15,24,-,-,-,-,-,-
3,N,78,784,一般公衆浴場業,565,2723,509,2243,4,18,7,27,3,26,25,98,5,25,27,150,23,100,25,78,27,187,12,40,41,237,28,94,11,56,20,86,23,121,20,68,27,122,24,87,36,179,22,75,35,133,31,103,33,133,-,-,56,480,4,29,5,16,3,11,4,17,-,-,6,89,3,11,3,17,2,5,1,4,3,102,-,-,2,10,2,5,1,4,-,-,3,8,1,5,3,8,3,65,1,2,-,-,1,5,-,-,1,45,4,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,785,その他の公衆浴場業,166,4307,124,2385,1,23,4,6,8,109,11,346,-,-,42,308,2,96,2,185,2,267,4,9,3,113,5,29,5,43,2,14,4,214,10,110,1,4,-,-,3,139,4,19,1,59,3,47,7,245,-,-,38,1844,6,154,2,14,-,-,-,-,1,88,1,57,2,89,3,125,6,369,-,-,2,155,-,-,-,-,-,-,2,70,-,-,-,-,1,10,-,-,1,57,1,2,5,434,3,138,1,1,1,81,-,-,4,78,3,57,-,-,1,24,1,8,1,25,1,21,1,21,1,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,789,その他の洗濯・理容・美容・浴場業,3481,21186,2801,18137,57,323,195,1691,233,2361,256,2050,57,242,158,1248,55,304,47,190,109,428,98,363,108,349,179,645,426,4330,60,215,112,371,204,1513,55,187,25,119,66,178,77,237,64,258,75,237,81,275,4,23,672,3026,81,376,65,472,84,496,16,40,14,35,24,87,14,89,38,152,107,576,16,24,18,99,13,21,14,38,27,86,20,56,15,34,5,9,12,23,6,11,11,44,3,6,22,120,5,12,7,19,4,6,31,95,8,23,4,19,2,12,2,7,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,2,2,2,2,-,-,1,1,1,1
2,N,79,000,その他の生活関連サービス業,6969,75237,5397,64580,355,6255,402,9682,474,8741,489,8375,108,953,180,1042,131,1497,171,2346,205,5943,149,1130,249,1426,292,1678,349,4506,152,1033,229,1499,230,2624,143,530,79,354,177,990,265,947,213,1266,175,641,171,996,9,126,1524,10435,225,1859,105,1992,90,541,48,317,48,195,99,567,53,291,90,791,179,1081,44,248,62,289,53,236,42,235,35,262,22,68,27,146,19,54,30,109,25,81,38,192,21,99,49,273,26,83,9,46,21,60,64,320,48,222,26,158,10,61,13,70,-,-,3,27,22,64,4,6,3,5,1,1,-,-,-,-,3,5,-,-,3,5,6,20,6,20,-,-,9,33,9,33
3,N,79,790,管理，補助的経済活動を行う事業所,30,1934,24,1850,2,44,6,1320,3,220,2,37,1,2,-,-,-,-,1,20,-,-,1,2,-,-,-,-,2,82,-,-,-,-,2,17,-,-,1,1,-,-,-,-,1,98,2,7,-,-,-,-,6,84,2,33,1,42,-,-,-,-,-,-,-,-,-,-,1,1,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,791,旅行業,1659,33213,1495,31996,203,4946,215,4790,234,3817,190,4955,20,584,54,490,29,1072,26,1014,56,5045,16,493,34,363,29,237,120,1549,19,327,15,87,87,1365,28,139,14,50,17,208,25,120,24,106,14,65,24,115,2,59,159,1193,20,115,22,343,13,135,4,10,2,9,11,60,7,37,13,82,15,162,4,19,4,14,6,24,4,14,4,19,-,-,4,15,1,4,1,6,1,5,3,13,6,25,6,47,1,3,-,-,2,5,5,27,5,24,3,16,2,10,1,6,-,-,-,-,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,4,-,-,1,4,1,4
3,N,79,793,衣服裁縫修理業,837,3724,638,2301,13,52,19,184,16,38,39,197,13,27,21,81,19,58,25,85,36,109,30,62,34,153,55,144,37,128,30,112,37,102,23,243,14,36,14,22,35,112,34,66,31,105,31,82,32,103,-,-,198,1422,17,68,16,829,17,64,8,19,2,5,10,50,4,20,14,39,22,70,5,29,8,15,7,18,7,25,3,19,6,14,2,5,4,9,4,16,4,7,8,28,1,1,11,37,5,9,1,3,3,6,9,17,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,794,物品預り業,422,2829,269,1910,3,11,5,623,8,92,7,44,-,-,1,8,1,4,12,78,11,14,6,6,4,67,2,48,5,19,3,16,34,424,5,18,20,14,2,15,1,2,79,129,29,119,25,58,6,101,-,-,153,919,26,130,10,68,14,102,1,2,1,1,10,54,16,142,4,26,16,88,2,14,9,19,8,29,1,2,5,90,-,-,1,4,1,1,1,5,3,12,-,-,-,-,7,39,3,16,-,-,-,-,14,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,795,火葬・墓地管理業,113,994,49,469,5,32,1,4,3,23,4,67,3,4,5,33,1,12,1,8,1,40,-,-,1,9,1,6,3,34,-,-,4,44,3,26,-,-,2,56,5,60,3,4,2,5,-,-,1,2,-,-,59,488,16,126,1,9,-,-,1,4,3,14,7,100,-,-,1,5,12,83,2,9,4,71,1,1,4,34,-,-,1,4,1,4,-,-,1,-,-,-,2,9,-,-,-,-,1,4,-,-,1,11,-,-,5,37,5,37,1,8,3,29,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,796,冠婚葬祭業,1059,12971,771,10390,11,77,24,1015,61,2617,39,458,16,112,22,103,26,145,38,898,33,339,27,229,48,318,44,295,43,889,32,245,50,401,28,411,23,134,15,109,44,283,31,287,46,464,39,184,31,377,-,-,279,2515,50,471,20,549,10,49,8,70,12,78,24,204,9,46,15,76,28,345,10,73,9,85,8,51,9,81,5,24,6,30,7,27,3,13,6,24,5,21,7,78,2,7,7,26,6,24,1,4,5,14,7,45,9,66,7,60,3,34,3,17,-,-,1,9,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,2,6,-,-,-,-,-,-
3,N,79,799,他に分類されない生活関連サービス業,2849,19572,2151,15664,118,1093,132,1746,149,1934,208,2617,55,224,77,327,55,206,68,243,68,396,69,338,128,516,161,948,139,1805,68,333,89,441,82,544,58,207,31,101,75,325,93,341,80,369,64,245,77,298,7,67,670,3814,94,916,35,152,36,191,26,212,28,88,37,99,17,46,42,562,85,327,21,104,28,85,23,113,17,79,18,110,9,20,12,91,10,27,17,58,11,34,18,64,12,66,18,124,10,27,7,39,10,24,29,156,28,94,10,44,3,8,6,18,-,-,1,18,18,50,4,6,3,5,1,1,-,-,-,-,3,5,-,-,3,5,3,10,3,10,-,-,8,29,8,29
2,N,80,000,娯楽業,7245,121529,5730,94903,261,4491,291,3803,581,9083,470,7669,62,3216,191,3384,116,2495,197,4635,241,7869,162,2374,267,3202,386,4241,589,9691,176,2269,232,2520,301,5967,123,1956,75,1214,211,3214,247,3517,209,2660,156,2413,180,2750,6,270,1403,25870,208,3760,83,1849,102,1668,34,499,49,820,81,2470,38,521,89,1359,140,2539,37,472,44,658,43,496,46,697,39,531,25,282,29,335,17,145,22,498,27,296,20,319,22,425,58,2018,21,1114,21,242,34,949,74,908,112,756,25,455,14,308,4,94,1,11,6,42,87,301,37,135,16,59,2,4,5,15,14,57,17,35,16,34,1,1,21,77,21,77,-,-,12,54,12,54
3,N,80,800,管理，補助的経済活動を行う事業所,121,2390,109,2106,7,170,20,92,25,452,5,144,1,1,3,69,1,1,1,1,1,3,1,12,2,4,2,5,9,64,1,1,2,20,7,232,-,-,5,381,2,35,-,-,5,29,5,52,3,98,1,240,11,283,2,17,2,60,1,1,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2,167,-,-,-,-,-,-,2,32,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,801,映画館,79,3912,69,3204,9,367,5,208,3,297,13,711,-,-,2,44,2,111,2,186,4,88,-,-,1,42,4,152,11,384,-,-,1,14,5,170,-,-,-,-,1,99,2,130,1,80,1,95,1,23,1,3,9,659,1,70,1,157,1,34,-,-,-,-,1,111,1,67,-,-,1,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,87,2,56,-,-,-,-,-,-,-,-,1,49,1,49,-,-,1,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,802,興行場（別掲を除く），興行団,1499,18319,1365,17151,53,1052,46,439,260,2750,123,1024,16,2444,30,407,18,379,18,214,27,428,57,627,30,128,134,719,304,4110,53,505,62,559,37,319,18,102,7,43,16,88,33,749,13,48,7,13,3,4,-,-,134,1168,18,95,7,55,23,354,7,22,1,3,13,146,-,-,8,116,13,36,4,8,9,120,2,2,1,11,-,-,2,11,3,22,5,19,2,2,1,3,-,-,1,2,4,40,3,40,1,1,-,-,6,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,803,競輪・競馬等の競走場，競技団,59,3247,54,2070,1,158,-,-,7,659,-,-,-,-,2,457,-,-,1,36,32,395,-,-,4,268,2,29,1,5,2,21,-,-,-,-,-,-,-,-,1,34,-,-,-,-,-,-,1,8,-,-,5,1177,-,-,-,-,-,-,-,-,-,-,2,1095,-,-,3,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,804,スポーツ施設提供業,1465,29423,1038,20514,27,442,43,599,61,1068,73,1352,9,222,21,274,26,724,59,1444,44,1276,45,999,63,894,80,1338,76,1301,29,804,49,679,48,1363,34,904,11,233,42,969,75,1167,37,692,34,747,48,996,4,27,424,8894,66,1269,22,331,23,635,14,320,16,387,23,499,8,131,24,329,50,1079,10,168,15,337,14,151,10,288,11,231,8,165,9,116,3,21,5,242,10,108,10,217,5,99,20,597,9,405,5,33,8,423,26,313,3,15,1,8,1,8,-,-,-,-,-,-,2,7,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-
3,N,80,805,公園，遊園地,163,6074,112,3785,5,71,4,80,10,295,6,436,4,124,3,226,2,12,8,1074,5,83,2,26,2,23,10,104,2,29,-,-,5,35,5,478,2,16,3,58,6,65,10,329,10,118,4,47,4,56,-,-,43,2254,5,76,1,131,2,14,-,-,2,1,2,16,1,5,2,56,6,91,1,28,-,-,1,30,2,16,2,20,-,-,-,-,-,-,1,2,-,-,-,-,1,7,4,778,2,605,-,-,5,336,3,42,8,35,4,16,2,4,-,-,-,-,2,12,4,19,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,1,11,1,11,-,-,2,5,2,5
3,N,80,806,遊戯場,1996,31895,1531,24536,74,892,80,1241,72,939,113,1726,13,62,61,799,36,645,65,969,64,4581,26,250,103,1240,81,887,72,956,50,486,59,739,105,1776,40,637,32,313,94,1432,71,737,83,1152,67,1019,70,1058,-,-,440,6979,67,1388,25,586,26,264,4,31,16,324,24,356,19,219,29,400,42,846,11,187,14,159,16,185,15,201,15,147,9,67,8,108,3,63,10,195,9,111,9,101,10,189,17,266,3,31,10,135,7,106,22,314,25,380,10,294,8,272,2,22,-,-,-,-,15,86,6,38,4,28,-,-,1,4,1,6,2,15,2,15,-,-,7,33,7,33,-,-,-,-,-,-
3,N,80,809,その他の娯楽業,1863,26269,1452,21537,85,1339,93,1144,143,2623,137,2276,19,363,69,1108,31,623,43,711,64,1015,31,460,62,603,73,1007,114,2842,41,452,54,474,94,1629,29,297,17,186,49,492,56,405,60,541,38,440,50,507,-,-,337,4456,49,845,25,529,26,366,9,126,14,105,16,247,9,99,22,371,28,410,11,81,6,42,10,128,18,181,11,133,5,38,9,89,6,42,4,57,7,74,1,1,4,41,9,114,4,33,5,73,14,84,15,147,74,276,8,87,2,23,1,23,1,11,4,30,66,189,30,93,11,27,2,4,4,11,13,51,14,17,13,16,1,1,12,30,12,30,-,-,10,49,10,49
1,O,00,000,教育，学習支援業,18381,348350,12767,262657,522,22783,428,7989,689,27960,913,25028,468,27978,232,5075,292,2733,356,4912,455,7802,402,7787,634,7412,1211,21517,973,21068,405,6588,772,9722,662,15199,351,4477,193,2452,560,9335,885,8683,473,6076,368,4232,522,5844,1,5,5548,85410,723,14768,272,3420,380,6567,195,4465,151,716,283,4589,149,976,290,5226,646,9970,153,4656,272,4816,266,4531,150,1368,210,2273,173,3420,77,493,67,556,110,724,93,1024,159,1333,74,509,153,4025,100,1268,86,634,70,530,246,2553,66,283,36,186,20,132,14,48,-,-,2,6,30,97,15,61,11,46,-,-,2,10,2,5,2,6,2,6,-,-,12,21,12,21,-,-,1,9,1,9
2,O,81,000,学校教育,2506,200037,1885,149499,142,14602,23,865,105,19717,146,11432,123,22868,26,2462,33,924,41,2461,57,3563,51,3946,87,3123,168,13819,138,10328,72,3440,97,5323,140,9667,73,2660,37,1415,75,6041,61,3042,67,3063,48,2269,75,2469,-,-,615,50447,90,10831,27,1527,43,3442,35,3240,8,97,26,2600,12,330,35,3283,83,6468,23,3621,37,3099,18,2669,18,544,13,934,24,2309,5,108,5,126,3,84,15,572,15,512,6,223,21,1396,14,695,7,190,10,321,22,1226,6,91,6,91,2,57,3,31,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,810,管理，補助的経済活動を行う事業所,55,1126,47,999,8,43,2,5,2,17,2,8,7,89,-,-,1,9,-,-,-,-,1,5,2,31,2,78,5,178,3,70,1,3,6,383,-,-,-,-,1,14,-,-,-,-,2,42,2,24,-,-,8,127,3,105,-,-,-,-,-,-,-,-,-,-,-,-,1,6,2,8,-,-,-,-,-,-,1,6,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
