経営,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号
営利法人,放課後等デイサービスリアン府中美好教室,183-0045,府中市美好町３丁目１３－３　第一グリーンテラス２号室,139.466048,35.671917,JGD2011,042-340-3133
他の法人,根っこくらぶ,183-0045,府中市美好町３－１７－４　マテリアル府中１階Ｂ号室,139.46467,35.671698,JGD2011,042-319-1473
他の法人,リボン,183-0045,府中市美好町３－５７－１６　１階,139.460426,35.668278,JGD2011,042-306-5338
他の法人,リボン　第２教室,183-0045,府中市美好町３－５１－１１　１階,139.46329,35.669039,JGD2011,042-306-9355
他の法人,きぼうクラブ,183-0051,府中市栄町３－１２－１　メディカルビル・グレイス４階,139.469405,35.687604,JGD2011,042-314-2200
営利法人,放課後等デイサービス　ふぁんふぁん天神町,183-0053,府中市天神町２－１－７　ベルテ堀江１０１号室,139.489157,35.678736,JGD2011,042-302-5655
営利法人,スポーツひろば　プレイス　府中教室,183-0055,府中市府中町１－８－１３－１F,139.481327,35.672784,JGD2011,042-306-9343
営利法人,放課後等デイサービス　ふぁんふぁん府中町,183-0055,府中市府中町１－３２－５　シャルマン府中１０３号室,139.479497,35.67695,JGD2011,042-202-8025
他の法人,キッズサポートてんとうむし,196-0011,昭島市上川原町３－８－２２,139.35957,35.708302,JGD2011,042-808-8852
他の法人,特定非営利活動法人昭島ひよこ教室,196-0015,昭島市昭和町４－７－１,139.364125,35.710835,JGD2011,042-545-3676
営利法人,放課後等デイサービス　つむぐ　中神第２教室,196-0022,昭島市中神町１２２８－２０　ミリューヴィラージュ１０６,139.37794,35.708858,JGD2011,042-808-8993
営利法人,放課後等デイサービス　つむぐ　中神教室,196-0025,昭島市朝日町３－１８－９　大正第４ビル１階,139.373024,35.708124,JGD2011,042-808-8087
営利法人,脳を育てる運動療育センター　ピースマイル　中神教室,196-0025,昭島市朝日町１－４－３　ＳＫビル２階Ｂ,139.375643,35.70806,JGD2011,042-519-2076
営利法人,ドリームボックス中神,196-0034,昭島市玉川町２－４－１１　ヴェルシャトウ１階,139.378887,35.706738,JGD2011,042-519-4412
営利法人,放課後等デイサービス　わかば,182-0003,調布市若葉町二丁目２６番２９号　ミタムラビル１階,139.589565,35.65698,JGD2011,03-5969-9047
他の法人,ポコポコ・ホッピング神代団地,182-0006,調布市西つつじケ丘４－２３　神代団地３３－１０３,139.576936,35.650103,JGD2011,042-483-1114
他の法人,アーリーバード　柴崎,182-0007,調布市菊野台一丁目５２番地４　三高家ビル２Ａ,139.56567,35.655399,JGD2011,042-446-2550
他の法人,ゆうゆうくらぶ,182-0014,調布市柴崎１－５６－１　サニーハイツ１階,139.564973,35.659268,JGD2011,042-499-8956
営利法人,Green,182-0021,調布市調布ケ丘４－４１－２,139.545539,35.662459,JGD2011,042-444-4216
他の法人,ちょうふの風,182-0022,調布市国領町３－８－１５　くすのきアパート５号棟１１４号,139.560591,35.648614,JGD2011,042-444-5514
他の法人,ふくふく,182-0022,調布市国領町５－７４－１－１０３,139.551247,35.648969,JGD2011,042-444-7807
営利法人,ハッピーテラス調布教室,182-0022,調布市国領町１－９－３　小谷田ビル１階１０３号室,139.551969,35.651158,JGD2011,042-426-8903
他の法人,ふみ月チャレンジ染地,182-0023,調布市染地１－１７－１５,139.548582,35.641979,JGD2011,042-486-9901
他の法人,クレヨンキッズ,182-0024,調布市布田２－４－１０　布田ビル１Ｆ,139.548575,35.65391,JGD2011,042-490-3933
営利法人,たんぽぽ,182-0024,調布市布田２－５１－１０　トービル調布２０１,139.550092,35.650366,JGD2011,042-444-0471
営利法人,ドリームボックス　布田,182-0024,調布市布田３－５５－１７,139.550353,35.646725,JGD2011,042-426-7410
他の法人,アーリーバード,182-0025,調布市多摩川５－７－４,139.537185,35.644337,JGD2011,042-446-2550
他の法人,ふみ月チャレンジたま川,182-0025,調布市多摩川５－２４－１８,139.536647,35.643379,JGD2011,042-446-0633
区市町村,調布市総合福祉センター　放課後等デイサービス　ぴっころ,182-0026,調布市小島町２－４７－１,139.542753,35.651397,JGD2011,042-481-7693
営利法人,通所運動療育障がい児リハビリセンター調布,182-0026,調布市小島町３－８８－２,139.541104,35.645701,JGD2011,042-426-7062
他の法人,ポコポコ・ホッピング富士見町,182-0033,調布市富士見町２－１７－１７,139.54015,35.659376,JGD2011,042-486-5922
他の法人,れいんぼー,182-0033,調布市富士見町４－３０－２０,139.536136,35.668591,JGD2011,042-499-6777
他の法人,にこにこキッズルーム,182-0034,調布市下石原１－２－４　ヤシマビル２階,139.53409,35.657687,JGD2011,042-499-5660
営利法人,ドリームボックス下石原,182-0034,調布市下石原一丁目３２番地６　下石原プラザ１０１号室,139.534535,35.656426,JGD2011,042-444-7155
営利法人,放課後等デイサービス　わかば　西調布店,182-0034,調布市下石原１－８－１　西谷調布ビル１０２,139.536137,35.657979,JGD2011,042-426-7982
他の法人,つくしんぼ,194-0002,町田市南つくし野１－１１－３,139.473808,35.520513,JGD2011,042-796-8468
営利法人,トゥモローフィールド町田,194-0013,町田市原町田５－３－１７　小井土ビル２Ｆ,139.449806,35.54542,JGD2011,042-794-7810
営利法人,星の王子,194-0021,町田市中町３－６－１２　町田向井田ビル１階,139.446637,35.551558,JGD2011,042-850-8502
他の法人,ぴっころもんど,194-0021,町田市中町４－１３－１　１階,139.447973,35.553638,JGD2011,042-785-5141
営利法人,運動療育で生きる力を育む　シエル　中町教室,194-0021,町田市中町３－１０－９　アーバン第３ビル　ラ・ヴィ２０１,139.449001,35.551,JGD2011,042-794-7256
営利法人,ハッピーテラス町田駅前,194-0022,町田市森野２丁目２番３６号　Ｗａｌｄ２０２　２階,139.439735,35.547008,JGD2011,042-851-8084
営利法人,Ｋｉｄｓテラス森野,194-0022,町田市森野５－１４－１９　１階,139.436543,35.548391,JGD2011,042-785-4528
営利法人,放課後等デイサービス　アイ・ランド町田,194-0023,町田市旭町二丁目１２番２号,139.435735,35.557835,JGD2011,042-732-3670
営利法人,運動療育で生きる力を育む　シエル　町田教室,194-0023,町田市旭町２－１３－３　サンライズ旭町２階,139.437021,35.557652,JGD2011,042-810-2236
他の法人,でんでん虫の家・町田,194-0032,町田市本町田９７　イ－４号棟　０－１号室,139.452664,35.559552,JGD2011,042-720-5231
営利法人,つぼみクラブ,194-0032,町田市本町田２９７３－７　本町田マリノビル２０２号,139.441809,35.572164,JGD2011,042-860-7348
営利法人,ナカミチ児童デイサービス本町田,194-0032,町田市本町田２０２０－５,139.434513,35.563365,JGD2011,042-860-6877
営利法人,つぼみ　アウラ,194-0032,町田市本町田２９７７－３,139.440423,35.571822,JGD2011,042-709-1401
営利法人,わいわいプラス町田教室,194-0032,町田市本町田１２９７－１　ラ・ベルチュ町田１－３号室,139.444917,35.56407,JGD2011,042-709-3481
社福法人,ボワ・フルール,194-0037,町田市木曽西３－１１－１０,139.417214,35.573777,JGD2011,042-789-6330
社福法人,ボワ・コンサール,194-0037,町田市木曽西２－６－１２,139.412745,35.570272,JGD2011,042-791-5262
営利法人,リハビリらんど,194-0037,町田市木曽西１－３－３０　セゾンコリーヌ１０１,139.420342,35.56384,JGD2011,042-794-6153
営利法人,重症心身障がい児放課後等デイサービスきらら,194-0037,町田市木曽西５－２０－１０,139.422852,35.56862,JGD2011,042-793-2773
営利法人,おもちゃ箱まちだ,194-0037,町田市木曽西３－１８－２－２階,139.419116,35.572972,JGD2011,042-794-9117
営利法人,Ｋｉｄｓテラス木曽西,194-0037,町田市木曽西４－５－２　１階,139.422455,35.565278,JGD2011,042-794-9601
他の法人,レ・マーニ,194-0041,町田市玉川学園１－５－２１,139.458216,35.558268,JGD2011,042-721-4471
営利法人,なかよし共和国,194-0043,町田市成瀬台２丁目１６－２　ウィル成瀬台Ａ棟１階,139.477388,35.554112,JGD2011,042-851-8430
営利法人,アイ・らんど成瀬,194-0044,町田市成瀬７－１０－６－１１０,139.474391,35.541638,JGD2011,042-860-6945
他の法人,ウイングまちだ成瀬,194-0045,町田市南成瀬６－１－１,139.474258,35.534761,JGD2011,042-794-7185
社福法人,あらぐさ,194-0202,町田市下小山田町２３１－１,139.411411,35.596091,JGD2011,042-860-0848
社福法人,ボワ・エール,194-0202,町田市下小山田町３２６７－２,139.410634,35.585665,JGD2011,042-797-6004
他の法人,プラナスデイサービスセンター,194-0212,町田市小山町４３１９－２,139.358607,35.599606,JGD2011,042-812-0276
他の法人,児童デイサービスかのん,195-0061,町田市鶴川２－１４－２４,139.469465,35.589972,JGD2011,042-736-4239
営利法人,放課後等デイサービス　キンダー,195-0062,町田市大蔵町５３０－１６　プランドール須崎Ｂ,139.460777,35.589305,JGD2011,042-810-1123
営利法人,放課後等デイサービス　キンダーハウス,195-0072,町田市金井３－２４－１,139.458941,35.579586,JGD2011,042-810-1700
営利法人,アイ・らんど忠生,195-0074,町田市山崎町２０５５－２　Ｃ－１１３,139.431738,35.571336,JGD2011,042-794-9366
区市町村,小金井市児童発達支援センター　きらり,184-0002,小金井市梶野町１－２－３,139.528755,35.701987,JGD2011,0422-60-1550
営利法人,おもちゃ箱上水桜,184-0005,小金井市桜町２－１２－３１,139.504571,35.712219,JGD2011,042-316-1445
営利法人,おもちゃ箱なかまち,184-0012,小金井市中町４－１７－１３,139.50894,35.697726,JGD2011,042-316-4600
他の法人,木馬の会（小金井おもちゃライブラリー学童クラブ）,184-0013,小金井市前原町２－１４－４,139.511824,35.692316,JGD2011,042-384-4231
他の法人,児童発達センター　びぃぼ,184-0015,小金井市貫井北町１－６－２２,139.494733,35.701981,JGD2011,042-349-6970
営利法人,おもちゃ箱こがねい,184-0015,小金井市貫井北町一丁目２４番９号,139.49745,35.703103,JGD2011,042-316-4026
公益法人,みんなの家７７,187-0001,小平市大沼町６－７－２５,139.501567,35.731578,JGD2011,042-343-2585
社福法人,小平福祉園,187-0002,小平市花小金井８－１－１０,139.50204,35.731692,JGD2011,042-433-9330
他の法人,ゆうやけ第３子どもクラブ,187-0011,小平市鈴木町１－２９１－２,139.50104,35.723145,JGD2011,042-312-3471
営利法人,放課後等デイサービス　ラソ,187-0031,小平市小川東町４－６－１７,139.476828,35.735293,JGD2011,042-313-2830
他の法人,ゆうやけ子どもクラブ,187-0032,小平市小川町１－９８３,139.458244,35.72653,JGD2011,042-344-2448
営利法人,放課後等デイサービスＳＴＥＰ小平,187-0034,小平市栄町１－１－４,139.437323,35.733915,JGD2011,042-313-5516
他の法人,あすなろの家,187-0035,小平市小川西町５－１３－２４,139.458488,35.736793,JGD2011,042-344-9652
社福法人,あい,187-0035,小平市小川西町５－２２－１２,139.458429,35.734376,JGD2011,042-349-2191
他の法人,整育園通所センター,187-0035,小平市小川西町２－３５－１,139.461124,35.737176,JGD2011,042-341-0700
他の法人,ゆうやけ第２子どもクラブ,187-0043,小平市学園東町３－３－１８　メゾンセサミ１階,139.490624,35.723273,JGD2011,042-344-0922
他の法人,アート療育FACT小平,187-0044,小平市喜平町１－１２－１４,139.489075,35.716749,JGD2011,042-313-9447
他の法人,小平ＪＡＭきっず事業所　ポップコーン,187-0045,小平市学園西町３－９－３,139.47097,35.724939,JGD2011,042-312-1650
他の法人,放課後等デイサービス　ＷＩＮＧ日野駅前,191-0011,日野市日野本町３－１１－５　ＩＭビル２０２,139.394379,35.67907,JGD2011,042-582-0455
営利法人,児童デイサービス　サンフラワー　高幡,191-0022,日野市新井７３２　ヌーヴ高幡１０２,139.41748,35.663997,JGD2011,042-506-9466
他の法人,カラコル・アイリー,191-0024,日野市万願寺４－１４－１４,139.417158,35.671555,JGD2011,042-843-3234
他の法人,つきのおあしす,191-0033,日野市百草１０４２の２０　石坂ビル２階,139.424588,35.646305,JGD2011,042-506-5265
営利法人,遊び・運動療育・学びの場　発達支援教室　アルファーラ百草教室,191-0033,日野市百草２２２－６　ソレイユモグサ１階,139.431524,35.657187,JGD2011,042-506-5517
他の法人,運動療育・学びの場　こもれび聖蹟桜ヶ丘教室,191-0034,日野市落川１１３６－２　アーバンシティ宝蔵橋　２階,139.437682,35.649941,JGD2011,042-506-5913
社福法人,ぷらたなす,191-0041,日野市南平９－３６－２３　スカイハイツ１０１,139.390052,35.650809,JGD2011,042-506-9422
営利法人,南平ギフト,191-0041,日野市南平６－１４－２７,139.391752,35.654803,JGD2011,042-594-9638
社福法人,障害児放課後クラブ,191-0043,日野市平山２－１－１,139.387136,35.640974,JGD2011,042-592-6119
営利法人,ベアーズハウス　東豊田,191-0052,日野市東豊田１－１７－１　あずまや１ＦＡ号室,139.394618,35.663335,JGD2011,042-843-1840
営利法人,ナーシングデイ山の上,191-0053,日野市豊田２－４７－１　ルネッサンスコート・とよだ１階,139.383033,35.655394,JGD2011,042-843-3366
営利法人,運動療育で生きる力を育む　シエル　日野教室,191-0055,日野市西平山２－１１－２１,139.368507,35.645887,JGD2011,042-589-6155
営利法人,脳を育てる運動療育センター　こどもプラス　豊田教室,191-0062,日野市多摩平３丁目２－１　２階,139.377594,35.666457,JGD2011,042-843-3025
営利法人,脳を育てる運動療育センター　こどもプラス　多摩平教室,191-0062,日野市多摩平４－１－１４　内田ビル２階,139.378811,35.66546,JGD2011,042-514-9038
他の法人,クリッパーズ,191-0065,日野市旭が丘一丁目１５番地の９　２階,139.372276,35.657108,JGD2011,042-514-9813
他の法人,やまだこども教室,189-0001,東村山市秋津町５－１３－３　セゾン新秋津２階,139.494094,35.778311,JGD2011,042-306-3220
社福法人,トーコロあおば就労サポートセンター,189-0002,東村山市青葉町２－３９－１０,139.490695,35.765318,JGD2011,042-395-1439
他の法人,山鳩訓練室,189-0003,東村山市久米川町３－１２－３１,139.473002,35.765895,JGD2011,042-306-4245
他の法人,楽しい放課後みんな,189-0003,東村山市久米川町２－３１－６－１０２,139.482748,35.761424,JGD2011,042-394-4805
社福法人,ひまわり,189-0024,東村山市富士見町１－５－１３,139.459646,35.741734,JGD2011,042-394-7231
社福法人,ＥＴ教室,185-0002,国分寺市東戸倉２－１０－３４,139.464127,35.711662,JGD2011,042-324-8355
他の法人,たけのこ,185-0003,国分寺市戸倉１－８－４３　千歳サンライズ１０７,139.461933,35.709513,JGD2011,042-359-4370
他の法人,「ツリーハウス」,185-0003,国分寺市戸倉１－２３－３,139.461277,35.711971,JGD2011,042-312-4035
他の法人,「ツリーハウス」Ｌｉｋｏ,185-0003,国分寺市戸倉３－４６－７,139.451128,35.710182,JGD2011,042-505-5601
営利法人,ハッピーテラス国分寺,185-0021,国分寺市南町２－１７－４　国分寺南町ビューハイツ１０１号,139.483573,35.69987,JGD2011,042-349-6442
社福法人,放課後等デイサービス　ルーチェ,185-0021,国分寺市南町３－４－１９　京美ビル３階,139.479276,35.698009,JGD2011,042-300-2321
他の法人,福祉の杜とくら地域福祉事業所すてっぷ,185-0031,国分寺市富士本１－２５－２９,139.449815,35.703174,JGD2011,042-843-0175
社福法人,デイサービス事業クラブかたつむり,185-0032,国分寺市日吉町４－２９－１２,139.460078,35.705732,JGD2011,042-401-0380
他の法人,メリーランド国分寺,185-0035,国分寺市西町二丁目２番３号　第五東財ビル３階,139.439055,35.705412,JGD2011,042-505-9690
営利法人,ハッピーテラス国立駅前,186-0001,国立市北１－５－８　プラース壱番館２階　店舗Ｅ,139.44686,35.699974,JGD2011,042-505-6543
他の法人,メリーランド,186-0001,国立市北３丁目４０番３号,139.42842,35.699296,JGD2011,042-595-9406
営利法人,ＴＡＳＵＣ国立教室,186-0002,国立市東１－４－９　ザ・ダイマス５階,139.447246,35.698436,JGD2011,0467-23-2156
営利法人,ドリームボックス国立,186-0002,国立市東３丁目６－１５　エスポワール国立１階,139.452645,35.69452,JGD2011,042-505-9067
公益法人,東京ＹＭＣＡさくら国立,186-0002,国立市東１－４－２０－１０２,139.448496,35.698813,JGD2011,042-577-6181
他の法人,ハイビスカス,186-0003,国立市富士見台４－１０－６,139.431484,35.685859,JGD2011,042-577-7332
社福法人,くじらっこ,186-0003,国立市富士見台２－３－２　メゾンエクセル１Ｆ,139.446402,35.685759,JGD2011,042-505-4661
他の法人,放課後等デイサービス　バモノス,186-0003,国立市富士見台１－７－１－１－１１４,139.448785,35.684604,JGD2011,042-505-6795
他の法人,放課後等デイサービスいもむしクラブ,186-0003,国立市富士見台１－１７－２９　アップスタイルビルⅠ２階,139.448041,35.681274,JGD2011,042-505-7429
営利法人,ハッピー・テラス国立,186-0004,国立市中２－３－６６　タキイシビル１階,139.439913,35.695494,JGD2011,042-505-8397
社福法人,滝乃川学園　放課後等デイサービス,186-0011,国立市谷保６３１２,139.429501,35.680959,JGD2011,042-577-0035
他の法人,スマイルともにー,186-0012,国立市泉５－２０－４,139.43815,35.677954,JGD2011,042-505-9391
営利法人,ドリームボックス拝島,197-0003,福生市大字熊川２０２－１　ホワイトパレス１階,139.336693,35.716614,JGD2011,042-513-0667
営利法人,あそぼーよ,197-0004,福生市南田園３－５－２１　森田ビルＡ号,139.330405,35.729482,JGD2011,042-513-5602
営利法人,つなごーよ,197-0004,福生市南田園３－１８－１５　ユタカビル１階,139.328238,35.731323,JGD2011,042-513-3621
営利法人,ぶどうの木,197-0011,福生市福生１０６２－１２　ＡＭＴビル２階２０３号,139.32483,35.742922,JGD2011,042-513-3855
他の法人,ＦＵＳＳＡ地域福祉事業所　歩っ歩,197-0013,福生市武蔵野台２－３－２０,139.331032,35.745391,JGD2011,042-513-0355
他の法人,こども教室えるぶ,201-0002,狛江市東野川２－１－１０－１０２．１０３,139.580042,35.642234,JGD2011,03-3480-2808
他の法人,はっぴぃハウス,201-0003,狛江市和泉本町４－７－２７－１０３,139.568946,35.643051,JGD2011,03-5497-7343
営利法人,こどもデイサービスほっぷ,201-0003,狛江市和泉本町４－２－１３　ＳＡＮＴＥ　ＳＡＫＡＥ２０２,139.569443,35.641318,JGD2011,03-5761-8724
他の法人,こどもデイサービス　すてっぷ,201-0003,狛江市和泉本町４－２－１３　,139.569443,35.641318,JGD2011,03-5438-2773
他の法人,ウイングこまえ,201-0004,狛江市岩戸北三丁目２２番１３号,139.583237,35.632275,JGD2011,03-5761-9320
他の法人,ゆめぽっと,201-0012,狛江市中和泉２－１０－１,139.572912,35.638782,JGD2011,03-3489-6570
社福法人,デイグループほっと,207-0004,東大和市清水３－７８５－２,139.442872,35.753785,JGD2011,042-564-3110
社福法人,デイグループぱーく,207-0004,東大和市清水３－８５５－２,139.443224,35.753549,JGD2011,042-564-2883
営利法人,放課後等デイサービス　ぽっぷ,207-0014,東大和市南街２－１１０－７,139.432059,35.738519,JGD2011,042-569-8364
他の法人,放課後デイ　ゆうハウス,207-0015,東大和市中央３－８５５－１０　中央ビル１階ＡＤ号室,139.42827,35.744846,JGD2011,042-563-6700
営利法人,きずな,204-0011,清瀬市下清戸２丁目５１８番２,139.536413,35.784972,JGD2011,042-497-3764
区市町村,障害者福祉センター　学童クラブのびのび,204-0013,清瀬市上清戸１－１６－６２,139.527664,35.773265,JGD2011,042-495-5511
他の法人,放課後等デイサービスＡＡＯ！,204-0013,清瀬市上清戸２－３－４　１－Ｂ,139.521422,35.777334,JGD2011,042-497-8252
営利法人,マイスペ児童デイサービス清瀬,204-0021,清瀬市元町一丁目１３番２０号　ブリックヒル１階,139.518223,35.774854,JGD2011,042-497-8677
営利法人,たまみずき清瀬,204-0022,清瀬市松山２－２－１５　清瀬シティハイム２階,139.516287,35.769838,JGD2011,042-497-8426
社福法人,わかば　第１学童クラブ,204-0023,清瀬市竹丘１－１１－１－１０１,139.511649,35.765877,JGD2011,042-493-4820
他の法人,放課後等デイサービス　ラビットハウス,204-0023,清瀬市竹丘２－１６－９,139.507691,35.762758,JGD2011,042-427-8970
営利法人,ビーキッズきよせ,204-0024,清瀬市梅園３－４－２５　１階,139.499949,35.771068,JGD2011,042-497-1030
営利法人,アプリ児童デイサービス清瀬,204-0024,清瀬市梅園３－２－２１,139.501919,35.768885,JGD2011,042-497-9907
営利法人,あいる,203-0013,東久留米市新川町１－９－２６,139.536855,35.761545,JGD2011,042-479-4116
他の法人,てんとうむし,203-0031,東久留米市南町４－９－２１,139.52214,35.744366,JGD2011,042-420-1850
他の法人,だっく,203-0042,東久留米市八幡町１－１－１２,139.513174,35.757436,JGD2011,042-472-2946
他の法人,ぐ～す,203-0042,東久留米市八幡町２－１３－２９,139.513543,35.755661,JGD2011,042-477-6492
他の法人,シュプロス東久留米教室,203-0042,東久留米市八幡町２－４－１８　グランドール１階店舗,139.513713,35.754612,JGD2011,042-420-9399
社福法人,しおん学園,203-0043,東久留米市下里７－８－２０,139.502927,35.759916,JGD2011,042-474-2910
営利法人,放課後等デイサービス　カーリッジ東久留米,203-0043,東久留米市下里３－２３－１３　アズセナ１０１号室,139.500275,35.753425,JGD2011,042-410-2275
社福法人,このみ,203-0052,東久留米市幸町３－８－２３,139.51912,35.758264,JGD2011,042-473-9667
他の法人,放課後等デイサービス　あかぐみ,208-0003,武蔵村山市中央１－２５－１４　ハウスオブブーケＣ棟１０１,139.389335,35.753247,JGD2011,042-843-8746
他の法人,放課後デイサービスひだまり,208-0004,武蔵村山市本町１－６３－１,139.385857,35.753064,JGD2011,042-843-6320
他の法人,クローバー,208-0011,武蔵村山市学園１－１１２－８,139.396723,35.746232,JGD2011,042-843-7050
営利法人,放課後等デイサービス　トライきっず,208-0013,武蔵村山市大南３－７２－１　柏木マンション１０２号,139.405404,35.735569,JGD2011,042-843-6273
他の法人,放課後デイサービス　せせらぎ,208-0013,武蔵村山市大南１－１１１－２３,139.396896,35.736438,JGD2011,042-843-6459
他の法人,放課後等デイサービス　どりーむ,208-0021,武蔵村山市三ツ藤２丁目２７番地４,139.375195,35.752008,JGD2011,042-520-8337
営利法人,妖精の杜,208-0034,武蔵村山市残堀１－１１０－９,139.37552,35.744628,JGD2011,042-531-9111
社福法人,あい武蔵村山,208-0035,武蔵村山市中原４－３－２,139.363795,35.752699,JGD2011,042-520-2195
営利法人,遊び・運動療育・学びの場　発達支援教室　アルファーラ聖蹟桜ヶ丘教室,206-0002,多摩市一ノ宮２－１９－２７　太喜ビル第一　１階,139.44345,35.653096,JGD2011,042-400-1629
営利法人,グラシアス聖蹟桜ヶ丘駅前教室,206-0011,多摩市関戸１－１２－４　糀屋ビル６階,139.448186,35.650222,JGD2011,042-400-1963
他の法人,キャンビー,206-0012,多摩市貝取４－３－１－１１０,139.438525,35.61459,JGD2011,042-339-0201
他の法人,メロディ,206-0022,多摩市聖ヶ丘二丁目　第２１街区第３号棟第４号室,139.457585,35.631336,JGD2011,042-374-7208
営利法人,ドリームボックス馬引沢,206-0023,多摩市馬引沢２－３－９　レジデンス永山１階Ａ号室,139.452681,35.633118,JGD2011,042-400-0595
営利法人,ドリームボックス諏訪,206-0024,多摩市諏訪１－５３－２　ハウスアメニティ１階B号室,139.454475,35.629647,JGD2011,042-316-9251
他の法人,子どもクラブ,206-0025,多摩市永山４－２－４－１０６・２０６,139.449676,35.621103,JGD2011,042-400-0134
他の法人,くぬぎ,206-0025,多摩市永山３－９　東永山複合施設,139.449454,35.623381,JGD2011,042-375-2583
他の法人,ジョイフル,206-0025,多摩市永山１－８－１７　ボヌール永山２０８,139.44722,35.631968,JGD2011,042-313-7633
営利法人,こどもデイサービス　ラフ,206-0025,多摩市永山２－１４－６　アドラブールＫ　店舗Ｂ,139.443362,35.630021,JGD2011,042-400-0057
他の法人,発達相談支援センター　ＣＯＲＯＮＯＡＨ,206-0033,多摩市落合３－１７－１、１０５号,139.430489,35.616514,JGD2011,042-400-0966
営利法人,ドリームボックス鶴牧,206-0034,多摩市鶴牧２－２３－２１　コンフォート鶴牧１階,139.414282,35.618233,JGD2011,042-400-0496
社福法人,島田療育センター,206-0036,多摩市中沢１－３１－１,139.411496,35.621988,JGD2011,042-374-2071
営利法人,あんふぁん愛宕事業所,206-0041,多摩市愛宕四丁目９番２２号　池田ビル２階２０１号室,139.428953,35.628657,JGD2011,042-311-0828
営利法人,ドリームボックス多摩センター,206-0042,多摩市山王下１－１３－１２　パールプラザ１０３,139.419904,35.62536,JGD2011,042-400-5895
他の法人,友遊クラブＩ合,206-0801,稲城市大丸９５１－１４,139.493088,35.64924,JGD2011,042-378-8896
社福法人,地域生活支援センター「える」,206-0802,稲城市東長沼１５５９番地,139.507338,35.640934,JGD2011,042-379-8461
他の法人,ウイング稲城,206-0804,稲城市百村１６２３－１　パストラルハイム稲城Ｅ－２,139.501475,35.635585,JGD2011,042-401-6840
他の法人,友遊クラブⅡ合,206-0812,稲城市矢野口３１０－１　２階,139.521396,35.641523,JGD2011,042-401-6271
営利法人,りあん,205-0002,羽村市栄町二丁目７番地２７　ユウヒハイム１０６,139.310455,35.772457,JGD2011,042-533-4393
社福法人,五乃神学園,205-0011,羽村市五ノ神３４５,139.332695,35.768052,JGD2011,042-847-3455
営利法人,パレットルーム羽村教室,205-0011,羽村市五ノ神４－１－８　日芳ビル２階,139.314758,35.760311,JGD2011,042-533-4175
他の法人,わくわくプレイス,205-0013,羽村市富士見平１－３－１　エムマンション１０１,139.322854,35.765961,JGD2011,042-578-9343
営利法人,リアン羽西店,205-0017,羽村市羽西２－６－９－１階,139.298028,35.769987,JGD2011,042-533-4386
営利法人,放課後等デイサービス　悠友キッズ,197-0803,あきる野市瀬戸岡７８３－１,139.290485,35.739405,JGD2011,042-518-7469
他の法人,わいわいくらぶ,197-0804,あきる野市秋川２－７－１５,139.286222,35.729297,JGD2011,042-518-7633
営利法人,みらいクラブ,197-0804,あきる野市秋川１－７－７　エスポワールⅡ番館２階,139.286969,35.729478,JGD2011,042-533-3788
営利法人,放課後等デイサービス　コア,197-0804,あきる野市秋川４－１４－１２,139.288988,35.73385,JGD2011,042-533-3891
営利法人,こどもプラスグループ　あきる野教室,197-0804,あきる野市秋川１－２－１　阿伎留ビル１階１０２号室,139.288064,35.728145,JGD2011,042-533-3515
社福法人,子笑,197-0827,あきる野市油平８７－３　シャルマンルーフ２階－ＡＢ,139.28693,35.727586,JGD2011,042-550-7185
他の法人,シュプロスひばりヶ丘教室,188-0001,西東京市谷戸町二丁目１５番１３号　,139.543105,35.748988,JGD2011,042-422-2671
営利法人,たまみずきひばり,188-0003,西東京市北原町１－３８－２,139.545997,35.738011,JGD2011,042-497-4850
社福法人,療育型児童デイサービスさざんか第１,188-0011,西東京市田無町７－８－１４,139.530581,35.732873,JGD2011,042-465-7890
社福法人,くろーばーきっず,188-0011,西東京市田無町４－１７－１４,139.535556,35.729365,JGD2011,042-452-2775
社福法人,療育型児童デイサービスさざんか第５,188-0011,西東京市田無町５－５－１２,139.536209,35.731809,JGD2011,042-469-3150
営利法人,放課後等デイサービス　らぷあ田無,188-0013,西東京市向台町１－１６－２０　ふじマンション２階Ｂ号,139.543331,35.719558,JGD2011,042-497-4303
他の法人,ととろクラブ,188-0014,西東京市芝久保町２－２２－３３,139.520824,35.725984,JGD2011,042-450-0991
他の法人,ととろキッズ,188-0014,西東京市芝久保町２－２２－３２－１０２,139.52061,35.726248,JGD2011,042-452-3469
社福法人,ジョブチャレンジひばり,202-0001,西東京市ひばりが丘３－１－２３,139.537066,35.745766,JGD2011,042-461-9816
他の法人,シュプロスひばりヶ丘教室Ⅱ,202-0001,西東京市ひばりが丘１－８－２４,139.542288,35.750663,JGD2011,042-439-3472
営利法人,Pur　aile　ひばりが丘,202-0002,西東京市ひばりが丘北３－７－１４　メゾンウィステリア１階,139.547988,35.75269,JGD2011,042-438-8201
営利法人,くまさん　保谷教室,202-0012,西東京市東町二丁目９番７号,139.561434,35.746577,JGD2011,042-439-3399
営利法人,ＳＴＥＰ保谷,202-0012,西東京市東町３－５－５,139.56625,35.747408,JGD2011,042-439-3175
他の法人,りぼん,202-0015,西東京市保谷町２－１０－１２　菊池ビル１０２号,139.554699,35.73036,JGD2011,042-452-6272
