一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
558,稲城市大丸1173,35.649818,139.481720,JGD2011,都道稲城日野線（川崎街道）,c,2011-08-16,2011-08-17,4,4,6,1.2,69,66
559,羽村市富士見平2-11,35.764153,139.329575,JGD2011,都道羽村瑞穂線,A,2011-11-16,2011-11-17,4,4,2.5,1.2,67,60
560,羽村市羽西1-16,35.769695,139.298752,JGD2011,都道立川青梅線,A,2011-11-16,2011-11-17,4,2,1.2,1.2,70,65
561,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2011-05-19,2011-05-20,4,2,1.5,1.2,70,64
562,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線（新奥多摩街道）,b,2011-05-19,2011-05-20,4,2,3.5,1.2,65,60
563,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2011-11-17,2011-11-18,4,2,1.5,1.2,69,65
564,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線（新奥多摩街道）,b,2011-11-17,2011-11-18,4,2,3.5,1.2,66,61
565,あきる野市牛沼118-7,35.720114,139.286483,JGD2011,国道411号,B,2011-11-24,2011-11-25,3,2,0.8,1.2,70,67
566,あきる野市小川638,35.721107,139.317123,JGD2011,都道166号瑞穂あきる野八王子線,a,2011-10-12,2011-10-13,4,2,1,1.2,69,64
567,あきる野市菅生725,35.747017,139.289734,JGD2011,国道411号（滝山街道）,b,2011-10-12,2011-10-13,3,2,2,1.2,70,67
568,あきる野市舘谷230,35.731209,139.230316,JGD2011,都道杉並あきる野線（五日市街道）,c,2011-10-12,2011-10-13,4,4,3,1.2,65,59
569,あきる野市小川836,35.720715,139.319839,JGD2011,都道杉並あきる野線（睦橋通り）,b,2011-10-12,2011-10-13,4,4,3,1.2,66,62
570,西東京市住吉町6-1-5,35.743546,139.550903,JGD2011,都道保谷志木線,a,2011-10-12,2011-10-13,4,2,0,1.2,69,66
571,西東京市泉町3-12-35,35.741112,139.557114,JGD2011,都道東大泉田無線,a,2011-10-12,2011-10-13,4,2,2,1.2,68,65
572,西東京市谷戸町1-17-2,35.741058,139.543610,JGD2011,都道ひばりが丘停車場線,a,2011-10-12,2011-10-13,4,2,4.5,1.2,66,62
573,西東京市柳沢2-18-46,35.725296,139.553818,JGD2011,都道東京所沢線(青梅街道),c,2011-10-12,2011-10-13,4,6,3.1,1.2,68,66
574,西東京市南町3-18-40,35.722900,139.542114,JGD2011,市道119号線,a,2011-10-12,2011-10-13,6,2,4,1.2,62,57
575,西東京市西原町5-2,35.738457,139.533951,JGD2011,都道東京所沢線(所沢街道),a,2011-10-12,2011-10-13,4,2,0,1.2,67,65
576,西東京市下保谷2-9,35.751015,139.558899,JGD2011,都道飯田橋石神井新座線,a,2011-10-12,2011-10-13,4,2,3.3,1.2,61,56
577,西東京市保谷町1-19-11,35.732121,139.554703,JGD2011,都道杉並田無線(新青梅街道),b,2011-12-06,2011-12-07,4,2,2.3,1.2,68,65
578,西東京市向台町2-5,35.720837,139.542542,JGD2011,都道調布田無線(武蔵境通り),b,2011-12-06,2011-12-07,4,2,4.5,1.2,66,63
579,西東京市田無町7-18-8,35.732952,139.532471,JGD2011,都道新宿青梅線(新青梅街道),b,2011-12-06,2011-12-07,4,4,3.3,1.2,73,70
580,瑞穂町駒形冨士山398,35.784142,139.355057,JGD2011,国道16号,B,2011-11-16,2011-11-17,3,4,4.5,1.2,68,65
581,日の出町大久野2433,35.749889,139.231094,JGD2011,都道奥多摩あきる野線,A,2011-11-24,2011-11-25,4,2,2.5,1.2,62,46
