地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13208,調布市,2,139,その他の家具・装備品製造業,3,19,8,-,-,14,8,5,-,-,-,2,-,7235,4931,15706,13100,2606,9977,9977
2,13208,調布市,1,140,パルプ・紙・紙加工品製造業,2,16,11,-,-,13,10,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,145,紙製容器製造業,2,16,11,-,-,13,10,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,150,印刷・同関連業,12,156,81,-,-,106,70,49,11,1,-,-,-,53879,101405,184829,173860,9444,77372,77372
2,13208,調布市,2,151,印刷業,11,151,78,-,-,101,67,49,11,1,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,152,製版業,1,5,3,-,-,5,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,180,プラスチック製品製造業（別掲を除く）,3,42,25,-,-,30,23,6,1,6,1,-,-,21209,26593,37723,37723,-,10306,10306
2,13208,調布市,2,183,工業用プラスチック製品製造業,2,36,21,-,-,24,19,6,1,6,1,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,189,その他のプラスチック製品製造業,1,6,4,-,-,6,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,210,窯業・土石製品製造業,2,26,25,-,-,25,24,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,212,セメント・同製品製造業,2,26,25,-,-,25,24,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,220,鉄鋼業,1,15,11,-,-,15,11,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,229,その他の鉄鋼業,1,15,11,-,-,15,11,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,240,金属製品製造業,4,113,81,-,-,61,52,41,18,12,12,-,-,46116,28494,99673,33756,65917,64625,66055
2,13208,調布市,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,2,81,55,-,-,32,28,38,16,12,12,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,249,その他の金属製品製造業,2,32,26,-,-,29,24,3,2,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,1,250,はん用機械器具製造業,4,45,32,1,1,38,27,6,4,-,-,-,-,13113,26165,48027,34528,2000,20274,20274
2,13208,調布市,2,252,ポンプ・圧縮機器製造業,1,15,10,-,-,12,9,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,253,一般産業用機械・装置製造業,1,12,11,-,-,10,9,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,259,その他のはん用機械・同部分品製造業,2,18,11,1,1,16,9,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,1,260,生産用機械器具製造業,4,55,39,-,-,43,35,12,4,-,-,4,3,18397,15302,56837,41267,12116,38475,38475
2,13208,調布市,2,269,その他の生産用機械・同部分品製造業,4,55,39,-,-,43,35,12,4,-,-,4,3,18397,15302,56837,41267,12116,38475,38475
2,13208,調布市,1,270,業務用機械器具製造業,7,141,98,-,-,100,85,34,12,7,1,-,-,58840,134635,302518,292498,10020,156952,156261
2,13208,調布市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,2,28,16,-,-,18,16,8,-,2,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,274,医療用機械器具・医療用品製造業,1,43,26,-,-,25,21,14,4,4,1,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,275,光学機械器具・レンズ製造業,4,70,56,-,-,57,48,12,8,1,-,-,-,20362,31952,57020,47390,9630,21974,23300
2,13208,調布市,1,280,電子部品・デバイス・電子回路製造業,9,107,69,-,-,70,56,37,13,-,-,-,-,37937,47896,116892,79879,37013,63905,63905
2,13208,調布市,2,282,電子部品製造業,2,10,5,-,-,7,5,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,284,電子回路製造業,2,24,20,-,-,15,14,9,6,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,285,ユニット部品製造業,2,16,6,-,-,10,6,6,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,289,その他の電子部品・デバイス・電子回路製造業,3,57,38,-,-,38,31,19,7,-,-,-,-,18777,24047,65210,50997,14213,38114,38114
2,13208,調布市,1,290,電気機械器具製造業,14,1024,863,-,-,918,799,105,64,31,30,-,-,666714,1032685,2162428,1933720,6934,1033365,1066160
2,13208,調布市,2,291,発電用・送電用・配電用電気機械器具製造業,4,66,45,-,-,46,38,20,7,-,-,-,-,18736,33193,68811,56931,-,31863,32994
2,13208,調布市,2,292,産業用電気機械器具製造業,3,23,12,-,-,12,7,10,4,1,1,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,296,電子応用装置製造業,2,36,30,-,-,31,26,5,4,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,297,電気計測器製造業,5,899,776,-,-,829,728,70,49,30,29,-,-,628341,970042,2029182,1817661,1892,969064,1000728
2,13208,調布市,1,300,情報通信機械器具製造業,2,17,9,-,-,11,8,6,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,302,映像・音響機械器具製造業,1,10,8,-,-,9,7,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,303,電子計算機・同附属装置製造業,1,7,1,-,-,2,1,5,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,310,輸送用機械器具製造業,3,45,25,-,-,27,19,18,6,-,-,-,-,10774,14975,26386,21316,2291,10566,10566
2,13208,調布市,2,311,自動車・同附属品製造業,1,18,11,-,-,15,11,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,314,航空機・同附属品製造業,1,19,9,-,-,4,3,15,6,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,319,その他の輸送用機械器具製造業,1,8,5,-,-,8,5,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,1,320,その他の製造業,4,32,15,-,-,22,14,10,1,-,-,-,-,13597,10760,34739,32106,2609,22432,22432
2,13208,調布市,2,321,貴金属・宝石製品製造業,1,7,2,-,-,5,2,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,328,畳等生活雑貨製品製造業,1,8,6,-,-,8,6,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,329,他に分類されない製造業,2,17,7,-,-,9,6,8,1,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,0,000,総数,129,4482,2698,-,-,2621,2065,1646,499,227,144,66,36,1892363,5281978,9419242,8178589,220908,3807097,3916497
2,13209,町田市,1,090,食料品製造業,13,1168,431,-,-,255,186,904,242,13,5,-,-,319166,893880,1625766,1625476,-,660328,680094
2,13209,町田市,2,092,水産食料品製造業,1,48,15,-,-,6,5,42,10,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,094,調味料製造業,1,17,1,-,-,4,1,17,2,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,097,パン・菓子製造業,3,35,17,-,-,16,8,18,9,1,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,099,その他の食料品製造業,8,1068,398,-,-,229,172,827,221,12,5,-,-,303939,832850,1533589,1533589,-,631059,651225
2,13209,町田市,1,100,飲料・たばこ・飼料製造業,1,6,4,-,-,5,4,1,-,-,-,3,-,x,x,x,x,-,x,x
2,13209,町田市,2,101,清涼飲料製造業,1,6,4,-,-,5,4,1,-,-,-,3,-,x,x,x,x,-,x,x
2,13209,町田市,1,110,繊維工業,3,50,16,-,-,22,14,28,2,-,-,2,2,17124,19745,47618,47618,-,25808,25808
2,13209,町田市,2,115,綱・網・レース・繊維粗製品製造業,1,16,7,-,-,8,5,8,2,-,-,2,2,x,x,x,x,-,x,x
2,13209,町田市,2,119,その他の繊維製品製造業,2,34,9,-,-,14,9,20,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,120,木材・木製品製造業（家具を除く）,1,7,6,-,-,5,5,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,122,造作材・合板・建築用組立材料製造業,1,7,6,-,-,5,5,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,140,パルプ・紙・紙加工品製造業,2,37,28,-,-,33,27,4,1,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,145,紙製容器製造業,2,37,28,-,-,33,27,4,1,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,150,印刷・同関連業,8,76,45,-,-,64,42,12,3,-,-,3,2,31286,38647,91743,79754,7725,49163,49163
2,13209,町田市,2,151,印刷業,8,76,45,-,-,64,42,12,3,-,-,3,2,31286,38647,91743,79754,7725,49163,49163
2,13209,町田市,1,160,化学工業,2,52,34,-,-,6,4,5,-,41,30,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,165,医薬品製造業,1,44,32,-,-,2,2,1,-,41,30,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,169,その他の化学工業,1,8,2,-,-,4,2,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,170,石油製品・石炭製品製造業,1,19,17,-,-,6,5,1,-,12,12,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,174,舗装材料製造業,1,19,17,-,-,6,5,1,-,12,12,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,180,プラスチック製品製造業（別掲を除く）,10,160,88,-,-,106,75,47,8,7,5,-,-,62510,105755,203461,187889,11572,88255,90504
2,13209,町田市,2,183,工業用プラスチック製品製造業,8,123,63,-,-,71,51,45,7,7,5,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,184,発泡・強化プラスチック製品製造業,1,18,14,-,-,17,13,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,189,その他のプラスチック製品製造業,1,19,11,-,-,18,11,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,190,ゴム製品製造業,1,12,5,-,-,8,5,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,1,12,5,-,-,8,5,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,220,鉄鋼業,2,20,14,-,-,14,13,6,1,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,229,その他の鉄鋼業,2,20,14,-,-,14,13,6,1,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,230,非鉄金属製造業,2,28,22,-,-,23,20,5,2,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,1,5,2,-,-,3,2,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,234,電線・ケーブル製造業,1,23,20,-,-,20,18,3,2,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,240,金属製品製造業,13,204,158,-,-,177,146,22,9,5,3,-,-,95597,182554,417637,344985,72652,195107,217685
2,13209,町田市,2,243,暖房・調理等装置、配管工事用附属品製造業,1,11,10,-,-,11,10,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),4,81,60,-,-,71,56,8,4,2,-,-,-,39652,126081,204656,204656,-,70388,72770
2,13209,町田市,2,245,金属素形材製品製造業,3,51,38,-,-,44,36,7,2,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,4,47,38,-,-,40,35,7,3,-,-,-,-,19301,20912,59552,-,59552,35777,35777
2,13209,町田市,2,249,その他の金属製品製造業,1,14,12,-,-,11,9,-,-,3,3,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,250,はん用機械器具製造業,5,174,112,-,-,150,101,25,12,6,6,-,-,65246,48787,427118,427118,-,359417,356224
2,13209,町田市,2,252,ポンプ・圧縮機器製造業,1,9,5,-,-,9,5,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,253,一般産業用機械・装置製造業,4,165,107,-,-,141,96,25,12,6,6,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,260,生産用機械器具製造業,9,243,149,-,-,167,128,75,21,1,-,-,-,172166,702703,1008016,447955,7517,269360,286715
2,13209,町田市,2,264,生活関連産業用機械製造業,1,7,4,-,-,6,4,1,-,-,-,-,-,x,x,x,-,x,x,x
2,13209,町田市,2,265,基礎素材産業用機械製造業,1,7,4,-,-,5,3,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,266,金属加工機械製造業,1,140,69,-,-,82,61,57,8,1,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,267,半導体・フラットパネルディスプレイ製造装置製造業,2,21,16,-,-,13,11,8,5,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,269,その他の生産用機械・同部分品製造業,4,68,56,-,-,61,49,7,7,-,-,-,-,35056,101653,146164,137086,335,41213,41213
2,13209,町田市,1,270,業務用機械器具製造業,10,760,579,-,-,545,455,134,78,82,47,5,3,421539,797903,1548515,1512190,1364,749172,733875
2,13209,町田市,2,272,サービス用・娯楽用機械器具製造業,1,44,38,-,-,39,33,-,-,5,5,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,8,678,518,-,-,478,401,124,76,77,42,1,1,x,x,x,x,x,x,x
2,13209,町田市,2,275,光学機械器具・レンズ製造業,1,38,23,-,-,28,21,10,2,-,-,4,2,x,x,x,x,-,x,x
2,13209,町田市,1,280,電子部品・デバイス・電子回路製造業,11,222,135,-,-,106,86,93,37,23,12,8,7,91699,317064,491026,182447,34748,155617,163404
2,13209,町田市,2,282,電子部品製造業,6,110,58,-,-,41,32,54,21,15,5,8,7,27156,29378,80667,55149,25109,47399,47490
2,13209,町田市,2,289,その他の電子部品・デバイス・電子回路製造業,5,112,77,-,-,65,54,39,16,8,7,-,-,64543,287686,410359,127298,9639,108218,115914
2,13209,町田市,1,290,電気機械器具製造業,12,319,173,-,-,189,146,129,27,1,-,-,-,115261,277692,532711,483892,42198,233846,236601
2,13209,町田市,2,291,発電用・送電用・配電用電気機械器具製造業,7,231,130,-,-,140,115,91,15,-,-,-,-,83472,214508,411785,399413,11232,180381,183136
2,13209,町田市,2,292,産業用電気機械器具製造業,1,23,5,-,-,3,2,20,3,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,294,電球・電気照明器具製造業,1,22,15,-,-,22,15,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,296,電子応用装置製造業,1,22,11,-,-,15,8,6,3,1,-,-,-,x,x,x,-,x,x,x
2,13209,町田市,2,297,電気計測器製造業,2,21,12,-,-,9,6,12,6,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,300,情報通信機械器具製造業,7,547,394,-,-,411,339,113,38,23,17,45,22,239974,996823,1497072,1353653,25300,449641,491956
2,13209,町田市,2,301,通信機械器具・同関連機械器具製造業,2,274,226,-,-,231,198,20,11,23,17,45,22,x,x,x,x,x,x,x
2,13209,町田市,2,302,映像・音響機械器具製造業,3,196,111,-,-,142,104,54,7,-,-,-,-,85612,389813,584210,481036,-,177305,201897
2,13209,町田市,2,303,電子計算機・同附属装置製造業,2,77,57,-,-,38,37,39,20,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,310,輸送用機械器具製造業,4,49,36,-,-,32,25,15,10,2,1,-,-,15358,22851,47318,39143,7872,22654,22654
2,13209,町田市,2,312,鉄道車両・同部分品製造業,2,36,25,-,-,19,14,15,10,2,1,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,314,航空機・同附属品製造業,1,5,4,-,-,5,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,319,その他の輸送用機械器具製造業,1,8,7,-,-,8,7,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,320,その他の製造業,12,329,252,-,-,297,239,21,7,11,6,-,-,165339,338081,821543,808675,2500,429572,450790
2,13209,町田市,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,1,7,1,-,-,3,1,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,324,楽器製造業,3,32,24,-,-,32,24,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,329,他に分類されない製造業,8,290,227,-,-,262,214,17,7,11,6,-,-,153029,325749,789306,779309,-,411023,432241
2,13210,小金井市,0,000,総数,14,326,252,-,-,271,228,52,23,3,1,2,-,143170,190684,395001,267372,5415,185164,189302
2,13210,小金井市,1,090,食料品製造業,2,13,9,-,-,9,7,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,2,097,パン・菓子製造業,2,13,9,-,-,9,7,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,1,110,繊維工業,1,5,4,-,-,5,4,-,-,-,-,2,-,x,x,x,x,-,x,x
2,13210,小金井市,2,119,その他の繊維製品製造業,1,5,4,-,-,5,4,-,-,-,-,2,-,x,x,x,x,-,x,x
2,13210,小金井市,1,140,パルプ・紙・紙加工品製造業,1,16,10,-,-,11,10,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,2,145,紙製容器製造業,1,16,10,-,-,11,10,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,1,150,印刷・同関連業,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,151,印刷業,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,160,化学工業,1,25,12,-,-,15,10,10,2,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,165,医薬品製造業,1,25,12,-,-,15,10,10,2,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,180,プラスチック製品製造業（別掲を除く）,1,15,12,-,-,10,9,5,3,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,189,その他のプラスチック製品製造業,1,15,12,-,-,10,9,5,3,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,210,窯業・土石製品製造業,1,6,5,-,-,5,5,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,211,ガラス・同製品製造業,1,6,5,-,-,5,5,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,220,鉄鋼業,1,6,4,-,-,4,3,2,1,-,-,-,-,x,x,x,-,x,x,x
2,13210,小金井市,2,229,その他の鉄鋼業,1,6,4,-,-,4,3,2,1,-,-,-,-,x,x,x,-,x,x,x
2,13210,小金井市,1,260,生産用機械器具製造業,1,15,14,-,-,9,9,4,4,2,1,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,266,金属加工機械製造業,1,15,14,-,-,9,9,4,4,2,1,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,270,業務用機械器具製造業,2,37,26,-,-,25,22,12,4,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,2,271,事務用機械器具製造業,1,10,7,-,-,8,5,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,1,27,19,-,-,17,17,10,2,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,1,310,輸送用機械器具製造業,1,29,26,-,-,28,25,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,314,航空機・同附属品製造業,1,29,26,-,-,28,25,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,320,その他の製造業,1,155,128,-,-,146,122,8,6,1,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,2,323,時計・同部分品製造業,1,155,128,-,-,146,122,8,6,1,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,0,000,総数,73,3404,2682,1,1,2772,2402,607,256,55,47,3,1,2294977,7960879,10517783,10305719,191388,2166956,2434303
2,13211,小平市,1,090,食料品製造業,8,717,466,1,1,346,268,351,179,19,18,-,-,312111,697105,1310488,1304764,-,523531,570347
2,13211,小平市,2,091,畜産食料品製造業,2,30,10,-,-,11,8,19,2,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,097,パン・菓子製造業,5,683,454,-,-,333,259,331,177,19,18,-,-,305375,662914,1261477,1255753,-,509809,556625
2,13211,小平市,2,099,その他の食料品製造業,1,4,2,1,1,2,1,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,1,110,繊維工業,3,39,13,-,-,16,11,23,2,-,-,-,-,5360,5338,19325,10353,8972,12951,12951
2,13211,小平市,2,116,外衣・シャツ製造業（和式を除く）,1,8,5,-,-,6,4,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,1,16,6,-,-,9,6,7,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,119,その他の繊維製品製造業,1,15,2,-,-,1,1,14,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,130,家具・装備品製造業,3,20,16,-,-,19,15,1,1,-,-,-,-,5744,19402,17771,14690,3081,-1510,-1510
2,13211,小平市,2,133,建具製造業,3,20,16,-,-,19,15,1,1,-,-,-,-,5744,19402,17771,14690,3081,-1510,-1510
2,13211,小平市,1,140,パルプ・紙・紙加工品製造業,3,61,28,-,-,30,24,31,4,-,-,-,-,25831,27367,57001,23560,x,26994,27438
2,13211,小平市,2,145,紙製容器製造業,3,61,28,-,-,30,24,31,4,-,-,-,-,25831,27367,57001,23560,x,26994,27438
2,13211,小平市,1,150,印刷・同関連業,7,113,70,-,-,101,68,12,2,-,-,-,-,46918,70170,154555,139113,14495,73276,78505
2,13211,小平市,2,151,印刷業,4,74,45,-,-,66,44,8,1,-,-,-,-,30838,55161,110431,x,-,46318,51547
2,13211,小平市,2,152,製版業,2,29,17,-,-,25,16,4,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,153,製本業、印刷物加工業,1,10,8,-,-,10,8,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13211,小平市,1,160,化学工業,1,7,2,-,-,2,2,5,-,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,166,化粧品・歯磨・その他の化粧用調整品製造業,1,7,2,-,-,2,2,5,-,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,1,180,プラスチック製品製造業（別掲を除く）,4,39,21,-,-,25,17,14,4,-,-,2,-,13469,15881,42638,16875,25353,24776,24776
2,13211,小平市,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,1,7,5,-,-,4,3,3,2,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,1,9,6,-,-,9,6,-,-,-,-,2,-,x,x,x,x,x,x,x
2,13211,小平市,2,183,工業用プラスチック製品製造業,1,10,3,-,-,5,3,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,189,その他のプラスチック製品製造業,1,13,7,-,-,7,5,6,2,-,-,-,-,x,x,x,-,x,x,x
2,13211,小平市,1,190,ゴム製品製造業,2,205,197,-,-,178,173,17,15,10,9,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,191,タイヤ・チューブ製造業,1,197,193,-,-,172,169,15,15,10,9,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,1,8,4,-,-,6,4,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,210,窯業・土石製品製造業,2,45,35,-,-,46,36,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,212,セメント・同製品製造業,1,24,20,-,-,25,21,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,218,骨材・石工品等製造業,1,21,15,-,-,21,15,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13211,小平市,1,230,非鉄金属製造業,1,20,5,-,-,6,4,14,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,234,電線・ケーブル製造業,1,20,5,-,-,6,4,14,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,240,金属製品製造業,6,56,37,-,-,43,35,14,3,-,-,-,-,21725,26774,88238,51259,35379,56911,56911
2,13211,小平市,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),3,16,12,-,-,15,12,2,1,-,-,-,-,8149,12087,44500,27900,15000,30012,30012
2,13211,小平市,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,1,13,11,-,-,12,10,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,249,その他の金属製品製造業,2,27,14,-,-,16,13,11,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,250,はん用機械器具製造業,4,171,127,-,-,137,107,42,26,-,-,-,-,102125,645082,1065813,1065617,196,384896,390789
2,13211,小平市,2,252,ポンプ・圧縮機器製造業,2,20,13,-,-,16,12,4,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,253,一般産業用機械・装置製造業,2,151,114,-,-,121,95,38,25,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,260,生産用機械器具製造業,10,138,116,-,-,127,112,11,4,-,-,1,1,62089,80931,201723,188505,12470,110057,111847
2,13211,小平市,2,264,生活関連産業用機械製造業,2,10,8,-,-,9,8,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,266,金属加工機械製造業,2,21,17,-,-,21,17,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,267,半導体・フラットパネルディスプレイ製造装置製造業,3,45,39,-,-,42,38,3,1,-,-,1,1,17967,16465,48147,37225,10546,27548,29338
2,13211,小平市,2,269,その他の生産用機械・同部分品製造業,3,62,52,-,-,55,49,7,3,-,-,-,-,29386,49072,109879,109507,-,56302,56302
2,13211,小平市,1,270,業務用機械器具製造業,1,23,15,-,-,12,12,11,3,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,271,事務用機械器具製造業,1,23,15,-,-,12,12,11,3,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,1,280,電子部品・デバイス・電子回路製造業,7,130,94,-,-,107,86,22,7,1,1,-,-,47232,39381,128189,87478,40711,82518,82201
2,13211,小平市,2,282,電子部品製造業,2,48,31,-,-,35,26,13,5,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,283,記録メディア製造業,1,6,5,-,-,4,4,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,284,電子回路製造業,3,54,40,-,-,49,40,5,-,-,-,-,-,18363,17093,46464,40679,5785,27320,27166
2,13211,小平市,2,285,ユニット部品製造業,1,22,18,-,-,19,16,2,1,1,1,-,-,x,x,x,-,x,x,x
