産業分類階層,産業コード,産業細分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
2,3230,時計・同部分品製造業,7,371,298,382,308,-,167720,379098,517688,448987,16707,28931,161,22902,110598,131420,92184,41800,2590,13416
3,3231,時計・同部分品製造業,7,371,298,382,308,-,167720,379098,517688,448987,16707,28931,161,22902,110598,131420,92184,41800,2590,13416
2,3240,楽器製造業,16,278,205,277,204,1,122896,135894,324458,292632,18678,x,x,7260,181581,182770,145759,2395,-,1692
3,3249,その他の楽器・楽器部品・同材料製造業,16,278,205,277,204,1,122896,135894,324458,292632,18678,x,x,7260,181581,182770,145759,2395,-,1692
2,3250,がん具・運動用具製造業,64,1720,1177,1767,1224,3,797490,3148989,5529391,3860466,70711,196,131,1597887,2180040,2263088,662366,105889,25403,88731
3,3251,娯楽用具・がん具製造業（人形を除く）,36,429,225,428,224,2,126031,372800,659861,604618,32238,1,131,22873,272532,266903,30820,2187,6,1945
3,3252,人形製造業,8,71,40,71,40,-,21567,27214,61458,60932,-,195,-,331,31708,31708,-,-,-,-
3,3253,運動用具製造業,20,1220,912,1268,960,1,649892,2748975,4808072,3194916,38473,-,-,1574683,1875800,1964477,631546,103702,25397,86786
2,3260,ペン・鉛筆・絵画用品・その他の事務用品製造業,67,838,451,832,447,6,x,x,x,x,x,67,x,45407,x,x,203079,2048,2173,4471
3,3261,万年筆・ぺン類・鉛筆製造業,27,348,200,344,198,4,97961,307591,532012,401913,88525,67,-,41507,210191,211266,5007,91,-,924
3,3262,毛筆・絵画用品製造業（鉛筆を除く）,2,27,12,27,12,-,x,x,x,x,-,-,x,-,x,x,-,-,-,-
3,3269,その他の事務用品製造業,38,463,239,461,237,2,154987,300692,664843,645178,15758,-,7,3900,334541,337336,198072,1957,2173,3547
2,3270,漆器製造業,1,4,1,4,1,-,x,x,x,x,-,x,-,-,x,x,-,-,-,-
3,3271,漆器製造業,1,4,1,4,1,-,x,x,x,x,-,x,-,-,x,x,-,-,-,-
2,3280,畳等生活雑貨製品製造業,40,509,280,507,278,2,166652,755665,1141747,904392,46054,-,-,191301,330691,358763,66390,1955,-,6726
3,3282,畳製造業,10,56,39,56,39,-,15591,36056,76302,61024,3808,-,-,11470,37527,37527,-,-,-,-
3,3283,うちわ・扇子・ちょうちん製造業,2,17,8,16,7,1,x,x,x,x,x,-,-,x,x,x,x,x,-,x
3,3284,ほうき・ブラシ製造業,17,265,142,264,141,1,89226,357273,558255,538422,1080,-,-,18753,159267,186183,60808,1907,-,5570
3,3285,喫煙用具製造業（貴金属・宝石製を除く）,2,47,25,47,25,-,x,x,x,x,x,-,-,x,x,x,x,x,-,x
3,3289,その他の生活雑貨製品製造業,9,124,66,124,66,-,37752,214506,305616,262428,41110,-,-,2078,84360,84360,-,-,-,-
2,3290,他に分類されない製造業,250,3884,2828,3884,2825,8,1828640,4476292,8557803,7394516,389617,9304,-,764366,3665871,3793764,1522879,103117,47714,112220
3,3292,看板・標識機製造業,104,1458,1125,1463,1127,2,694648,1457838,3104243,2379396,154508,5373,-,564966,1499343,1526388,548926,19672,43201,32309
3,3293,パレット製造業,7,55,48,54,47,1,24736,93268,134364,112484,2110,-,-,19770,38052,38052,-,-,-,-
3,3294,モデル・模型製造業,27,351,243,351,243,-,147328,196386,486207,481436,354,-,-,4417,266207,271926,77462,32648,-,2836
3,3295,工業用模型製造業,49,760,632,759,631,1,408515,428172,1128194,997269,121373,117,-,9435,637694,648540,215655,5764,1006,10741
3,3296,情報記録物製造業（新聞、書籍等の印刷物を除く）,6,87,67,87,67,-,42956,91386,179518,88708,52346,-,-,38464,81603,81603,-,-,-,-
3,3297,眼鏡製造業（枠を含む）,6,53,23,53,23,-,18470,38750,63324,59639,3067,30,-,588,22801,22801,-,-,-,-
3,3299,他に分類されないその他の製造業,51,1120,690,1117,687,4,491987,2170492,3461953,3275584,55859,3784,-,126726,1120171,1204454,680836,45033,3507,66334
,,,,,,,,,,,,,,,,,,,,,,
2017東京の工業　平成29年工業統計調査報告（平成28年実績）,,,,,,,,,,,,,,,,,,,,,,
第1表　産業細分類別統計表（従業者4人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類　2：産業小分類　3：産業細分類）,,,,,,,,,,,,,,,,,,,,,,
