地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等／総額（万円）,原材料使用額等／うち原材料使用額（万円）,原材料使用額等／うち燃料使用額（万円）,原材料使用額等／うち電力使用額（万円）,原材料使用額等／うち委託生産費（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（万円）,粗付加価値額（万円）
2,13218,福生市,1,24,金属製品製造業,1,42,38,-,-,37,34,5,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,1,26,生産用機械器具製造業,1,37,30,-,-,34,29,2,-,1,1,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13218,福生市,1,29,電気機械器具製造業,1,52,38,-,-,52,38,-,-,-,-,-,-,x,x,x,x,-,x,x,x,-,-,-,-,x,x
2,13218,福生市,1,31,輸送用機械器具製造業,2,123,109,-,-,102,93,16,11,5,5,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13219,狛江市,0,00,総数,4,197,114,-,-,123,96,69,15,5,3,-,-,86044,529373,295133,321,2025,61451,692267,518896,-,518,-,172853,222516,173254
2,13219,狛江市,1,15,印刷・同関連業,2,116,47,-,-,50,36,61,8,5,3,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13219,狛江市,1,26,生産用機械器具製造業,1,45,35,-,-,40,31,5,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13219,狛江市,1,27,業務用機械器具製造業,1,36,32,-,-,33,29,3,3,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13220,東大和市,0,00,総数,5,743,574,-,-,597,509,121,48,27,19,-,-,394193,5631033,5228608,57171,59866,101458,8973057,8928289,-,33205,-,11563,2700966,3157398
2,13220,東大和市,1,09,食料品製造業,1,458,354,-,-,373,326,85,28,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13220,東大和市,1,24,金属製品製造業,1,47,38,-,-,34,27,11,9,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13220,東大和市,1,27,業務用機械器具製造業,2,100,64,-,-,59,43,16,4,25,17,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13220,東大和市,1,29,電気機械器具製造業,1,138,118,-,-,131,113,9,7,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13221,清瀬市,0,00,総数,7,777,454,-,-,508,407,258,45,11,2,-,-,332630,807990,724909,741,20055,5152,1729301,1654234,2947,-,-,72120,740235,866857
2,13221,清瀬市,1,09,食料品製造業,1,92,14,-,-,13,6,78,8,1,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,14,パルプ・紙・紙加工品製造業,1,65,48,-,-,49,47,16,1,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13221,清瀬市,1,16,化学工業,2,253,110,-,-,141,97,102,11,10,2,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13221,清瀬市,1,29,電気機械器具製造業,1,45,24,-,-,34,24,11,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,31,輸送用機械器具製造業,2,322,258,-,-,271,233,51,25,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13222,東久留米市,0,00,総数,9,2996,2269,-,-,2206,1842,679,337,160,139,166,78,1595027,8233693,5283601,73293,58739,1229285,13206724,11002881,18721,-,-,2185122,4414991,4700519
2,13222,東久留米市,1,09,食料品製造業,4,1604,1181,-,-,1184,939,420,242,-,-,166,78,822160,2176087,1574583,47934,21296,1336,4597238,3954152,x,-,-,x,2135340,2249546
2,13222,東久留米市,1,10,飲料・たばこ・飼料製造業,1,194,177,-,-,100,90,9,9,85,78,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13222,東久留米市,1,26,生産用機械器具製造業,1,119,89,-,-,107,84,12,5,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,29,電気機械器具製造業,1,53,43,-,-,49,42,-,-,4,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,30,情報通信機械器具製造業,1,42,35,-,-,37,30,5,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,32,その他の製造業,1,984,744,-,-,729,657,233,76,71,60,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13223,武蔵村山市,0,00,総数,35,3607,2090,-,-,1814,1492,1717,550,149,97,16,8,1276040,4743773,3859702,43519,83962,581427,8215939,7480109,489216,95395,-,151219,3053443,3305759
2,13223,武蔵村山市,1,09,食料品製造業,9,1750,718,-,-,391,295,1352,422,7,1,16,8,399713,1981389,1727059,32184,32652,170282,3303003,3292064,-,-,-,10939,1163734,1226628
2,13223,武蔵村山市,1,11,繊維工業,1,89,28,-,-,42,26,45,2,2,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13223,武蔵村山市,1,13,家具・装備品製造業,1,137,90,-,-,149,107,30,8,7,1,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13223,武蔵村山市,1,15,印刷・同関連業,1,34,23,-,-,25,19,9,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13223,武蔵村山市,1,18,プラスチック製品製造業（別掲を除く）,1,56,25,-,-,26,25,30,-,-,-,-,-,x,x,x,-,-,-,x,x,-,-,-,-,x,x
2,13223,武蔵村山市,1,24,金属製品製造業,5,261,189,-,-,201,164,49,15,12,11,-,-,111276,99493,61327,7237,16345,13600,382974,-,382974,-,-,-,243324,264683
2,13223,武蔵村山市,1,25,はん用機械器具製造業,1,38,25,-,-,25,20,9,1,4,4,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13223,武蔵村山市,1,26,生産用機械器具製造業,7,627,528,-,-,546,475,69,50,33,24,-,-,362708,1274344,1122120,1305,14944,110895,1866237,1864188,1434,-,-,615,499006,629185
2,13223,武蔵村山市,1,27,業務用機械器具製造業,1,34,26,-,-,23,20,11,6,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13223,武蔵村山市,1,28,電子部品・デバイス・電子回路製造業,1,58,34,-,-,37,24,20,9,3,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13223,武蔵村山市,1,29,電気機械器具製造業,5,237,166,-,-,156,135,80,30,1,1,-,-,93582,224402,115616,1278,4993,97195,410598,410598,-,-,-,-,167532,172553
2,13223,武蔵村山市,1,31,輸送用機械器具製造業,2,286,238,-,-,193,182,13,3,80,53,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13224,多摩市,0,00,総数,9,727,453,-,-,467,361,216,58,44,34,-,-,325863,1059781,778870,2623,15086,131584,2112421,2001825,12050,-,-,98546,967602,1019594
2,13224,多摩市,1,09,食料品製造業,2,90,28,-,-,43,21,39,2,8,5,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13224,多摩市,1,15,印刷・同関連業,2,321,193,-,-,146,119,144,50,31,24,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13224,多摩市,1,18,プラスチック製品製造業（別掲を除く）,1,30,17,-,-,30,17,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13224,多摩市,1,27,業務用機械器具製造業,1,162,144,-,-,160,144,2,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13224,多摩市,1,28,電子部品・デバイス・電子回路製造業,2,72,34,-,-,55,34,17,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13224,多摩市,1,30,情報通信機械器具製造業,1,52,37,-,-,33,26,14,6,5,5,-,-,x,x,x,x,x,-,x,x,x,-,-,-,x,x
2,13225,稲城市,0,00,総数,8,1062,667,-,-,545,470,385,116,145,94,-,-,590316,967690,752756,25696,52934,92150,2013877,1520950,488884,-,-,4043,865510,982055
2,13225,稲城市,1,09,食料品製造業,2,418,168,-,-,72,64,293,73,53,31,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13225,稲城市,1,10,飲料・たばこ・飼料製造業,1,122,103,-,-,92,84,10,6,20,13,-,-,x,x,x,x,x,-,x,-,x,-,-,-,x,x
2,13225,稲城市,1,18,プラスチック製品製造業（別掲を除く）,1,72,62,-,-,44,43,10,8,18,11,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13225,稲城市,1,24,金属製品製造業,1,320,243,-,-,238,195,42,21,48,35,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13225,稲城市,1,26,生産用機械器具製造業,1,34,15,-,-,19,15,14,1,6,4,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13225,稲城市,1,28,電子部品・デバイス・電子回路製造業,1,58,39,-,-,42,32,16,7,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13225,稲城市,1,30,情報通信機械器具製造業,1,38,37,-,-,38,37,-,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13227,羽村市,0,00,総数,27,7287,6663,-,-,5511,5167,1221,983,585,540,9,-,4080283,39065129,36840257,129892,265960,1382233,65324954,64990058,251691,3282,-,79923,23472690,24465280
2,13227,羽村市,1,13,家具・装備品製造業,1,33,27,-,-,20,17,5,3,8,7,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13227,羽村市,1,14,パルプ・紙・紙加工品製造業,1,96,61,-,-,50,44,46,17,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,15,印刷・同関連業,1,68,65,-,-,63,62,5,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,16,化学工業,1,124,87,-,-,102,78,6,-,17,9,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13227,羽村市,1,22,鉄鋼業,1,234,206,-,-,199,180,15,11,20,15,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13227,羽村市,1,23,非鉄金属製造業,1,56,49,-,-,34,30,19,17,3,2,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13227,羽村市,1,25,はん用機械器具製造業,2,620,572,-,-,505,481,95,73,20,18,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13227,羽村市,1,26,生産用機械器具製造業,3,336,298,-,-,272,255,35,17,29,26,-,-,135909,732688,637617,219,16055,78797,1034064,1005276,27275,1513,-,-,274540,331328
2,13227,羽村市,1,28,電子部品・デバイス・電子回路製造業,2,179,119,-,-,135,100,21,8,27,13,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13227,羽村市,1,29,電気機械器具製造業,4,213,122,-,-,131,106,81,16,1,-,9,-,x,x,170845,x,1703,29635,x,x,-,x,-,x,x,x
2,13227,羽村市,1,31,輸送用機械器具製造業,7,5090,4902,-,-,3855,3701,802,778,458,448,-,-,2993958,32986900,32336234,58048,149841,79597,56766398,56564485,199113,-,-,2800,21394688,22055180
2,13227,羽村市,1,32,その他の製造業,3,238,155,-,-,145,113,91,40,2,2,-,-,114797,588871,539845,881,12492,23406,989651,974435,-,-,-,15216,309367,373718
2,13228,あきる野市,0,00,総数,11,1099,922,-,-,876,784,196,117,36,30,-,-,601831,1620522,1274389,4371,24774,179138,2990217,2907961,14899,-,-,67357,1199526,1287183
2,13228,あきる野市,1,09,食料品製造業,1,97,54,-,-,17,13,80,41,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,-,x,x
2,13228,あきる野市,1,14,パルプ・紙・紙加工品製造業,1,31,25,-,-,27,23,4,2,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,23,非鉄金属製造業,2,149,131,-,-,148,132,2,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13228,あきる野市,1,25,はん用機械器具製造業,1,142,130,-,-,133,124,8,6,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13228,あきる野市,1,26,生産用機械器具製造業,1,60,44,-,-,54,44,5,-,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,27,業務用機械器具製造業,1,88,75,-,-,88,75,-,-,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,29,電気機械器具製造業,1,191,159,-,-,155,138,39,25,2,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13228,あきる野市,1,31,輸送用機械器具製造業,3,341,304,-,-,254,235,58,43,32,29,-,-,229920,521585,396562,347,8532,109415,1073784,1073784,-,-,-,-,438185,520403
2,13229,西東京市,0,00,総数,5,724,617,-,-,561,509,72,48,96,63,-,-,405707,1133176,931453,1293,23115,158448,1826171,1590466,125438,-,-,110267,562484,649007
2,13229,西東京市,1,15,印刷・同関連業,1,56,51,-,-,45,41,11,10,-,-,-,-,x,x,x,x,x,-,x,-,x,-,-,x,x,x
2,13229,西東京市,1,25,はん用機械器具製造業,1,399,335,-,-,318,288,2,1,79,46,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13229,西東京市,1,27,業務用機械器具製造業,2,162,128,-,-,119,105,38,16,9,9,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13229,西東京市,1,32,その他の製造業,1,107,103,-,-,79,75,21,21,8,8,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,0,00,総数,52,5940,4379,-,-,4161,3612,1138,311,688,501,6,1,2802785,24200827,22568752,174484,196691,980479,58139228,57371991,489911,38743,5601,232982,32888100,31537557
1,13300,郡部,1,09,食料品製造業,9,712,303,-,-,220,160,371,79,121,64,5,-,228154,1401842,1141557,43450,34406,157441,1857613,1850119,-,-,-,7494,377822,424654
1,13300,郡部,1,14,パルプ・紙・紙加工品製造業,2,80,39,-,-,51,35,28,4,1,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
1,13300,郡部,1,15,印刷・同関連業,3,262,153,-,-,158,134,103,18,1,1,-,-,94887,429522,269258,7834,20407,129067,959129,857375,96775,-,3922,1057,430878,503532
1,13300,郡部,1,16,化学工業,2,207,181,-,-,202,177,2,2,5,4,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13300,郡部,1,18,プラスチック製品製造業（別掲を除く）,2,106,52,-,-,39,31,68,22,2,2,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
1,13300,郡部,1,21,窯業・土石製品製造業,2,106,96,-,-,94,89,12,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,1,22,鉄鋼業,1,56,49,-,-,47,40,9,9,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13300,郡部,1,23,非鉄金属製造業,1,70,67,-,-,63,60,3,3,4,4,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,1,24,金属製品製造業,1,71,50,-,-,48,37,21,11,2,2,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
1,13300,郡部,1,25,はん用機械器具製造業,1,35,27,-,-,35,27,-,-,-,-,-,-,x,x,x,-,x,x,x,-,x,-,-,-,x,x
1,13300,郡部,1,26,生産用機械器具製造業,3,150,110,-,-,115,103,33,16,16,4,-,-,57889,153276,102975,426,4738,43205,283835,262235,-,-,-,21600,123391,125946
1,13300,郡部,1,27,業務用機械器具製造業,4,428,315,-,-,311,264,92,42,35,18,-,-,217544,692674,652141,900,6528,26938,855277,819013,208,35742,-,314,228188,164722
1,13300,郡部,1,28,電子部品・デバイス・電子回路製造業,3,137,85,-,-,87,75,43,9,7,1,-,-,38993,38408,19808,18,3734,13654,105014,72402,32612,-,-,-,53483,62145
1,13300,郡部,1,29,電気機械器具製造業,6,450,328,-,-,311,269,130,51,25,24,1,1,196045,885972,757827,131,4783,123103,1796268,1625935,170333,-,-,-,787687,905194
1,13300,郡部,1,30,情報通信機械器具製造業,1,157,92,-,-,139,91,18,1,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
1,13300,郡部,1,31,輸送用機械器具製造業,9,2750,2308,-,-,2086,1900,196,32,469,377,-,-,1462132,18869704,18400569,13269,56352,333105,49055458,48943466,108991,3001,-,-,29569714,27954062
1,13300,郡部,1,32,その他の製造業,2,163,124,-,-,155,120,9,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13303,瑞穂町,0,00,総数,40,4799,3588,-,-,3319,2922,907,243,589,438,5,-,2253940,21782731,20607961,162653,158316,662832,54133683,53774400,222803,38743,5536,92201,31471577,29977090
2,13303,瑞穂町,1,09,食料品製造業,8,612,236,-,-,181,127,343,68,88,41,5,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,14,パルプ・紙・紙加工品製造業,1,38,22,-,-,27,21,10,1,1,-,-,-,x,x,x,x,x,x,x,x,-,-,x,-,x,x
2,13303,瑞穂町,1,15,印刷・同関連業,2,166,116,-,-,118,104,47,11,1,1,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
2,13303,瑞穂町,1,16,化学工業,2,207,181,-,-,202,177,2,2,5,4,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13303,瑞穂町,1,18,プラスチック製品製造業（別掲を除く）,2,106,52,-,-,39,31,68,22,2,2,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13303,瑞穂町,1,21,窯業・土石製品製造業,2,106,96,-,-,94,89,12,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13303,瑞穂町,1,22,鉄鋼業,1,56,49,-,-,47,40,9,9,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13303,瑞穂町,1,23,非鉄金属製造業,1,70,67,-,-,63,60,3,3,4,4,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13303,瑞穂町,1,24,金属製品製造業,1,71,50,-,-,48,37,21,11,2,2,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,25,はん用機械器具製造業,1,35,27,-,-,35,27,-,-,-,-,-,-,x,x,x,-,x,x,x,-,x,-,-,-,x,x
2,13303,瑞穂町,1,26,生産用機械器具製造業,2,86,65,-,-,62,55,19,9,5,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,27,業務用機械器具製造業,3,134,104,-,-,98,90,45,22,1,1,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13303,瑞穂町,1,28,電子部品・デバイス・電子回路製造業,2,93,49,-,-,46,40,40,8,7,1,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13303,瑞穂町,1,29,電気機械器具製造業,3,163,115,-,-,85,74,74,37,4,4,-,-,x,x,121525,x,1137,27099,x,x,x,-,-,-,x,x
2,13303,瑞穂町,1,30,情報通信機械器具製造業,1,157,92,-,-,139,91,18,1,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13303,瑞穂町,1,31,輸送用機械器具製造業,8,2699,2267,-,-,2035,1859,196,32,469,377,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13305,日の出町,0,00,総数,12,1141,791,-,-,842,690,231,68,99,63,1,1,548845,2418096,1960791,11831,38375,317647,4005545,3597591,267108,-,65,140781,1416523,1560467
2,13305,日の出町,1,09,食料品製造業,1,100,67,-,-,39,33,28,11,33,23,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13305,日の出町,1,14,パルプ・紙・紙加工品製造業,1,42,17,-,-,24,14,18,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13305,日の出町,1,15,印刷・同関連業,1,96,37,-,-,40,30,56,7,-,-,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
2,13305,日の出町,1,26,生産用機械器具製造業,1,64,45,-,-,53,48,14,7,11,3,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13305,日の出町,1,27,業務用機械器具製造業,1,294,211,-,-,213,174,47,20,34,17,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,28,電子部品・デバイス・電子回路製造業,1,44,36,-,-,41,35,3,1,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13305,日の出町,1,29,電気機械器具製造業,3,287,213,-,-,226,195,56,14,21,20,1,1,x,x,636302,x,3646,96004,x,x,x,-,-,-,x,x
2,13305,日の出町,1,31,輸送用機械器具製造業,1,51,41,-,-,51,41,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,32,その他の製造業,2,163,124,-,-,155,120,9,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13307,檜原村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13308,奥多摩町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13350,島部,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13361,大島町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13362,利島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13363,新島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13364,神津島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13381,三宅村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13382,御蔵島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13401,八丈町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13402,青ヶ島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13421,小笠原村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017東京の工業　平成29年工業統計調査報告（平成28年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第5-1-a表　区市町村，産業中分類別統計表（従業者30人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都　1：区部・市部・郡部・島部　2：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
