固定資産台帳（H29.3.31現在）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
財産番号,財産枝番,資産名称,所在地,地目名称,設置場所,補助科目名称,会計名称,目的別資産区分,資産区分,償却対象区分,リース・PFI区分,売却可能区分,資産用途,資産構造,耐用年数,稼働年数,単価,数量,単位,面積,取得年度,取得日,売却・除却年度,売却・除却日,摘要,取得価額,期首簿価,減価償却累計額,評価増減等累計,除売却累計,当期取得額,当期減価償却額,当期評価増減等,当期除売却,期末簿価,予備1,予備2,予備3,予備4,予備5
備品22405001-126,0,ﾋﾟｱﾉ,,,業平小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,32,,1,,,昭和59年度,1984/12/22,,,,"514,000",1,"513,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊUX-2                                           ,3319_0
備品22405001-128,0,ﾋﾟｱﾉ,,,両国小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,34,,1,,,昭和57年度,1982/8/16,,,,"948,000",1,"947,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3320_0
備品22405001-129,0,ﾋﾟｱﾉ,,,両国小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,26,,1,,,平成2年度,1990/7/31,,,,"1,208,345",1,"1,208,344",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3321_0
備品22405001-13,0,ﾋﾟｱﾉ,,,文花保育園                                                                                          ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,31,,1,,,昭和60年度,1986/2/15,,,,"636,000",1,"635,999",0,0,0,0,0,0,1,7,18,,ﾔﾏﾊ ｱｯﾌﾟﾗｲﾄﾋﾟｱﾉ UX-3                                ,3262_0
備品22405001-130,0,ﾋﾟｱﾉ,,,横川小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,39,,1,,,昭和52年度,1977/10/31,,,,"824,500",1,"824,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3322_0
備品22405001-131,0,ﾋﾟｱﾉ,,,横川小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3323_0
備品22405001-132,0,ﾋﾟｱﾉ,,,横川小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,37,,1,,,昭和54年度,1979/10/31,,,,"559,300",1,"559,299",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊYUA                                            ,3324_0
備品22405001-134,0,ﾋﾟｱﾉ,,,菊川小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/9/26,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3326_0
備品22405001-136,0,ﾋﾟｱﾉ,,,立花吾嬬の森小学校                                                                                  ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/9/30,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3327_0
備品22405001-138,0,ﾋﾟｱﾉ,,,第三吾嬬小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,26,,1,,,平成2年度,1990/7/31,,,,"1,208,345",1,"1,208,344",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3328_0
備品22405001-139,0,ﾋﾟｱﾉ,,,第四吾嬬小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/9/30,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3329_0
備品22405001-141,0,ﾋﾟｱﾉ,,,八広小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,39,,1,,,昭和52年度,1977/7/20,,,,"780,000",1,"779,999",0,0,0,0,0,0,1,9,18,,ｸﾞﾗﾝﾄﾞ式                                             ,3330_0
備品22405001-142,0,ﾋﾟｱﾉ,,,八広小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/9/30,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3331_0
備品22405001-143,0,ﾋﾟｱﾉ,,,第一寺島小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/9/5,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3332_0
備品22405001-145,0,ﾋﾟｱﾉ,,,第二寺島小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,37,,1,,,昭和54年度,1979/7/15,,,,"824,000",1,"823,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3334_0
備品22405001-146,0,ﾋﾟｱﾉ,,,第二寺島小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3335_0
備品22405001-147,0,ﾋﾟｱﾉ,,,第三寺島小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,35,,1,,,昭和56年度,1981/5/22,,,,"948,000",1,"947,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3336_0
備品22405001-148,0,ﾋﾟｱﾉ,,,第三寺島小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/9/30,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3337_0
備品22405001-149,0,ﾋﾟｱﾉ,,,隅田小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,41,,1,,,昭和50年度,1975/5/24,,,,"850,000",1,"849,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3338_0
備品22405001-150,0,ﾋﾟｱﾉ,,,隅田小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3339_0
備品22405001-154,0,ﾋﾟｱﾉ,,,曳舟小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,32,,1,,,昭和59年度,1985/2/28,,,,"1,100,000",1,"1,099,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3340_0
備品22405001-155,0,ﾋﾟｱﾉ,,,曳舟小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,26,,1,,,平成2年度,1990/7/31,,,,"1,208,345",1,"1,208,344",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3341_0
備品22405001-157,0,ﾋﾟｱﾉ,,,業平小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3342_0
備品22405001-158,0,ﾋﾟｱﾉ,,,梅若小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/9/30,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3343_0
備品22405001-161,0,ﾋﾟｱﾉ,,,中川小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,35,,1,,,昭和56年度,1981/7/6,,,,"948,000",1,"947,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3344_0
備品22405001-162,0,ﾋﾟｱﾉ,,,中川小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,26,,1,,,平成2年度,1990/7/31,,,,"1,208,344",1,"1,208,343",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3345_0
備品22405001-163,0,ﾋﾟｱﾉ,,,東吾嬬小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,40,,1,,,昭和51年度,1977/3/31,,,,"824,000",1,"823,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3346_0
備品22405001-164,0,ﾋﾟｱﾉ,,,東吾嬬小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3347_0
備品22405001-165,0,ﾋﾟｱﾉ,,,押上小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/8/24,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3348_0
備品22405001-166,0,ﾋﾟｱﾉ,,,立花吾嬬の森小学校                                                                                  ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3349_0
備品22405001-169,0,ﾋﾟｱﾉ,,,二葉小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3350_0
備品22405001-174,0,ﾋﾟｱﾉ,,,墨田中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3351_0
備品22405001-175,0,ﾋﾟｱﾉ,,,本所中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,29,,1,,,昭和62年度,1988/3/5,,,,"969,000",1,"968,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5A                                            ,3352_0
備品22405001-177,0,ﾋﾟｱﾉ,,,両国中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,26,,1,,,平成2年度,1990/7/31,,,,"1,173,150",1,"1,173,149",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3353_0
備品22405001-179,0,ﾋﾟｱﾉ,,,竪川中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,34,,1,,,昭和57年度,1982/5/25,,,,"948,000",1,"947,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3355_0
備品22405001-180,0,ﾋﾟｱﾉ,,,竪川中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,26,,1,,,平成2年度,1990/7/31,,,,"1,208,344",1,"1,208,343",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3356_0
備品22405001-181,0,ﾋﾟｱﾉ,,,錦糸中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,34,,1,,,昭和57年度,1982/8/6,,,,"948,000",1,"947,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3357_0
備品22405001-182,0,ﾋﾟｱﾉ,,,外手小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3358_0
備品22405001-183,0,ﾋﾟｱﾉ,,,吾嬬第二中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,37,,1,,,昭和54年度,1979/10/2,,,,"824,000",1,"823,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3359_0
備品22405001-184,0,ﾋﾟｱﾉ,,,吾嬬第二中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/9/30,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3360_0
備品22405001-190,0,ﾋﾟｱﾉ,,,寺島中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,31,,1,,,昭和60年度,1985/6/28,,,,"725,000",1,"724,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG3E                                            ,3363_0
備品22405001-191,0,ﾋﾟｱﾉ,,,寺島中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/8/31,,,,"1,098,495",1,"1,098,494",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3364_0
備品22405001-193,0,ﾋﾟｱﾉ,,,桜堤中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1988/9/30,,,,"1,047,750",1,"1,047,749",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3365_0
備品22405001-194,0,ﾋﾟｱﾉ,,,墨田中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,26,,1,,,平成2年度,1990/9/14,,,,"1,195,830",1,"1,195,829",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5B                                            ,3366_0
備品22405001-196,0,ﾋﾟｱﾉ,,,吾嬬立花中学校                                                                                      ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,33,,1,,,昭和58年度,1984/3/31,,,,"948,000",1,"947,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊG5E                                            ,3368_0
備品22405001-197,0,ﾋﾟｱﾉ,,,鐘ヶ淵北保育園                                                                                      ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,5,17,,1,,,平成11年度,1999/11/15,,,,"557,550",1,"557,549",0,0,0,0,0,0,1,5,18,,ﾔﾏﾊYU-1                                           ,3369_0
備品22405001-198,0,ﾋﾟｱﾉ,,,きんし保育園                                                                                        ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,5,17,,1,,,平成11年度,1999/11/15,,,,"557,550",1,"557,549",0,0,0,0,0,0,1,5,18,,ﾔﾏﾊYU-1                                           ,3370_0
備品22405001-2,0,ﾋﾟｱﾉ,,,東向島児童館                                                                                        ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,5,27,,1,,,平成元年度,1989/10/27,,,,"508,820",1,"508,819",0,0,0,0,0,0,1,5,18,,ﾔﾏﾊ U301                                          ,3256_0
備品22405001-200,0,ﾋﾟｱﾉ,,,なりひらホーム                                                                                      ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,5,16,,1,,,平成12年度,2000/4/1,,,,"514,500",1,"514,499",0,0,0,0,0,0,1,5,18,,YM10S･椅子付き                                        ,3371_0
備品22405001-201,0,ﾋﾟｱﾉ,,,本所中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,16,,1,,,平成12年度,2000/10/30,,,,"1,601,250",1,"1,601,249",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C3L                                           ,3372_0
備品22405001-203,0,ﾋﾟｱﾉ,,,シルバープラザ梅若　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,5,15,,1,,,平成13年度,2001/10/25,,,,"516,600",1,"516,599",0,0,0,0,0,0,1,5,18,,ﾔﾏﾊYM5S(椅子･ｶﾊﾞｰ･防震ｺﾞﾑｲﾝ･設置費                         ,3373_0
備品22405001-204,0,ﾋﾟｱﾉ,,,錦糸中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,14,,1,,,平成14年度,2002/12/24,,,,"1,732,500",1,"1,732,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C5L(ｸﾞﾗﾝﾄﾞ)                                     ,3374_0
備品22405001-205,0,ﾋﾟｱﾉ,,,梅若小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,13,,1,,,平成15年度,2003/12/17,,,,"1,719,900",1,"1,719,899",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C5L                                           ,3375_0
備品22405001-206,0,ﾋﾟｱﾉ,,,押上小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,13,,1,,,平成15年度,2003/12/17,,,,"1,719,900",1,"1,719,899",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C5L                                           ,3376_0
備品22405001-207,0,ﾋﾟｱﾉ,,,吾嬬立花中学校                                                                                      ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,13,,1,,,平成15年度,2003/11/27,,,,"1,816,500",1,"1,816,499",0,0,0,0,0,0,1,9,18,,ｸﾞﾗﾝﾄﾞﾋﾟｱﾉ ﾔﾏﾊC3LA                                   ,3377_0
備品22405001-208,0,ﾋﾟｱﾉ,,,吾嬬第二中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,12,,1,,,平成16年度,2004/8/11,,,,"1,777,650",1,"1,777,649",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C5L                                           ,3378_0
備品22405001-209,0,ﾋﾟｱﾉ,,,文花中学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,12,,1,,,平成16年度,2004/8/11,,,,"1,777,650",1,"1,777,649",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C5L                                           ,3379_0
備品22405001-210,0,ﾋﾟｱﾉ,,,第三寺島幼稚園　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,12,,1,,,平成16年度,2004/8/11,,,,"682,500",1,"682,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ YU30                                          ,3380_0
備品22405001-212,0,ﾋﾟｱﾉ,,,小梅小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,12,,1,,,平成16年度,2004/12/22,,,,"1,837,500",1,"1,837,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C5L                                           ,3381_0
備品22405001-213,0,ﾋﾟｱﾉ,,,第三吾嬬小学校　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,12,,1,,,平成16年度,2004/12/22,,,,"1,837,500",1,"1,837,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C5L                                           ,3382_0
備品22405001-215,0,ﾋﾟｱﾉ,,,寺島中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,11,,1,,,平成17年度,2005/9/28,,,,"1,729,350",1,"1,729,349",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C5L                                                                                      ,3383_0
備品22405001-217,0,ﾋﾟｱﾉ,,,柳島幼稚園                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,11,,1,,,平成17年度,2005/9/28,,,,"715,050",1,"715,049",0,0,0,0,0,0,1,9,18,,ｱｯﾌﾟﾗｲﾄﾋﾟｱﾉ ﾔﾏﾊ YU30                                                                ,3385_0
備品22405001-218,0,ﾋﾟｱﾉ,,,竪川中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,11,,1,,,平成17年度,2006/3/31,,,,"1,732,500",1,"1,732,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊC5L                                                                                        ,3386_0
備品22405001-219,0,ﾋﾟｱﾉ,,,桜堤中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,11,,1,,,平成17年度,2006/3/31,,,,"1,732,500",1,"1,732,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊC5L                                                                                        ,3387_0
備品22405001-220,0,ﾋﾟｱﾉ,,,言問小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,10,,1,,,平成18年度,2006/10/3,,,,"1,648,500",1,"1,648,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊｸﾞﾗﾝﾄﾞﾋﾟｱﾉ C5L                                                                        ,3388_0
備品22405001-221,0,ﾋﾟｱﾉ,,,柳島小学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,10,,1,,,平成18年度,2006/10/3,,,,"1,648,500",1,"1,648,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊｸﾞﾗﾝﾄﾞﾋﾟｱﾉ C5L                                                                        ,3389_0
備品22405001-222,0,ﾋﾟｱﾉ,,,第四吾嬬小学校                                                                                      ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,10,,1,,,平成18年度,2006/10/3,,,,"1,648,500",1,"1,648,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊｸﾞﾗﾝﾄﾞﾋﾟｱﾉ C5L                                                                        ,3390_0
備品22405001-223,0,ﾋﾟｱﾉ,,,緑幼稚園                                                                                            ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,10,,1,,,平成18年度,2006/10/3,,,,"661,500",1,"661,499",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊｱｯﾌﾟﾗｲﾄﾋﾟｱﾉ YU30                                                                  ,3391_0
備品22405001-224,0,ﾋﾟｱﾉ,,,八広児童館                                                                                          ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,5,10,,1,,,平成18年度,2006/11/8,,,,"537,600",1,"537,599",0,0,0,0,0,0,1,5,18,,ｱｯﾌﾟﾗｲﾄﾋﾟｱﾉ ﾔﾏﾊYU11                                                                  ,3392_0
備品22405001-225,0,ﾋﾟｱﾉ,,,両国中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,10,,1,,,平成18年度,2007/3/28,,,,"1,890,000",1,"1,889,999",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C5L                                                                                      ,3393_0
備品22405001-226,0,ﾋﾟｱﾉ,,,八広幼稚園                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,9,,1,,,平成19年度,2007/5/10,,,,"676,200",1,"676,199",0,0,0,0,0,0,1,9,18,,ｱｯﾌﾟﾗｲﾄﾋﾟｱﾉ ﾔﾏﾊYU33                                                                  ,3394_0
備品22405001-227,0,ﾋﾟｱﾉ,,,本所中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,9,,1,,,平成19年度,2007/5/10,,,,"1,787,100",1,"1,787,099",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ C3LA                                                                                    ,3395_0
備品22405001-228,0,ﾋﾟｱﾉ,,,墨田中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,8,,1,,,平成20年度,2008/8/11,,,,"1,780,800",1,"1,780,799",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ ｸﾞﾗﾝﾄﾞﾋﾟｱﾉ C3                                                                        ,3396_0
備品22405001-229,0,ﾋﾟｱﾉ,,,菊川幼稚園                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,8,,1,,,平成20年度,2008/8/11,,,,"696,150",1,"696,149",0,0,0,0,0,0,1,9,18,,ﾔﾏﾊ ｱｯﾌﾟﾗｲﾄﾋﾟｱﾉ YU33                                                                ,3397_0
備品22405001-230,0,ﾋﾟｱﾉ,,,桜堤中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,7,,1,,,平成21年度,2009/7/13,,,,"1,932,000",1,"1,931,999",0,0,0,0,0,0,1,9,18,,ｸﾞﾗﾝﾄﾞﾋﾟｱﾉ･ﾔﾏﾊC5                                                                          ,3398_0
