調査項目,回答,全体(人),青ヶ島村(人),昭島市(人),あきる野市(人),足立区(人),荒川区(人),板橋区(人),稲城市(人),江戸川区(人),青梅市(人),大島町(人),大田区(人),小笠原村(人),奥多摩町(人),葛飾区(人),北区(人),清瀬市(人),国立市(人),神津島村(人),江東区(人),小金井市(人),国分寺市(人),小平市(人),狛江市(人),品川区(人),渋谷区(人),新宿区(人),杉並区(人),墨田区(人),世田谷区(人),台東区(人),立川市(人),多摩市(人),中央区(人),調布市(人),千代田区(人),豊島区(人),利島村(人),中野区(人),新島村(人),西東京市(人),練馬区(人),八王子市(人),八丈町(人),羽村市(人),東久留米市(人),東村山市(人),東大和市(人),日野市(人),日の出町(人),檜原村(人),府中市(人),福生市(人),文京区(人),町田市(人),御蔵島村(人),瑞穂町(人),三鷹市(人),港区(人),三宅村(人),武蔵野市(人),武蔵村山市(人),目黒区(人),上記以外(人)
参加したいスポーツ活動,ルールが簡単,891,0,7,7,35,12,38,4,47,9,1,53,0,9,23,19,10,9,2,23,10,5,12,4,21,11,21,30,20,66,10,12,10,12,24,4,20,0,18,0,15,49,40,1,3,10,8,2,23,0,0,17,2,11,29,0,1,15,13,0,14,5,15,0
参加したいスポーツ活動,自分のペースに合わせてできる,1507,0,16,8,66,16,68,10,74,13,0,89,0,15,40,40,12,12,1,53,9,13,28,10,42,19,28,55,25,105,16,17,24,20,37,8,32,0,36,0,31,89,61,1,5,14,17,9,29,3,0,29,6,18,43,1,1,20,25,0,19,8,21,0
参加したいスポーツ活動,汗をかかない,151,0,0,1,12,2,7,1,15,1,1,12,0,1,3,7,0,0,0,3,1,3,2,1,6,3,4,3,4,8,2,1,3,0,3,0,1,0,4,0,1,8,2,0,0,1,1,0,2,1,0,0,0,3,3,0,0,4,4,0,3,1,2,0
参加したいスポーツ活動,自宅で実施できる,570,0,5,4,33,9,33,5,26,6,0,36,0,3,18,13,4,3,1,17,4,5,8,7,18,12,7,17,10,39,4,7,9,6,13,3,9,0,10,0,11,37,23,1,1,8,2,2,9,2,0,9,1,6,18,0,0,7,12,0,7,4,6,0
参加したいスポーツ活動,短い時間で実施できる,705,0,4,8,37,12,34,3,43,4,0,43,0,6,22,14,5,4,1,19,4,8,10,9,24,9,16,28,14,50,6,6,9,3,14,4,11,0,16,0,15,43,24,1,1,4,6,3,14,1,0,16,4,8,28,0,0,7,10,0,11,2,7,0
参加したいスポーツ活動,上達したことが分かる,362,0,1,2,18,3,22,3,26,0,0,23,0,3,10,9,0,3,1,16,2,6,5,3,12,5,8,14,7,27,1,4,3,6,6,0,9,0,6,0,3,23,10,1,1,3,3,1,8,0,0,6,1,4,13,0,0,4,5,0,6,0,6,0
参加したいスポーツ活動,ゲーム機を使い体を動かして行なうスポーツ・フィットネス等,203,0,1,1,14,4,9,2,11,2,0,12,0,3,8,3,0,2,0,9,2,3,3,3,4,1,2,6,3,12,1,0,2,1,1,2,4,0,1,0,5,15,9,0,0,0,2,0,7,0,0,5,2,2,9,0,0,6,3,0,6,0,0,0
参加したいスポーツ活動,好きな種目を選べる,468,0,3,6,20,9,25,5,23,2,0,26,0,5,10,7,4,1,1,17,2,6,12,4,13,6,11,13,8,33,2,6,7,5,9,1,9,0,8,0,11,30,24,0,2,3,6,1,10,1,0,8,3,6,14,0,0,5,7,0,7,6,5,0
参加したいスポーツ活動,やったことがないスポーツを試せる,138,0,0,4,4,4,11,1,8,0,0,7,0,2,4,3,0,0,0,5,0,2,4,2,1,1,5,1,4,10,1,0,0,4,1,0,4,0,2,0,3,8,4,0,0,3,1,0,2,0,0,2,1,1,5,0,0,4,3,0,3,1,2,0
参加したいスポーツ活動,予約や申し込みなしに、参加したいときに参加できる,355,0,0,2,13,5,14,5,23,3,0,18,0,5,7,15,4,1,0,15,2,2,6,1,7,1,10,11,10,21,7,4,8,4,4,0,14,0,6,0,6,21,13,1,0,3,4,0,12,0,0,9,0,3,8,0,0,8,4,0,5,3,7,0
参加したいスポーツ活動,有名な選手に会える,85,0,1,1,5,0,5,1,6,1,0,7,0,0,1,2,0,1,0,3,1,2,1,1,2,0,6,2,4,6,1,2,2,0,1,1,4,0,2,0,1,4,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
参加したいスポーツ活動,親子で一緒に参加ができる,149,0,1,1,7,6,5,2,9,0,0,6,0,1,4,3,0,0,0,4,1,0,2,1,11,2,1,4,3,12,1,0,1,0,8,0,3,1,0,0,3,10,7,0,0,2,1,0,5,0,0,4,2,1,3,0,0,4,1,0,3,1,2,0
参加したいスポーツ活動,新しい友達をつくることができる,263,0,1,3,6,4,5,3,17,2,0,13,0,3,9,6,1,3,1,12,1,1,3,3,10,5,8,9,9,28,0,3,4,3,8,0,6,0,7,0,3,15,6,0,0,2,3,0,7,0,0,2,1,0,6,0,0,4,3,0,6,2,6,0
参加したいスポーツ活動,スポーツ以外に芸術・文化的なパフォーマンスも楽しめる,130,0,0,0,9,3,8,2,6,0,0,7,0,0,4,3,1,0,0,2,0,1,2,1,5,1,4,5,5,8,0,1,2,3,5,0,4,0,2,0,0,8,4,0,1,1,1,0,4,0,0,1,1,1,3,0,0,4,1,0,2,2,2,0
参加したいスポーツ活動,失敗しても笑われたり恥ずかしい思いをしない,365,0,3,2,16,9,14,3,16,4,0,16,0,4,9,12,2,3,1,13,4,2,11,2,10,4,11,14,9,20,4,6,2,7,9,2,8,0,6,0,6,19,11,0,2,6,2,0,7,1,0,7,1,5,8,0,0,7,8,0,6,3,8,0
参加したいスポーツ活動,新しい道具やウェアを買わなくてよい,326,0,0,1,15,6,18,2,12,1,0,23,0,4,6,8,3,0,1,10,3,2,10,3,10,3,8,13,10,23,1,7,3,3,10,0,10,0,7,0,5,11,12,0,2,4,4,2,9,1,0,5,1,6,7,0,0,3,4,0,5,2,7,0
参加したいスポーツ活動,その他,63,0,1,0,2,0,5,3,4,0,0,3,0,0,2,1,1,0,0,4,2,0,2,0,3,1,1,1,1,3,0,1,0,1,0,0,1,0,2,0,1,3,3,0,2,1,0,0,1,0,0,1,0,3,1,0,0,0,0,0,1,0,1,0
参加したいスポーツ活動,どのようなスポーツや運動でも参加したいと思わない,909,2,4,5,58,14,39,7,41,11,0,32,0,13,35,28,4,2,0,27,9,7,14,5,25,9,19,39,14,46,15,17,10,10,22,1,12,0,22,0,21,56,54,1,4,7,12,4,7,0,1,15,5,14,27,0,2,11,17,1,8,5,19,0
スポーツ・運動の継続実施に必要なもの,スタジアム、体育館などの建物や設備のバリアフリー化,344,0,1,0,16,5,11,4,12,3,1,23,0,2,6,10,2,3,1,9,2,3,7,1,18,8,10,14,9,25,3,4,2,6,11,2,8,0,9,0,5,22,10,0,1,4,2,0,6,0,0,5,1,2,11,0,0,3,9,0,4,1,7,0
スポーツ・運動の継続実施に必要なもの,交通機関（電車やバス）やまちのバリアフリー化,375,0,1,3,22,7,13,3,17,3,0,27,0,1,7,5,2,3,0,15,1,3,5,2,14,6,11,19,9,18,4,2,5,5,8,1,12,0,8,0,4,20,11,0,2,2,5,1,9,0,0,4,1,6,15,0,0,4,10,0,4,4,11,0
スポーツ・運動の継続実施に必要なもの,会場までの送迎,360,0,5,2,16,5,17,4,12,1,1,21,0,2,10,10,1,3,0,11,1,3,7,2,11,4,9,14,4,30,2,7,7,4,10,2,10,0,10,0,8,14,15,1,2,4,5,0,11,0,0,4,0,3,8,0,0,6,9,0,3,2,7,0
スポーツ・運動の継続実施に必要なもの,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,274,0,1,2,18,4,8,3,13,2,0,15,0,3,10,11,1,4,0,13,0,0,7,0,12,3,8,13,8,17,2,1,2,5,4,0,6,1,3,0,7,14,6,1,0,0,2,0,4,0,0,6,1,1,7,0,1,8,5,0,4,0,7,0
スポーツ・運動の継続実施に必要なもの,障害にあわせた教室やプログラム,463,0,2,2,23,9,14,6,20,3,0,29,0,4,12,10,1,3,0,10,1,3,10,3,15,6,12,16,13,33,2,6,5,7,14,1,9,0,11,0,10,26,16,0,2,3,8,0,7,0,0,9,1,8,14,0,0,12,12,0,9,2,9,0
スポーツ・運動の継続実施に必要なもの,介助者や手話通訳などの支援,120,0,0,1,8,5,5,0,6,2,0,8,0,0,1,4,0,0,0,4,0,0,3,1,6,3,2,5,3,5,2,1,0,2,3,0,3,0,2,0,2,4,5,0,1,0,2,0,3,0,0,3,0,2,6,0,0,2,2,0,3,0,0,0
スポーツ・運動の継続実施に必要なもの,障害に対応した情報の提供や問合せ方法の充実,232,0,2,2,9,6,7,3,10,1,0,9,0,2,8,3,2,1,0,10,2,2,6,2,10,3,12,7,7,13,3,3,1,3,4,0,5,0,9,0,5,13,10,1,1,1,4,1,2,0,0,3,0,2,6,0,0,6,3,0,3,1,3,0
スポーツ・運動の継続実施に必要なもの,施設や用具等を利用する際に必要な手続きの支援,138,0,1,1,7,1,7,3,7,1,0,7,0,2,5,1,0,1,0,6,0,2,7,2,8,1,7,4,5,8,1,1,0,1,1,1,2,0,2,0,4,4,3,0,0,0,4,0,5,0,0,2,0,1,3,0,0,1,4,0,2,0,2,0
スポーツ・運動の継続実施に必要なもの,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,109,0,0,1,9,1,5,0,6,0,0,8,0,0,2,2,1,1,0,6,0,0,2,0,5,3,5,5,3,4,1,1,0,2,2,0,2,0,2,0,4,3,1,0,1,0,2,0,2,0,0,1,1,0,2,0,0,3,4,0,1,2,3,0
スポーツ・運動の継続実施に必要なもの,健康や体調を管理する医療的なサポート,280,0,0,1,20,3,7,2,6,3,0,15,0,3,4,9,1,0,0,10,3,3,8,2,9,4,10,7,8,25,2,3,3,3,6,1,7,0,4,0,13,13,12,0,1,2,5,2,5,0,0,3,0,2,7,0,0,8,5,0,3,3,4,0
スポーツ・運動の継続実施に必要なもの,目標となる大会やイベント,136,0,0,3,4,5,11,0,10,0,0,10,0,1,2,3,0,3,0,4,0,2,3,0,3,0,6,3,3,12,1,0,2,1,1,0,2,0,4,0,4,7,10,0,0,0,1,0,2,0,0,1,0,0,4,0,0,3,4,0,0,1,0,0
スポーツ・運動の継続実施に必要なもの,スポーツ用具等の貸出し,172,0,1,2,6,1,6,0,5,0,0,11,0,1,3,8,0,2,1,4,2,1,6,0,8,1,8,5,11,11,0,1,3,1,3,1,7,0,2,0,3,8,8,0,0,2,1,0,3,0,0,5,0,2,5,0,0,2,5,0,4,0,2,0
スポーツ・運動の継続実施に必要なもの,施設の利用料減免　（利用料が安くなったり、無料になったりする）,314,0,2,1,12,5,9,3,16,3,0,16,0,4,8,6,2,3,1,7,2,3,7,3,11,5,11,8,10,23,1,3,2,7,10,1,12,0,8,0,11,11,13,0,1,3,5,2,7,0,0,5,1,6,7,0,0,5,3,0,4,3,2,0
スポーツ・運動の継続実施に必要なもの,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,89,0,0,0,3,1,3,1,5,2,0,9,0,0,1,0,1,0,0,1,0,0,1,0,3,1,0,5,3,7,1,1,0,3,2,0,4,0,3,0,2,5,2,0,1,1,1,0,4,0,0,1,1,1,3,0,0,3,2,0,1,0,0,0
スポーツ・運動の継続実施に必要なもの,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,258,1,0,0,9,3,5,2,14,2,0,14,0,4,6,5,2,1,0,8,3,1,7,0,9,3,6,11,7,22,2,6,1,4,9,2,10,0,4,0,6,16,11,1,1,2,3,1,3,0,0,2,2,1,6,0,0,4,5,0,4,1,6,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（障害の無い人）,331,0,3,5,12,3,17,3,18,2,0,19,0,2,11,8,1,3,1,9,1,4,6,1,17,5,9,10,8,21,3,4,2,4,9,0,9,0,3,0,9,13,14,0,1,4,3,2,7,0,0,5,1,4,11,0,0,4,10,0,3,3,4,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と同じ障害のある人）,291,0,3,3,10,1,14,4,15,2,0,14,0,1,8,8,0,4,0,7,2,4,9,2,13,6,10,10,7,14,3,3,3,4,11,0,9,0,3,0,6,9,13,1,2,1,4,0,4,0,0,5,1,2,11,0,0,5,10,0,5,1,4,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と異なる障害のある人）,157,0,3,2,6,1,6,2,9,1,0,9,0,1,6,3,0,0,0,3,1,1,4,0,9,3,6,3,5,7,1,3,1,2,7,0,4,0,3,0,2,4,6,0,1,1,2,0,3,0,0,4,0,2,6,0,0,2,4,0,4,1,3,0
スポーツ・運動の継続実施に必要なもの,適切な指導者やコーチ、トレーナー,356,0,1,3,9,4,13,4,18,1,0,17,0,4,9,12,2,3,1,10,0,3,5,4,14,6,7,6,6,23,2,3,2,5,10,1,11,0,13,0,12,15,13,0,2,6,7,0,11,0,0,6,3,6,9,0,0,7,8,0,8,4,7,0
スポーツ・運動の継続実施に必要なもの,その他,44,0,0,0,0,0,1,0,3,1,0,3,0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,2,3,0,0,1,0,1,0,1,0,2,0,0,3,4,0,0,1,0,0,1,0,0,2,1,0,0,0,0,3,1,0,2,1,0,0
スポーツ・運動の継続実施に必要なもの,特にない,362,0,5,1,21,6,24,3,19,2,0,17,0,6,14,5,0,2,0,13,4,2,7,3,12,5,4,20,7,20,8,5,3,3,6,2,6,0,7,0,9,22,18,0,1,3,2,3,3,1,0,4,1,6,8,0,0,4,4,0,2,2,7,0
スポーツ・運動の継続実施に必要なもの,わからない,247,1,4,1,17,3,5,1,13,3,0,20,0,3,4,4,2,1,0,10,0,1,5,0,5,2,5,11,3,14,3,6,3,3,6,0,6,0,7,0,5,10,21,0,4,2,3,1,2,1,0,1,3,4,6,0,0,3,2,0,1,2,4,0
新たに別のスポーツ・運動を始めるために必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,245,0,1,0,12,5,10,4,10,2,1,20,0,3,3,6,1,3,1,8,2,2,3,1,10,6,5,10,3,17,2,2,4,2,8,1,8,0,9,0,3,11,10,0,0,2,1,0,6,0,0,0,0,3,6,0,0,1,5,0,2,1,9,0
新たに別のスポーツ・運動を始めるために必要な支援,交通機関（電車やバス）やまちのバリアフリー化,228,0,1,2,12,0,8,4,12,2,0,13,0,0,3,5,1,1,0,13,0,2,5,2,11,4,7,13,4,11,3,0,2,2,5,3,5,0,9,0,1,10,10,0,0,1,1,1,4,0,0,2,0,4,11,0,0,2,5,0,2,1,8,0
新たに別のスポーツ・運動を始めるために必要な支援,会場までの送迎,321,0,4,3,18,3,11,3,19,0,1,16,0,1,7,13,0,2,0,12,0,4,4,1,15,2,8,12,2,23,4,4,6,6,9,3,5,0,9,0,6,18,12,0,2,3,2,0,7,0,0,4,0,4,11,0,0,6,7,0,1,1,7,0
新たに別のスポーツ・運動を始めるために必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,159,0,1,3,7,0,6,2,11,3,0,8,0,2,3,4,1,1,0,3,0,0,3,0,2,3,8,4,4,10,2,7,3,4,4,0,4,0,1,0,2,9,5,1,0,1,2,0,2,0,0,4,0,4,5,0,0,3,2,0,2,0,3,0
新たに別のスポーツ・運動を始めるために必要な支援,障害にあわせた教室やプログラム,340,0,2,7,14,6,12,5,15,2,0,24,0,5,6,10,2,2,0,9,2,6,5,2,9,5,7,8,7,27,5,5,4,2,10,0,8,0,9,0,7,13,9,0,3,4,6,0,6,0,0,7,2,3,11,0,0,9,6,0,7,1,4,0
新たに別のスポーツ・運動を始めるために必要な支援,介助者や手話通訳などの支援,65,0,0,0,1,4,2,1,4,3,0,2,0,0,4,3,0,0,0,2,0,0,0,1,2,2,1,0,2,5,1,1,0,0,1,0,1,0,2,0,1,2,6,0,0,0,1,0,1,0,0,2,0,0,3,0,0,0,3,0,0,0,1,0
新たに別のスポーツ・運動を始めるために必要な支援,障害に対応した情報の提供や問合せ方法の充実,142,0,0,1,7,5,4,2,7,0,0,5,0,1,4,4,2,2,0,6,1,1,0,1,4,0,7,3,3,8,0,2,2,2,3,0,5,1,1,0,4,12,2,0,1,1,1,1,1,0,0,3,0,2,5,0,0,2,5,0,4,1,3,0
新たに別のスポーツ・運動を始めるために必要な支援,施設や用具等を利用する際に必要な手続きの支援,75,0,1,0,2,3,2,2,8,1,0,2,0,0,1,4,1,0,0,4,0,0,3,0,3,0,3,4,4,1,0,2,0,2,0,0,1,0,1,0,2,6,1,0,0,0,0,1,1,0,0,1,0,0,4,0,0,1,2,0,1,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,54,0,0,0,4,1,4,1,5,0,0,4,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,3,1,3,1,2,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,0,0,1,0,2,3,0,0,1,0,0,1,1,2,0
新たに別のスポーツ・運動を始めるために必要な支援,健康や体調を管理する医療的なサポート,186,0,0,0,16,3,7,0,4,3,0,12,0,2,6,2,0,1,1,7,2,3,2,2,5,2,5,6,4,17,3,1,2,1,6,2,5,0,2,0,4,5,9,0,0,2,3,1,5,0,0,1,1,5,2,0,0,5,4,0,2,0,3,0
新たに別のスポーツ・運動を始めるために必要な支援,目標となる大会やイベント,85,0,0,2,2,2,4,0,7,0,0,5,0,0,2,2,0,1,1,2,0,0,1,1,2,2,2,3,0,6,0,0,1,0,2,0,2,0,3,0,6,5,3,0,0,0,1,0,3,0,0,0,0,1,2,0,1,2,4,0,1,0,1,0
新たに別のスポーツ・運動を始めるために必要な支援,スポーツ用具等の貸出し,102,0,0,1,2,2,5,0,6,0,0,5,0,2,3,3,1,1,1,5,3,1,1,0,4,1,5,3,4,9,0,1,1,1,0,0,3,0,4,0,2,5,5,0,0,0,2,0,1,0,0,1,1,1,1,0,0,3,2,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,245,0,2,1,10,5,8,4,14,2,0,14,0,4,6,5,3,1,0,6,4,3,4,1,4,2,6,6,9,15,0,7,5,6,7,1,9,0,7,0,8,10,11,1,1,3,3,0,3,0,0,4,1,3,7,0,0,0,1,0,2,2,4,0
新たに別のスポーツ・運動を始めるために必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,50,1,0,0,2,1,1,1,3,1,0,2,0,0,1,2,0,0,0,5,0,0,0,0,1,0,1,3,3,5,0,0,0,1,0,0,1,0,1,0,0,4,1,0,0,1,0,0,2,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,146,0,0,0,9,2,6,1,9,3,0,10,0,2,5,5,1,2,0,3,2,0,3,0,7,2,0,6,2,12,0,3,0,2,2,1,4,0,3,0,6,8,6,0,0,2,1,0,3,0,0,1,2,1,2,0,0,2,2,0,1,1,1,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（障害の無い人）,197,0,2,2,8,0,6,0,10,1,0,6,0,0,13,2,1,2,0,7,1,1,1,0,10,4,4,9,5,18,1,2,3,1,6,1,5,0,4,0,5,12,12,0,0,2,4,1,4,0,0,2,0,2,5,0,0,3,4,0,2,3,0,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と同じ障害のある人）,164,0,4,0,6,0,5,3,8,0,0,7,0,0,4,6,0,2,0,6,0,0,2,1,10,2,6,6,2,10,1,3,4,4,7,0,4,0,2,0,3,12,9,0,0,1,2,1,1,0,0,1,0,0,5,0,0,4,5,0,2,2,1,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と異なる障害のある人）,47,0,1,0,0,0,1,0,7,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,1,4,0,2,2,0,2,0,0,0,0,0,1,0,4,0,0,1,0,1,1,0,0,1,0,1,3,0,0,1,2,0,1,2,0,0
新たに別のスポーツ・運動を始めるために必要な支援,適切な指導者やコーチ、トレーナー,303,0,0,2,13,4,9,2,12,1,0,13,0,4,8,8,2,3,0,12,1,2,5,4,11,6,5,10,4,22,2,3,1,6,7,1,11,0,9,0,5,14,13,0,1,4,3,1,10,0,0,7,2,5,7,0,0,6,9,0,5,1,7,0
新たに別のスポーツ・運動を始めるために必要な支援,その他,23,0,0,0,0,1,1,0,2,0,0,1,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,特にない,396,0,5,2,23,6,25,3,20,4,0,15,0,4,18,9,0,3,0,12,4,2,10,4,11,6,7,19,5,23,5,5,4,4,3,2,6,0,8,0,10,28,13,0,1,2,2,5,4,1,0,7,3,3,10,0,0,6,5,0,5,5,9,0
新たに別のスポーツ・運動を始めるために必要な支援,わからない,249,1,4,1,14,4,5,1,14,3,0,25,0,5,2,4,2,0,0,10,0,1,6,0,5,2,3,9,1,16,4,4,2,1,6,0,6,0,8,0,4,15,23,0,4,4,2,0,3,1,0,2,2,6,3,0,0,2,4,0,0,2,3,0
スポーツを始めるきっかけとして必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,31,0,0,1,2,0,0,0,2,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0,3,0,2,1,0,2,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,交通機関（電車やバス）やまちのバリアフリー化,32,0,1,1,0,0,2,1,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,会場までの送迎,95,0,1,2,5,5,5,0,4,0,0,4,0,0,2,3,2,0,0,4,1,0,1,0,1,3,0,2,4,6,2,1,1,0,1,1,0,0,1,0,2,9,3,0,0,1,0,1,1,0,0,3,0,3,2,1,0,2,2,0,0,1,2,0
スポーツを始めるきっかけとして必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,35,0,0,0,4,0,2,0,1,0,0,1,0,1,3,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
スポーツを始めるきっかけとして必要な支援,障害にあわせた教室やプログラム,112,0,0,0,11,2,7,0,6,1,0,5,0,1,4,4,3,0,0,3,0,0,3,1,1,3,2,3,1,7,1,2,1,0,0,0,1,0,1,0,1,11,5,0,0,2,2,0,2,0,0,5,0,3,1,0,0,3,2,0,1,0,0,0
スポーツを始めるきっかけとして必要な支援,介助者や手話通訳などの支援,29,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,2,2,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0
スポーツを始めるきっかけとして必要な支援,障害に対応した情報の提供や問合せ方法の充実,38,0,0,0,5,0,2,0,0,2,0,2,0,0,0,1,2,0,0,2,0,0,2,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,1,0,3,0,1,0
スポーツを始めるきっかけとして必要な支援,施設や用具等を利用する際に必要な手続きの支援,13,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,健康や体調を管理する医療的なサポート,65,0,1,1,3,1,3,0,2,2,0,3,0,2,2,0,2,0,0,6,0,0,0,0,2,1,0,2,1,4,0,0,1,0,0,0,0,0,2,0,0,11,2,0,1,1,1,0,2,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0
スポーツを始めるきっかけとして必要な支援,目標となる大会やイベント,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,スポーツ用具等の貸出し,17,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,46,0,1,1,3,0,3,1,1,1,0,2,0,1,0,4,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,1,0,1,0,0,0,0,2,0,1,6,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0
スポーツを始めるきっかけとして必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
スポーツを始めるきっかけとして必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,57,0,0,1,2,1,7,0,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,1,2,3,1,2,1,3,0,1,0,0,2,1,1,0,1,0,2,1,4,0,0,1,1,2,1,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（障害の無い人）,49,0,0,1,3,1,2,1,1,0,0,3,0,0,3,2,0,1,0,1,0,2,2,0,1,0,1,3,0,2,1,1,0,2,1,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と同じ障害のある人）,65,0,0,1,2,1,1,0,3,1,0,3,0,0,3,2,0,1,0,1,1,2,1,0,2,1,0,5,1,2,0,1,1,1,2,0,0,0,0,0,1,8,2,0,0,1,2,0,3,0,0,2,1,2,1,1,0,0,1,0,0,0,1,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と異なる障害のある人）,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,適切な指導者やコーチ、トレーナー,87,0,0,2,0,1,6,1,5,2,0,3,0,0,3,1,1,1,0,1,1,0,2,1,0,4,6,5,1,5,0,2,1,1,2,0,1,0,1,0,1,6,2,0,0,1,4,0,2,1,0,5,0,1,0,0,0,1,0,0,3,0,0,0
