"資産名称","施設名称","施設類型","所在地","補助科目名称","数量","単位","取得年度","取得価額","減価償却累計額","当期減価償却額","期末簿価","経度","緯度","分類"
"整備_中央図書館中野第一小学校分室","中央図書館中野第一小学校分室","A02_図書館","本町3-16-1","建物","132.54","平方メートル","令和3年度","14495828","318908","318908","14176920","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　屋外体育倉庫棟","中野第一小学校","A07_小学校","本町3-16-1","建物","109.98","平方メートル","令和3年度","50363291","1107992","1107992","49255299","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　受水槽ポンプ室","中野第一小学校","A07_小学校","本町3-16-1","建物","6.9","平方メートル","令和3年度","6741342","148309","148309","6593033","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校庭","中野第一小学校","A07_小学校","本町3-16-1","工作物","0","","令和3年度","58920690","3947686","3947686","54973004","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　昇降機設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","27091762","1598413","1598413","25493349","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_桃花小学校　校舎棟増築校舎棟","桃花小学校","A07_小学校","中央5-43-1","建物","648.04","平方メートル","令和3年度","252726109","5559974","5559974","247166135","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"整備_桃花小学校　校舎棟増築渡り廊下","桃花小学校","A07_小学校","中央5-43-1","建物","0","","令和3年度","5187297","114120","114120","5073177","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　校舎棟外構","桃花小学校","A07_小学校","中央5-43-1","工作物","0","","令和3年度","25042257","1677831","1677831","23364426","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　校舎棟既存校舎棟建具","桃花小学校","A07_小学校","中央5-43-1","建物","0","","令和3年度","86744188","1908372","1908372","84835816","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　校舎棟既存校舎棟渡り廊下","桃花小学校","A07_小学校","中央5-43-1","建物","0","","令和3年度","3917956","86195","86195","3831761","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　校舎棟プール槽・プールサイド","桃花小学校","A07_小学校","中央5-43-1","工作物","0","","令和3年度","14032798","940197","940197","13092601","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"整備_桃花小学校　校舎棟増築校舎棟電気設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","16403749","1099051","1099051","15304698","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　校舎棟外構電気設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","2898740","194215","194215","2704525","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　校舎棟既存棟電気設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","7133612","477952","477952","6655660","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"整備_桃花小学校　校舎棟増築校舎棟冷暖房設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","8897994","596165","596165","8301829","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"整備_桃花小学校　校舎棟増築校舎棟換気設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","4012584","268843","268843","3743741","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"整備_桃花小学校　校舎棟増築校舎棟衛生器具設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","7483416","501388","501388","6982028","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"整備_桃花小学校　校舎棟増築校舎棟給排水設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","6520618","436881","436881","6083737","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　校舎棟外構給排水設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","7284944","488091","488091","6796853","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　校舎棟既存棟給排水設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","12671657","849001","849001","11822656","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　校舎棟既存棟その他設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","3467561","232326","232326","3235235","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"整備_桃花小学校　校舎棟増築昇降機設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和3年度","4108420","242396","242396","3866024","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校・西中野小学校統合新校校舎新築に伴う機械設備工事","鷺宮小学校・西中野小学校統合新校（第八中学校跡地）","A07_小学校","鷺宮4-7-3","建設仮勘定","0","","令和3年度","331300000","0","0","331300000","139.634314203902","35.7240681131924","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校・西中野小学校統合新校校舎新築に伴う電気設備工事","鷺宮小学校・西中野小学校統合新校（第八中学校跡地）","A07_小学校","鷺宮4-7-3","建設仮勘定","0","","令和3年度","203000000","0","0","203000000","139.634314203902","35.7240681131924","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校・西中野小学校統合新校校舎新築その他工事","鷺宮小学校・西中野小学校統合新校（第八中学校跡地）","A07_小学校","鷺宮4-7-3","建設仮勘定","0","","令和3年度","400000000","0","0","400000000","139.634314203902","35.7240681131924","固定資産台帳_事業用資産_建物等_資産別"
"整備_明和中学校校舎新築その他工事","明和中学校（令和7年度完成予定）","A08_中学校","若宮3-53","建設仮勘定","0","","令和3年度","400000000","0","0","400000000","139.641102054727","35.7197741494519","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野区新庁舎整備事業　実施設計・施工業務","新区役所庁舎","A26_本庁舎","中野4-11-19","建設仮勘定","0","","令和3年度","1910654900","0","0","1910654900","139.662904755454","35.7096225942072","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校校舎新築その他工事","南台小学校跡施設","A07_小学校","南台3-44-9","建設仮勘定","0","","令和3年度","400000000","0","0","400000000","139.664723534318","35.6842284833812","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎電気設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","380826013","25515342","25515342","355310671","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザ中野第一　電気設備","キッズ・プラザ中野第一","A15_キッズ・プラザ","本町3-16-1","建物付属設備","0","","令和3年度","25844035","1731550","1731550","24112485","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館中野第一小学校分室　電気設備","中央図書館中野第一小学校分室","A02_図書館","本町3-16-1","建物付属設備","0","","令和3年度","13922719","932822","932822","12989897","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　付属棟電気設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","3119333","208995","208995","2910338","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎冷暖房設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","190771670","12781701","12781701","177989969","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎換気設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","153085381","10256720","10256720","142828661","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎計装設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","20675090","1385231","1385231","19289859","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎衛生器具設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","21404125","1434076","1434076","19970049","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎給排水設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","63707745","4268418","4268418","59439327","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎ガス設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","18804815","1259922","1259922","17544893","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎給湯設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","14147921","947910","947910","13200011","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎消化設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","15742312","1054734","1054734","14687578","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎プールろ過設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","15052522","1008518","1008518","14044004","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　校舎外構設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","89956991","6027118","6027118","83929873","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザ中野第一　冷暖房設備","キッズ・プラザ中野第一","A15_キッズ・プラザ","本町3-16-1","建物付属設備","0","","令和3年度","11864962","794952","794952","11070010","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザ中野第一　換気設備","キッズ・プラザ中野第一","A15_キッズ・プラザ","本町3-16-1","建物付属設備","0","","令和3年度","5891169","394708","394708","5496461","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザ中野第一　計装設備","キッズ・プラザ中野第一","A15_キッズ・プラザ","本町3-16-1","建物付属設備","0","","令和3年度","1257001","84219","84219","1172782","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザ中野第一　給排水設備・衛生器具等","キッズ・プラザ中野第一","A15_キッズ・プラザ","本町3-16-1","建物付属設備","0","","令和3年度","6994311","468618","468618","6525693","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館中野第一小学校分室　冷暖房設備","中央図書館中野第一小学校分室","A02_図書館","本町3-16-1","建物付属設備","0","","令和3年度","3393927","227393","227393","3166534","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館中野第一小学校分室　換気設備","中央図書館中野第一小学校分室","A02_図書館","本町3-16-1","建物付属設備","0","","令和3年度","2436163","163222","163222","2272941","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館中野第一小学校分室　計装設備","中央図書館中野第一小学校分室","A02_図書館","本町3-16-1","建物付属設備","0","","令和3年度","538303","36066","36066","502237","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館中野第一小学校分室　給排水設備・衛生器具等","中央図書館中野第一小学校分室","A02_図書館","本町3-16-1","建物付属設備","0","","令和3年度","3480212","233174","233174","3247038","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　付属棟換気設備","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","1330344","89133","89133","1241211","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野第一小学校　付属棟給排水設備・衛生器具等","中野第一小学校","A07_小学校","本町3-16-1","建物付属設備","0","","令和3年度","1592288","106683","106683","1485605","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_資産別"
"整備_明和中学校解放用詰所　小屋","明和中学校解放用詰所","B01_学校開放用施設","若宮1-1-18","建物","3","平方メートル","昭和54年度","423000","422999","0","1","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"整備_明和中学校解放用詰所　便所","明和中学校解放用詰所","B01_学校開放用施設","若宮1-1-18","建物","4.8","平方メートル","平成14年度","1","0","0","1","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧日本銀行洗心寮","旧日本銀行洗心寮","X03_その他","若宮1-4-12","建物","2054.79","平方メートル","令和3年度","1","0","0","1","139.647226190586","35.7168377032091","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校・西中野小学校統合新校校舎新築その他工事","鷺宮小学校・西中野小学校統合新校（第八中学校跡地）","A07_小学校","鷺宮4-7-3","建設仮勘定","0","","令和4年度","477122800","0","0","477122800","139.634314203902","35.7240681131924","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野区新庁舎整備事業　実施設計・施工業務","新区役所庁舎","A26_本庁舎","中野4-11-19","建設仮勘定","0","","令和4年度","2862182500","0","0","2862182500","139.662904755454","35.7096225942072","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校校舎新築その他工事","南台小学校跡施設","A07_小学校","南台3-44-9","建設仮勘定","0","","令和4年度","462377300","0","0","462377300","139.664723534318","35.6842284833812","固定資産台帳_事業用資産_建物等_資産別"
"改修_南中野区民活動センター　温水洗浄便座取替","南中野区民活動センター","A28_区民活動センター","弥生町5-5-2","建物付属設備","0","","令和4年度","1293600","0","0","1293600","139.666354101205","35.6861567510087","固定資産台帳_事業用資産_建物等_資産別"
"改修_キッズ・プラザみなみの　相談室用ルームエアコン新設","キッズ・プラザみなみの","A15_キッズ・プラザ","弥生町4-27-11","建物付属設備","0","","令和4年度","1298000","0","0","1298000","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"改修_本町保育園　給湯器","本町保育園","A11_保育園","本町3-29-17","建物付属設備","0","","令和4年度","493000","0","0","493000","139.677572423867","35.6971032644932","固定資産台帳_事業用資産_建物等_資産別"
"整備_明和中学校校舎新築その他工事","明和中学校（令和7年度完成予定）","A08_中学校","若宮3-53","建設仮勘定","0","","令和4年度","223264800","0","0","223264800","139.641102054727","35.7197741494519","固定資産台帳_事業用資産_建物等_資産別"
"改修_哲学堂弓道場　消火設備","哲学堂弓道場","I02_公園","松が丘1-34","建物付属設備","0","","令和4年度","6554090","0","0","6554090","139.67462719252","35.7219519210576","固定資産台帳_事業用資産_建物等_資産別"
"改修_哲学堂弓道場　換気設備","哲学堂弓道場","I02_公園","松が丘1-34","建物付属設備","0","","令和4年度","485910","0","0","485910","139.67462719252","35.7219519210576","固定資産台帳_事業用資産_建物等_資産別"
"改修_弥生保育園　フェンス設置","弥生保育園","A11_保育園","弥生町5-4-8","工作物","0","","令和4年度","7216000","0","0","7216000","139.666973462957","35.686643096446","固定資産台帳_事業用資産_建物等_資産別"
"改修_武蔵台小学校　受水槽","武蔵台小学校","A07_小学校","上鷺宮5-1-1","建物付属設備","0","","令和4年度","16775000","0","0","16775000","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_資産別"
"改修_キッズ・プラザみなみの　電動ロールスクリーン設置","キッズ・プラザみなみの","A15_キッズ・プラザ","弥生町4-27-11","建物","0","","令和4年度","3632470","0","0","3632470","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"改修_キッズ・プラザみなみの　庇設置","キッズ・プラザみなみの","A15_キッズ・プラザ","弥生町4-27-11","建物","0","","令和4年度","437530","0","0","437530","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"改修_障害児通所支援施設　水治療訓練室排水設備","障害児通所支援施設","A21_療育施設","丸山1-17-2","建物付属設備","0","","令和4年度","1160500","0","0","1160500","139.657766184262","35.7255903461187","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃園第二小学校　職員室他冷暖房設備","桃園第二小学校","A07_小学校","中野6-13-1","建物付属設備","0","","令和4年度","11348780","0","0","11348780","139.675889819724","35.7071137564406","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃園第二小学校　職員室他冷暖房配管設備","桃園第二小学校","A07_小学校","中野6-13-1","建物付属設備","0","","令和4年度","4161220","0","0","4161220","139.675889819724","35.7071137564406","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　普通教室他冷暖房設備","緑野中学校","A08_中学校","丸山1-1-19","建物付属設備","0","","令和4年度","60222710","0","0","60222710","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　普通教室他冷暖房配管設備","緑野中学校","A08_中学校","丸山1-1-19","建物付属設備","0","","令和4年度","7673740","0","0","7673740","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　普通教室他計装","緑野中学校","A08_中学校","丸山1-1-19","建物付属設備","0","","令和4年度","2358930","0","0","2358930","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　普通教室他ガス設備","緑野中学校","A08_中学校","丸山1-1-19","建物付属設備","0","","令和4年度","364620","0","0","364620","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホーム小淀ホーム　自動制御設備","特別養護老人ホーム小淀ホーム","C03_介護保険施設（特別養護老人ホーム","中央1-18-3","建物付属設備","0","","令和4年度","28490000","0","0","28490000","139.687231032454","35.7002042347016","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　職員室冷暖房設備","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","0","","令和4年度","7866040","0","0","7866040","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　職員室冷暖房配管設備","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","0","","令和4年度","1588850","0","0","1588850","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　職員室給水給湯配管設備","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","0","","令和4年度","1215110","0","0","1215110","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_中央図書館　予約室設置","中央図書館","A02_図書館","中野2-9-7","建物","0","","令和4年度","20170926","0","0","20170926","139.671135596872","35.7046273589013","固定資産台帳_事業用資産_建物等_資産別"
"改修_江古田小学校　普通教室化に伴う冷暖房設備整備","江古田小学校","A07_小学校","江古田2-13-28","建物付属設備","0","","令和4年度","12909970","0","0","12909970","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
"改修_江古田小学校　普通教室化に伴う計装設備","江古田小学校","A07_小学校","江古田2-13-28","建物付属設備","0","","令和4年度","133730","0","0","133730","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
"改修_江古田小学校　普通教室化に伴うガス設備","江古田小学校","A07_小学校","江古田2-13-28","建物付属設備","0","","令和4年度","816300","0","0","816300","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
"改修_塔山小学校　２階廊下配膳置場設置","塔山小学校","A07_小学校","中央1-49-1","建物","0","","令和4年度","1298000","0","0","1298000","139.683745675354","35.7008431179998","固定資産台帳_事業用資産_建物等_資産別"
"改修_北原小学校　照明器具","北原小学校","A07_小学校","野方6-30-6","建物付属設備","0","","令和4年度","7264900","0","0","7264900","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野小学校　小荷物専用昇降機","緑野小学校","A07_小学校","丸山1-17-1","建物付属設備","0","","令和4年度","6388000","0","0","6388000","139.657358275999","35.725599467621","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホームしらさぎホーム　給湯管漏水","特養老人ホームしらさぎホーム","C03_介護保険施設（特別養護老人ホーム","白鷺2-51-5","建物付属設備","0","","令和4年度","1267200","0","0","1267200","139.632032245668","35.7200813265781","固定資産台帳_事業用資産_建物等_資産別"
"改修_教育センター分室　トイレ","教育センター分室","A09_教育センター","野方1-35-3","建物付属設備","0","","令和4年度","20577000","0","0","20577000","139.656509359025","35.7095383380129","固定資産台帳_事業用資産_建物等_資産別"
"改修_塔山小学校　構内交換設備","塔山小学校","A07_小学校","中央1-49-1","建物付属設備","0","","令和4年度","2821500","0","0","2821500","139.683745675354","35.7008431179998","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホームしらさぎホーム　電灯コンセント設備","特養老人ホームしらさぎホーム","C03_介護保険施設（特別養護老人ホーム","白鷺2-51-5","建物付属設備","0","","令和4年度","20737950","0","0","20737950","139.632032245668","35.7200813265781","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホームしらさぎホーム　冷暖房設備","特養老人ホームしらさぎホーム","C03_介護保険施設（特別養護老人ホーム","白鷺2-51-5","建物付属設備","0","","令和4年度","10839210","0","0","10839210","139.632032245668","35.7200813265781","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホームしらさぎホーム　自動制御設備","特養老人ホームしらさぎホーム","C03_介護保険施設（特別養護老人ホーム","白鷺2-51-5","建物付属設備","0","","令和4年度","8011840","0","0","8011840","139.632032245668","35.7200813265781","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　衛生器具設備","江原小学校","A07_小学校","江原町1-39-1","建物付属設備","0","","令和4年度","3519790","0","0","3519790","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　給排水設備","江原小学校","A07_小学校","江原町1-39-1","建物付属設備","0","","令和4年度","10030530","0","0","10030530","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　給湯設備","江原小学校","A07_小学校","江原町1-39-1","建物付属設備","0","","令和4年度","1074380","0","0","1074380","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　ガス設備","江原小学校","A07_小学校","江原町1-39-1","建物付属設備","0","","令和4年度","3063300","0","0","3063300","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃園第二小学校　校舎非構造部材耐震対応","桃園第二小学校","A07_小学校","中野6-13-1","建物","0","","令和4年度","535000","0","0","535000","139.675889819724","35.7071137564406","固定資産台帳_事業用資産_建物等_資産別"
"改修_谷戸小学校　校舎非構造部材耐震対応","谷戸小学校","A07_小学校","中野1-26-1","建物","0","","令和4年度","689000","0","0","689000","139.67755100912","35.7021689505598","固定資産台帳_事業用資産_建物等_資産別"
"改修_平和の森小学校　校舎非構造部材耐震対応","平和の森小学校","A07_小学校","新井3-29-1","建物","0","","令和4年度","1328000","0","0","1328000","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　第二校庭門扉新設","江原小学校","A07_小学校","江原町1-39-1","工作物","0","","令和4年度","8746000","0","0","8746000","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　藤棚新設","江原小学校","A07_小学校","江原町1-39-1","工作物","0","","令和4年度","2469000","0","0","2469000","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　樹木新設","江原小学校","A07_小学校","江原町1-39-1","工作物","0","","令和4年度","70000","0","0","70000","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_第二中学校　トイレ","第二中学校","A08_中学校","本町5-25-1","建物付属設備","0","","令和4年度","20003900","0","0","20003900","139.671354406024","35.692561222401","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホーム小淀ホーム　給湯設備","特別養護老人ホーム小淀ホーム","C03_介護保険施設（特別養護老人ホーム","中央1-18-3","建物付属設備","0","","令和4年度","47806000","0","0","47806000","139.687231032454","35.7002042347016","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホーム小淀ホーム　照明器具","特別養護老人ホーム小淀ホーム","C03_介護保険施設（特別養護老人ホーム","中央1-18-3","建物付属設備","0","","令和4年度","9328000","0","0","9328000","139.687231032454","35.7002042347016","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホーム小淀ホーム　蓄電池","特別養護老人ホーム小淀ホーム","C03_介護保険施設（特別養護老人ホーム","中央1-18-3","建物付属設備","0","","令和4年度","1166000","0","0","1166000","139.687231032454","35.7002042347016","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮スポーツ・コミュニティプラザ　電灯設備","鷺宮スポーツ・コミュニティプラザ","A05_スポーツ・コミュニティプラザ","白鷺3-1-13","建物付属設備","0","","令和4年度","2473350","0","0","2473350","139.636442645793","35.7224692109235","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　普通教室他冷暖房設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和4年度","39936880","0","0","39936880","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　普通教室他冷暖房配管設備","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和4年度","6263120","0","0","6263120","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホーム小淀ホーム　電気錠制御盤","特別養護老人ホーム小淀ホーム","C03_介護保険施設（特別養護老人ホーム","中央1-18-3","建物付属設備","0","","令和4年度","1000000","0","0","1000000","139.687231032454","35.7002042347016","固定資産台帳_事業用資産_建物等_資産別"
"改修_上高田東高齢者会館　空調設備","上高田東高齢者会館","A17_高齢者会館","上高田4-17-3","建物付属設備","0","","令和4年度","26815540","0","0","26815540","139.677870633415","35.7128945897698","固定資産台帳_事業用資産_建物等_資産別"
"改修_上高田東高齢者会館　計装設備","上高田東高齢者会館","A17_高齢者会館","上高田4-17-3","建物付属設備","0","","令和4年度","1635780","0","0","1635780","139.677870633415","35.7128945897698","固定資産台帳_事業用資産_建物等_資産別"
"改修_上高田東高齢者会館　空調機器設備","上高田東高齢者会館","A17_高齢者会館","上高田4-17-3","建物付属設備","0","","令和4年度","2685960","0","0","2685960","139.677870633415","35.7128945897698","固定資産台帳_事業用資産_建物等_資産別"
"改修_上高田東高齢者会館　ガス設備","上高田東高齢者会館","A17_高齢者会館","上高田4-17-3","建物付属設備","0","","令和4年度","212720","0","0","212720","139.677870633415","35.7128945897698","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　防砂ネット設置","令和小学校","A07_小学校","新井4-19-26","工作物","0","","令和4年度","1038000","0","0","1038000","139.66839058403","35.7175254855848","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　防球ネット設置","令和小学校","A07_小学校","新井4-19-26","工作物","0","","令和4年度","260000","0","0","260000","139.66839058403","35.7175254855848","固定資産台帳_事業用資産_建物等_資産別"
"改修_上高田区民活動センター　昇降機設備","上高田区民活動センター","A28_区民活動センター","上高田2-11-1","建物付属設備","0","","令和4年度","21749600","0","0","21749600","139.672564451814","35.7115506405589","固定資産台帳_事業用資産_建物等_資産別"
"改修_江古田小学校　体育館冷暖房化","江古田小学校","A07_小学校","江古田2-13-28","建物付属設備","0","","令和4年度","259921510","0","0","259921510","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
