経営,事業所名,郵便番号,所在地,経度,緯度,座標系,電話番号
社福法人,おだまき,187-0031,小平市小川東町４－２－１　小平元気村おがわ東,139.47476,35.74061,JGD2011,042-346-4530
社福法人,サングリーン,187-0032,小平市小川町１－９４３,139.45619,35.72705,JGD2011,042-345-1585
社福法人,あさやけ鷹の台作業所,187-0032,小平市小川町１－４１１－１,139.43671,35.73018,JGD2011,042-346-2167
社福法人,クラブハウスはばたき,187-0032,小平市小川町１－４０７－１１,139.43549,35.73022,JGD2011,042-343-0676
社福法人,あさやけ第二作業所,187-0032,小平市小川町２－１１５９,139.46782,35.72809,JGD2011,042-345-1564
社福法人,食事サービスセンターなごみ,187-0041,小平市美園町１－４－１,139.48692,35.73711,JGD2011,042-345-2118
他の法人,ｐｌａｎｓ,187-0042,小平市仲町４２５－１２　アカシアビル２０１,139.48813,35.72932,JGD2011,042-313-6254
社福法人,バウム,187-0045,小平市学園西町３－２４－１８,139.47714,35.7266,JGD2011,042-313-2798
社福法人,たんぽぽひのセンター,191-0001,日野市栄町２－１７－１　都営日野栄町二丁目アパート２号棟１階,139.39127,35.68381,JGD2011,042-581-3072
営利法人,メダカフェ　侘寂,191-0011,日野市日野本町４－６－２　ホテル　ブーゲンビリア日野,139.39468,35.67973,JGD2011,042-589-3633
他の法人,スローワールド　ふれあいの森,191-0016,日野市日野本町６－１－３,139.40234,35.68178,JGD2011,042-843-2381
社福法人,たんぽぽたかはたセンター,191-0031,日野市高幡８６４－１５,139.40913,35.66392,JGD2011,042-599-7299
他の法人,やまぼうし平山台,191-0043,日野市平山２－１－１,139.38458,35.64146,JGD2011,042-506-9333
他の法人,ハートリボン,191-0052,日野市東豊田１－１７－１,139.39455,35.66315,JGD2011,042-843-4708
社福法人,あおいとり日野,191-0054,日野市東平山３－１－２７,139.3788,35.65451,JGD2011,042-584-1837
社福法人,くつろぎ,191-0061,日野市大坂上１－５－３１,139.39079,35.67611,JGD2011,042-587-4868
社福法人,指定障害者支援施設　光の家栄光園,191-0065,日野市旭が丘１－１７－１７,139.37268,35.65611,JGD2011,042-581-2340
社福法人,工房夢ふうせん,191-0065,日野市旭が丘２－４２－１２,139.36852,35.66304,JGD2011,042-587-8630
社福法人,光の家就労ホーム,191-0065,日野市旭が丘３－６－６,139.36908,35.65863,JGD2011,042-589-5410
社福法人,つばさ,191-0065,日野市旭が丘２－４２－５,139.36852,35.66304,JGD2011,042-582-3434
社福法人,あきつの園,189-0001,東村山市諏訪町１－３－１０　社会福祉センター内,139.46674,35.76547,JGD2011,042-392-4800
社福法人,コロニー東村山,189-0001,東村山市秋津町２－２２－９,139.48753,35.76899,JGD2011,042-394-1111
他の法人,けやき第一作業所,189-0001,東村山市秋津町２－３２－１５,139.48863,35.77099,JGD2011,042-395-9566
社福法人,かりん,189-0001,東村山市秋津町２－３７－４７,139.48958,35.772,JGD2011,042-393-2013
社福法人,トーコロ青葉ワークセンター,189-0002,東村山市青葉町２－３９－１０,139.49117,35.7654,JGD2011,042-395-1439
社福法人,平成の里,189-0002,東村山市青葉町３－３０－７,139.49611,35.76914,JGD2011,042-397-5966
社福法人,久米川共同作業所,189-0003,東村山市久米川町２－２１－１４,139.47879,35.76477,JGD2011,042-396-5649
社福法人,なごみの里　就労継続支援Ｂ型,189-0011,東村山市恩多町５－３８－４,139.48901,35.75749,JGD2011,042-395-5700
他の法人,共同作業所セサミ萩　,189-0012,東村山市萩山町２－２－２,139.4765,35.74064,JGD2011,042-347-4587
他の法人,える・ぽいん,189-0012,東村山市萩山町２－１０－１５,139.47923,35.74018,JGD2011,042-392-8090
他の法人,けやき第二作業所,189-0013,東村山市栄町３－１７－４,139.46852,35.74553,JGD2011,042-395-4655
社福法人,飛翔クラブ,189-0013,東村山市栄町２－９－３２　晃正プラザ３０３,139.47128,35.74983,JGD2011,042-395-1427
社福法人,みどりの森,189-0021,東村山市諏訪町１－２７－２,139.46893,35.77047,JGD2011,042-395-3210
他の法人,ラ・メール,189-0022,東村山市野口町１－３－２８,139.46544,35.76269,JGD2011,042-394-8010
社福法人,東村山生活実習所,189-0024,東村山市富士見町１－５－１１,139.4603,35.74195,JGD2011,042-394-3771
社福法人,福祉事業センター,189-0024,東村山市富士見町２－７－５,139.45242,35.74027,JGD2011,042-395-3636
社福法人,お弁当くらぶ,189-0024,東村山市富士見町５－５－４４,139.46219,35.74482,JGD2011,042-392-2936
社福法人,ひなたの道,189-0025,東村山市廻田町１－１５－１,139.45497,35.75515,JGD2011,042-394-3731
社福法人,十二月,189-0025,東村山市廻田町３－１６－８,139.44818,35.76,JGD2011,042-394-3523
社福法人,仲間の家,189-0025,東村山市廻田町３－４－５,139.44824,35.75726,JGD2011,042-392-5060
社福法人,希望園,185-0003,国分寺市戸倉４－１４－７,139.45554,35.70816,JGD2011,042-321-2200
他の法人,オハナ農園,185-0003,国分寺市新町１－１８－９,139.45087,35.7123,JGD2011,042-207-7687
社福法人,食彩工房プラスワン,185-0003,国分寺市戸倉３－２－１９,139.45384,35.7094,JGD2011,042-300-8050
社福法人,ともしび工房,185-0013,国分寺市西恋ケ窪４－１０－２,139.46483,35.70638,JGD2011,042-324-7071
社福法人,さつき共同作業所,185-0022,国分寺市東元町３－４－１９　本多ビル１階,139.47992,35.69439,JGD2011,042-326-3775
社福法人,ビーパス,185-0023,国分寺市西元町３－６－１４,139.46991,35.68918,JGD2011,042-316-8523
社福法人,国分寺市障害者センター,185-0024,国分寺市泉町２－３－８,139.46869,35.69611,JGD2011,042-321-1212
他の法人,福祉作業所天成舎,186-0003,国立市富士見台１－４１－１５　マンション辰巳,139.45163,35.68382,JGD2011,042-571-2231
他の法人,ともにードリーム,186-0003,国立市富士見台３－４－４　ロイヤル国立第１１ビル３階,139.44048,35.68697,JGD2011,042-505-9963
他の法人,うめの木作業所,186-0005,国立市西２－２０－１０　第２村上ビル２階,139.43581,35.69318,JGD2011,042-573-0933
他の法人,デイセンターたまぷらねっと“わ”,186-0005,国立市西２－１１－２３　関ビル第２,139.43692,35.69378,JGD2011,042-505-5441
他の法人,就労センター拝島駅作業所,197-0003,福生市熊川１３９５－１,139.34172,35.72215,JGD2011,042-553-1537
他の法人,就労センター 第２拝島駅作業所,197-0003,福生市熊川１６４６－１　サンライズマルヤマＡ,139.34485,35.72355,JGD2011,042-513-7018
他の法人,ジョブスペース游,197-0011,福生市福生字武蔵野２３５１－１,139.32147,35.74108,JGD2011,042-553-2575
社福法人,麦わら帽子,197-0011,福生市大字福生２１２５－３,139.3327,35.74394,JGD2011,042-552-2258
営利法人,わーくあっぷ,197-0013,福生市武蔵野台１－１１－７,139.33467,35.74771,JGD2011,042-513-7132
他の法人,ワークひなた,201-0004,狛江市岩戸北１－７－９－１０７,139.58012,35.63633,JGD2011,03-5761-8408
社福法人,ひかり作業所,201-0005,狛江市岩戸南３－１１－９,139.59209,35.62969,JGD2011,03-3489-6452
他の法人,就労支援事業所メイ,201-0013,狛江市元和泉２－３５－１　あいとぴあセンター３階,139.56741,35.6334,JGD2011,03-3480-8187
社福法人,こまえ工房,201-0014,狛江市東和泉１－３２－２１,139.5768,35.63037,JGD2011,03-3480-1443
他の法人,ライブリィ工房,207-0004,東大和市清水２－８５０－１,139.44456,35.75364,JGD2011,042-567-2513
他の法人,第２あとりえトントン,207-0013,東大和市向原４－３３－９　ブルーバード１０１・２０６,139.4442,35.73627,JGD2011,042-566-4001
営利法人,就労支援事業所ＮＯＡＨ,207-0014,東大和市南街５－８９－１０　Ｙビル１Ｆ,139.43298,35.73456,JGD2011,042-566-8891
他の法人,あとりえトントン　,207-0014,東大和市南街５－６９－６　ハイネスオマタ１０１～１０３,139.43355,35.73528,JGD2011,042-566-3920
社福法人,第三みんなの家,207-0015,東大和市中央２－１１２２－５,139.4306,35.74455,JGD2011,042-562-8776
社福法人,かたつむりの会作業所,207-0015,東大和市中央２－８３０－４,139.43127,35.74675,JGD2011,042-567-1028
他の法人,グランデ,207-0015,東大和市中央３－８５５－５　中央ビル２０２・２０３,139.42833,35.74538,JGD2011,042-516-8536
社福法人,東大和市総合福祉センターは～とふる,207-0022,東大和市桜が丘２－５３－６,139.41815,35.73586,JGD2011,042-516-3981
他の法人,食工房ぱる,207-0031,東大和市奈良橋２－５５２－３,139.42757,35.75298,JGD2011,042-567-1441
社福法人,第一みんなの家,207-0031,東大和市奈良橋６－７２８－２,139.42593,35.74794,JGD2011,042-564-1900
社福法人,第二みんなの家,207-0031,東大和市奈良橋１－２７６－２,139.42296,35.7541,JGD2011,042-567-0267
他の法人,ＰＡＣＥ,207-0031,東大和市奈良橋５－８１４－１４,139.42827,35.74749,JGD2011,042-843-6375
社福法人,清瀬どんぐりの家,204-0004,清瀬市野塩４－２３０－１,139.50087,35.77483,JGD2011,042-493-0210
他の法人,清瀬福祉作業所,204-0012,清瀬市中清戸３－４３８－１,139.52872,35.77928,JGD2011,042-494-2066
社福法人,ライフパートナーこぶし,204-0013,清瀬市上清戸１－１５－１８,139.52545,35.77372,JGD2011,042-497-9481
社福法人,セルプ清瀬,204-0022,清瀬市松山２－１８－２,139.51143,35.77406,JGD2011,042-491-1236
社福法人,ベーカリーショップどんぐり,204-0022,清瀬市松山３－１８－３５,139.51578,35.76722,JGD2011,042-492-8059
他の法人,スマイルアーク,204-0022,清瀬市松山１－１２－１５,139.51796,35.77186,JGD2011,042-497-1735
社福法人,就労継続支援Ｂ型事業所　マザアス,204-0022,清瀬市松山１－４－２０　松東ビル２０３号,139.52043,35.77118,JGD2011,042-497-8620
社福法人,清瀬育成園ひだまりの里きよせ,204-0024,清瀬市梅園３－１－３０,139.50278,35.76933,JGD2011,042-497-8881
社福法人,パン工房モナモナ,203-0002,東久留米市神宝町２－１４－２３,139.54446,35.76931,JGD2011,042-420-9663
他の法人,くるめパソコン作業所,203-0004,東久留米市氷川台１－２－１２,139.53441,35.76426,JGD2011,042-476-1977
社福法人,広域地域ケアセンター　バオバブ,203-0011,東久留米市大門町２－１３－１１,139.54301,35.76348,JGD2011,042-474-7895
社福法人,えいぶる,203-0011,東久留米市大門町２－１３－１１,139.54301,35.76348,JGD2011,042-471-4883
他の法人,ぶどうの郷,203-0011,東久留米市大門町１－２－４,139.53586,35.76386,JGD2011,042-471-6388
他の法人,むさしの福祉工房,203-0014,東久留米市東本町１－８　たちばなやビル３階,139.53357,35.76096,JGD2011,042-420-9877
社福法人,すばる,203-0032,東久留米市前沢５－５－８,139.51196,35.74001,JGD2011,042-476-1081
他の法人,ピープルファースト東久留米,203-0033,東久留米市滝山４－１－４０,139.50525,35.74485,JGD2011,042-476-5465
他の法人,就労支援事業所　コイノニア,203-0033,東久留米市滝山５－１－１６　,139.50255,35.74639,JGD2011,042-470-9009
社福法人,しおん学園（忘れな草）,203-0043,東久留米市下里７－８　久留米下里住宅１０号棟１０１号,139.50226,35.76007,JGD2011,042-420-4387
営利法人,きぼう工房東くるめ,203-0043,東久留米市下里２－１６－２１,139.50583,35.75226,JGD2011,042-420-1764
他の法人,久留米リカバリーハウス,203-0053,東久留米市本町１－１０－２２,139.53513,35.75712,JGD2011,042-477-3556
社福法人,まあぶる,203-0054,東久留米市中央町２－１－４７,139.52336,35.7566,JGD2011,042-473-5896
社福法人,第二どんぐりの家,203-0054,東久留米市中央町１－３－８,139.52795,35.75522,JGD2011,042-470-1685
社福法人,どんぐりの家,203-0054,東久留米市中央町６－２－５５,139.51848,35.75452,JGD2011,042-475-9559
他の法人,ジョイナス,208-0002,武蔵村山市神明４－１２１　麻生ビル１階,139.403,35.74893,JGD2011,042-516-8366
社福法人,ひなた和楽館,208-0003,武蔵村山市中央４－５５－５,139.38945,35.75864,JGD2011,042-569-8747
区市町村,武蔵村山市立のぞみ福祉園,208-0004,武蔵村山市本町５－２２－１,139.38741,35.76182,JGD2011,042-560-6011
他の法人,えのき園,208-0011,武蔵村山市学園３－８４－１,139.40376,35.74334,JGD2011,042-565-6062
他の法人,村山たんぽぽ,208-0011,武蔵村山市学園３－５９－３　コロコロセンター１階,139.40572,35.74483,JGD2011,042-569-8373
他の法人,共同作業所かたくり第１,208-0012,武蔵村山市緑が丘１４６０－４６－１９,139.40483,35.74046,JGD2011,042-561-6300
他の法人,結(ゆい)緑が丘,208-0013,武蔵村山市大南２－４７－１７,139.40419,35.74052,JGD2011,042-516-8521
社福法人,あかつき授産所,208-0023,武蔵村山市伊奈平１－６４－１,139.37785,35.74544,JGD2011,042-560-7840
社福法人,スペース・まどか,208-0023,武蔵村山市伊奈平１－６４－１,139.37785,35.74544,JGD2011,042-560-7900
他の法人,ひまわりハウス,208-0034,武蔵村山市残堀１－２８－３,139.37741,35.74789,JGD2011,042-569-3087
他の法人,ワークセンター　れすと,206-0001,多摩市和田１８７０－２,139.43434,35.64715,JGD2011,042-373-8925
他の法人,ちいろばの家,206-0003,多摩市東寺方１－１６－３,139.44193,35.64828,JGD2011,042-372-3015
他の法人,遊夢,206-0012,多摩市貝取４－３－１－１０７、１０９,139.43842,35.61452,JGD2011,042-338-4611
他の法人,どんぐりパン,206-0024,多摩市諏訪５－６－３－１０５、１０６,139.4514,35.62243,JGD2011,042-371-9236
他の法人,あしたや,206-0024,多摩市諏訪５－６－３－１０１,139.4514,35.62243,JGD2011,042-372-3690
社福法人,コラボたま　ワークセンターつくし,206-0025,多摩市永山６－１３－１,139.44579,35.61252,JGD2011,042-375-3233
他の法人,若人塾,206-0025,多摩市永山３－９　東永山複合施設内,139.44942,35.62371,JGD2011,042-376-8431
他の法人,工房マテリアル,206-0025,多摩市永山３－９　東永山複合施設Ａ棟１０２,139.44942,35.62371,JGD2011,042-374-6220
他の法人,ワークス多摩（工房レスト）,206-0025,多摩市永山４－２－３－１０３,139.44948,35.62096,JGD2011,042-356-3601
他の法人,暉望（色えんぴつの家）,206-0025,多摩市永山３－９　東永山複合施設内,139.44942,35.62371,JGD2011,042-372-3382
他の法人,アートひまわり,206-0032,多摩市南野３－１５－１　５階,139.41402,35.61226,JGD2011,042-373-8455
社福法人,ぐり－んぴーす工房,206-0033,多摩市落合３－１７－１－１０１,139.4304,35.61646,JGD2011,042-389-6339
他の法人,AROMA,206-0033,多摩市落合１－３－７　ハルシオンコート２０２,139.4287,35.62716,JGD2011,042-338-1919
他の法人,草むらde夢（夢うさぎ）,206-0033,多摩市落合１－４６－１　ココリア多摩センター５階５０５,139.42476,35.6223,JGD2011,042-319-3813
他の法人,しごとば＆のんびりカフェ　風の家,206-0041,多摩市愛宕１－１－１－１０１、１０３,139.43581,35.63495,JGD2011,042-313-7760
営利法人,就労支援センター　ぽわん,206-0041,多摩市愛宕４－１７－９　１階,139.42778,35.62812,JGD2011,042-400-6328
他の法人,わくわく,206-0801,稲城市大丸６０－１１　サンパレス２階,139.49994,35.64195,JGD2011,042-378-1514
営利法人,リノール,206-0802,稲城市東長沼２１０６－５　マスヤビルディング３０６号室,139.50394,35.63872,JGD2011,042-401-6960
社福法人,コラボいなぎ　いなぎワークセンター,206-0822,稲城市坂浜１０２９－１,139.48557,35.62339,JGD2011,042-313-5001
その他,社会福祉法人　稲城市社会福祉協議会　エイトピア工房,206-0823,稲城市平尾１－９－１　複合施設ふれんど平尾内,139.49225,35.61383,JGD2011,042-350-1891
区市町村,羽村市福祉センター,205-0002,羽村市栄町２－１８－１,139.31313,35.77059,JGD2011,042-555-1200
社福法人,福祉作業所ひばり園,205-0002,羽村市栄町３－３－１,139.31407,35.7719,JGD2011,042-578-0855
社福法人,福祉作業所スマイル工房　,205-0015,羽村市羽中３－８－１１,139.3063,35.76137,JGD2011,042-578-2723
他の法人,やまぐちや,190-0173,あきる野市戸倉５７８,139.20169,35.72995,JGD2011,042-588-5993
その他,こすもす福祉作業所,197-0812,あきる野市平沢１７５－４,139.30247,35.73215,JGD2011,042-558-2566
他の法人,あきる野福祉工房,197-0825,あきる野市雨間１８１５,139.29639,35.71623,JGD2011,042-550-9773
他の法人,秋川虹の家,197-0827,あきる野市油平２５８－１９,139.28523,35.72287,JGD2011,042-559-1086
他の法人,わらべ　あきる野事業所,197-0832,あきる野市上代継８４－６,139.27722,35.73187,JGD2011,042-559-2241
他の法人,サンワーク田無,188-0002,西東京市緑町１－８－３－１０２,139.53738,35.73567,JGD2011,042-452-7401
社福法人,さくらの園,188-0004,西東京市西原町４－５－６　西東京市西原総合教育施設内,139.52879,35.73684,JGD2011,042-468-5665
他の法人,たなし工房,188-0011,西東京市田無町３－３－７　海老沢第１ビル８０１号,139.54077,35.73124,JGD2011,042-468-3061
他の法人,富士町作業所,188-0011,西東京市田無町５－５－１２,139.53619,35.73098,JGD2011,042-462-1093
社福法人,ほうや福祉作業所,202-0001,西東京市ひばりが丘３－１－２３,139.53682,35.74507,JGD2011,042-461-9816
他の法人,コミュニティルーム友訪,202-0005,西東京市住吉町６－１１－１６,139.5524,35.74543,JGD2011,042-438-0091
他の法人,ワークステーション　ウーノ（手づくり工房めぇ）,202-0015,西東京市保谷町３－８－７,139.55428,35.73051,JGD2011,042-452-6450
他の法人,ＩＯＮ　第１事業所　就労継続支援Ｂ型,202-0015,西東京市保谷町３－２５－８,139.55074,35.72905,JGD2011,042-452-9420
他の法人,パッソ西東京,202-0022,西東京市柳沢６－１１－１３,139.54889,35.72799,JGD2011,042-497-4841
社福法人,ラシーネ西東京,202-0023,西東京市新町４－７－１,139.53769,35.71183,JGD2011,0422-56-8801
他の法人,瑞穂町精神障害者共同作業所,190-1202,西多摩郡瑞穂町駒形富士山１７８－１,139.36296,35.78744,JGD2011,042-556-9635
社福法人,瑞穂町福祉作業所,190-1221,西多摩郡瑞穂町箱根ケ崎８３１－２,139.34462,35.78111,JGD2011,042-557-1621
社福法人,日の出リハビリ,190-0182,西多摩郡日の出町平井２１８－１,139.26711,35.74571,JGD2011,042-597-4111
社福法人,ワークスタディ日の出,190-0182,西多摩郡日の出町平井２１８－１,139.26711,35.74571,JGD2011,042-597-4111
社福法人,就労　日の出舎,190-0182,西多摩郡日の出町平井３０３０,139.25609,35.7477,JGD2011,042-597-1451
社福法人,ひのきのその,190-0213,西多摩郡檜原村５３５４－６,139.16281,35.72683,JGD2011,042-598-3113
社福法人,ワークショップ奥多摩,198-0213,西多摩郡奥多摩町海沢５６４,139.12495,35.78701,JGD2011,0428-83-3402
その他,黒潮作業所,100-0101,大島町元町字赤禿２８－５,139.355132,34.775412,JGD2011,04992-2-4836
他の法人,波浮港福祉作業所,100-0211,大島町差木地字クダッチ,139.42119,34.70663,JGD2011,04992-4-1588
他の法人,のびのび,100-1401,八丈島八丈町大賀郷４４３６－３５,139.76569,33.11713,JGD2011,04996-9-5817
他の法人,ちょんこめ作業所,100-1511,八丈島八丈町三根２－１,139.79211,33.11377,JGD2011,04996-2-3678
他の法人,フェニックス,100-1511,八丈島八丈町三根２－１,139.79211,33.11377,JGD2011,04996-2-5079
