"ページURL","分類","第1分類","第2分類","開催日時","ページタイトル","問い合わせ先1","問い合わせ先電話番号1","問い合わせ先ファックス番号1","問い合わせ先2","問い合わせ先電話番号2","問い合わせ先ファックス番号2","問い合わせ先3","問い合わせ先電話番号3","問い合わせ先ファックス番号3","問い合わせ先4","問い合わせ先電話番号4","問い合わせ先ファックス番号4","問い合わせ先5","問い合わせ先電話番号5","問い合わせ先ファックス番号5","問い合わせ先6","問い合わせ先電話番号6","問い合わせ先ファックス番号6","問い合わせ先フリー入力","内容","対象","開催日詳細","ところ","定員","費用","申し込み","持ち物","その他","関連資料URL1","関連資料タイトル1","関連資料URL2","関連資料タイトル2","関連資料URL3","関連資料タイトル3","関連資料URL4","関連資料タイトル4","関連資料URL5","関連資料タイトル5","関連リンクURL1","関連リンクタイトル1","関連リンクURL2","関連リンクタイトル2","関連リンクURL3","関連リンクタイトル3","関連リンクURL4","関連リンクタイトル4","関連リンクURL5","関連リンクタイトル5","緯度","経度",
"https://www.city.minato.tokyo.jp/tokubetsushientan/hidamari060919.html","008009001000","港区イベントカレンダー","地区指定なし","2024年9月19日","お子さんの特性に配慮した接し方、伝え方について「みんなとCafeひだまり」でお話ししませんか","教育委員会事務局学校教育部教育人事企画課特別支援教育担当","03-5422-1543","03-5422-1547","","","","","","","","","","","","","","","","","","未就学児・小学生のお子さんの保護者","午前10時から11時30分まで","港区⽴教育センター研修室
港区⻁ノ⾨3-6-9 4階","","","申込期限:2024年9⽉12⽇（木曜⽇）
※⼀時保育を希望する場合は、2024年9⽉6⽇（金曜⽇）まで（対象は⽣後4か⽉〜就学前。先着4名まで。）
以下の関連リンクにあるフォームからお申込みください。
電話03-5422-1543でも受け付けしています。","","","","","","","","","","","","","https://forms.office.com/r/jcuZpqhcBa","みんなとCafeひだまり申込フォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/shiba-koushisetsuunei/event/images/nightaquabics2.html","008000000000","港区イベントカレンダー","","2024年10月4日から2024年12月6日","「夜のアクアビクス教室」","芝浦港南地区総合支所管理課施設運営担当","03-6400-0033","03-5445-4590","","","","","","","","","","","","","","","","","水中で音楽に合わせて体を動かしながら、心肺機能の向上とシェイプアップを目的としたクラスです。
脚のむくみが気になる方陸上での運動が不安な方・ストレスを発散したい方、おススメです！","16歳以上の在住・在勤の方","毎週金曜日・全10回
午後7時～7時45分（45分間）","港南いきいきプラザ","12名（先着順）","7,700円
入金期間：9月18日（水）～9月28日（土）","電話、もしくは港南いきいきプラザ窓口にてお申込み
申込み期間：9月1日（日）～9月15日（日）","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakadobokutan/reiwa6/kousakutaiken09.html","008003001000","港区イベントカレンダー","赤坂地区","2024年9月7日","お月見の工作体験の開催について（高橋是清翁記念公園）","赤坂地区総合支所まちづくり課まちづくり係","03-5413-7015","03-5413-2019","","","","","","","","","","","","","","","","高橋是清翁記念公園管理事務所
電話番号：03-6384-5113
ファックス番号：03-6384-5116","高橋是清翁記念公園で、お月見の工作体験を開催します。
十五夜にぴったりな秋の植物を使った紙灯籠を作ります。
是非お申込みください。","どなたでも","10時00分~12時00分
※中止のお知らせは、港区赤坂地区公園情報サイト（関連リンク参照）にてお知らせします。","港区立高橋是清翁記念公園（赤坂7-3-39）","先着30名（大人・子ども含む）","無料","高橋是清翁記念公園管理事務所（03-6384-5113）までお電話ください。
※申込締め切り：9月6日（金曜日）19時00分まで","","チラシの「イベント実施にあたって」をお読みになってから、お申し込みをお願いいたします。","https://www.city.minato.tokyo.jp/akasakadobokutan/reiwa6/documents/0907_tirashi.pdf","チラシ","","","","","","","","","http://www.akasaka-parks.jp/","港区赤坂地区公園情報サイト（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/jinken/ibentotudoi.html","008005000000","港区イベントカレンダー","芝浦港南地区","2024年8月24日","平和のつどい開催します！！","総務部総務課人権・男女平等参画係","03-3578-2014","03-3578-2976","","","","","","","","","","","","","","","","","・第一部　「港区平和青年団及び、広島派遣中学生活動報告会～語り継ごう、平和への想い～」
港区平和青年団及び広島派遣中学生が、この夏に「戦争体験者との交流」「長崎派遣研修」「広島派遣研修」等を通じて学び、感じた平和への思いを伝えます。また、平成17年に港区平和都市宣言20周年事業の一環として、区立芝公園に設置した「平和の灯（ひ）」に分火していただいた自治体からの「平和へのメッセージ」港区平和青年団員が代読します。

・第二部　「被爆体験伝承講話」
広島市の被爆体験伝承者より、被爆者から受け継いだ被爆体験や平和への想いについてお話いただきます。

・第三部　「平和祈念コンサート」
平和への願いを音楽にのせ、壮大なオーケストラ演奏によりお届けします。　ぜひ、皆様でこの想いを共有しませんか？　
　
　
　　　　","誰でも","令和6年8月24日（土曜）午後1時30分〜午後5時まで（開場は午後1時から）","港区立男女平等参画センター（リーブラホール）
（港区芝浦1-16-1　みなとパーク芝浦1階）","180名　※まだ席に余裕あります！","無料","8月17日以降のお申込みは、総務課人権・男女平等参画係で受け付けします。
お申し込みの際は、以下の電話番号まで
総務課人権・男女平等参画係　03-3578-2014
※当日の会場受付も可能です","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240928-zenkokurenkeimarche.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月28日から2024年9月29日","全国連携マルシェin芝浦","","","","","","","","","","","","","","","","","","","","","どなたでも","","プラタナス公園
※令和6年度の開催日時や出展自治体等の最新情報は、港区ホームページをご覧ください。","","","当日直接会場へ","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202408/20240821top/02.html","広報みなと2024年8月21日号　全国連携マルシェin芝浦","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241004-yoga.html","008005000000","港区イベントカレンダー","芝浦港南地区","2024年10月4日から2024年12月22日","ヨガ教室","","","","","","","","","","","","","","","","","","","","","16歳以上の区内在住・在勤者","金曜コース：10月4日から12月6日（全10回）午後7時30分から午後8時30分
土曜コース：10月12日から12月21日（11月23日を除く全10回）午前9時50分から午前10時50分
日曜コース：10月6日から12月22日（11月10日・11月24日を除く全10回）午前9時45分から午前10時45分または午前11時から正午","港南いきいきプラザ","各20人（抽選）","各コース5,500円（参加費）","電話または直接、9月1日（日曜）までに、港南いきいきプラザへ。
電話：03-3450-9915","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240822-lobbyconcert.html","008009000000","港区イベントカレンダー","地区指定なし","2024年8月22日から2024年9月10日","第2・3回港区ロビーコンサート","産業・地域振興支援部地域振興課文化芸術振興係","03-3578-2584","03-3438-8252","","","","","","","","","","","","","","","","","","どなたでも","8月22日（木曜） 、9月10日（火曜）いずれも午後0時10分から0時40分","区役所1階ロビー","","","当日直接会場へ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240908-jointconcert.html","008004000000","港区イベントカレンダー","高輪地区","2024年9月8日","第37回港区音楽連盟ジョイントコンサート・秋","産業・地域振興支援部地域振興課文化芸術振興係","03-3578-2584","03-3438-8252","","","","","","","","","","","","","","","","港区音楽連盟事務局
電話：090-2670-0908","","どなたでも","午後1時から午後4時45分頃","高輪区民センター","200人（会場先着順）","","当日直接会場へ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240902-sekainosports.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月2日から2024年9月16日","国際文化紹介展示「世界のスポーツ」～22カ国大使館協力～","産業・地域振興支援部地域振興課国際化推進係","03-3578-2046","03-3438-8252","","","","","","","","","","","","","","","","","","どなたでも","午前11時から午後8時","東京ミッドタウンガリレア2階・3階（赤坂九丁目7番1号）","","","当日直接会場へ","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240904-shohisharyoku.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月4日から2024年10月23日","消費者力検定講座","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者","（毎週水曜・全8回）午後1時30分から午後3時30分","消費者センター（みなとパーク芝浦2階）","30人（申込順）","","電話で、8月31日（土曜）までに、消費者センターへ。
※保育あり（1歳から就学前、4人。8月26日（月曜）までに、申込時にお申し出ください）
※手話通訳を希望する人は、ファックスで、消費者センターへ。
電話：03-3456-4159　ファックス：03-3453-0458","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240910-shohishakoza.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月10日","消費者センター公開講座「機能性表示食品の正体～被害にあわないために～」","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者","午後2時から午後4時","消費者センター（みなとパーク芝浦2階）","20人（申込順）","","電話で、8月21日から9月4日（水曜）に、みなとコール（受付時間：午前9時（初日は午後2時）から午後5時）へ。
※保育あり（1歳から就学前、4人。8月30日（金曜）までに、申込時にお申し出ください）
※手話通訳を希望する人は、ファックスで消費者センターへ。
電話：03-5472-3710　ファックス：03-3453-0458","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240920-uicareminato.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月20日","ういケアみなと　がん制度大学「困難事例から学ぶがん患者さんの障害年金のポイント」","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","どなたでも","午後6時から午後7時","（1）がん在宅緩和ケア支援センター
（2）オンラインツール（Zoom）","（1）10人（申込順）
（2）100人（申込順）","","（1）電話またはファックスで、がん在宅緩和ケア支援センターへ。
（2）がん在宅緩和ケア支援センターホームページから申し込めます。詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240921-wellnessseminar.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月21日","ウェルネスセミナー「毎日継続できるがん患者のフィットネス」","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","がん患者","午前10時30分から午前11時30分","がん在宅緩和ケア支援センター","16人（申込順）","","電話またはファックスで、がん在宅緩和ケア支援センターへ。詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240903-otsugomori.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月3日","港区名誉区民　水谷 八重子さんの「大つごもり」の世界が身近に！","総務部総務課総務係","03-3578-2284","03-3578-2976","","","","","","","","","","","","","","","","","朗読新派「大つごもり」で実際に使用している道具のお披露目と本人によるトークショーを実施します。","どなたでも","正午から午後0時45分
（午前11時30分開場）","区役所1階ロビー","","","当日直接会場へ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241002-katakoriyobo.html","008002002000","港区イベントカレンダー","麻布地区","2024年10月2日から2024年12月25日","肩こり予防改善教室","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","（11月13日を除く毎週水曜・全12回）午後2時30分から午後3時30分","西麻布いきいきプラザ","18人（抽選）","","電話または本人が直接、9月8日（日曜）までに、西麻布いきいきプラザへ。
電話：03-3486-9166","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240904-paddletennis.html","008004002000","港区イベントカレンダー","高輪地区","2024年9月4日","パドルテニス体験会","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","午前10時から正午","神応いきいきプラザ","30人（抽選）","","電話または直接、8月31日（土曜）までに、神応いきいきプラザへ。
電話：03-5422-8848","室内用運動靴","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240913-jibunshi.html","008004002000","港区イベントカレンダー","高輪地区","2024年9月13日","「自分史の始め方」～自分史の完成を目指すための第一歩～","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","午前10時30分から正午","豊岡いきいきプラザ","20人（抽選）","","電話または直接、9月8日（日曜）までに、豊岡いきいきプラザへ。当選者のみ、9月9日（月曜） 以降に電話で連絡します。
電話：03-3453-1591","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240910-harimassage.html","008002002000","港区イベントカレンダー","麻布地区","2024年9月10日から2024年9月11日","はり・マッサージサービス","","","","","","","","","","","","","","","","","","","","","65歳以上の区民","","麻布いきいきプラザ","60人（申込順）","1,000円（利用料）","電話で、8月28日（水曜）午後5時までに、麻布いきいきプラザへ。
電話：03-3408-7888","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240924-shogaishien.html","008009003000","港区イベントカレンダー","地区指定なし","2024年9月24日","障害児・者を支援している人への研修（全8回）「第4回～僕たちがデンマーク留学から学んだこと～」","","","","","","","","","","","","","","","","","","","","講師：成川 祥太氏（障害当事者）、石川 雄也氏（重度訪問介護事業所　株式会社idomu）","区内在住・在勤・在学者","午後2時から午後3時30分","障害保健福祉センター","60人（申込順）","","電話・ファックスまたはメールで、障害保健福祉センターへ。自宅での介護または会場での一時保育（2人まで）が必要な人は、9月13日（金曜）正午までにご相談ください。
電話：03-5439-2511　ファックス：03-5439-2514
メール：minato-chi@yuai.or.jp","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241001-shogaishapc.html","008009003000","港区イベントカレンダー","地区指定なし","2024年10月1日から2024年10月25日","障害者のためのパソコン教室「タブレット入門」　","","","","","","","","","","","","","","","","","","","","（1）日常で使ってみよう
（2）ミニゲームを作ろう","18歳以上で、次のいずれかに該当する区民
（1）身体障害者手帳・愛の手帳・精神障害者保健福祉手帳のいずれかを所持
（2）難病により障害支援区分認定を受けていること","（1）10月1日から10月22日（毎週火曜・全4回）午前10時45分から午後0時15分
（2）10月4日から10月25日（毎週金曜・全4回）午前10時45分から午後0時15分","障害保健福祉センター","（1）（2）各10人（抽選）","","電話・ファックスまたはメールで、講座名・氏名・電話番号等を9月6日（金曜）までに、障害保健福祉センターへ。申し込みの際、身体状況等の確認をすることがあります。手話通訳・介助が必要な人は、ご相談ください。公共交通機関の利用が困難で、かつ障害者手帳をお持ちの人は巡回送迎バスを利用できます。
電話：03-5439-2511　ファックス：03-5439-2514
メール：minato-chi@yuai.or.jp","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241001-shogaishataiso.html","008009003000","港区イベントカレンダー","地区指定なし","2024年10月1日から2025年3月4日","障害者のための「リフレッシュ体操」","","","","","","","","","","","","","","","","","","","","","18歳以上で、次のいずれかに該当する区民
（1）身体障害者手帳・愛の手帳・精神障害者保健福祉手帳のいずれかを所持
（2）難病により障害支援区分認定を受けていること","（1月7日を除く毎月第1火曜・第3火曜、全10回）午後1時45分から午後3時30分","障害保健福祉センター","10人程度（抽選）","","電話・ファックスまたはメールで、講座名・氏名・電話番号等を9月6日（金曜）までに、障害保健福祉センターへ。申し込みの際、身体状況等の確認をすることがあります。手話通訳・介助が必要な人は、ご相談ください。公共交通機関の利用が困難で、かつ障害者手帳をお持ちの人は巡回送迎バスを利用できます。
電話：03-5439-2511　ファックス：03-5439-2514
メール：minato-chi@yuai.or.jp","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241124-chukoseshohyo.html","008009000000","港区イベントカレンダー","地区指定なし","2024年11月24日","中高生書評合戦2024","","","","","","","","","","","","","","","","","","","","","区内在住・在学の中学生・高校生","","みなと図書館","","","詳細は関連リンクをご参照ください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202408/20240821top/03.html","広報みなと2024年8月21日号　中高生書評合戦2024","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/zenkokurenkeitan/zenkokurenkei_saga3.html","008000000000","港区イベントカレンダー","","2024年9月8日","[イベント告知] 佐賀東高等学校演劇部による高輪築堤をテーマとした歴史演劇「太陽の羅針盤～陸蒸気(おかじょうき)を海に通せ～」 が上演されます (令和6年9月8日)","企画経営部企画課全国連携推進担当","03-3578-2624","03-3578-2034","","","","","","","","","","","","","","","","","","どなたでも","第１部　15時00分～16時30分
第２部　18時00分～19時30分","赤坂区民センター３階 区民ホール","各回300名、事前申込制・先着順","無料","申込み方法およびその他詳細は、添付チラシおよび上記関連リンク(佐賀県公式HP)よりご確認ください","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/attupi/soudan9.html","008003001000","港区イベントカレンダー","赤坂地区","2024年9月12日","あっぴぃ赤坂　発達相談","赤坂地区総合支所管理課施設運営担当","03-5413-7273","03-5413-2019","","","","","","","","","","","","","","","","","港区子ども家庭支援センターの心理士にお子さまの発達について相談ができます。","未就学児のお子さんと保護者","・10時から13時
・14時から17時","あっぴぃ赤坂","5組","","前日までにあっぴぃ赤坂にお電話でご予約をお願いします。
電話番号：03-3475-3900
ご予約受付時間：9時から17時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/attupi/concierge9.html","008003001000","港区イベントカレンダー","赤坂地区","2024年9月17日","あっぴぃ赤坂　「保育コンシェルジュと話そう」","赤坂地区総合支所管理課施設運営担当","03-5413-7273","03-5413-2019","","","","","","","","","","","","","","","","","「保育園ってどんなところ？」「いつでも誰でも預けられるの？」「申込み方法が知りたい！」「預ける場所はどんなところがあるの？」など、保育コンシェルジュがあっぴぃ赤坂で説明会を行います。","港区にお住まいで就学前のお子さんの預け先が必要な方","午前11時から正午まで","あっぴぃ赤坂","要予約","","前日までにあっぴぃ赤坂にお電話でご予約をお願いします。
電話番号：03-3475-3900
ご予約受付時間：午前9時から午後5時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/attupi/big9.html","008003001000","港区イベントカレンダー","赤坂地区","2024年9月18日","あっぴぃ赤坂　大きくなったかな","赤坂地区総合支所管理課施設運営担当","03-5413-7273","03-5413-2019","","","","","","","","","","","","","","","","","お子さんの身長・体重の計測や、看護師に発育の相談ができます。","就園前までのお子さんと保護者","午前11時から正午","あっぴぃ赤坂ひろば","","","予約不要
ひろば受付の際に身体測定希望とお申し出ください。","2歳未満のお子さんは、バスタオルをお持ち下さい。","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/attupi/gospel9.html","008003001000","港区イベントカレンダー","赤坂地区","2024年9月19日","あっぴぃ赤坂　「ゴスペルを楽しもう」","赤坂地区総合支所管理課施設運営担当","03-5413-7273","03-5413-2019","","","","","","","","","","","","","","","","","港区で活動中のゴスペルグループ「高輪ハッピーママーズ」が元気な歌声を届けてくれます。","未就学児のお子さんと保護者","午後4時から4時20分","あっぴぃ赤坂","要予約
定員20組まで","","前日までにあっぴぃ赤坂にお電話でご予約をお願いします。
電話番号：03-3475-3900
ご予約受付時間：午前9時から午後5時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/aoyamahoikuen-asobou9.html","008003001000","港区イベントカレンダー","赤坂地区","2024年9月3日","青山保育園　保育園であそぼう（９月）","赤坂地区総合支所管理課青山保育園","03-3401-1723","","","","","","","","","","","","","","","","","","エプロンシアターを楽しみましょう！","未就学児のお子さんと保護者","午前10時30分から午前11時15分","赤坂子ども中高生プラザ青山館（カリッパ）
※青山保育園の上にある施設で開催します。","5組","","参加を希望される方は事前に電話で予約してください
電話番号：03-5786-6567（赤坂子ども中高生プラザ青山館）
電話可能時間：午前9時30分から午後8時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/minamiaoyamahoikuen-asobou9.html","008003001000","港区イベントカレンダー","赤坂地区","2024年9月10日","南青山保育園　保育園であそぼう（９月）","赤坂地区総合支所管理課南青山保育園","03-3401-1650","","","","","","","","","","","","","","","","","","からだをうごかそう！","未就学児のお子さんと保護者","午前10時から午前11時","南青山保育園","","","前日までに南青山保育園に電話で予約をしてください
電話番号：03-3401-5047
電話可能時間：午前9時から午後5時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/akasakahoikuen-asobou903.html","008003001000","港区イベントカレンダー","赤坂地区","2024年9月3日","赤坂保育園　保育園であそぼう（９月３日）","赤坂地区総合支所管理課赤坂保育園","03-3583-2155","","","","","","","","","","","","","","","","","","お庭であそぼう！","未就学児のお子さんと保護者","午前10時から午前11時30分","赤坂保育園","6組（予約制）","","前日までに赤坂保育園に電話で予約をしてください。
電話番号：03-3583-5107
電話可能時間：午前9時から午後5時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/akasakahoikuen-asobou910.html","008003001000","港区イベントカレンダー","赤坂地区","2024年9月10日","赤坂保育園　保育園であそぼう（９月１０日）","赤坂地区総合支所管理課赤坂保育園","03-3583-2155","","","","","","","","","","","","","","","","","","お庭であそぼう！","未就学児のお子さんと保護者","午前10時から午前11時30分","赤坂保育園","6組（予約制）","","前日までに赤坂保育園に電話で予約をしてください。
電話番号：03-3583-5107
電話可能時間：午前9時から午後5時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240913-cheeron2025.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月13日から2024年12月1日","Cheer on!2025 MINATO CITY～世界陸上・デフリンピックを知ろう～","","","","","","","","","","","","","","","","","","","","","どなたでも","","詳細は関連リンクをご参照ください。","","","当日直接会場へ。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202409/20240901top/01.html","広報みなと2024年9月1日号　Cheer on!2025 MINATO CITY～世界陸上・デフリンピックを知ろう～","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240902-nazotokirally.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月2日から2024年12月2日","港区新紙幣肖像謎解きラリー","","","","","","","","","","","","","","","","","","","","","どなたでも","","詳細は関連リンクをご参照ください。","","","詳細は関連リンクをご参照ください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202409/20240901top/02.html","広報みなと2024年9月1日号　港区新紙幣肖像謎解きラリー","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240918-shuwa.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月18日から2024年9月24日","手話言語の国際デーにブルーライトアップを実施します","","","","","","","","","","","","","","","","","","","","","どなたでも","","新橋駅西口広場のSL","","","当日直接会場へ","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202409/20240901top/03.html","広報みなと2024年9月1日号　手話言語の国際デーにブルーライトアップを実施します","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241026-mitsukarumirai.html","008009000000","港区イベントカレンダー","地区指定なし","2024年10月26日","みつかるみらい～第10回港区ものづくり・商業観光フェア～","","","","","","","","","","","","","","","","","","","","","どなたでも","","札の辻スクエア","","","詳細は関連リンクをご参照ください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202409/20240901top/04.html","広報みなと2024年9月1日号　みつかるみらい～第10回港区ものづくり・商業観光フェア～","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240927-artnight2024.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月27日から2024年9月29日","「六本木アートナイト2024」を開催します","","","","","","","","","","","","","","","","","","","","","どなたでも","","六本木ヒルズ、森美術館、東京ミッドタウン、サントリー美術館、21_21 DESIGN SIGHT、国立新美術館、六本木商店街、その他六本木地区の協力施設や公共スペース","","","詳細は関連リンクをご参照ください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202409/20240901top/05.html","広報みなと2024年9月1日号　「六本木アートナイト2024」を開催します","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240907-shotengaievent.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月7日から2024年10月31日","9月・10月 商店街イベント一覧","","","","","","","","","","","","","","","","","","","","","どなたでも","","詳細は関連リンクをご参照ください。","","","当日直接会場へ","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202409/20240901top/06.html","広報みなと2024年9月1日号　9月・10月 商店街イベント一覧","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241002-kaigoyobojigyo.html","008009002000","港区イベントカレンダー","地区指定なし","2024年10月2日から2025年1月19日","10月開始　介護予防総合センターの一般介護予防事業・各種教室","","","","","","","","","","","","","","","","","","","","","60歳以上の区民で、1人で会場まで通うことができ、期間中継続して参加が見込める人","","介護予防総合センター（みなとパーク芝浦2階）","","","電話または直接、9月10日（火曜）までに、介護予防総合センターへ。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202409/20240901top/23.html","広報みなと2024年9月1日号　高齢者関連情報　10月開始　介護予防総合センターの一般介護予防事業・各種教室","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240927-ninchishosupporter.html","008002000000","港区イベントカレンダー","麻布地区","2024年9月27日","認知症サポーター養成講座","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者","午後2時から午後3時30分","麻布いきいきプラザ","15人（抽選）","","電話または直接、9月20日（金曜）までに、麻布いきいきプラザへ。
電話：03-3408-7888","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240921-tabunkakyosei.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月21日から2024年9月28日","港区・東洋英和女学院連携事業国際関係研究所　連続講演会「多文化共生社会を考える」","麻布地区総合支所協働推進課地区政策担当","03-5114-8812","03-3583-3782","","","","","","","","","","","","","","","","","（1）移民社会フランスから考える多文化共生
（2）移民国家ドイツから考える多文化共生","区内在住・在勤・在学者","（1）9月21日（土曜）午後3時から午後4時30分
（2）9月28日（土曜）午後3時から午後4時30分","東洋英和女学院大学大学院201教室（六本木五丁目14番40号）","各50人（申込順）","","大学院ホームページの申し込みフォーム（関連リンク参照）から、（1）9月16日（月曜・祝日）（2）9月23日（月曜・振休）までに、お申し込みください。","","","","","","","","","","","","","https://www.kokusaiken.com/%EF%BC%92%EF%BC%90%EF%BC%92%EF%BC%94%E5%B9%B4%E5%BA%A6%E9%80%A3%E7%B6%9A%E8%AC%9B%E6%BC%94%E4%BC%9A/","大学院ホームページの申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240923-autumnconcert.html","008004000000","港区イベントカレンダー","高輪地区","2024年9月23日","MT社交ダンスバンドによるオータムコンサート","","","","","","","","","","","","","","","","","","","","","小学生以上の区民","午後2時から午後3時30分","高輪いきいきプラザ","40人（申込順）","","電話または直接、高輪いきいきプラザへ。
電話：03-3449-1643","","","","","","","","","","","","","","","","","","","","","","","","",
