"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"区市町村","本町保育所","183-0027","府中市本町３－１９－３","139.471292","35.66441","JGD2011","042-366-6886","101"
"社福法人","光明府中南保育園","183-0027","府中市本町２－２９－１１","139.474908","35.663754","JGD2011","042-363-9714","67"
"営利法人","アスク府中本町保育園","183-0027","府中市本町２－３５－４","139.476936","35.664937","JGD2011","042-330-7471","80"
"区市町村","西府保育所","183-0031","府中市西府町３－３２－１２","139.456151","35.677272","JGD2011","042-366-7025","109"
"営利法人","西府の森保育園","183-0032","府中市本宿町１－４６－７","139.458074","35.67095","JGD2011","042-366-3021","60"
"社福法人","府中保育園","183-0033","府中市分梅町３－１９","139.460751","35.66639","JGD2011","042-360-0222","147"
"社福法人","光明高倉保育園","183-0033","府中市分梅町１－３１","139.467187","35.666556","JGD2011","042-330-2005","143"
"区市町村","住吉保育所","183-0034","府中市住吉町２－３０－１７","139.460846","35.657063","JGD2011","042-366-1426","109"
"営利法人","キッズランド府中保育園","183-0034","府中市住吉町２－１－１","139.458674","35.659724","JGD2011","042-368-8885","54"
"営利法人","府中中河原雲母保育園","183-0034","府中市住吉町２－９－２","139.459016","35.658696","JGD2011","042-318-8600","60"
"営利法人","まなびの森保育園中河原","183-0034","府中市住吉町４－４５－３","139.452313","35.661215","JGD2011","042-360-8585","90"
"区市町村","四谷保育所","183-0035","府中市四谷５－３－１","139.442792","35.664862","JGD2011","042-368-1589","86"
"社福法人","明桜保育園","183-0035","府中市四谷２－３１－１","139.448794","35.665789","JGD2011","042-306-5664","99"
"社福法人","第２府中保育園","183-0036","府中市日新町５－５１－１","139.441011","35.669542","JGD2011","042-354-1666","100"
"区市町村","北山保育所","183-0041","府中市北山町３－２７－９","139.455073","35.690495","JGD2011","042-575-5771","112"
"社福法人","千春保育園","183-0042","府中市武蔵台３―９―４","139.462422","35.694764","JGD2011","042-321-3388","174"
"区市町村","西保育所","183-0045","府中市美好町３－２３－２","139.46282","35.670223","JGD2011","042-362-8301","90"
"区市町村","美好保育所","183-0045","府中市美好町２－４","139.466667","35.672489","JGD2011","042-366-5441","71"
"社福法人","分倍保育園","183-0045","府中市美好町２－３２－７","139.467036","35.676217","JGD2011","042-306-6996","146"
"営利法人","ラフ・クルー分倍河原保育園","183-0045","府中市美好町３－２２－２","139.463268","35.671684","JGD2011","042-370-1386","91"
"区市町村","北保育所","183-0052","府中市新町１－６４－１","139.48889","35.686994","JGD2011","042-363-9715","120"
"社福法人","めぐみ第二保育園","183-0052","府中市新町１－６４－３","139.489106","35.686796","JGD2011","042-368-5582","89"
"区市町村","三本木保育所","183-0055","府中市府中町３－２３－１","139.488524","35.677622","JGD2011","042-365-6210","148"
"営利法人","第２キッズランド府中保育園","183-0056","府中市寿町２－４－４２","139.475486","35.673645","JGD2011","042-306-7557","70"
"区市町村","中央保育所","183-0057","府中市晴見町２－７－１７","139.473655","35.679825","JGD2011","042-363-9713","108"
"社福法人","晴見保育園","183-0057","府中市晴見町１－１３－５","139.479213","35.680269","JGD2011","042-368-0813","80"
"社福法人","よつぎ第四保育園","196-0001","昭島市美堀町５－１７－２","139.347484","35.720692","JGD2011","042-546-3666","110"
"営利法人","Ｎｉｃｏｔ拝島","196-0001","昭島市美堀町５－２１－１","139.345707","35.7188","JGD2011","042-543-0707","60"
"社福法人","拝島保育園","196-0002","昭島市拝島町２－４－２６","139.342227","35.707751","JGD2011","042-541-1074","109"
"社福法人","昭栄保育園","196-0002","昭島市拝島町３－１７－１１","139.334819","35.713545","JGD2011","042-544-1401","100"
"社福法人","ゆりかご保育園","196-0003","昭島市松原町２－９－２","139.351198","35.715481","JGD2011","042-544-3619","130"
"社福法人","松原保育園","196-0003","昭島市松原町４－１１－３","139.344382","35.719125","JGD2011","042-541-1227","110"
"社福法人","のぞみ保育園","196-0003","昭島市松原町５－７－１７","139.341662","35.717878","JGD2011","042-541-1565","75"
"社福法人","同援はいじま保育園","196-0003","昭島市松原町５－２－２５","139.341818","35.721083","JGD2011","042-543-1166","50"
"社福法人","なしのき保育園","196-0011","昭島市上川原町１－２３－１","139.361083","35.706149","JGD2011","042-543-6670","120"
"社福法人","あきみ保育園","196-0011","昭島市上川原町１－１０－１８","139.361939","35.710102","JGD2011","042-519-4010","109"
"社福法人","つつじが丘保育園","196-0012","昭島市つつじが丘３－６－２３","139.366502","35.712274","JGD2011","042-544-8527","110"
"社福法人","昭島ゆりかご第二保育園","196-0014","昭島市田中町３－５－２０","139.350779","35.701891","JGD2011","042-544-6829","100"
"社福法人","上ノ原保育園","196-0015","昭島市昭和町３－１４－３","139.367158","35.708144","JGD2011","042-541-0331","225"
"社福法人","昭和郷保育園","196-0022","昭島市中神町１２６０","139.382215","35.709385","JGD2011","042-543-1588","100"
"社福法人","昭和郷第二保育園","196-0022","昭島市中神町１２６０","139.382215","35.709385","JGD2011","042-541-5983","190"
"社福法人","むさしの保育園","196-0022","昭島市中神町１２９４－４","139.380523","35.713657","JGD2011","042-543-8280","140"
"社福法人","昭和保育園","196-0024","昭島市宮沢町２－２８－１８","139.365536","35.700989","JGD2011","042-544-1213","100"
"社福法人","中神保育園","196-0025","昭島市朝日町５－４－１７","139.372935","35.70373","JGD2011","042-545-0255","126"
"社福法人","福島保育園","196-0031","昭島市福島町１－１８－８","139.381462","35.697192","JGD2011","042-544-2277","174"
"社福法人","多摩保育園","196-0033","昭島市東町５－１－４０","139.3886","35.702714","JGD2011","042-544-1151","151"
"社福法人","昭島ナオミ保育園","196-0034","昭島市玉川町１－１０－４","139.383209","35.705344","JGD2011","042-545-3561","113"
"社福法人","わかくさ保育園","196-0034","昭島市玉川町５－１５－２６","139.374799","35.701886","JGD2011","042-544-0055","160"
"社福法人","緑ケ丘保育園","182-0001","調布市緑ヶ丘２－２５","139.586732","35.66684","JGD2011","03-3309-5605","120"
"社福法人","仙川ちとせ保育園","182-0001","調布市緑ヶ丘２－５６－３","139.588157","35.665065","JGD2011","03-5384-2551","71"
"区市町村","調布市立仙川保育園","182-0002","調布市仙川町１－２１－５","139.586877","35.661449","JGD2011","03-3300-1055","110"
"営利法人","アートチャイルドケア仙川","182-0002","調布市仙川町１丁目１６番７号　ライオンズマンション仙川２Ｆ","139.585152","35.661163","JGD2011","03-5313-0615","33"
"社福法人","パイオニアキッズ第２仙川園","182-0002","調布市仙川町２－１２－９","139.582394","35.662012","JGD2011","03-5314-9442","80"
"社福法人","ブライト保育園調布仙川","182-0002","調布市仙川町３－１７－６","139.587476","35.665001","JGD2011","03-3300-0190","90"
"区市町村","調布市立東部保育園","182-0003","調布市若葉町１－２９－２１","139.582985","35.658196","JGD2011","03-3307-2081","100"
"社福法人","パイオニアキッズ仙川園","182-0003","調布市若葉町１－２７－３１","139.582924","35.659316","JGD2011","03-5314-9353","60"
"社福法人","おおたかの空保育園","182-0004","調布市入間町２－２８","139.585436","35.649184","JGD2011","03-5787-7447","157"
"社福法人","パイオニアキッズつつじヶ丘園","182-0005","調布市東つつじヶ丘２－４－４","139.576553","35.656691","JGD2011","03-6279-6973","75"
"社福法人","つつじヶ丘どろんこ保育園","182-0005","調布市東つつじヶ丘１－６－２５","139.577116","35.659935","JGD2011","03-5315-9412","93"
"区市町村","調布市立神代保育園","182-0006","調布市西つつじヶ丘１－４０－５","139.570012","35.660748","JGD2011","042-485-3103","100"
"営利法人","ポピンズナーサリースクール調布保育園","182-0006","調布市西つつじヶ丘２－４－１","139.570984","35.662533","JGD2011","03-5315-2100","110"
"区市町村","調布市立金子保育園","182-0006","調布市西つつじヶ丘４－１６－７","139.57342","35.655352","JGD2011","042-483-4410","100"
"営利法人","ピノキオ幼児舎つつじヶ丘保育園","182-0006","調布市西つつじヶ丘３－３０－１　ハイツ鹿嶋１階","139.573447","35.658963","JGD2011","042-490-2270","40"
"営利法人","太陽の子つつじヶ丘保育園","182-0006","調布市西つつじヶ丘４－２９－１","139.575183","35.655327","JGD2011","042-490-0161","65"
"社福法人","リトルキッズスター","182-0006","調布市西つつじヶ丘４－１６－８","139.573261","35.655246","JGD2011","042-488-5559","86"
"社福法人","パイオニアキッズ菊野台園","182-0007","調布市菊野台３－２６－１７","139.571692","35.653438","JGD2011","042-488-0533","80"
"社福法人","菊野台かしのみ保育園","182-0007","調布市菊野台１－３４－１８","139.56717","35.657274","JGD2011","042-444-1467","90"
"社福法人","パイオニアキッズ柴崎園","182-0007","調布市菊野台２－２３－５　サニーアイランドビル２階","139.568301","35.653602","JGD2011","042-444-8690","49"
"区市町村","調布市立深大寺保育園","182-0011","調布市深大寺北町３－３１－８","139.550913","35.676882","JGD2011","042-485-2828","120"
"社福法人","うぃず調布深大寺保育園","182-0012","調布市深大寺東町５－３４－３","139.554387","35.676555","JGD2011","042-426-9331","80"
"社福法人","深大寺東町ちとせ保育園","182-0012","調布市深大寺東町１－１４－１","139.558729","35.669794","JGD2011","042-444-8091","100"
"社福法人","調布城山保育園","182-0013","調布市深大寺南町３－１７－３５","139.562265","35.663451","JGD2011","042-452-9496","60"
"他の法人","ぽけっとランド深大寺保育園","182-0013","調布市深大寺南町４－９－１","139.553102","35.665081","JGD2011","042-490-2667","90"
"社福法人","調布上ノ原保育園","182-0014","調布市柴崎２－２４－４","139.564592","35.663292","JGD2011","042-485-2821","103"
"営利法人","にじいろ保育園柴崎","182-0014","調布市柴崎１－２－１","139.563062","35.653933","JGD2011","042-426-9673","80"
"社福法人","八雲台保育園","182-0015","調布市八雲台１－３２－１","139.553241","35.655865","JGD2011","042-486-9143","100"
"社福法人","オリンピア保育園","182-0016","調布市佐須町３－１－５","139.552149","35.65691","JGD2011","042-482-4331","95"
"社福法人","調布もみじの森保育園","182-0016","調布市佐須町４－１１－２","139.558254","35.656801","JGD2011","042-426-7483","61"
"社福法人","深大寺元町ちとせ保育園","182-0017","調布市深大寺元町１－１０－８","139.546822","35.662587","JGD2011","042-444-3041","80"
"区市町村","調布市立上布田保育園","182-0021","調布市調布ケ丘１－２０－１","139.545983","35.65609","JGD2011","042-482-2564","90"
"社福法人","調布ヶ丘ちとせ保育園","182-0021","調布市調布ヶ丘３丁目７番７号","139.548755","35.657412","JGD2011","042-442-4661","90"
"社福法人","調布エンジェル保育園","182-0021","調布市調布ヶ丘１－２３－１","139.545989","35.654938","JGD2011","042-444-5288","80"
"区市町村","調布市立第五保育園","182-0022","調布市国領町３－１２－１","139.560163","35.650877","JGD2011","042-484-2200","100"
"社福法人","二葉くすのき保育園","182-0022","調布市国領町３－８－１５　１号棟","139.560591","35.648614","JGD2011","042-487-8309","100"
"社福法人","みゆき保育園","182-0022","調布市国領町８－１－３５　６号棟","139.563107","35.647608","JGD2011","042-488-8860","109"
"社福法人","ときわぎ国領保育園","182-0022","調布市国領町８－２－６５","139.564732","35.646261","JGD2011","03-5438-2115","62"
"社福法人","調布クオレ保育園","182-0022","調布市国領町４－１３－４２","139.556686","35.648053","JGD2011","042-481-8731","70"
"公益法人","東京ＹＷＣＡまきば保育園","182-0022","調布市国領町７－１１－１","139.557678","35.644015","JGD2011","042-483-5208","90"
"営利法人","ココファン・ナーサリー国領","182-0022","調布市国領町７－１７－３","139.558775","35.64462","JGD2011","042-490-3230","70"
"営利法人","京王キッズプラッツ国領","182-0022","調布市国領町２丁目１７番３号","139.55991","35.651369","JGD2011","042-426-7023","80"
"社福法人","レオ保育園","182-0023","調布市染地２－８－３０","139.552276","35.641185","JGD2011","042-488-4127","120"
"区市町村","調布市立下布田保育園","182-0024","調布市布田２－２７－４","139.548161","35.653035","JGD2011","042-481-7668","90"
"営利法人","エンゼルランド","182-0024","調布市布田６－２３－８","139.547484","35.6468","JGD2011","042-480-6860","60"
"営利法人","エンゼルシー","182-0024","調布市布田３－２１－２","139.548223","35.647217","JGD2011","042-480-8010","84"
"営利法人","小学館アカデミーちょうふ保育園","182-0024","調布市布田４－２５－８","139.544806","35.648717","JGD2011","042-490-6080","84"
"営利法人","グローバルキッズ調布園","182-0024","調布市布田５－１７－６","139.543451","35.646736","JGD2011","042-441-7707","60"
"社福法人","ちょうふのぞみ保育園","182-0024","調布市布田４－５－３４","139.545759","35.651135","JGD2011","042-426-4941","90"
"社福法人","調布なないろ保育園","182-0025","調布市多摩川１－１５－２","139.528011","35.650466","JGD2011","042-444-3900","100"
"営利法人","ヒューマンアカデミー調布多摩川保育園","182-0025","調布市多摩川３丁目８番２号","139.533069","35.648039","JGD2011","042-480-8081","90"
"営利法人","京王キッズプラッツ多摩川","182-0025","調布市多摩川４丁目３９番地１","139.535949","35.645895","JGD2011","042-490-5550","46"
"区市町村","調布市立ひまわり保育園","182-0026","調布市小島町２－５３－５","139.542762","35.649653","JGD2011","042-481-7107","45"
"社福法人","皐月保育園","182-0026","調布市小島町２－２０－３","139.539326","35.651177","JGD2011","042-482-2323","130"
"社福法人","双葉保育園","182-0026","調布市小島町３－２８－１","139.536844","35.646817","JGD2011","042-485-6651","105"
"社福法人","みずべの保育園","182-0026","調布市小島町３丁目４９番１５号","139.538321","35.645761","JGD2011","042-444-8901","80"
"社福法人","レイモンド調布保育園","182-0026","調布市小島町３丁目１６番８号","139.538699","35.649753","JGD2011","042-426-9461","90"
"区市町村","調布市立富士見保育園","182-0033","調布市富士見町２－３－２６","139.539409","35.658454","JGD2011","042-481-7671","100"
"他の法人","保恵学園保育所","182-0033","調布市富士見町３－１","139.53667","35.662764","JGD2011","042-498-2002","110"
"他の法人","こんぺいとう保育園","182-0033","調布市富士見町１－３９－５４","139.537434","35.66087","JGD2011","042-488-7177","36"
"社福法人","しきの森保育園","182-0034","調布市下石原２－５４－１","139.536979","35.653985","JGD2011","042-426-7151","80"
"区市町村","調布市立上石原保育園","182-0035","調布市上石原２－８－３","139.527141","35.656671","JGD2011","042-484-0234","120"
"区市町村","調布市立宮の下保育園","182-0035","調布市上石原３－３４－１０","139.524664","35.651483","JGD2011","042-486-5682","100"
"社福法人","子供の家こすずめ保育園","182-0035","調布市上石原１－２０－１６","139.529932","35.659312","JGD2011","042-484-1300","90"
"社福法人","城山保育園上石原","182-0035","調布市上石原３－８－１０","139.526238","35.653516","JGD2011","042-490-2031","120"
"営利法人","ヒューマンアカデミー上石原保育園","182-0035","調布市上石原３－２１－３","139.522453","35.653157","JGD2011","042-480-8181","80"
"社福法人","南つくし野保育園","194-0002","町田市南つくし野２－１７－１","139.475014","35.517014","JGD2011","042-788-5228","94"
"社福法人","もりのおがわ保育園","194-0003","町田市小川１－１１－２","139.475183","35.527462","JGD2011","042-788-7025","120"
"社福法人","こびとのもり保育園","194-0003","町田市小川６丁目１番３２号","139.470981","35.521932","JGD2011","042-850-5423","96"
"社福法人","レイモンド南町田保育園","194-0004","町田市鶴間八丁目４番３０号　クレインドビル１Ｆ","139.474312","35.511199","JGD2011","042-706-9641","60"
"社福法人","田園保育園","194-0005","町田市南町田３－１－１","139.466939","35.519493","JGD2011","042-795-1081","66"
"社福法人","光の原保育園","194-0005","町田市南町田１－３－４８","139.468986","35.522882","JGD2011","042-788-5381","100"
"社福法人","ハッピードリーム鶴間","194-0005","町田市南町田４－２２－７","139.466798","35.514869","JGD2011","042-796-3322","142"
"社福法人","成瀬南野保育園","194-0011","町田市成瀬が丘３－２２－１","139.467897","35.536202","JGD2011","042-795-2101","80"
"社福法人","こうりん保育園","194-0012","町田市金森７－６－１","139.454048","35.532541","JGD2011","042-725-7070","100"
"社福法人","こばと保育園","194-0012","町田市金森６－３７－１８","139.455226","35.522736","JGD2011","042-796-3628","65"
"区市町村","市立町田保育園","194-0013","町田市原町田６－２６－１５","139.447829","35.544564","JGD2011","042-722-2679","89"
"社福法人","こひつじ保育園","194-0013","町田市原町田２－１１－５","139.452389","35.540834","JGD2011","042-722-2672","166"
"社福法人","赤ちゃんの家保育園","194-0013","町田市原町田６－２７－１０","139.448656","35.545031","JGD2011","042-726-9558","87"
"社福法人","なごみ保育園","194-0013","町田市原町田５－１－５","139.448148","35.54693","JGD2011","042-724-0753","87"
"社福法人","なごみ第二保育園","194-0013","町田市原町田３－１９－６","139.454806","35.542892","JGD2011","042-739-3753","100"
"営利法人","太陽の子町田駅前保育園","194-0013","町田市原町田６－１７－８　クオーレ１Ｆ","139.446937","35.545767","JGD2011","042-709-7177","39"
"営利法人","町田プチ・クレイシュ","194-0013","町田市原町田６－２８－１９　フジビル９８　１Ｆ","139.447476","35.545672","JGD2011","042-727-9188","80"
"社福法人","高ヶ坂保育園","194-0014","町田市高ヶ坂６－２－１０","139.461036","35.541859","JGD2011","042-727-2373","70"
"社福法人","高ヶ坂ふたば保育園","194-0014","町田市高ヶ坂７－２６－６","139.462386","35.539871","JGD2011","042-720-8215","75"
"区市町村","市立金森保育園","194-0015","町田市金森東１－１２－１６","139.459834","35.53514","JGD2011","042-723-3664","100"
"社福法人","町田南保育園","194-0015","町田市金森東４－３６－８","139.467861","35.527739","JGD2011","042-796-8346","109"
"社福法人","ねむの木保育園","194-0015","町田市金森東３－１７－２５","139.464889","35.530408","JGD2011","042-706-0733","55"
"他の法人","未来保育ＣＬＵＢ","194-0021","町田市中町１－３１－４　ＮＴＴ町田ビル１Ｆ","139.448387","35.547936","JGD2011","042-729-8228","75"
"他の法人","森野三丁目保育園","194-0022","町田市森野３－１１－１６","139.435735","35.55341","JGD2011","042-710-7888","66"
"社福法人","光の森保育園","194-0022","町田市森野５－２１－５","139.433582","35.550588","JGD2011","042-720-8423","100"
"社福法人","もりの聖愛保育園","194-0022","町田市森野４－８－１０","139.432499","35.55406","JGD2011","042-722-0352","100"
"社福法人","まちっこ保育園","194-0031","町田市南大谷１４００－１","139.453756","35.553611","JGD2011","042-785-5650","80"
"社福法人","草笛保育園","194-0032","町田市本町田３１３３－５","139.450697","35.570028","JGD2011","042-725-2652","133"
"社福法人","わかば保育園","194-0032","町田市本町田２５９１－２０","139.440642","35.567423","JGD2011","042-726-1007","105"
"社福法人","本町田わかくさ保育園","194-0032","町田市本町田２９－８","139.453892","35.557749","JGD2011","042-723-2789","70"
"他の法人","開進こども保育園","194-0032","町田市本町田３３５０－３８","139.444895","35.570156","JGD2011","042-711-6901","50"
"社福法人","しぜんの国保育園","194-0035","町田市忠生２－５－３","139.424944","35.577388","JGD2011","042-793-4169","162"
"社福法人","すみれ保育園","194-0036","町田市木曽東２－８－１","139.425147","35.556382","JGD2011","042-723-3229","120"
"社福法人","木曽保育園","194-0036","町田市木曽東４－１３－７","139.431213","35.56632","JGD2011","042-792-0361","100"
"社福法人","すずらん保育園","194-0036","町田市木曽東２－３－２２","139.426772","35.555699","JGD2011","042-728-0270","40"
"社福法人","ひかりの子保育園","194-0037","町田市木曽西１－３４－１","139.415189","35.566878","JGD2011","042-793-6836","129"
"社福法人","第二わかくさ保育園","194-0037","町田市木曽西５－１－１","139.424047","35.566675","JGD2011","042-794-4666","53"
"営利法人","アスク木曽西保育園","194-0037","町田市木曽西３－１８－２","139.419116","35.572972","JGD2011","042-789-2320","60"
"社福法人","まなざし保育園","194-0038","町田市根岸１－２－３","139.41157","35.571061","JGD2011","042-793-3216","110"
"社福法人","玉川さくら保育園","194-0041","町田市玉川学園３－３５－４８","139.459208","35.562649","JGD2011","042-725-2166","67"
"社福法人","町田わかくさ保育園","194-0044","町田市成瀬７－１０－７","139.475527","35.540664","JGD2011","042-728-0288","175"
"社福法人","成瀬くりの家保育園","194-0044","町田市成瀬１－５－１","139.472482","35.548282","JGD2011","042-710-8177","100"
"社福法人","桜台保育園","194-0204","町田市小山田桜台１－１８","139.403187","35.589095","JGD2011","042-797-5131","88"
"区市町村","市立こうさぎ保育園","194-0211","町田市相原町７９２","139.333742","35.604356","JGD2011","042-772-3034","96"
"社福法人","クローバー保育園","194-0211","町田市相原町３３３８－１","139.297246","35.6095","JGD2011","042-782-4401","84"
"社福法人","小山保育園","194-0212","町田市小山町９５４","139.376983","35.593082","JGD2011","042-797-3042","140"
"社福法人","多摩境敬愛保育園","194-0212","町田市小山町４４６４","139.364837","35.601384","JGD2011","042-775-1470","80"
"社福法人","サンフィール保育園","194-0212","町田市小山町４６０４－２","139.359932","35.601678","JGD2011","042-700-8852","140"
"社福法人","かえで保育園","194-0212","町田市小山町７７５","139.380761","35.591274","JGD2011","042-798-0511","100"
"社福法人","町田ときわ保育園","194-0213","町田市常盤町３４６５－１","139.401671","35.583042","JGD2011","042-797-3345","110"
"社福法人","子どもの森保育園","194-0213","町田市常盤町２９７０－１","139.39514","35.588486","JGD2011","042-798-7321","99"
"他の法人","こっこのもり保育園","194-0213","町田市常盤町３０２８－３","139.393152","35.589486","JGD2011","042-797-0611","37"
"社福法人","敬愛桃の実保育園","194-0215","町田市小山ヶ丘３－２８","139.366001","35.602361","JGD2011","042-770-1113","30"
"社福法人","もみの木保育園","194-0215","町田市小山ヶ丘１－３－２","139.385116","35.596382","JGD2011","042-860-0515","100"
"社福法人","かりん保育園","194-0215","町田市小山ヶ丘１－１０－２","139.383027","35.599093","JGD2011","042-860-0250","90"
"社福法人","東平ひまわり保育園","195-0052","町田市広袴町５４３－１","139.475745","35.593534","JGD2011","042-736-2266","100"
"社福法人","東平しらゆり保育園","195-0052","町田市広袴町５４２","139.475509","35.593759","JGD2011","042-736-2276","100"
"社福法人","みどりの森保育園","195-0053","町田市能ヶ谷４－７－１９","139.481823","35.587627","JGD2011","042-708-8161","105"
"社福法人","三輪保育園","195-0054","町田市三輪町１７２０－８","139.493673","35.579815","JGD2011","044-989-4639","27"
"社福法人","三輪あいこう保育園","195-0054","町田市三輪町８２－７","139.49304","35.581882","JGD2011","044-987-9871","84"
"社福法人","花の木保育園","195-0057","町田市真光寺３－１－６","139.463035","35.597568","JGD2011","042-734-6113","109"
"社福法人","ききょう保育園","195-0061","町田市鶴川１－１６－７","139.478207","35.58744","JGD2011","042-735-2242","80"
"区市町村","市立大蔵保育園","195-0062","町田市大蔵町１９８４","139.467987","35.588711","JGD2011","042-735-3600","120"
"社福法人","つるかわ保育園","195-0062","町田市大蔵町２１７７－２","139.474076","35.585362","JGD2011","042-735-5562","120"
"社福法人","井の花保育園","195-0062","町田市大蔵町５３０－１","139.460624","35.589405","JGD2011","042-708-9541","53"
"他の法人","ぽっぽの森保育園","195-0062","町田市大蔵町４１０","139.465371","35.587947","JGD2011","042-860-1515","81"
"他の法人","おひさま共同保育園","195-0063","町田市野津田町４９８－１","139.442783","35.586829","JGD2011","042-736-6648","54"
"社福法人","小野路保育園","195-0064","町田市小野路町１４１６","139.4405","35.598525","JGD2011","042-735-2314","127"
"社福法人","ゆうき山保育園","195-0071","町田市金井町２９３８－１４","139.454508","35.568062","JGD2011","042-737-7607","87"
"社福法人","たかね保育園","195-0074","町田市山崎町２１６０－４","139.436665","35.568567","JGD2011","042-791-2705","159"
"社福法人","ユニケ保育園","195-0074","町田市山崎町４５７","139.430424","35.580771","JGD2011","042-791-0800","78"
"社福法人","たかね第二保育園","195-0074","町田市山崎町１５４０－３","139.432982","35.575311","JGD2011","042-793-6736","131"
"他の法人","カナリヤ保育園","195-0074","町田市山崎町２１３０","139.435684","35.572347","JGD2011","042-794-6590","33"
"区市町村","市立山崎保育園","195-0075","町田市山崎１－２－１４","139.428988","35.568689","JGD2011","042-792-0155","122"
"営利法人","小金井公園ハイジ保育園","184-0001","小金井市関野町２－６－７","139.514206","35.713758","JGD2011","042-316-6674","49"
"区市町村","けやき保育園","184-0002","小金井市梶野町１－２－３","139.528755","35.701987","JGD2011","0422-60-0770","140"
"社福法人","ひなぎく保育園","184-0002","小金井市梶野町２－７－５","139.52795","35.705684","JGD2011","0422-55-4417","110"
"営利法人","第二コスモ保育園","184-0002","小金井市梶野町５－８－２０－Ｂ","139.525111","35.704718","JGD2011","042-316-6857","60"
"営利法人","キッズガーデン東小金井駅前","184-0002","小金井市梶野町５－１１－５","139.525111","35.704718","JGD2011","042-316-6857","59"
"営利法人","第六コスモ保育園","184-0002","小金井市梶野町５－３－２５－２１１","139.524672","35.702796","JGD2011","042-383-3838","68"
"営利法人","小金井北プチ・クレイシュ","184-0003","小金井市緑町４－５－７","139.513406","35.705706","JGD2011","042-382-0130","60"
"区市町村","小金井保育園","184-0004","小金井市本町５－６－１９","139.502016","35.702525","JGD2011","042-381-2237","114"
"社福法人","しんあい保育園","184-0004","小金井市本町３－５－９","139.509551","35.706228","JGD2011","042-381-2263","125"
"営利法人","アスクむさし小金井保育園","184-0004","小金井市本町５－１９－２","139.505693","35.702317","JGD2011","042-386-8505","104"
"営利法人","グローバルキッズ武蔵小金井園","184-0004","小金井市本町１－１９－８","139.50794","35.70092","JGD2011","042-387-8022","90"
"営利法人","まなびの森保育園武蔵小金井","184-0004","小金井市本町３－１２－１３","139.509568","35.708417","JGD2011","042-387-3120","100"
"営利法人","キッズガーデン武蔵小金井","184-0004","小金井市本町１－１９－３","139.507627","35.700981","JGD2011","042-401-2526","90"
"社福法人","しんあいのぞみ保育園","184-0004","小金井市本町３－５－３","139.509801","35.705848","JGD2011","042-401-1721","41"
"営利法人","キッズガーデン小金井桜町","184-0005","小金井市桜町２－１－６","139.507221","35.710444","JGD2011","042-316-5170","90"
"区市町村","くりのみ保育園","184-0011","小金井市東町３－１－１６","139.52742","35.696843","JGD2011","042-383-1180","113"
"社福法人","こむぎ保育園","184-0011","小金井市東町４－２１－８","139.525484","35.695771","JGD2011","042-381-1589","118"
"営利法人","駅前コスモ保育園","184-0011","小金井市東町４－４２－１－２０６","139.52482","35.700876","JGD2011","042-383-7755","86"
"営利法人","ドリームキッズ小金井保育園","184-0011","小金井市東町３－７－１７","139.5291","35.699463","JGD2011","042-230-5130","40"
"営利法人","第十コスモ保育園","184-0011","小金井市東町４－１０－９","139.523634","35.695074","JGD2011","042-380-7777","102"
"他の法人","ひまわり保育園","184-0012","小金井市中町１－５－２１","139.511388","35.694668","JGD2011","042-383-2788","60"
"営利法人","武蔵小金井雲母保育園","184-0012","小金井市中町３－２６－７","139.515323","35.701107","JGD2011","042-380-5031","60"
"区市町村","わかたけ保育園","184-0013","小金井市前原町３－１１－１２","139.499683","35.695851","JGD2011","042-383-1181","112"
"営利法人","東京工学院きしゃぽっぽ保育園","184-0013","小金井市前原町５－１－２９（東京工学院専門学校内）","139.498917","35.687119","JGD2011","042-387-4819","48"
"社福法人","光明第二保育園","184-0014","小金井市貫井南町１－１３－１７","139.494798","35.690241","JGD2011","042-381-8706","122"
"社福法人","貫井保育園","184-0014","小金井市貫井南町４－２９－２１","139.494419","35.698015","JGD2011","042-381-3575","150"
"区市町村","さくら保育園","184-0015","小金井市貫井北町３－３０－６","139.497485","35.711463","JGD2011","042-383-1182","113"
"社福法人","愛の園保育園","184-0015","小金井市貫井北町５－８－１","139.488511","35.701667","JGD2011","042-325-1045","140"
"営利法人","うぃず武蔵小金井保育園","184-0015","小金井市貫井北町３－２１－５","139.497783","35.708925","JGD2011","042-316-4912","60"
"社福法人","コビープリスクールこだいら","187-0001","小平市大沼町１－３－８","139.49344","35.736805","JGD2011","042-312-3801","60"
"区市町村","大沼保育園","187-0001","小平市大沼町２－２－８","139.492643","35.739435","JGD2011","042-341-0726","132"
"社福法人","花小金井愛育園","187-0002","小平市花小金井１－２６－１０","139.514927","35.729076","JGD2011","042-461-9549","100"
"社福法人","花小金井にこにこ保育園","187-0002","小平市花小金井４－１１－２２","139.50843","35.738116","JGD2011","042-452-2205","100"
"営利法人","ココファン・ナーサリー花小金井","187-0002","小平市花小金井３－１－２１－１","139.513619","35.734855","JGD2011","042-451-7020","90"
"営利法人","アスク花小金井保育園","187-0002","小平市花小金井６－１６－３","139.508125","35.730345","JGD2011","042-452-0107","60"
"区市町村","花小金井保育園","187-0002","小平市花小金井５－４１－３","139.510116","35.734336","JGD2011","042-462-5775","100"
