年度,事業所番号,事業所等 名称,事業所等 所在地,事業所等 延床面積(m2),二酸化炭素排出量（燃料等）(t-CO2),二酸化炭素排出量（上下水道）(t-CO2),組織体制の整備 重点対策(1),組織体制の整備 重点対策(2),組織体制の整備 重点対策(3),組織体制の整備 重点対策(4),組織体制の整備 その他対策(1),組織体制の整備 その他対策(2),組織体制の整備 その他対策(3),組織体制の整備 その他対策(4),エネルギー等の使用状況の把握 重点対策(1),エネルギー等の使用状況の把握 重点対策(2),エネルギー等の使用状況の把握 重点対策(3),エネルギー等の使用状況の把握 その他対策(1),エネルギー等の使用状況の把握 その他対策(2),エネルギー等の使用状況の把握 その他対策(3),運用対策 重点対策(1),運用対策 重点対策(2),運用対策 重点対策(3),運用対策 重点対策(4),運用対策 重点対策(5),運用対策 重点対策(6),運用対策 重点対策(7),運用対策 重点対策(8),運用対策 重点対策(9),運用対策 その他対策(1),運用対策 その他対策(2),運用対策 その他対策(3),運用対策 その他対策(4),運用対策 その他対策(5),運用対策 その他対策(6),運用対策 その他対策(7),運用対策 その他対策(8),運用対策 その他対策(9),設備保守対策 重点対策(1),設備保守対策 重点対策(2),設備保守対策 重点対策(3),設備保守対策 重点対策(4),設備保守対策 その他対策(1),設備保守対策 その他対策(2),設備保守対策 その他対策(3),設備保守対策 その他対策(4),設備導入対策 重点対策(1),設備導入対策 重点対策(2),設備導入対策 重点対策(3),設備導入対策 重点対策(4),設備導入対策 その他対策(1),設備導入対策 その他対策(2),設備導入対策 その他対策(3),設備導入対策 その他対策(4)
2018,2693,志村消防団第2分団2部本部,東京都板橋区志村1-12-16,67,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2694,南多摩総合防災施設,東京都八王子市鑓水二丁目108番2,6354,300,8,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C502　採光を利用した消灯の実施,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C103　日本工業規格の照度以下の設定,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,,,,D105　換気フィルターの清掃・点検,,,,D104　空調フィルターの清掃・点検,,,,,,,,,,,
2018,2695,奥多摩消防署,東京都西多摩郡奥多摩町氷川952,1634,80,1,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,,,,,,,,C102　照明スイッチに点灯範囲を表示,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C116　個人用端末の不用・離席時の停止,C129　季節に応じた温度設定の見直し,C501　個室等不使用箇所のこまめな消灯,,,,,,,,,,,,,,E104　照明点灯範囲の細分化,E105　照明用人感センサの採用,,
2018,2697,荻窪消防団第6分団本部施設,東京都杉並区宮前2丁目11番11号,79,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2698,向島消防団第8分団本部施設,東京都墨田区立花5丁目24番3号,81,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2699,本田消防団第8分団本部施設,東京都葛飾区奥戸1-28-10,81,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2700,駒沢オリンピック公園総合運動場,東京都世田谷区駒沢公園1-1,38579,1930,23,,,,,,,,,B103　時間的に詳細に把握,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,,,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,E109　空調の冷温水配管の保温の実施,,,,,,,
2018,2701,東京武道館,東京都足立区綾瀬3丁目20-1,17604,894,4,,,,,,,,,B103　時間的に詳細に把握,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,,,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,,,,E103　高効率照明器具の採用（屋内）,E109　空調の冷温水配管の保温の実施,E114　高効率パッケージの採用,,,,,
2018,2704,若洲海浜公園ヨット訓練所,東京都江東区若洲3-1-1,597,33,0,,,,,,,,,,,,,,,C105　昼休み時の消灯の実施,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C120　外灯等の点灯時間の季節別管理,,,,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2018,2800,光が丘消防団第5分団本部,東京都練馬区北町二丁目11番,80,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2801,大森消防署山谷出張所,東京都大田区大森西5-14-5,1030,25,0,A201　地球温暖化対策の方針等の設定,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,,,,,,,,,C101　空室・不在時等のこまめな消灯,C219　個室等不使用箇所のこまめな消灯,,,,,,,,,,,,,,,,,,,,,,,
2018,2802,蒲田消防団第7分団本部施設,東京都大田区蒲田本町2-30-16,80,0,0,A205　取組内容や点検体制の定期的改善,,,,,,,,B106　過去のデータによる傾向の把握,,,B105　エネルギー使用量の前年度比較,,,C115　事務用機器を業務終了時に停止,C512　進入外気に伴う空調負荷の低減,,,,,,,,,,,,,,,,,D105　換気フィルターの清掃・点検,,,,,,,,,,,,,,,
2018,2803,野方消防団第1分団本部施設,東京都中野区上高田4-26,79,1,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2804,足立消防団第1分団本部施設,東京都足立区佐野1丁目31番6号,79,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2805,葛西消防団第1分団本部施設,東京都江戸川区船堀1丁目3-20,80,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2806,武蔵野消防署吉祥寺出張所,東京都武蔵野市吉祥寺東町1-1-21,769,47,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2807,調布消防署国領出張所,東京都調布市国領町7丁目50-1,1078,30,1,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C501　個室等不使用箇所のこまめな消灯,C504　利用状況に応じた空調の設定変更,C508　空室・不在時等の空調停止,,,,,,,D104　空調フィルターの清掃・点検,,,,,,,,,,,
2018,2808,本田消防署奥戸出張所,東京都葛飾区奥戸8丁目10-1,1254,55,0,A201　地球温暖化対策の方針等の設定,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,C813　外灯等の点灯時間の季節別管理,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C109　空室・不在時等の空調停止,C803　フロア共用部の温度の把握・設定,C810　便座ヒーター等温度の季節別設定,,,,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D104　空調フィルターの清掃・点検,,,,,,,,,,,
2018,2809,城東消防署砂町出張所,東京都江東区新砂3丁目1-1,1124,31,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,C502　採光を利用した消灯の実施,C512　進入外気に伴う空調負荷の低減,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,,,,,,,,,,,
2018,2810,向島消防団第2分団本部,東京都墨田区東向島2丁目33-10,85,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2811,向島消防団第9分団格納庫,東京都墨田区墨田一丁目4-6,21,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2812,調布消防署仮庁舎,東京都調布市上石原三丁目1番地の1,963,77,2,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C501　個室等不使用箇所のこまめな消灯,C504　利用状況に応じた空調の設定変更,C508　空室・不在時等の空調停止,,,,,,,D104　空調フィルターの清掃・点検,,,,,,,,,,,
2018,2813,多摩消防署仮庁舎,東京都多摩市永山4丁目9,1366,106,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C116　個人用端末の不用・離席時の停止,,,,,,,,,,,,,,,,,,,,,
2018,2814,練馬消防団第2分団本部施設,東京都練馬区桜台2丁目19番18号,79,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2815,志村消防団第9分団本部施設,東京都板橋区赤塚3-40-4,75,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2816,石神井消防団第6分団本部,東京都練馬区東大泉5丁目4番17号,73,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2817,町田消防署,東京都町田市本町田2380-3,4290,146,2,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C502　採光を利用した消灯の実施,C512　進入外気に伴う空調負荷の低減,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C133　可能な限り低い照度設定,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C522　効率的な台数でのボイラ等の運転,,,,,,D108　その他設備の定期的な保守・点検,,,,,,,,E120　ヒートポンプ式給湯器等の導入,E141　太陽光発電設備の導入,,
2018,2818,光が丘消防団第2分団本部,東京都練馬区谷原2丁目9番6号,81,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2822,田園調布消防団第8分団本部,東京都大田区上池台3丁目16,79,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2823,田園調布消防団第4分団本部,東京都大田区池上8丁目13,79,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2824,大井消防団第4分団本部施設,東京都品川区大井1丁目46番11号,71,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2825,玉川消防団第3分団本部,東京都世田谷区等々力3丁目14-12,78,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2826,城東消防団第4分団本部施設,東京都江東区大島5丁目40-10,79,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2827,蒲田消防署空港分署仮庁舎,東京都大田区羽田空港1丁目5番6号,907,1,0,A205　取組内容や点検体制の定期的改善,,,,,,,,B106　過去のデータによる傾向の把握,,,B105　エネルギー使用量の前年度比較,,,C115　事務用機器を業務終了時に停止,C512　進入外気に伴う空調負荷の低減,,,,,,,,,,,,,,,,,D105　換気フィルターの清掃・点検,,,,,,,,,,,,,,,
2018,2828,世田谷消防団第17分団防災資機材格納庫2部,東京都世田谷区上北沢1丁目32-10,82,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2829,深川消防署有明分署,東京都江東区有明1丁目2-43,4586,57,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2018,2830,向島消防団第4分団防災資機材格納庫,東京都墨田区八広5丁目9,21,0,0,,,,,,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2831,小平消防署花小金井出張所仮庁舎,東京都小平市花小金井6丁目12-1,455,10,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2832,北多摩西部消防署仮庁舎,東京都東大和市桜ヶ丘3丁目44-41,1206,12,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C116　個人用端末の不用・離席時の停止,,,,D105　換気フィルターの清掃・点検,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,E104　照明点灯範囲の細分化,,
2018,2833,八王子消防署楢原出張所,東京都八王子市楢原町501番,1128,20,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C116　個人用端末の不用・離席時の停止,,,,,,D105　換気フィルターの清掃・点検,,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,E101　高効率照明ランプの採用（屋内）,E130　全熱交換器の導入,E141　太陽光発電設備の導入,
2018,2834,奥多摩消防署別棟,東京都西多摩郡奥多摩町氷川952,585,0,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C502　採光を利用した消灯の実施,C512　進入外気に伴う空調負荷の低減,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C501　個室等不使用箇所のこまめな消灯,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2019,0102,三宅支庁庁舎,東京都三宅島三宅村伊豆642,5031,81,0,,,,,,,,,B106　過去のデータによる傾向の把握,,,,,,C113　中間期における外気冷房の実施,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0103,八丈支庁,東京都八丈町大賀郷2466-2,5192,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0105,二ッ塚中継局舎,東京都青梅市長淵9丁目1417-115,130,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0106,夜明山中継局舎,東京都小笠原村父島字夜明山48,28,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0108,小笠原支庁庁舎,東京都小笠原村父島字西町,2043,117,0,,,,,,,,,,,,,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,,,,,,,,E103　高効率照明器具の採用（屋内）,,,,,,,
2019,0111,大島支庁舎車庫,東京都大島町元町字小清水273-8,388,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0112,東京都立川地域防災センター防災棟,東京都立川市緑町3233-2他,7303,235,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0113,多摩稲城中継所局舎,東京都稲城市若葉台4丁目24番,120,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0114,南氷川中継所局舎,東京都西多摩郡奥多摩町氷川字南氷川1538番2,32,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0116,大島中継所発電機室,東京都大島町元町小清水273-8,22,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0117,神津島中継所無線局舎,東京都神津島村字秩父山96-2,42,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0118,御蔵島村中継所無線局舎,東京都御蔵島村南郷字坂の上1455,58,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0121,三原山中継所無線局舎,東京都八丈町大賀郷2063-2,156,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0122,小笠原支庁母島出張所庁舎,東京都小笠原村母島字元地,904,36,0,,,,,,,,,,,,,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,,,,,,,,E103　高効率照明器具の採用（屋内）,E109　空調の冷温水配管の保温の実施,,,,,,
2019,0123,大島支庁舎,東京都大島町元町字オンダシ222-1,3762,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0124,小笠原支庁母島出張所倉庫,東京都小笠原村母島字元地113-1,49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0125,東京都立大学晴海校舎,東京都中央区晴海1-2-2,9869,287,1,,,,,,,,,B106　過去のデータによる傾向の把握,,,,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2019,0126,大島支庁新島出張所庁舎,東京都新島村本村6-4-24,471,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0127,小笠原地区テレビ放送難視聴解消事業用局舎(父島),東京都小笠原村父島字洲崎29番地,102,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0128,小笠原地区テレビ放送難視聴解消事業用局舎(母島),東京都小笠原村母島字元地199番地3・5,102,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0129,宮塚山中継所局舎,東京都新島村本村字宮塚山215番2ほか,136,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0130,八丈支庁土木課書庫,東京都八丈町三根395,216,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0131,八丈支庁土木課水防倉庫,東京都八丈町三根384外,242,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0132,大島支庁神津島出張所庁舎,東京都神津島村1204,415,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0133,東京都職員研修所,東京都江東区青海2丁目5番10号,6570,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0136,一般財団法人東京都人材支援事業団,東京都新宿区歌舞伎町2丁目44番1号,206,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0137,東京都人権プラザ,東京都港区芝二丁目5番6号 芝256スクエアビル 1階・2階,1561,64,0,,,,,,,,,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,D201　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2019,0201,旧丸の内庁舎,東京都千代田区丸の内3丁目8-1,26991,2711,17,A404　テナントへの温暖化対策協力依頼,,,,A401　テナントにエネルギー使用量提供,A402　使用量の推計に必要な情報の提供,,,B107　主要設備の使用状況の把握,,,,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C126　事務用機器の台数見直し・集約化,,,,,,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,,,
2019,0202,品川区総合庁舎,東京都品川区広町2-1-36,6119,147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0204,中野区総合庁舎,東京都中野区中野4丁目8番1号,2377,120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0205,葛飾区総合庁舎,東京都葛飾区立石5-13-1,3297,158,3,A502　ビルで設置する推進体制への協力,,,,,,,,,,,,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,,,,,,,,,,,,,,,,
2019,0207,旧労管事務所筋5のうち1、2階のみ,東京都渋谷区神宮前6丁目31-5,487,14,0,,,,,,,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,,,,,,,,C103　日本工業規格の照度以下の設定,C109　空室・不在時等の空調停止,C112　季節に応じた外気導入量の適正化,C120　外灯等の点灯時間の季節別管理,C501　個室等不使用箇所のこまめな消灯,C508　空室・不在時等の空調停止,,,,,,,,,,,,,,,,,,,
2019,0208,職業能力開発部倉庫,東京都新宿区戸山3丁目18-1,548,17,0,,,,,,,,,,,,,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C504　利用状況に応じた空調の設定変更,C506　余熱利用による早めの空調停止,C508　空室・不在時等の空調停止,,,,,,,,,,,,,,,,,,
2019,0209,旧大塚高等職業技術専門校,東京都豊島区北大塚1丁目15-10,1800,31,0,,,,,A401　テナントにエネルギー使用量提供,A501　ビル所有者の対策や要請に協力,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,,,,,,,,,,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,,,,,,,,D104　空調フィルターの清掃・点検,,,,,,,,,,,
2019,0210,第二再開発事務所,東京都江東区白河3丁目9-3,1351,65,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0211,旧田園調布警察署沼部(交),東京都大田区田園調布南23-15,25,1,0,,,,,,,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C517　看板照明点灯時間の季節別管理,,,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C122　冷風と温風の混合損失の防止,C114　事務用機器を省エネモードに設定,C516　外灯等の点灯時間の季節別管理,,,,,,,,,,,,,,,,,,
