ID,住所（都道府県名）,住所（市区町村名）,住所（それ以降の住所）,設置者・運営会社,緯度,経度,拠点名,カテゴリ,駐車料金,営業時間,定休日,使用可否,使用可否でその他の場合,充電器数（充電器台数合計）,充電器数（使用できない台数）,充電器数（急速充電器数）,"充電器数（普通（200V）
充電器数）","充電器数（普通（100V）
充電器数）",利用料金（急速充電器料金）,利用料金（普通充電器200V料金）,利用料金（普通充電器100V料金）,現地調査_利用制限（急速充電器）,現地調査_利用制限（普通充電器）,型式（急速充電器）,型式（普通（200V）充電器）,型式（普通（100V）充電器）,設置年数,充電規格（急速充電器）,急速充電器コネクタ数（1台あたり）,普通充電器200Vコネクタ数（1台あたり）,普通充電器100Vコネクタ数（1台あたり）,出力（急速充電器）,出力（普通（200V）充電器）,出力（普通（100V）充電器）,メーカー（急速充電器）,メーカー（普通（200V/）充電器）,メーカー（普通（100V）充電器）,周辺情報,周辺看板の有無,周知箇所（敷地外）,周知箇所（敷地入口・入口付近）,周知箇所（敷地内・敷地内誘導看板）,周知箇所（機器周辺）,駐車スペースの制限,その他の制限
46,東京都,大田区,田園調布本町51,公益財団法人東京都道路整備保全公社,35.588544,139.678182,田園調布駐車場,コインパーキング/駐車場,"30分未満無料(自動二輪車は対象外)／昼間(8:00～22:00)：最大1,300円／夜間(22:00～8:00)：最大500円／15分/100円(8:00～22:00)、60分/100円(22:00～8:00)
",24時間,無休,可,,1,0,1,0,0,無料,設備無し,設備無し,充電中は車から離れてはいけない,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,"	20kW （最大電流値: 50 A ）",設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,0,1,0,情報無し,情報無し
47,東京都,中央区,銀座7-14-16先,公益財団法人東京都道路整備保全公社,35.667303,139.761998,東京都東銀座駐車場,コインパーキング/駐車場,"30分/250円／最大料金：入庫後12時間まで最大2,400円／30分未満：無料",24時間,無休,可,,3,0,1,0,2,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,無料,現地特記事項無し,設備無し,HFR1,設備無し,不明,9年（急速充電器）,CHAdeMO,1,0,2,"	20kW （最大電流値: 50 A ）",設備無し,不明,株式会社東光高岳,設備無し,不明,コンビニエンスストア,あり,0,1,1,1,高さ：2.3ｍ,情報無し
48,東京都,新宿区,西新宿4-41-12,東日本三菱自動車販売株式会社,35.68422294,139.6857359,東日本三菱自動車販売　新宿店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1分ごと30円（税込）,設備無し,設備無し,現地特記事項無し,設備無し,RAPIDAS-R-AE,設備無し,設備無し,5年,CHAdeMO,1,0,0,最大DC500V/125A,設備無し,設備無し,JFEテクノス株式会社,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
49,東京都,北区,王子6-2-1,東日本三菱自動車販売株式会社,35.75932901,139.7387582,東日本三菱自動車販売　王子店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1分ごと30円（税込）、最大900円（税込）,設備無し,設備無し,現地特記事項無し,設備無し,QC03,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社ハセテック,設備無し,設備無し,コンビニエンスストア、公園,あり,0,1,0,0,情報無し,情報無し
50,東京都,練馬区,関町南4-5-26,東日本三菱自動車販売株式会社,35.72291171,139.575924,東日本三菱自動車販売　関町店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,0,1,1,0,会員はプランによる。会員以外1分ごと30円（税込）最大料金900円,コード持込みで無料,設備無し,現地特記事項無し,現地特記事項無し,RAPIDAS-R-A,WK 4322,設備無し,6年,CHAdeMO,1,1,0,500V/125A/50kW,20A/250V/AC,設備無し,JFEテクノス株式会社,Panasonic,設備無し,スーパー、飲食店,あり,0,1,0,1,情報無し,情報無し
51,東京都,練馬区,平和台4-22-15,東日本三菱自動車販売株式会社,35.758578,139.654543,東日本三菱自動車販売　平和台店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,1,0,1,0,0,会員はプランによる。会員以外1分ごと30円（税込）最大料金900円,設備無し,設備無し,現地特記事項無し,設備無し,RAPIDAS-R,設備無し,設備無し,不明,CHAdeMO,1,0,0,直流 50V～500V 最大 125A50kW,設備無し,設備無し,JFEテクノス株式会社,設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,1,情報無し,情報無し
52,東京都,練馬区,豊玉北2-4-8,東日本三菱自動車販売株式会社,35.73377492,139.6664992,東日本三菱自動車販売　練馬店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,0,2,0,0,会員カードをお持ちの方はプランによる,設備無し,設備無し,現地特記事項無し,設備無し,RAPIDAS-R（JFEテクノス）／HASETEC不明,設備無し,設備無し,不明,CHAdeMO,1,0,0,【JFEテクノス】50V～500V 最大125A 50kW／【ハセテック】25kW（最大電流値:65A）,設備無し,設備無し,JFEテクノス株式会社/ 株式会社ハセテック,設備無し,設備無し,公園、飲食店,あり,0,1,0,1,情報無し,情報無し
53,東京都,足立区,保木間5-5-5,東日本三菱自動車販売株式会社,35.80235033,139.8019183,東日本三菱自動車販売　足立店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,0,1,1,0,会員カードをお持ちの方はプランによる,不明,設備無し,現地特記事項無し,現地特記事項無し,QC03,WK 4322,設備無し,不明,CHAdeMO,1,1,0,50kW （最大電流値: 125 A ）,20A/250V/AC,設備無し,株式会社ハセテック,Panasonic,設備無し,銭湯、バッティングセンター,あり,0,1,0,0,情報無し,情報無し
54,東京都,江戸川区,中央2-21-6,東日本三菱自動車販売株式会社,35.7086288,139.8740261,東日本三菱自動車販売　江戸川店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,0,1,1,0,会員はプランによる。会員以外1分ごと30円（税込）最大料金900円,無料,設備無し,現地特記事項無し,現地特記事項無し,RAPIDAS-R,WK 4322,設備無し,6年,CHAdeMO,1,1,0,500V/125A,20A/250V/AC,設備無し,JFEテクノス株式会社,Panasonic,設備無し,コンビニエンスストア、スーパー、銭湯,あり,0,1,0,1,情報無し,情報無し
55,東京都,江戸川区,東葛西2-14-11,東日本三菱自動車販売株式会社,35.66730556,139.8768669,東日本三菱自動車販売　葛西店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,8,0,1,7,0,会員カードをお持ちの方はプランによる,会員カードをお持ちの方はプランによる,設備無し,現地特記事項無し,現地特記事項無し,RAPIDAS-R,EVP-SS60B3-Y7（三菱）／EVH1-H（日東工業）,設備無し,不明,CHAdeMO,1,1,0,直流 50V～500V 最大 125A50kW,【三菱】202V/50/60Hz/6.0kW／【コンセント型】不明／【日東工業】200V16A,設備無し,JFEテクノス株式会社,三菱電機/Panasonic/日東工業株式会社,設備無し,コンビニエンスストア、スーパー、飲食店,あり,0,1,0,0,情報無し,情報無し
56,東京都,青梅市,河辺町4-13-7,東日本三菱自動車販売株式会社,35.78231941,139.2846723,東日本三菱自動車販売　青梅店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,1,0,1,0,0,1分ごと30円、最大900円,設備無し,設備無し,現地特記事項無し,設備無し,QC03,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社ハセテック,設備無し,設備無し,コンビニエンスストア、JR青梅線「河辺駅」、飲食店,あり,0,1,0,0,情報無し,情報無し
57,東京都,調布市,緑ケ丘2-55-7,東日本三菱自動車販売株式会社,35.66576285,139.5884624,東日本三菱自動車販売　緑ヶ丘店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,1,0,1,0,0,会員はプランによる。会員以外1分ごと30円（税込）最大料金900円,設備無し,設備無し,現地特記事項無し,設備無し,RAPIDAS-R-A,設備無し,設備無し,6年,CHAdeMO,1,0,0,500V/125A/50kW,設備無し,設備無し,JFEテクノス株式会社,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
58,東京都,小金井市,前原町5-8-28,東日本三菱自動車販売株式会社,35.68922409,139.5023046,東日本三菱自動車販売　小金井店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,1,0,1,0,0,会員はプランによる。会員以外1分ごと30円（税込）最大料金900円,設備無し,設備無し,現地特記事項無し,設備無し,RAPIDAS-R,設備無し,設備無し,6年,CHAdeMO,1,0,0,500V/125A,設備無し,設備無し,JFEテクノス株式会社,設備無し,設備無し,コンビニエンスストア、コインランドリー、飲食店,あり,0,1,0,0,情報無し,情報無し
59,東京都,東大和市,狭山5-1624-2,東日本三菱自動車販売株式会社,35.74710601,139.4387965,東日本三菱自動車販売　東大和店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,0,2,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1分ごと30円（税込）、最大900円（税込）,設備無し,設備無し,現地特記事項無し,設備無し,QC03 （HASETIC）／RAPIDAS-R（JFEテクノス）,設備無し,設備無し,不明,CHAdeMO,1,0,0,"50kW （最大電流値: 125 A ）／	25kW （最大電流値: 65 A ）",設備無し,設備無し,株式会社ハセテック/JFEテクノス株式会社,設備無し,設備無し,コンビニエンスストア、飲食店、ホームセンター,あり,0,1,0,0,情報無し,情報無し
60,東京都,東久留米市,前沢5-32-22,東日本三菱自動車販売株式会社,35.73918104,139.5083625,東日本三菱自動車販売　東久留米店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,1,0,1,0,0,会員カードをお持ちの方はプランによる,設備無し,設備無し,現地特記事項無し,設備無し,QC03,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社ハセテック,設備無し,設備無し,コンビニエンスストア、ホームセンター、ディスカウントショップ,あり,0,1,0,1,情報無し,情報無し
61,東京都,多摩市,唐木田1-16-1,東日本三菱自動車販売株式会社,35.61328071,139.4028272,東日本三菱自動車販売　多摩ニュータウン店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,4,2,2,2,0,会員カードをお持ちの方はプランによる,会員カードをお持ちの方はプランによる,設備無し,現地特記事項無し,現地特記事項無し,RAPIDAS-R（JFEテクノス）／QC02（HASETEC）,EVP-SS60B3-Y7（三菱電機）／EVH1-H（NITTO KOGYO）,設備無し,3年,CHAdeMO,1,1,0,【JFEテクノス】50kW（最大電流値:125A）／【ハセテック】25kW（最大電流値:65A）,200V/16A,設備無し,JFEテクノス株式会社/ 株式会社ハセテック,三菱電機/日東工業株式会社,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
62,東京都,墨田区,向島3-33-13,墨田三菱自動車販売株式会社,35.711711,139.808402,墨田三菱とうきょうスカイツリー駅前店,ディーラー,無料,9:00～17:30,水曜日,可,,2,0,0,2,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,WK 4322,設備無し,不明,なし,0,1,0,設備無し,20A/250V/AC,設備無し,設備無し,Panasonic,設備無し,コンビニエンスストア、飲食店,なし,0,0,0,0,情報無し,情報無し
63,東京都,町田市,小山ヶ丘2-3-4,株式会社アイエー,35.60327271,139.3723235,オートバックス多摩境店,ショッピングモール/小売店舗,無料,平日10:00～19:30、土曜日・日曜日・祝日10:00～19:30,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EVC1,設備無し,不明,なし,0,1,0,設備無し,200V/20A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、スーパー、多摩境駅,あり,0,1,0,1,情報無し,情報無し
64,東京都,江東区,新砂3-2,公益財団法人東京都道路整備保全公社,35.66751216,139.8306078,新砂永代通り駐車場,コインパーキング/駐車場,"30分未満無料(自動二輪車は対象外)／昼間(8:00～22:00)：最大1,600円／夜間(22:00～8:00)：最大600円／30分/200円(8:00～22:00)、60分/100円(22:00～8:00)
",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EVC1,設備無し,不明,なし,0,1,0,設備無し,200V/20A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア,あり,0,0,1,0,情報無し,情報無し
65,東京都,板橋区,板橋4-8-1,公益財団法人東京都道路整備保全公社,35.7492906,139.7175885,新板橋駅前駐車場,コインパーキング/駐車場,"30分未満無料(自動二輪車は対象外)／入庫後24時間：最大1,500円／夜間(22:00～8:00)：最大600円／20分/100円(8:00～22:00)、60分/100円(22:00～8:00)
",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EVC1,設備無し,不明,なし,0,1,0,設備無し,200V/20A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、紳士用品店,あり,0,0,1,0,情報無し,情報無し
66,東京都,大田区,山王3-13先,公益財団法人東京都道路整備保全公社,35.58118683,139.7219662,春日橋駐車場,コインパーキング/駐車場,"30分未満無料(自動二輪車は対象外)／入庫後24時間：最大1,100円／夜間(0:00～7:00)：最大300円／15分/100円(7:00～24:00)、60分/100円(0:00～7:00)
",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EVC1,設備無し,11年,なし,0,1,0,設備無し,200V/20A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア,なし,0,0,0,0,高さ：3.2ｍ／左奥は高さ：1.8m,情報無し
