大分類,中分類,小分類,施設ID,名称,緯度,経度,住所1,住所2,住所3,電話番号,FAX番号,リンク（テキスト）,リンク（URL）,備考
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,707,ファミリーマート多摩センター駅南店,35.6223218,139.4210346,〒206-0034,東京都多摩市鶴牧1-26-2,,042-357-4871,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,708,セブンイレブン多摩鶴牧2丁目店,35.6157279,139.4123467,〒206-0034,東京都多摩市鶴牧2-25-8,,042-375-0018,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,709,アヴァンツルマキ,35.611712,139.423171,〒206-0034,東京都多摩市鶴牧5-1-1-104,,042-337-0858,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,710,セブンイレブン多摩豊ヶ丘4丁目店,35.6144649,139.4371306,〒206-0031,東京都多摩市豊ヶ丘4-11-1,,042-389-0717,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,711,セブンイレブン多摩永山店,35.6324802,139.4474941,〒206-0025,東京都多摩市永山1-2-13,,042-375-4151,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,712,多摩市＆長野県富士見町共同アンテナショップ゜Ponte,35.6291256,139.4483211,〒206-0025,東京都多摩市永山1-4グリナード永山1F,,042-401-9566,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,713,ネコサポステーション　グリナード永山店,35.629108,139.448255,〒206-0025,東京都多摩市永山1-4　グリナード永山3F,,0120-54-5425,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,714,ローソン多摩永山店,35.6283469,139.4484153,〒206-0025,東京都多摩市永山1-5 ベルブ永山,,042-376-6767,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,716,京王ストアエクスプレス永山店,35.6304479,139.4481714,〒206-0025,東京都多摩市永山1-18-1京王リトナード永山1F,,042-376-7122,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,717,セブンイレブン小田急マルシェ永山店,35.629907,139.448032,〒206-0025,東京都多摩市永山1-18-2,,042-310-0821,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,718,セブンイレブン多摩永山2丁目店,35.6303993,139.4428963,〒206-0025,東京都多摩市永山2-15-3,,042-338-2122,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,719,ミニストップ多摩永山店,35.6242619,139.4424898,〒206-0025,東京都多摩市永山3-21-2,,042-375-5630,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,720,ネコサポステーション永山,35.620895,139.449193,〒206-0025,東京都多摩市永山4-2-3-105,,080-6609-2753,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,721,ミサキヤ,35.6210647,139.4496588,〒206-0025,東京都多摩市永山4-2-4-104,,042-373-0460,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,722,デイリーヤマザキ多摩永山店,35.6159038,139.442905,〒206-0025,東京都多摩市永山6-17-1,,042-389-0931,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,723,森澤商店,35.6448279,139.4381572,〒206-0003,東京都多摩市東寺方563,,042-374-3880,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,724,セブンイレブン多摩明神橋通り店,35.6491915,139.4437427,〒206-0003,東京都多摩市東寺方1-9-1,,042-339-3638,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,725,百将屋,35.6314274,139.457495,〒206-0022,東京都多摩市聖ヶ丘2-21-3-2,,042-338-7445,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,726,ファミリーマート永山連光寺店,35.6338241,139.4517981,〒206-0023,東京都多摩市馬引沢1-18-6,,042-338-9188,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,727,セブンイレブン多摩連光寺店,35.6309468,139.454548,〒206-0023,東京都多摩市馬引沢2-12-7,,042-337-0450,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,728,セブンイレブン多摩南野店,35.6101794,139.419797,〒206-0032,東京都多摩市南野3-12-11,,042-372-8065,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,729,多摩市身体障害者福祉協会　売店ひまわり（総合福祉センター内）,35.612539,139.41268,〒206-0032,東京都多摩市南野3-15-1総合福祉センター内,,042-338-7009,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,730,宮林商店,35.6438452,139.4542143,〒206-0021,東京都多摩市連光寺1-7-10,,042-374-3885,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,731,ヒロマルチェーン多摩連光寺店,35.6452258,139.4589472,〒206-0021,東京都多摩市連光寺1-20-8,,042-375-8935,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,732,ハギワラ酒店,35.6332944,139.4661222,〒206-0021,東京都多摩市連光寺6-4-1,,042-374-9074,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,733,東屋酒店,35.6346108,139.4646862,〒206-0021,東京都多摩市連光寺6-24-11,,042-356-3898,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,734,セブンイレブン多摩和田店,35.6477859,139.4367017,〒206-0001,東京都多摩市和田1750-1,,042-339-2231,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,735,ローソン多摩和田店,35.641878,139.4276888,〒206-0001,東京都多摩市和田2005-7,,042-356-2550,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,736,セブンイレブン多摩和田3丁目店,35.6356094,139.4352621,〒206-0001,東京都多摩市和田3-2-6,,042-337-8237,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,737,ユニディ若葉台店,35.6218715,139.4713308,〒206-0824,東京都稲城市若葉台2-6,,042-350-6901,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,粗大ごみ処理券（シール）,738,スーパーヤマザキ百草店,35.650935,139.4188557,〒191-0033,東京都日野市百草999,,042-591-2386,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,739,ローソン多摩一ノ宮店,35.6516494,139.4393513,〒206-0002,東京都多摩市一ノ宮1-26-6,,042-374-9031,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,740,アイハラ酒店,35.6500886,139.4444482,〒206-0002,東京都多摩市一ノ宮3-3-7,,042-375-6321,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,741,不二家青果店,35.6506024,139.4433844,〒206-0002,東京都多摩市一ノ宮3-5-20,,042-371-7575,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,742,ファミリーマート多摩一の宮店,35.6509967,139.4406512,〒206-0002,東京都多摩市一ノ宮4-19-18,,042-355-6430,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,743,多摩センター駅出張所,35.6253446,139.4242797,〒206-0033,東京都多摩市落合1-10-1京王多摩センターSC2F,,042-338-5511,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,744,ファミリーマート秀栄多摩落合店,35.6237544,139.4311721,〒206-0033,東京都多摩市落合1-21-1,,042-355-8890,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,745,セブンイレブンニューシティ多摩センター店,35.6217858,139.4237371,〒206-0033,東京都多摩市落合1-47,,042-371-0057,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,746,ファミリーマート多摩落合二丁目店,35.6193973,139.4272452,〒206-0033,東京都多摩市落合2-10-3,,042-311-0077,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,747,ライス・ステーション,35.6155737,139.4302787,〒206-0033,東京都多摩市落合4-16-1-104,,042-372-3241,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,748,セブンイレブン多摩落合6丁目店,35.6089458,139.4264789,〒206-0033,東京都多摩市落合6-15-1,,042-338-0089,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,749,宮福商店,35.6396202,139.4371326,〒206-0015,東京都多摩市落川1241,,042-375-6213,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,750,よろずや米店,35.6237416,139.4376525,〒206-0012,東京都多摩市貝取1-47-3,,042-371-6954,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,751,ファミリーマート唐木田駅前店,35.615964,139.4117385,〒206-0035,東京都多摩市唐木田1-1-7プラザ唐木田1F,,042-356-7080,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,752,アビネット,35.614484,139.408653,〒206-0035,東京都多摩市唐木田1-8-3,,042-376-7302,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,753,増田米穀店,35.6317766,139.4374678,〒206-0014,東京都多摩市乞田707 ファミリーナ・タマI,,042-375-6528,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,754,ローソン多摩乞田店,35.634335,139.4462903,〒206-0014,東京都多摩市乞田1426,,042-310-3873,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,755,ファミリーマート多摩連光寺店,35.6288887,139.4548897,〒206-0024,東京都多摩市諏訪3-14-1,,042-373-4466,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,756,青木屋,35.6223838,139.4515929,〒206-0024,東京都多摩市諏訪5-6-3-107,,042-374-2381,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,757,エコプラザ多摩,35.6188343,139.4546789,〒206-0024,東京都多摩市諏訪6-3-2,,042-338-6836,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,758,セブンイレブン多摩関戸2丁目店,35.6507095,139.4510689,〒206-0011,東京都多摩市関戸2-21-8,,042-389-3018,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,759,ファミリーマート聖蹟桜ヶ丘店,35.6490527,139.4466092,〒206-0011,東京都多摩市関戸4-23-1,,042-310-3925,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,760,聖蹟桜ヶ丘駅出張所,35.649656,139.446952,〒206-0011,東京都多摩市関戸4-72　OPA　7F,,042-376-8121,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,761,小山商店,35.6448422,139.4512034,〒206-0011,東京都多摩市関戸5-15-17,,042-375-7026,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,762,セブンイレブン多摩関戸5丁目店,35.647242,139.452431,〒206-0011,東京都多摩市関戸5-20-23,,042-374-5084,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,763,多摩市身体障害者福祉協会　売店ひまわり,35.6370055,139.4463099,〒206-0011,東京都多摩市関戸6-12-1多摩市役所内,,042-373-0551,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,764,桜総合管理株式会社,35.6247465,139.4214706,〒206-0034,東京都多摩市鶴牧1-4-17,,042-339-5811,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,765,大谷商店,35.6248716,139.4198963,〒206-0034,東京都多摩市鶴牧1-5-6リバーサイド山王下,,042-371-5288,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,766,セブンイレブン多摩鶴牧1丁目店,35.623616,139.4177321,〒206-0034,東京都多摩市鶴牧1-10-9,,042-389-1535,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,767,セブンイレブン多摩鶴牧2丁目店,35.6157279,139.4123467,〒206-0034,東京都多摩市鶴牧2-25-8,,042-375-0018,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,768,アヴァンツルマキ,35.611712,139.423171,〒206-0034,東京都多摩市鶴牧5-1-1-104,,042-337-0858,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,769,セブンイレブン多摩豊ヶ丘4丁目店,35.6144649,139.4371306,〒206-0031,東京都多摩市豊ヶ丘4-11-1,,042-389-0717,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,770,喫茶れすと,35.6283469,139.4484153,〒206-0025,東京都多摩市永山1-5 ベルブ永山3F,,042-337-6676,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,771,セブンイレブン多摩永山2丁目店,35.6303993,139.4428963,〒206-0025,東京都多摩市永山2-15-3,,042-338-2122,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,772,ミサキヤ,35.6210647,139.4496588,〒206-0025,東京都多摩市永山4-2-4-104,,042-373-0460,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,773,森澤商店,35.6448279,139.4381572,〒206-0003,東京都多摩市東寺方563,,042-374-3880,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,774,ファミリーマート永山連光寺店,35.6338241,139.4517981,〒206-0023,東京都多摩市馬引沢1-18-6,,042-338-9188,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,775,多摩市身体障害者福祉協会　売店ひまわり（総合福祉センター内）,35.612539,139.41268,〒206-0032,東京都多摩市南野3-15-1総合福祉センター内,,042-338-7009,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,776,宮林商店,35.6438452,139.4542143,〒206-0021,東京都多摩市連光寺1-7-10,,042-374-3885,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,777,ヒロマルチェーン多摩連光寺店,35.6452258,139.4589472,〒206-0021,東京都多摩市連光寺1-20-8,,042-375-8935,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,778,ハギワラ酒店,35.6332944,139.4661222,〒206-0021,東京都多摩市連光寺6-4-1,,042-374-9074,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,779,東屋酒店,35.6346108,139.4646862,〒206-0021,東京都多摩市連光寺6-24-11,,042-356-3898,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,780,ローソン多摩和田店,35.641878,139.4276888,〒206-0001,東京都多摩市和田2005-7,,042-356-2550,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,事業系ごみ袋,781,セブンイレブン多摩和田3丁目店,35.6356094,139.4352621,〒206-0001,東京都多摩市和田3-2-6,,042-337-8237,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,し尿処理券,782,ローソン多摩一ノ宮店,35.6516494,139.4393513,〒206-0002,東京都多摩市一ノ宮1-26-6,,042-374-9031,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,し尿処理券,783,多摩センター駅出張所,35.6253446,139.4242797,〒206-0033,東京都多摩市落合1-10-1京王多摩センターSC2F,,042-338-5511,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,し尿処理券,784,宮福商店,35.6396202,139.4371326,〒206-0015,東京都多摩市落川1241,,042-375-6213,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,し尿処理券,785,エコプラザ多摩,35.6188343,139.4546789,〒206-0024,東京都多摩市諏訪6-3-2,,042-338-6836,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,し尿処理券,786,聖蹟桜ヶ丘駅出張所,35.649656,139.446952,〒206-0011,東京都多摩市関戸4-72　OPA　7F,,042-376-8121,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,し尿処理券,787,多摩市身体障害者福祉協会　売店ひまわり,35.6370055,139.4463099,〒206-0011,東京都多摩市関戸6-12-1多摩市役所内,,042-373-0551,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,し尿処理券,788,宮林商店,35.6438452,139.4542143,〒206-0021,東京都多摩市連光寺1-7-10,,042-374-3885,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,し尿処理券,789,ハギワラ酒店,35.6332944,139.4661222,〒206-0021,東京都多摩市連光寺6-4-1,,042-374-9074,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,水飲み場,水飲み場のある公園,791,愛宕東公園　　　　,35.633763,139.435783,,多摩市愛宕1-66    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,792,愛宕第1公園　　　　,35.635293,139.43906,,多摩市愛宕2-62    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,793,愛宕第2公園　　　　,35.633874,139.438371,,多摩市愛宕2-59    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,794,愛宕第3公園　　　　,35.632697,139.433419,,多摩市愛宕3-59    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,795,愛宕第4公園　　　　,35.63077,139.430138,,多摩市愛宕4-62-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,796,青木葉公園　　　　　,35.617417,139.42699,,多摩市落合2-15-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,797,上和田公園（あげわだ）,35.637373,139.428364,,多摩市和田2106-4,,,,,,
施設マップ,水飲み場,水飲み場のある公園,798,一本杉公園　　　　　,35.606937,139.432672,,多摩市南野2-14,,,,,,
施設マップ,水飲み場,水飲み場のある公園,799,一ノ宮公園　　　　　,35.65577,139.442838,,多摩市一ノ宮1049地先,,,,,,
施設マップ,水飲み場,水飲み場のある公園,800,いろは坂桜公園　　　,35.645747,139.444775,,多摩市桜ヶ丘4-33-9,,,,,,
施設マップ,水飲み場,水飲み場のある公園,801,瓜生公園　　　　　　,35.627901,139.443283,,多摩市永山2-19-30,,,,,,
施設マップ,水飲み場,水飲み場のある公園,802,瓜生せせらぎ散歩道　,35.629184,139.443138,,多摩市永山1-26    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,803,瓜生緑地　　　　　　,35.619525,139.443206,,多摩市永山5-8     　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,804,榎戸公園　　　　　　,35.615839,139.40823,,多摩市唐木田1-50-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,805,大河原公園　　　　　,35.650793,139.453718,,多摩市関戸2-19-4,,,,,,
施設マップ,水飲み場,水飲み場のある公園,806,大貝戸公園　　　　　,35.632403,139.439039,,多摩市乞田1106-6,,,,,,
施設マップ,水飲み場,水飲み場のある公園,807,大谷戸公園　　　　　,35.639296,139.4575,,多摩市連光寺5-17-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,808,大谷戸川緑地　　　　,35.643334,139.456195,,多摩市連光寺3-59-4,,,,,,
施設マップ,水飲み場,水飲み場のある公園,809,落合南公園　　　　　,35.616489,139.428875,,多摩市落合3-30    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,810,落合第1公園　　　　,35.61914,139.431726,,多摩市落合3-27    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,811,落合第2公園　　　　,35.617576,139.430274,,多摩市落合3-31    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,812,落合第3公園　　　　,35.614856,139.430301,,多摩市落合4-23,,,,,,
施設マップ,水飲み場,水飲み場のある公園,813,落合第4公園　　　　,35.612162,139.43078,,多摩市落合4-19,,,,,,
施設マップ,水飲み場,水飲み場のある公園,814,どんぐり山公園,35.616067,139.426506,,多摩市落合2-25    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,815,小野神社公園　　　　,35.652802,139.442731,,多摩市一ノ宮1-18-7,,,,,,
施設マップ,水飲み場,水飲み場のある公園,816,小野路第1公園　　　,35.608269,139.434808,,多摩市南野2-4-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,817,小野路第2公園　　　,35.609839,139.434025,,多摩市南野2-1-5,,,,,,
施設マップ,水飲み場,水飲み場のある公園,818,小野路第3公園　　　,35.615257,139.444531,,多摩市永山6-26    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,819,小野路第4公園　　　,35.612996,139.445924,,多摩市永山6-27    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,820,荻久保公園　　　　　,35.611097,139.42616,,多摩市落合6-8     　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,821,丘の上公園　　　　　,35.637482,139.452158,,多摩市聖ケ丘1-27,,,,,,
施設マップ,水飲み場,水飲み場のある公園,822,落川公園　　　　　　,35.636909,139.438446,,多摩市落川1279-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,823,落川北公園　　　　　　,35.641035,139.438104,,多摩市落川1124-5,,,,,,
施設マップ,水飲み場,水飲み場のある公園,824,貝取南公園　　　　　,35.61652,139.438714,,多摩市貝取4-13    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,825,貝取北公園　　　　　,35.622967,139.441216,,多摩市貝取2-1-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,826,貝取第4公園　　　　,35.622053,139.439747,,多摩市貝取2-11    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,827,貝取第5公園　　　　,35.614507,139.442088,,多摩市貝取3-11    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,828,貝取第6公園　　　　,35.61174,139.440847,,多摩市貝取5-4   　　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,829,貝取第7公園　　　　,35.614398,139.439458,,多摩市貝取4-14    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,830,唐木田公園　　　　　,35.614033,139.406445,,多摩市唐木田1-13-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,831,からきだの道,35.616934,139.404678,,多摩市唐木田1-50-2,,,,,,
施設マップ,水飲み場,水飲み場のある公園,832,かねやま公園　　　　,35.638593,139.427801,,多摩市和田845-4,,,,,,
施設マップ,水飲み場,水飲み場のある公園,833,釜沼公園　　　　　　,35.630908,139.440477,,多摩市貝取1-3     　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,834,上之根公園　　　　,35.62824,139.425463,,多摩市愛宕4-26　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,835,木の実公園　　　　　,35.644512,139.458803,,多摩市連光寺3-3-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,836,九頭龍公園　　　　　,35.649121,139.449131,,多摩市関戸4-19-3,,,,,,
施設マップ,水飲み場,水飲み場のある公園,837,車橋公園,35.640686,139.452334,,多摩市連光寺2-75-2,,,,,,
施設マップ,水飲み場,水飲み場のある公園,838,くるまぼり公園,35.648317,139.442448,,多摩市東寺方1-16-5,,,,,,
施設マップ,水飲み場,水飲み場のある公園,839,乞田・貝取ふれあい広場公園,35.630945,139.435027,,多摩市乞田810-2,,,,,,
施設マップ,水飲み場,水飲み場のある公園,840,交通公園　　　　　　,35.649717,139.463173,,多摩市関戸3-5 地先　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,841,坂下公園　　　　　　,35.637276,139.448185,,多摩市関戸6-9   　　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,842,山王下公園　　　　　,35.626215,139.421168,,多摩市山王下1-6,,,,,,
施設マップ,水飲み場,水飲み場のある公園,843,さくら公園　　　　　,35.640623,139.444192,,多摩市桜ヶ丘3-1-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,844,新堂公園　　　　　　,35.649143,139.434968,,多摩市和田1659-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,845,清水溪緑地（しみずだに）,35.644617,139.455615,,多摩市連光寺1-17-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,846,諏訪南公園　　　　　,35.619908,139.453308,,多摩市諏訪5-14-1,,,,,,
施設マップ,水飲み場,水飲み場のある公園,847,諏訪北公園　　　　　,35.628319,139.452643,,多摩市諏訪3-11,,,,,,
施設マップ,水飲み場,水飲み場のある公園,848,諏訪第1公園　　　　,35.631036,139.449334,,多摩市諏訪1-63    　,,,,,,
施設マップ,水飲み場,水飲み場のある公園,849,諏訪第2公園　　　　,35.625697,139.451343,,多摩市諏訪2-7     　,,,,,,
