産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,12月決算／会社企業数,12月決算／企業事業所数（事業所）
4,M,77,771,000,持ち帰り飲食サービス業,9,93,（再掲）資本金1億円以下,144,917,6,32,11,415,22,266,8,9,8,8,13,20,9,15,9,9,13,27,9,12,10,10,14,81
4,M,77,771,000,持ち帰り飲食サービス業,9,94,（再掲）資本金3億円以下,144,917,6,32,11,415,22,266,8,9,8,8,13,20,9,15,9,9,13,27,9,12,10,10,14,81
4,M,77,772,000,配達飲食サービス業,0,00,総数（資本金階級）,490,17726,13,237,30,45,102,15663,19,38,37,133,35,707,23,39,29,48,47,221,16,171,15,18,26,137
4,M,77,772,000,配達飲食サービス業,1,01,資本金300万円未満,33,59,1,1,1,1,11,21,-,-,4,5,4,4,1,1,-,-,3,12,1,1,2,2,3,8
4,M,77,772,000,配達飲食サービス業,1,02,資本金300万～500万円未満,130,163,3,3,12,14,21,32,7,9,14,17,11,12,8,8,15,18,15,21,3,4,8,11,7,8
4,M,77,772,000,配達飲食サービス業,1,03,資本金500万～1000万円未満,33,38,2,3,1,1,6,7,4,4,-,-,1,1,3,4,2,2,5,5,3,4,2,2,3,4
4,M,77,772,000,配達飲食サービス業,1,04,資本金1000万～3000万円未満,150,1734,4,202,13,22,34,911,5,18,18,108,16,122,9,24,8,15,17,73,8,159,2,2,9,69
4,M,77,772,000,配達飲食サービス業,1,05,資本金3000万～5000万円未満,24,1623,3,28,1,5,11,1557,1,4,-,-,-,-,1,1,1,1,1,3,1,3,1,1,1,18
4,M,77,772,000,配達飲食サービス業,1,06,資本金5000万～1億円未満,14,510,-,-,1,1,4,475,1,2,1,3,1,1,1,1,1,10,3,15,-,-,-,-,2,3
4,M,77,772,000,配達飲食サービス業,1,07,資本金1億～3億円未満,13,8792,-,-,-,-,9,8371,-,-,-,-,1,392,-,-,-,-,1,1,-,-,-,-,1,27
4,M,77,772,000,配達飲食サービス業,1,08,資本金3億～10億円未満,4,2323,-,-,1,1,2,2308,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
4,M,77,772,000,配達飲食サービス業,1,09,資本金10億～50億円未満,4,2155,-,-,-,-,3,1980,-,-,-,-,1,175,-,-,-,-,-,-,-,-,-,-,-,-
4,M,77,772,000,配達飲食サービス業,1,10,資本金50億円以上,1,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,90,-,-,-,-,-,-
4,M,77,772,000,配達飲食サービス業,9,91,（再掲）資本金1000万円以下,317,1513,8,26,23,31,64,925,14,28,34,128,31,116,20,36,24,34,38,105,13,20,14,17,20,30
4,M,77,772,000,配達飲食サービス業,9,92,（再掲）資本金5000万円以下,379,4103,13,237,29,44,85,2995,18,37,37,133,33,140,22,38,26,36,43,124,16,171,15,18,25,110
4,M,77,772,000,配達飲食サービス業,9,93,（再掲）資本金1億円以下,394,12813,13,237,29,44,93,11268,18,37,37,133,34,532,23,39,27,46,45,130,16,171,15,18,26,137
4,M,77,772,000,配達飲食サービス業,9,94,（再掲）資本金3億円以下,398,12920,13,237,30,45,96,11374,18,37,37,133,34,532,23,39,28,47,45,130,16,171,15,18,26,137
2,N,00,000,000,生活関連サービス業，娯楽業,0,00,総数（資本金階級）,12769,33158,354,731,809,2204,1896,9319,737,1194,795,1710,911,2005,782,1376,916,2256,1120,2766,501,1090,389,527,1140,3839
2,N,00,000,000,生活関連サービス業，娯楽業,1,01,資本金300万円未満,931,1175,31,38,53,55,134,183,83,91,54,61,77,92,61,67,66,72,90,119,57,67,58,68,105,198
2,N,00,000,000,生活関連サービス業，娯楽業,1,02,資本金300万～500万円未満,4479,5781,137,181,355,455,563,666,289,348,353,472,387,531,373,443,426,576,460,606,218,292,176,220,412,571
2,N,00,000,000,生活関連サービス業，娯楽業,1,03,資本金500万～1000万円未満,1244,1793,46,55,114,161,162,296,96,138,111,140,105,143,86,113,112,168,106,162,65,87,48,64,120,183
2,N,00,000,000,生活関連サービス業，娯楽業,1,04,資本金1000万～3000万円未満,3214,6812,96,261,214,490,600,1562,220,404,233,375,262,463,215,551,262,631,340,725,125,213,84,127,332,679
2,N,00,000,000,生活関連サービス業，娯楽業,1,05,資本金3000万～5000万円未満,379,1690,16,45,16,53,122,874,20,56,11,28,34,131,15,37,15,85,43,269,12,53,16,38,49,118
2,N,00,000,000,生活関連サービス業，娯楽業,1,06,資本金5000万～1億円未満,415,3831,20,77,25,314,150,1348,13,102,21,385,21,474,21,144,16,272,43,320,15,63,2,5,53,276
2,N,00,000,000,生活関連サービス業，娯楽業,1,07,資本金1億～3億円未満,191,2554,3,9,11,189,90,1449,8,46,6,67,10,113,4,14,5,14,16,125,2,6,2,2,33,581
2,N,00,000,000,生活関連サービス業，娯楽業,1,08,資本金3億～10億円未満,56,1387,-,-,6,264,24,300,1,1,-,-,1,44,-,-,3,425,4,12,1,2,-,-,14,394
2,N,00,000,000,生活関連サービス業，娯楽業,1,09,資本金10億～50億円未満,39,2139,3,63,4,211,24,1109,1,1,-,-,1,1,-,-,-,-,2,137,-,-,-,-,5,751
2,N,00,000,000,生活関連サービス業，娯楽業,1,10,資本金50億円以上,16,2163,-,-,-,-,10,1512,-,-,1,177,-,-,-,-,-,-,1,276,1,302,-,-,3,73
2,N,00,000,000,生活関連サービス業，娯楽業,9,91,（再掲）資本金1000万円以下,9183,13967,284,470,700,1056,1308,2217,644,861,698,951,773,1090,704,1079,819,1381,922,1451,434,605,350,456,884,1507
2,N,00,000,000,生活関連サービス業，娯楽業,9,92,（再掲）資本金5000万円以下,10391,18812,333,616,763,1363,1635,4459,712,1106,769,1133,873,1389,759,1277,886,1583,1055,1983,480,716,382,517,1035,1843
2,N,00,000,000,生活関連サービス業，娯楽業,9,93,（再掲）資本金1億円以下,10780,22869,349,666,783,1587,1793,6144,723,1157,785,1478,892,1942,775,1369,899,1811,1090,2234,493,776,386,524,1092,2349
2,N,00,000,000,生活関連サービス業，娯楽業,9,94,（再掲）資本金3億円以下,10858,23647,349,666,789,1718,1822,6385,730,1186,789,1528,896,1947,775,1369,902,1818,1098,2326,494,781,386,524,1105,2607
3,N,78,000,000,洗濯・理容・美容・浴場業,0,00,総数（資本金階級）,6789,14805,171,407,493,1145,705,1963,390,675,444,700,491,1255,462,938,526,1270,602,1285,281,491,244,324,535,1590
3,N,78,000,000,洗濯・理容・美容・浴場業,1,01,資本金300万円未満,569,705,18,25,35,37,67,109,49,57,37,43,49,64,36,40,43,46,54,71,39,49,45,53,68,82
3,N,78,000,000,洗濯・理容・美容・浴場業,1,02,資本金300万～500万円未満,3100,4194,90,132,268,361,333,427,197,254,238,339,268,381,264,319,288,394,330,421,154,223,144,186,299,449
3,N,78,000,000,洗濯・理容・美容・浴場業,1,03,資本金500万～1000万円未満,707,1057,22,29,75,101,80,135,53,74,63,79,63,91,54,75,74,126,65,106,37,59,28,44,54,90
3,N,78,000,000,洗濯・理容・美容・浴場業,1,04,資本金1000万～3000万円未満,1107,3324,33,178,91,299,174,503,80,193,94,173,90,226,90,403,99,425,119,400,41,101,23,37,85,197
3,N,78,000,000,洗濯・理容・美容・浴場業,1,05,資本金3000万～5000万円未満,90,508,2,14,7,32,18,105,3,6,1,2,10,82,6,14,7,57,11,84,6,46,2,2,11,56
3,N,78,000,000,洗濯・理容・美容・浴場業,1,06,資本金5000万～1億円未満,72,1604,4,27,9,231,16,250,3,86,6,54,1,401,7,82,6,211,8,161,1,10,-,-,6,78
3,N,78,000,000,洗濯・理容・美容・浴場業,1,07,資本金1億～3億円未満,20,359,-,-,2,78,6,206,-,-,1,6,2,2,-,-,2,2,4,26,-,-,-,-,3,39
3,N,78,000,000,洗濯・理容・美容・浴場業,1,08,資本金3億～10億円未満,5,258,-,-,-,-,1,42,1,1,-,-,-,-,-,-,-,-,1,6,-,-,-,-,1,207
3,N,78,000,000,洗濯・理容・美容・浴場業,1,09,資本金10億～50億円未満,4,563,-,-,-,-,2,177,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,385
3,N,78,000,000,洗濯・理容・美容・浴場業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,000,000,洗濯・理容・美容・浴場業,9,91,（再掲）資本金1000万円以下,5319,8647,155,319,457,725,626,1077,368,514,416,595,449,683,437,772,488,961,556,932,265,406,236,315,498,806
3,N,78,000,000,洗濯・理容・美容・浴場業,9,92,（再掲）資本金5000万円以下,5604,10429,167,402,481,956,679,1501,383,648,437,686,480,844,454,899,512,1053,583,1118,277,478,242,322,519,934
3,N,78,000,000,洗濯・理容・美容・浴場業,9,93,（再掲）資本金1億円以下,5657,11645,169,405,486,1062,692,1726,385,670,440,696,482,1246,457,933,518,1260,588,1251,278,488,242,322,526,991
3,N,78,000,000,洗濯・理容・美容・浴場業,9,94,（再掲）資本金3億円以下,5666,11752,169,405,487,1139,694,1735,386,671,440,696,483,1247,457,933,519,1261,591,1269,278,488,242,322,526,991
4,N,78,781,000,洗濯業,0,00,総数（資本金階級）,1520,3835,46,84,165,469,176,428,68,207,70,106,116,217,116,294,132,336,143,326,75,168,53,78,142,686
4,N,78,781,000,洗濯業,1,01,資本金300万円未満,70,113,3,4,8,8,10,30,4,4,5,5,6,11,1,1,5,5,3,11,2,3,8,10,8,13
4,N,78,781,000,洗濯業,1,02,資本金300万～500万円未満,778,1240,27,49,97,151,87,122,35,59,38,60,63,101,69,88,73,121,80,115,54,86,34,54,86,149
4,N,78,781,000,洗濯業,1,03,資本金500万～1000万円未満,143,263,3,5,19,29,18,40,3,8,8,8,11,17,18,30,18,45,14,28,7,13,3,4,16,25
4,N,78,781,000,洗濯業,1,04,資本金1000万～3000万円未満,309,1047,8,8,36,175,46,123,20,47,17,29,33,72,24,163,31,146,34,128,11,56,7,9,23,38
4,N,78,781,000,洗濯業,1,05,資本金3000万～5000万円未満,27,168,2,14,3,26,6,41,2,2,1,2,1,14,1,6,2,9,2,5,-,-,-,-,6,48
4,N,78,781,000,洗濯業,1,06,資本金5000万～1億円未満,22,240,2,3,2,80,5,21,3,86,1,2,-,-,1,4,2,7,6,29,1,10,-,-,-,-
4,N,78,781,000,洗濯業,1,07,資本金1億～3億円未満,5,38,-,-,-,-,2,8,-,-,-,-,1,1,-,-,-,-,1,2,-,-,-,-,1,27
4,N,78,781,000,洗濯業,1,08,資本金3億～10億円未満,3,49,-,-,-,-,1,42,1,1,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-
4,N,78,781,000,洗濯業,1,09,資本金10億～50億円未満,1,385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,385
4,N,78,781,000,洗濯業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,781,000,洗濯業,9,91,（再掲）資本金1000万円以下,1257,2475,41,66,156,321,152,263,61,117,65,90,103,183,111,281,124,313,127,253,73,140,50,74,131,223
4,N,78,781,000,洗濯業,9,92,（再掲）資本金5000万円以下,1338,3005,43,80,165,469,169,368,65,184,70,106,114,215,114,292,130,331,136,294,74,158,52,77,139,273
4,N,78,781,000,洗濯業,9,93,（再掲）資本金1億円以下,1351,3099,45,83,165,469,173,378,67,206,70,106,114,215,114,292,131,333,139,316,75,168,52,77,140,300
4,N,78,781,000,洗濯業,9,94,（再掲）資本金3億円以下,1355,3110,45,83,165,469,174,385,68,207,70,106,115,216,114,292,131,333,140,318,75,168,52,77,140,300
5,N,78,781,78A,普通洗濯業,0,00,総数（資本金階級）,1340,3350,40,77,157,460,133,297,58,110,47,78,95,162,109,282,115,310,129,295,72,153,49,74,130,647
5,N,78,781,78A,普通洗濯業,1,01,資本金300万円未満,66,109,3,4,7,7,10,30,4,4,4,4,6,11,1,1,5,5,3,11,2,3,7,9,7,12
5,N,78,781,78A,普通洗濯業,1,02,資本金300万～500万円未満,738,1198,26,48,97,151,80,115,33,57,27,48,60,97,67,86,68,116,76,111,54,86,33,53,82,145
5,N,78,781,78A,普通洗濯業,1,03,資本金500万～1000万円未満,129,249,3,5,18,28,12,34,2,7,7,7,8,14,17,29,18,45,14,28,7,13,3,4,15,24
5,N,78,781,78A,普通洗濯業,1,04,資本金1000万～3000万円未満,222,893,5,5,31,170,26,78,16,36,8,17,19,38,21,160,21,135,30,123,9,51,5,7,18,32
5,N,78,781,78A,普通洗濯業,1,05,資本金3000万～5000万円未満,20,133,2,14,3,26,4,39,1,1,1,2,-,-,-,-,1,1,1,1,-,-,-,-,6,48
5,N,78,781,78A,普通洗濯業,1,06,資本金5000万～1億円未満,6,108,-,-,1,78,-,-,1,4,-,-,-,-,1,4,1,5,2,17,-,-,-,-,-,-
5,N,78,781,78A,普通洗濯業,1,07,資本金1億～3億円未満,2,3,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,2,-,-,-,-,-,-
5,N,78,781,78A,普通洗濯業,1,08,資本金3億～10億円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,78,781,78A,普通洗濯業,1,09,資本金10億～50億円未満,1,385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,385
5,N,78,781,78A,普通洗濯業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,78,781,78A,普通洗濯業,9,91,（再掲）資本金1000万円以下,1132,2311,37,62,149,314,126,230,54,103,44,66,87,153,106,276,111,300,120,245,71,135,46,70,121,212
5,N,78,781,78A,普通洗濯業,9,92,（再掲）資本金5000万円以下,1179,2670,39,76,157,460,132,296,56,105,47,78,93,160,107,280,114,307,125,275,72,153,48,73,128,261
5,N,78,781,78A,普通洗濯業,9,93,（再掲）資本金1億円以下,1181,2690,39,76,157,460,132,296,57,109,47,78,93,160,107,280,114,307,126,291,72,153,48,73,128,261
5,N,78,781,78A,普通洗濯業,9,94,（再掲）資本金3億円以下,1184,2694,39,76,157,460,132,296,58,110,47,78,94,161,107,280,114,307,127,293,72,153,48,73,128,261
5,N,78,781,78B,リネンサプライ業,0,00,総数（資本金階級）,180,485,6,7,8,9,43,131,10,97,23,28,21,55,7,12,17,26,14,31,3,15,4,4,12,39
5,N,78,781,78B,リネンサプライ業,1,01,資本金300万円未満,4,4,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,1,1
5,N,78,781,78B,リネンサプライ業,1,02,資本金300万～500万円未満,40,42,1,1,-,-,7,7,2,2,11,12,3,4,2,2,5,5,4,4,-,-,1,1,4,4
5,N,78,781,78B,リネンサプライ業,1,03,資本金500万～1000万円未満,14,14,-,-,1,1,6,6,1,1,1,1,3,3,1,1,-,-,-,-,-,-,-,-,1,1
5,N,78,781,78B,リネンサプライ業,1,04,資本金1000万～3000万円未満,87,154,3,3,5,5,20,45,4,11,9,12,14,34,3,3,10,11,4,5,2,5,2,2,5,6
5,N,78,781,78B,リネンサプライ業,1,05,資本金3000万～5000万円未満,7,35,-,-,-,-,2,2,1,1,-,-,1,14,1,6,1,8,1,4,-,-,-,-,-,-
5,N,78,781,78B,リネンサプライ業,1,06,資本金5000万～1億円未満,16,132,2,3,1,2,5,21,2,82,1,2,-,-,-,-,1,2,4,12,1,10,-,-,-,-
5,N,78,781,78B,リネンサプライ業,1,07,資本金1億～3億円未満,3,35,-,-,-,-,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,27
5,N,78,781,78B,リネンサプライ業,1,08,資本金3億～10億円未満,2,48,-,-,-,-,1,42,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-
5,N,78,781,78B,リネンサプライ業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,78,781,78B,リネンサプライ業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,N,78,781,78B,リネンサプライ業,9,91,（再掲）資本金1000万円以下,125,164,4,4,7,7,26,33,7,14,21,24,16,30,5,5,13,13,7,8,2,5,4,4,10,11
5,N,78,781,78B,リネンサプライ業,9,92,（再掲）資本金5000万円以下,159,335,4,4,8,9,37,72,9,79,23,28,21,55,7,12,16,24,11,19,2,5,4,4,11,12
5,N,78,781,78B,リネンサプライ業,9,93,（再掲）資本金1億円以下,170,409,6,7,8,9,41,82,10,97,23,28,21,55,7,12,17,26,13,25,3,15,4,4,12,39
5,N,78,781,78B,リネンサプライ業,9,94,（再掲）資本金3億円以下,171,416,6,7,8,9,42,89,10,97,23,28,21,55,7,12,17,26,13,25,3,15,4,4,12,39
4,N,78,782,000,理容業,0,00,総数（資本金階級）,712,1546,17,36,39,49,67,150,45,66,49,77,54,484,56,73,47,66,73,142,29,39,33,40,58,92
4,N,78,782,000,理容業,1,01,資本金300万円未満,61,73,1,1,1,1,6,9,5,6,2,2,6,6,5,5,5,5,13,16,3,3,4,8,8,9
4,N,78,782,000,理容業,1,02,資本金300万～500万円未満,375,499,12,16,24,30,42,56,30,36,31,48,38,67,32,39,31,43,40,49,15,23,24,26,38,51
4,N,78,782,000,理容業,1,03,資本金500万～1000万円未満,66,98,2,3,8,10,4,5,7,9,10,10,6,6,5,7,7,11,1,1,4,6,4,5,4,21
4,N,78,782,000,理容業,1,04,資本金1000万～3000万円未満,78,211,2,16,5,7,14,79,3,15,6,17,1,2,13,21,3,6,13,26,5,5,1,1,5,8
4,N,78,782,000,理容業,1,05,資本金3000万～5000万円未満,4,8,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2,6,-,-,-,-,-,-
4,N,78,782,000,理容業,1,06,資本金5000万～1億円未満,2,430,-,-,-,-,-,-,-,-,-,-,1,401,-,-,-,-,1,29,-,-,-,-,-,-
4,N,78,782,000,理容業,1,07,資本金1億～3億円未満,2,14,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,13,-,-,-,-,-,-
4,N,78,782,000,理容業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,782,000,理容業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,782,000,理容業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,782,000,理容業,9,91,（再掲）資本金1000万円以下,568,846,16,33,37,45,64,147,44,53,48,69,51,81,55,72,46,65,67,92,24,34,33,40,54,88
4,N,78,782,000,理容業,9,92,（再掲）資本金5000万円以下,585,918,17,36,38,48,67,150,45,66,49,77,51,81,55,72,46,65,70,127,27,37,33,40,55,89
4,N,78,782,000,理容業,9,93,（再掲）資本金1億円以下,587,1320,17,36,38,48,67,150,45,66,49,77,53,483,55,72,46,65,70,127,27,37,33,40,55,89
4,N,78,782,000,理容業,9,94,（再掲）資本金3億円以下,588,1333,17,36,38,48,67,150,45,66,49,77,53,483,55,72,46,65,71,140,27,37,33,40,55,89
4,N,78,783,000,美容業,0,00,総数（資本金階級）,3090,5917,74,242,191,304,292,885,183,254,230,389,219,401,208,400,267,595,273,415,116,162,120,160,224,404
4,N,78,783,000,美容業,1,01,資本金300万円未満,315,369,9,10,18,20,37,46,28,34,22,28,24,32,20,24,22,25,28,34,21,21,28,30,39,47
4,N,78,783,000,美容業,1,02,資本金300万～500万円未満,1401,1838,36,50,103,133,141,181,93,116,118,167,120,159,121,147,148,189,157,194,60,84,69,86,118,183
4,N,78,783,000,美容業,1,03,資本金500万～1000万円未満,348,491,14,16,35,49,36,62,28,40,36,50,29,39,23,30,35,47,40,54,18,31,11,21,23,30
4,N,78,783,000,美容業,1,04,資本金1000万～3000万円未満,430,1288,14,145,26,72,59,99,32,62,47,87,34,105,36,139,50,256,39,103,14,23,10,21,36,119
4,N,78,783,000,美容業,1,05,資本金3000万～5000万円未満,38,210,-,-,2,2,8,56,-,-,-,-,7,61,3,6,4,47,5,24,3,3,1,1,3,6
4,N,78,783,000,美容業,1,06,資本金5000万～1億円未満,20,323,1,21,2,23,3,130,-,-,3,48,-,-,3,52,3,26,-,-,-,-,-,-,3,17
4,N,78,783,000,美容業,1,07,資本金1億～3億円未満,7,163,-,-,1,1,3,152,-,-,1,6,-,-,-,-,1,1,1,3,-,-,-,-,-,-
4,N,78,783,000,美容業,1,08,資本金3億～10億円未満,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,783,000,美容業,1,09,資本金10億～50億円未満,1,154,-,-,-,-,1,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,783,000,美容業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,783,000,美容業,9,91,（再掲）資本金1000万円以下,2430,3720,69,182,179,266,264,373,177,242,215,317,202,299,195,278,244,495,260,355,112,158,117,157,214,373
4,N,78,783,000,美容業,9,92,（再掲）資本金5000万円以下,2538,4419,74,242,185,288,282,568,181,252,225,379,214,396,204,365,259,564,269,409,116,162,119,159,219,385
4,N,78,783,000,美容業,9,93,（再掲）資本金1億円以下,2556,4676,74,242,187,300,286,724,181,252,227,386,214,396,206,398,262,590,269,409,116,162,119,159,222,402
4,N,78,783,000,美容業,9,94,（再掲）資本金3億円以下,2559,4682,74,242,187,300,287,726,181,252,227,386,214,396,206,398,263,591,270,412,116,162,119,159,222,402
4,N,78,784,000,一般公衆浴場業,0,00,総数（資本金階級）,338,392,10,10,36,37,35,37,34,37,28,29,29,30,35,36,25,28,31,39,15,17,10,10,31,34
4,N,78,784,000,一般公衆浴場業,1,01,資本金300万円未満,20,20,-,-,1,1,1,1,3,3,2,2,5,5,4,4,1,1,2,2,2,2,-,-,1,1
4,N,78,784,000,一般公衆浴場業,1,02,資本金300万～500万円未満,196,205,7,7,22,22,17,17,20,20,18,19,15,15,19,20,19,22,19,20,9,11,7,7,20,21
4,N,78,784,000,一般公衆浴場業,1,03,資本金500万～1000万円未満,40,40,-,-,3,3,5,5,5,5,3,3,4,4,6,6,2,2,2,2,3,3,2,2,2,2
4,N,78,784,000,一般公衆浴場業,1,04,資本金1000万～3000万円未満,61,75,3,3,9,10,10,12,6,9,4,4,4,5,5,5,3,3,8,15,1,1,1,1,6,6
4,N,78,784,000,一般公衆浴場業,1,05,資本金3000万～5000万円未満,5,5,-,-,1,1,1,1,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,1,1
4,N,78,784,000,一般公衆浴場業,1,06,資本金5000万～1億円未満,3,3,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,784,000,一般公衆浴場業,1,07,資本金1億～3億円未満,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3
4,N,78,784,000,一般公衆浴場業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,784,000,一般公衆浴場業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,784,000,一般公衆浴場業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,784,000,一般公衆浴場業,9,91,（再掲）資本金1000万円以下,302,323,8,8,33,34,32,34,34,37,25,26,26,27,34,35,25,28,29,35,15,17,9,9,27,28
4,N,78,784,000,一般公衆浴場業,9,92,（再掲）資本金5000万円以下,324,347,10,10,36,37,35,37,34,37,28,29,29,30,35,36,25,28,31,39,15,17,10,10,30,31
4,N,78,784,000,一般公衆浴場業,9,93,（再掲）資本金1億円以下,326,351,10,10,36,37,35,37,34,37,28,29,29,30,35,36,25,28,31,39,15,17,10,10,31,34
4,N,78,784,000,一般公衆浴場業,9,94,（再掲）資本金3億円以下,326,351,10,10,36,37,35,37,34,37,28,29,29,30,35,36,25,28,31,39,15,17,10,10,31,34
4,N,78,785,000,その他の公衆浴場業,0,00,総数（資本金階級）,118,190,2,2,6,10,15,48,7,11,7,8,5,5,5,5,6,6,11,19,4,6,3,5,10,18
4,N,78,785,000,その他の公衆浴場業,1,01,資本金300万円未満,2,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
4,N,78,785,000,その他の公衆浴場業,1,02,資本金300万～500万円未満,54,56,-,-,2,2,4,4,2,2,6,7,3,3,3,3,4,4,4,5,-,-,1,1,6,6
4,N,78,785,000,その他の公衆浴場業,1,03,資本金500万～1000万円未満,10,14,-,-,1,1,2,3,1,2,-,-,1,1,-,-,1,1,1,1,2,2,1,3,-,-
4,N,78,785,000,その他の公衆浴場業,1,04,資本金1000万～3000万円未満,27,35,2,2,2,2,5,8,3,6,1,1,1,1,2,2,1,1,2,2,2,4,-,-,3,3
4,N,78,785,000,その他の公衆浴場業,1,05,資本金3000万～5000万円未満,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-
4,N,78,785,000,その他の公衆浴場業,1,06,資本金5000万～1億円未満,4,15,-,-,1,5,3,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,785,000,その他の公衆浴場業,1,07,資本金1億～3億円未満,2,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,1,9
4,N,78,785,000,その他の公衆浴場業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,785,000,その他の公衆浴場業,1,09,資本金10億～50億円未満,1,23,-,-,-,-,1,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,785,000,その他の公衆浴場業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,78,785,000,その他の公衆浴場業,9,91,（再掲）資本金1000万円以下,88,99,1,1,5,5,9,10,7,11,7,8,4,4,5,5,6,6,7,8,4,6,2,4,9,9
4,N,78,785,000,その他の公衆浴場業,9,92,（再掲）資本金5000万円以下,97,115,2,2,6,10,12,16,7,11,7,8,5,5,5,5,6,6,9,10,4,6,3,5,9,9
4,N,78,785,000,その他の公衆浴場業,9,93,（再掲）資本金1億円以下,101,141,2,2,6,10,14,25,7,11,7,8,5,5,5,5,6,6,10,18,4,6,3,5,10,18
4,N,78,785,000,その他の公衆浴場業,9,94,（再掲）資本金3億円以下,101,141,2,2,6,10,14,25,7,11,7,8,5,5,5,5,6,6,10,18,4,6,3,5,10,18
