産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（持株会社か否か）／総数（子会社数規模）／会社企業数,総数（持株会社か否か）／子会社1～4社／会社企業数,総数（持株会社か否か）／子会社1社／会社企業数,総数（持株会社か否か）／子会社2社／会社企業数,総数（持株会社か否か）／子会社3社／会社企業数,総数（持株会社か否か）／子会社4社／会社企業数,総数（持株会社か否か）／子会社5～9社／会社企業数,総数（持株会社か否か）／子会社10～19社／会社企業数,総数（持株会社か否か）／子会社20～29社／会社企業数,総数（持株会社か否か）／子会社30～49社／会社企業数,総数（持株会社か否か）／子会社50社以上／会社企業数,総数（持株会社か否か）／総数（国内子会社数規模）／会社企業数,総数（持株会社か否か）／国内子会社0社／会社企業数,総数（持株会社か否か）／国内子会社1～4社／会社企業数,総数（持株会社か否か）／国内子会社1社／会社企業数,総数（持株会社か否か）／国内子会社2社／会社企業数,総数（持株会社か否か）／国内子会社3社／会社企業数,総数（持株会社か否か）／国内子会社4社／会社企業数,総数（持株会社か否か）／国内子会社5～9社／会社企業数,総数（持株会社か否か）／国内子会社10～19社／会社企業数,総数（持株会社か否か）／国内子会社20～29社／会社企業数,総数（持株会社か否か）／国内子会社30～49社／会社企業数,総数（持株会社か否か）／国内子会社50社以上／会社企業数,総数（持株会社か否か）／総数（海外子会社数規模）／会社企業数,総数（持株会社か否か）／海外子会社0社／会社企業数,総数（持株会社か否か）／海外子会社1～4社／会社企業数,総数（持株会社か否か）／海外子会社1社／会社企業数,総数（持株会社か否か）／海外子会社2社／会社企業数,総数（持株会社か否か）／海外子会社3社／会社企業数,総数（持株会社か否か）／海外子会社4社／会社企業数,総数（持株会社か否か）／海外子会社5～9社／会社企業数,総数（持株会社か否か）／海外子会社10～19社／会社企業数,総数（持株会社か否か）／海外子会社20～29社／会社企業数,総数（持株会社か否か）／海外子会社30～49社／会社企業数,総数（持株会社か否か）／海外子会社50社以上／会社企業数,純粋持株会社／総数（子会社数規模）／会社企業数,純粋持株会社／子会社1～4社／会社企業数,純粋持株会社／子会社1社／会社企業数,純粋持株会社／子会社2社／会社企業数,純粋持株会社／子会社3社／会社企業数,純粋持株会社／子会社4社／会社企業数,純粋持株会社／子会社5～9社／会社企業数,純粋持株会社／子会社10～19社／会社企業数,純粋持株会社／子会社20～29社／会社企業数,純粋持株会社／子会社30～49社／会社企業数,純粋持株会社／子会社50社以上／会社企業数,純粋持株会社／総数（国内子会社数規模）／会社企業数,純粋持株会社／国内子会社0社／会社企業数,純粋持株会社／国内子会社1～4社／会社企業数,純粋持株会社／国内子会社1社／会社企業数,純粋持株会社／国内子会社2社／会社企業数,純粋持株会社／国内子会社3社／会社企業数,純粋持株会社／国内子会社4社／会社企業数,純粋持株会社／国内子会社5～9社／会社企業数,純粋持株会社／国内子会社10～19社／会社企業数,純粋持株会社／国内子会社20～29社／会社企業数,純粋持株会社／国内子会社30～49社／会社企業数,純粋持株会社／国内子会社50社以上／会社企業数,純粋持株会社／総数（海外子会社数規模）／会社企業数,純粋持株会社／海外子会社0社／会社企業数,純粋持株会社／海外子会社1～4社／会社企業数,純粋持株会社／海外子会社1社／会社企業数,純粋持株会社／海外子会社2社／会社企業数,純粋持株会社／海外子会社3社／会社企業数,純粋持株会社／海外子会社4社／会社企業数,純粋持株会社／海外子会社5～9社／会社企業数,純粋持株会社／海外子会社10～19社／会社企業数,純粋持株会社／海外子会社20～29社／会社企業数,純粋持株会社／海外子会社30～49社／会社企業数,純粋持株会社／海外子会社50社以上／会社企業数,事業持株会社／総数（子会社数規模）／会社企業数,事業持株会社／子会社1～4社／会社企業数,事業持株会社／子会社1社／会社企業数,事業持株会社／子会社2社／会社企業数,事業持株会社／子会社3社／会社企業数,事業持株会社／子会社4社／会社企業数,事業持株会社／子会社5～9社／会社企業数,事業持株会社／子会社10～19社／会社企業数,事業持株会社／子会社20～29社／会社企業数,事業持株会社／子会社30～49社／会社企業数,事業持株会社／子会社50社以上／会社企業数,事業持株会社／総数（国内子会社数規模）／会社企業数,事業持株会社／国内子会社0社／会社企業数,事業持株会社／国内子会社1～4社／会社企業数,事業持株会社／国内子会社1社／会社企業数,事業持株会社／国内子会社2社／会社企業数,事業持株会社／国内子会社3社／会社企業数,事業持株会社／国内子会社4社／会社企業数,事業持株会社／国内子会社5～9社／会社企業数,事業持株会社／国内子会社10～19社／会社企業数,事業持株会社／国内子会社20～29社／会社企業数,事業持株会社／国内子会社30～49社／会社企業数,事業持株会社／国内子会社50社以上／会社企業数,事業持株会社／総数（海外子会社数規模）／会社企業数,事業持株会社／海外子会社0社／会社企業数,事業持株会社／海外子会社1～4社／会社企業数,事業持株会社／海外子会社1社／会社企業数,事業持株会社／海外子会社2社／会社企業数,事業持株会社／海外子会社3社／会社企業数,事業持株会社／海外子会社4社／会社企業数,事業持株会社／海外子会社5～9社／会社企業数,事業持株会社／海外子会社10～19社／会社企業数,事業持株会社／海外子会社20～29社／会社企業数,事業持株会社／海外子会社30～49社／会社企業数,事業持株会社／海外子会社50社以上／会社企業数,持株会社でない／総数（子会社数規模）／会社企業数,持株会社でない／子会社1～4社／会社企業数,持株会社でない／子会社1社／会社企業数,持株会社でない／子会社2社／会社企業数,持株会社でない／子会社3社／会社企業数,持株会社でない／子会社4社／会社企業数,持株会社でない／子会社5～9社／会社企業数,持株会社でない／子会社10～19社／会社企業数,持株会社でない／子会社20～29社／会社企業数,持株会社でない／子会社30～49社／会社企業数,持株会社でない／子会社50社以上／会社企業数,持株会社でない／総数（国内子会社数規模）／会社企業数,持株会社でない／国内子会社0社／会社企業数,持株会社でない／国内子会社1～4社／会社企業数,持株会社でない／国内子会社1社／会社企業数,持株会社でない／国内子会社2社／会社企業数,持株会社でない／国内子会社3社／会社企業数,持株会社でない／国内子会社4社／会社企業数,持株会社でない／国内子会社5～9社／会社企業数,持株会社でない／国内子会社10～19社／会社企業数,持株会社でない／国内子会社20～29社／会社企業数,持株会社でない／国内子会社30～49社／会社企業数,持株会社でない／国内子会社50社以上／会社企業数,持株会社でない／総数（海外子会社数規模）／会社企業数,持株会社でない／海外子会社0社／会社企業数,持株会社でない／海外子会社1～4社／会社企業数,持株会社でない／海外子会社1社／会社企業数,持株会社でない／海外子会社2社／会社企業数,持株会社でない／海外子会社3社／会社企業数,持株会社でない／海外子会社4社／会社企業数,持株会社でない／海外子会社5～9社／会社企業数,持株会社でない／海外子会社10～19社／会社企業数,持株会社でない／海外子会社20～29社／会社企業数,持株会社でない／海外子会社30～49社／会社企業数,持株会社でない／海外子会社50社以上／会社企業数
4,R,88,881,000,一般廃棄物処理業,1,04,資本金1000万～3000万円未満,9,9,8,1,-,-,-,-,-,-,-,9,-,9,8,1,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,8,1,-,-,-,-,-,-,-,9,-,9,8,1,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,1,05,資本金3000万～5000万円未満,3,2,2,-,-,-,1,-,-,-,-,3,-,2,2,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,2,-,-,-,1,-,-,-,-,3,-,2,2,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,1,06,資本金5000万～1億円未満,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,1,07,資本金1億～3億円未満,3,3,1,-,2,-,-,-,-,-,-,3,-,3,1,-,2,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,1,-,2,-,-,-,-,-,-,3,-,3,1,-,2,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,1,08,資本金3億～10億円未満,2,2,2,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,1,10,資本金50億円以上,2,-,-,-,-,-,1,1,-,-,-,2,-,-,-,-,-,-,1,1,-,-,-,2,-,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,9,91,（再掲）資本金1000万円以下,6,6,5,1,-,-,-,-,-,-,-,6,-,6,5,1,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,5,1,-,-,-,-,-,-,-,6,-,6,5,1,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,9,92,（再掲）資本金5000万円以下,13,12,11,1,-,-,1,-,-,-,-,13,-,12,11,1,-,-,1,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,12,11,1,-,-,1,-,-,-,-,13,-,12,11,1,-,-,1,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,9,93,（再掲）資本金1億円以下,16,15,13,1,1,-,1,-,-,-,-,16,-,15,13,1,1,-,1,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,15,14,12,1,1,-,1,-,-,-,-,15,-,14,12,1,1,-,1,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
4,R,88,881,000,一般廃棄物処理業,9,94,（再掲）資本金3億円以下,17,16,13,1,2,-,1,-,-,-,-,17,-,16,13,1,2,-,1,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,16,15,12,1,2,-,1,-,-,-,-,16,-,15,12,1,2,-,1,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,0,00,総数（資本金階級）,19,17,10,5,-,2,-,2,-,-,-,19,-,17,10,5,-,2,-,2,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,8,5,3,-,-,-,1,-,-,-,9,-,8,5,3,-,-,-,1,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,10,9,5,2,-,2,-,1,-,-,-,10,-,9,5,2,-,2,-,1,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,02,資本金300万～500万円未満,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,03,資本金500万～1000万円未満,2,2,1,1,-,-,-,-,-,-,-,2,-,2,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,04,資本金1000万～3000万円未満,7,7,5,2,-,-,-,-,-,-,-,7,-,7,5,2,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,1,-,-,-,-,-,-,-,3,-,3,2,1,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,4,4,3,1,-,-,-,-,-,-,-,4,-,4,3,1,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,05,資本金3000万～5000万円未満,3,3,2,1,-,-,-,-,-,-,-,3,-,3,2,1,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,2,1,1,-,-,-,-,-,-,-,2,-,2,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,06,資本金5000万～1億円未満,1,1,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,07,資本金1億～3億円未満,3,3,1,1,-,1,-,-,-,-,-,3,-,3,1,1,-,1,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,1,-,-,-,-,-,-,-,2,-,2,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,08,資本金3億～10億円未満,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,1,10,資本金50億円以上,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,9,91,（再掲）資本金1000万円以下,7,7,5,2,-,-,-,-,-,-,-,7,-,7,5,2,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,1,-,-,-,-,-,-,-,3,-,3,2,1,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,4,4,3,1,-,-,-,-,-,-,-,4,-,4,3,1,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,9,92,（再掲）資本金5000万円以下,14,14,9,4,-,1,-,-,-,-,-,14,-,14,9,4,-,1,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,4,2,-,-,-,-,-,-,-,6,-,6,4,2,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,8,8,5,2,-,1,-,-,-,-,-,8,-,8,5,2,-,1,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,9,93,（再掲）資本金1億円以下,14,14,9,4,-,1,-,-,-,-,-,14,-,14,9,4,-,1,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,4,2,-,-,-,-,-,-,-,6,-,6,4,2,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,8,8,5,2,-,1,-,-,-,-,-,8,-,8,5,2,-,1,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
4,R,88,882,000,産業廃棄物処理業,9,94,（再掲）資本金3億円以下,17,17,10,5,-,2,-,-,-,-,-,17,-,17,10,5,-,2,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,5,3,-,-,-,-,-,-,-,8,-,8,5,3,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,9,9,5,2,-,2,-,-,-,-,-,9,-,9,5,2,-,2,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
4,R,88,889,000,その他の廃棄物処理業,0,00,総数（資本金階級）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,889,000,その他の廃棄物処理業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,889,000,その他の廃棄物処理業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,889,000,その他の廃棄物処理業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,889,000,その他の廃棄物処理業,1,04,資本金1000万～3000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,889,000,その他の廃棄物処理業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,R,88,889,000,その他の廃棄物処理業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
