産業分類階層,大分類,中分類,小分類,分類名,区部／経営組織／国・地方公共団体／事業所数（事業所）,区部／経営組織／国・地方公共団体／従業者数（人）,千代田区／経営組織／国・地方公共団体／事業所数（事業所）,千代田区／経営組織／国・地方公共団体／従業者数（人）,中央区／経営組織／国・地方公共団体／事業所数（事業所）,中央区／経営組織／国・地方公共団体／従業者数（人）,港区／経営組織／国・地方公共団体／事業所数（事業所）,港区／経営組織／国・地方公共団体／従業者数（人）,新宿区／経営組織／国・地方公共団体／事業所数（事業所）,新宿区／経営組織／国・地方公共団体／従業者数（人）,文京区／経営組織／国・地方公共団体／事業所数（事業所）,文京区／経営組織／国・地方公共団体／従業者数（人）,台東区／経営組織／国・地方公共団体／事業所数（事業所）,台東区／経営組織／国・地方公共団体／従業者数（人）,墨田区／経営組織／国・地方公共団体／事業所数（事業所）,墨田区／経営組織／国・地方公共団体／従業者数（人）,江東区／経営組織／国・地方公共団体／事業所数（事業所）,江東区／経営組織／国・地方公共団体／従業者数（人）,品川区／経営組織／国・地方公共団体／事業所数（事業所）,品川区／経営組織／国・地方公共団体／従業者数（人）,目黒区／経営組織／国・地方公共団体／事業所数（事業所）,目黒区／経営組織／国・地方公共団体／従業者数（人）,大田区／経営組織／国・地方公共団体／事業所数（事業所）,大田区／経営組織／国・地方公共団体／従業者数（人）,世田谷区／経営組織／国・地方公共団体／事業所数（事業所）,世田谷区／経営組織／国・地方公共団体／従業者数（人）,渋谷区／経営組織／国・地方公共団体／事業所数（事業所）,渋谷区／経営組織／国・地方公共団体／従業者数（人）,中野区／経営組織／国・地方公共団体／事業所数（事業所）,中野区／経営組織／国・地方公共団体／従業者数（人）,杉並区／経営組織／国・地方公共団体／事業所数（事業所）,杉並区／経営組織／国・地方公共団体／従業者数（人）,豊島区／経営組織／国・地方公共団体／事業所数（事業所）,豊島区／経営組織／国・地方公共団体／従業者数（人）,北区／経営組織／国・地方公共団体／事業所数（事業所）,北区／経営組織／国・地方公共団体／従業者数（人）,荒川区／経営組織／国・地方公共団体／事業所数（事業所）,荒川区／経営組織／国・地方公共団体／従業者数（人）,板橋区／経営組織／国・地方公共団体／事業所数（事業所）,板橋区／経営組織／国・地方公共団体／従業者数（人）,練馬区／経営組織／国・地方公共団体／事業所数（事業所）,練馬区／経営組織／国・地方公共団体／従業者数（人）,足立区／経営組織／国・地方公共団体／事業所数（事業所）,足立区／経営組織／国・地方公共団体／従業者数（人）,葛飾区／経営組織／国・地方公共団体／事業所数（事業所）,葛飾区／経営組織／国・地方公共団体／従業者数（人）,江戸川区／経営組織／国・地方公共団体／事業所数（事業所）,江戸川区／経営組織／国・地方公共団体／従業者数（人）,境界未定地域／経営組織／国・地方公共団体／事業所数（事業所）,境界未定地域／経営組織／国・地方公共団体／従業者数（人）,市部／経営組織／国・地方公共団体／事業所数（事業所）,市部／経営組織／国・地方公共団体／従業者数（人）,八王子市／経営組織／国・地方公共団体／事業所数（事業所）,八王子市／経営組織／国・地方公共団体／従業者数（人）,立川市／経営組織／国・地方公共団体／事業所数（事業所）,立川市／経営組織／国・地方公共団体／従業者数（人）,武蔵野市／経営組織／国・地方公共団体／事業所数（事業所）,武蔵野市／経営組織／国・地方公共団体／従業者数（人）,三鷹市／経営組織／国・地方公共団体／事業所数（事業所）,三鷹市／経営組織／国・地方公共団体／従業者数（人）,青梅市／経営組織／国・地方公共団体／事業所数（事業所）,青梅市／経営組織／国・地方公共団体／従業者数（人）,府中市／経営組織／国・地方公共団体／事業所数（事業所）,府中市／経営組織／国・地方公共団体／従業者数（人）,昭島市／経営組織／国・地方公共団体／事業所数（事業所）,昭島市／経営組織／国・地方公共団体／従業者数（人）,調布市／経営組織／国・地方公共団体／事業所数（事業所）,調布市／経営組織／国・地方公共団体／従業者数（人）,町田市／経営組織／国・地方公共団体／事業所数（事業所）,町田市／経営組織／国・地方公共団体／従業者数（人）,小金井市／経営組織／国・地方公共団体／事業所数（事業所）,小金井市／経営組織／国・地方公共団体／従業者数（人）,小平市／経営組織／国・地方公共団体／事業所数（事業所）,小平市／経営組織／国・地方公共団体／従業者数（人）,日野市／経営組織／国・地方公共団体／事業所数（事業所）,日野市／経営組織／国・地方公共団体／従業者数（人）,東村山市／経営組織／国・地方公共団体／事業所数（事業所）,東村山市／経営組織／国・地方公共団体／従業者数（人）,国分寺市／経営組織／国・地方公共団体／事業所数（事業所）,国分寺市／経営組織／国・地方公共団体／従業者数（人）,国立市／経営組織／国・地方公共団体／事業所数（事業所）,国立市／経営組織／国・地方公共団体／従業者数（人）,福生市／経営組織／国・地方公共団体／事業所数（事業所）,福生市／経営組織／国・地方公共団体／従業者数（人）,狛江市／経営組織／国・地方公共団体／事業所数（事業所）,狛江市／経営組織／国・地方公共団体／従業者数（人）,東大和市／経営組織／国・地方公共団体／事業所数（事業所）,東大和市／経営組織／国・地方公共団体／従業者数（人）,清瀬市／経営組織／国・地方公共団体／事業所数（事業所）,清瀬市／経営組織／国・地方公共団体／従業者数（人）,東久留米市／経営組織／国・地方公共団体／事業所数（事業所）,東久留米市／経営組織／国・地方公共団体／従業者数（人）,武蔵村山市／経営組織／国・地方公共団体／事業所数（事業所）,武蔵村山市／経営組織／国・地方公共団体／従業者数（人）,多摩市／経営組織／国・地方公共団体／事業所数（事業所）,多摩市／経営組織／国・地方公共団体／従業者数（人）,稲城市／経営組織／国・地方公共団体／事業所数（事業所）,稲城市／経営組織／国・地方公共団体／従業者数（人）,羽村市／経営組織／国・地方公共団体／事業所数（事業所）,羽村市／経営組織／国・地方公共団体／従業者数（人）,あきる野市／経営組織／国・地方公共団体／事業所数（事業所）,あきる野市／経営組織／国・地方公共団体／従業者数（人）,西東京市／経営組織／国・地方公共団体／事業所数（事業所）,西東京市／経営組織／国・地方公共団体／従業者数（人）,町村部／経営組織／国・地方公共団体／事業所数（事業所）,町村部／経営組織／国・地方公共団体／従業者数（人）,西多摩郡／経営組織／国・地方公共団体／事業所数（事業所）,西多摩郡／経営組織／国・地方公共団体／従業者数（人）,瑞穂町／経営組織／国・地方公共団体／事業所数（事業所）,瑞穂町／経営組織／国・地方公共団体／従業者数（人）,日の出町／経営組織／国・地方公共団体／事業所数（事業所）,日の出町／経営組織／国・地方公共団体／従業者数（人）,檜原村／経営組織／国・地方公共団体／事業所数（事業所）,檜原村／経営組織／国・地方公共団体／従業者数（人）,奥多摩町／経営組織／国・地方公共団体／事業所数（事業所）,奥多摩町／経営組織／国・地方公共団体／従業者数（人）,島部／経営組織／国・地方公共団体／事業所数（事業所）,島部／経営組織／国・地方公共団体／従業者数（人）,大島支庁／経営組織／国・地方公共団体／事業所数（事業所）,大島支庁／経営組織／国・地方公共団体／従業者数（人）,大島町／経営組織／国・地方公共団体／事業所数（事業所）,大島町／経営組織／国・地方公共団体／従業者数（人）,利島村／経営組織／国・地方公共団体／事業所数（事業所）,利島村／経営組織／国・地方公共団体／従業者数（人）,新島村／経営組織／国・地方公共団体／事業所数（事業所）,新島村／経営組織／国・地方公共団体／従業者数（人）,神津島村／経営組織／国・地方公共団体／事業所数（事業所）,神津島村／経営組織／国・地方公共団体／従業者数（人）,三宅支庁／経営組織／国・地方公共団体／事業所数（事業所）,三宅支庁／経営組織／国・地方公共団体／従業者数（人）,三宅村／経営組織／国・地方公共団体／事業所数（事業所）,三宅村／経営組織／国・地方公共団体／従業者数（人）,御蔵島村／経営組織／国・地方公共団体／事業所数（事業所）,御蔵島村／経営組織／国・地方公共団体／従業者数（人）,八丈支庁／経営組織／国・地方公共団体／事業所数（事業所）,八丈支庁／経営組織／国・地方公共団体／従業者数（人）,八丈町／経営組織／国・地方公共団体／事業所数（事業所）,八丈町／経営組織／国・地方公共団体／従業者数（人）,青ヶ島村／経営組織／国・地方公共団体／事業所数（事業所）,青ヶ島村／経営組織／国・地方公共団体／従業者数（人）,小笠原支庁／経営組織／国・地方公共団体／事業所数（事業所）,小笠原支庁／経営組織／国・地方公共団体／従業者数（人）,小笠原村／経営組織／国・地方公共団体／事業所数（事業所）,小笠原村／経営組織／国・地方公共団体／従業者数（人）
3,A,02,021,育林業,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3
3,A,02,022,素材生産業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,023,特用林産物生産業（きのこ類の栽培を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,024,林業サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,029,その他の林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,B,00,000,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,03,000,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,030,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,031,海面漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,032,内水面漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,04,000,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,040,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,041,海面養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,042,内水面養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,C-S,00,000,非農林漁業（Ｃ～Ｓ）,5477,355452,346,85302,120,6013,177,12815,215,38553,151,9381,141,6333,139,8646,304,15520,239,9116,176,8099,366,15784,432,22331,137,7494,161,5788,291,11147,156,8314,248,11785,130,6157,266,10698,366,19392,291,13343,295,10956,329,12454,1,31,2712,111807,283,13265,163,10687,93,3210,81,3369,105,4573,174,14108,101,2389,132,4990,187,9161,69,2355,152,5817,125,4038,100,3712,76,2523,53,1702,45,2544,41,1473,78,2363,71,1909,75,2207,53,1042,110,3834,77,2262,61,1513,76,2790,131,3971,346,4732,104,1755,32,771,25,426,16,179,31,379,242,2977,116,1362,53,726,9,61,35,343,19,232,36,366,27,309,9,57,57,771,49,722,8,49,33,478,33,478
0,C-R,00,000,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,4133,143078,98,4297,81,2321,103,4167,146,8693,115,5282,98,2633,108,5415,248,8531,188,5099,146,4895,283,8609,344,15800,96,3677,130,3064,241,7007,124,4540,184,5546,100,3492,233,7006,310,9557,234,8060,231,6995,291,8361,1,31,2119,67795,208,6746,115,3787,67,1530,59,1914,70,3123,142,9918,79,1455,112,2987,129,6154,58,1258,132,4668,104,2793,83,2414,58,1635,42,1101,30,628,33,942,66,1334,55,1160,63,1602,44,727,91,2553,62,1683,48,1183,54,1929,115,2571,196,2702,57,1014,17,505,17,211,8,81,15,217,139,1688,71,842,26,410,6,41,25,244,14,147,17,185,11,147,6,38,34,473,29,443,5,30,17,188,17,188
1,C,00,000,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,C,05,000,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,050,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,051,金属鉱業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,052,石炭・亜炭鉱業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,053,原油・天然ガス鉱業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,054,採石業，砂・砂利・玉石採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,055,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,059,その他の鉱業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,D,00,000,建設業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,D,06,000,総合工事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,060,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,061,一般土木建築工事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,062,土木工事業（舗装工事業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,06,063,舗装工事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
