産業分類階層,大分類,中分類,小分類,分類名,総数／総数／企業等数（企業等）,総数／総数／事業所数（事業所）,総数／総数／企業従業者数（人）,総数／単一事業所企業／企業等数（企業等）,総数／単一事業所企業／事業所数（事業所）,総数／単一事業所企業／企業従業者数（人）,総数／複数事業所企業／企業等数（企業等）,総数／複数事業所企業／事業所数（事業所）,総数／複数事業所企業／企業従業者数（人）,個人経営／総数／企業等数（企業等）,個人経営／総数／事業所数（事業所）,個人経営／総数／企業従業者数（人）,個人経営／単一事業所企業／企業等数（企業等）,個人経営／単一事業所企業／事業所数（事業所）,個人経営／単一事業所企業／企業従業者数（人）,個人経営／複数事業所企業／企業等数（企業等）,個人経営／複数事業所企業／事業所数（事業所）,個人経営／複数事業所企業／企業従業者数（人）,会社企業／総数／企業等数（企業等）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／単一事業所企業／企業等数（企業等）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／複数事業所企業／企業等数（企業等）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／総数／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／総数／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／総数／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／総数／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／総数／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／総数／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／総数／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／総数／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／総数／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／総数／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／総数／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／総数／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／総数／企業等数（企業等）,会社企業／資本金階級／50億円以上／総数／事業所数（事業所）,会社企業／資本金階級／50億円以上／総数／企業従業者数（人）,会社企業／資本金階級／50億円以上／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／複数事業所企業／企業従業者数（人）,会社以外の法人／総数／企業等数（企業等）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／単一事業所企業／企業等数（企業等）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／企業等数（企業等）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）
1,B,00,000,漁業,16,21,146,12,12,93,4,9,53,-,-,-,-,-,-,-,-,-,14,19,129,10,10,76,4,9,53,-,-,-,-,-,-,-,-,-,3,3,21,3,3,21,-,-,-,1,1,16,1,1,16,-,-,-,4,4,24,4,4,24,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,1,1,4,-,-,-,1,1,11,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,17,2,2,17,-,-,-
2,B,03,000,漁業（水産養殖業を除く）,9,10,70,8,8,68,1,2,2,-,-,-,-,-,-,-,-,-,9,10,70,8,8,68,1,2,2,-,-,-,-,-,-,-,-,-,3,3,21,3,3,21,-,-,-,1,1,16,1,1,16,-,-,-,3,3,20,3,3,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,11,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,031,海面漁業,9,10,70,8,8,68,1,2,2,-,-,-,-,-,-,-,-,-,9,10,70,8,8,68,1,2,2,-,-,-,-,-,-,-,-,-,3,3,21,3,3,21,-,-,-,1,1,16,1,1,16,-,-,-,3,3,20,3,3,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,11,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,03,032,内水面漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,B,04,000,水産養殖業,7,11,76,4,4,25,3,7,51,-,-,-,-,-,-,-,-,-,5,9,59,2,2,8,3,7,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,17,2,2,17,-,-,-
3,B,04,041,海面養殖業,2,5,45,-,-,-,2,5,45,-,-,-,-,-,-,-,-,-,2,5,45,-,-,-,2,5,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,B,04,042,内水面養殖業,5,6,31,4,4,25,1,2,6,-,-,-,-,-,-,-,-,-,3,4,14,2,2,8,1,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,17,2,2,17,-,-,-
0,C-R,00,000,非農林漁業（Ｃ～Ｒ）,476621,888163,14875402,415223,415223,2535422,61398,472940,12339980,179867,181718,531108,177958,177958,512526,1909,3760,18582,272330,655791,12855398,217560,217560,1758397,54770,438231,11097001,14263,15767,92640,13188,13188,65602,1075,2579,27038,81520,89150,464769,75998,75998,358745,5522,13152,106024,24635,28407,188776,22289,22289,127913,2346,6118,60863,99444,150397,1757482,82565,82565,757022,16879,67832,1000460,12098,37040,678456,7327,7327,134242,4771,29713,544214,10871,54998,1185313,5075,5075,119849,5796,49923,1065464,5499,70273,1632855,1999,1999,69856,3500,68274,1562999,3129,41199,1160151,895,895,37643,2234,40304,1122508,1697,44947,1175923,347,347,23433,1350,44600,1152490,1265,89823,4153077,191,191,23524,1074,89632,4129553,24424,50654,1488896,19705,19705,264499,4719,30949,1224397
1,C,00,000,鉱業，採石業，砂利採取業,93,179,4517,54,54,593,39,125,3924,1,4,36,-,-,-,1,4,36,92,175,4481,54,54,593,38,121,3888,1,1,10,-,-,-,1,1,10,4,6,23,2,2,7,2,4,16,1,2,41,-,-,-,1,2,41,22,32,160,11,11,54,11,21,106,2,9,85,-,-,-,2,9,85,4,10,102,2,2,9,2,8,93,8,25,336,6,6,38,2,19,298,6,9,155,4,4,40,2,5,115,18,18,61,16,16,50,2,2,11,24,58,3371,13,13,395,11,45,2976,-,-,-,-,-,-,-,-,-
2,C,05,000,鉱業，採石業，砂利採取業,93,179,4517,54,54,593,39,125,3924,1,4,36,-,-,-,1,4,36,92,175,4481,54,54,593,38,121,3888,1,1,10,-,-,-,1,1,10,4,6,23,2,2,7,2,4,16,1,2,41,-,-,-,1,2,41,22,32,160,11,11,54,11,21,106,2,9,85,-,-,-,2,9,85,4,10,102,2,2,9,2,8,93,8,25,336,6,6,38,2,19,298,6,9,155,4,4,40,2,5,115,18,18,61,16,16,50,2,2,11,24,58,3371,13,13,395,11,45,2976,-,-,-,-,-,-,-,-,-
3,C,05,051,金属鉱業,5,5,36,5,5,36,-,-,-,-,-,-,-,-,-,-,-,-,5,5,36,5,5,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,14,2,2,14,-,-,-,-,-,-,-,-,-,-,-,-,1,1,18,1,1,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,052,石炭・亜炭鉱業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,053,原油・天然ガス鉱業,56,96,3608,36,36,482,20,60,3126,-,-,-,-,-,-,-,-,-,56,96,3608,36,36,482,20,60,3126,1,1,10,-,-,-,1,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,3,1,1,1,3,3,2,-,-,-,-,-,-,-,-,-,2,5,14,1,1,2,1,4,12,3,3,17,3,3,17,-,-,-,6,9,155,4,4,40,2,5,115,16,16,38,14,14,27,2,2,11,24,58,3371,13,13,395,11,45,2976,-,-,-,-,-,-,-,-,-
3,C,05,054,採石業，砂・砂利・玉石採取業,23,56,677,11,11,67,12,45,610,-,-,-,-,-,-,-,-,-,23,56,677,11,11,67,12,45,610,-,-,-,-,-,-,-,-,-,4,6,23,2,2,7,2,4,16,1,2,41,-,-,-,1,2,41,11,15,83,7,7,48,4,8,35,2,9,85,-,-,-,2,9,85,1,1,7,1,1,7,-,-,-,2,19,298,-,-,-,2,19,298,-,-,-,-,-,-,-,-,-,1,1,5,1,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,055,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,6,17,174,1,1,1,5,16,173,1,4,36,-,-,-,1,4,36,5,13,138,1,1,1,4,12,137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,9,57,1,1,1,3,8,56,-,-,-,-,-,-,-,-,-,1,4,81,-,-,-,1,4,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,C,05,059,その他の鉱業,3,5,22,1,1,7,2,4,15,-,-,-,-,-,-,-,-,-,3,5,22,1,1,7,2,4,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,13,-,-,-,1,2,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,7,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,D,00,000,建設業,36860,53629,625447,33557,33557,198792,3303,20072,426655,6263,6284,14368,6241,6241,14256,22,43,112,30557,47294,610794,27285,27285,184353,3272,20009,426441,1009,1059,4736,985,985,4147,24,74,589,10450,10645,49117,10222,10222,46066,228,423,3051,3209,3282,18309,3112,3112,16930,97,170,1379,11866,13236,118201,10818,10818,88618,1048,2418,29583,1444,2418,34299,1014,1014,14831,430,1404,19468,924,3067,54702,449,449,9221,475,2618,45481,317,2543,50538,76,76,1825,241,2467,48713,144,2097,50899,10,10,161,134,2087,50738,80,2887,60170,3,3,106,77,2884,60064,60,4421,153673,1,1,3,59,4420,153670,40,51,285,31,31,183,9,20,102
2,D,06,000,総合工事業,11940,20340,280388,10843,10843,64232,1097,9497,216156,1854,1863,4324,1845,1845,4277,9,18,47,10067,18449,275913,8983,8983,59863,1084,9466,216050,299,304,1231,293,293,1159,6,11,72,2783,2821,12552,2732,2732,11839,51,89,713,1042,1061,5696,1011,1011,5157,31,50,539,4200,4537,35461,3925,3925,28583,275,612,6878,716,1052,13686,556,556,7478,160,496,6208,408,1139,16951,241,241,3751,167,898,13200,144,1071,19725,45,45,1002,99,1026,18723,60,823,20319,3,3,87,57,820,20232,40,1615,32553,1,1,65,39,1614,32488,41,3466,110148,-,-,-,41,3466,110148,19,28,151,15,15,92,4,13,59
3,D,06,061,一般土木建築工事業,300,1583,60104,213,213,1962,87,1370,58142,19,19,56,19,19,56,-,-,-,280,1563,60046,193,193,1904,87,1370,58142,1,1,3,1,1,3,-,-,-,45,50,311,39,39,127,6,11,184,20,22,119,18,18,100,2,4,19,94,104,1243,85,85,879,9,19,364,25,29,425,21,21,342,4,8,83,36,103,1679,18,18,320,18,85,1359,12,125,3345,2,2,68,10,123,3277,2,5,172,-,-,-,2,5,172,8,205,5896,-,-,-,8,205,5896,17,889,46387,-,-,-,17,889,46387,1,1,2,1,1,2,-,-,-
3,D,06,062,土木工事業（舗装工事業を除く）,2402,3672,49099,2089,2089,20843,313,1583,28256,247,247,820,247,247,820,-,-,-,2147,3415,48210,1835,1835,19960,312,1580,28250,42,43,286,41,41,274,1,2,12,486,494,3732,478,478,3562,8,16,170,226,228,1714,221,221,1674,5,7,40,869,961,11582,792,792,9380,77,169,2202,286,447,6765,209,209,3483,77,238,3282,100,285,4241,58,58,1133,42,227,3108,26,306,4515,5,5,244,21,301,4271,14,163,4107,-,-,-,14,163,4107,6,101,2062,-,-,-,6,101,2062,7,216,6629,-,-,-,7,216,6629,8,10,69,7,7,63,1,3,6
3,D,06,063,舗装工事業,316,2641,22553,251,251,2548,65,2390,20005,6,6,27,6,6,27,-,-,-,309,2634,22523,244,244,2518,65,2390,20005,7,7,66,7,7,66,-,-,-,57,57,545,57,57,545,-,-,-,28,28,267,28,28,267,-,-,-,129,150,1428,113,113,1066,16,37,362,41,59,782,31,31,458,10,28,324,11,26,303,4,4,66,7,22,237,9,99,1086,3,3,43,6,96,1043,2,22,245,-,-,-,2,22,245,6,448,5479,-,-,-,6,448,5479,6,1703,11545,-,-,-,6,1703,11545,1,1,3,1,1,3,-,-,-
3,D,06,064,建築工事業（木造建築工事業を除く）,3932,5916,105126,3570,3570,20390,362,2346,84736,460,463,1055,457,457,1042,3,6,13,3467,5441,104012,3111,3111,19342,356,2330,84670,95,96,375,93,93,368,2,3,7,860,873,3595,842,842,3351,18,31,244,326,329,1939,320,320,1585,6,9,354,1511,1603,11204,1430,1430,9087,81,173,2117,255,340,3445,209,209,2257,46,131,1188,185,371,5881,117,117,1785,68,254,4096,64,252,5323,23,23,480,41,229,4843,29,301,9937,3,3,87,26,298,9850,17,454,14063,1,1,65,16,453,13998,11,658,45587,-,-,-,11,658,45587,5,12,59,2,2,6,3,10,53
3,D,06,065,木造建築工事業,2457,3349,21534,2377,2377,8983,80,972,12551,750,753,1606,747,747,1589,3,6,17,1706,2595,19924,1629,1629,7390,77,966,12534,36,36,101,36,36,101,-,-,-,614,616,2027,610,610,2007,4,6,20,213,216,778,209,209,752,4,7,26,731,771,4485,700,700,3827,31,71,658,41,58,753,34,34,407,7,24,346,27,180,2746,17,17,200,10,163,2546,9,90,866,4,4,55,5,86,811,6,186,2883,-,-,-,6,186,2883,3,407,5053,-,-,-,3,407,5053,-,-,-,-,-,-,-,-,-,1,1,4,1,1,4,-,-,-
3,D,06,066,建築リフォーム工事業,2533,3179,21972,2343,2343,9506,190,836,12466,372,375,760,369,369,743,3,6,17,2158,2801,21198,1971,1971,8749,187,830,12449,118,121,400,115,115,347,3,6,53,721,731,2342,706,706,2247,15,25,95,229,238,879,215,215,779,14,23,100,866,948,5519,805,805,4344,61,143,1175,68,119,1516,52,52,531,16,67,985,49,174,2101,27,27,247,22,147,1854,24,199,4590,8,8,112,16,191,4478,7,146,2975,-,-,-,7,146,2975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,14,3,3,14,-,-,-
2,D,07,000,職別工事業（設備工事業を除く）,14044,16246,117749,13028,13028,72898,1016,3218,44851,3188,3198,7321,3178,3178,7276,10,20,45,10844,13034,110358,9842,9842,65589,1002,3192,44769,416,421,2110,410,410,1984,6,11,126,4390,4479,21473,4292,4292,20232,98,187,1241,1261,1294,7412,1224,1224,6949,37,70,463,3688,4125,37667,3314,3314,28741,374,811,8926,353,559,8444,210,210,3374,143,349,5070,220,681,11527,103,103,2695,117,578,8832,66,378,6187,18,18,428,48,360,5759,24,218,4059,5,5,54,19,213,4005,10,160,3367,2,2,41,8,158,3326,4,132,3535,-,-,-,4,132,3535,12,14,70,8,8,33,4,6,37
3,D,07,071,大工工事業,1074,1147,5511,1012,1012,4288,62,135,1223,392,394,736,390,390,725,2,4,11,682,753,4775,622,622,3563,60,131,1212,16,16,92,16,16,92,-,-,-,263,269,1149,256,256,1008,7,13,141,88,90,368,86,86,352,2,4,16,264,306,2614,232,232,1928,32,74,686,9,12,253,4,4,55,5,8,198,9,16,121,5,5,66,4,11,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,072,とび・土工・コンクリート工事業,1484,2053,23730,1312,1312,11586,172,741,12144,256,256,802,256,256,802,-,-,-,1224,1793,22904,1053,1053,10762,171,740,12142,45,46,361,44,44,347,1,2,14,430,435,3064,422,422,2965,8,13,99,155,160,1197,150,150,1154,5,10,43,425,492,6890,365,365,4931,60,127,1959,63,108,1940,34,34,780,29,74,1160,37,159,2728,14,14,429,23,145,2299,16,111,1607,2,2,44,14,109,1563,9,93,1845,1,1,13,8,92,1832,1,9,172,-,-,-,1,9,172,3,112,2207,-,-,-,3,112,2207,4,4,24,3,3,22,1,1,2
3,D,07,073,鉄骨・鉄筋工事業,455,633,7824,369,369,3124,86,264,4700,45,45,120,45,45,120,-,-,-,410,588,7704,324,324,3004,86,264,4700,12,13,94,11,11,66,1,2,28,148,156,1053,139,139,847,9,17,206,44,48,497,40,40,371,4,8,126,154,194,2318,116,116,1354,38,78,964,14,29,522,6,6,94,8,23,428,10,18,610,4,4,227,6,14,383,5,42,698,-,-,-,5,42,698,2,18,328,-,-,-,2,18,328,3,37,1196,-,-,-,3,37,1196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,074,石工・れんが・タイル・ブロック工事業,859,917,4477,834,834,3677,25,83,800,245,246,543,244,244,539,1,2,4,614,671,3934,590,590,3138,24,81,796,19,19,80,19,19,80,-,-,-,273,274,990,272,272,980,1,2,10,94,95,382,93,93,375,1,2,7,188,202,1612,178,178,1381,10,24,231,15,20,257,11,11,179,4,9,78,10,44,540,4,4,97,6,40,443,1,1,6,1,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,075,左官工事業,721,730,4190,711,711,4033,10,19,157,243,243,541,243,243,541,-,-,-,478,487,3649,468,468,3492,10,19,157,9,9,38,9,9,38,-,-,-,251,256,1252,247,247,1208,4,9,44,55,55,399,55,55,399,-,-,-,133,133,1590,131,131,1581,2,2,9,7,9,115,5,5,59,2,4,56,4,4,157,4,4,157,-,-,-,1,1,2,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,076,板金・金物工事業,810,921,3860,786,786,2638,24,135,1222,400,401,812,399,399,810,1,2,2,410,520,3048,387,387,1828,23,133,1220,17,17,60,17,17,60,-,-,-,191,195,799,186,186,750,5,9,49,62,64,268,60,60,256,2,4,12,115,122,778,106,106,649,9,16,129,7,10,166,5,5,77,2,5,89,1,28,354,-,-,-,1,28,354,1,10,90,-,-,-,1,10,90,-,-,-,-,-,-,-,-,-,1,57,479,-,-,-,1,57,479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,077,塗装工事業,2064,2323,12968,1945,1945,8912,119,378,4056,586,586,1441,586,586,1441,-,-,-,1477,1736,11524,1358,1358,7468,119,378,4056,61,61,255,61,61,255,-,-,-,679,691,3164,671,671,3000,8,20,164,146,149,808,142,142,734,4,7,74,430,476,3399,395,395,2735,35,81,664,54,92,1036,32,32,335,22,60,701,35,123,1529,14,14,234,21,109,1295,9,61,802,1,1,28,8,60,774,1,1,107,-,-,-,1,1,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,1,3,-,-,-
3,D,07,078,床・内装工事業,3776,4294,30300,3505,3505,18055,271,789,12245,643,647,1359,639,639,1339,4,8,20,3133,3647,28941,2866,2866,16716,267,781,12225,117,118,466,116,116,442,1,2,24,1236,1270,5119,1200,1200,4769,36,70,350,334,345,1609,322,322,1504,12,23,105,1154,1272,9965,1055,1055,7686,99,217,2279,91,139,2068,58,58,828,33,81,1240,55,148,2824,29,29,792,26,119,2032,17,74,1862,8,8,278,9,66,1584,6,63,1135,2,2,8,4,61,1127,4,31,1264,2,2,41,2,29,1223,1,20,1328,-,-,-,1,20,1328,-,-,-,-,-,-,-,-,-
