産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,民営の合計／事業所数（事業所）,民営の合計／従業者数／民営の合計（人）,民営の合計／従業者数／男（人）,民営の合計／従業者数／女（人）,民営の合計／従業者数／うち常用雇用者／民営の合計（人）,民営の合計／従業者数／うち常用雇用者／男（人）,民営の合計／従業者数／うち常用雇用者／女（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数／総数（人）,民営／個人／従業者数／男（人）,民営／個人／従業者数／女（人）,民営／個人／従業者数／うち常用雇用者数／総数（人）,民営／個人／従業者数／うち常用雇用者数／男（人）,民営／個人／従業者数／うち常用雇用者数／女（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数／総数（人）,民営／法人／従業者数／男（人）,民営／法人／従業者数／女（人）,民営／法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／従業者数／うち常用雇用者数／男（人）,民営／法人／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数／総数（人）,民営／法人／会社／従業者数／男（人）,民営／法人／会社／従業者数／女（人）,民営／法人／会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／女（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合名・合資会社／事業所数（事業所）,民営／法人／会社／合名・合資会社／従業者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／女（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数／総数（人）,民営／法人／会社／合同会社／従業者数／男（人）,民営／法人／会社／合同会社／従業者数／女（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数／総数（人）,民営／法人／会社／外国の会社／従業者数／男（人）,民営／法人／会社／外国の会社／従業者数／女（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数／総数（人）,民営／法人／会社以外の法人／従業者数／男（人）,民営／法人／会社以外の法人／従業者数／女（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数／総数（人）,民営／法人でない団体／従業者数／男（人）,民営／法人でない団体／従業者数／女（人）,民営／法人でない団体／従業者数／うち常用雇用者数／総数（人）,民営／法人でない団体／従業者数／うち常用雇用者数／男（人）,民営／法人でない団体／従業者数／うち常用雇用者数／女（人）,国・地方公共団体の合計／事業所数（事業所）,国・地方公共団体の合計／従業者数（人）,国・地方公共団体の合計／従業者数／男（人）,国・地方公共団体の合計／従業者数／女（人）,国・地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／国／従業者数／男（人）,国・地方公共団体／国／従業者数／女（人）,国・地方公共団体／国／従業者数／うち常用雇用者（人）,国・地方公共団体／国／従業者数／うち常用雇用者／男（人）,国・地方公共団体／国／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体の合計／事業所数（事業所）,国・地方公共団体／地方公共団体の合計／業者数（人）,国・地方公共団体／地方公共団体の合計／従業者数／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／女（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／業者数（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／女（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／区市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／区市町村／業者数（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／女（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／女（人）
2,N,80,000,娯楽業,7878,130188,73806,56382,105583,61152,44431,7778,128457,72827,55630,104448,60232,44216,1412,5074,2997,2077,2522,1606,916,6325,122979,69594,53385,101556,58419,43137,6017,112846,64184,48662,94643,53998,40645,5974,112494,63948,48546,94329,53789,40540,5,29,22,7,22,18,4,37,311,204,107,280,181,99,1,12,10,2,12,10,2,308,10133,5410,4723,6913,4421,2492,41,404,236,168,370,207,163,100,1731,979,752,1135,920,215,9,66,50,16,66,50,16,91,1665,929,736,1069,870,199,9,222,160,62,222,160,62,77,1044,589,455,687,566,121,5,399,180,219,160,144,16
3,N,80,800,管理，補助的経済活動を行う事業所,94,1529,1069,460,1387,960,427,94,1529,1069,460,1387,960,427,-,-,-,-,-,-,-,94,1529,1069,460,1387,960,427,90,1513,1057,456,1371,948,423,90,1513,1057,456,1371,948,423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,16,12,4,16,12,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,801,映画館,87,2815,1499,1316,2214,1204,1010,87,2815,1499,1316,2214,1204,1010,-,-,-,-,-,-,-,87,2815,1499,1316,2214,1204,1010,87,2815,1499,1316,2214,1204,1010,86,2811,1497,1314,2212,1203,1009,-,-,-,-,-,-,-,1,4,2,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,802,興行場（別掲を除く），興行団,1512,19246,10066,9180,13472,7155,6317,1511,19228,10056,9172,13454,7145,6309,113,885,369,516,169,102,67,1384,18119,9546,8573,13083,6922,6161,1282,14677,7202,7475,9938,4779,5159,1270,14640,7177,7463,9919,4767,5152,-,-,-,-,-,-,-,12,37,25,12,19,12,7,-,-,-,-,-,-,-,102,3442,2344,1098,3145,2143,1002,14,224,141,83,202,121,81,1,18,10,8,18,10,8,-,-,-,-,-,-,-,1,18,10,8,18,10,8,-,-,-,-,-,-,-,1,18,10,8,18,10,8,-,-,-,-,-,-,-
3,N,80,803,競輪・競馬等の競走場，競技団,71,3989,1984,2005,2010,1544,466,63,3167,1710,1457,1774,1326,448,30,230,214,16,190,180,10,32,2936,1496,1440,1583,1146,437,22,807,558,249,730,500,230,22,807,558,249,730,500,230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,2129,938,1191,853,646,207,1,1,-,1,1,-,1,8,822,274,548,236,218,18,-,-,-,-,-,-,-,8,822,274,548,236,218,18,-,-,-,-,-,-,-,3,423,94,329,76,74,2,5,399,180,219,160,144,16
3,N,80,804,スポーツ施設提供業,1524,32748,16357,16391,29120,14057,15063,1487,32494,16163,16331,28866,13863,15003,93,254,161,93,134,68,66,1382,32165,15974,16191,28657,13767,14890,1307,30682,15151,15531,27295,13028,14267,1284,30426,14981,15445,27049,12866,14183,1,3,3,-,3,3,-,21,241,157,84,231,149,82,1,12,10,2,12,10,2,75,1483,823,660,1362,739,623,12,75,28,47,75,28,47,37,254,194,60,254,194,60,1,1,-,1,1,-,1,36,253,194,59,253,194,59,4,35,30,5,35,30,5,32,218,164,54,218,164,54,-,-,-,-,-,-,-
4,N,80,80A,スポーツ施設提供業（別掲を除く）,271,6417,3434,2983,5580,2911,2669,260,6364,3389,2975,5527,2866,2661,33,77,53,24,34,20,14,226,6282,3331,2951,5488,2841,2647,177,5192,2723,2469,4496,2297,2199,169,5141,2681,2460,4448,2257,2191,-,-,-,-,-,-,-,8,51,42,9,48,40,8,-,-,-,-,-,-,-,49,1090,608,482,992,544,448,1,5,5,-,5,5,-,11,53,45,8,53,45,8,-,-,-,-,-,-,-,11,53,45,8,53,45,8,2,20,19,1,20,19,1,9,33,26,7,33,26,7,-,-,-,-,-,-,-
4,N,80,80B,体育館,88,1748,900,848,1691,860,831,66,1568,771,797,1511,731,780,-,-,-,-,-,-,-,64,1539,756,783,1482,716,766,48,1292,614,678,1246,584,662,47,1281,606,675,1235,576,659,-,-,-,-,-,-,-,1,11,8,3,11,8,3,-,-,-,-,-,-,-,16,247,142,105,236,132,104,2,29,15,14,29,15,14,22,180,129,51,180,129,51,1,1,-,1,1,-,1,21,179,129,50,179,129,50,2,15,11,4,15,11,4,19,164,118,46,164,118,46,-,-,-,-,-,-,-
4,N,80,80C,ゴルフ場,117,4134,1825,2309,3792,1652,2140,117,4134,1825,2309,3792,1652,2140,-,-,-,-,-,-,-,117,4134,1825,2309,3792,1652,2140,117,4134,1825,2309,3792,1652,2140,115,4060,1771,2289,3718,1598,2120,-,-,-,-,-,-,-,2,74,54,20,74,54,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80D,ゴルフ練習場,180,2655,1412,1243,2067,1053,1014,180,2655,1412,1243,2067,1053,1014,9,29,24,5,16,12,4,171,2626,1388,1238,2051,1041,1010,170,2589,1364,1225,2017,1020,997,168,2573,1357,1216,2002,1014,988,-,-,-,-,-,-,-,2,16,7,9,15,6,9,-,-,-,-,-,-,-,1,37,24,13,34,21,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80E,ボウリング場,60,2184,1399,785,2048,1309,739,59,2176,1392,784,2040,1302,738,-,-,-,-,-,-,-,59,2176,1392,784,2040,1302,738,59,2176,1392,784,2040,1302,738,58,2164,1382,782,2028,1292,736,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,12,10,2,12,10,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,7,1,8,7,1,-,-,-,-,-,-,-,1,8,7,1,8,7,1,-,-,-,-,-,-,-,1,8,7,1,8,7,1,-,-,-,-,-,-,-
4,N,80,80F,テニス場,68,438,221,217,275,126,149,65,425,208,217,262,113,149,10,41,19,22,27,9,18,46,343,181,162,194,96,98,41,298,155,143,157,76,81,37,298,155,143,157,76,81,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,5,45,26,19,37,20,17,9,41,8,33,41,8,33,3,13,13,-,13,13,-,-,-,-,-,-,-,-,3,13,13,-,13,13,-,-,-,-,-,-,-,-,3,13,13,-,13,13,-,-,-,-,-,-,-,-
4,N,80,80G,バッティング・テニス練習場,36,189,120,69,134,82,52,36,189,120,69,134,82,52,7,19,11,8,10,3,7,29,170,109,61,124,79,45,29,170,109,61,124,79,45,29,170,109,61,124,79,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80H,フィットネスクラブ,704,14983,7046,7937,13533,6064,7469,704,14983,7046,7937,13533,6064,7469,34,88,54,34,47,24,23,670,14895,6992,7903,13486,6040,7446,666,14831,6969,7862,13423,6018,7405,661,14739,6920,7819,13337,5974,7363,1,3,3,-,3,3,-,4,89,46,43,83,41,42,-,-,-,-,-,-,-,4,64,23,41,63,22,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,805,公園，遊園地,227,6827,3185,3642,5180,2698,2482,174,6196,2685,3511,4555,2201,2354,3,7,3,4,1,-,1,167,6124,2641,3483,4492,2162,2330,87,4794,1864,2930,3262,1428,1834,87,4794,1864,2930,3262,1428,1834,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,1330,777,553,1230,734,496,4,65,41,24,62,39,23,53,631,500,131,625,497,128,8,65,50,15,65,50,15,45,566,450,116,560,447,113,5,187,130,57,187,130,57,40,379,320,59,373,317,56,-,-,-,-,-,-,-
3,N,80,806,遊戯場,2370,36823,24124,12699,33196,21886,11310,2370,36823,24124,12699,33196,21886,11310,746,2384,1611,773,1328,948,380,1621,34438,22512,11926,31868,20938,10930,1615,34362,22490,11872,31859,20931,10928,1611,34318,22454,11864,31822,20900,10922,3,24,18,6,18,14,4,1,20,18,2,19,17,2,-,-,-,-,-,-,-,6,76,22,54,9,7,2,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80J,マージャンクラブ,789,3500,2359,1141,2361,1657,704,789,3500,2359,1141,2361,1657,704,586,1923,1297,626,1124,819,305,202,1576,1061,515,1237,838,399,201,1573,1058,515,1237,838,399,200,1553,1040,513,1218,821,397,-,-,-,-,-,-,-,1,20,18,2,19,17,2,-,-,-,-,-,-,-,1,3,3,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80K,パチンコホール,999,23126,15111,8015,21571,14147,7424,999,23126,15111,8015,21571,14147,7424,7,41,32,9,31,25,6,990,23085,15079,8006,21540,14122,7418,989,23083,15078,8005,21538,14121,7417,988,23063,15062,8001,21520,14107,7413,1,20,16,4,18,14,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,2,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80L,ゲームセンター,357,9188,6008,3180,8667,5665,3002,357,9188,6008,3180,8667,5665,3002,19,59,53,6,24,20,4,338,9129,5955,3174,8643,5645,2998,338,9129,5955,3174,8643,5645,2998,338,9129,5955,3174,8643,5645,2998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80M,その他の遊戯場,225,1009,646,363,597,417,180,225,1009,646,363,597,417,180,134,361,229,132,149,84,65,91,648,417,231,448,333,115,87,577,399,178,441,327,114,85,573,397,176,441,327,114,2,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,71,18,53,7,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,80,809,その他の娯楽業,1993,26211,15522,10689,19004,11648,7356,1992,26205,15521,10684,19002,11647,7355,427,1314,639,675,700,308,392,1558,24853,14857,9996,18272,11320,6952,1527,23196,14363,8833,17974,11180,6794,1524,23185,14360,8825,17964,11177,6787,1,2,1,1,1,1,-,2,9,2,7,9,2,7,-,-,-,-,-,-,-,31,1657,494,1163,298,140,158,7,38,25,13,30,19,11,1,6,1,5,2,1,1,-,-,-,-,-,-,-,1,6,1,5,2,1,1,-,-,-,-,-,-,-,1,6,1,5,2,1,1,-,-,-,-,-,-,-
4,N,80,80N,カラオケボックス業,856,12606,7444,5162,8827,5329,3498,856,12606,7444,5162,8827,5329,3498,228,592,227,365,269,91,178,628,12014,7217,4797,8558,5238,3320,628,12014,7217,4797,8558,5238,3320,626,12006,7216,4790,8551,5237,3314,1,2,1,1,1,1,-,1,6,-,6,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80P,他に分類されない娯楽業,1137,13605,8078,5527,10177,6319,3858,1136,13599,8077,5522,10175,6318,3857,199,722,412,310,431,217,214,930,12839,7640,5199,9714,6082,3632,899,11182,7146,4036,9416,5942,3474,898,11179,7144,4035,9413,5940,3473,-,-,-,-,-,-,-,1,3,2,1,3,2,1,-,-,-,-,-,-,-,31,1657,494,1163,298,140,158,7,38,25,13,30,19,11,1,6,1,5,2,1,1,-,-,-,-,-,-,-,1,6,1,5,2,1,1,-,-,-,-,-,-,-,1,6,1,5,2,1,1,-,-,-,-,-,-,-
1,O,00,000,教育，学習支援業,21291,468565,236600,231917,417937,210972,206917,18353,362285,189843,172394,313289,164550,148691,6913,21829,6886,14943,11742,3260,8482,11370,340121,182826,157247,301298,161214,140036,8405,117019,59048,57965,96356,47999,48351,8313,116638,58813,57819,96098,47839,48253,26,103,55,48,51,23,28,63,273,179,94,205,137,68,3,5,1,4,2,-,2,2965,223102,123778,99282,204942,113215,91685,70,335,131,204,249,76,173,2938,106280,46757,59523,104648,46422,58226,50,4532,3337,1195,4528,3337,1191,2888,101748,43420,58328,100120,43085,57035,296,24806,13761,11045,24800,13758,11042,2590,76909,29643,47266,75287,29311,45976,2,33,16,17,33,16,17
2,O,81,000,学校教育,4877,309813,159578,150193,291739,149118,142579,2516,217286,120434,96810,200293,110223,90028,200,3007,629,2378,2636,420,2216,2316,214279,119805,94432,197657,109803,87812,115,2633,1328,1305,2182,1083,1099,115,2633,1328,1305,2182,1083,1099,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2201,211646,118477,93127,195475,108720,86713,-,-,-,-,-,-,-,2361,92527,39144,53383,91446,38895,52551,1,6,1,5,6,1,5,2360,92521,39143,53378,91440,38894,52546,274,22298,11873,10425,22292,11870,10422,2086,70223,27270,42953,69148,27024,42124,-,-,-,-,-,-,-
3,O,81,810,管理，補助的経済活動を行う事業所,95,6387,3631,2727,5734,3266,2439,95,6387,3631,2727,5734,3266,2439,-,-,-,-,-,-,-,95,6387,3631,2727,5734,3266,2439,1,8,7,1,-,-,-,1,8,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,6379,3624,2726,5734,3266,2439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,811,幼稚園,1009,17930,2568,15362,17025,2192,14833,839,15844,2497,13347,15034,2126,12908,169,2715,488,2227,2417,324,2093,670,13129,2009,11120,12617,1802,10815,6,52,14,38,32,9,23,6,52,14,38,32,9,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,664,13077,1995,11082,12585,1793,10792,-,-,-,-,-,-,-,170,2086,71,2015,1991,66,1925,-,-,-,-,-,-,-,170,2086,71,2015,1991,66,1925,-,-,-,-,-,-,-,170,2086,71,2015,1991,66,1925,-,-,-,-,-,-,-
3,O,81,812,小学校,1356,48242,16924,31318,47546,16764,30782,63,2692,1165,1527,2617,1129,1488,-,-,-,-,-,-,-,63,2692,1165,1527,2617,1129,1488,1,6,3,3,6,3,3,1,6,3,3,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,2686,1162,1524,2611,1126,1485,-,-,-,-,-,-,-,1293,45550,15759,29791,44929,15635,29294,-,-,-,-,-,-,-,1293,45550,15759,29791,44929,15635,29294,-,-,-,-,-,-,-,1293,45550,15759,29791,44929,15635,29294,-,-,-,-,-,-,-
3,O,81,813,中学校,772,28862,14727,14135,28328,14508,13820,151,6428,3353,3075,6252,3250,3002,-,-,-,-,-,-,-,151,6428,3353,3075,6252,3250,3002,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,6428,3353,3075,6252,3250,3002,-,-,-,-,-,-,-,621,22434,11374,11060,22076,11258,10818,-,-,-,-,-,-,-,621,22434,11374,11060,22076,11258,10818,2,60,36,24,60,36,24,619,22374,11338,11036,22016,11222,10794,-,-,-,-,-,-,-
3,O,81,814,高等学校，中等教育学校,496,34362,20477,13885,33612,20016,13596,299,19922,11714,8208,19173,11254,7919,-,-,-,-,-,-,-,299,19922,11714,8208,19173,11254,7919,10,119,68,51,111,65,46,10,119,68,51,111,65,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,289,19803,11646,8157,19062,11189,7873,-,-,-,-,-,-,-,197,14440,8763,5677,14439,8762,5677,-,-,-,-,-,-,-,197,14440,8763,5677,14439,8762,5677,196,14354,8712,5642,14354,8712,5642,1,86,51,35,85,50,35,-,-,-,-,-,-,-
3,O,81,815,特別支援学校,67,7096,2744,4352,7078,2739,4339,7,386,168,218,368,163,205,-,-,-,-,-,-,-,7,386,168,218,368,163,205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,386,168,218,368,163,205,-,-,-,-,-,-,-,60,6710,2576,4134,6710,2576,4134,-,-,-,-,-,-,-,60,6710,2576,4134,6710,2576,4134,58,6594,2528,4066,6594,2528,4066,2,116,48,68,116,48,68,-,-,-,-,-,-,-
3,O,81,816,高等教育機関,404,138535,83422,55113,128218,77085,51133,404,138535,83422,55113,128218,77085,51133,-,-,-,-,-,-,-,404,138535,83422,55113,128218,77085,51133,6,322,192,130,181,102,79,6,322,192,130,181,102,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,398,138213,83230,54983,128037,76983,51054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,817,専修学校，各種学校,667,27406,14563,12830,23269,12081,11175,647,26099,13962,12124,21968,11483,10472,31,292,141,151,219,96,123,616,25807,13821,11973,21749,11387,10349,90,2126,1044,1082,1852,904,948,90,2126,1044,1082,1852,904,948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,526,23681,12777,10891,19897,10483,9401,-,-,-,-,-,-,-,20,1307,601,706,1301,598,703,1,6,1,5,6,1,5,19,1301,600,701,1295,597,698,18,1290,597,693,1284,594,690,1,11,3,8,11,3,8,-,-,-,-,-,-,-
3,O,81,818,学校教育支援機関,11,993,522,471,929,467,462,11,993,522,471,929,467,462,-,-,-,-,-,-,-,11,993,522,471,929,467,462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,993,522,471,929,467,462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,O,82,000,その他の教育，学習支援業,16414,158752,77022,81724,126198,61854,64338,15837,144999,69409,75584,112996,54327,58663,6713,18822,6257,12565,9106,2840,6266,9054,125842,63021,62815,103641,51411,52224,8290,114386,57720,56660,94174,46916,47252,8198,114005,57485,56514,93916,46756,47154,26,103,55,48,51,23,28,63,273,179,94,205,137,68,3,5,1,4,2,-,2,764,11456,5301,6155,9467,4495,4972,70,335,131,204,249,76,173,577,13753,7613,6140,13202,7527,5675,49,4526,3336,1190,4522,3336,1186,528,9227,4277,4950,8680,4191,4489,22,2508,1888,620,2508,1888,620,504,6686,2373,4313,6139,2287,3852,2,33,16,17,33,16,17
3,O,82,820,管理，補助的経済活動を行う事業所,50,1542,776,766,1387,648,739,50,1542,776,766,1387,648,739,-,-,-,-,-,-,-,50,1542,776,766,1387,648,739,47,1534,771,763,1380,644,736,47,1534,771,763,1380,644,736,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,8,5,3,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,821,社会教育,961,16475,6054,10421,14732,5515,9217,498,9573,3589,5984,8349,3121,5228,14,36,14,22,12,4,8,476,9474,3554,5920,8283,3099,5184,247,4227,1504,2723,3819,1295,2524,246,4224,1503,2721,3817,1295,2522,1,3,1,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,5247,2050,3197,4464,1804,2660,8,63,21,42,54,18,36,463,6902,2465,4437,6383,2394,3989,21,1120,522,598,1119,522,597,442,5782,1943,3839,5264,1872,3392,10,249,91,158,249,91,158,431,5526,1848,3678,5008,1777,3231,1,7,4,3,7,4,3
