地域階層,地域コード,地域名,産業分類階層,大分類,中分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,企業等／単一事業所企業／企業数（企業）,企業等／単一事業所企業／事業所数（事業所）,企業等／単一事業所企業／企業従業者数（人）,企業等／単一事業所企業／売上（収入）金額（百万円）,企業等／複数事業所企業／企業数（企業）,企業等／複数事業所企業／事業所数（事業所）,企業等／複数事業所企業／企業従業者数（人）,企業等／複数事業所企業／売上（収入）金額（百万円）,個人／総数／企業数（企業）,個人／総数／事業所数（事業所）,個人／総数／企業従業者数（人）,個人／総数／売上（収入）金額（百万円）,個人／単一事業所企業／企業数（企業）,個人／単一事業所企業／事業所数（事業所）,個人／単一事業所企業／企業従業者数（人）,個人／単一事業所企業／売上（収入）金額（百万円）,個人／複数事業所企業／企業数（企業）,個人／複数事業所企業／事業所数（事業所）,個人／複数事業所企業／企業従業者数（人）,個人／複数事業所企業／売上（収入）金額（百万円）,会社企業／総数／企業数（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／総数／売上（収入）金額（百万円）,会社企業／単一事業所企業／企業数（企業）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／単一事業所企業／売上（収入）金額（百万円）,会社企業／複数事業所企業／企業数（企業）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／複数事業所企業／売上（収入）金額（百万円）,会社以外の法人／総数／企業数（企業）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／総数／売上（収入）金額（百万円）,会社以外の法人／単一事業所企業／企業数（企業）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／単一事業所企業／売上（収入）金額（百万円）,会社以外の法人／複数事業所企業／企業数（企業）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／売上（収入）金額（百万円）
4,13225,稲城市,1,Q,00,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,2,Q,86,郵便局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,2,Q,87,協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,1,R,00,サービス業（他に分類されないもの）,78,80,739,x,76,76,665,x,2,4,74,x,14,14,36,148,14,14,36,148,-,-,-,-,41,43,583,x,39,39,509,5186,2,4,74,x,23,23,120,x,23,23,120,x,-,-,-,-
4,13225,稲城市,2,R,88,廃棄物処理業,8,9,107,2409,7,7,96,x,1,2,11,x,1,1,1,x,1,1,1,x,-,-,-,-,7,8,106,x,6,6,95,x,1,2,11,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,2,R,89,自動車整備業,20,20,68,471,20,20,68,471,-,-,-,-,9,9,23,107,9,9,23,107,-,-,-,-,11,11,45,363,11,11,45,363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,2,R,90,機械等修理業（別掲を除く）,7,7,24,387,7,7,24,387,-,-,-,-,3,3,6,x,3,3,6,x,-,-,-,-,4,4,18,x,4,4,18,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,2,R,91,職業紹介・労働者派遣業,3,3,24,344,3,3,24,344,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,15,x,2,2,15,x,-,-,-,-,1,1,9,x,1,1,9,x,-,-,-,-
4,13225,稲城市,2,R,92,その他の事業サービス業,18,19,405,2888,17,17,342,x,1,2,63,x,1,1,6,x,1,1,6,x,-,-,-,-,17,18,399,x,16,16,336,x,1,2,63,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,稲城市,2,R,93,政治・経済・文化団体,6,6,59,x,6,6,59,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,59,x,6,6,59,x,-,-,-,-
4,13225,稲城市,2,R,94,宗教,16,16,52,63,16,16,52,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,16,52,63,16,16,52,63,-,-,-,-
4,13225,稲城市,2,R,95,その他のサービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,0,A-R,00,全産業（Ｓ公務を除く）,1288,1450,11461,154112,1220,1220,6803,x,68,230,4658,x,703,709,1910,x,697,697,1872,x,6,12,38,x,526,650,7578,131133,472,472,3882,57564,54,178,3696,73569,59,91,1973,x,51,51,1049,6202,8,40,924,x
4,13227,羽村市,0,A-B,00,農林漁業（Ａ～Ｂ）,1,1,33,x,1,1,33,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,33,x,1,1,33,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,A,00,農業，林業,1,1,33,x,1,1,33,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,33,x,1,1,33,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,A,01,農業,1,1,33,x,1,1,33,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,33,x,1,1,33,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1287,1449,11428,x,1219,1219,6770,71592,68,230,4658,x,703,709,1910,x,697,697,1872,x,6,12,38,x,525,649,7545,x,471,471,3849,x,54,178,3696,73569,59,91,1973,x,51,51,1049,6202,8,40,924,x
4,13227,羽村市,1,C,00,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,C,05,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,D,00,建設業,140,147,877,15579,136,136,778,12639,4,11,99,2939,48,48,92,559,48,48,92,559,-,-,-,-,92,99,785,15020,88,88,686,12081,4,11,99,2939,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,D,06,総合工事業,62,67,436,8929,59,59,370,x,3,8,66,x,18,18,33,202,18,18,33,202,-,-,-,-,44,49,403,8727,41,41,337,x,3,8,66,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,D,07,職別工事業（設備工事業を除く）,52,52,273,3060,52,52,273,3060,-,-,-,-,22,22,44,297,22,22,44,297,-,-,-,-,30,30,229,2763,30,30,229,2763,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,D,08,設備工事業,26,28,168,3590,25,25,135,x,1,3,33,x,8,8,15,60,8,8,15,60,-,-,-,-,18,20,153,3530,17,17,120,x,1,3,33,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,E,00,製造業,103,139,2823,65075,87,87,936,20040,16,52,1887,45034,16,16,37,131,16,16,37,131,-,-,-,-,87,123,2786,64943,71,71,899,19909,16,52,1887,45034,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,09,食料品製造業,1,1,4,x,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,x,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,10,飲料・たばこ・飼料製造業,1,1,2,x,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,11,繊維工業,3,3,4,14,3,3,4,14,-,-,-,-,3,3,4,14,3,3,4,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,12,木材・木製品製造業（家具を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,13,家具・装備品製造業,2,2,13,x,2,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,13,x,2,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,14,パルプ・紙・紙加工品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,15,印刷・同関連業,9,20,623,11885,8,8,54,x,1,12,569,x,2,2,4,x,2,2,4,x,-,-,-,-,7,18,619,x,6,6,50,x,1,12,569,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,16,化学工業,2,2,104,x,2,2,104,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,104,x,2,2,104,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,17,石油製品・石炭製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,18,プラスチック製品製造業（別掲を除く）,3,5,21,160,2,2,10,x,1,3,11,x,1,1,2,x,1,1,2,x,-,-,-,-,2,4,19,x,1,1,8,x,1,3,11,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,19,ゴム製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,20,なめし革・同製品・毛皮製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,21,窯業・土石製品製造業,1,7,352,x,-,-,-,-,1,7,352,x,-,-,-,-,-,-,-,-,-,-,-,-,1,7,352,x,-,-,-,-,1,7,352,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,22,鉄鋼業,3,7,338,23815,2,2,8,x,1,5,330,x,-,-,-,-,-,-,-,-,-,-,-,-,3,7,338,23815,2,2,8,x,1,5,330,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,23,非鉄金属製造業,2,2,52,x,2,2,52,x,-,-,-,-,1,1,7,x,1,1,7,x,-,-,-,-,1,1,45,x,1,1,45,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,24,金属製品製造業,15,17,83,690,13,13,69,x,2,4,14,x,3,3,8,46,3,3,8,46,-,-,-,-,12,14,75,645,10,10,61,x,2,4,14,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,25,はん用機械器具製造業,4,5,171,3409,3,3,31,x,1,2,140,x,-,-,-,-,-,-,-,-,-,-,-,-,4,5,171,3409,3,3,31,x,1,2,140,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,26,生産用機械器具製造業,15,20,202,2990,11,11,113,1574,4,9,89,1415,-,-,-,-,-,-,-,-,-,-,-,-,15,20,202,2990,11,11,113,1574,4,9,89,1415,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,27,業務用機械器具製造業,10,11,104,1533,9,9,54,x,1,2,50,x,2,2,4,x,2,2,4,x,-,-,-,-,8,9,100,x,7,7,50,x,1,2,50,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,28,電子部品・デバイス・電子回路製造業,6,6,66,805,6,6,66,805,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,66,805,6,6,66,805,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,29,電気機械器具製造業,7,7,161,2140,7,7,161,2140,-,-,-,-,2,2,5,x,2,2,5,x,-,-,-,-,5,5,156,x,5,5,156,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,30,情報通信機械器具製造業,2,3,16,x,1,1,6,x,1,2,10,x,-,-,-,-,-,-,-,-,-,-,-,-,2,3,16,x,1,1,6,x,1,2,10,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,31,輸送用機械器具製造業,11,13,337,4518,9,9,171,x,2,4,166,x,-,-,-,-,-,-,-,-,-,-,-,-,11,13,337,4518,9,9,171,x,2,4,166,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,E,32,その他の製造業,6,7,170,1474,5,5,14,x,1,2,156,x,2,2,3,x,2,2,3,x,-,-,-,-,4,5,167,x,3,3,11,71,1,2,156,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,F,00,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,F,33,電気業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,F,34,ガス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,F,35,熱供給業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,F,36,水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,G,00,情報通信業,12,12,194,1213,12,12,194,1213,-,-,-,-,2,2,6,x,2,2,6,x,-,-,-,-,10,10,188,x,10,10,188,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,37,通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,38,放送業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,39,情報サービス業,9,9,185,1173,9,9,185,1173,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,8,8,184,x,8,8,184,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,40,インターネット附随サービス業,1,1,5,x,1,1,5,x,-,-,-,-,1,1,5,x,1,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,G,41,映像・音声・文字情報制作業,2,2,4,x,2,2,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,x,2,2,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,H,00,運輸業，郵便業,16,28,321,4654,13,13,147,x,3,15,174,x,1,1,1,x,1,1,1,x,-,-,-,-,15,27,320,x,12,12,146,x,3,15,174,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,42,鉄道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,43,道路旅客運送業,2,2,52,x,2,2,52,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,52,x,2,2,52,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,44,道路貨物運送業,10,17,183,1595,8,8,48,x,2,9,135,x,1,1,1,x,1,1,1,x,-,-,-,-,9,16,182,x,7,7,47,x,2,9,135,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,45,水運業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,46,航空運輸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,47,倉庫業,1,1,34,x,1,1,34,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,34,x,1,1,34,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,48,運輸に附帯するサービス業,3,8,52,877,2,2,13,x,1,6,39,x,-,-,-,-,-,-,-,-,-,-,-,-,3,8,52,877,2,2,13,x,1,6,39,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,H,49,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,I,00,卸売業，小売業,211,245,1625,28909,194,194,938,13622,17,51,687,15287,97,101,336,2853,93,93,316,x,4,8,20,x,114,144,1289,26056,101,101,622,x,13,43,667,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,50,各種商品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,51,繊維・衣服等卸売業,2,2,13,x,2,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,13,x,2,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,52,飲食料品卸売業,9,9,24,223,9,9,24,223,-,-,-,-,5,5,13,154,5,5,13,154,-,-,-,-,4,4,11,69,4,4,11,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,53,建築材料，鉱物・金属材料等卸売業,15,15,84,3017,15,15,84,3017,-,-,-,-,2,2,11,x,2,2,11,x,-,-,-,-,13,13,73,x,13,13,73,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,54,機械器具卸売業,11,14,75,x,9,9,19,x,2,5,56,x,2,2,6,x,2,2,6,x,-,-,-,-,9,12,69,x,7,7,13,x,2,5,56,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,55,その他の卸売業,7,7,13,654,7,7,13,654,-,-,-,-,2,2,2,x,2,2,2,x,-,-,-,-,5,5,11,x,5,5,11,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,56,各種商品小売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,57,織物・衣服・身の回り品小売業,14,15,51,480,13,13,47,x,1,2,4,x,7,8,13,80,6,6,9,x,1,2,4,x,7,7,38,400,7,7,38,400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,58,飲食料品小売業,51,66,850,8776,47,47,372,3588,4,19,478,5188,29,30,179,1581,28,28,170,x,1,2,9,x,22,36,671,7195,19,19,202,x,3,17,469,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,59,機械器具小売業,40,45,180,3723,36,36,103,1350,4,9,77,2373,20,20,44,382,20,20,44,382,-,-,-,-,20,25,136,3341,16,16,59,968,4,9,77,2373,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,60,その他の小売業,56,66,312,4799,50,50,240,x,6,16,72,x,28,30,65,472,26,26,58,x,2,4,7,x,28,36,247,4327,24,24,182,x,4,12,65,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,I,61,無店舗小売業,6,6,23,174,6,6,23,174,-,-,-,-,2,2,3,x,2,2,3,x,-,-,-,-,4,4,20,x,4,4,20,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,J,00,金融業，保険業,8,8,33,x,8,8,33,x,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,7,7,32,x,7,7,32,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,62,銀行業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,63,協同組織金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,64,貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,65,金融商品取引業，商品先物取引業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,66,補助的金融業等,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,8,8,33,x,8,8,33,x,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,7,7,32,x,7,7,32,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,K,00,不動産業，物品賃貸業,99,105,351,5483,94,94,282,4629,5,11,69,854,21,21,34,336,21,21,34,336,-,-,-,-,78,84,317,5147,73,73,248,4293,5,11,69,854,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,K,68,不動産取引業,30,31,138,x,29,29,118,x,1,2,20,x,2,2,2,x,2,2,2,x,-,-,-,-,28,29,136,x,27,27,116,x,1,2,20,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,K,69,不動産賃貸業・管理業,68,72,194,2092,65,65,164,x,3,7,30,x,19,19,32,x,19,19,32,x,-,-,-,-,49,53,162,x,46,46,132,x,3,7,30,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,K,70,物品賃貸業,1,2,19,x,-,-,-,-,1,2,19,x,-,-,-,-,-,-,-,-,-,-,-,-,1,2,19,x,-,-,-,-,1,2,19,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,L,00,学術研究，専門・技術サービス業,57,59,255,x,55,55,246,x,2,4,9,x,38,38,112,x,38,38,112,x,-,-,-,-,18,20,138,x,16,16,129,961,2,4,9,x,1,1,5,x,1,1,5,x,-,-,-,-
4,13227,羽村市,2,L,71,学術・開発研究機関,1,1,1,x,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,L,72,専門サービス業（他に分類されないもの）,32,33,103,745,31,31,98,x,1,2,5,x,27,27,82,x,27,27,82,x,-,-,-,-,4,5,16,142,3,3,11,x,1,2,5,x,1,1,5,x,1,1,5,x,-,-,-,-
4,13227,羽村市,2,L,73,広告業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,L,74,技術サービス業（他に分類されないもの）,24,25,151,1060,23,23,147,x,1,2,4,x,11,11,30,x,11,11,30,x,-,-,-,-,13,14,121,x,12,12,117,x,1,2,4,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,1,M,00,宿泊業，飲食サービス業,269,285,1293,4500,264,264,1016,x,5,21,277,x,234,234,704,x,234,234,704,x,-,-,-,-,34,50,543,x,29,29,266,866,5,21,277,x,1,1,46,x,1,1,46,x,-,-,-,-
4,13227,羽村市,2,M,75,宿泊業,3,5,55,x,2,2,31,x,1,3,24,x,-,-,-,-,-,-,-,-,-,-,-,-,3,5,55,x,2,2,31,x,1,3,24,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,2,M,76,飲食店,259,273,1170,3610,255,255,917,x,4,18,253,x,231,231,699,1770,231,231,699,1770,-,-,-,-,28,42,471,1840,24,24,218,x,4,18,253,x,-,-,-,-,-,-,-,-,-,-,-,-
