"施設情報／No.","施設情報／事業所名","施設情報／法人名","施設情報／区市町村","施設情報／電話","施設情報／担当者名","施設情報／ホームページ","施設情報／Email","販売・受注可能な作業／製品・サービスの内容／内容","販売・受注可能な作業／分類","販売・受注可能な作業／提供可能総量／最小","販売・受注可能な作業／提供可能総量／最大","販売・受注可能な作業／納期","販売・受注可能な作業／販売・契約参考単価","販売・受注可能な作業／納品方法","受注実績／東京都","受注実績／官公庁(東京都以外)","受注実績／その他(民間企業等)","受注実績／（活用例等）"
"701","黎音","一般社団法人あんべるどかねる","町田市","042-860-7104","村田","","reon_info@uvd-cannelle.com","清涼飲料水の製造・充填","食品","100本","5000本","一か月","未定","自力での納品可","無","無","有","少数ロットでの生産が可能です。新商品の試作等にご活用ください。"
"702","黎音","一般社団法人あんべるどかねる","町田市","042-860-7104","村田","","reon_info@uvd-cannelle.com","封入・封緘","封入・封緘","100部","10000部","2週間","7円/部","自力での納品可","無","有","有","３～５日程度の短納期にも対応可能です。納期について是非ご相談ください。"
"703","黎音","一般社団法人あんべるどかねる","町田市","042-860-7104","村田","","reon_info@uvd-cannelle.com","ポスティング","封入・封緘","100部","5000部","一か月","7円/部","自力での納品可","無","無","有","３～５日程度の短納期にも対応可能です。納期について是非ご相談ください。"
"704","黎音","一般社団法人あんべるどかねる","町田市","042-860-7104","村田","","reon_info@uvd-cannelle.com","紙工品の組み立て","箱・袋詰め","100個","2000個","5日","未定","自力での納品可","無","無","有","３～５日程度の短納期にも対応可能です。納期について是非ご相談ください。"
"705","町田市大賀藕絲館","社会福祉法人まちだ育成会","町田市","042-797-1616","","https://machida-ikuseikai.net/service/ohgagushikan.html","gusikan-ikuseikai@smile.ocn.ne.jp","蓮繊維入り手漉き名刺","印刷","１セット","１０セット","４日間","1000円／１セット","自力での納品可","無","有","有","蓮の繊維と紅花を混ぜた手漉き紙です。紙漉きの状況により、納期が前後することがあります。"
"706","町田市大賀藕絲館","社会福祉法人まちだ育成会","町田市","042-797-1616","","https://machida-ikuseikai.net/service/ohgagushikan.html","gusikan-ikuseikai@smile.ocn.ne.jp","お菓子詰合せ","食品","要相談","要相談","14日間","1000～3000円/1セット","発注元による回収希望","無","無","無","当施設で作っている蓮の実ケーキ、クッキーの詰め合わせをご用意します。別途箱代、1箱200～250円（税別）がかかります。"
"707","町田市大賀藕絲館","社会福祉法人まちだ育成会","町田市","042-797-1616","","https://machida-ikuseikai.net/service/ohgagushikan.html","gusikan-ikuseikai@smile.ocn.ne.jp","まちだ名産品等販売","その他","要相談","要相談","7日間","1000～3000円/1セット","発注元による回収希望","無","有","無","町田市名産品をご用意します。名産品認定業者の都合により、ご用意できない場合もありますので、ご相談ください。"
"708","町田市美術工芸館","社会福祉法人まちだ育成会","町田市","042-793-2227","","https://machida-ikuseikai.net/service/kougeikan.html","kougaikan-ikuseukai@cup.ocn.ne.jp","キャンドル","その他","1","50","20日","200円～2000円","自力での納品可","無","","",""
"709","irutoco.","合同会社irutoco.","小金井市","042-316-1256","永末","http://irutoco.com","info@irutoco.com","紙袋折作業","その他","1００枚","応相談","30日間","２５円/枚～","自力での納品可","無","無","有","地元商工会のオリジナル紙袋の組立"
"710","irutoco.","合同会社irutoco.","小金井市","042-316-1256","永末","http://irutoco.com","info@irutoco.com","チラシ・DMの折作業","その他","1000枚","応相談","20日間応相談","2円～応相談","自力での納品可","無","無","有","近隣商店のチラシ折作業及び、不定期でポスティング作業を受注"
"711","irutoco.","合同会社irutoco.","小金井市","042-316-1256","永末","http://irutoco.com","info@irutoco.com","革製品・アクセサリー製作補助","生活用品","応相談","","応相談","応相談","発注元による回収希望","無","無","無",""
"712","小金井生活実習所","雲柱社","小金井市","042-381-2423","","https://fukushi.unchusha.com/kagawa/seikatsu/index.html","sj2@group-kagawa.com","ポチ袋","生活用品","3枚1セット","100セット","30日間","100円/セット","発注元による回収希望","無","無","無","お気持ちを渡すときに最適です。無地で3色1セットにしています。"
"713","小金井聖ヨハネワ－クセンタ－","社会福祉法人聖ヨハネ会","小金井市","042-315-2238","渡部","http://www.seiyohanekai.or.jp/","work_koganei@seiyohanekai.or.jp","受注作業","箱・袋詰め","100個","5000個","14日","10円/個","自力での納品可","無","有","有","紙袋、封筒作り等、様々な製品の制作を受注しております。"
"714","小金井聖ヨハネワ－クセンタ－","社会福祉法人聖ヨハネ会","小金井市","042-315-2238","渡部","http://www.seiyohanekai.or.jp/","work_koganei@seiyohanekai.or.jp","公園清掃","清掃","","週2回まで月8回まで","","4.2円/m2","","無","有","有","公園清掃、公園トイレ清掃も対応しております。"
"715","小金井聖ヨハネワ－クセンタ－","社会福祉法人聖ヨハネ会","小金井市","042-315-2238","渡部","http://www.seiyohanekai.or.jp/","work_koganei@seiyohanekai.or.jp","受注作業","封入・封緘","100枚","10000枚","14日","2円/枚","自力での納品可","無","有","有","封入、宛名貼り等の作業を受注しております。"
"716","木馬の会（ライブワークス）","特定非営利活動法人木馬の会","小金井市","042-316-5438","","http://npo-mokuba.org/","otoiawase@npo-mokuba.org","製菓の製造","食品","１個","３００個","１週間","180～220円/1個","自力での納品可","","","有","店舗への納品・販売の他、お祭り・イベント等への出張販売、謝恩会や結婚式の引き菓子にもご利用いただいております。"
"717","木馬の会（ライブワークス）","特定非営利活動法人木馬の会","小金井市","042-316-5438","","http://npo-mokuba.org/","otoiawase@npo-mokuba.org","あめの袋詰め・食品用容器の組み立て等","箱・袋詰め","100","500","１週間","4円/1袋・1個","自力での納品可","","","有","袋詰め：ライトによる異物混入チェックの後、シーラーにて密封作業を実施。食品用容器組み立て（青汁用シェイカー等）：食品用のため、白衣・帽子着用等衛生面に気を配り、異物が混入しないよう最後にシーラーにて密封作業をします。視定数を袋詰め組み立てし企業へ納品。"
"718","木馬の会（ライブワークス）","特定非営利活動法人木馬の会","小金井市","042-316-5438","","http://npo-mokuba.org/","otoiawase@npo-mokuba.org","公園清掃","清掃","50m2","800m2","1回/月","5円/10m2","自力での納品可","","有","","小金井市より受託、砂場のない公園で落ち葉や異物（タバコや動物のフン等）に気を配り清掃しています。清掃前後に写真を撮り報告しています。"
"719","木馬の会（ライブワークス）","特定非営利活動法人木馬の会","小金井市","042-316-5438","","http://npo-mokuba.org/","otoiawase@npo-mokuba.org","シュレッダー","その他","1箱","2箱","2週間","1400円/1箱","自力での納品可","","","有","ファイルのばらし、分別、ホチキス外し等の後、シュレッダー作業をしています。一箱は3辺合計90cm程の量です。"
"720","スペース楽・2","特定非営利活動法人らく福祉会","小金井市","042-388-7887","","https://rakufukushikai8.wixsite.com/koganeishi","1997raku.2@jcom.zaq.ne.jp","丸形鍋敷き","生活用品","1枚","200枚","在庫品の為即納品可","500円/枚","発注元による回収希望","無","無","無","パッチワーク風の鍋敷き、柄はすべて異なります。花瓶敷や飾りにも、プレゼントにお使いいただけます。"
"721","スペース楽・2","特定非営利活動法人らく福祉会","小金井市","042-388-7887","","https://rakufukushikai8.wixsite.com/koganeishi","1997raku.2@jcom.zaq.ne.jp","ミニバック","生活用品","1枚","３００枚","在庫品の為即納品可","200円/枚","発注元による回収希望","無","無","無","10cm角のもち手つきバックです。小物、壁にかけてカードや葉書を入れたり、小さなプレゼントの入れ物としてもお使いいただけます。"
"722","サングリーン","社会福祉法人ときわ会","小平市","042-345-1585","高見澤","http://www.asayake.or.jp/","asayake3@asayake.or.jp","米ぬか石鹸の製造","生活用品","80","1120","2週間","250","自力での納品可","無","無","有","自然にやさしく、肌にも優しい石鹸です。お手軽、時短が求められる世の中ですが、大切な人の肌を守ってみませんか？"
"723","サングリーン","社会福祉法人ときわ会","小平市","042-345-1585","高見澤","http://www.asayake.or.jp/","asayake3@asayake.or.jp","ふきんの製造","生活用品","50","800","2週間","230","自力での納品可","無","無","有","お世話になったあの人へのご挨拶などに、ぜひお利用ください。"
"724","サングリーン","社会福祉法人ときわ会","小平市","042-345-1585","高見澤","http://www.asayake.or.jp/","asayake3@asayake.or.jp","スポンジの製造","生活用品","150","750","1週間","180","自力での納品可","無","無","有","丈夫で長持ち。まずは食器洗い、お風呂場、玄関掃除にも、使えばわかる。"
"725","バウム","社会福祉法人未来","小平市","042-313-2798","大野","http://mirai.no.coocan.jp","baum.mirai@nifty.com","封入・封緘","封入・封緘","1000","5000","３～４日程度","未定","自力での納品可","無","無","有","丁合機、折り機あり。封入点数によっては5000部以上も可能。納期、総量は応相談。"
"726","バウム","社会福祉法人未来","小平市","042-313-2798","大野","http://mirai.no.coocan.jp","baum.mirai@nifty.com","清掃","清掃","","","年間","未定","","無","有","有","屋外清掃（公園・駐車場等）、屋内清掃（ビル・マンション・アパート等）、除草"
"727","バウム","社会福祉法人未来","小平市","042-313-2798","大野","http://mirai.no.coocan.jp","baum.mirai@nifty.com","箱・袋詰め","箱・袋詰め","1000","","5日間程度","未定","自力での納品可","無","無","有","箱組み立て、菓子の袋詰め、箸の袋入れ・箱詰め等納期、総量は応相談。"
"728","バウム","社会福祉法人未来","小平市","042-313-2798","大野","http://mirai.no.coocan.jp","baum.mirai@nifty.com","その他","その他","1000","","5日間程度","未定","自力での納品可","無","無","有","メール便仕分け、ポスティング。納期、総量は応相談。"
"729","みくま","社会福祉法人未来","小平市","042-312-3739","前川","http://mirai.no.coocan.jp","mikuma-mirai@nifty.com","印刷","印刷","10","500","5","40円／枚","発注元による回収希望","無","無","有","デザイン、納期ともにご希望をおうかがいします。ぜひご相談ください"
"730","みくま","社会福祉法人未来","小平市","042-312-3739","前川","http://mirai.no.coocan.jp","mikuma-mirai@nifty.com","食品","食品","1","230","1","450円／個","自力での納品可","無","有","有","日替わり弁当のほか金額に応じて特別注文も承っております。ぜひご相談ください"
"731","小平第二みどり作業所","社会福祉法人未来","小平市","042-313-4461","本橋","http://mirai.no.coocan.jp/","dai2midori-verde@nifty.com","クッキー","食品","250袋","1250袋","5日間","150円～/袋","自力での納品可","無","無","有","イベント来客用の手土産、お中元やお歳暮、イベント出張販売も対応可能です。お気軽にご相談ください。"
"732","小平第二みどり作業所","社会福祉法人未来","小平市","042-313-4461","本橋","http://mirai.no.coocan.jp/","dai2midori-verde@nifty.com","パン","食品","250個","1250個","5日間","100円～/個","自力での納品可","無","無","有","高校等の昼食用、保育園等の給食、防災訓練等の非常食、イベント出張販売も対応可能です。お気軽にご相談ください。"
"733","小平第二みどり作業所","社会福祉法人未来","小平市","042-313-4461","本橋","http://mirai.no.coocan.jp/","dai2midori-verde@nifty.com","公園清掃","清掃","50m2","3000m2","1年間","1013円/ｈ","","無","有","有","芝刈機やブロワ―などの機械を使用して園内の美化に努めています。"
"734","小平第二みどり作業所","社会福祉法人未来","小平市","042-313-4461","本橋","http://mirai.no.coocan.jp/","dai2midori-verde@nifty.com","施設清掃","清掃","50m2","3000m2","1年間","1013円/ｈ","","無","無","有","フロア、トイレ、階段、駐車場等の清掃対応可能です。"
"735","小平市立あおぞら福祉センター","社会福祉法人小平市社会福祉協議会","小平市","042-326-4980","","http://www.syakaifukushi.kodaira.tokyo.jp/","aozora-fukushicenter@poppy.ocn.ne.jp","ちぎり絵カレンダー","生活用品","1","20","1ヶ月（10月以降）","300","発注元による回収希望","無","無","無",""
"736","小平市立あおぞら福祉センター","社会福祉法人小平市社会福祉協議会","小平市","042-326-4980","","http://www.syakaifukushi.kodaira.tokyo.jp/","aozora-fukushicenter@poppy.ocn.ne.jp","牛乳パックリサイクルハガキ","生活用品","1","20","2ヶ月","100","発注元による回収希望","無","無","無",""
"737","あおいとり日野","社会福祉法人日野青い鳥福祉会","日野市","042-584-2560","宮本","http://www.aoitori-hino.com","aoitorihino2drive.ocn.ne.jp","パン","食品","10","20","20日間","70円～","発注元による回収希望","無","有","有","国産小麦・国産バターなど良質な素材で丁寧に焼き上げたパンです。季節や曜日限定のメニューもありますのでお気軽にお問い合わせください。"
"738","あおいとり日野","社会福祉法人日野青い鳥福祉会","日野市","042-584-2560","宮本","http://www.aoitori-hino.com","aoitorihino2drive.ocn.ne.jp","焼き菓子","食品","10","20","20日間","100円～","自力での納品可","無","有","有","クッキー、アーモンドサブレ、ラスク、パウンドケーキなどいろいろ取り揃えております。ギフトの対応も致しますのでご相談ください。"
"739","くつろぎ","社会福祉法人日野市民たんぽぽの会","日野市","042-587-4868","青柳","http://www.hinoshi-tanpopo.jp/","kuturogi@hinoshi-tanpopo.jp","アメリカンたわし","生活用品","1","50","1か月","大210円/1個小120円/1個","自力での納品可","無","無","有",""
"740","光の家栄光園","東京光の家","日野市","042-581-2340","山本","http://www.hikarinoie.org/","eikoh@hikarinoie.org","名刺の点字印刷","印刷","1000枚(10箱)","10000枚(100箱)","7日間","10００円／１００枚(10箱)","自力での納品可","無","有","有","点字：15マス×4行エンボス式お持ちの名刺に点字をお入れいたします。国分寺市、名刺印刷会社"
"741","光の家栄光園","東京光の家","日野市","042-581-2340","山本","http://www.hikarinoie.org/","eikoh@hikarinoie.org","資料等の点訳・点字印刷","データ入力","Ａ４活字データ１枚","Ａ４活字データ30枚","２０日間","点訳データ２１００円／枚","自力での納品可","無","有","有","日野市、昭島市、"
"742","光の家栄光園","東京光の家","日野市","042-581-2340","山本","http://www.hikarinoie.org/","eikoh@hikarinoie.org","メモ帳、ノート等の製作","事務用品","10冊","1000冊","20日間","100円～700円","自力での納品可","有","無","有","社名や団体名を入れられます。ノベルティに対応。行事景品や記念品にも適しています。"
"743","光の家栄光園","東京光の家","日野市","042-581-2340","山本","http://www.hikarinoie.org/","eikoh@hikarinoie.org","封筒の印刷","印刷","100枚","10000枚","20日間","サイズによる","自力での納品可","有","有","有","各種サイズに対応。神の種類や納期について、ご相談ください。"
"744","光の家栄光園","東京光の家","日野市","042-581-2340","山本","http://www.hikarinoie.org/","eikoh@hikarinoie.org","箱の組み立てダイレクトメール","箱・袋詰め","100個1000通","5000個10000通","14日間","未定","発注元による回収希望","無","無","有","お菓子箱組み立てダイレクトメール・景品袋詰め"
"745","コロニー東村山","東京コロニー","東村山市","042-394-1111","坂本崇","https://colony.gr.jp","sakamoto@tocolo.or.jp","印刷全般","印刷","特に無し","Ａ４24頁7万部","校正含め1カ月","17円/1部","自力での納品可","有","有","有",""
"746","コロニー東村山","東京コロニー","東村山市","042-394-1111","坂本崇","https://colony.gr.jp","sakamoto@tocolo.or.jp","ホームページの作成","その他","特に無し","一式","ＨＰ作成校正含め3カ月","100万","自力での納品可","有","有","有",""
"747","コロニー東村山","東京コロニー","東村山市","042-394-1111","坂本崇","https://colony.gr.jp","sakamoto@tocolo.or.jp","封入・封緘","封入・封緘","特に無し","8000セット","2日間","5円/1セット","自力での納品可","有","有","有",""
"748","平成の里","社会福祉法人東村山けやき会","東村山市","042-397-5966","浅川","http://www.hmkk.or.jp/","heiseinosato@hmkk.or.jp","DM発送","封入・封緘","","50000","7日間","","自力での納品可","無","有","有","丁合機、折り機、封緘機、計数機あります。単価、納期等ご相談下さい。"
"749","平成の里","社会福祉法人東村山けやき会","東村山市","042-397-5966","浅川","http://www.hmkk.or.jp/","heiseinosato@hmkk.or.jp","簡易作業","箱・袋詰め","","","7日間","","自力での納品可","無","無","有","数量、単価、納期等ご相談下さい。"
"750","みどりの森","社会福祉法人山場都会","東村山市","042-395-3210","田中英史","","midorinomori@wing.ocn.ne.jp","公園清掃","清掃","50m2","6000m2","半日","７５００円／回","自力での納品可","有","有","有","公園以外のトイレ（マンション等）施設清掃もお受けします。"
"751","みどりの森","社会福祉法人山場都会","東村山市","042-395-3210","田中英史","","midorinomori@wing.ocn.ne.jp","焼き菓子","食品","10","150","１週間","１５０円／袋","自力での納品可","無","有","有","マフィン、クッキー、フィナンシェ、豆乳プリン、酒粕チーズケーキ、カリカリキャラメルなど、ちょっとしたお遣い物にご利用ください。"
"752","みどりの森","社会福祉法人山場都会","東村山市","042-395-3210","田中英史","","midorinomori@wing.ocn.ne.jp","箱折り","その他","100","5000","１週間","６円","発注元による回収希望","無","無","有","ケーキやクッキーの箱折りなど、さまざまな組み立てを行っています。"
"753","みどりの森","社会福祉法人山場都会","東村山市","042-395-3210","田中英史","","midorinomori@wing.ocn.ne.jp","封緘・宛名貼り","封入・封緘","100","10000","１週間","封入点数により変動","発注元による回収希望","無","無","有","大きさ、点数など、さまざまな封入を行っています。"
"754","オハナ農園","認定特定非営利活動法人Ohana","国分寺市","042-207-7687","白瀬美弘","http://www.npo-ohanaa.com","npoohana@jcom.home.ne.jp","育苗・花壇管理受注","その他","1か所","3か所","１ケ月","２５m2１回５０００円～季節による","自力での納品可","有","有","有","市体育館花壇管理（指定管理）"
"755","オハナ農園","認定特定非営利活動法人Ohana","国分寺市","042-207-7687","白瀬美弘","http://www.npo-ohanaa.com","npoohana@jcom.home.ne.jp","下草販売","その他","100鉢","500鉢","１ケ月","１鉢８０円～１００円","発注元による回収希望","無","無","有","市内の造園会社"
"756","オハナ農園","認定特定非営利活動法人Ohana","国分寺市","042-207-7687","白瀬美弘","http://www.npo-ohanaa.com","npoohana@jcom.home.ne.jp","清掃受注","清掃","1か所","5か所","1週間","１m2１００円","自力での納品可","無","有","有","マンションの植栽管理及び除草"
"757","オハナ農園","認定特定非営利活動法人Ohana","国分寺市","042-207-7687","白瀬美弘","http://www.npo-ohanaa.com","npoohana@jcom.home.ne.jp","パウンドケーキ販売","食品","10個","100個","２週間","２００円","自力での納品可","無","無","有","イベントでの特注"
"758","さつき共同作業所","社会福祉法人はらからの家福祉会","国分寺市","042-326-3775","","http://harakaranoie.com","harakara.satsuki@gmail.com","ハンドメイド製品（陶芸、革細工）","生活用品","1","100","30日","100~1000","自力での納品可","有","有","有","陶芸：食器やディスプレイ用です。個性的な商品も多数ご用意しています。革細工：コースター、しおり、コードホルダー"
"759","さつき共同作業所","社会福祉法人はらからの家福祉会","国分寺市","042-326-3775","","http://harakaranoie.com","harakara.satsuki@gmail.com","ダイレクトメール封入封緘","封入・封緘","応相談","応相談","応相談","応相談","自力での納品可","無","無","有","市内の障害者ネットワークと共同受注も可能です。"
"760","さつき共同作業所","社会福祉法人はらからの家福祉会","国分寺市","042-326-3775","","http://harakaranoie.com","harakara.satsuki@gmail.com","公園、駐車場清掃","清掃","応相談","応相談","応相談","応相談","","無","有","有","落ち葉掃き、雑草抜きを丁寧に行っております。"
"761","地域活動支援センターほんだ・こだま","特定非営利活動法人国障連喫茶","国分寺市","042-326-2246","渡辺由利子","","npokissa-tbz.t-com.ne.jp","喫茶店事業","食品","","","","","","","","","市立本多公民館、市ひかりプラザ内１階で喫茶店を運営しているので、建物内の部屋にお弁当（日替わり定食）等の飲食物を配達も行っている。"
"762","国分寺市地域活動支援センター虹","社会福祉法人けやきの杜","国分寺市","042-324-7475","","http://www.keyakinomori.or.jp/","niji@keyakinomori.or.jp","書類・雑貨の封入","その他","","3000セット","7日間","1～４円/セット","発注元による回収希望","無","無","有","宅配寿司の箸セットの作成・書類等の封入等"
"763","国分寺市地域活動支援センター虹","社会福祉法人けやきの杜","国分寺市","042-324-7475","","http://www.keyakinomori.or.jp/","niji@keyakinomori.or.jp","クリーニング取次","その他","","","翌日～14日間","Yシャツ132円～396円","発注元による回収希望","無","有","有","衣類のｸﾘｰﾆﾝｸﾞ"
"764","希望園","社会福祉法人けやきの杜","国分寺市","042-321-2200","","https://www.keyakinomori.or.jp/","nozomienjimu@keyakinomori.or.jp","清掃","清掃","","","1年間","","","無","有","有","掃き掃除、モップ掛け、トイレ清掃など基本的な清掃を行います。"
"765","希望園","社会福祉法人けやきの杜","国分寺市","042-321-2200","","https://www.keyakinomori.or.jp/","nozomienjimu@keyakinomori.or.jp","ポスティング","封入・封緘","","","","","","無","有","有",""
"766","ともにードリーム","特定非営利活動法人東京自立支援センター","国立市","042-843-0145","伊東","http://www.tokyo-tomony.org/","ito@tokyo-tomony.org","名刺（点字）・パンフレット・封筒印刷・","印刷","100枚/1日","1200枚/1日","4日","4円/1枚","自力での納品可","","有","有","納期等ご相談ください。"
"767","ともにードリーム","特定非営利活動法人東京自立支援センター","国立市","042-843-0145","伊東","http://www.tokyo-tomony.org/","ito@tokyo-tomony.org","横断幕・ステッカーポスター印刷","印刷","1枚/1日","10枚/1日","4日","10000円/1枚","自力での納品可","","無","","種類によって単価が変わるのでご相談ください。Tシャツ等やマグカップも可能です。"
"768","ともにードリーム","特定非営利活動法人東京自立支援センター","国立市","042-843-0145","伊東","http://www.tokyo-tomony.org/","ito@tokyo-tomony.org","乾燥野菜・粉末加工","食品","100g/1日（乾燥したもの）","1kg/1日（乾燥したもの）","2日","7円/1ｇ","自力での納品可","","","有","種類によって単価が変わるのでご相談ください。粉末にしたものを調味料に加工するところまでできます。"
"769","ともにードリーム","特定非営利活動法人東京自立支援センター","国立市","042-843-0145","伊東","http://www.tokyo-tomony.org/","ito@tokyo-tomony.org","援農","その他","1畑/１日","2畑/１日","1日","12000円/1日","自力での納品可","","","有","草むしりや収穫などその時に必要な作業のお手伝いをします。作業内容ご相談ください。"
"770","わーくあっぷ","株式会社友心","福生市","042-513-7132","久保","http://workupk2.com","info@workupk2.com","オリジナルTシャツ","その他","30枚","1000枚","14営業日","未定","自力での納品可","無","有","有","地域イベントなど。"
"771","ワークひなた","一般社団法人陽向会","狛江市","03-5761-8408","青木","http://www.hinatakai.biz","qqpb3bf9k@leaf.ocn.ne.jp","クッキー製作","食品","1袋","100袋","7日間","200円/袋","自力での納品可","無","有","有","クリスマスや敬老会、誕生日会などのイベントでまとめて購入できます。"
"772","ワークひなた","一般社団法人陽向会","狛江市","03-5761-8408","青木","http://www.hinatakai.biz","qqpb3bf9k@leaf.ocn.ne.jp","DMのチラシ封入","封入・封緘","100部","20000部","2日～10日間","3円/部","自力での納品可","無","無","有","Canon等の実績あり。（12000部）少ない量でも対応いたします。"
"773","ワークひなた","一般社団法人陽向会","狛江市","03-5761-8408","青木","http://www.hinatakai.biz","qqpb3bf9k@leaf.ocn.ne.jp","宛名シール貼り","封入・封緘","100枚","60000枚","2日～14日間","2円/マイ","自力での納品可","無","有","無","品川区の健康保険に関するハガキの宛名シールの実績あり。少ない量でも対応いたします。"
"774","就労支援事業所メイ","特定非営利活動法人ＮＰＯ狛江さつき会","狛江市","03-3480-8187","?橋","http://www.satsukikai.org","may@satsukikai.org","パウンドケーキ","食品","1","190","2週間","120円/個","自力での納品可","有","有","有","イベント、市の職員向け販売、お歳暮などに活用してもらっています。ふるさと納税にも提供しています。"
"775","就労支援事業所メイ","特定非営利活動法人ＮＰＯ狛江さつき会","狛江市","03-3480-8187","?橋","http://www.satsukikai.org","may@satsukikai.org","カレーライス","食品","1","60","1週間","500円/個","自力での納品可","無","有","有","市職員向け販売、企業の昼食に配達をしています。"
"776","就労支援事業所メイ","特定非営利活動法人ＮＰＯ狛江さつき会","狛江市","03-3480-8187","?橋","http://www.satsukikai.org","may@satsukikai.org","施設清掃","清掃","60m2","","１年間","７００円/時","自力での納品可","無","有","有","施設の清掃、トイレ清掃を中心に行っています。"
"777","ワークひなた","一般社団法人陽向会","狛江市","03-5761-8408","青木","http://www.hinatakai.biz","qqpb3bf9k@leaf.ocn.ne.jp","クッキー製作","食品","1袋","100袋","７日間","200円/袋","自力での納品可","無","有","有","クリスマスや敬老会、誕生日会などのイベントでまとめて購入できます。"
"778","ワークひなた","一般社団法人陽向会","狛江市","03-5761-8408","青木","http://www.hinatakai.biz","qqpb3bf9k@leaf.ocn.ne.jp","ＤＭのチラシ封入","封入・封緘","100部","20000部","2日～10日間","3円/部","自力での納品可","無","無","有","Ｃａｎｏｎ等の実績あり。（12000部）少ない量でも対応いたします。"
"779","ワークひなた","一般社団法人陽向会","狛江市","03-5761-8408","青木","http://www.hinatakai.biz","qqpb3bf9k@leaf.ocn.ne.jp","宛名シール貼り","封入・封緘","100枚","60000枚","2日～14日間","2円/マイ","自力での納品可","無","有","無","品川区の健康保険に関するハガキの宛名シールの実績あり。少ない量でも対応いたします。"
"780","第一みんなの家","社会福祉法人みんなの会","東大和市","042-564-1900","佐藤","http://minnanokai.jp/","daiichiminnanoie@taupe","有料ごみ袋減免対象者への配布","その他","","","","57000","自力での納品可","","有","",""
"781","第一みんなの家","社会福祉法人みんなの会","東大和市","042-564-1900","佐藤","http://minnanokai.jp/","daiichiminnanoie@taupe","ヘルプカードの折り、封入","封入・封緘","","8800","","19000","自力での納品可","","無","",""
"782","第二みんなの家","社会福祉法人みんなの会","東大和市","042-567-0267","森田","http://minnanokai.jp/","dainiminnanoie@kjb.biglobe.ne.jp","家庭廃棄物指定収集袋交付業務委託","その他","","","期間1か月","1件90円","","","有","","減免ごみ袋を対象の市民に事業所や公共の施設で交付し、その手数料を市からいただく"
"783","第二みんなの家","社会福祉法人みんなの会","東大和市","042-567-0267","森田","http://minnanokai.jp/","dainiminnanoie@kjb.biglobe.ne.jp","ヘルプカードの折り","封入・封緘","300枚","1000枚","5日間","6・5円/枚","自力での納品可","","有","","A4のヘルプカードを三つ折りし、チラシを1枚はさみ込む作業、間違えのないよう、丁寧に行います"
"784","Smile Arche","ＮＰＯ法人高齢者在宅介護支援センター","清瀬市","042-497-1735","仙石","http://www.smile-arche.com/","smile_arche@yahoo.co.jp","竹細工商品製作","生活用品","3","15","2ヶ月","未定","自力での納品可","無","無","無","自然素材の竹を使用し、生活の中で役にたったり、ホっとしたりできる様な日用品（間接照明・アクセサリー・高齢者とお子様用の機能訓練を考慮した、組み立てキット商品）等を製作し、店舗、ネット、他施設イベント時に販売を行なっています。"
"785","Smile Arche","ＮＰＯ法人高齢者在宅介護支援センター","清瀬市","042-497-1735","仙石","http://www.smile-arche.com/","smile_arche@yahoo.co.jp","ハンドメイドアクセサリー手芸用品","生活用品","5","20","2週間","未定","自力での納品可","無","無","無","地域の方達からご提供（使用しなくなった）いただいた布・小物雑貨等を再利用し、洋服、バッグ、アクセサリー、玩具等にリメイクし、当事業所以外の販売法として、各施設（ＪＡみらい・高齢者施設・就労支援センターなど）への設置も行なわせていただいています。"
"786","Smile Arche","ＮＰＯ法人高齢者在宅介護支援センター","清瀬市","042-497-1735","仙石","http://www.smile-arche.com/","smile_arche@yahoo.co.jp","パン製作","食品","10","40","1日","未定","自力での納品可","無","無","有","手作りパンを冷凍しておき、移動販売（高齢者施設、就労支援施設、行政機関、医療機関）と、各関係者機関のイベント・お祭りの際に販売しています。"
"787","Smile Arche","ＮＰＯ法人高齢者在宅介護支援センター","清瀬市","042-497-1735","仙石","http://www.smile-arche.com/","smile_arche@yahoo.co.jp","電球","箱・袋詰め","900","2000","1週間","5.00/個","自力での納品可","無","無","有","企業様より、家電店販売用の電球袋詰めとタグのホチキス止めを受託されています。約1週間毎の納品を行なっています。"
"788","清瀬どんぐりの家","社会福祉法人椎の木会","清瀬市","042-493-0210","木村","http://www.donguri-k.com","workshop-donguri@pure.ocn.ne.jp","お弁当","食品","","100食","当日","500円","自力での納品可","無","有","有","市内でしたら月～土で1食からお昼のお弁当を配達します。"
"789","清瀬どんぐりの家","社会福祉法人椎の木会","清瀬市","042-493-0210","木村","http://www.donguri-k.com","workshop-donguri@pure.ocn.ne.jp","紙袋の製作","その他","","1000枚","一週間","4円/枚","自力での納品可","無","無","有","納期等、ご相談下さい"
"790","清瀬どんぐりの家","社会福祉法人椎の木会","清瀬市","042-493-0210","木村","http://www.donguri-k.com","workshop-donguri@pure.ocn.ne.jp","屋内清掃","清掃","","4階建","","13000円/月","自力での納品可","無","無","有","アパート、マンションの屋内外の清掃を致します。(清瀬、東久留米市内)"
"791","ベーカリーショップどんぐり","社会福祉私法人椎の木会","清瀬市","042-492-8009","熊谷","http://donguri-k.com/group/b-donguri.html","donguri-msrkuma@ymail.plala.or.jp","菓子パン","食品","200","2000","１０ｄａｙ","130~250","自力での納品可","","","有","祭事"
