"施策の体系","少子化打破","実P","重点的取組","数値目標","計画番号","事業名","所管局","事業概要","平成22年度実績","平成23年度実績","平成24年度実績","平成25年度実績","平成26年度実績"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（1）子供を犯罪等の被害から守るための活動の推進／(2)子供を取り巻く環境対策","","","","","196","薬物乱用防止対策の強化","福祉保健局","○平成18年の改正薬事法に基づき、国と連携して大臣指定薬物の市場からの排除に努める。／○流通、使用実態調査により未規制薬物を早期に発見し、法や条例に基づき迅速な対応を図る。／○植物系ドラッグについても鑑別手法等の先駆的研究を推進し規制強化を図る。","都で発見した未規制薬物について、薬事法規制に向けた検討のための情報提供を国に対し行った。（7物質）／また、医療機関の協力を得て、患者の尿などの分析から乱用されている未規制薬物の情報を収集し、調査研究に活用した。／・試買調査120品目（指定薬物検出3品目）","都で発見した未規制薬物について、薬事法規制に向けた検討のための情報提供を国に対して行った。（6物質）／・試買調査110品目（指定薬物検出22品目）","都で発見又は海外で流行していた未規制薬物について、国に先駆けて都知事指定薬物として指定するとともに、薬事法規制に向けた検討のための情報提供を国に対し行った。（１３物質）／・試買調査：１１０品目（指定薬物検出：21品目）","都で発見又は海外で流行していた未規制薬物について、国に先駆けて都知事指定薬物として指定するとともに、薬事法規制に向けた検討のための情報提供を国に対し行った。（１３物質）／・試買調査：１１０品目（指定薬物検出：16品目）","都で発見又は海外で流行していた未規制薬物について、国に先駆けて都知事指定薬物として指定するとともに、医薬品医療機器等法規制に向けた検討のための情報提供を国に対し行った。／（３６物質）／・試買調査等危険ドラッグ検査件数：２５6品目（麻薬・指定薬物検出：３２品目）"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","197","チャイルドシートなどの正しい着用についての普及啓発","警視庁","子供の安全を確保するために、以下のことに取り組む。／（警視庁）／○子供と保護者が一緒に学ぶことができる参加・体験・実践型の交通安全教室を開催する。／○新聞、テレビ、ラジオ、インターネット、広報車等、各種広報媒体を活用してチャイルドシートの着用意識を高め、正しい着用の徹底を図る。（警視庁、青少年・治安対策本部）／○チャイルドシート着用講習会を実施するとともに、区市町村、官公署、学校、団体等を対象とするシートベルト体験車の運用を行い、チャイルドシートの着用推進を図る。","継続実施","継続実施","継続実施","継続実施","継続実施"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","197","チャイルドシートなどの正しい着用についての普及啓発","青少年・治安対策本部","子供の安全を確保するために、以下のことに取り組む。／（警視庁）／○子供と保護者が一緒に学ぶことができる参加・体験・実践型の交通安全教室を開催する。／○新聞、テレビ、ラジオ、インターネット、広報車等、各種広報媒体を活用してチャイルドシートの着用意識を高め、正しい着用の徹底を図る。（警視庁、青少年・治安対策本部）／○チャイルドシート着用講習会を実施するとともに、区市町村、官公署、学校、団体等を対象とするシートベルト体験車の運用を行い、チャイルドシートの着用推進を図る。","シートベルト体験車の運用／事業実績運用回数91回体験者数9,974人","シートベルト体験車の運用／事業実績運用回数100回体験者数11,270人","シートベルト体験車の運用／事業実績運用回数110回利用者数12,101人","シートベルト体験車の運用／事業実績運用回数67回利用者数6,911人","一定の効果が得られたとして平成25年度で事業終了。／（今後は交通安全運動等、交通安全に係る普及啓発全般の中で、チャイルドシートの着用についても啓発していく。）"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","☆","","","","198","幼児2人同乗自転車の導入促進（普及啓発）","青少年・治安対策本部","区市町村や関係機関と連携し、幼児2人同乗用自転車のルール・マナーの啓発を行う。","○啓発用リーフレット作成・配布／リーフレット作成・配布3,429か所、54万部／○子育て世代向け雑誌掲載／１誌掲載／○親子自転車安全教室／10回開催／参加者親子327組、683人","○啓発用リーフレット作成・配布／リーフレット作成・配布3,287か所、54万部／○幼児2人同乗用自転車安全教室／8回開催／参加者406人（保護者234人、幼児172人）","○啓発用リーフレットの作成・配布／都内全ての保育園・幼稚園3,446箇所、53.5万部／○幼児２人同乗用自転車安全教室／9回開催／参加者225人","※平成24年度で事業終了／（今後は、自転車安全利用普及啓発の一環として、保護者向けリーフレットの中で、児童への乗車用ヘルメットの着用促進や自転車の交通ルール・マナー等の啓発と併せ、幼児2人同乗用自転車についても普及していく。）","※平成24年度で事業終了"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","199","幹線道路ネットワークの整備","建設局","渋滞のない効率的で利便性の高い都市の実現は、すべての人の安全かつ快適な移動を可能とする。このため、都市計画道路を中心とした広域的な道路ネットワークの充実によって、交通環境の向上を図る。","都内の都市計画道路の整備状況／完成率：60.3％（区部62.2％、多摩部58.0％）／（平成23年3月31日現在都市整備局作成）","都内の都市計画道路の整備状況／完成率：60.5％（区部62.4％、多摩部58.2％）／（平成24年3月31日現在都市整備局作成）","都内の都市計画道路の整備状況／完成率：61.7％（区部63.8％、多摩部58.9％）／（平成25年3月31日現在都市整備局作成）","都内の都市計画道路の整備状況／完成率：62.2％（区部64.2％、多摩部59.5％）／（平成26年3月31日現在　都市整備局作成）","継続して整備中"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","200","連続立体交差事業","建設局","歩行者の安全や道路交通の円滑化などを図るため、鉄道の立体化を行い、踏切を除却する。","○ＪＲ中央線や京急本線・空港線など、7路線8か所で事業を実施。／○京浜急行本線の環状第8号線付近を高架化し、4か所の踏切を除却。JR中央線（西国分寺駅～立川駅間）を高架化し、5か所の踏切を除却（累計除却数：320か所）。","○ＪＲ中央線や京急本線・空港線など、7路線8か所で事業を実施。／○西武池袋線の石神井公園駅付近を高架化し、6か所の踏切を除却（累計除却数：326か所）。","○ＪＲ中央線や京急本線・空港線など、7路線8箇所で事業を実施。／○京王京王線・相模原線の調布駅付近を地下化し、18箇所の踏切を除却。／○京浜急行本線・空港線の京急蒲田駅付近を高架化し、24箇所の踏切を除却。／○小田急小田原線の下北沢駅付近の在来線を地下化し、9箇所の踏切を除却。／（累計除却数：377か所）","○京急本線・空港線やＪＲ南武線など８路線１１箇所で整備を推進。／○ＪＲ南武線（稲田堤駅～府中本町駅間）の事業区間全線を高架化し、７か所の踏切を除却／（累計除却数：384か所）","○西武新宿線、京王京王線など７路線１０箇所で整備を推進。／○西武池袋線（練馬高野台駅～大泉学園駅間）の二期区間を高架化し、３か所の踏切を除却／（累計除却数：387か所）"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","201","高校生用交通安全教育資料など","教育庁","都立高校の生徒の交通安全意識を高めるために、春と秋の全国交通安全運動に合わせて、交通安全のパンフレットを作成・配布する。また、前年度に発生した都立高校の生徒の交通事故を調査・分析し、その原因や学校生活への影響等を研究した成果を掲載した交通安全資料「指導事例集」を作成し、生徒への指導に有効に活用する。","○引き続き、交通安全パンフレットを春・秋の交通安全運動期間に配布／○東京都高等学校交通安全教育指導事例集第２７集／500部作成。都立高等学校配布。","東京都高等学校交通安全教育指導事例集第28集／500部作成、都立高等学校配布。","東京都高等学校交通安全教育指導事例集第29集／1200部作成。都立高等学校配布。","東京都高等学校交通安全教育指導事例集第30集／1200部作成。都立高等学校配布。","東京都高等学校交通安全教育指導事例集第31集 1,200部作成。都立高等学校に配布。"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","202","交通安全教育の普及促進","警視庁","子供が正しい交通安全意識を身に付けるために、幼稚園・小学校・中学校・高校の教室等において、成長に合わせた段階的かつ体系的な参加・体験・実践型の交通安全教育を行う。","交通安全教育実施状況／○幼児等110,561人／○小学生339,044人／○中学生74,860人／○高校生57,988人／※実施人数は、交通教室、自転車教室、講習会等の合計","交通安全教育実施状況／○幼児等82,022人／○小学生318,077人／○中学生81,575人／○高校生71,875人／※実施人数は、交通教室、自転車教室、講習会等の合計","交通安全教育実施状況／○幼児等133,775人／○小学生402,594人／○中学生128,717人／○高校生86,680人／※実施人数は、交通教室、自転車教室、講習会等の合計である。","交通安全教育実施状況／○幼児等134,464人／○小学生149,054人／○中学生4,694人／○高校生5,234人／※実施人数は、交通教室、自転車教室、講習会等の合計である。","交通安全教育実施状況／○幼児等 103,632人／○小学生 357,825人／○中学生 69,752人／○高校生 60,961人／※実施人数は、交通教室、自転車教室、講習会等の合計である。"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","○","203","信号機の導入・整備","警視庁","○近くに公園などがあり、子供の利用機会が多い交差点の信号機を対象に、信号制御機を更新又は改造し、歩行者と車両の交錯を防止する（歩車分離式信号機の導入）。／○近くに公園などがあり、子供の利用機会が多い主要幹線道路上の交差点の信号機に青時間延長機能を付加して、子供の安全確保を推進する（歩行者感応式信号機等の整備）。","（歩車分離式信号機の導入）／255か所（年度中47か所整備）／（歩行者感応式信号機等の整備）／根津小学校入口（台東区）を含む29か所に整備","（歩車分離式信号機の導入）／289か所（年度中34か所整備）／（歩行者感応式信号機等の整備）／鶴川市民センター前（町田市）を含む3か所に整備","（歩車分離式信号機の導入）／353か所（年度中64箇所整備）／（歩行者感応式信号機等の整備）／日大病院入口（板橋区）を含む５箇所に整備","（歩車分離式信号機の導入）／385か所（年度中32箇所整備）／（歩行者感応式信号機等の整備）／千住五丁目（足立区）を含む３箇所に整備","（歩車分離式信号機の導入） ４２２か所（年度中３７か所を整備）／（歩行者感応式信号機等の整備）／東邦医大病院前（大田区）を含む３か所に整備"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","204","あんしん歩行エリアの整備","警視庁","歩行者及び自転車利用者の安全な通行を確保するため、指定を受けた都内29地区において、公安委員会と道路管理者が連携して、交通規制の見直しや交通安全施設の整備等、交通事故防止対策を集中的に行う。","○交通規制の見直し247件／（横断歩道111、一時停止20、指定方向外通行禁止36、自転車横断帯52、その他28）／○標識の超高輝度化／普通標識1,500枚／大型標識19本","○交通規制の見直し44件／（横断歩道37、一時停止2、自転車横断帯4、その他1）／○標識の超高輝度化／普通標識1,500枚／大型標識20本","○交通規制の見直し63件／（横断歩道51、一時停止4、その他8）／○標識の超高輝度化／普通標識1,500枚／大型標識20本","平成24年度で事業終了／（今後も公安委員会、道路管理者と連携し、交通規制の見直しや交通安全施設の整備等を推進する。）","平成24年度で事業終了／（今後も公安委員会、道路管理者と連携し、交通規制の見直しや交通安全施設の整備等を推進する。）"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","205","自転車の安全利用の推進","警視庁","子供の安全を確保するために、以下のことに取り組む。／（警視庁）／○子供と保護者が一緒に学ぶことができる参加・体験・実践型の交通安全教室を開催する。／○中学生において、スタントマンによる交通事故を再現した自転車安全教室を実施し規範意識の向上を図る。／○新聞、テレビ、ラジオ、インターネット等、各種広報媒体を活用して、自転車の安全利用について広報啓発を推進する。（警視庁、青少年・治安対策本部）／○自転車の幼児用座席に乗車させた幼児の安全対策及び幼児用ヘルメットの着用促進を図る。","自転車教室実施状況／○幼児等3,563人／○小学生133,160人／○中学生55,492人／○高校生25,234人／○女性（保護者）9,329人","自転車教室実施状況／○幼児等2,998人／○小学生152,632人／○中学生67,431人／○高校生42,824人／○女性（保護者）13,961人","自転車教室実施状況／○幼児等8,369人／○小学生191,915人／○中学生96,811人／○高校生62,760人／○女性（保護者）19,325人","自転車教室実施状況／○幼児等7,416人／○小学生235,385人／○中学生90,251人／○高校生64,521人","自転車教室実施状況／○幼児等 3,915人／○小学生 156,786人／○中学生62,555人／○高校生45,237人"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","205","自転車の安全利用の推進","青少年・治安対策本部","子供の安全を確保するために、以下のことに取り組む。／（警視庁）／○子供と保護者が一緒に学ぶことができる参加・体験・実践型の交通安全教室を開催する。／○中学生において、スタントマンによる交通事故を再現した自転車安全教室を実施し規範意識の向上を図る。／○新聞、テレビ、ラジオ、インターネット等、各種広報媒体を活用して、自転車の安全利用について広報啓発を推進する。（警視庁、青少年・治安対策本部）／○自転車の幼児用座席に乗車させた幼児の安全対策及び幼児用ヘルメットの着用促進を図る。","○啓発用リーフレット作成・配布／リーフレット作成・配布3,429か所、54万部／○子育て世代向け雑誌掲載／１誌掲載／○親子自転車安全教室／10回開催／参加者親子327組、683人","○啓発用リーフレット作成・配布／リーフレット作成・配布3,287か所、54万部／○幼児2人同乗用自転車安全教室／8回開催／参加者406人（保護者234人、幼児172人）","○啓発用リーフレットの作成・配布／都内全ての保育園・幼稚園3,446箇所、53.5万部／○幼児２人同乗用自転車安全教室／9回開催／参加者225人","○啓発用リーフレットの作成・配布／都内全ての保育園・幼稚園へ51.5万部配布","○リーフレットの作成、配布／都内全ての保育園・幼稚園へ55.3万部配布"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（2）子供の安全を確保するための取組の推進","","","","","206","くらしの安全情報サイトの運営","生活文化局","商品・サービスに関する「危害・危険情報」や「注意喚起情報」の収集・提供、消費者からの事故情報や危険体験の通報、事業者からの商品回収情報の受付などをネット上で行う。","従来の情報収集及び提供のほかに以下の内容について情報提供を行う。／○子供に対するライターの安全対策の取組・注意喚起／○子供に対する医薬品容器の安全対策（東京都商品等安全対策協議会協議事項）／○乳幼児の誤飲によるヒヤリ・ハット体験の調査結果（注意喚起）／○子供用を中心としたサングラス･スイミングゴーグルについての調査結果（注意喚起）","従来の情報収集及び提供のほかに以下の内容について情報提供を行う。／○ライター事故防止啓発／○子供用水薬を中心とした医薬品容器の安全対策（商品等安全対策協議会報告）／○ベビーカーによる指の挟みこみ事故の防止（注意喚起）／○レンタル･リサイクル品のベビーベッド強度試験の結果調査報告","※平成24年度から「東京くらしWEB」に統合して同様の情報提供を行うこととし、平成23年度末で本事業は終了。","※平成24年度から「東京くらしWEB」に統合して同様の情報提供を行うこととし、平成23年度末で本事業は終了。","※平成24年度から「東京くらしWEB」に統合して同様の情報提供を行うこととし、平成23年度末で本事業は終了。"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","","○","○","","207","子育てに配慮した住宅の技術指針の作成","都市整備局","住戸の広さやバリアフリー化、事故防止の配慮など、子育てに配慮した住宅の技術指針を作成し、都民や住宅供給事業者に対してその普及を図る。","ガイドブックの公表","平成22年度事業終了","平成22年度事業終了","平成22年度事業終了","平成22年度事業終了"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","","","○","","208","住宅困窮度に応じた入居者選定方式の実施","都市整備局","住宅に困窮している18歳未満の子供が3人以上いる多子世帯が、「多子世帯ポイント方式募集」や「多子世帯優遇抽選制度」を活用し、一般より優先・優遇的に都営住宅に入居できるよう、入居者の選定を実施する。","○都営住宅の当選倍率の優遇制度／募集戸数3,000戸（世帯向け募集全体）／○ポイント方式による募集／募集戸数2,580戸（ポイント方式募集全体）／○母子生活支援施設転出者向け特別割当て／割当て戸数52戸／○多子世帯向け期限付き入居制度／募集戸数60戸","○都営住宅の当選倍率の優遇制度／募集戸数2,250戸（世帯向け募集全体）／○ポイント方式による募集／募集戸数2,190戸（ポイント方式募集全体）／○母子生活支援施設転出者向け特別割当て／割当て戸数42戸／○多子世帯向け期限付き入居制度／募集戸数50戸","○都営住宅の当選倍率の優遇制度／募集戸数2,950戸（世帯向け募集全体）／○ポイント方式による募集／募集戸数2,580戸（ポイント方式募集全体）／○母子生活支援施設転出者向け特別割当て／割当て戸数42戸／○多子世帯向け期限付き入居制度／募集戸数60戸","○都営住宅の当選倍率の優遇制度／募集戸数2,950戸（世帯向け募集全体）／○ポイント方式による募集／募集戸数2,580戸（ポイント方式募集全体）／○母子生活支援施設転出者向け特別割当て／割当て戸数52戸／○多子世帯向け期限付き入居制度／募集戸数20戸","○都営住宅の当選倍率の優遇制度／募集戸数 2,950戸（世帯向け募集全体）／○ポイント方式による募集／募集戸数 2,580戸（ポイント方式募集全体）／○母子生活支援施設転出者向け特別割当て割当て戸数 52戸／○多子世帯向け期限付き入居制度募集戸数 20戸"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","☆","","○","","209","若年ファミリー世帯への入居機会の拡大","都市整備局","入居期限を１０年以内とする期限付きの入居募集方式である「都営住宅定期使用住宅募集」や一般募集とは別枠で行う「都営住宅ファミリー向け募集」を通して、若年ファミリー世帯の入居の機会を拡大する。","○若年ファミリー世帯向け期限付入居制度／募集戸数1,240戸／○若年ファミリー世帯向け募集（期限なし）／募集戸数50戸","○若年ファミリー世帯向け期限付入居制度／募集戸数1,450戸／○若年ファミリー世帯向け募集（期限なし）／募集戸数45戸","○若年ファミリー世帯向け期限付入居制度／募集戸数1,390戸／○若年ファミリー世帯向け募集（期限なし）／募集戸数50戸","○若年ファミリー世帯向け期限付入居制度／募集戸数1,430戸／○若年ファミリー世帯向け募集（期限なし）／募集戸数85戸","○若年ファミリー世帯向け期限付入居制度募集戸数 1,430戸／○若年ファミリー世帯向け募集（期限なし）募集戸数 100戸"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","","○","○","","210","東京都住宅供給公社における子育て世帯への入居機会の拡大","都市整備局","東京都住宅供給公社の一般賃貸住宅の新築（建替）住宅募集（抽選方式）において、子育て世帯を対象に抽選時の当選確率を一般申込者より５倍優遇するとともに、あき家先着順募集においては子育て世帯が優先的に申し込める期間（募集開始から７日間）を設定する。","○新築(建替)住宅募集における当選倍率の優遇／募集戸数80戸（子育て世帯47世帯が当選）／○定期あき家募集における当選倍率の優遇／募集戸数121戸（子育て世帯55世帯が当選）／○あき家先着順募集における優先申込み／募集戸数279戸（子育て世帯87世帯が成約）","○新築(建替)住宅募集における当選倍率の優遇／募集戸数53戸（子育て世帯35世帯が当選）／○あき家先着順募集における優先申込み／募集戸数720戸（子育て世帯156世帯が成約）","○新築(建替)住宅募集における当選倍率の優遇／募集戸数117戸（子育て世帯81世帯が当選）／○あき家先着順募集における優先申込み／募集戸数696戸（子育て世帯172世帯が成約）","○新築(建替）住宅募集における当選倍率の優遇／募集戸数148戸（子育て世帯73世帯が当選）／○あき家先着順募集における優先申込み／募集戸数777戸（子育て世帯168世帯が成約）","○新築(建替）住宅募集における当選倍率の優遇募集戸数246戸（子育て世帯154世帯が当選）／○あき家先着順募集における優先申込み／募集戸数785戸（子育て世帯181世帯が成約）"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","","","○","","211","子育て世帯への入居機会の拡大（優遇抽選）","都市整備局","都営住宅における、小学校就学前の子どものいる世帯を優遇抽選制度により一般優先的に都営住宅に入居できるよう、平成19年度から入居者の選定を実施する。","都営住宅の当選倍率の優遇制度／募集戸数3,000戸（世帯向け募集全体）","都営住宅の当選倍率の優遇制度／募集戸数2,250戸（世帯向け募集全体）","都営住宅の当選倍率の優遇制度／募集戸数2,950戸（世帯向け募集全体）","○都営住宅の当選倍率の優遇制度／募集戸数2,950戸（世帯向け募集全体）","○都営住宅の当選倍率の優遇制度／募集戸数 2,950戸（世帯向け募集全体）"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","","","○","","212","都民住宅における子育て世帯への入居機会の拡大","都市整備局","民間活用型の都民住宅の空家を活用して、小学校卒業前の子供のいる世帯で収入月額２０万円未満の世帯が5年以内の定期借家契約で入居する場合に、４万円以内の家賃減額補助を行う。","入居198戸","入居388戸","入居602戸","入居596戸","入居 376戸"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","","","","","213","地域開発整備事業","都市整備局","都営住宅の建設に伴い、必要となる道路・公園等の公共施設や保育所・児童館等の公益的施設を、「地域開発要綱」に基づき、整備することにより、良好な市街地の形成や生活環境の向上を図る。","○竹の塚六丁目団地保育所958.16m2／○王子本町三丁目団地保育所812.77m2／○下連雀七丁目第３団地保育所685.52m2／○白鷺一丁目第３団地地域集会所202.89m2","○浮間一丁目団地保育所964.29m2","(1)扇三丁目第２団地保育所840.26m2／(2)上石神井四丁目団地保育所844.47m2","中野山王三丁目団地保育所1,118.05m2","(1)大島五丁目団地保育所760m2／(2)久我山一丁目第３団地保育所720m2"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","","","","","214","都市居住再生促進事業","都市整備局","都市型の居住機能の再生に役立つと認められる建替などを行う区市町などに対し、都が事業費の一部を補助する。","事業実施地区９地区","事業実施地区7地区","事業実施地区10地区","事業実施地区5地区","事業実施地区3地区"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","★","新","","","215","子育て世帯向け優良賃貸住宅供給助成事業","都市整備局","子供の安全の確保や保育施設との連携等に配慮した子育て世帯向けの優良な賃貸住宅を平成22年度から3年間モデル的に供給するとともに、その成果を踏まえ、区市町村を主体とした供給、あるいは民間市場における供給拡大等を促進する。","○10月6日事業実施方針公表／○12月22日第1回事業者募集要項公表／○2月28日第1回事業者募集締め切り","○第1回募集（平成22年度）／実績2事業22戸／○第2回募集（平成23年度）／実績3事業48戸","○第1回募集（平成22年度）／実績1事業2戸／○第2回募集（平成23年度）／実績3事業48戸／○第3回募集（平成24年度）／実績2事業40戸","新規募集なし","事業終了"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（3）良質な住宅と居住環境の確保","","","","","216","シックハウス対策","福祉保健局","化学物質による子供の健康への影響を予防するため、庁内で組織する「居室内の有害化学物質に関する連絡会議」などにおいて、関係局が連携し、「化学物質の子供ガイドライン」（室内空気編）を活用した室内環境保健対策を推進する。","○区市町村保育担当者会におけるガイドラインの周知及び子育て支援基盤整備包括補助事業を活用した化学物質測定の実施促進に関する説明の実施（平成22年6月15日175名）／○「平成22年度化学物質健康問題に関する講習会」の開催（平成22年6月23日106名）／○子供施設の室内化学物質実態調査を行い、その結果により化学物質低減の普及啓発を推進する（実態調査3回）","○区市町村保育担当者会におけるガイドラインの周知及び子育て支援基盤整備包括補助事業を活用した化学物質測定の実施促進に関する説明の実施（平成23年7月1日186名）／○庁内連絡会議の開催（平成24年3月22日厚生労働省の生活衛生関係技術担当者研修会の内容等）／○引き続き、子供施設の室内化学物質実態調査を行った（実態調査2回）","○区市町村保育担当者会におけるガイドラインの周知及び子育て支援基盤整備包括補助事業を活用した化学物質測定の実施促進に関する説明(平成24年6月15日180名)／○保育園等区市町村の子供が利用する施設の所管担当者や設計・施工等の関係者を対象とした「平成2４年度化学物質健康問題に関する講習会」の開催（平成24年8月2日104名）／○子供が利用する施設の室内化学物質実態調査を行い（5施設）、その結果により化学物質低減の普及啓発資料として、リーフレット「施設で決める換気のルール」を作成／○庁内連絡会議の開催(平成25年3月15日)","○区市町村保育担当者会におけるガイドラインの周知及び子育て支援基盤整備包括補助事業を活用した化学物質測定の実施促進に関する説明（平成25年6月14日209名）／○保育園等区市町村の子供が利用する施設の所管担当者や設計・施工等の関係者を対象とした「平成25年度化学物質健康問題に関する講習会」の開催（平成25年8月2日94名）／○リーフレット「施設で決める換気のルール」を区市町村の児童福祉主管課や認可保育所等の保育関係施設、障害者関係施設等に配布。／○庁内連絡会議の開催（平成26年3月13日）","○保育園等区市町村の子供が利用する施設の所管担当者や設 計・施工等の関係者を対象とした「平成26年度 化学物質健康問題に関する講習会」の開催（平成26年7月3日、97名）／○リーフレット「施設で決める換気のルール」や子供が利用する施設の室内化学物質実態調査の結果等を活用し、化学物質低減の普及啓発活動を実施／○新生児を迎える家庭向けのリーフレット「赤ちゃんのための室内環境」を改訂し、区市町村の母子保健担当部署、保健所等の関係部署に配布。／○庁内連絡会議の開催（平成2７年3月18日）"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（4）安心して外出できる環境の整備／(1)子育てを楽しむ環境整備","","○","○","○","217","子育て家庭の外出環境の整備「赤ちゃん・ふらっと」","福祉保健局","子育て家庭が、気軽に外出できるよう、授乳やおむつ替えなどができる「赤ちゃん・ふらっと」を保育所や公共施設等、身近な地域に設置する区市町村を支援するほか、都立施設にも設置を進める。","整備か所数：234か所（計815か所）","整備か所数：199か所（計1,014か所）","整備か所数：119か所（計1,129か所）／（4か所廃止）","整備か所数：88か所（計1,214か所）／（3か所廃止）","整備か所数：49か所（計1,262か所）／（1か所廃止）"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（4）安心して外出できる環境の整備／(1)子育てを楽しむ環境整備","","","○","","218","水辺空間の魅力向上","建設局","○子供連れでも安全に安心して散策できるテラス等の水辺散策路を早期に整備するとともに、水辺空間の緑化を推進する。／○「水の都」東京の再生に向け、隅田川・日本橋川等の河川において、人の流れや賑わいの創出、情報の発信、住民が主役となった河川利用の仕組み作りを推進する。","隅田川など、スーパー堤防を整備（計22地区）の概成／中川、呑川など6haを緑化","隅田川など、スーパー堤防を整備（計25地区）の概成／中川、呑川など5haを緑化","隅田川など、スーパー堤防を整備（累計で26地区）の概成／中川、呑川など4haを緑化","隅田川など、スーパー堤防を整備（累計で27地区）の概成／中川、呑川など3.5haを緑化","隅田川など、スーパー堤防を整備（累計で 28地区）の概成中川、呑川など2.5haを緑化"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（4）安心して外出できる環境の整備／(1)子育てを楽しむ環境整備","★","新","","","219","安心で自由な子供の遊び場の整備","建設局","子供が安心して自由に遊べる場を都立公園に整備する。","○「わくわく広場」／２公園（城北中央公園、小金井公園）整備／○「いきいき運動広場」「親子のびのび館」／計画作成委託完了","○「わくわく広場」整備／5公園（戸山公園、砧公園、東綾瀬公園、葛西臨海公園、府中の森公園）／○「いきいき運動広場」／2公園（赤塚公園、篠崎公園）","○「わくわく広場」整備／1公園（東村山中央公園）／○「いきいき運動広場」／1公園（東村山中央公園）／○「親子のびのび館」／1公園（武蔵野の森公園）","事業終了","事業終了"
"目標5「子供の安全と安心を確保し、子育てを支援する環境づくり」／（4）安心して外出できる環境の整備／(1)子育てを楽しむ環境整備","","","","","220","緑の拠点となる公園の整備","建設局","都民に安らぎやレクリエーションの場を提供する都立公園の整備を推進する。","城北中央公園外21公園を新規整備／新規開園面積33.8ｈａ","和田堀公園外18公園を新規整備／新規開園面積12.8ha","和田堀公園外13公園を新規整備／新規開園面積17.9ha","井の頭恩賜公園外１３公園を新規整備／新規開園面積13.7ha","野山北・六道山公園外８公園を新規整備新規開園面積７ha"
