地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額（万円）,在庫額／製造品／年初（万円）,在庫額／製造品／年末（万円）,在庫額／半製品及び仕掛品／年初（万円）,在庫額／半製品及び仕掛品／年末（万円）,在庫額／原材料及び燃料／年初（万円）,在庫額／原材料及び燃料／年末（万円）,有形固定資産額／年初現在高／土地（万円）,有形固定資産額／年初現在高／土地以外（万円）,有形固定資産額／取得額／土地（万円）,有形固定資産額／取得額／土地以外／総計（万円）,有形固定資産額／取得額／土地以外／建物等（万円）,有形固定資産額／取得額／土地以外／機械等（万円）,有形固定資産額／取得額／土地以外／備品等（万円）,有形固定資産額／除却額／土地（万円）,有形固定資産額／除却額／土地以外（万円）,有形固定資産額／減価償却額（万円）,有形固定資産額／建設仮勘定／増（万円）,有形固定資産額／建設仮勘定／減（万円）,有形固定資産額／建設仮勘定／差引増減（万円）,有形固定資産額／投資総額（万円）
2,13227,羽村市,1,31,輸送用機械器具製造業,9,60908181,17222,12046,568066,487414,226265,243103,235546,2295363,-,589048,97741,199657,291650,x,19731,617600,457984,521485,-63501,525547
2,13227,羽村市,1,32,その他の製造業,4,923013,35161,36534,1897,3068,21839,21842,36921,281884,-,58516,11216,44902,2398,x,3631,51567,1106,148,958,59474
2,13228,あきる野市,0,00,総数,13,3174076,75038,67569,549467,481312,269082,263870,1048335,677510,-,88016,24357,22419,41240,-,4601,84530,2735,1992,743,88759
2,13228,あきる野市,1,09,食料品製造業,1,x,-,-,-,-,x,x,x,x,-,x,-,x,-,-,-,x,x,x,x,x
2,13228,あきる野市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,-,-,-,-,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13228,あきる野市,1,23,非鉄金属製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13228,あきる野市,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13228,あきる野市,1,26,生産用機械器具製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13228,あきる野市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13228,あきる野市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,x,x,-,x,x,x,x,x,x
2,13228,あきる野市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13228,あきる野市,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13229,西東京市,0,00,総数,5,2373726,16498,16847,519779,557600,29535,29300,728590,194990,-,138865,15962,69003,53900,67,1035,19144,x,x,681,139546
2,13229,西東京市,1,15,印刷・同関連業,1,x,x,-,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13229,西東京市,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13229,西東京市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13229,西東京市,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
1,13300,郡部,0,00,総数,54,60496920,4878232,4248625,15090248,17859602,4411684,3999487,2377553,2679398,17887,1280270,659620,363339,257311,21665,45927,459487,267232,265538,1694,1299851
1,13300,郡部,1,09,食料品製造業,8,2126859,7312,33597,17075,19800,27155,33655,197590,476760,-,71162,12268,53376,5518,-,25413,41548,9546,8753,793,71955
1,13300,郡部,1,14,パルプ・紙・紙加工品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,x,x,x
1,13300,郡部,1,15,印刷・同関連業,3,557882,6037,8413,4069,3050,6475,4511,203646,111305,-,28309,3188,23845,1276,-,106,33468,-,-,-,28309
1,13300,郡部,1,16,化学工業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13300,郡部,1,18,プラスチック製品製造業（別掲を除く）,3,297281,1916,5514,2687,3340,3405,3139,9895,47518,-,8132,708,7003,421,-,526,9021,-,2202,-2202,5930
1,13300,郡部,1,21,窯業・土石製品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13300,郡部,1,22,鉄鋼業,1,x,x,x,x,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
1,13300,郡部,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
1,13300,郡部,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
1,13300,郡部,1,25,はん用機械器具製造業,1,x,-,-,x,-,x,-,x,x,-,x,-,x,x,-,x,x,-,-,-,x
1,13300,郡部,1,26,生産用機械器具製造業,4,332658,10757,12296,12579,8612,3426,4786,29337,10433,-,13309,585,10465,2259,-,1,8479,-,-,-,13309
1,13300,郡部,1,27,業務用機械器具製造業,5,833202,5493,4077,268267,187729,8406,5571,201352,108280,-,9245,4303,3079,1863,-,1358,8874,-,-,-,9245
1,13300,郡部,1,28,電子部品・デバイス・電子回路製造業,3,138492,4707,4694,2495,2603,1449,1606,37365,43707,-,32,-,32,-,-,-,8068,x,-,x,x
1,13300,郡部,1,29,電気機械器具製造業,6,1871064,81407,44363,594691,705562,179406,250128,111193,88669,13437,13679,1150,7980,4549,-,23,20300,809,-,809,27925
1,13300,郡部,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
1,13300,郡部,1,31,輸送用機械器具製造業,9,51476321,4506281,3980396,14133146,16886686,4080630,3591038,344215,1205560,4450,1067437,625544,215359,226534,21665,16451,242043,245985,246153,-168,1071719
1,13300,郡部,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13303,瑞穂町,0,00,総数,41,56983807,4772295,4176471,14242974,16983594,4220800,3734372,1763599,2249031,4450,1221428,651229,321154,249045,21665,19815,381981,256387,256149,238,1226116
2,13303,瑞穂町,1,09,食料品製造業,7,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13303,瑞穂町,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13303,瑞穂町,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13303,瑞穂町,1,16,化学工業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13303,瑞穂町,1,18,プラスチック製品製造業（別掲を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13303,瑞穂町,1,21,窯業・土石製品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13303,瑞穂町,1,22,鉄鋼業,1,x,x,x,x,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13303,瑞穂町,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13303,瑞穂町,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13303,瑞穂町,1,25,はん用機械器具製造業,1,x,-,-,x,-,x,-,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13303,瑞穂町,1,26,生産用機械器具製造業,4,332658,10757,12296,12579,8612,3426,4786,29337,10433,-,13309,585,10465,2259,-,1,8479,-,-,-,13309
2,13303,瑞穂町,1,27,業務用機械器具製造業,3,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13303,瑞穂町,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13303,瑞穂町,1,29,電気機械器具製造業,3,258175,4023,3916,14470,12647,11791,12739,46247,22060,-,852,-,506,346,-,-,2990,-,-,-,852
2,13303,瑞穂町,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13303,瑞穂町,1,31,輸送用機械器具製造業,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13305,日の出町,0,00,総数,13,3513113,105937,72154,847274,876008,190884,265115,613954,430367,13437,58842,8391,42185,8266,-,26112,77506,10845,9389,1456,73735
2,13305,日の出町,1,09,食料品製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13305,日の出町,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,x,x,x
2,13305,日の出町,1,15,印刷・同関連業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13305,日の出町,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13305,日の出町,1,27,業務用機械器具製造業,2,x,x,-,x,x,-,-,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13305,日の出町,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,x,-,x,x
2,13305,日の出町,1,29,電気機械器具製造業,3,1612889,77384,40447,580221,692915,167615,237389,64946,66609,13437,12827,1150,7474,4203,-,23,17310,809,-,809,27073
2,13305,日の出町,1,31,輸送用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13305,日の出町,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13307,檜原村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13308,奥多摩町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13350,島部,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13361,大島町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13362,利島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13363,新島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13364,神津島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13381,三宅村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13382,御蔵島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13401,八丈町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13402,青ヶ島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13421,小笠原村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018東京の工業　平成30年工業統計調査報告（平成29年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,
第5-1-b表　区市町村，産業中分類別統計表（従業者30人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都　1：区部・市部・郡部・島部　2：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,
