地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等／総額（万円）,原材料使用額等／うち原材料使用額（万円）,原材料使用額等／うち燃料使用額（万円）,原材料使用額等／うち電力使用額（万円）,原材料使用額等／うち委託生産費（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（万円）,粗付加価値額（万円）
2,13218,福生市,1,15,印刷・同関連業,1,400,265,-,-,209,194,181,61,10,10,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,1,24,金属製品製造業,1,52,46,-,-,35,32,7,4,10,10,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13218,福生市,1,26,生産用機械器具製造業,1,38,30,-,-,37,30,1,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,1,27,業務用機械器具製造業,1,37,26,-,-,26,19,6,5,5,2,-,-,x,x,x,-,-,x,x,x,-,-,-,x,x,x
2,13218,福生市,1,29,電気機械器具製造業,1,52,36,-,-,51,35,-,-,1,1,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,1,31,輸送用機械器具製造業,2,138,124,-,-,108,96,20,19,10,9,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13219,狛江市,0,00,総数,5,213,149,-,-,170,124,33,16,10,9,-,-,104254,575364,199391,387,2398,90804,1229955,934035,11740,475,-,283705,611370,655071
2,13219,狛江市,1,15,印刷・同関連業,3,124,75,-,-,92,60,22,6,10,9,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13219,狛江市,1,26,生産用機械器具製造業,1,50,39,-,-,44,34,6,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13219,狛江市,1,27,業務用機械器具製造業,1,39,35,-,-,34,30,5,5,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13220,東大和市,0,00,総数,5,917,694,-,-,603,511,288,165,28,20,-,-,430850,5001988,4589337,58090,64560,140866,7990912,7942678,-,33698,-,14536,2579177,2800267
2,13220,東大和市,1,09,食料品製造業,1,619,469,-,-,379,331,240,138,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13220,東大和市,1,24,金属製品製造業,1,49,37,-,-,34,24,13,11,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13220,東大和市,1,27,業務用機械器具製造業,2,106,67,-,-,59,43,21,6,26,18,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13220,東大和市,1,29,電気機械器具製造業,1,143,121,-,-,131,113,14,10,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13221,清瀬市,0,00,総数,7,773,479,-,-,520,406,240,69,13,4,-,-,360972,819976,722356,2853,26081,25383,1717053,1657516,4239,-,-,55298,765022,846316
2,13221,清瀬市,1,09,食料品製造業,1,39,7,-,-,10,5,29,2,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,14,パルプ・紙・紙加工品製造業,1,65,46,-,-,44,42,21,4,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13221,清瀬市,1,16,化学工業,2,267,115,-,-,151,98,104,14,12,3,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13221,清瀬市,1,29,電気機械器具製造業,1,42,23,-,-,34,22,7,-,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13221,清瀬市,1,31,輸送用機械器具製造業,2,360,288,-,-,281,239,79,49,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,0,00,総数,9,3043,2273,-,-,2225,1847,686,328,178,144,174,85,1608998,8628433,5447887,51340,37291,1431896,13583647,11276747,23696,-,-,2283204,4435576,4670775
2,13222,東久留米市,1,09,食料品製造業,4,1602,1160,-,-,1189,939,404,219,9,2,174,85,821475,2263367,1617121,50613,20130,1691,4732093,4058051,22852,-,-,651190,2185415,2298898
2,13222,東久留米市,1,10,飲料・たばこ・飼料製造業,1,185,169,-,-,97,87,11,11,77,71,-,-,x,x,x,-,-,-,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,26,生産用機械器具製造業,1,128,96,-,-,112,88,12,5,4,3,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,29,電気機械器具製造業,1,58,46,-,-,50,43,-,-,8,3,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13222,東久留米市,1,30,情報通信機械器具製造業,1,45,36,-,-,38,29,7,7,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13222,東久留米市,1,32,その他の製造業,1,1025,766,-,-,739,661,252,86,80,65,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13223,武蔵村山市,0,00,総数,33,3649,2076,-,-,1840,1490,1718,541,160,94,6,5,1328012,4773913,3791263,31382,75971,578925,8327621,7535059,508806,8493,-,275263,3309353,3399016
2,13223,武蔵村山市,1,09,食料品製造業,9,1828,717,-,-,430,315,1366,387,32,15,5,4,418030,1752310,1520345,23102,34410,160872,3304420,3304420,-,-,-,-,1385583,1446586
2,13223,武蔵村山市,1,11,繊維工業,1,88,26,-,-,40,24,42,2,6,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13223,武蔵村山市,1,13,家具・装備品製造業,1,126,85,-,-,139,98,25,9,4,1,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13223,武蔵村山市,1,15,印刷・同関連業,1,34,23,-,-,26,19,8,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13223,武蔵村山市,1,24,金属製品製造業,5,290,209,-,-,207,168,67,30,16,11,-,-,123145,102849,69554,3824,15596,8354,393077,-,393077,-,-,-,250763,269997
2,13223,武蔵村山市,1,25,はん用機械器具製造業,1,42,26,-,-,27,21,11,1,4,4,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13223,武蔵村山市,1,26,生産用機械器具製造業,7,665,556,-,-,578,502,84,63,28,16,-,-,374362,1569810,1407025,1565,6385,129559,2050188,2049095,872,-,-,221,594568,532817
2,13223,武蔵村山市,1,28,電子部品・デバイス・電子回路製造業,1,54,34,-,-,37,24,16,9,3,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13223,武蔵村山市,1,29,電気機械器具製造業,5,231,156,-,-,150,126,79,30,2,-,1,1,99456,231927,123792,1202,5348,94790,419110,419110,-,-,-,-,172350,178495
2,13223,武蔵村山市,1,31,輸送用機械器具製造業,2,291,244,-,-,206,193,20,6,65,45,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13224,多摩市,0,00,総数,8,687,415,-,-,436,343,205,53,51,24,-,-,336037,1133539,814784,2547,12994,121584,2150387,1995979,14396,-,-,140012,919199,982349
2,13224,多摩市,1,09,食料品製造業,2,85,28,-,-,42,21,37,3,6,4,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13224,多摩市,1,15,印刷・同関連業,2,314,172,-,-,146,116,136,46,37,15,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13224,多摩市,1,27,業務用機械器具製造業,2,216,182,-,-,197,173,13,4,6,5,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13224,多摩市,1,28,電子部品・デバイス・電子回路製造業,2,72,33,-,-,51,33,19,-,2,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13225,稲城市,0,00,総数,8,1044,686,-,-,574,491,402,157,76,46,-,-,618379,968902,721101,27557,53289,120687,2020901,1517898,503003,-,-,-,782989,986106
2,13225,稲城市,1,09,食料品製造業,1,374,162,-,-,43,40,318,114,13,8,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13225,稲城市,1,10,飲料・たばこ・飼料製造業,1,121,105,-,-,103,96,4,2,14,7,-,-,x,x,x,x,x,-,x,-,x,-,-,-,x,x
2,13225,稲城市,1,18,プラスチック製品製造業（別掲を除く）,1,71,56,-,-,49,41,13,9,9,6,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13225,稲城市,1,24,金属製品製造業,2,352,267,-,-,272,224,48,26,40,25,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13225,稲城市,1,28,電子部品・デバイス・電子回路製造業,2,88,59,-,-,69,53,19,6,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13225,稲城市,1,30,情報通信機械器具製造業,1,38,37,-,-,38,37,-,-,-,-,-,-,x,x,-,-,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,0,00,総数,29,7928,7153,-,-,5801,5404,1283,967,897,834,37,-,3759228,42325532,40114608,141077,283178,1502701,69737980,69302367,294071,2285,197,139060,24364405,25535033
2,13227,羽村市,1,14,パルプ・紙・紙加工品製造業,1,94,62,-,-,53,47,41,15,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,15,印刷・同関連業,1,66,61,-,-,60,59,6,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,16,化学工業,1,120,84,-,-,103,76,5,2,13,6,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13227,羽村市,1,22,鉄鋼業,1,236,208,-,-,200,179,15,11,21,18,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13227,羽村市,1,23,非鉄金属製造業,1,58,50,-,-,31,27,18,16,9,7,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13227,羽村市,1,25,はん用機械器具製造業,2,650,586,-,-,575,525,30,27,45,34,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13227,羽村市,1,26,生産用機械器具製造業,3,377,334,-,-,292,273,27,6,58,55,-,-,189549,681360,567537,148,18911,94764,1053285,998902,52809,1574,-,-,165786,395302
2,13227,羽村市,1,28,電子部品・デバイス・電子回路製造業,2,186,121,-,-,114,89,40,19,35,16,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13227,羽村市,1,29,電気機械器具製造業,4,220,117,-,-,139,107,83,12,-,-,37,-,x,x,219798,40,1542,36627,x,x,-,x,-,-,x,x
2,13227,羽村市,1,31,輸送用機械器具製造業,9,5534,5313,-,-,4043,3874,824,790,714,696,-,-,2570576,36412540,35864802,64557,150737,117054,60998411,60794476,199533,-,-,4402,22101444,22804872
2,13227,羽村市,1,32,その他の製造業,4,387,217,-,-,191,148,194,67,2,2,-,-,166913,507897,443216,945,15640,37715,1011122,902491,17978,-,197,90456,425865,474888
2,13228,あきる野市,0,00,総数,13,1206,984,-,-,988,858,180,96,43,35,-,-,658192,2003970,1486507,5530,27668,188677,3340149,3234222,15478,-,-,90449,1093430,1253584
2,13228,あきる野市,1,09,食料品製造業,1,81,39,-,-,15,12,66,27,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,-,x,x
2,13228,あきる野市,1,14,パルプ・紙・紙加工品製造業,1,34,28,-,-,27,24,7,4,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,23,非鉄金属製造業,2,154,138,-,-,153,138,1,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13228,あきる野市,1,25,はん用機械器具製造業,1,144,129,-,-,139,126,5,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13228,あきる野市,1,26,生産用機械器具製造業,2,83,71,-,-,74,66,9,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,27,業務用機械器具製造業,2,101,77,-,-,89,74,12,3,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,29,電気機械器具製造業,1,231,187,-,-,191,166,27,16,13,5,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13228,あきる野市,1,31,輸送用機械器具製造業,2,274,244,-,-,207,186,41,32,30,30,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13228,あきる野市,1,32,その他の製造業,1,104,71,-,-,93,66,12,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13229,西東京市,0,00,総数,5,687,596,-,-,569,513,102,68,19,16,-,-,425576,1242451,1096799,1439,22424,86874,2450086,2206543,129013,-,-,114530,1225737,1206711
2,13229,西東京市,1,15,印刷・同関連業,1,66,59,-,-,58,52,8,7,-,-,-,-,x,x,x,x,x,-,x,-,x,-,-,-,x,x
2,13229,西東京市,1,25,はん用機械器具製造業,1,359,314,-,-,324,291,35,23,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13229,西東京市,1,27,業務用機械器具製造業,2,164,132,-,-,116,103,40,19,11,11,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13229,西東京市,1,32,その他の製造業,1,98,91,-,-,71,67,19,19,8,5,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,0,00,総数,54,6144,4471,-,-,4347,3782,1268,358,698,493,2,-,2968331,22816484,21101776,177788,207550,993953,58616588,57851649,505524,25011,6211,228193,34975368,33295108
1,13300,郡部,1,09,食料品製造業,8,784,327,-,-,229,179,429,79,126,69,2,-,220458,1550054,1193260,52180,42874,188500,2109748,2097849,-,-,-,11899,511510,524048
1,13300,郡部,1,14,パルプ・紙・紙加工品製造業,2,80,40,-,-,51,35,28,4,1,1,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
1,13300,郡部,1,15,印刷・同関連業,3,287,168,-,-,178,150,109,18,-,-,-,-,91065,296740,210924,4057,16664,60627,562763,556525,-,-,5021,1217,216158,248269
1,13300,郡部,1,16,化学工業,2,212,179,-,-,206,176,3,1,4,3,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13300,郡部,1,18,プラスチック製品製造業（別掲を除く）,3,147,87,-,-,83,71,71,27,6,2,-,-,62132,201951,156503,510,7463,22527,331596,293030,-,-,922,37644,116482,121252
1,13300,郡部,1,21,窯業・土石製品製造業,2,140,131,-,-,95,90,14,10,31,31,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,1,22,鉄鋼業,1,57,50,-,-,50,43,7,7,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,-,x,x
1,13300,郡部,1,23,非鉄金属製造業,1,65,62,-,-,61,59,3,2,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,1,24,金属製品製造業,1,71,51,-,-,49,40,22,11,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
1,13300,郡部,1,25,はん用機械器具製造業,1,33,26,-,-,33,26,-,-,-,-,-,-,x,x,x,-,x,x,x,-,x,-,-,-,x,x
1,13300,郡部,1,26,生産用機械器具製造業,4,157,126,-,-,127,109,22,16,8,1,-,-,69634,172877,120771,5,3310,44064,335086,248400,86686,-,-,-,144889,155796
1,13300,郡部,1,27,業務用機械器具製造業,5,484,359,-,-,344,293,115,57,31,14,-,-,214312,683774,625293,974,6706,34704,944030,914992,164,24126,-,4748,164971,255799
1,13300,郡部,1,28,電子部品・デバイス・電子回路製造業,3,136,83,-,-,87,73,41,9,8,1,-,-,45253,46190,25163,51,4474,14471,138397,78286,60111,-,-,-,77417,85390
1,13300,郡部,1,29,電気機械器具製造業,6,463,332,-,-,306,267,136,51,33,26,-,-,199903,1175585,1019571,123,5511,149183,1797237,1655132,142105,-,-,-,688987,635460
1,13300,郡部,1,30,情報通信機械器具製造業,1,163,93,-,-,145,92,18,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13300,郡部,1,31,輸送用機械器具製造業,9,2702,2230,-,-,2146,1954,243,62,449,344,-,-,1579364,16989581,16522996,11306,55923,335062,49249551,49129207,119459,885,-,-,31901658,29916046
1,13300,郡部,1,32,その他の製造業,2,163,127,-,-,157,125,7,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,0,00,総数,41,4924,3619,-,-,3480,3065,1006,272,584,421,2,-,2425369,20265038,18973068,166045,170162,734000,54963467,54475592,363419,25011,6161,93284,33958620,32195805
2,13303,瑞穂町,1,09,食料品製造業,7,671,251,-,-,186,143,405,70,80,38,2,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,14,パルプ・紙・紙加工品製造業,1,40,24,-,-,29,22,10,1,1,1,-,-,x,x,x,x,x,x,x,x,-,-,x,-,x,x
2,13303,瑞穂町,1,15,印刷・同関連業,2,172,121,-,-,127,111,45,10,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13303,瑞穂町,1,16,化学工業,2,212,179,-,-,206,176,3,1,4,3,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13303,瑞穂町,1,18,プラスチック製品製造業（別掲を除く）,2,96,50,-,-,38,31,59,20,2,2,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13303,瑞穂町,1,21,窯業・土石製品製造業,2,140,131,-,-,95,90,14,10,31,31,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13303,瑞穂町,1,22,鉄鋼業,1,57,50,-,-,50,43,7,7,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,-,x,x
2,13303,瑞穂町,1,23,非鉄金属製造業,1,65,62,-,-,61,59,3,2,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13303,瑞穂町,1,24,金属製品製造業,1,71,51,-,-,49,40,22,11,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13303,瑞穂町,1,25,はん用機械器具製造業,1,33,26,-,-,33,26,-,-,-,-,-,-,x,x,x,-,x,x,x,-,x,-,-,-,x,x
2,13303,瑞穂町,1,26,生産用機械器具製造業,4,157,126,-,-,127,109,22,16,8,1,-,-,69634,172877,120771,5,3310,44064,335086,248400,86686,-,-,-,144889,155796
2,13303,瑞穂町,1,27,業務用機械器具製造業,3,144,114,-,-,104,96,46,23,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13303,瑞穂町,1,28,電子部品・デバイス・電子回路製造業,2,93,48,-,-,47,39,38,8,8,1,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13303,瑞穂町,1,29,電気機械器具製造業,3,163,109,-,-,84,73,76,34,3,2,-,-,66329,177491,141996,-,1321,34155,260105,260105,-,-,-,-,71708,76628
2,13303,瑞穂町,1,30,情報通信機械器具製造業,1,163,93,-,-,145,92,18,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13303,瑞穂町,1,31,輸送用機械器具製造業,8,2647,2184,-,-,2099,1915,238,58,446,341,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13305,日の出町,0,00,総数,13,1220,852,-,-,867,717,262,86,114,72,-,-,542962,2551446,2128708,11743,37388,259953,3653121,3376057,142105,-,50,134909,1016748,1099303
2,13305,日の出町,1,09,食料品製造業,1,113,76,-,-,43,36,24,9,46,31,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13305,日の出町,1,14,パルプ・紙・紙加工品製造業,1,40,16,-,-,22,13,18,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13305,日の出町,1,15,印刷・同関連業,1,115,47,-,-,51,39,64,8,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13305,日の出町,1,18,プラスチック製品製造業（別掲を除く）,1,51,37,-,-,45,40,12,7,4,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13305,日の出町,1,27,業務用機械器具製造業,2,340,245,-,-,240,197,69,34,31,14,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,28,電子部品・デバイス・電子回路製造業,1,43,35,-,-,40,34,3,1,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,29,電気機械器具製造業,3,300,223,-,-,222,194,60,17,30,24,-,-,133574,998094,877575,123,4190,115028,1537132,1395027,142105,-,-,-,617279,558832
2,13305,日の出町,1,31,輸送用機械器具製造業,1,55,46,-,-,47,39,5,4,3,3,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13305,日の出町,1,32,その他の製造業,2,163,127,-,-,157,125,7,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13307,檜原村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13308,奥多摩町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13350,島部,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13361,大島町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13362,利島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13363,新島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13364,神津島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13381,三宅村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13382,御蔵島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13401,八丈町,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13402,青ヶ島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13421,小笠原村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018東京の工業　平成30年工業統計調査報告（平成29年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第5-1-a表　区市町村，産業中分類別統計表（従業者30人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都　1：区部・市部・郡部・島部　2：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
