地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13208,調布市,1,140,パルプ・紙・紙加工品製造業,2,18,11,-,-,13,10,5,1,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,145,紙製容器製造業,2,18,11,-,-,13,10,5,1,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,1,150,印刷・同関連業,11,161,83,-,-,106,71,52,10,3,2,-,-,56719,85875,176991,153705,20463,84368,84368
2,13208,調布市,2,151,印刷業,10,156,80,-,-,101,68,52,10,3,2,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,152,製版業,1,5,3,-,-,5,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,180,プラスチック製品製造業（別掲を除く）,4,52,33,-,-,36,28,8,1,8,4,-,-,31311,27409,46365,46365,-,17552,17552
2,13208,調布市,2,183,工業用プラスチック製品製造業,3,46,29,-,-,30,24,8,1,8,4,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,189,その他のプラスチック製品製造業,1,6,4,-,-,6,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,210,窯業・土石製品製造業,3,36,29,2,1,28,27,6,1,-,-,-,-,17414,149208,221075,221049,-,66544,66544
2,13208,調布市,2,211,ガラス・同製品製造業,1,7,1,2,1,-,-,5,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,212,セメント・同製品製造業,2,29,28,-,-,28,27,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,220,鉄鋼業,1,16,12,-,-,16,12,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,229,その他の鉄鋼業,1,16,12,-,-,16,12,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,230,非鉄金属製造業,1,5,2,-,-,2,2,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,235,非鉄金属素形材製造業,1,5,2,-,-,2,2,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,1,240,金属製品製造業,4,113,80,-,-,63,54,39,15,11,11,-,-,47496,38507,121626,35056,86570,75334,77108
2,13208,調布市,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,2,85,58,-,-,36,32,38,15,11,11,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,249,その他の金属製品製造業,2,28,22,-,-,27,22,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,1,250,はん用機械器具製造業,5,49,34,2,1,41,29,6,4,-,-,-,-,17134,26687,53709,34269,2259,25021,25021
2,13208,調布市,2,252,ポンプ・圧縮機器製造業,1,14,9,-,-,11,8,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,253,一般産業用機械・装置製造業,1,10,9,-,-,8,7,2,2,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,259,その他のはん用機械・同部分品製造業,3,25,16,2,1,22,14,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,1,260,生産用機械器具製造業,3,50,35,-,-,39,31,13,6,-,-,4,3,16011,20936,70347,52258,13252,45884,45884
2,13208,調布市,2,269,その他の生産用機械・同部分品製造業,3,50,35,-,-,39,31,13,6,-,-,4,3,16011,20936,70347,52258,13252,45884,45884
2,13208,調布市,1,270,業務用機械器具製造業,8,150,101,-,-,109,92,37,9,4,-,-,-,60286,142458,332716,319120,13596,169143,176669
2,13208,調布市,2,272,サービス用・娯楽用機械器具製造業,1,6,4,-,-,5,4,1,-,-,-,-,-,x,x,x,-,x,x,x
2,13208,調布市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,2,27,17,-,-,19,17,8,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,274,医療用機械器具・医療用品製造業,1,51,28,-,-,31,27,17,1,3,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,275,光学機械器具・レンズ製造業,4,66,52,-,-,54,44,11,8,1,-,-,-,21485,25215,57495,47867,x,28517,29893
2,13208,調布市,1,280,電子部品・デバイス・電子回路製造業,9,103,67,-,-,70,55,33,12,-,-,-,-,34888,48192,116398,70726,43763,63187,63187
2,13208,調布市,2,282,電子部品製造業,2,10,5,-,-,6,5,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,284,電子回路製造業,2,23,19,-,-,15,14,8,5,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,285,ユニット部品製造業,2,14,6,-,-,9,6,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,289,その他の電子部品・デバイス・電子回路製造業,3,56,37,-,-,40,30,16,7,-,-,-,-,18096,21233,58875,43817,15058,34854,34854
2,13208,調布市,1,290,電気機械器具製造業,14,988,840,-,-,908,797,89,53,22,21,-,-,651136,1077720,2205691,1982214,3123,1048927,1066763
2,13208,調布市,2,291,発電用・送電用・配電用電気機械器具製造業,4,63,44,-,-,47,41,16,3,-,-,-,-,18064,39963,76700,76098,602,33294,34140
2,13208,調布市,2,292,産業用電気機械器具製造業,2,10,7,-,-,9,7,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,296,電子応用装置製造業,2,35,29,-,-,31,26,4,3,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,297,電気計測器製造業,6,880,760,-,-,821,723,68,47,22,21,-,-,617267,1012168,2069765,1848755,1721,984449,1001439
2,13208,調布市,1,300,情報通信機械器具製造業,2,17,9,-,-,11,8,6,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,302,映像・音響機械器具製造業,1,10,8,-,-,9,7,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,303,電子計算機・同附属装置製造業,1,7,1,-,-,2,1,5,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,1,310,輸送用機械器具製造業,2,34,19,-,-,17,12,17,7,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,311,自動車・同附属品製造業,1,17,10,-,-,14,10,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13208,調布市,2,314,航空機・同附属品製造業,1,17,9,-,-,3,2,14,7,-,-,-,-,x,x,x,-,x,x,x
2,13208,調布市,1,320,その他の製造業,4,30,12,-,-,16,9,14,3,-,-,-,-,11777,6151,25563,22655,2893,18013,18013
2,13208,調布市,2,321,貴金属・宝石製品製造業,1,7,2,-,-,5,2,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,2,329,他に分類されない製造業,3,23,10,-,-,11,7,12,3,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,0,000,総数,130,4603,2711,-,-,2664,2083,1715,493,232,142,66,39,1853199,5214692,9515907,7875987,261902,3968335,4038915
2,13209,町田市,1,090,食料品製造業,13,1244,442,-,-,283,203,928,226,33,13,6,-,317927,951558,1792410,1785921,-,758900,780628
2,13209,町田市,2,092,水産食料品製造業,1,45,13,-,-,13,11,32,2,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,093,野菜缶詰・果実缶詰・農産保存食料品製造業,1,8,5,-,-,6,5,2,-,-,-,4,-,x,x,x,x,-,x,x
2,13209,町田市,2,097,パン・菓子製造業,4,144,77,-,-,66,49,72,28,6,-,2,-,x,x,x,x,-,x,x
2,13209,町田市,2,099,その他の食料品製造業,7,1047,347,-,-,198,138,822,196,27,13,-,-,262344,744174,1372280,1365975,-,561929,583403
2,13209,町田市,1,100,飲料・たばこ・飼料製造業,1,15,5,-,-,6,4,9,1,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,106,飼料・有機質肥料製造業,1,15,5,-,-,6,4,9,1,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,110,繊維工業,3,51,17,-,-,24,16,27,1,-,-,1,-,15538,20039,46850,46850,-,24824,24824
2,13209,町田市,2,115,綱・網・レース・繊維粗製品製造業,1,17,8,-,-,10,7,7,1,-,-,1,-,x,x,x,x,-,x,x
2,13209,町田市,2,119,その他の繊維製品製造業,2,34,9,-,-,14,9,20,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,120,木材・木製品製造業（家具を除く）,1,7,6,-,-,3,3,4,3,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,122,造作材・合板・建築用組立材料製造業,1,7,6,-,-,3,3,4,3,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,140,パルプ・紙・紙加工品製造業,2,43,32,-,-,37,29,6,3,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,145,紙製容器製造業,2,43,32,-,-,37,29,6,3,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,150,印刷・同関連業,8,78,45,-,-,65,39,13,6,-,-,-,-,30775,37507,90606,79445,6945,49165,49165
2,13209,町田市,2,151,印刷業,8,78,45,-,-,65,39,13,6,-,-,-,-,30775,37507,90606,79445,6945,49165,49165
2,13209,町田市,1,160,化学工業,2,58,37,-,-,7,5,5,-,46,32,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,165,医薬品製造業,1,49,34,-,-,2,2,1,-,46,32,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,169,その他の化学工業,1,9,3,-,-,5,3,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,170,石油製品・石炭製品製造業,1,22,19,-,-,7,5,15,14,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,174,舗装材料製造業,1,22,19,-,-,7,5,15,14,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,180,プラスチック製品製造業（別掲を除く）,9,149,83,-,-,97,68,43,7,9,8,-,-,58844,80447,214375,204671,5059,125082,123998
2,13209,町田市,2,183,工業用プラスチック製品製造業,7,111,58,-,-,64,44,38,6,9,8,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,184,発泡・強化プラスチック製品製造業,1,16,12,-,-,15,11,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,189,その他のプラスチック製品製造業,1,22,13,-,-,18,13,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,190,ゴム製品製造業,1,15,7,-,-,11,7,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,1,15,7,-,-,11,7,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,220,鉄鋼業,2,22,14,-,-,17,14,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,229,その他の鉄鋼業,2,22,14,-,-,17,14,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,230,非鉄金属製造業,2,26,21,-,-,21,19,3,1,2,1,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,234,電線・ケーブル製造業,1,22,20,-,-,19,18,1,1,2,1,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,235,非鉄金属素形材製造業,1,4,1,-,-,2,1,2,-,-,-,-,-,x,x,x,-,x,x,x
2,13209,町田市,1,240,金属製品製造業,13,204,150,-,-,170,137,27,8,7,5,6,5,99291,197848,453876,369041,84835,237063,237063
2,13209,町田市,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),4,74,53,-,-,67,51,5,2,2,-,-,-,39632,140919,225903,225903,-,78688,78688
2,13209,町田市,2,245,金属素形材製品製造業,3,55,41,-,-,47,39,8,2,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,5,61,43,-,-,47,39,14,4,-,-,6,5,22927,25962,71735,-,71735,42383,42383
2,13209,町田市,2,249,その他の金属製品製造業,1,14,13,-,-,9,8,-,-,5,5,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,250,はん用機械器具製造業,6,178,139,-,-,156,129,26,14,-,-,-,-,77195,88059,321729,321729,-,223062,216999
2,13209,町田市,2,252,ポンプ・圧縮機器製造業,1,8,5,-,-,8,5,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,253,一般産業用機械・装置製造業,5,170,134,-,-,148,124,26,14,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,1,260,生産用機械器具製造業,10,281,160,-,-,195,140,85,20,1,-,-,-,129058,802149,1180172,497330,10223,353273,355535
2,13209,町田市,2,264,生活関連産業用機械製造業,1,7,3,-,-,7,3,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13209,町田市,2,265,基礎素材産業用機械製造業,1,8,5,-,-,6,4,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,266,金属加工機械製造業,1,141,71,-,-,83,62,57,9,1,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,267,半導体・フラットパネルディスプレイ製造装置製造業,2,23,15,-,-,13,11,10,4,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,269,その他の生産用機械・同部分品製造業,5,102,66,-,-,86,60,16,6,-,-,-,-,40074,116151,185836,167537,1639,64523,64523
2,13209,町田市,1,270,業務用機械器具製造業,9,751,564,-,-,512,424,145,82,96,59,5,4,389002,561909,1349152,1249856,2936,752576,755901
2,13209,町田市,2,272,サービス用・娯楽用機械器具製造業,1,34,29,-,-,27,23,1,-,6,6,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,7,680,512,-,-,459,380,134,80,89,53,1,1,x,x,x,x,x,x,x
2,13209,町田市,2,275,光学機械器具・レンズ製造業,1,37,23,-,-,26,21,10,2,1,-,4,3,x,x,x,x,-,x,x
2,13209,町田市,1,280,電子部品・デバイス・電子回路製造業,13,244,139,-,-,135,106,96,25,13,8,2,2,91448,332112,555416,218344,35840,205184,209217
2,13209,町田市,2,282,電子部品製造業,7,106,55,-,-,47,36,54,17,5,2,2,2,29728,30991,86843,58983,27233,51604,51767
2,13209,町田市,2,289,その他の電子部品・デバイス・電子回路製造業,6,138,84,-,-,88,70,42,8,8,6,-,-,61720,301121,468573,159361,8607,153580,157450
2,13209,町田市,1,290,電気機械器具製造業,12,315,170,-,-,187,145,130,27,-,-,-,-,116578,317382,590920,509178,72832,254991,253635
2,13209,町田市,2,291,発電用・送電用・配電用電気機械器具製造業,6,186,94,-,-,113,91,74,4,-,-,-,-,74224,202779,390184,374945,14031,175551,173915
2,13209,町田市,2,292,産業用電気機械器具製造業,2,65,37,-,-,31,26,35,12,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,294,電球・電気照明器具製造業,1,18,12,-,-,18,12,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,296,電子応用装置製造業,1,23,13,-,-,14,8,9,5,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,297,電気計測器製造業,2,23,14,-,-,11,8,12,6,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,300,情報通信機械器具製造業,7,534,378,-,-,419,334,101,33,14,11,46,28,276387,930394,1425320,1150118,22045,462922,474851
2,13209,町田市,2,301,通信機械器具・同関連機械器具製造業,2,244,200,-,-,213,181,17,8,14,11,46,28,x,x,x,x,x,x,x
2,13209,町田市,2,302,映像・音響機械器具製造業,4,240,132,-,-,171,119,69,13,-,-,-,-,104337,440214,625053,382819,9532,177729,185123
2,13209,町田市,2,303,電子計算機・同附属装置製造業,1,50,46,-,-,35,34,15,12,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,310,輸送用機械器具製造業,5,62,42,-,-,37,27,22,15,3,-,-,-,17796,30237,65343,59007,6336,33261,33261
2,13209,町田市,2,312,鉄道車両・同部分品製造業,2,40,25,-,-,21,15,16,10,3,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,314,航空機・同附属品製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13209,町田市,2,319,その他の輸送用機械器具製造業,2,18,14,-,-,12,9,6,5,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,320,その他の製造業,10,304,241,-,-,275,229,21,7,8,5,-,-,151200,369725,811580,790624,2500,374897,408904
2,13209,町田市,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,1,7,1,-,-,3,1,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,324,楽器製造業,2,13,11,-,-,12,10,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,2,329,他に分類されない製造業,7,284,229,-,-,260,218,16,6,8,5,-,-,145350,367619,797257,784175,-,363585,397592
2,13210,小金井市,0,000,総数,15,329,252,-,-,274,228,55,25,1,-,-,-,154254,186057,382315,268479,6604,176496,181335
2,13210,小金井市,1,090,食料品製造業,2,13,9,-,-,9,7,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,2,097,パン・菓子製造業,2,13,9,-,-,9,7,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,1,110,繊維工業,1,5,3,-,-,4,3,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,119,その他の繊維製品製造業,1,5,3,-,-,4,3,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,140,パルプ・紙・紙加工品製造業,1,16,10,-,-,11,10,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,2,145,紙製容器製造業,1,16,10,-,-,11,10,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,1,150,印刷・同関連業,2,8,4,-,-,8,5,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,151,印刷業,2,8,4,-,-,8,5,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,160,化学工業,1,28,13,-,-,17,10,11,3,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,165,医薬品製造業,1,28,13,-,-,17,10,11,3,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,180,プラスチック製品製造業（別掲を除く）,1,15,12,-,-,10,9,5,3,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,189,その他のプラスチック製品製造業,1,15,12,-,-,10,9,5,3,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,210,窯業・土石製品製造業,1,5,4,-,-,4,4,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,211,ガラス・同製品製造業,1,5,4,-,-,4,4,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,220,鉄鋼業,1,6,4,-,-,4,3,2,1,-,-,-,-,x,x,x,-,x,x,x
2,13210,小金井市,2,229,その他の鉄鋼業,1,6,4,-,-,4,3,2,1,-,-,-,-,x,x,x,-,x,x,x
2,13210,小金井市,1,260,生産用機械器具製造業,1,14,13,-,-,9,9,4,4,1,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,266,金属加工機械製造業,1,14,13,-,-,9,9,4,4,1,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,270,業務用機械器具製造業,2,35,24,-,-,24,21,11,3,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,2,271,事務用機械器具製造業,1,10,7,-,-,8,5,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,1,25,17,-,-,16,16,9,1,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,310,輸送用機械器具製造業,1,29,26,-,-,28,25,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,314,航空機・同附属品製造業,1,29,26,-,-,28,25,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,1,320,その他の製造業,1,155,130,-,-,146,122,9,8,-,-,-,-,x,x,x,x,-,x,x
2,13210,小金井市,2,323,時計・同部分品製造業,1,155,130,-,-,146,122,9,8,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,0,000,総数,68,3349,2655,1,1,2736,2369,558,238,77,65,3,1,2103820,7102782,9737692,9549928,171285,2257503,2516655
2,13211,小平市,1,090,食料品製造業,7,707,463,1,1,354,275,346,181,6,6,-,-,329923,730359,1298542,1291439,-,487118,527986
2,13211,小平市,2,091,畜産食料品製造業,2,35,17,-,-,19,13,16,4,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,097,パン・菓子製造業,4,668,444,-,-,333,261,329,177,6,6,-,-,319899,697940,1245614,1238511,-,468128,508996
2,13211,小平市,2,099,その他の食料品製造業,1,4,2,1,1,2,1,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,1,110,繊維工業,3,40,14,-,-,16,11,24,3,-,-,-,-,8927,5688,21117,12166,8951,14287,14287
2,13211,小平市,2,116,外衣・シャツ製造業（和式を除く）,1,9,5,-,-,6,4,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,1,16,6,-,-,9,6,7,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,119,その他の繊維製品製造業,1,15,3,-,-,1,1,14,2,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,130,家具・装備品製造業,3,19,15,-,-,17,13,2,2,-,-,-,-,5437,13830,19691,15506,4185,5427,5427
2,13211,小平市,2,133,建具製造業,3,19,15,-,-,17,13,2,2,-,-,-,-,5437,13830,19691,15506,4185,5427,5427
2,13211,小平市,1,140,パルプ・紙・紙加工品製造業,3,30,14,-,-,16,12,14,2,-,-,-,-,9659,32563,46888,17790,29098,13264,13264
2,13211,小平市,2,145,紙製容器製造業,3,30,14,-,-,16,12,14,2,-,-,-,-,9659,32563,46888,17790,29098,13264,13264
2,13211,小平市,1,150,印刷・同関連業,7,121,73,-,-,100,70,21,3,-,-,-,-,48184,59288,140331,126473,12656,69435,75405
2,13211,小平市,2,151,印刷業,4,80,48,-,-,65,46,15,2,-,-,-,-,32868,46568,111895,x,-,54884,60854
2,13211,小平市,2,152,製版業,2,30,17,-,-,25,16,5,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,153,製本業、印刷物加工業,1,11,8,-,-,10,8,1,-,-,-,-,-,x,x,x,-,x,x,x
2,13211,小平市,1,160,化学工業,1,6,2,-,-,2,2,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,166,化粧品・歯磨・その他の化粧用調整品製造業,1,6,2,-,-,2,2,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,1,180,プラスチック製品製造業（別掲を除く）,4,37,18,-,-,25,17,12,1,-,-,-,-,13194,15359,40317,16657,23230,23109,23109
2,13211,小平市,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,1,6,4,-,-,4,3,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,1,10,5,-,-,8,5,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,183,工業用プラスチック製品製造業,1,9,3,-,-,5,3,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,189,その他のプラスチック製品製造業,1,12,6,-,-,8,6,4,-,-,-,-,-,x,x,x,-,x,x,x
2,13211,小平市,1,190,ゴム製品製造業,2,227,216,-,-,169,164,18,16,40,36,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,191,タイヤ・チューブ製造業,1,219,212,-,-,163,160,16,16,40,36,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,1,8,4,-,-,6,4,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,210,窯業・土石製品製造業,1,23,19,-,-,19,17,5,3,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,212,セメント・同製品製造業,1,23,19,-,-,19,17,5,3,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,1,230,非鉄金属製造業,1,21,6,-,-,6,4,15,2,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,234,電線・ケーブル製造業,1,21,6,-,-,6,4,15,2,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,240,金属製品製造業,6,54,36,-,-,39,32,16,5,-,-,-,-,20673,22204,90279,52710,36018,63032,63032
2,13211,小平市,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),3,15,12,-,-,13,11,3,2,-,-,-,-,7136,11352,44415,27864,15000,30614,30614
2,13211,小平市,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,1,12,10,-,-,11,9,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,249,その他の金属製品製造業,2,27,14,-,-,15,12,12,2,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,250,はん用機械器具製造業,4,186,139,-,-,166,128,14,7,6,4,-,-,102192,515938,971208,970239,969,420409,418115
2,13211,小平市,2,252,ポンプ・圧縮機器製造業,2,19,13,-,-,17,13,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,253,一般産業用機械・装置製造業,2,167,126,-,-,149,115,12,7,6,4,-,-,x,x,x,x,x,x,x
2,13211,小平市,1,260,生産用機械器具製造業,9,128,110,-,-,121,107,7,3,-,-,3,1,54662,82641,182000,166476,13110,90628,91999
2,13211,小平市,2,264,生活関連産業用機械製造業,2,9,7,-,-,8,7,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,266,金属加工機械製造業,1,9,7,-,-,9,7,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,267,半導体・フラットパネルディスプレイ製造装置製造業,3,47,41,-,-,44,40,3,1,-,-,1,1,17226,15398,41835,28239,12613,23108,24479
2,13211,小平市,2,269,その他の生産用機械・同部分品製造業,3,63,55,-,-,60,53,3,2,-,-,2,-,29030,53785,107215,106864,-,49472,49472
2,13211,小平市,1,280,電子部品・デバイス・電子回路製造業,7,135,94,-,-,113,88,22,6,-,-,-,-,49980,41924,126228,92385,33843,77143,78167
2,13211,小平市,2,282,電子部品製造業,2,47,31,-,-,39,29,8,2,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,283,記録メディア製造業,1,6,5,-,-,4,4,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13211,小平市,2,284,電子回路製造業,3,61,42,-,-,53,42,8,-,-,-,-,-,18869,21474,51428,45318,6110,27608,27805
2,13211,小平市,2,285,ユニット部品製造業,1,21,16,-,-,17,13,4,3,-,-,-,-,x,x,x,-,x,x,x
2,13211,小平市,1,290,電気機械器具製造業,7,86,66,-,-,72,62,14,4,-,-,-,-,39025,32775,127737,119688,4270,87999,87925
2,13211,小平市,2,291,発電用・送電用・配電用電気機械器具製造業,1,8,6,-,-,7,6,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13211,小平市,2,292,産業用電気機械器具製造業,1,40,33,-,-,36,33,4,-,-,-,-,-,x,x,x,x,-,x,x
