"ゴミの分類
番号","データ
提出組織",地区名,ゴミの品目,分別区分1,分別区分2,分別区分3,分別区分4,"粗大ごみ
回収料金",備考
1015,あきる野市,全域,はんこ,可燃ごみ,,,,,
1016,あきる野市,全域,半紙,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
1017,あきる野市,全域,ばんそうこう,可燃ごみ,,,,,
1018,あきる野市,全域,ハンディファン（携帯型扇風機）,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
1019,あきる野市,全域,はんてん（綿入り）,可燃ごみ,,,,,
1020,あきる野市,全域,はんてん（綿なし）,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
1021,あきる野市,全域,ハンドバッグ,可燃ごみ,,,,,
1022,あきる野市,全域,ハンドル（乗用車用）（大きさ50cmまでのもの）,不燃ごみ,,,,,
1023,あきる野市,全域,ハンドル（乗用車用）（大きさ50cmを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1024,あきる野市,全域,ハンドル（自転車用）（大きさ50cmまでのもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1025,あきる野市,全域,ハンドル（自転車用）（大きさ50cmを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1026,あきる野市,全域,バンパー（乗用車用）（金属製）（樹脂製は１ｍ以下）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1027,あきる野市,全域,ハンマー（5ｋg以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1028,あきる野市,全域,ハンマー（5ｋgを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1029,あきる野市,全域,パン焼き機（ホームベーカリー）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1030,あきる野市,全域,ピアノ,処理不能,,,,,市では処理ができないため、ご購入の店舗に処理を依頼してください。
1031,あきる野市,全域,ピアニカ,不燃ごみ,,,,,
1032,あきる野市,全域,ビーチサンダル,可燃ごみ,,,,,
1033,あきる野市,全域,ビーチパラソル,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1034,あきる野市,全域,ビーチボール,可燃ごみ,,,,,
1035,あきる野市,全域,ビーチマット,可燃ごみ,,,,,
1036,あきる野市,全域,ビート板,可燃ごみ,,,,,
1037,あきる野市,全域,ビールケース,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1038,あきる野市,全域,ひげそり,不燃ごみ,,,,,
1039,あきる野市,全域,ヒーター内蔵作業服,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
1040,あきる野市,全域,ビデオカメラ,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1041,あきる野市,全域,ビデオテープ（１収集日あたり１０本まで）,可燃ごみ,,,,,
1042,あきる野市,全域,ビデオデッキ,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1043,あきる野市,全域,ビニール雨ガッパ,可燃ごみ,,,,,
1044,あきる野市,全域,ビニールクロス,可燃ごみ,,,,,
1045,あきる野市,全域,ビニールコーティング紙,可燃ごみ,,,,,
1046,あきる野市,全域,ビニールシート（すべての辺を50cm以下に切り、可燃ごみの専用袋に入るもの）,可燃ごみ,,,,,
1047,あきる野市,全域,ビニールシート（可燃ごみ専用袋に入らず、長さ１ｍ以下に切ったもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1048,あきる野市,全域,火鉢（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
1049,あきる野市,全域,火鉢（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1050,あきる野市,全域,百科辞典,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
1051,あきる野市,全域,漂白剤の容器（プラスチック製）,可燃ごみ,,,,,
1052,あきる野市,全域,びん（ウイスキー・日本酒・ビール・牛乳等のびん）,びん類,,,,,ラベル類はそのままでも大丈夫です。中を良く洗ってください。
1053,あきる野市,全域,便箋,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
1054,あきる野市,全域,びんのふた,可燃ごみ,,,,,
1055,あきる野市,全域,ファイル,可燃ごみ,,,,,
1056,あきる野市,全域,ファクシミリ（家庭用）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1057,あきる野市,全域,ファンヒーター（石油、ガス、電気）（石油は必ず空にする）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1058,あきる野市,全域,フィルム,可燃ごみ,,,,,
1059,あきる野市,全域,フィギュア,可燃ごみ,,,,,
1060,あきる野市,全域,ブースター（テレビ用）,不燃ごみ,,,,,
1061,あきる野市,全域,封筒（窓付きのフィルムは取る）,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
1062,あきる野市,全域,風鈴（プラスチック製）,可燃ごみ,,,,,
1063,あきる野市,全域,風鈴（ガラス製）（新聞紙等で包み「割れものあり」と袋に表示）,不燃ごみ,,,,,
1064,あきる野市,全域,風鈴（金属製）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1065,あきる野市,全域,ファン内蔵作業服,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
1066,あきる野市,全域,フォーク（プラスチック製）,可燃ごみ,,,,,
1067,あきる野市,全域,フォーク(金属製),缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1068,あきる野市,全域,服,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
1069,あきる野市,全域,複合機（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
1070,あきる野市,全域,複合機（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1071,あきる野市,全域,ふすま,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1072,あきる野市,全域,付箋紙,可燃ごみ,,,,,
1073,あきる野市,全域,仏壇,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1074,あきる野市,全域,筆,可燃ごみ,,,,,
1075,あきる野市,全域,不凍液（床暖房設備、太陽熱温水器、自動車等に使用）,処理不能,,,,,市では処理ができないため、購入店にご相談、処理を依頼してください。（有料）
1076,あきる野市,全域,布団,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1077,あきる野市,全域,布団カバー,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
1078,あきる野市,全域,布団乾燥機（不燃ごみ専用袋に入り、口がしばれるもの）（大きさ50cm以下、重さ5ｋｇまで）,不燃ごみ,,,,,
1079,あきる野市,全域,布団乾燥機（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1080,あきる野市,全域,布団たたき（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
1081,あきる野市,全域,布団たたき（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1082,あきる野市,全域,フライパン,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1083,あきる野市,全域,ブラインド（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
1084,あきる野市,全域,ブラインド（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1085,あきる野市,全域,ブラウン管テレビ,処理不能,,,,,家電リサイクル法で定められた製品です。郵便局でリサイクル料金をお支払い頂き、搬入先に自己搬入するか、収集運搬業者にご連絡ください。あきる野市資源とごみの出し方カレンダー「収集不可能なものについて」をご参照ください。
1086,あきる野市,全域,プラグ,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1087,あきる野市,全域,プラスチックトレー,可燃ごみ,,,,,
1088,あきる野市,全域,プラスチック容器（ペットボトルを除く）,可燃ごみ,,,,,
1089,あきる野市,全域,プラモデル,可燃ごみ,,,,,
1090,あきる野市,全域,フラワースタンド（金属製）（長さ50cm以下で重さが5kg以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1091,あきる野市,全域,フラワースタンド（重さ5kgあるいは長さ50㎝を超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1092,あきる野市,全域,フラワーポット（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
1093,あきる野市,全域,フラワーポット（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1094,あきる野市,全域,ブランコ(幼児用),粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1095,あきる野市,全域,プランター（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
1096,あきる野市,全域,プランター（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1097,あきる野市,全域,プリンの容器,可燃ごみ,,,,,
1098,あきる野市,全域,プリンター（不燃ごみ専用袋に入り、口がしばれるもの）（トナーを除く）,不燃ごみ,,,,,
1099,あきる野市,全域,プリンター（不燃ごみ専用袋に入らないもの）（トナーを除く）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1100,あきる野市,全域,ブルーシート（50㎝四方以下で、可燃ごみ専用袋に入るもの）,可燃ごみ,,,,,
1101,あきる野市,全域,ブルーシート（50㎝四方以上で、1m四方以下のもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1102,あきる野市,全域,ブルーシート（1m四方を超えるもの）,処理不能,,,,,処理可能なサイズ以下に切って出してください。（1m四方以下のものは粗大ごみ扱い、50ｃｍ四方以下で可燃ごみ専用袋に入るものは可燃ごみ扱いです。）
1103,あきる野市,全域,ブルーレイレコーダ/プレイヤー,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1104,あきる野市,全域,古本,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
1105,あきる野市,全域,フロアーマット（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
1106,あきる野市,全域,フロアーマット（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1107,あきる野市,全域,風呂釜,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1108,あきる野市,全域,プロジェクションテレビ,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1109,あきる野市,全域,風呂敷（ビニール製）,可燃ごみ,,,,,
1110,あきる野市,全域,風呂敷（布製）,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
1111,あきる野市,全域,ブロック（コンクリート製）,処理不能,,,,,市では処理ができないもののため、廃棄物事業者に直接ご依頼ください。
1112,あきる野市,全域,フロッピーディスク,可燃ごみ,,,,,
1113,あきる野市,全域,風呂のふた,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1114,あきる野市,全域,文鎮,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1115,あきる野市,全域,噴霧器（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
1116,あきる野市,全域,噴霧器（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1117,あきる野市,全域,ヘアアイロン,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1118,あきる野市,全域,ヘアスプレー缶,有害ごみ,,,,,可燃性ガス、爆発の危険のあるもののみを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
1119,あきる野市,全域,ヘアドライヤー,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1120,あきる野市,全域,ヘアピン,不燃ごみ,,,,,
1121,あきる野市,全域,ヘアブラシ,可燃ごみ,,,,,
1122,あきる野市,全域,ペーパータオル,可燃ごみ,,,,,
1123,あきる野市,全域,ベッド,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1124,あきる野市,全域,ペット小屋,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1125,あきる野市,全域,ペットのトイレ用シート（汚物を取り除く）,可燃ごみ,,,,,
1126,あきる野市,全域,ペットのトイレ用砂（汚物を取り除く）,可燃ごみ,,,,,
1127,あきる野市,全域,ヘッドフォン,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1128,あきる野市,全域,ヘッドフォンステレオ,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1129,あきる野市,全域,ペットボトルのキャップ,可燃ごみ,,,,,
1130,あきる野市,全域,ペットボトルのラベル,可燃ごみ,,,,,
1131,あきる野市,全域,ベッドマット,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1132,あきる野市,全域,ベニヤ板（家庭用）（全ての辺が50cm以下のもの）,可燃ごみ,,,,,
1133,あきる野市,全域,ベニヤ板（家庭用）（いずれかの辺が50ｃｍを超え、縦182cm×横91cmまでのもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1134,あきる野市,全域,ベニヤ板(家庭用）（縦182cm×横91cmを超えるもの）,処理不能,,,,,処理可能なサイズ以下に切って出してください。（縦182ｃｍ×横91ｃｍ以下の場合は粗大ごみ扱い、縦横40ｃｍ以下の場合は可燃ごみ扱いで、有料袋に入れてください。）
1135,あきる野市,全域,ベビーカー,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1136,あきる野市,全域,ベビーダンス,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1137,あきる野市,全域,ベビーチェアー,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1138,あきる野市,全域,ベビーバス,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1139,あきる野市,全域,ベビー布団,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1140,あきる野市,全域,ベビーベッド,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1141,あきる野市,全域,ベルト（ズボン用）,可燃ごみ,,,,,
1142,あきる野市,全域,ヘルメット,可燃ごみ,,,,,
1143,あきる野市,全域,変圧器（使用済小型電子機器の付属品）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1144,あきる野市,全域,変圧器（使用済小型電子機器の付属品以外。重さ5キロ以下のもので、不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
1145,あきる野市,全域,変圧器（使用済小型電子機器の付属品以外のもの）（重さ5キロを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1146,あきる野市,全域,便器,処理不能,,,,,市では処理ができないため、購入店にご相談、処理を依頼してください。（有料）
1147,あきる野市,全域,ペンキ,処理不能,,,,,市では処理ができないため、ご購入の店舗に処理を依頼してください。
1148,あきる野市,全域,便座（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
1149,あきる野市,全域,便座（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1150,あきる野市,全域,ペンチ,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1151,あきる野市,全域,ベンチ,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1152,あきる野市,全域,弁当箱（金属以外）,可燃ごみ,,,,,
1153,あきる野市,全域,弁当箱（金属）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1154,あきる野市,全域,弁当の容器,可燃ごみ,,,,,
1155,あきる野市,全域,ペン類,可燃ごみ,,,,,
1156,あきる野市,全域,ペンライト,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
1157,あきる野市,全域,ボアシーツ（すべての辺を50cm以下に切り、可燃ごみ専用袋に入るもの）,可燃ごみ,,,,,
1158,あきる野市,全域,ボアシーツ（いずれかの辺が５０cmを超えるもの。可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1159,あきる野市,全域,ボイラー,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1160,あきる野市,全域,ホイ－ル（自動車）（タイヤを除く）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1161,あきる野市,全域,望遠鏡（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
1162,あきる野市,全域,望遠鏡（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1163,あきる野市,全域,防音材（グラスウール）,可燃ごみ,,,,,
1164,あきる野市,全域,ほうき（座敷ほうきを含む）(可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
1165,あきる野市,全域,ほうき（座敷ほうきを含む）（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1166,あきる野市,全域,帽子,可燃ごみ,,,,,
1167,あきる野市,全域,防水加工紙,可燃ごみ,,,,,
1168,あきる野市,全域,防草シート（すべての辺を1m以下に切る）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1169,あきる野市,全域,包装紙,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
1170,あきる野市,全域,包装用フィルム,可燃ごみ,,,,,
1171,あきる野市,全域,包帯,可燃ごみ,,,,,
1172,あきる野市,全域,包丁（刃先を包み、不燃ごみ専用袋に「鋭利なものあり」と表示）,不燃ごみ,,,,,
1173,あきる野市,全域,包丁研ぎ器,不燃ごみ,,,,,
1174,あきる野市,全域,防虫剤（衣類用）,可燃ごみ,,,,,
1175,あきる野市,全域,防虫剤（スプレー缶）(必ず中身を使い切る）,有害ごみ,,,,,可燃性ガス、爆発の危険のあるもののみを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
1176,あきる野市,全域,ボウリングの球（1収集日あたり5個まで）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1177,あきる野市,全域,ボウル（台所用品・プラスチック製）,可燃ごみ,,,,,
1178,あきる野市,全域,ボウル（台所用品・金属製）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1179,あきる野市,全域,ホース（長さ50ｃｍ以下のもの）,可燃ごみ,,,,,
1180,あきる野市,全域,ホース（長さ50ｃｍを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1181,あきる野市,全域,ポータブルトイレ（汚物を取り除く）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1182,あきる野市,全域,ポータブル電源（処理については各メーカーにご相談ください。）,処理不能,,,,,製造メーカーの回収窓口などにご相談ください。
1183,あきる野市,全域,ポーチ,可燃ごみ,,,,,
1184,あきる野市,全域,ホームベーカリー（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
1185,あきる野市,全域,ホームベーカリー（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1186,あきる野市,全域,ボール（スポーツ用品）,可燃ごみ,,,,,
1187,あきる野市,全域,ボール紙,紙類・布類,,,,,ダンボール扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
1188,あきる野市,全域,ボールペン,可燃ごみ,,,,,
1189,あきる野市,全域,ホーロー鍋,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
1190,あきる野市,全域,木刀,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1191,あきる野市,全域,ポケットティッシュ,可燃ごみ,,,,,
1192,あきる野市,全域,ポケットティッシュの袋,可燃ごみ,,,,,
1193,あきる野市,全域,歩行器,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1194,あきる野市,全域,歩数計（充電式）,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
1195,あきる野市,全域,ポスター,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
1196,あきる野市,全域,ボストンバック,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
1197,あきる野市,全域,ボタン,可燃ごみ,,,,,
