区分／分類コード／部門名,中間需要／Ｋ011／耕種農業（百万円）,中間需要／Ｋ012／畜産（百万円）,中間需要／Ｋ013／農業サービス（百万円）,中間需要／Ｋ015／林業（百万円）,中間需要／Ｋ017／漁業（百万円）,中間需要／Ｋ061／金属鉱物（百万円）,中間需要／Ｋ062／石炭・原油・天然ガス（百万円）,中間需要／Ｋ063／非金属鉱物（百万円）,中間需要／Ｋ111／食料品（百万円）,中間需要／Ｋ112／飲料（百万円）,中間需要／Ｋ113／飼料・有機質肥料（別掲を除く。）（百万円）,中間需要／Ｋ114／たばこ（百万円）,中間需要／Ｋ151／繊維工業製品（百万円）,中間需要／Ｋ152／衣服・その他の繊維既製品（百万円）,中間需要／Ｋ161／木材・木製品（百万円）,中間需要／Ｋ162／家具・装備品（百万円）,中間需要／Ｋ163／パルプ・紙・板紙・加工紙（百万円）,中間需要／Ｋ164／紙加工品（百万円）,中間需要／Ｋ191／印刷・製版・製本（百万円）,中間需要／Ｋ201／化学肥料（百万円）,中間需要／Ｋ202／無機化学工業製品（百万円）,中間需要／Ｋ203／石油化学基礎製品（百万円）,中間需要／Ｋ204／有機化学工業製品（石油化学基礎製品を除く。）（百万円）,中間需要／Ｋ205／合成樹脂（百万円）,中間需要／Ｋ206／化学繊維（百万円）,中間需要／Ｋ207／医薬品（百万円）,中間需要／Ｋ208／化学最終製品（医薬品を除く。）（百万円）,中間需要／Ｋ211／石油製品（百万円）,中間需要／Ｋ212／石炭製品（百万円）,中間需要／Ｋ221／プラスチック製品（百万円）,中間需要／Ｋ222／ゴム製品（百万円）,中間需要／Ｋ231／なめし革・毛皮・同製品（百万円）,中間需要／Ｋ251／ガラス・ガラス製品（百万円）,中間需要／Ｋ252／セメント・セメント製品（百万円）,中間需要／Ｋ253／陶磁器（百万円）,中間需要／Ｋ259／その他の窯業・土石製品（百万円）,中間需要／Ｋ261／銑鉄・粗鋼（百万円）,中間需要／Ｋ262／鋼材（百万円）,中間需要／Ｋ263／鋳鍛造品（百万円）,中間需要／Ｋ269／その他の鉄鋼製品（百万円）,中間需要／Ｋ271／非鉄金属製錬・精製（百万円）,中間需要／Ｋ272／非鉄金属加工製品（百万円）,中間需要／Ｋ281／建設・建築用金属製品（百万円）,中間需要／Ｋ289／その他の金属製品（百万円）,中間需要／Ｋ291／はん用機械（百万円）,中間需要／Ｋ301／生産用機械（百万円）,中間需要／Ｋ311／業務用機械（百万円）,中間需要／Ｋ321／電子デバイス（百万円）,中間需要／Ｋ329／その他の電子部品（百万円）,中間需要／Ｋ331／産業用電気機器（百万円）,中間需要／Ｋ332／民生用電気機器（百万円）,中間需要／Ｋ333／電子応用装置・電気計測器（百万円）,中間需要／Ｋ339／その他の電気機械（百万円）,中間需要／Ｋ341／通信機械・同関連機器（百万円）,中間需要／Ｋ342／電子計算機・同附属装置（百万円）,中間需要／Ｋ351／乗用車（百万円）,中間需要／Ｋ352／その他の自動車（百万円）,中間需要／Ｋ353／自動車部品・同附属品（百万円）,中間需要／Ｋ354／船舶・同修理（百万円）,中間需要／Ｋ359／その他の輸送機械・同修理（百万円）,中間需要／Ｋ391／その他の製造工業製品（百万円）,中間需要／Ｋ392／再生資源回収・加工処理（百万円）,中間需要／Ｋ411／建築（百万円）,中間需要／Ｋ412／建設補修（百万円）,中間需要／Ｋ413／公共事業（百万円）,中間需要／Ｋ419／その他の土木建設（百万円）,中間需要／Ｋ461／電力（百万円）,中間需要／Ｋ462／ガス・熱供給（百万円）,中間需要／Ｋ471／水道（百万円）,中間需要／Ｋ481／廃棄物処理（百万円）,中間需要／Ｋ511／商業（百万円）,中間需要／Ｋ531／金融・保険（百万円）,中間需要／Ｋ551／不動産仲介及び賃貸（百万円）,中間需要／Ｋ552／住宅賃貸料（百万円）,中間需要／Ｋ553／住宅賃貸料（帰属家賃）（百万円）,中間需要／Ｋ571／鉄道輸送（百万円）,中間需要／Ｋ572／道路輸送（自家輸送を除く。）（百万円）,中間需要／Ｋ573／自家輸送（百万円）,中間需要／Ｋ574／水運（百万円）,中間需要／Ｋ575／航空輸送（百万円）,中間需要／Ｋ576／貨物利用運送（百万円）,中間需要／Ｋ577／倉庫（百万円）,中間需要／Ｋ578／運輸附帯サービス（百万円）,中間需要／Ｋ579／郵便・信書便（百万円）,中間需要／Ｋ591／通信（百万円）,中間需要／Ｋ592／放送（百万円）,中間需要／Ｋ593／情報サービス（百万円）,中間需要／Ｋ594／インターネット附随サービス（百万円）,中間需要／Ｋ595／映像・音声・文字情報制作（百万円）,中間需要／Ｋ611／公務（百万円）,中間需要／Ｋ631／教育（百万円）,中間需要／Ｋ632／研究（百万円）,中間需要／Ｋ641／医療（百万円）,中間需要／Ｋ642／保健衛生（百万円）,中間需要／Ｋ643／社会保険・社会福祉（百万円）,中間需要／Ｋ644／介護（百万円）,中間需要／Ｋ659／その他の非営利団体サービス（百万円）,中間需要／Ｋ661／物品賃貸サービス（百万円）,中間需要／Ｋ662／広告（百万円）,中間需要／Ｋ663／自動車整備・機械修理（百万円）,中間需要／Ｋ669／その他の対事業所サービス（百万円）,中間需要／Ｋ671／宿泊業（百万円）,中間需要／Ｋ672／飲食サービス（百万円）,中間需要／Ｋ673／洗濯・理容・美容・浴場業（百万円）,中間需要／Ｋ674／娯楽サービス（百万円）,中間需要／Ｋ679／その他の対個人サービス（百万円）,中間需要／Ｋ681／事務用品（百万円）,中間需要／Ｋ691／分類不明（百万円）,中間需要／Ｌ100／本社（百万円）,中間需要／Ｒ700／財・サービス内生部門計（百万円）,中間需要／Ｒ710／内生部門計（百万円）,最終需要／Ｐ711／都事業所家計外消費支出（百万円）,最終需要／Ｐ611／他県事業所家計外消費支出（百万円）,最終需要／Ｐ721／民間消費支出（他県民支出を除く。）（百万円）,最終需要／Ｐ921／他県民支出（百万円）,最終需要／Ｐ731／一般政府消費支出（百万円）,最終需要／Ｐ732／一般政府消費支出（社会資本等減耗分）（百万円）,最終需要／Ｐ741／都内総固定資本形成（公的）（百万円）,最終需要／Ｐ751／都内総固定資本形成（民間）（百万円）,最終需要／Ｐ761／在庫純増（百万円）,最終需要／Ｐ771／調整項（百万円）,最終需要／Ｒ780／都内最終需要計（百万円）,最終需要／Ｒ790／都内需要合計（百万円）,最終需要／Ｐ801／輸出（百万円）,最終需要／Ｒ810／輸出計（百万円）,最終需要／Ｐ811／移出（百万円）,最終需要／Ｒ820／移輸出計（百万円）,最終需要／Ｒ830／最終需要計（百万円）,最終需要／Ｒ840／需要合計（百万円）,Ｐ841／（控除）輸入（百万円）,Ｐ851／（控除）関税（百万円）,Ｐ861／（控除）輸入品商品税（百万円）,Ｒ870／（控除）輸入計（百万円）,Ｐ881／移入（百万円）,Ｑ711／都事業所家計外消費支出（百万円）,Ｑ721／都民支出（百万円）,Ｒ890／（控除）移輸入計（百万円）,Ｒ900／最終需要部門計（百万円）,Ｒ970／生産額（百万円）
中間投入／Ａ576／貨物利用運送（百万円）,19,4,13,0,15,0,0,2,1408,158,1,0,11,50,31,69,38,183,962,0,18,0,35,0,0,57,258,1,18,41,45,71,51,324,2,24,0,50,15,83,14,23,16,106,104,168,244,98,122,181,12,110,24,153,116,0,429,133,4,92,210,156,2516,1346,642,915,1158,1027,138,72,1326,803,124,107,15,88,390,450,129,341,293,13,162,1029,164,56,1903,61,2476,710,354,381,1829,54,263,219,136,298,2656,463,1040,304,4314,133,241,195,581,2131,315,40618,40933,1089,0,16465,2626,9,0,292,4177,180,0,24838,65771,1462,1462,41695,43157,67995,108928,0,0,0,0,0,0,-518,-518,67477,108410
中間投入／Ａ577／倉庫（百万円）,47,6,17,1,35,0,0,2,3244,369,20,2,28,120,29,79,62,249,1699,0,36,0,52,0,0,56,531,13,16,141,138,232,145,226,3,72,0,118,31,117,81,157,43,206,258,337,899,161,310,692,34,314,102,297,363,0,405,294,4,244,553,3348,3352,1840,976,1471,11696,11116,264,89,3204,2065,446,399,19,349,124,744,84,547,25,34,418,20,899,499,6362,267,6114,47732,945,998,2159,116,602,420,330,600,1258,873,2157,571,9258,220,450,303,859,259,1083,140571,141654,2009,0,20843,4509,32,0,340,5083,640,0,33456,175110,2485,2485,83036,85521,118977,260631,0,0,0,0,-75919,0,-846,-76765,42212,183866
中間投入／Ａ578／運輸附帯サービス（百万円）,1,0,0,0,59,0,0,4,426,130,1,0,4,28,22,136,69,14,1149,0,37,0,11,0,0,99,544,0,0,147,77,64,263,1,3,6,0,537,2,22,0,29,1,143,114,183,115,127,148,732,4,469,80,92,793,0,192,200,2,83,399,37,0,0,22,0,0,0,0,0,76750,3,0,0,0,29943,25532,108038,20682,160137,3754,1092,16713,0,0,0,0,0,5815,1924,3,29,0,0,0,0,0,10932,0,2,1,28215,17393,0,8365,0,0,978,0,524122,524122,805,0,251918,65230,-18950,939,0,0,0,0,299942,824064,211443,211443,250105,461548,761490,1285612,-52517,0,0,-52517,-218396,0,-79808,-350721,410769,934891
中間投入／Ａ579／郵便・信書便（百万円）,5,0,60,0,8,0,0,2,83,12,0,0,3,70,1,33,1,21,136,0,1,0,6,0,0,39,44,0,3,29,13,28,4,6,0,3,0,6,1,2,2,6,6,35,32,78,101,6,21,57,2,143,5,32,24,0,22,16,0,97,81,77,765,1008,300,362,1034,820,1379,229,17383,46425,922,1022,0,687,211,0,162,285,133,80,326,0,15908,1509,1114,2909,3524,23309,4363,6430,2307,1023,10738,586,3518,1709,1321,526,7280,618,6066,783,1260,2417,0,154,98629,174368,272997,2620,0,24009,453,0,0,0,0,0,0,27082,300079,5440,5440,0,5440,32522,305519,-3926,0,0,-3926,0,0,-79,-4005,28517,301514
中間投入／Ａ591／通信（百万円）,20,0,145,0,95,0,0,14,519,34,0,0,24,89,8,157,9,130,1223,0,9,0,30,0,0,1416,300,0,19,96,188,131,22,27,0,15,0,31,5,10,24,22,33,109,282,635,702,75,198,438,18,1207,41,356,199,0,145,131,2,226,388,32,3113,22120,4003,4063,321,505,4116,2127,213683,130328,14970,7413,0,4116,1940,0,2852,1467,423,309,5319,777,428682,38229,75162,108515,41863,60780,3694,20768,13570,938,26564,1187,6683,6043,20420,3950,46215,2877,41227,4149,5009,5955,0,20974,352411,1417448,1769859,22050,0,1237486,80611,0,0,0,0,0,0,1340147,3110006,18949,18949,0,18949,1359096,3128955,-15076,0,0,-15076,-108606,0,-5612,-129294,1229802,2999661
中間投入／Ａ592／放送（百万円）,3,0,0,0,0,0,0,0,13,1,0,0,0,1,0,1,0,3,22,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,2,5,3,0,0,7,1,0,1,0,12,0,10,0,0,3,4,5,188,126,57,75,0,3,0,109,1679,2611,411,144,0,99,36,0,9,18,3,3,496,8,201,72885,175,97,5766,60,313,32,493,28,200,292,57,659,1316694,215,591,428,32789,6107,4083,183,0,29,194,1448558,1448752,1743,0,140168,3582,0,0,0,0,0,0,145493,1594245,9,9,108565,108574,254067,1702819,0,0,0,0,-411258,0,0,-411258,-157191,1291561
中間投入／Ａ593／情報サービス（百万円）,47,3,173,0,33,0,0,10,1902,622,2,5,28,151,43,677,61,357,2680,0,47,0,109,0,0,1551,944,0,14,245,504,167,173,258,11,70,0,144,31,163,73,95,68,490,846,3115,1983,1453,1803,4217,5,2979,280,1104,3656,0,411,468,10,768,821,7,4802,1877,1601,2352,13937,4069,26276,1703,243876,335718,14914,3314,0,901,2329,0,1612,3505,454,1045,18686,480,99388,11832,208445,75869,51396,61345,13853,27299,36385,3264,28380,956,13128,27714,31110,3711,129994,5091,9519,331,20962,6063,0,3116,221432,1588479,1809911,526,0,108823,5988,0,0,214235,1747736,-299,0,2077009,3886920,104821,104821,6761075,6865896,8942905,10752816,-98548,0,0,-98548,-350935,0,-947,-450430,8492475,10302386
中間投入／Ａ594／インターネット附随サービス（百万円）,2,0,19,0,3,0,0,1,197,29,0,0,2,22,3,36,13,9,66,0,3,0,25,0,0,211,104,0,0,19,35,27,39,17,0,3,0,9,2,1,1,1,6,22,105,69,318,88,243,155,1,682,16,747,18,0,26,65,3,10,181,5,393,491,10,11,23,21,141,106,47703,22038,313,1873,0,550,582,0,141,119,116,81,675,126,36768,2208,71635,97667,10114,6032,454,1056,211,68,1411,53,266,402,115429,2915,33032,242,782,350,1428,242,0,2109,77757,464046,541803,3219,0,27091,0,0,0,0,0,0,0,30310,572113,2831,2831,474626,477457,507767,1049570,-1023,0,0,-1023,0,0,0,-1023,506744,1048547
中間投入／Ａ595／映像・音声・文字情報制作（百万円）,3,0,53,0,54,0,0,8,654,297,0,0,16,176,12,129,7,143,1553,0,23,0,24,0,0,43,259,0,9,58,201,281,20,36,1,14,0,17,4,16,15,32,23,245,214,405,878,288,519,709,29,291,64,460,810,0,139,110,6,266,564,138,4895,2692,1293,1412,428,200,1126,1114,30577,30948,6048,1177,0,1277,2758,0,561,1204,397,325,2481,1113,27920,362939,100198,3607,224899,28331,20308,17921,15791,421,6818,2716,10156,4652,783134,228,52859,4104,11642,4874,38733,3758,0,193,75712,1828544,1904256,12005,0,149925,39588,3200,0,0,23911,-1787,479,227321,2131577,28028,28028,1666278,1694306,1921627,3825883,-54646,0,-429,-55075,-158950,0,-6799,-220824,1700803,3605059
中間投入／Ａ611／公務（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198723,0,198723,198723,0,0,115117,0,5076941,647171,0,0,0,0,5839229,6037952,0,0,0,0,5839229,6037952,0,0,0,0,0,0,0,0,5839229,6037952
中間投入／Ａ631／教育（百万円）,0,0,0,0,0,0,0,0,256,20,0,0,0,0,1,0,8,13,23,0,10,0,28,0,0,56,176,0,0,2,49,0,1,8,3,3,0,0,7,0,0,8,13,98,200,386,267,409,747,878,68,386,44,1174,108,0,113,165,11,25,156,3,937,39,141,216,834,454,279,122,4391,2835,49,2,0,7282,262,191,65,62,81,37,672,57,26212,1276,43098,16092,8659,1142,6,0,1139,0,556,31,0,977,13271,1,16293,198,1938,1838,204,1467,0,376,0,159705,159705,0,0,1445246,371575,1159374,133557,0,0,0,0,3109752,3269457,10658,10658,0,10658,3120410,3280115,-17542,0,0,-17542,0,0,-61487,-79029,3041381,3201086
中間投入／Ａ632／研究（百万円）,26,0,0,11,51,0,0,15,5192,930,1,44,273,754,86,1122,50,839,4617,1,1019,0,1158,29,0,21652,12991,4,16,1736,2678,1200,1175,635,41,137,0,767,76,23,992,673,218,764,4627,16823,26142,12914,17726,24717,1141,19662,1039,29031,14826,1,27704,11523,190,9336,9663,529,4779,913,1735,1920,4936,6420,17,0,42201,4738,0,0,0,4180,1506,0,425,500,203,371,1051,0,43394,2349,151699,12117,18491,2699,0,10403,24026,361,67,94,0,12535,6338,1707,4124,0,0,0,171,423,0,21497,535542,677980,1213522,0,0,64261,0,153308,21636,0,0,0,0,239205,1452727,16039,16039,183611,199650,438855,1652377,-9247,0,0,-9247,-66978,0,0,-76225,362630,1576152
中間投入／Ａ641／医療（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174314,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,174957,174957,73925,0,1153507,165595,2921091,0,0,0,0,0,4314118,4489075,63,63,0,63,4314181,4489138,-709,0,0,-709,0,0,-61768,-62477,4251704,4426661
中間投入／Ａ642／保健衛生（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,4,380,0,297,1138,59,30,0,69,0,0,21,0,0,2483,60,5,1530,404,32,502,1119,220,106,25,60658,10803,2532,1722,13,0,114,0,316,6,393,1,93,90,0,2757,0,88010,88010,63319,0,13142,34,48498,538,0,0,0,0,125531,213541,0,0,3772,3772,129303,217313,0,0,0,0,0,0,-5,-5,129298,217308
中間投入／Ａ643／社会保険・社会福祉（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,379026,0,540256,12934,0,0,0,0,933931,933931,0,0,0,0,933931,933931,0,0,0,0,0,0,0,0,933931,933931
中間投入／Ａ644／介護（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64864,0,649899,0,0,0,0,0,714763,714763,0,0,0,0,714763,714763,0,0,0,0,0,0,0,0,714763,714763
中間投入／Ａ659／その他の非営利団体サービス（百万円）,0,0,0,0,92,0,0,12,390,127,0,9,15,71,7,33,9,56,451,0,91,0,21,0,0,237,192,0,6,33,125,41,23,122,1,6,0,23,5,20,9,13,9,71,378,538,361,53,156,277,2,136,20,155,272,0,75,35,1,142,191,180,1505,2667,387,694,499,691,1190,978,4146,14149,1700,1663,0,20,947,0,118,51,155,333,327,2,2088,954,9607,1017,2086,8,3837,4648,8142,277,95,380,0,2091,7539,1366,20476,375,7853,553,9930,2063,0,772,45284,123671,168955,0,0,489000,167054,0,0,0,0,0,0,656054,825009,6645,6645,0,6645,662699,831654,-11009,0,0,-11009,-68178,0,-37013,-116200,546499,715454
中間投入／Ａ661／物品賃貸サービス（百万円）,23,15,237,3,0,0,0,39,2620,561,0,4,58,337,103,718,67,495,9174,0,109,0,44,0,0,94,812,0,288,329,514,202,214,635,3,208,0,167,30,153,31,103,58,646,1550,4416,1985,3497,1544,7976,84,1205,685,1529,1193,0,1454,949,59,8750,1568,6497,60955,17847,36779,63045,7458,3600,1388,3626,106962,30605,4087,809,0,1842,2609,99679,1931,75339,1437,745,4361,20,25121,17389,65917,88756,18176,91514,11708,6768,47103,4296,18824,27929,1537,12555,6392,16983,109260,3240,10095,3050,11059,5764,0,921,389292,1193516,1582808,7681,0,81040,4090,0,0,0,0,0,0,92811,1675619,103295,103295,2039299,2142594,2235405,3818213,-7963,0,0,-7963,-204120,0,-1656,-213739,2021666,3604474
中間投入／Ａ662／広告（百万円）,19,0,985,0,27,0,0,21,3956,2897,0,84,6,196,29,547,178,609,501,0,84,0,23,0,0,497,6401,0,0,286,465,599,29,18,8,38,0,56,4,15,9,34,20,116,618,766,2242,1242,515,1480,179,835,206,1220,465,0,622,753,3,323,2345,12,5537,516,465,632,3819,3015,3140,242,76627,78153,13397,13120,0,4489,1654,0,368,4570,368,46,3064,109,42618,5510,90070,18545,15795,5779,21379,2290,6755,1718,3466,1492,2145,23848,2399,716,64133,1502,47270,14690,14299,14360,0,3516,1082423,650209,1732632,0,0,333,0,0,0,0,0,0,0,333,1732965,53808,53808,2274176,2327984,2328317,4060949,-64497,0,0,-64497,-44962,0,0,-109459,2218858,3951490
中間投入／Ａ663／自動車整備・機械修理（百万円）,288,27,107,31,0,0,0,61,4545,667,3,8,120,406,217,361,139,401,3092,0,456,0,111,3,0,848,1080,3,118,685,1032,153,312,2316,17,293,0,297,69,77,205,261,190,1128,1768,2809,3083,2715,3054,2574,68,1683,223,1245,690,0,1820,1333,17,1155,850,271,6961,16412,9262,5863,50728,5025,21072,11545,8807,33544,4298,2107,0,3163,27162,189600,646,6158,1954,1054,5806,68,11580,9492,228192,7760,10594,49601,11615,24446,13356,2627,9250,1379,5813,507493,7963,1414,41744,869,24291,7023,11259,3408,0,1382,50170,1449271,1499441,1425,0,164673,1314,0,0,0,0,0,0,167412,1666853,309,309,55431,55740,223152,1722593,-30,0,0,-30,-520782,0,-1105,-521917,-298765,1200676
中間投入／Ａ669／その他の対事業所サービス（百万円）,15,0,158,0,169,0,0,92,10355,1445,3,34,106,1989,191,1701,140,1166,21088,0,330,0,337,3,0,2225,4675,1,69,1574,1144,1414,733,3889,13,427,0,261,62,277,182,333,302,2959,4812,7282,8184,4141,5439,8322,442,5116,701,8161,8716,0,4555,3411,58,8039,3187,1722,238301,27244,77760,19645,26981,13445,67564,13186,784285,648125,237595,65220,5773,27193,9777,301,2595,7705,3723,10805,116952,1076,276227,99401,1391668,170657,127489,344019,117492,98882,225301,8245,58524,25994,41137,241933,220962,50778,928852,7259,64772,18381,42392,24993,0,23629,391400,7156388,7547788,8081,0,74468,2046,0,0,33840,137873,0,0,256308,7804096,220576,220576,2443221,2663797,2920105,10467893,-255415,0,0,-255415,-78470,0,-322,-334207,2585898,10133686
中間投入／Ａ671／宿泊業（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435967,211409,486122,140903,0,0,0,0,0,0,1274401,1274401,89606,89606,0,89606,1364007,1364007,-154409,0,0,-154409,0,-162737,-416209,-733355,630652,630652
中間投入／Ａ672／飲食サービス（百万円）,0,0,0,0,0,0,0,0,8009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33103,0,5408,20824,0,0,0,0,0,0,28546,0,0,0,0,0,0,95890,95890,1577553,408476,3032025,609951,0,0,0,0,0,0,5628005,5723895,55612,55612,0,55612,5683617,5779507,-76768,0,0,-76768,0,-234048,-202173,-512989,5170628,5266518
中間投入／Ａ673／洗濯・理容・美容・浴場業（百万円）,0,0,0,0,1,0,0,0,99,24,0,0,1,6,2,5,0,5,37,0,2,0,0,0,0,9,8,0,0,3,4,5,0,0,0,0,0,2,0,1,0,0,0,5,8,14,16,41,22,20,2,9,1,2,43,0,11,13,0,8,18,0,28,27,62,39,54,8,66,35,1111,747,142,37,0,4055,313,8,23,158,17,3,68,47,1205,639,685,713,1120,1273,558,92,61508,1017,10153,15503,58,245,2997,16,782,8307,17057,23317,407,495,0,1447,0,157089,157089,5184,0,688181,149931,0,0,0,0,0,0,843296,1000385,32,32,0,32,843328,1000417,-623,0,0,-623,0,0,-84501,-85124,758204,915293
中間投入／Ａ674／娯楽サービス（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,386,79944,0,605,151863,0,442,0,0,0,0,0,0,0,19367,0,0,1642,1259,0,72360,3764,0,417,0,332458,332458,205647,9084,984208,117479,0,0,0,0,0,0,1316418,1648876,9956,9956,234424,244380,1560798,1893256,-33134,0,0,-33134,-38727,-41597,-65235,-178693,1382105,1714563
中間投入／Ａ679／その他の対個人サービス（百万円）,0,0,9,0,6,0,0,0,51,15,0,0,0,10,0,0,0,4,77,0,0,0,3,0,0,7,15,0,0,4,7,9,3,6,0,0,0,2,0,2,1,1,0,8,16,68,35,18,29,75,3,15,3,27,61,0,23,15,0,23,25,8,628,202,234,270,24,88,140,0,15451,1337,6506,1075,1516,41,223,0,57,93,20,29,188,33,821,2753,18337,619,14087,4161,1850,3483,2157,65,225,337,2172,3629,8976,721,10470,1605,2112,1512,5813,14461,0,431,0,129636,129636,17228,0,1094767,417931,0,0,0,0,0,0,1529926,1659562,863,863,0,863,1530789,1660425,-1767,0,0,-1767,0,0,-38903,-40670,1490119,1619755
中間投入／Ａ681／事務用品（百万円）,8,0,94,1,26,0,0,4,361,27,0,0,14,46,3,18,3,44,333,0,27,0,13,0,0,5,82,0,2,7,27,120,86,7,1,16,0,4,1,11,2,10,5,30,102,219,169,85,83,306,13,54,26,143,142,0,9,84,1,175,550,21,804,29,157,360,17,113,446,940,21593,15669,1438,565,0,1168,521,503,124,316,497,121,1065,454,3338,630,5237,621,722,7296,6051,8519,5562,439,3624,5212,1327,1267,2713,446,7673,873,3622,2737,1720,1285,0,85,118667,121519,240186,0,0,0,0,0,0,0,0,0,0,0,240186,0,0,22,22,22,240208,0,0,0,0,0,0,0,0,22,240208
中間投入／Ａ691／分類不明（百万円）,517,34,1053,129,498,0,1,85,3114,487,17,11,90,1518,1191,309,210,1120,1539,0,47,0,96,1,0,287,439,0,149,1213,541,2481,264,4406,18,378,0,134,59,497,149,171,36,1302,2620,3412,2132,452,361,1029,80,738,568,865,1423,0,1998,281,35,3089,953,238,49730,29598,9856,13372,4917,2633,5070,966,126376,36710,34842,36612,317,22759,3900,0,3195,10692,838,1815,10133,64,30276,1963,49399,14656,31817,10969,33098,10303,12043,3862,12808,7673,3445,31025,5607,6345,110482,1988,19139,4212,3147,2593,292,0,0,856402,856402,0,0,0,0,0,0,0,0,0,0,0,856402,811,811,0,811,811,857213,-7748,0,0,-7748,-3597,0,0,-11345,-10534,845868
中間投入／Ｂ100／本社（百万円）,12,3,364,10,255,0,0,325,31717,2606,11,1,590,9386,1178,3605,192,3015,126532,5,627,0,297,10,0,14998,31688,119,83,4495,3396,4541,1061,4239,26,830,0,405,255,799,637,832,2721,6691,10620,15248,34999,13392,10009,10584,282,14912,4233,22625,5799,1,11457,5157,185,6628,17571,4722,312074,83986,99283,71376,27879,50193,0,27834,2434165,1435227,364768,334221,0,105199,151162,0,35788,19835,2443,22135,59181,0,152429,215081,1977538,151050,699284,0,35873,17974,1966,33,9157,9708,34231,314434,268275,36687,1486943,17927,59630,20031,63619,61994,0,0,0,11717594,11717594,0,0,0,0,0,0,0,0,0,0,0,11717594,0,0,21010513,21010513,21010513,32728107,0,0,0,0,-5275473,0,0,-5275473,15735040,27452634
